Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_2,Area RAL95_trypsin_MED_2,#Peptides,#Unique,#Spec RAL95_trypsin_MED_2,PTM,Avg. Mass,Description
31,10079,PMM1494,291.24,45,45,3.46E8,46,45,73,Carbamidomethylation; Oxidation (M),127148,| infB | translation initiation factor IF-2
32,12823,PMM1287,288.67,57,57,4.42E8,40,40,73,Carbamidomethylation,79939,| PMM1287 | hypothetical protein
35,9922,PMM0661,288.59,58,58,4.93E8,39,39,71,Carbamidomethylation; Oxidation (M),90662,| nrdJ | ribonucleotide reductase (class II)
29,16012,PMM0769,287.77,68,68,5.69E8,33,33,77,Carbamidomethylation; Oxidation (M),48074,| glgC | glucose-1-phosphate adenylyltransferase
57,10596,PMM1338,287.73,53,53,4.87E8,34,34,55,Carbamidomethylation; Oxidation (M),78849,| PMM1338 | chloroplast outer envelope membrane protein
40,13311,PMM1492,284.66,62,62,3.53E8,25,25,65,Carbamidomethylation; Oxidation (M),52999,| nusA | transcription elongation factor NusA
61,9760,PMM1512,283.39,31,31,1.47E8,36,36,53,Carbamidomethylation; Oxidation (M),168148,| glsF | ferredoxin-dependent glutamate synthase
69,9842,PMM1712,282.87,46,46,1.53E8,36,35,50,Carbamidomethylation,105952,| uvrA | excinuclease ABC subunit A
64,9881,PMM1610,281.44,56,56,3.45E8,25,25,52,Carbamidomethylation; Oxidation (M),72988,| tktA | transketolase
60,10009,PMM1509,281.19,62,62,2.98E8,32,32,54,Carbamidomethylation; Oxidation (M),75690,| fusA | elongation factor G
90,9897,PMM0010,280.86,56,56,1.75E8,28,28,43,,48441,| ftsY | signal recognition particle docking protein FtsY
20,16072,PMM0856,278.76,83,83,3.77E9,22,22,93,Carbamidomethylation; Oxidation (M),21758,| tpx | thioredoxin peroxidase
44,16026,PMM0920,278.14,58,58,8.2E8,26,26,62,Carbamidomethylation,52878,| glnA | glutamine synthetase  glutamate--ammonia ligase
79,10275,PMM1062,277.82,72,72,3.65E8,27,27,46,Carbamidomethylation; Oxidation (M),41000,| guaB | inosine 5-monophosphate dehydrogenase
43,12793,PMM0619,277.52,52,52,3.88E8,35,35,63,Carbamidomethylation; Oxidation (M),74453,| acs | acetyl-coenzyme A synthetase
42,16029,PMM0208,277.52,55,55,8.42E8,21,21,63,Carbamidomethylation; Oxidation (M),45899,| eno | enolase
73,10709,PMM0946,275.87,67,67,3.76E8,28,28,48,Carbamidomethylation; Oxidation (M),52187,| gatA | aspartyl/glutamyl-tRNA amidotransferase subunit A
52,16033,PMM1147,275.53,71,71,5.63E8,22,22,56,Carbamidomethylation; Oxidation (M),39873,| pntA-1 | putative nicotinamide nucleotide transhydrogenase  subunit alpha 1 (A1)
46,16010,PMM0506,275.35,76,76,3.62E8,34,34,61,Carbamidomethylation; Oxidation (M),47868,| purA adeK | adenylosuccinate synthetase
106,16093,PMM0494,274.97,77,77,3.79E8,18,18,40,Carbamidomethylation,22147,| ppa | putative inorganic pyrophosphatase
38,16014,PMM0405,274.05,70,70,5.49E8,29,29,67,Carbamidomethylation; Oxidation (M),49186,| pdhC | branched-chain alpha-keto acid dehydrogenase subunit E2
39,10695,PMM1247,273.52,64,64,1.02E9,24,24,66,Carbamidomethylation; Oxidation (M),46454,| PMM1247 | hypothetical protein
94,10111,PMM0743,272.97,50,50,2.18E8,28,27,42,Carbamidomethylation; Oxidation (M),68885,| ftsH1 | FtsH ATP-dependent protease-like protein
62,12783,PMM1575,271.10,44,44,1.79E8,38,38,53,Carbamidomethylation; Oxidation (M),114380,| ppc | phosphoenolpyruvate carboxylase
30,16013,PMM1315,271.05,80,80,9.53E8,23,23,76,Carbamidomethylation; Oxidation (M),36630,| ilvC | ketol-acid reductoisomerase
49,16015,PMM0483,270.67,64,64,1.08E9,25,25,57,Carbamidomethylation; Oxidation (M),46265,| hemL | glutamate-1-semialdehyde aminotransferase
65,10727,PMM0324,269.48,74,74,2.96E8,27,27,51,Carbamidomethylation; Oxidation (M),47586,| ctpA | carboxyl-terminal protease
76,9807,PMM0831,268.00,38,38,1.48E8,36,36,47,Carbamidomethylation,150089,| chlH | magnesium chelatase subunit H
115,16024,PMM0023,267.98,72,72,7.4E8,19,19,38,Carbamidomethylation; Oxidation (M),36991,| gap2 | glyceraldehyde 3-phosphate dehydrogenase(NADP+)(phosphorylating)
55,16056,PMM0781,267.57,61,61,8.67E8,22,22,56,Carbamidomethylation; Oxidation (M),39000,| cbbA cfxA fbaA fda | fructose-1 6-bisphosphate aldolase
21,13010,PMM0195,266.97,74,74,1.87E9,28,28,91,Carbamidomethylation; Oxidation (M),42964,| pgk | phosphoglycerate kinase
53,10593,PMM1438,266.80,62,62,5.09E8,23,23,56,Oxidation (M),51980,| atpB | F0F1 ATP synthase subunit beta
68,16025,PMM0311,266.63,60,60,6.02E8,22,22,51,Carbamidomethylation; Oxidation (M),45083,| metK | S-adenosylmethionine synthetase
109,10057,PMM0134,265.93,70,70,2.45E8,22,22,38,Carbamidomethylation; Oxidation (M),27909,| rpaB | two-component response regulator
118,13321,PMM1258,264.95,64,64,2.71E8,23,23,36,Carbamidomethylation,43323,| PMM1258 | pyridoxal-phosphate-dependent aminotransferase
48,10445,PMM1033,263.87,61,61,5.61E8,30,30,59,Oxidation (M),51156,| PMM1033 | cobalamin synthesis protein/P47K
58,16011,PMM0258,262.30,66,66,4.59E8,27,27,55,Carbamidomethylation; Oxidation (M),46407,| glyA | serine hydroxymethyltransferase
67,16052,PMM1630,262.21,42,42,4.11E8,21,21,51,Oxidation (M),51437,| PMM1630 | Mg2+ transporter
121,10571,PMM0282,261.93,78,78,3.24E8,16,16,36,Carbamidomethylation; Oxidation (M),27716,| fabI | enoyl-(acyl carrier protein) reductase
63,10212,PMM1665,261.59,63,63,4.85E8,21,21,53,Carbamidomethylation; Oxidation (M),44463,| sqdB | sulfolipid (UDP-sulfoquinovose) biosynthesis protein
23,10017,PMM1075,261.27,67,67,2.92E9,23,23,83,Carbamidomethylation; Oxidation (M),41714,| petH | ferredoxin-NADP oxidoreductase (FNR)
10,12776,PMM0482,261.17,73,73,3.43E9,21,21,141,Oxidation (M),29085,| phb | Band 7 protein
122,12792,PMM0161,261.01,64,64,4.3E8,24,24,36,Carbamidomethylation; Oxidation (M),42876,| gltA | citrate synthase
91,10120,PMM1416,260.15,52,52,2.15E8,24,24,43,,75064,| PMM1416 | hypothetical protein
17,10720,PMM0016,260.10,84,84,3.13E9,28,28,102,,27671,| grpE | heat shock protein GrpE
119,9747,PMM0044,257.70,37,37,7.9E7,27,27,36,Carbamidomethylation,99139,| alaS | alanyl-tRNA synthetase
33,10236,PMM1484,257.48,55,55,6.07E8,32,32,73,Carbamidomethylation; Oxidation (M),72380,| rpoC1 | DNA-directed RNA polymerase subunit gamma
56,16110,PMM0804,256.59,69,69,1.68E9,18,18,56,Oxidation (M),21064,| PMM0804 | ferritin
51,13324,PMM0552,255.99,53,53,3.42E8,35,35,56,Carbamidomethylation; Oxidation (M),81882,| csoS2 | carboxysome shell protein CsoS2
2,12774,PMM1437,255.67,93,93,2.83E10,45,45,454,,10789,| groES | co-chaperonin GroES
26,12851,PMM0550,255.32,46,46,1.78E9,27,27,84,Carbamidomethylation; Oxidation (M),52574,| rbcL | ribulose bisophosphate carboxylase
111,16139,PMM0395,255.16,90,90,2.83E8,13,13,38,Carbamidomethylation; Oxidation (M),21147,| PMM0395 | hypothetical protein
144,13102,PMM1716,253.61,64,64,3.43E8,18,18,32,Carbamidomethylation,40089,| thrC | threonine synthase
66,16027,PMM1055,252.20,64,64,6.06E8,24,24,51,Carbamidomethylation; Oxidation (M),40316,| chlI | protoporphyrin IX magnesium chelatase subunit ChlI
129,12838,PMM1286,252.10,49,49,1.7E8,22,22,34,Oxidation (M),53887,| ffh | signal recognition particle protein (SRP54)
123,12849,PMM1625,251.17,48,48,1.59E8,21,21,36,Carbamidomethylation; Oxidation (M),51826,| ahcY | S-adenosyl-L-homocysteine hydrolase
126,16046,PMM0878,250.38,70,70,1.98E8,19,18,35,Oxidation (M),34080,| ilvE | branched-chain amino acid aminotransferase
100,16019,PMM0001,249.85,70,70,3.6E8,21,21,41,Carbamidomethylation; Oxidation (M),42505,| dnaN | DNA polymerase III subunit beta
85,13181,PMM1196,249.67,63,63,2.15E8,29,29,44,Carbamidomethylation; Oxidation (M),54798,| manC | GDP-mannose pyrophosphorylase
80,13016,PMM0774,248.86,51,51,3.06E8,24,24,46,Carbamidomethylation; Oxidation (M),59461,| ilvD | dihydroxy-acid dehydratase
59,9995,PMM1634,247.30,54,54,2.62E8,37,37,55,Carbamidomethylation; Oxidation (M),73508,| gyrB | DNA gyrase subunit B
82,9935,PMM0758,247.14,49,49,1.57E8,26,26,46,Carbamidomethylation; Oxidation (M),67887,| sir | sulfite reductase subunit beta
72,16021,PMM0867,246.54,49,49,2.1E8,22,22,48,Carbamidomethylation; Oxidation (M),59115,| metG | methionyl-tRNA synthetase
168,12878,PMM1609,246.37,53,53,4.96E8,13,13,29,Carbamidomethylation,43369,| fabF | 3-oxoacyl-[acyl-carrier-protein] synthase II
148,10333,PMM1232,246.04,48,48,2.32E8,22,22,31,Carbamidomethylation,48342,| PMM1232 | methyltransferase
138,16037,PMM1451,245.97,42,42,3.23E8,18,18,33,Carbamidomethylation; Oxidation (M),54340,| atpA | F0F1 ATP synthase subunit alpha
152,10453,PMM0890,245.83,48,48,1.4E8,24,24,31,Carbamidomethylation,59307,| pgi | glucose-6-phosphate isomerase
137,10421,PMM1298,245.23,43,43,4.31E8,18,18,33,Carbamidomethylation,51449,| lpdA | dihydrolipoamide dehydrogenase
78,10281,PMM0760,244.86,55,55,3.43E8,23,23,47,Carbamidomethylation; Oxidation (M),49470,| chlP | aromatic-ring hydroxylase (flavoprotein monooxygenase)
98,9718,PMM0580,244.85,45,45,8.72E7,33,29,41,Carbamidomethylation; Oxidation (M),97364,| clpB1 | ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB
191,16048,PMM0590,244.52,46,46,1.48E8,18,18,28,Carbamidomethylation; Oxidation (M),48304,| proA | gamma-glutamyl phosphate reductase
87,10181,PMM1332,244.06,51,51,4.77E8,23,23,44,Carbamidomethylation; Oxidation (M),54029,| PMM1332 | leucyl aminopeptidase
104,10138,PMM1246,244.03,45,45,1.94E8,24,24,40,Carbamidomethylation; Oxidation (M),69748,| PMM1246 | carbamoyltransferase
97,12795,PMM1063,243.66,36,36,1.74E8,31,30,41,Carbamidomethylation,96574,| gyrA | DNA gyrase subunit A
99,10183,PMM0912,243.50,51,51,2.05E8,25,25,41,Carbamidomethylation; Oxidation (M),64877,| pykF | pyruvate kinase
45,13336,PMM0627,242.28,28,28,8.32E8,16,16,62,Oxidation (M),38660,| pcb | light-harvesting complex protein
202,16109,PMM1673,241.96,70,70,5.48E8,13,13,27,,16385,| rplI | 50S ribosomal protein L9
101,9921,PMM0312,241.78,55,55,6.24E8,23,23,41,Oxidation (M),40876,| rps1a | 30S ribosomal protein S1
102,9819,PMM0238,241.70,33,33,2.18E8,29,29,39,Carbamidomethylation,111413,| ileS | isoleucyl-tRNA synthetase
186,9839,PMM0825,241.32,30,30,5.93E7,23,23,28,Carbamidomethylation,121483,| carB | carbamoyl-phosphate synthase  large subunit
149,9969,PMM0090,241.18,58,58,1.05E8,20,20,31,,41839,| PMM0090 | serine protease
155,9843,PMM0877,239.46,30,30,4.29E7,25,25,30,Carbamidomethylation,132094,| metH | putative methionine synthase
70,16279,PMM1412,239.33,72,72,8.82E8,16,16,50,Oxidation (M),15164,| PMM1412 | hypothetical protein
162,16034,PMM0515,239.26,51,51,9.44E7,24,24,30,Carbamidomethylation,50312,| cobC | putative alpha-ribazole-5'-P phosphatase
153,16017,PMM0012,238.45,54,54,9.67E7,20,20,31,Carbamidomethylation,52367,| argH | argininosuccinate lyase
163,16064,PMM0211,238.31,71,71,3.92E8,20,20,30,Carbamidomethylation; Oxidation (M),34398,| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase
185,16022,PMM0037,237.69,46,46,1.09E8,19,19,28,Carbamidomethylation,59598,| guaA | GMP synthase
131,16018,PMM1606,236.61,39,39,1.88E8,21,21,34,Carbamidomethylation,69488,| glmS | glucosamine--fructose-6-phosphate aminotransferase
172,13258,PMM1689,236.31,41,41,1.81E8,18,18,29,Carbamidomethylation; Oxidation (M),59829,| pyrG | CTP synthetase
197,16036,PMM0060,235.82,56,56,1.28E8,18,18,27,Carbamidomethylation; Oxidation (M),49248,| accC | acetyl-CoA carboxylase biotin carboxylase subunit
77,16149,PMM1171,235.68,83,83,6.17E8,13,13,47,Carbamidomethylation; Oxidation (M),18893,| isiB | flavodoxin FldA
174,10134,PMM1066,235.05,47,47,1.04E8,19,19,29,Carbamidomethylation; Oxidation (M),59247,| leuA | 2-isopropylmalate synthase
221,16075,PMM1205,234.82,40,40,1.05E8,15,15,24,Carbamidomethylation; Oxidation (M),45151,| PMM1205 | NDP-hexose 3 4-dehydratase
133,10098,PMM0613,234.66,59,59,1.5E8,24,24,34,Carbamidomethylation,46888,| aroA | 3-phosphoshikimate 1-carboxyvinyltransferase
16,13221,PMM1321,234.58,73,73,3.15E9,38,38,107,Oxidation (M),9768,| PMM1321 | histone-like DNA-binding protein
145,10378,PMM1261,234.55,46,46,1.13E8,22,22,32,Carbamidomethylation,53432,| ugd | UDP-glucose 6-dehydrogenase
50,16045,PMM1535,234.48,60,60,9.66E8,19,19,57,Carbamidomethylation; Oxidation (M),34282,| rpoA | DNA-directed RNA polymerase subunit alpha
75,13075,PMM1596,234.40,53,53,4.1E8,25,25,48,Carbamidomethylation,52630,| icd | isocitrate dehydrogenase
203,10657,PMM1145,233.37,36,36,2.23E8,16,16,26,Oxidation (M),50072,| pntB | putative nicotinamide nucleotide transhydrogenase  subunit beta
134,10740,PMM1688,233.37,47,47,1.68E8,23,23,34,Carbamidomethylation; Oxidation (M),67994,| aspS | aspartyl-tRNA synthetase
146,13288,PMM1301,233.34,58,58,1.1E8,19,18,32,Carbamidomethylation; Oxidation (M),45882,| argD | acetylornithine aminotransferase
54,10749,PMM1524,232.95,28,28,1.27E9,25,24,56,Carbamidomethylation,84255,| psaA | photosystem I P700 chlorophyll a apoprotein A1
236,16053,PMM0640,232.87,38,38,7.37E7,16,16,23,Carbamidomethylation; Oxidation (M),57872,| PMM0640 | hypothetical protein
158,16065,PMM0832,232.78,78,78,1.07E8,19,19,30,Carbamidomethylation; Oxidation (M),30639,| dapB | dihydrodipicolinate reductase
212,12802,PMM0384,232.48,32,32,3.5E7,22,22,25,Carbamidomethylation,95601,| spnII-interrupted-C | hypothetical protein
108,16020,PMM0674,232.46,55,55,2.67E8,20,20,39,Carbamidomethylation,43909,| aspC | aminotransferase class-I
93,10224,PMM1225,231.92,45,45,1.96E8,26,24,42,Carbamidomethylation; Oxidation (M),68288,| PMM1225 | hypothetical protein
136,13139,PMM0321,231.42,50,50,5.42E8,17,17,34,Carbamidomethylation,29759,| minD | putative septum site-determining protein MinD
84,9795,PMM1639,231.35,41,41,1.23E8,33,33,44,Carbamidomethylation,107766,| secA | preprotein translocase subunit SecA
154,16042,PMM0962,230.92,49,49,2.12E8,16,16,31,Carbamidomethylation; Oxidation (M),46018,| PMM0962 | hypothetical protein
190,16016,PMM1188,230.90,58,58,1.03E8,23,23,28,Carbamidomethylation,48082,| serS | seryl-tRNA synthetase
83,10106,PMM1562,230.79,62,62,3.55E8,22,22,45,Carbamidomethylation; Oxidation (M),40165,| recA | recombinase A
130,10294,PMM0003,230.25,44,44,3.54E8,28,28,34,Carbamidomethylation,85197,| purL | phosphoribosylformylglycinamidine synthase II
110,16047,PMM1622,230.06,57,57,3.8E8,17,17,38,Carbamidomethylation; Oxidation (M),37254,| mreB | rod shape-determining protein MreB
114,16028,PMM1707,229.58,52,52,3.55E8,22,22,38,Carbamidomethylation; Oxidation (M),44675,| argG | argininosuccinate synthase
187,10341,PMM1488,229.42,54,54,1.42E8,20,20,28,Carbamidomethylation; Oxidation (M),47022,| hisD | histidinol dehydrogenase
161,13093,PMM0894,228.31,82,82,3.89E8,13,13,30,Carbamidomethylation; Oxidation (M),15395,| PMM0894 | cyclophilin-type peptidyl-prolyl cis-trans isomerase
86,10199,PMM1523,228.09,17,17,1.12E9,14,13,44,Carbamidomethylation,82743,| psaB | photosystem I P700 chlorophyll a apoprotein A2
128,12918,PMM1164,227.06,53,53,3.22E8,17,17,35,Carbamidomethylation,38210,| futA | putative iron ABC transporter  substrate binding protein
169,10180,PMM0048,226.59,51,51,1.81E8,21,21,29,Carbamidomethylation,55203,| gatB | aspartyl/glutamyl-tRNA amidotransferase subunit B
198,9879,PMM1466,226.37,50,50,9.13E7,17,17,27,Carbamidomethylation; Oxidation (M),50624,| fumC | fumarate hydratase
171,16082,PMM0785,225.97,52,52,2.52E8,16,16,29,Carbamidomethylation,33698,| prk | phosphoribulokinase
150,9744,PMM0889,225.29,36,36,7.1E7,25,25,31,Carbamidomethylation,99147,| leuS | leucyl-tRNA synthetase
34,16079,PMM1158,225.26,32,32,2.15E9,15,15,72,Oxidation (M),50455,| psbC | photosystem II PsbC protein (CP43)
157,10552,PMM0609,225.22,48,48,1.26E8,17,17,30,Carbamidomethylation,54924,| glgA | glycogen synthase
81,16161,PMM1294,224.86,72,72,8.96E8,15,15,46,Carbamidomethylation; Oxidation (M),17493,| PMM1294 | putative nickel-containing superoxide dismutase precursor (NISOD)
92,16080,PMM0767,223.70,59,59,4.71E8,15,15,43,Carbamidomethylation; Oxidation (M),35150,| glpX | fructose 1 6-bisphosphatase II
177,16040,PMM1165,223.55,67,67,1.92E8,16,16,29,Carbamidomethylation; Oxidation (M),33890,| glyQ | glycyl-tRNA synthetase subunit alpha
132,16039,PMM1618,223.34,45,45,1.62E8,22,22,34,Oxidation (M),58824,| lysS | lysyl-tRNA synthetase
140,16058,PMM1666,223.25,59,59,1.35E8,15,15,32,Carbamidomethylation; Oxidation (M),41762,| sqdX | SqdX
36,16305,PMM0549,222.78,87,87,2.95E9,18,18,69,Oxidation (M),10039,| csoS1 | carboxysome shell protein CsoS1
189,16038,PMM0076,222.73,43,43,1.27E8,18,17,28,Carbamidomethylation; Oxidation (M),59719,| pgm | phosphoglucomutase
142,9964,PMM1652,222.05,39,39,9.43E7,22,22,32,Carbamidomethylation; Oxidation (M),74309,| PMM1652 | hypothetical protein
255,16067,PMM1150,221.60,49,49,1.03E8,15,15,22,Carbamidomethylation,50069,| PMM1150 | putative thioredoxin reductase
165,16339,PMM0329,221.39,86,86,1.11E9,9,9,30,Carbamidomethylation,7605,| psaE | photosystem I reaction center subunit IV
213,10121,PMM1326,221.11,51,51,1.06E8,16,16,25,Carbamidomethylation,38035,| PMM1326 | hypothetical protein
200,13331,PMM0952,220.34,47,47,1.4E8,12,12,27,Carbamidomethylation,37041,| trpD | anthranilate phosphoribosyltransferase
143,9778,PMM0589,220.34,24,24,4.66E7,26,26,32,,149602,| PMM0589 | hypothetical protein
195,9809,PMM0897,219.91,41,41,8.46E7,21,21,27,Carbamidomethylation,73430,| dnaK | molecular chaperone DnaK
196,16032,PMM1354,219.55,46,46,1.8E8,18,18,27,Oxidation (M),56744,| serA | D-3-phosphoglycerate dehydrogenase
141,9911,PMM0797,219.31,62,62,1.52E8,22,22,33,Carbamidomethylation,35444,| PMM0797 | putative mRNA binding protein
194,13080,PMM1074,218.51,50,50,8.24E7,22,22,28,Carbamidomethylation; Oxidation (M),57964,| zwf | glucose-6-phosphate 1-dehydrogenase
206,13110,PMM0128,217.96,51,51,1.27E8,10,10,26,Oxidation (M),28628,| rpaA | two-component response regulator
188,10469,PMM0288,217.46,32,32,6.62E7,20,20,28,,78430,| chlD | protoporphyrin IX magnesium chelatase subunit ChlD
176,16069,PMM0035,217.01,51,51,2.37E8,15,15,28,Carbamidomethylation; Oxidation (M),42405,| DHSS | soluble hydrogenase small subunit
170,16059,PMM1152,216.95,59,59,1.54E8,19,19,29,Carbamidomethylation; Oxidation (M),36404,| ycf39 | putative chaperon-like protein for quinone binding in photosystem II
166,13212,PMM1229,216.94,48,48,1.55E8,15,15,30,Carbamidomethylation; Oxidation (M),35822,| PMM1229 | dehydrogenase  E1 component
320,12996,PMM0430,216.83,47,47,5.64E7,14,14,18,Carbamidomethylation,27306,| hisF | imidazole glycerol phosphate synthase subunit HisF
211,10330,PMM1589,216.55,62,62,8.26E7,17,17,25,Carbamidomethylation,38869,| purM purG | phosphoribosylaminoimidazole synthetase
88,16066,PMM1555,216.41,54,54,7.96E8,19,19,44,Carbamidomethylation; Oxidation (M),31756,| rplB | 50S ribosomal protein L2
299,13002,PMM0713,216.03,59,59,5.43E7,14,14,19,Carbamidomethylation,37941,| gap1 | putative glyceraldehyde 3-phosphate dehydrogenase
120,16076,PMM1113,216.00,66,66,3.52E8,13,13,36,Carbamidomethylation; Oxidation (M),26550,| PMM1113 | two-component response regulator
245,16162,PMM0032,215.69,63,63,1.54E8,17,17,23,Carbamidomethylation; Oxidation (M),16273,| PMM0032 | type II secretion system pr
139,16031,PMM0144,215.49,49,49,1.43E8,19,19,33,Carbamidomethylation; Oxidation (M),53353,| pds crtD | phytoene desaturase
103,16057,PMM0495,215.42,64,64,2.72E8,20,20,40,Carbamidomethylation; Oxidation (M),34950,| hemC | porphobilinogen deaminase
95,12965,PMM0871,215.33,43,43,1.05E8,33,33,42,Carbamidomethylation,92758,| pheT | phenylalanyl-tRNA synthetase subunit beta
116,16043,PMM0477,214.98,72,72,2.1E8,21,21,37,Carbamidomethylation; Oxidation (M),30818,| map | methionine aminopeptidase
267,10297,PMM1051,214.39,45,45,8.28E7,15,15,21,Carbamidomethylation,46956,| thrA hom | homoserine dehydrogenase
125,9927,PMM0519,214.33,65,65,3.67E8,21,21,35,Carbamidomethylation; Oxidation (M),37182,| tal | transaldolase B
113,10262,PMM1700,214.12,38,38,7.17E7,28,28,38,Carbamidomethylation,94884,| acnB | bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
96,13320,PMM1557,213.38,52,52,8.71E8,13,13,42,,23168,| rplD | 50S ribosomal protein L4
135,10070,PMM0075,213.05,41,41,2.8E8,17,17,34,,41429,| PMM0075 | hypothetical protein
205,16070,PMM0224,212.86,45,45,1.54E8,15,15,26,Carbamidomethylation,39342,| aroC | chorismate synthase
226,16169,PMM0462,212.77,65,65,2.59E8,8,8,24,Carbamidomethylation,18912,| petC | cytochrome b6-f complex iron-sulfur subunit
239,16049,PMM0770,212.41,36,36,1.69E8,13,13,23,Carbamidomethylation; Oxidation (M),51710,| gnd | 6-phosphogluconate dehydrogenase
224,10706,PMM0907,212.31,26,26,8.84E7,13,13,24,Carbamidomethylation,68936,| Dxs | 1-deoxy-D-xylulose-5-phosphate synthase
74,12986,PMM0169,211.14,66,66,6.52E8,19,18,48,Oxidation (M),27426,| PMM0169 | two-component response regulator
237,10410,PMM0266,211.07,42,42,1.06E8,16,16,23,Carbamidomethylation; Oxidation (M),57419,| purH | bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
241,13108,PMM1611,211.00,47,47,9.26E7,15,15,23,Carbamidomethylation; Oxidation (M),50874,| thiC | thiamine biosynthesis protein ThiC
385,16088,PMM0762,210.93,32,32,6.13E7,12,12,15,Carbamidomethylation; Oxidation (M),66793,| typA | tyrosine binding protein
227,10239,PMM0330,210.54,52,52,1.02E8,14,14,24,,29277,| PMM0330 | LysM domain-containing protein
179,10655,PMM1186,209.56,38,38,2.44E8,15,15,29,,41262,| PMM1186 | putative inner membrane protein translocase component YidC
269,16173,PMM1539,209.56,56,56,9.07E7,10,10,21,,20843,| adk | adenylate kinase
210,9711,54036848,208.95,13,13,7.74E8,8,5,25,,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
19,10712,PMM1578,208.94,70,70,3.47E9,14,14,93,Carbamidomethylation; Oxidation (M),15675,| psaD | photosystem I protein PsaD
199,9742,PMM1682,208.44,29,29,6.62E7,21,21,27,Carbamidomethylation; Oxidation (M),106312,| valS | valyl-tRNA synthetase
250,10126,PMM1711,207.96,37,37,6.61E7,16,16,22,Carbamidomethylation,53097,| sps | sucrose phosphate synthase
303,16078,PMM0085,207.72,59,59,1.16E8,11,11,19,Carbamidomethylation,25963,| PMM0085 | VIC family potassium channel protein
156,9729,PMM0207,206.40,36,36,9.4E7,28,27,30,Carbamidomethylation,104644,| clpB2 | putative ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB
183,9972,PMM0065,206.01,33,33,9.62E7,19,18,29,Carbamidomethylation; Oxidation (M),75218,| PMM0065 | ABC transporter  ATP binding protein
