,Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description,Coverage (%) RAL95_trypsin_MED_2,Area RAL95_trypsin_MED_2,#Spec RAL95_trypsin_MED_2
34,53,13311,PMM1492,243.82,62,62.0,329000000.0,24,24,51.0,Carbamidomethylation; Oxidation (M),52999,| nusA | transcription elongation factor NusA,,,
35,50,9881,PMM1610,242.23,60,60.0,357000000.0,28,28,54.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),72988,| tktA | transketolase,,,
36,33,12823,PMM1287,241.71,53,53.0,356000000.0,34,34,68.0,,79939,| PMM1287 | hypothetical protein,,,
37,47,16026,PMM0920,241.57,49,49.0,759000000.0,22,22,49.0,Carbamidomethylation,52878,| glnA | glutamine synthetase  glutamate--ammonia ligase,,,
38,98,10120,PMM1416,240.75,51,51.0,217000000.0,24,24,40.0,Oxidation (M); Deamidation (NQ),75064,| PMM1416 | hypothetical protein,,,
39,55,16029,PMM0208,240.44,52,52.0,669000000.0,18,18,50.0,Carbamidomethylation; Oxidation (M),45899,| eno | enolase,,,
40,64,9897,PMM0010,239.98,57,57.0,175000000.0,27,27,46.0,Deamidation (NQ),48441,| ftsY | signal recognition particle docking protein FtsY,,,
41,73,16025,PMM0311,239.97,60,60.0,590000000.0,21,21,46.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),45083,| metK | S-adenosylmethionine synthetase,,,
42,58,9760,PMM1512,238.74,27,27.0,114000000.0,36,36,48.0,Carbamidomethylation; Oxidation (M),168148,| glsF | ferredoxin-dependent glutamate synthase,,,
43,70,16024,PMM0023,237.29,71,71.0,752000000.0,19,19,41.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),36991,| gap2 | glyceraldehyde 3-phosphate dehydrogenase(NADP+)(phosphorylating),,,
44,45,16015,PMM0483,237.15,62,62.0,1000000000.0,25,25,54.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),46265,| hemL | glutamate-1-semialdehyde aminotransferase,,,
45,68,10596,PMM1338,236.99,42,42.0,400000000.0,29,29,45.0,Carbamidomethylation,78849,| PMM1338 | chloroplast outer envelope membrane protein,,,
46,74,9921,PMM0312,236.47,61,61.0,538000000.0,23,23,42.0,Oxidation (M),40876,| rps1a | 30S ribosomal protein S1,,,
47,82,9935,PMM0758,236.34,51,51.0,141000000.0,27,27,43.0,Carbamidomethylation; Oxidation (M),67887,| sir | sulfite reductase subunit beta,,,
48,25,12851,PMM0550,236.33,46,46.0,1880000000.0,24,24,76.0,Carbamidomethylation; Oxidation (M),52574,| rbcL | ribulose bisophosphate carboxylase,,,
49,57,10445,PMM1033,235.91,58,58.0,513000000.0,23,23,48.0,Oxidation (M),51156,| PMM1033 | cobalamin synthesis protein/P47K,,,
50,69,10709,PMM0946,234.73,67,67.0,362000000.0,27,27,45.0,Carbamidomethylation; Oxidation (M),52187,| gatA | aspartyl/glutamyl-tRNA amidotransferase subunit A,,,
51,2,12774,PMM1437,234.68,83,83.0,27500000000.0,39,39,346.0,Methylation(KR),10789,| groES | co-chaperonin GroES,,,
52,19,10720,PMM0016,233.32,84,84.0,2980000000.0,26,26,90.0,,27671,| grpE | heat shock protein GrpE,,,
53,76,9819,PMM0238,233.02,37,37.0,226000000.0,32,32,43.0,Carbamidomethylation,111413,| ileS | isoleucyl-tRNA synthetase,,,
54,89,10727,PMM0324,231.76,61,61.0,281000000.0,22,22,39.0,Carbamidomethylation; Oxidation (M),47586,| ctpA | carboxyl-terminal protease,,,
55,85,13181,PMM1196,231.75,55,55.0,210000000.0,24,24,42.0,Carbamidomethylation; Deamidation (NQ),54798,| manC | GDP-mannose pyrophosphorylase,,,
56,36,10236,PMM1484,231.36,52,52.0,533000000.0,30,30,63.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),72380,| rpoC1 | DNA-directed RNA polymerase subunit gamma,,,
57,125,12849,PMM1625,231.1,50,50.0,162000000.0,22,22,34.0,Carbamidomethylation; Oxidation (M),51826,| ahcY | S-adenosyl-L-homocysteine hydrolase,,,
58,97,9807,PMM0831,229.91,36,36.0,120000000.0,30,30,38.0,Carbamidomethylation,150089,| chlH | magnesium chelatase subunit H,,,
59,10,12776,PMM0482,229.57,68,68.0,3480000000.0,19,19,124.0,Oxidation (M); Deamidation (NQ),29085,| phb | Band 7 protein,,,
60,60,16033,PMM1147,229.55,67,67.0,468000000.0,21,21,49.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39873,| pntA-1 | putative nicotinamide nucleotide transhydrogenase  subunit alpha 1 (A1),,,
61,122,16046,PMM0878,228.86,70,70.0,196000000.0,19,18,35.0,Oxidation (M); Deamidation (NQ),34080,| ilvE | branched-chain amino acid aminotransferase,,,
62,34,10017,PMM1075,228.84,60,60.0,1530000000.0,22,22,61.0,Carbamidomethylation; Oxidation (M),41714,| petH | ferredoxin-NADP oxidoreductase (FNR),,,
63,105,16065,PMM0832,228.65,76,76.0,122000000.0,20,20,36.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),30639,| dapB | dihydrodipicolinate reductase,,,
64,48,12793,PMM0619,228.41,51,51.0,391000000.0,35,35,56.0,Carbamidomethylation; Oxidation (M),74453,| acs | acetyl-coenzyme A synthetase,,,
65,56,16011,PMM0258,227.55,63,63.0,420000000.0,25,25,49.0,Carbamidomethylation,46407,| glyA | serine hydroxymethyltransferase,,,
66,116,16019,PMM0001,227.43,70,70.0,345000000.0,20,20,35.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),42505,| dnaN | DNA polymerase III subunit beta,,,
67,40,16010,PMM0506,226.98,76,76.0,322000000.0,32,32,60.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),47868,| purA adeK | adenylosuccinate synthetase,,,
68,71,16080,PMM0767,226.57,73,73.0,454000000.0,18,18,41.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),35150,| glpX | fructose 1 6-bisphosphatase II,,,
69,43,10212,PMM1665,224.58,63,63.0,514000000.0,21,21,57.0,Carbamidomethylation; Oxidation (M),44463,| sqdB | sulfolipid (UDP-sulfoquinovose) biosynthesis protein,,,
70,139,9839,PMM0825,224.58,32,32.0,60300000.0,23,23,28.0,Carbamidomethylation; Deamidation (NQ),121483,| carB | carbamoyl-phosphate synthase  large subunit,,,
71,46,16056,PMM0781,224.57,61,61.0,924000000.0,21,21,57.0,Carbamidomethylation; Oxidation (M),39000,| cbbA cfxA fbaA fda | fructose-1 6-bisphosphate aldolase,,,
72,18,13221,PMM1321,224.41,71,71.0,3280000000.0,35,35,97.0,Oxidation (M); Deamidation (NQ),9768,| PMM1321 | histone-like DNA-binding protein,,,
73,77,13016,PMM0774,224.18,56,56.0,330000000.0,27,27,43.0,Carbamidomethylation; Oxidation (M),59461,| ilvD | dihydroxy-acid dehydratase,,,
74,61,12783,PMM1575,221.61,36,36.0,154000000.0,32,31,44.0,,114380,| ppc | phosphoenolpyruvate carboxylase,,,
75,54,9995,PMM1634,221.3,52,52.0,218000000.0,33,33,51.0,Carbamidomethylation; Oxidation (M),73508,| gyrB | DNA gyrase subunit B,,,
76,121,13321,PMM1258,220.99,59,59.0,213000000.0,19,19,32.0,Carbamidomethylation,43323,| PMM1258 | pyridoxal-phosphate-dependent aminotransferase,,,
77,120,16022,PMM0037,220.82,48,48.0,116000000.0,20,20,33.0,Carbamidomethylation; Deamidation (NQ),59598,| guaA | GMP synthase,,,
78,107,13102,PMM1716,220.79,56,56.0,310000000.0,18,18,38.0,Carbamidomethylation; Deamidation (NQ),40089,| thrC | threonine synthase,,,
79,118,12838,PMM1286,220.0,48,48.0,153000000.0,20,20,32.0,Oxidation (M),53887,| ffh | signal recognition particle protein (SRP54),,,
80,67,12795,PMM1063,218.32,41,41.0,170000000.0,30,30,43.0,Carbamidomethylation; Methylation(KR),96574,| gyrA | DNA gyrase subunit A,,,
81,135,10057,PMM0134,218.07,61,61.0,254000000.0,19,19,31.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(KR),27909,| rpaB | two-component response regulator,,,
82,86,9718,PMM0580,217.78,42,42.0,77000000.0,29,25,38.0,Carbamidomethylation; Oxidation (M),97364,| clpB1 | ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB,,,
83,130,16037,PMM1451,217.53,38,38.0,306000000.0,18,18,33.0,Carbamidomethylation; Oxidation (M),54340,| atpA | F0F1 ATP synthase subunit alpha,,,
84,142,10098,PMM0613,216.98,55,55.0,130000000.0,21,21,30.0,Carbamidomethylation,46888,| aroA | 3-phosphoshikimate 1-carboxyvinyltransferase,,,
85,104,16021,PMM0867,216.87,45,45.0,196000000.0,20,20,37.0,Carbamidomethylation,59115,| metG | methionyl-tRNA synthetase,,,
86,123,10571,PMM0282,216.75,80,80.0,330000000.0,18,18,35.0,Carbamidomethylation; Oxidation (M),27716,| fabI | enoyl-(acyl carrier protein) reductase,,,
87,164,16017,PMM0012,215.73,54,54.0,92500000.0,20,20,28.0,Carbamidomethylation,52367,| argH | argininosuccinate lyase,,,
88,109,10333,PMM1232,215.21,58,58.0,165000000.0,24,24,37.0,Carbamidomethylation; Deamidation (NQ),48342,| PMM1232 | methyltransferase,,,
89,87,16052,PMM1630,214.73,36,36.0,325000000.0,16,16,41.0,Oxidation (M),51437,| PMM1630 | Mg2+ transporter,,,
90,93,10281,PMM0760,213.76,58,58.0,291000000.0,24,24,42.0,Carbamidomethylation; Oxidation (M),49470,| chlP | aromatic-ring hydroxylase (flavoprotein monooxygenase),,,
91,101,9744,PMM0889,212.98,35,35.0,73900000.0,26,26,34.0,Carbamidomethylation,99147,| leuS | leucyl-tRNA synthetase,,,
92,134,10181,PMM1332,212.7,47,47.0,445000000.0,19,19,32.0,Carbamidomethylation,54029,| PMM1332 | leucyl aminopeptidase,,,
93,84,10106,PMM1562,212.65,62,62.0,307000000.0,21,21,40.0,Carbamidomethylation; Oxidation (M),40165,| recA | recombinase A,,,
94,152,12878,PMM1609,212.63,61,61.0,225000000.0,14,14,29.0,Carbamidomethylation,43369,| fabF | 3-oxoacyl-[acyl-carrier-protein] synthase II,,,
95,127,16018,PMM1606,212.53,39,39.0,192000000.0,21,21,34.0,Carbamidomethylation,69488,| glmS | glucosamine--fructose-6-phosphate aminotransferase,,,
96,197,16082,PMM0785,212.46,46,46.0,287000000.0,15,15,24.0,Carbamidomethylation; Deamidation (NQ),33698,| prk | phosphoribulokinase,,,
97,44,13336,PMM0627,212.2,28,28.0,779000000.0,15,15,57.0,Oxidation (M); Deamidation (NQ),38660,| pcb | light-harvesting complex protein,,,
98,140,10453,PMM0890,212.15,47,47.0,123000000.0,23,23,31.0,Carbamidomethylation,59307,| pgi | glucose-6-phosphate isomerase,,,
99,92,10183,PMM0912,211.9,45,45.0,155000000.0,21,21,35.0,Carbamidomethylation; Oxidation (M),64877,| pykF | pyruvate kinase,,,
100,132,13288,PMM1301,211.73,59,59.0,104000000.0,19,18,34.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),45882,| argD | acetylornithine aminotransferase,,,
101,78,16020,PMM0674,210.66,57,57.0,222000000.0,21,21,42.0,Carbamidomethylation,43909,| aspC | aminotransferase class-I,,,
102,90,10224,PMM1225,210.38,47,47.0,212000000.0,27,25,39.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),68288,| PMM1225 | hypothetical protein,,,
103,174,12940,PMM1619,210.13,66,66.0,155000000.0,14,14,27.0,Carbamidomethylation; Oxidation (M),27422,| PMM1619 | two-component response regulator,,,
104,181,10330,PMM1589,210.11,67,67.0,83400000.0,19,19,24.0,Carbamidomethylation,38869,| purM purG | phosphoribosylaminoimidazole synthetase,,,
105,81,16047,PMM1622,209.06,60,60.0,387000000.0,18,18,44.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),37254,| mreB | rod shape-determining protein MreB,,,
106,133,10138,PMM1246,208.86,42,42.0,175000000.0,22,22,32.0,Carbamidomethylation; Oxidation (M),69748,| PMM1246 | carbamoyltransferase,,,
107,66,16110,PMM0804,208.71,68,68.0,1610000000.0,16,16,47.0,Oxidation (M); Deamidation (NQ),21064,| PMM0804 | ferritin,,,
108,131,13139,PMM0321,208.38,53,53.0,571000000.0,18,18,33.0,Carbamidomethylation,29759,| minD | putative septum site-determining protein MinD,,,
109,62,16027,PMM1055,208.13,59,59.0,536000000.0,21,21,48.0,Carbamidomethylation; Oxidation (M),40316,| chlI | protoporphyrin IX magnesium chelatase subunit ChlI,,,
110,162,16048,PMM0590,207.84,43,43.0,132000000.0,16,16,27.0,Carbamidomethylation; Oxidation (M),48304,| proA | gamma-glutamyl phosphate reductase,,,
111,103,16093,PMM0494,207.49,77,77.0,354000000.0,16,16,38.0,Carbamidomethylation; Deamidation (NQ),22147,| ppa | putative inorganic pyrophosphatase,,,
112,80,12965,PMM0871,207.09,41,41.0,90900000.0,30,30,40.0,Carbamidomethylation; Deamidation (NQ),92758,| pheT | phenylalanyl-tRNA synthetase subunit beta,,,
113,91,13075,PMM1596,206.81,52,52.0,378000000.0,22,22,41.0,Carbamidomethylation; Deamidation (NQ),52630,| icd | isocitrate dehydrogenase,,,
114,79,16279,PMM1412,206.76,71,71.0,543000000.0,14,14,39.0,Oxidation (M); Deamidation (NQ),15164,| PMM1412 | hypothetical protein,,,
115,148,10134,PMM1066,206.54,47,47.0,105000000.0,18,18,29.0,Carbamidomethylation; Oxidation (M),59247,| leuA | 2-isopropylmalate synthase,,,
116,147,12918,PMM1164,206.35,49,49.0,302000000.0,15,15,29.0,Carbamidomethylation,38210,| futA | putative iron ABC transporter  substrate binding protein,,,
117,143,10180,PMM0048,206.27,56,56.0,175000000.0,23,23,32.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),55203,| gatB | aspartyl/glutamyl-tRNA amidotransferase subunit B,,,
118,159,16069,PMM0035,205.54,49,49.0,216000000.0,15,15,28.0,Oxidation (M),42405,| DHSS | soluble hydrogenase small subunit,,,
119,72,10749,PMM1524,205.06,25,25.0,1310000000.0,19,18,44.0,Carbamidomethylation,84255,| psaA | photosystem I P700 chlorophyll a apoprotein A1,,,
120,95,10199,PMM1523,205.04,17,17.0,1100000000.0,15,14,41.0,Carbamidomethylation,82743,| psaB | photosystem I P700 chlorophyll a apoprotein A2,,,
121,65,16045,PMM1535,204.85,60,60.0,847000000.0,15,15,46.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34282,| rpoA | DNA-directed RNA polymerase subunit alpha,,,
122,144,10378,PMM1261,204.28,45,45.0,128000000.0,21,21,31.0,Carbamidomethylation,53432,| ugd | UDP-glucose 6-dehydrogenase,,,
123,117,10740,PMM1688,204.14,43,43.0,166000000.0,23,23,35.0,Carbamidomethylation; Deamidation (NQ),67994,| aspS | aspartyl-tRNA synthetase,,,
124,160,10239,PMM0330,203.28,63,63.0,116000000.0,18,18,29.0,,29277,| PMM0330 | LysM domain-containing protein,,,
125,136,10070,PMM0075,202.64,48,48.0,238000000.0,19,19,31.0,,41429,| PMM0075 | hypothetical protein,,,
126,146,10552,PMM0609,202.45,45,45.0,121000000.0,16,16,31.0,Carbamidomethylation; Deamidation (NQ),54924,| glgA | glycogen synthase,,,
127,194,13258,PMM1689,202.45,37,37.0,133000000.0,16,16,23.0,Carbamidomethylation; Oxidation (M),59829,| pyrG | CTP synthetase,,,
128,178,16016,PMM1188,201.72,57,57.0,83500000.0,21,21,27.0,Carbamidomethylation,48082,| serS | seryl-tRNA synthetase,,,
129,35,16079,PMM1158,201.58,35,35.0,2020000000.0,14,14,63.0,Oxidation (M),50455,| psbC | photosystem II PsbC protein (CP43),,,
130,141,10421,PMM1298,201.21,32,32.0,306000000.0,13,13,30.0,Carbamidomethylation,51449,| lpdA | dihydrolipoamide dehydrogenase,,,
131,207,9969,PMM0090,200.86,52,52.0,84900000.0,18,18,25.0,,41839,| PMM0090 | serine protease,,,
132,100,16149,PMM1171,199.97,65,65.0,610000000.0,11,11,40.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),18893,| isiB | flavodoxin FldA,,,
133,149,10657,PMM1145,199.83,37,37.0,214000000.0,16,16,30.0,Oxidation (M); Deamidation (NQ),50072,| pntB | putative nicotinamide nucleotide transhydrogenase  subunit beta,,,
134,137,16064,PMM0211,199.83,57,57.0,435000000.0,19,19,29.0,Carbamidomethylation; Oxidation (M),34398,| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase,,,
135,75,16057,PMM0495,199.67,61,61.0,249000000.0,20,20,42.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34950,| hemC | porphobilinogen deaminase,,,
136,173,12802,PMM0384,199.62,31,31.0,32200000.0,23,23,27.0,Carbamidomethylation; Deamidation (NQ),95601,| spnII-interrupted-C | hypothetical protein,,,
137,203,13093,PMM0894,198.84,82,82.0,366000000.0,11,11,25.0,Carbamidomethylation; Oxidation (M),15395,| PMM0894 | cyclophilin-type peptidyl-prolyl cis-trans isomerase,,,
138,32,16305,PMM0549,198.83,77,77.0,2790000000.0,16,16,65.0,Oxidation (M),10039,| csoS1 | carboxysome shell protein CsoS1,,,
139,161,16058,PMM1666,198.59,59,59.0,124000000.0,14,14,27.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),41762,| sqdX | SqdX,,,
140,254,13110,PMM0128,198.58,55,55.0,109000000.0,10,10,21.0,Oxidation (M),28628,| rpaA | two-component response regulator,,,
141,202,9843,PMM0877,197.95,25,25.0,33700000.0,22,22,24.0,Carbamidomethylation,132094,| metH | putative methionine synthase,,,
142,154,16034,PMM0515,197.39,46,46.0,88700000.0,21,21,29.0,Carbamidomethylation,50312,| cobC | putative alpha-ribazole-5'-P phosphatase,,,
143,112,10262,PMM1700,197.09,36,36.0,63600000.0,25,25,34.0,Carbamidomethylation,94884,| acnB | bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,,,
144,157,16109,PMM1673,196.33,70,70.0,558000000.0,13,13,29.0,,16385,| rplI | 50S ribosomal protein L9,,,
145,114,16139,PMM0395,196.19,90,90.0,281000000.0,11,11,32.0,Carbamidomethylation; Oxidation (M),21147,| PMM0395 | hypothetical protein,,,
146,180,16339,PMM0329,195.66,86,86.0,1060000000.0,8,8,25.0,Carbamidomethylation,7605,| psaE | photosystem I reaction center subunit IV,,,
147,167,16039,PMM1618,195.53,37,37.0,126000000.0,17,17,28.0,Oxidation (M),58824,| lysS | lysyl-tRNA synthetase,,,
148,128,16043,PMM0477,195.36,65,65.0,171000000.0,18,18,32.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),30818,| map | methionine aminopeptidase,,,
149,183,9964,PMM1652,194.95,38,38.0,101000000.0,21,21,27.0,Carbamidomethylation; Oxidation (M),74309,| PMM1652 | hypothetical protein,,,
150,150,16036,PMM0060,194.83,57,57.0,105000000.0,17,17,31.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49248,| accC | acetyl-CoA carboxylase biotin carboxylase subunit,,,
151,219,16038,PMM0076,194.52,43,43.0,119000000.0,15,15,21.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),59719,| pgm | phosphoglucomutase,,,
152,106,16028,PMM1707,194.46,56,56.0,365000000.0,23,23,38.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),44675,| argG | argininosuccinate synthase,,,
153,211,16053,PMM0640,194.33,36,36.0,70700000.0,14,14,23.0,Carbamidomethylation; Oxidation (M); Deamidation (NQ),57872,| PMM0640 | hypothetical protein,,,
154,213,13331,PMM0952,193.68,47,47.0,134000000.0,12,12,23.0,Carbamidomethylation,37041,| trpD | anthranilate phosphoribosyltransferase,,,
155,96,16066,PMM1555,193.59,52,52.0,752000000.0,18,18,37.0,Carbamidomethylation; Oxidation (M),31756,| rplB | 50S ribosomal protein L2,,,
156,129,10294,PMM0003,193.5,38,38.0,89000000.0,24,24,31.0,Carbamidomethylation; Oxidation (M),85197,| purL | phosphoribosylformylglycinamidine synthase II,,,
157,156,12792,PMM0161,193.43,56,56.0,374000000.0,20,20,28.0,Carbamidomethylation; Oxidation (M),42876,| gltA | citrate synthase,,,
158,185,9742,PMM1682,193.21,28,28.0,71200000.0,21,21,26.0,Carbamidomethylation,106312,| valS | valyl-tRNA synthetase,,,
159,242,10341,PMM1488,193.11,42,42.0,135000000.0,15,15,21.0,Carbamidomethylation; Oxidation (M),47022,| hisD | histidinol dehydrogenase,,,
160,102,13320,PMM1557,192.75,43,43.0,834000000.0,13,13,36.0,Deamidation (NQ); Methylation(KR),23168,| rplD | 50S ribosomal protein L4,,,
161,20,10712,PMM1578,192.32,70,70.0,3250000000.0,13,13,87.0,Carbamidomethylation,15675,| psaD | photosystem I protein PsaD,,,
162,99,9795,PMM1639,192.25,37,37.0,110000000.0,31,31,39.0,Carbamidomethylation,107766,| secA | preprotein translocase subunit SecA,,,
163,227,16169,PMM0462,191.95,69,69.0,230000000.0,8,8,22.0,Carbamidomethylation,18912,| petC | cytochrome b6-f complex iron-sulfur subunit,,,
164,208,10121,PMM1326,191.83,51,51.0,103000000.0,17,17,25.0,Carbamidomethylation; Deamidation (NQ),38035,| PMM1326 | hypothetical protein,,,
165,206,16042,PMM0962,191.79,49,49.0,201000000.0,15,15,25.0,Carbamidomethylation; Oxidation (M),46018,| PMM0962 | hypothetical protein,,,
