Pressure [dbar],StartTime,timeS,Time,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag
20.12,2018-04-15 05:12:33.000,120.64399999999999,2018-04-15 05:14:33.644,2896.0,-107.00062,16.900479999999998,20.0,26.6528,26.6528,5.4084449999999995,5.40876,0.11897999999999999,12.3695,4.5395,0.050671,0.0,4.5395,0.0397,2.7539,0.0,4.4716,0.0,0.0049,0.0,2.7539,34.4767,34.479,22.4353,22.437,6.525,199.43599999999998,98.792,False
21.127,2018-04-15 05:12:33.000,121.803,2018-04-15 05:14:34.803,2924.0,-107.00062,16.900479999999998,21.0,26.6347,26.6344,5.407336,5.407543,0.11915,12.369,4.54,0.050671,0.0,4.54,0.0397,2.7522,0.0,4.4719,0.0,0.0049,0.0,2.7522,34.4819,34.4836,22.445,22.4464,6.5274,199.505,98.8,False
22.133000000000003,2018-04-15 05:12:33.000,124.06299999999999,2018-04-15 05:14:37.063,2979.0,-107.00062,16.900479999999998,22.0,26.6308,26.6217,5.408398,5.4081660000000005,0.1319,12.3682,4.5409,0.050682,0.0,4.5409,0.044,2.757,0.0,4.1687,0.0,0.005,0.0,2.7571,34.4922,34.4972,22.454,22.4607,6.5404,199.90200000000002,98.99700000000001,False
23.138,2018-04-15 05:12:33.000,127.29700000000001,2018-04-15 05:14:40.297,3056.0,-107.00062,16.900479999999998,23.0,26.5124,26.5025,5.398322,5.397563,0.13127,12.3714,4.5373,0.050671,0.0,4.5373,0.0438,2.7607,0.0,4.4765,0.0,0.0049,0.0,2.7608,34.5079,34.5099,22.5033,22.5079,6.5651,200.648,99.184,False
24.145,2018-04-15 05:12:33.000,129.99200000000002,2018-04-15 05:14:42.992,3121.0,-107.00062,16.900479999999998,24.0,26.4472,26.4469,5.394954,5.395027,0.1254,12.3697,4.5392,0.050671,0.0,4.5392,0.0418,2.7648,0.0,4.4749,0.0,0.0049,0.0,2.7648,34.5322,34.5328,22.5422,22.5428,6.5874,201.32,99.425,False
25.151,2018-04-15 05:12:33.000,131.333,2018-04-15 05:14:44.333,3153.0,-107.00062,16.900479999999998,25.0,26.3173,26.3133,5.384551,5.384452,0.12519,12.3716,4.5371,0.050671,0.0,4.5371,0.0417,2.7671,0.0,4.4751,0.0,0.0049,0.0,2.7671,34.5542,34.5565,22.5997,22.6026,6.607,201.90900000000002,99.51700000000001,False
26.156999999999996,2018-04-15 05:12:33.000,132.537,2018-04-15 05:14:45.537,3182.0,-107.00062,16.900479999999998,26.0,26.115,26.1125,5.369408999999999,5.369603,0.14552,12.3755,4.5326,0.050671,0.0,4.5326,0.0485,2.7752,0.0,4.4758,0.0,0.0049,0.0,2.7752,34.5965,34.5998,22.6949,22.6982,6.6716,203.864,100.17399999999999,False
27.163,2018-04-15 05:12:33.000,134.542,2018-04-15 05:14:47.542,3230.0,-107.00062,16.900479999999998,27.0,25.8717,25.8197,5.341705,5.337287,0.16376,12.3811,4.5262,0.050671,0.0,4.5262,0.0546,2.7832,0.0,4.4775,0.0,0.0049,0.0,2.7833,34.5786,34.5857,22.7571,22.7786,6.7033,204.81900000000002,100.229,False
28.169,2018-04-15 05:12:33.000,137.64600000000002,2018-04-15 05:14:50.646,3304.0,-107.00062,16.900479999999998,28.0,25.4505,25.4389,5.294364,5.292668,0.17726,12.3766,4.5313,0.050671,0.0,4.5313,0.0591,2.7875,0.0,4.4798,0.0,0.0049,0.0,2.7875,34.5515,34.5478,22.8668,22.8675,6.7746,206.975,100.56299999999999,False
29.175,2018-04-15 05:12:33.000,139.244,2018-04-15 05:14:52.244,3343.0,-107.00062,16.900479999999998,29.0,25.1545,25.1737,5.262417,5.264707,0.1743,12.3767,4.5313,0.050671,0.0,4.5313,0.0581,2.7895,0.0,4.481,0.0,0.0049,0.0,2.7895,34.5411,34.5434,22.9492,22.9451,6.8014,207.778,100.448,False
30.180999999999997,2018-04-15 05:12:33.000,141.495,2018-04-15 05:14:54.495,3397.0,-107.00062,16.900479999999998,30.0,24.78,24.7765,5.21782,5.217544999999999,0.18267,12.3794,4.5282,0.050671,0.0,4.5282,0.0609,2.782,0.0,4.4834,0.0,0.0049,0.0,2.782,34.4969,34.4976,23.0297,23.0312,6.8098,208.017,99.90700000000001,False
31.188000000000002,2018-04-15 05:12:33.000,143.025,2018-04-15 05:14:56.025,3434.0,-107.00062,16.900479999999998,31.0,24.5899,24.5861,5.193955,5.193748,0.19408,12.3833,4.5237,0.050671,0.0,4.5237,0.0647,2.762,0.0,4.4841,0.0,0.0049,0.0,2.762,34.4645,34.4659,23.0623,23.0645,6.722,205.331,98.28200000000001,False
32.193000000000005,2018-04-15 05:12:33.000,144.641,2018-04-15 05:14:57.641,3472.0,-107.00062,16.900479999999998,32.0,24.2479,24.2318,5.1534260000000005,5.152259,0.23639000000000002,12.3858,4.5209,0.050671,0.0,4.5209,0.0788,2.738,0.0,4.4861,0.0,0.0049,0.0,2.738,34.4237,34.4273,23.1336,23.1411,6.7394,205.84599999999998,97.935,False
33.2,2018-04-15 05:12:33.000,147.935,2018-04-15 05:15:00.935,3551.0,-107.00062,16.900479999999998,33.0,24.1017,24.0758,5.137313,5.134797,0.29013,12.3906,4.5156,0.050671,0.0,4.5156,0.0967,2.7049,0.0,4.4883,0.0,0.0049,0.0,2.7049,34.415,34.416,23.1705,23.1789,6.602,201.643,95.695,False
34.205999999999996,2018-04-15 05:12:33.000,149.567,2018-04-15 05:15:02.567,3591.0,-107.00062,16.900479999999998,34.0,23.7443,23.7399,5.090948,5.090603,0.31463,12.398,4.5072,0.050671,0.0,4.5072,0.1049,2.6338,0.0,4.4895,0.0,0.0049,0.0,2.6338,34.3405,34.3413,23.2195,23.2213,6.3698,194.541,91.719,False
35.211999999999996,2018-04-15 05:12:33.000,150.7,2018-04-15 05:15:03.700,3618.0,-107.00062,16.900479999999998,35.0,23.5097,23.5071,5.061912,5.061679,0.3999,12.4047,4.4997,0.050671,0.0,4.4997,0.1333,2.5959,0.0,4.4908,0.0,0.0049,0.0,2.5959,34.3013,34.3016,23.2584,23.2594,6.3533,194.03,91.089,False
