Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 367,Area 367,#Peptides,#Unique,#Spec 367,PTM,Avg. Mass,Description
25,37,EJK69577,80.06,28,28,8.8E4,7,1,7,,11383,hypothetical protein THAOC_09145  Thalassiosira oceanica
25,36,XP_002179505,80.06,28,28,8.8E4,7,1,7,,11383,histone H4 isoform 1a  Phaeodactylum tricornutum CCAP 1055
25,38,EJK72475,80.06,25,25,8.8E4,7,1,7,,13036,hypothetical protein THAOC_05990  Thalassiosira oceanica
25,39,EJK63755,80.06,8,8,8.8E4,7,1,7,,39773,hypothetical protein THAOC_15573 partial  Thalassiosira oceanica
22,109,ETNP14_68,79.84,21,21,,6,0,7,,27000,General L-amino acid-binding periplasmic protein AapJ precursor
27,77,XP_002180656,78.83,10,10,1.28E5,6,1,6,Oxidation (M),49747,predicted protein  Phaeodactylum tricornutum CCAP 1055
8,180,ETNP_100,78.41,47,47,1.9E6,14,4,14,Oxidation (M),14624,Tubulin/FtsZ family  GTPase domain
21,62,XP_003061514,75.82,36,36,4.82E5,8,2,8,,11395,histone H4  Micromonas pusilla CCMP1545
21,60,XP_003063038,75.82,36,36,4.82E5,8,2,8,,11395,predicted protein  Micromonas pusilla CCMP1545
21,58,ETNP_120,75.82,36,36,4.82E5,8,2,8,,11365,Core histone H2A/H2B/H3/H4
21,61,ETNP_70,75.82,36,36,4.82E5,8,2,8,,11395,Core histone H2A/H2B/H3/H4
21,59,XP_003061756,75.82,36,36,4.82E5,8,2,8,,11395,predicted protein  Micromonas pusilla CCMP1545
21,63,XP_003059520,75.82,36,36,4.82E5,8,2,8,,11395,predicted protein  Micromonas pusilla CCMP1545
21,49,ETNP_100,75.82,36,36,4.82E5,8,2,8,,11381,Core histone H2A/H2B/H3/H4
23,134,ETNP14_120,75.61,13,13,,6,0,7,Carbamidomethylation,37502,General L-amino acid-binding periplasmic protein AapJ precursor
9,432,XP_003074279,74.51,14,14,7.97E3,12,1,13,Carbamidomethylation; Oxidation (M),52955,TBB1_VOLCA Tubulin beta chain ISS  Ostreococcus tauri
28,190,ETNP_120,74.14,32,32,,6,0,6,Oxidation (M),14995,hypothetical protein
28,191,ETNP_120,74.14,31,31,,6,0,6,Oxidation (M),15516,hypothetical protein
35,67,NP_300,71.21,15,15,,5,0,5,Carbamidomethylation,36427,General L-amino acid-binding periplasmic protein AapJ precursor
35,69,ETNP_160,71.21,15,15,,5,0,5,Carbamidomethylation,36427,General L-amino acid-binding periplasmic protein AapJ precursor
35,66,ETNP14_120,71.21,15,15,,5,0,5,Carbamidomethylation,36427,General L-amino acid-binding periplasmic protein AapJ precursor
35,70,ETNP_140,71.21,15,15,,5,0,5,Carbamidomethylation,36427,General L-amino acid-binding periplasmic protein AapJ precursor
35,68,ETNP_120,71.21,15,15,,5,0,5,Carbamidomethylation,36427,General L-amino acid-binding periplasmic protein AapJ precursor
45,575,ABI78727.1,65.53,5,5,3.11E5,4,1,4,,57853,chaperonin GroEL [Hyphomonas neptunium ATCC 15444]
45,203,ETNP14_68,65.53,5,5,3.11E5,4,1,4,,58420,60 kDa chaperonin 5
45,194,ETNP14_68,65.53,5,5,3.11E5,4,1,4,,57177,60 kDa chaperonin 5
45,604,ETNP14_68,65.53,5,5,3.11E5,4,1,4,,58448,60 kDa chaperonin 5
45,603,ABS62233.1,65.53,5,5,3.11E5,4,1,4,,58235,chaperonin GroEL [Parvibaculum lavamentivorans DS-1]
45,605,SAR11,65.53,5,5,3.11E5,4,1,4,,58478,60 kDa chaperonin 5
55,419,ETNP_120,65.19,7,7,4.76E4,3,3,3,,52469,Photosystem II 44 kDa reaction center protein
55,421,ETNP_90,65.19,7,7,4.76E4,3,3,3,,50481,Photosystem II 44 kDa reaction center protein
58,149,WP_036913864,64.10,9,9,6.52E4,3,1,3,,29231,photosystem II manganese-stabilizing polypeptide Prochlorococcus
34,350,ETNP_180,63.93,6,6,1.23E6,5,5,5,,81192,Multicopper oxidase
56,740,ETNP_100,62.74,21,21,6.85E4,3,1,3,Carbamidomethylation,16306,hypothetical protein
31,526,ETNP_120,62.16,47,47,2.69E5,5,2,6,,8124,hypothetical protein
31,525,ETNP_140,62.16,47,47,2.69E5,5,2,6,,8124,hypothetical protein
32,56473,ETNP_100,61.57,32,32,1.14E5,4,1,6,,7989,hypothetical protein
32,56474,ETNP_110,61.57,32,32,1.14E5,4,1,6,,7989,hypothetical protein
32,683,NP_300,61.57,32,32,1.14E5,4,1,6,,8031,hypothetical protein
32,56475,ETNP_100,61.57,32,32,1.14E5,4,1,6,,7989,hypothetical protein
32,684,ETNP_300,61.57,32,32,1.14E5,4,1,6,,8031,hypothetical protein
32,679,ETNP14_120,61.57,32,32,1.14E5,4,1,6,,7989,hypothetical protein
32,680,NP_85,61.57,32,32,1.14E5,4,1,6,,7989,hypothetical protein
32,685,ETNP14_120,61.57,32,32,1.14E5,4,1,6,,8031,hypothetical protein
32,682,NP_100,61.57,32,32,1.14E5,4,1,6,,7989,hypothetical protein
32,681,NP_300,61.57,32,32,1.14E5,4,1,6,,7989,hypothetical protein
37,382,ETNP_100,60.77,65,65,1.89E4,4,1,4,Oxidation (M),8411,hypothetical protein
87,120,ETNP14_68,60.42,7,7,3.36E5,2,2,2,Carbamidomethylation,27433,Photosystem II manganese-stabilizing polypeptide precursor
40,635,ETNP14_68,59.95,9,9,8.99E5,4,4,4,,49437,Selenate reductase subunit beta
40,637,NP_85,59.95,9,9,8.99E5,4,4,4,,49419,Selenate reductase subunit beta
40,636,WP_018047899,59.95,9,9,8.99E5,4,4,4,,49419,hypothetical protein Nitrospina sp AB-629-B18
24,125,NP_300,59.14,13,13,6.36E5,7,3,7,,57679,60 kDa chaperonin
24,175,ETNP_180,59.14,13,13,6.36E5,7,3,7,,57711,60 kDa chaperonin
61,1479,ETNP_160,58.81,24,24,9.23E4,3,1,3,,10390,hypothetical protein
41,711,ETNP_100,58.71,11,11,,3,0,4,Oxidation (M),30242,hypothetical protein
41,712,ETNP_120,58.71,9,9,,3,0,4,Oxidation (M),34262,hypothetical protein
53,629,ETNP_110,58.46,23,23,2.41E5,3,3,3,,12818,Cytochrome c-550 precursor
53,628,ETNP_100,58.46,23,23,2.41E5,3,3,3,,12818,Cytochrome c-550 precursor
53,629,ETNP_110,58.46,23,23,2.41E5,3,3,3,,12818,Cytochrome c-550 precursor
53,625,NP_85,58.46,16,16,2.41E5,3,3,3,,18036,Cytochrome c-550 precursor
53,626,ETNP14_68,58.46,16,16,2.41E5,3,3,3,,18007,Cytochrome c-550 precursor
53,627,ETNP_100,58.46,16,16,2.41E5,3,3,3,,18007,Cytochrome c-550 precursor
36,700,ETNP14_120,54.92,32,32,4.2E4,4,1,5,,8121,hypothetical protein
39,56471,WP_018047900,54.78,2,2,7.69E5,4,4,4,,133487,hypothetical protein Nitrospina sp AB-629-B18
39,56472,WP_042250442,54.78,2,2,7.69E5,4,4,4,,131958,nitrate oxidoreductase subunit alpha  partial Nitrospina gracilis
26,849,XP_002179427,54.65,17,17,3.29E5,6,3,7,,13178,histone H2A isoform 3b  Phaeodactylum tricornutum CCAP 1055
26,850,XP_002179202,54.65,17,17,3.29E5,6,3,7,,13178,histone H2A isoform 3a  Phaeodactylum tricornutum CCAP 1055
26,848,EJK74336,54.65,16,16,3.29E5,6,3,7,,13990,hypothetical protein THAOC_03987 partial  Thalassiosira oceanica
26,847,XP_002180358,54.65,15,15,3.29E5,6,3,7,,14700,histone H2A isoform 2  Phaeodactylum tricornutum CCAP 1055
26,1014,EJK52562,54.65,17,17,3.29E5,6,3,7,,12825,hypothetical protein THAOC_28150  Thalassiosira oceanica
26,1013,EJK63752,54.65,17,17,3.29E5,6,3,7,,12825,hypothetical protein THAOC_15570  Thalassiosira oceanica
26,1015,EJK66680,54.65,17,17,3.29E5,6,3,7,,12825,hypothetical protein THAOC_12377  Thalassiosira oceanica
26,621,ETNP_60,54.65,17,17,3.29E5,6,3,7,,13283,Core histone H2A/H2B/H3/H4
26,365,ETNP_100,54.65,17,17,3.29E5,6,3,7,,13678,Core histone H2A/H2B/H3/H4
26,1016,EJK65157,54.65,8,8,3.29E5,6,3,7,,29086,hypothetical protein THAOC_14024  Thalassiosira oceanica
26,1017,EJK60529,54.65,6,6,3.29E5,6,3,7,,34853,hypothetical protein THAOC_19092  Thalassiosira oceanica
44,298,ETNP14_68,53.87,6,6,,4,0,4,,57745,60 kDa chaperonin
29,549,WP_011130763,53.63,21,21,8.14E5,3,3,3,,9826,DNA-binding protein Prochlorococcus
68,987,ETNP_100,53.39,12,12,,2,0,2,Oxidation (M),20304,hypothetical protein
49,293,EJP74092,53.38,6,6,,4,0,4,,57077,chaperonin GroL SAR86 cluster bacterium SAR86B
60,632,ETNP_120,53.27,16,16,1.47E6,3,3,3,,17736,C-phycoerythrin class 2 subunit alpha
60,633,ETNP_120,53.27,16,16,1.47E6,3,3,3,,17722,C-phycoerythrin class 2 subunit alpha
60,634,ETNP_90,53.27,16,16,1.47E6,3,3,3,,17736,C-phycoerythrin class 2 subunit alpha
60,631,ETNP_100,53.27,16,16,1.47E6,3,3,3,,17736,C-phycoerythrin class 2 subunit alpha
59,909,ACS36806.1,52.78,19,19,2.06E5,3,1,3,Carbamidomethylation,15470,photosystem I reaction center subunit II (chloroplast) [Aureococcus anophagefferens]
54,678,ETNP_100,52.76,13,13,,3,0,3,,17714,hypothetical protein
88,428,ETNP_160,51.43,15,15,6.67E5,2,2,2,Carbamidomethylation,18547,Photosystem I reaction center subunit III precursor
88,427,ETNP_90,51.43,15,15,6.67E5,2,2,2,Carbamidomethylation,18547,Photosystem I reaction center subunit III precursor
88,106,ETNP_100,51.43,11,11,6.67E5,2,2,2,Carbamidomethylation,23940,Photosystem I reaction center subunit III precursor
75,993,NP_85,51.26,7,7,1.48E5,2,1,2,,26812,Putative aliphatic sulfonates-binding protein precursor
75,992,NP_300,51.26,5,5,1.48E5,2,1,2,,34459,Putative aliphatic sulfonates-binding protein precursor
80,1009,NP_85,51.25,10,10,2.85E5,2,2,2,,28964,Ethylbenzene dehydrogenase
80,1701,ETNP_120,51.25,24,24,2.85E5,2,2,2,,11671,Selenate reductase subunit gamma precursor
46,381,XP_002183736,49.94,11,11,2.55E5,3,2,4,Oxidation (M),22982,predicted protein  Phaeodactylum tricornutum CCAP 1055
77,42739,ETNP_90,49.70,12,12,8.12E4,2,2,2,,14586,hypothetical protein
77,42741,ETNP_90,49.70,10,10,8.12E4,2,2,2,,17492,hypothetical protein
77,42742,ETNP_110,49.70,10,10,8.12E4,2,2,2,,18069,hypothetical protein
77,42743,ETNP14_68,49.70,9,9,8.12E4,2,2,2,,20570,hypothetical protein
77,42744,ETNP_120,49.70,7,7,8.12E4,2,2,2,,24588,hypothetical protein
77,42745,ETNP_160,49.70,7,7,8.12E4,2,2,2,,26799,hypothetical protein
77,42748,ETNP_90,49.70,3,3,8.12E4,2,2,2,,52682,hypothetical protein
77,42749,WP_011130894,49.70,3,3,8.12E4,2,2,2,,54286,transcription termination factor NusA Prochlorococcus marinus
77,42750,WP_036911322,49.70,3,3,8.12E4,2,2,2,,54371,transcription termination factor NusA Prochlorococcus
77,42751,ETNP_100,49.70,3,3,8.12E4,2,2,2,,54724,hypothetical protein
77,42752,ETNP_100,49.70,3,3,8.12E4,2,2,2,,54724,hypothetical protein
77,42753,ETNP_100,49.70,3,3,8.12E4,2,2,2,,54846,hypothetical protein
77,42754,ETNP_90,49.70,3,3,8.12E4,2,2,2,,54846,hypothetical protein
77,42755,ETNP_120,49.70,3,3,8.12E4,2,2,2,,55460,hypothetical protein
47,1090,XP_003059832,49.54,16,16,5.33E4,4,2,4,,14583,histone H2A  Micromonas pusilla CCMP1545
47,1091,XP_003074738,49.54,15,15,5.33E4,4,2,4,,14945,H2a Histone H2A probable IC  Ostreococcus tauri
57,995,KUK93587,49.07,3,3,,3,0,3,,60336,60 kDa chaperonin Marinimicrobia bacterium 46_43
51,1832,ETNP14_120,48.67,28,28,,3,0,4,,8045,hypothetical protein
51,1833,ETNP14_68,48.67,28,28,,3,0,4,,8045,hypothetical protein
91,201,ETNP_100,48.50,9,9,3.24E5,2,2,2,,19139,C-phycoerythrin class 1 subunit beta
91,200,ETNP_120,48.50,9,9,3.24E5,2,2,2,,19139,C-phycoerythrin class 1 subunit beta
91,200,ETNP_120,48.50,9,9,3.24E5,2,2,2,,19139,C-phycoerythrin class 1 subunit beta
79,691,EJK77863,48.22,11,11,1.3E5,2,2,2,,16858,hypothetical protein THAOC_00268  Thalassiosira oceanica
79,692,XP_002185049,48.22,11,11,1.3E5,2,2,2,,16829,calmoduline  Phaeodactylum tricornutum CCAP 1055
79,693,EJK58168,48.22,11,11,1.3E5,2,2,2,,16858,hypothetical protein THAOC_21730  Thalassiosira oceanica
79,694,ETNP_90,48.22,10,10,1.3E5,2,2,2,,18514,EF hand
42,825,ETNP_100,47.13,14,14,,3,0,4,,20575,hypothetical protein
89,323,ETNP14_120,46.62,12,12,1.3E5,2,1,2,,16575,Ubiquitin family protein
62,822,ETNP_110,45.50,5,5,1.26E5,3,3,3,,42914,Elongation factor Tu
62,823,ETNP14_120,45.50,5,5,1.26E5,3,3,3,,43103,Elongation factor Tu
62,824,NP_100,45.50,5,5,1.26E5,3,3,3,,43103,Elongation factor Tu
90,263,XP_002179501,45.45,10,10,3.77E5,2,2,2,,15312,histone H3 isoform 1a  Phaeodactylum tricornutum CCAP 1055
90,264,XP_002179289,45.45,10,10,3.77E5,2,2,2,,15312,histone H3 isoform 1b  Phaeodactylum tricornutum CCAP 1055
119,1039,ETNP_120,44.90,4,4,1.25E5,1,1,1,,28624,hypothetical protein
76,84,WP_036912335,44.76,5,5,1.58E5,2,2,2,,57393,molecular chaperone GroEL Prochlorococcus
76,444,ETNP14_68,44.76,11,11,1.58E5,2,2,2,,23770,60 kDa chaperonin 1
76,460,NP_30,44.76,10,10,1.58E5,2,2,2,,26483,60 kDa chaperonin 1
76,154,WP_038546435,44.76,5,5,1.58E5,2,2,2,,57099,molecular chaperone GroEL Synechococcus sp KORDI-100
76,85,ETNP_90,44.76,5,5,1.58E5,2,2,2,,57358,60 kDa chaperonin 1
76,153,WP_011127385,44.76,5,5,1.58E5,2,2,2,,57175,molecular chaperone GroEL Synechococcus
76,88,ETNP_90,44.76,5,5,1.58E5,2,2,2,,57387,60 kDa chaperonin 1
76,83,WP_011130817,44.76,5,5,1.58E5,2,2,2,,57397,molecular chaperone GroEL Prochlorococcus marinus
76,82,ETNP14_68,44.76,5,5,1.58E5,2,2,2,,57434,60 kDa chaperonin 1
69,214,ETNP_110,42.86,22,22,1.32E6,2,1,2,Carbamidomethylation,8846,Photosystem I iron-sulfur center
69,215,ETNP14_68,42.86,22,22,1.32E6,2,1,2,Carbamidomethylation,8846,Photosystem I iron-sulfur center
69,218,ETNP_90,42.86,22,22,1.32E6,2,1,2,Carbamidomethylation,8846,Photosystem I iron-sulfur center
69,218,ETNP_90,42.86,22,22,1.32E6,2,1,2,Carbamidomethylation,8846,Photosystem I iron-sulfur center
38,261,WP_006850103,42.85,22,22,1.49E5,2,1,2,Carbamidomethylation,8842,photosystem I iron-sulfur center Chroococcales
38,259,ETNP_70,42.85,22,22,1.49E5,2,1,2,Carbamidomethylation,8842,Photosystem I iron-sulfur center
38,281,WP_011295528,42.85,22,22,1.49E5,2,1,2,Carbamidomethylation,8872,photosystem I iron-sulfur center Prochlorococcus
38,520,WP_011131319,42.85,22,22,1.49E5,2,1,2,Carbamidomethylation,8898,photosystem I iron-sulfur center Prochlorococcus marinus
38,430,ETNP_90,42.85,22,22,1.49E5,2,1,2,Carbamidomethylation,8876,Photosystem I iron-sulfur center
38,282,WP_011295528.1,42.85,22,22,1.49E5,2,1,2,Carbamidomethylation,8872,MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Prochlorococcus]
38,262,ETNP14_68,42.85,22,22,1.49E5,2,1,2,Carbamidomethylation,8842,Photosystem I iron-sulfur center
38,260,ETNP14_68,42.85,22,22,1.49E5,2,1,2,Carbamidomethylation,8842,Photosystem I iron-sulfur center
64,1212,NP_300,42.74,3,3,,3,0,3,,58079,60 kDa chaperonin
43,841,ETNP_70,42.61,11,11,1.12E5,4,1,4,,19618,Core histone H2A/H2B/H3/H4
43,582,ETNP_70,42.61,17,17,1.12E5,4,1,4,,13534,Core histone H2A/H2B/H3/H4
43,774,ETNP_120,42.61,16,16,1.12E5,4,1,4,,13824,Core histone H2A/H2B/H3/H4
50,42829,ETNP14_68,42.02,24,24,,3,0,4,,11614,hypothetical protein
78,733,ETNP14_68,41.62,12,12,2.43E5,2,1,2,,13251,50S ribosomal protein L7/L12
78,410,CAK24797.1,41.62,12,12,2.43E5,2,1,2,,13146,50S ribosomal protein L7/L12 [Synechococcus sp. WH 7803]
81,247,ETNP_120,41.47,4,4,1.17E5,2,2,2,,82558,Formate dehydrogenase H
81,246,ETNP_180,41.47,3,3,1.17E5,2,2,2,,99155,Formate dehydrogenase H
81,243,ETNP_160,41.47,3,3,1.17E5,2,2,2,,106182,Formate dehydrogenase-O major subunit precursor
81,244,ETNP_140,41.47,3,3,1.17E5,2,2,2,,106906,Formate dehydrogenase H
81,725,ETNP_120,41.47,11,11,1.17E5,2,2,2,,30201,Nitrate reductase
81,723,NP_300,41.47,10,10,1.17E5,2,2,2,,33469,Nitrate reductase
81,273,ETNP_100,41.47,8,8,1.17E5,2,2,2,,43383,Nitrate reductase
81,274,ETNP_120,41.47,7,7,1.17E5,2,2,2,,49008,Nitrate reductase
182,2064,ETNP_90,40.75,5,5,8.64E5,1,1,1,,20071,Photosystem I reaction center subunit XI
182,2069,ETNP_140,40.75,5,5,8.64E5,1,1,1,,20071,Photosystem I reaction center subunit XI
182,2066,ETNP_110,40.75,5,5,8.64E5,1,1,1,,20071,Photosystem I reaction center subunit XI
182,2068,ETNP_120,40.75,5,5,8.64E5,1,1,1,,20071,Photosystem I reaction center subunit XI
182,1938,ETNP_120,40.75,5,5,8.64E5,1,1,1,,20020,Photosystem I reaction center subunit XI
182,1940,ETNP_100,40.75,5,5,8.64E5,1,1,1,,20020,Photosystem I reaction center subunit XI
182,1941,ETNP_90,40.75,5,5,8.64E5,1,1,1,,20020,Photosystem I reaction center subunit XI
182,1907,WP_011131135,40.75,5,5,8.64E5,1,1,1,,20078,phosphorylase Prochlorococcus marinus
182,1939,ETNP_110,40.75,5,5,8.64E5,1,1,1,,20020,Photosystem I reaction center subunit XI
182,2065,ETNP_100,40.75,5,5,8.64E5,1,1,1,,20071,Photosystem I reaction center subunit XI
182,2065,ETNP_100,40.75,5,5,8.64E5,1,1,1,,20071,Photosystem I reaction center subunit XI
182,1942,NP_85,40.75,5,5,8.64E5,1,1,1,,20038,Photosystem I reaction center subunit XI
182,1905,ETNP_90,40.75,5,5,8.64E5,1,1,1,,20078,Photosystem I reaction center subunit XI
182,1906,WP_036912719,40.75,5,5,8.64E5,1,1,1,,20105,photosystem I reaction center protein subunit XI Prochlorococcus
70,859,ETNP_120,40.03,13,13,3.73E5,1,1,1,,7684,Thioredoxin
70,860,ETNP_160,40.03,13,13,3.73E5,1,1,1,,7684,Thioredoxin
70,861,ETNP_90,40.03,10,10,3.73E5,1,1,1,,9926,Thioredoxin-1
70,862,ETNP_120,40.03,10,10,3.73E5,1,1,1,,10054,Thioredoxin-1
70,1139,ETNP_120,40.03,8,8,3.73E5,1,1,1,,11551,Thioredoxin-1
70,875,WP_011130499,40.03,8,8,3.73E5,1,1,1,,11592,thioredoxin Prochlorococcus
70,869,ETNP_110,40.03,8,8,3.73E5,1,1,1,,11565,Thioredoxin-1
