Pressure [dbar],StartTime,timeS,Time,scan,longitude,latitude,depSMignore,t090C,t190C,c0S/m,c1S/m,flSP,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mg/L,sbox0Mm/Kg,sbeox0PS,flag
20.12,2018-04-15 05:12:33,120.64399999999999,2018-04-15 05:14:33.644,2896.0,-107.00062,16.900479999999998,20.0,26.6528,26.6528,5.4084449999999995,5.40876,0.11897999999999999,12.3695,4.5395,0.050671,0.0,4.5395,0.0397,2.7539,0.0,4.4716,0.0,0.0049,0.0,2.7539,34.4767,34.479,22.4353,22.437,6.525,199.43599999999998,98.792,False
21.127,2018-04-15 05:12:33,121.803,2018-04-15 05:14:34.803,2924.0,-107.00062,16.900479999999998,21.0,26.6347,26.6344,5.407336,5.407543,0.11915,12.369,4.54,0.050671,0.0,4.54,0.0397,2.7522,0.0,4.4719,0.0,0.0049,0.0,2.7522,34.4819,34.4836,22.445,22.4464,6.5274,199.505,98.8,False
22.133000000000003,2018-04-15 05:12:33,124.06299999999999,2018-04-15 05:14:37.063,2979.0,-107.00062,16.900479999999998,22.0,26.6308,26.6217,5.408398,5.4081660000000005,0.1319,12.3682,4.5409,0.050682,0.0,4.5409,0.044,2.757,0.0,4.1687,0.0,0.005,0.0,2.7571,34.4922,34.4972,22.454,22.4607,6.5404,199.90200000000002,98.99700000000001,False
23.138,2018-04-15 05:12:33,127.29700000000001,2018-04-15 05:14:40.297,3056.0,-107.00062,16.900479999999998,23.0,26.5124,26.5025,5.398322,5.397563,0.13127,12.3714,4.5373,0.050671,0.0,4.5373,0.0438,2.7607,0.0,4.4765,0.0,0.0049,0.0,2.7608,34.5079,34.5099,22.5033,22.5079,6.5651,200.648,99.184,False
24.145,2018-04-15 05:12:33,129.99200000000002,2018-04-15 05:14:42.992,3121.0,-107.00062,16.900479999999998,24.0,26.4472,26.4469,5.394954,5.395027,0.1254,12.3697,4.5392,0.050671,0.0,4.5392,0.0418,2.7648,0.0,4.4749,0.0,0.0049,0.0,2.7648,34.5322,34.5328,22.5422,22.5428,6.5874,201.32,99.425,False
25.151,2018-04-15 05:12:33,131.333,2018-04-15 05:14:44.333,3153.0,-107.00062,16.900479999999998,25.0,26.3173,26.3133,5.384551,5.384452,0.12519,12.3716,4.5371,0.050671,0.0,4.5371,0.0417,2.7671,0.0,4.4751,0.0,0.0049,0.0,2.7671,34.5542,34.5565,22.5997,22.6026,6.607,201.90900000000002,99.51700000000001,False
26.156999999999996,2018-04-15 05:12:33,132.537,2018-04-15 05:14:45.537,3182.0,-107.00062,16.900479999999998,26.0,26.115,26.1125,5.369408999999999,5.369603,0.14552,12.3755,4.5326,0.050671,0.0,4.5326,0.0485,2.7752,0.0,4.4758,0.0,0.0049,0.0,2.7752,34.5965,34.5998,22.6949,22.6982,6.6716,203.864,100.17399999999999,False
27.163,2018-04-15 05:12:33,134.542,2018-04-15 05:14:47.542,3230.0,-107.00062,16.900479999999998,27.0,25.8717,25.8197,5.341705,5.337287,0.16376,12.3811,4.5262,0.050671,0.0,4.5262,0.0546,2.7832,0.0,4.4775,0.0,0.0049,0.0,2.7833,34.5786,34.5857,22.7571,22.7786,6.7033,204.81900000000002,100.229,False
28.169,2018-04-15 05:12:33,137.64600000000002,2018-04-15 05:14:50.646,3304.0,-107.00062,16.900479999999998,28.0,25.4505,25.4389,5.294364,5.292668,0.17726,12.3766,4.5313,0.050671,0.0,4.5313,0.0591,2.7875,0.0,4.4798,0.0,0.0049,0.0,2.7875,34.5515,34.5478,22.8668,22.8675,6.7746,206.975,100.56299999999999,False
29.175,2018-04-15 05:12:33,139.244,2018-04-15 05:14:52.244,3343.0,-107.00062,16.900479999999998,29.0,25.1545,25.1737,5.262417,5.264707,0.1743,12.3767,4.5313,0.050671,0.0,4.5313,0.0581,2.7895,0.0,4.481,0.0,0.0049,0.0,2.7895,34.5411,34.5434,22.9492,22.9451,6.8014,207.778,100.448,False
30.180999999999997,2018-04-15 05:12:33,141.495,2018-04-15 05:14:54.495,3397.0,-107.00062,16.900479999999998,30.0,24.78,24.7765,5.21782,5.217544999999999,0.18267,12.3794,4.5282,0.050671,0.0,4.5282,0.0609,2.782,0.0,4.4834,0.0,0.0049,0.0,2.782,34.4969,34.4976,23.0297,23.0312,6.8098,208.017,99.90700000000001,False
31.188000000000002,2018-04-15 05:12:33,143.025,2018-04-15 05:14:56.025,3434.0,-107.00062,16.900479999999998,31.0,24.5899,24.5861,5.193955,5.193748,0.19408,12.3833,4.5237,0.050671,0.0,4.5237,0.0647,2.762,0.0,4.4841,0.0,0.0049,0.0,2.762,34.4645,34.4659,23.0623,23.0645,6.722,205.331,98.28200000000001,False
32.193000000000005,2018-04-15 05:12:33,144.641,2018-04-15 05:14:57.641,3472.0,-107.00062,16.900479999999998,32.0,24.2479,24.2318,5.1534260000000005,5.152259,0.23639000000000002,12.3858,4.5209,0.050671,0.0,4.5209,0.0788,2.738,0.0,4.4861,0.0,0.0049,0.0,2.738,34.4237,34.4273,23.1336,23.1411,6.7394,205.84599999999998,97.935,False
33.2,2018-04-15 05:12:33,147.935,2018-04-15 05:15:00.935,3551.0,-107.00062,16.900479999999998,33.0,24.1017,24.0758,5.137313,5.134797,0.29013,12.3906,4.5156,0.050671,0.0,4.5156,0.0967,2.7049,0.0,4.4883,0.0,0.0049,0.0,2.7049,34.415,34.416,23.1705,23.1789,6.602,201.643,95.695,False
34.205999999999996,2018-04-15 05:12:33,149.567,2018-04-15 05:15:02.567,3591.0,-107.00062,16.900479999999998,34.0,23.7443,23.7399,5.090948,5.090603,0.31463,12.398,4.5072,0.050671,0.0,4.5072,0.1049,2.6338,0.0,4.4895,0.0,0.0049,0.0,2.6338,34.3405,34.3413,23.2195,23.2213,6.3698,194.541,91.719,False
35.211999999999996,2018-04-15 05:12:33,150.7,2018-04-15 05:15:03.700,3618.0,-107.00062,16.900479999999998,35.0,23.5097,23.5071,5.061912,5.061679,0.3999,12.4047,4.4997,0.050671,0.0,4.4997,0.1333,2.5959,0.0,4.4908,0.0,0.0049,0.0,2.5959,34.3013,34.3016,23.2584,23.2594,6.3533,194.03,91.089,False
36.218,2018-04-15 05:12:33,152.254,2018-04-15 05:15:05.254,3655.0,-107.00062,16.900479999999998,36.0,23.3661,23.367,5.047625,5.047727,0.54965,12.4103,4.4933,0.050671,0.0,4.4933,0.1832,2.5712,0.0,4.4927,0.0,0.0049,0.0,2.5712,34.3035,34.3036,23.3019,23.3017,6.3116,192.75,90.26700000000001,False
37.224000000000004,2018-04-15 05:12:33,154.851,2018-04-15 05:15:07.851,3717.0,-107.00062,16.900479999999998,37.0,23.0693,23.0831,5.015261,5.016667,0.82039,12.4279,4.4736,0.050671,0.0,4.4736,0.2735,2.5114,0.0,4.4942,0.0,0.0049,0.0,2.5114,34.2864,34.2865,23.3747,23.3708,6.1241,187.00900000000001,87.124,False
38.231,2018-04-15 05:12:33,157.966,2018-04-15 05:15:10.966,3792.0,-107.00062,16.900479999999998,38.0,22.7203,22.6312,4.977615,4.968605,1.1774,12.4396,4.4605,0.050671,0.0,4.4605,0.3925,2.4402,0.0,4.4973,0.0,0.0049,0.0,2.4401,34.2688,34.269,23.4614,23.4869,5.9354,181.232,83.916,False
39.236999999999995,2018-04-15 05:12:33,160.412,2018-04-15 05:15:13.412,3851.0,-107.00062,16.900479999999998,39.0,22.2821,22.2844,4.932137,4.932471,1.1844,12.4307,4.4705,0.050671,0.0,4.4705,0.3948,2.3336,0.0,4.4988,0.0,0.0049,0.0,2.3335,34.2597,34.2604,23.5785,23.5784,5.5625,169.825,78.03,False
40.243,2018-04-15 05:12:33,161.514,2018-04-15 05:15:14.514,3877.0,-107.00062,16.900479999999998,40.0,22.025,22.0208,4.906254,4.905781,1.1371,12.4281,4.4734,0.050671,0.0,4.4734,0.379,2.2802,0.0,4.5,0.0,0.0049,0.0,2.2801,34.2599,34.2595,23.6508,23.6517,5.4679,166.925,76.355,False
41.248999999999995,2018-04-15 05:12:33,162.609,2018-04-15 05:15:15.609,3904.0,-107.00062,16.900479999999998,41.0,21.9072,21.9053,4.894858999999999,4.894541,1.1093,12.428,4.4735,0.050671,0.0,4.4735,0.3698,2.2446,0.0,4.5016,0.0,0.0049,0.0,2.2445,34.2635,34.2624,23.6864,23.6861,5.4085,165.107,75.369,False
42.255,2018-04-15 05:12:33,163.785,2018-04-15 05:15:16.785,3932.0,-107.00062,16.900479999999998,42.0,21.8081,21.8046,4.884829,4.884427,1.1359,12.4228,4.4793,0.050671,0.0,4.4793,0.3786,2.2174,0.0,4.5029,0.0,0.0049,0.0,2.2173,34.2628,34.2624,23.7134,23.7142,5.3683,163.87599999999998,74.67699999999999,False
43.261,2018-04-15 05:12:33,166.83599999999998,2018-04-15 05:15:19.836,4005.0,-107.00063,16.900479999999998,43.0,21.5842,21.6438,4.861984,4.868454,1.1781,12.4187,4.4839,0.050671,0.0,4.4839,0.3927,2.2061,0.0,4.5053,0.0,0.0049,0.0,2.206,34.2601,34.2638,23.7733,23.7596,5.4118,165.19299999999998,74.979,False
44.268,2018-04-15 05:12:33,171.355,2018-04-15 05:15:24.355,4114.0,-107.00063999999999,16.900479999999998,44.0,21.1992,21.2002,4.822983,4.822856,1.1334,12.4145,4.4886,0.050671,0.0,4.4886,0.3778,2.2329,0.0,4.5078,0.0,0.0049,0.0,2.2328,34.2575,34.2557,23.877,23.8754,5.6845,173.5,78.215,False
45.273999999999994,2018-04-15 05:12:33,172.49200000000002,2018-04-15 05:15:25.492,4141.0,-107.00063999999999,16.900479999999998,45.0,21.0838,21.0784,4.810376,4.80961,1.0468,12.412,4.4914,0.050671,0.0,4.4914,0.3489,2.3084,0.0,4.5081,0.0,0.0049,0.0,2.3084,34.249,34.2472,23.9019,23.902,6.0563,184.843,83.152,False
46.28,2018-04-15 05:12:33,173.452,2018-04-15 05:15:26.452,4164.0,-107.00063999999999,16.900479999999998,46.0,20.8149,20.8129,4.780448000000001,4.779885,0.87369,12.4047,4.4996,0.050671,0.0,4.4996,0.2912,2.3697,0.0,4.5091,0.0,0.0049,0.0,2.3696,34.2248,34.2218,23.9562,23.9544,6.1784,188.562,84.40700000000001,False
47.286,2018-04-15 05:12:33,174.31799999999998,2018-04-15 05:15:27.318,4185.0,-107.00063999999999,16.900479999999998,47.0,20.6619,20.6597,4.765327,4.7647900000000005,0.8591700000000001,12.404,4.5004,0.050671,0.0,4.5004,0.2864,2.3857,0.0,4.5102,0.0,0.0049,0.0,2.3857,34.226,34.2234,23.9982,23.9968,6.1333,187.17700000000002,83.559,False
48.292,2018-04-15 05:12:33,175.419,2018-04-15 05:15:28.419,4211.0,-107.00063999999999,16.900479999999998,48.0,20.5941,20.5932,4.759484,4.759137,1.0351,12.4049,4.4994,0.050671,0.0,4.4994,0.345,2.3875,0.0,4.5113,0.0,0.0049,0.0,2.3874,34.2332,34.2311,24.0219,24.0206,6.1139,186.581,83.196,False
49.298,2018-04-15 05:12:33,179.347,2018-04-15 05:15:32.347,4305.0,-107.00063999999999,16.900479999999998,49.0,20.6188,20.6252,4.762889,4.76306,1.061,12.4027,4.5019,0.050671,0.0,4.5019,0.3537,2.371,0.0,4.5122,0.0,0.0049,0.0,2.3709,34.2404,34.2366,24.0209,24.0162,5.9729,182.27599999999998,81.318,False
50.305,2018-04-15 05:12:33,182.72,2018-04-15 05:15:35.720,4386.0,-107.00063999999999,16.900479999999998,50.0,20.3019,20.3047,4.734935,4.735158,0.96425,12.4085,4.4954,0.050671,0.0,4.4954,0.3214,2.2057,0.0,4.5125,0.0,0.0049,0.0,2.2056,34.2702,34.2697,24.1279,24.1268,5.0048,152.717,67.762,False
51.31100000000001,2018-04-15 05:12:33,183.65400000000002,2018-04-15 05:15:36.654,4409.0,-107.00063999999999,16.900479999999998,51.0,20.0146,20.0129,4.709455999999999,4.709099,0.89323,12.4036,4.5009,0.050671,0.0,4.5009,0.2977,2.0145,0.0,4.5134,0.0,0.0049,0.0,2.0143,34.2961,34.2946,24.2235,24.2228,4.0754,124.34700000000001,54.894,False
52.317,2018-04-15 05:12:33,184.702,2018-04-15 05:15:37.702,4434.0,-107.00063999999999,16.900479999999998,52.0,19.9389,19.938,4.709974,4.709723,0.92163,12.4003,4.5045,0.050671,0.0,4.5045,0.3072,1.7802,0.0,4.514,0.0,0.0049,0.0,1.78,34.3618,34.3604,24.2935,24.2927,3.4231,104.436,46.06100000000001,False
53.323,2018-04-15 05:12:33,186.362,2018-04-15 05:15:39.362,4474.0,-107.00063999999999,16.900479999999998,53.0,19.8349,19.836,4.700582,4.700426,1.1578,12.3971,4.5082,0.050671,0.0,4.5082,0.3859,1.5824,0.0,4.5147,0.0,0.0049,0.0,1.5821,34.3695,34.3674,24.3267,24.3248,3.2577,99.385,43.753,False
54.33,2018-04-15 05:12:33,189.479,2018-04-15 05:15:42.479,4549.0,-107.00063999999999,16.900479999999998,54.0,19.7534,19.7368,4.6917349999999995,4.690174,1.6953,12.3952,4.5104,0.050671,0.0,4.5104,0.5651,1.4786,0.0,4.5143,0.0,0.0049,0.0,1.4782,34.3634,34.3642,24.3433,24.3482,3.1076,94.807,41.676,False
55.336000000000006,2018-04-15 05:12:33,191.695,2018-04-15 05:15:44.695,4602.0,-107.00063999999999,16.900479999999998,55.0,19.6702,19.6713,4.68567,4.685517,0.94768,12.3934,4.5124,0.050671,0.0,4.5124,0.3159,1.4177,0.0,4.5154,0.0,0.0049,0.0,1.4173,34.3815,34.3793,24.3788,24.3768,2.9464,89.885,39.455,False
56.342,2018-04-15 05:12:33,193.275,2018-04-15 05:15:46.275,4640.0,-107.00063999999999,16.900479999999998,56.0,19.6252,19.6247,4.681515,4.681245,0.9894299999999999,12.3884,4.518,0.050671,0.0,4.518,0.3298,1.398,0.0,4.5162,0.0,0.0049,0.0,1.3976,34.3839,34.3821,24.3924,24.3911,2.9375,89.611,39.304,False
57.348,2018-04-15 05:12:33,194.87599999999998,2018-04-15 05:15:47.876,4678.0,-107.00063999999999,16.900479999999998,57.0,19.5541,19.553,4.675008,4.674658,0.8974,12.389,4.5173,0.050671,0.0,4.5173,0.2991,1.3983,0.0,4.5165,0.0,0.0049,0.0,1.3979,34.3884,34.3864,24.4142,24.413,2.9571,90.208,39.516,False
58.355,2018-04-15 05:12:33,196.299,2018-04-15 05:15:49.299,4712.0,-107.00063999999999,16.900479999999998,58.0,19.4809,19.4794,4.667796,4.6673849999999995,0.91375,12.3866,4.52,0.050671,0.0,4.52,0.3046,1.383,0.0,4.5168,0.0,0.0049,0.0,1.3826,34.3888,34.3866,24.4335,24.4323,2.8677,87.478,38.269,False
59.361000000000004,2018-04-15 05:12:33,200.202,2018-04-15 05:15:53.202,4806.0,-107.00063999999999,16.900479999999998,59.0,19.4802,19.4892,4.667796,4.668495,0.89936,12.3876,4.5189,0.050671,0.0,4.5189,0.2998,1.361,0.0,4.5191,0.0,0.0049,0.0,1.3606,34.389,34.3873,24.4339,24.4303,2.8117,85.77,37.521,False
60.367,2018-04-15 05:12:33,202.518,2018-04-15 05:15:55.518,4861.0,-107.00063999999999,16.900479999999998,60.0,19.3358,19.3374,4.653473,4.653373,0.78117,12.385,4.5218,0.050671,0.0,4.5218,0.2604,1.3096,0.0,4.5188,0.0,0.0049,0.0,1.3091,34.3892,34.3871,24.4713,24.4693,2.4458,74.607,32.552,False
61.373000000000005,2018-04-15 05:12:33,203.295,2018-04-15 05:15:56.295,4880.0,-107.00063999999999,16.900479999999998,61.0,19.1413,19.1334,4.634027,4.632962,0.7290800000000001,12.381,4.5263,0.050671,0.0,4.5263,0.243,1.2467,0.0,4.5196,0.0,0.0049,0.0,1.2462,34.3882,34.3859,24.5203,24.5206,2.0948,63.897,27.781999999999996,False
62.38,2018-04-15 05:12:33,204.493,2018-04-15 05:15:57.493,4909.0,-107.00063999999999,16.900479999999998,62.0,18.7458,18.73,4.600607,4.599101999999999,0.7792399999999999,12.3746,4.5337,0.050671,0.0,4.5337,0.2597,1.1287,0.0,4.5217,0.0,0.0049,0.0,1.1282,34.4373,34.4378,24.6582,24.6625,1.7386,53.023999999999994,22.898000000000003,False
63.386,2018-04-15 05:12:33,206.78599999999997,2018-04-15 05:15:59.786,4964.0,-107.00063999999999,16.900479999999998,63.0,18.4769,18.563,4.578488,4.585332,0.7739,12.3688,4.5402,0.050671,0.0,4.5402,0.258,0.9878,0.0,4.5232,0.0,0.0049,0.0,0.9873,34.4756,34.4613,24.7551,24.7225,1.4788,45.097,19.378,False
64.392,2018-04-15 05:12:33,208.373,2018-04-15 05:16:01.373,5002.0,-107.00063999999999,16.900479999999998,64.0,18.3932,18.394,4.571519,4.571325,0.63126,12.3633,4.5464,0.050671,0.0,4.5464,0.2104,0.945,0.0,4.5252,0.0,0.0049,0.0,0.9444,34.4866,34.4843,24.7843,24.7824,1.415,43.15,18.515,False
65.399,2018-04-15 05:12:33,211.575,2018-04-15 05:16:04.575,5079.0,-107.00063999999999,16.900479999999998,65.0,18.3682,18.3763,4.56964,4.570098000000001,0.65647,12.3621,4.5478,0.050671,0.0,4.5478,0.2188,0.9179,0.0,4.5292,0.0,0.0049,0.0,0.9173,34.4913,34.4884,24.7942,24.79,1.3801,42.083999999999996,18.05,False
66.405,2018-04-15 05:12:33,214.71900000000002,2018-04-15 05:16:07.719,5154.0,-107.00063999999999,16.900479999999998,66.0,18.1913,18.1925,4.553106,4.552996,0.5975600000000001,12.3621,4.5479,0.050671,0.0,4.5479,0.1992,0.8835,0.0,4.5332,0.0,0.0049,0.0,0.8829,34.4997,34.4978,24.8445,24.8428,1.2367,37.71,16.122,False
67.411,2018-04-15 05:12:33,216.054,2018-04-15 05:16:09.054,5186.0,-107.00063999999999,16.900479999999998,67.0,18.104,18.1027,4.545029,4.544687000000001,0.5359,12.3617,4.5482,0.050671,0.0,4.5482,0.1786,0.8644,0.0,4.5353,0.0,0.0049,0.0,0.8638,34.5043,34.5025,24.8696,24.8686,1.1551,35.221,15.034,False
68.418,2018-04-15 05:12:33,217.22099999999998,2018-04-15 05:16:10.221,5214.0,-107.00063999999999,16.900479999999998,68.0,17.9913,17.9829,4.534676,4.533803,0.52558,12.3594,4.5508,0.050671,0.0,4.5508,0.1752,0.8335,0.0,4.5371,0.0,0.0049,0.0,0.8329,34.5108,34.5105,24.9024,24.9042,0.9674,29.497,12.565,False
69.42399999999999,2018-04-15 05:12:33,218.53599999999997,2018-04-15 05:16:11.536,5246.0,-107.00063999999999,16.900479999999998,69.0,17.5731,17.5607,4.496189,4.495243,0.52584,12.3582,4.5522,0.050671,0.0,4.5522,0.1753,0.7754,0.0,4.5388,0.0,0.0049,0.0,0.7748,34.5354,34.5379,25.0231,25.028,0.7509,22.892,9.677999999999999,False
70.43,2018-04-15 05:12:33,220.253,2018-04-15 05:16:13.253,5287.0,-107.00063999999999,16.900479999999998,70.0,17.2682,17.2707,4.468448,4.468635,0.55425,12.3582,4.5522,0.050671,0.0,4.5522,0.1848,0.7204,0.0,4.5416,0.0,0.0049,0.0,0.7197,34.5558,34.5552,25.1122,25.1111,0.6587,20.082,8.441,False
71.436,2018-04-15 05:12:33,224.717,2018-04-15 05:16:17.717,5394.0,-107.00063999999999,16.900479999999998,71.0,17.3101,17.4092,4.473766,4.483276,0.5261100000000001,12.3544,4.5565,0.050671,0.0,4.5565,0.1754,0.695,0.0,4.5458,0.0,0.0049,0.0,0.6943,34.5656,34.5631,25.1097,25.0838,0.6481,19.757,8.315,False
72.443,2018-04-15 05:12:33,226.613,2018-04-15 05:16:19.613,5440.0,-107.00063999999999,16.900479999999998,72.0,17.0335,17.0328,4.449294,4.448976999999999,0.4273,12.3527,4.5585,0.050671,0.0,4.5585,0.1424,0.6476,0.0,4.5483,0.0,0.0049,0.0,0.6469,34.5899,34.5877,25.1943,25.1929,0.3967,12.091,5.061,False
73.449,2018-04-15 05:12:33,227.563,2018-04-15 05:16:20.563,5463.0,-107.00063999999999,16.900479999999998,73.0,16.9261,16.9217,4.439964,4.439299,0.37345,12.3509,4.5605,0.050671,0.0,4.5605,0.1245,0.6258,0.0,4.5503,0.0,0.0049,0.0,0.625,34.6006,34.5986,25.228,25.2275,0.3337,10.172,4.249,False
74.455,2018-04-15 05:12:33,228.55599999999998,2018-04-15 05:16:21.556,5486.0,-107.00063,16.900479999999998,74.0,16.7342,16.7263,4.422434,4.421424,0.36706,12.3479,4.564,0.050671,0.0,4.564,0.1224,0.606,0.0,4.552,0.0,0.0049,0.0,0.6052,34.6123,34.6103,25.2822,25.2826,0.2866,8.737,3.637,False
75.462,2018-04-15 05:12:33,230.043,2018-04-15 05:16:23.043,5522.0,-107.00063,16.900479999999998,75.0,16.6128,16.6106,4.411605000000001,4.411091000000001,0.39666999999999997,12.3477,4.5642,0.050671,0.0,4.5642,0.1322,0.5891,0.0,4.5543,0.0,0.0049,0.0,0.5884,34.6219,34.6193,25.318,25.3165,0.2782,8.481,3.522,False
76.468,2018-04-15 05:12:33,235.355,2018-04-15 05:16:28.355,5650.0,-107.00062,16.900479999999998,76.0,16.7433,16.7761,4.424189,4.426805,0.37145,12.3475,4.5644,0.050671,0.0,4.5644,0.1238,0.5842,0.0,4.3514,0.0,0.0049,0.0,0.5834,34.6191,34.6136,25.2854,25.2735,0.3004,9.156,3.812,False
77.47399999999999,2018-04-15 05:12:33,236.479,2018-04-15 05:16:29.479,5676.0,-107.00062,16.900479999999998,77.0,16.4309,16.43,4.395107,4.394829,0.30621,12.345,4.5673,0.050671,0.0,4.5673,0.1021,0.5715,0.0,4.5617,0.0,0.0049,0.0,0.5707,34.6335,34.6319,25.3694,25.3683,0.209,6.371,2.637,False
78.48100000000001,2018-04-15 05:12:33,237.61599999999999,2018-04-15 05:16:30.616,5704.0,-107.00062,16.900479999999998,78.0,16.3181,16.3149,4.38485,4.38436,0.30743000000000004,12.3433,4.5693,0.050671,0.0,4.5693,0.1025,0.5624,0.0,4.5626,0.0,0.0049,0.0,0.5616,34.6405,34.639,25.4009,25.4005,0.1842,5.614,2.319,False
79.487,2018-04-15 05:12:33,238.938,2018-04-15 05:16:31.938,5736.0,-107.00062,16.900479999999998,79.0,16.1858,16.1819,4.372669999999999,4.372152,0.28160999999999997,12.3416,4.5712,0.050671,0.0,4.5712,0.0939,0.5537,0.0,4.564,0.0,0.0049,0.0,0.553,34.6475,34.6463,25.4367,25.4367,0.1638,4.99,2.056,False
80.493,2018-04-15 05:12:33,240.41299999999998,2018-04-15 05:16:33.413,5771.0,-107.00062,16.900479999999998,80.0,16.099,16.0968,4.364792,4.364438,0.27228,12.3411,4.5717,0.050671,0.0,4.5717,0.0908,0.5472,0.0,4.566,0.0,0.0049,0.0,0.5465,34.6529,34.6516,25.4608,25.4603,0.1519,4.63,1.9040000000000001,False
81.5,2018-04-15 05:12:33,243.52900000000002,2018-04-15 05:16:36.529,5846.0,-107.00062,16.900479999999998,81.0,16.1229,16.1117,4.367336,4.366401000000001,0.33623000000000003,12.3401,4.5729,0.050671,0.0,4.5729,0.1121,0.5442,0.0,4.5705,0.0,0.0049,0.0,0.5434,34.6542,34.6557,25.4565,25.4602,0.1579,4.811,1.98,False
82.506,2018-04-15 05:12:33,246.74599999999998,2018-04-15 05:16:39.746,5923.0,-107.00062,16.900479999999998,82.0,16.014,15.9981,4.357396,4.355785,0.26757,12.3394,4.5737,0.050671,0.0,4.5737,0.0892,0.5407,0.0,4.5736,0.0,0.0049,0.0,0.54,34.6605,34.6601,25.4862,25.4895,0.1292,3.9389999999999996,1.617,False
