Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
55,118991,ETNP_100m_particle_PROKKA_40531,130.09,25,15,4,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
73,107212,NP_85m_PROKKA_09530,127.55,22,11,0,,36415,General L-amino acid-binding periplasmic protein AapJ precursor
54,361,ETNP14_68maa_PROKKA_99193,127.14,32,15,0,,37467,General L-amino acid-binding periplasmic protein AapJ precursor
65,135248,Fosmid_PROKKA_01487,126.74,22,12,0,,37431,General L-amino acid-binding periplasmic protein AapJ precursor
63,118936,ETNP_120m_PROKKA_129156,126.70,24,14,14,,65456,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
63,118937,ETNP_120m_free_PROKKA_72321,126.70,24,14,14,,65456,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
87,135235,NP_300m_PROKKA_02516,126.52,17,11,1,,65477,putative oxidoreductase YdhV
76,135251,ETNP14_120maa_PROKKA_173526,125.56,37,10,0,,22868,General L-amino acid-binding periplasmic protein AapJ precursor
75,389,ETNP14_120maa_PROKKA_111366,125.18,29,12,0,,37337,General L-amino acid-binding periplasmic protein AapJ precursor
51,241,XP_003082284,124.69,29,16,1,,50099,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
50,257,XP_003080933,124.21,28,16,1,,52460,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
41,118980,ETNP14_120mab_PROKKA_80611,123.90,42,15,0,,16752,Alpha-keto acid-binding periplasmic protein TakP precursor
67,107316,ETNP14_120maa_PROKKA_27079,123.78,9,12,0,,142899,Respiratory nitrate reductase 1 alpha chain
68,2101,ETNP14_120maa_PROKKA_139086,122.31,29,14,4,,33406,hypothetical protein
89,119146,ETNP_140m_PROKKA_09993,121.13,19,9,4,,58218,60 kDa chaperonin
89,119147,ETNP_120m_PROKKA_273782,121.13,19,9,4,,58218,60 kDa chaperonin
89,119148,NP_300m_PROKKA_13154,121.13,19,9,4,,58218,60 kDa chaperonin
59,118993,ETNP14_120maa_PROKKA_32935,120.99,8,10,1,,143282,Respiratory nitrate reductase 1 alpha chain
94,2412,ETNP_100m_PROKKA_27346,120.90,24,11,0,,30921,General L-amino acid-binding periplasmic protein AapJ precursor
64,118974,NP_300m_PROKKA_08375,120.73,8,10,0,,144201,Respiratory nitrate reductase 1 alpha chain
64,118975,NP_85m_PROKKA_03144,120.73,8,10,0,,144201,Respiratory nitrate reductase 1 alpha chain
64,118976,ETNP14_120maa_PROKKA_05361,120.73,8,10,0,,144201,Respiratory nitrate reductase 1 alpha chain
64,118977,NP_125m_PROKKA_01168,120.73,8,10,0,,144201,Respiratory nitrate reductase 1 alpha chain
93,119088,ETNP14_120maa_PROKKA_142729,118.98,31,9,0,,22916,General L-amino acid-binding periplasmic protein AapJ precursor
77,57443,ETNP_120m_PROKKA_317269,118.51,14,7,0,,57580,60 kDa chaperonin
111,3719,ETNP14_120maa_PROKKA_188335,118.47,18,7,7,,36107,Glycine betaine-binding periplasmic protein precursor
111,3721,ETNP_110m_PROKKA_37205,118.47,18,7,7,,37329,Glycine betaine-binding periplasmic protein precursor
111,3722,NP_125m_PROKKA_04054,118.47,18,7,7,,37343,Glycine betaine-binding periplasmic protein precursor
111,3723,ETNP14_120maa_PROKKA_81899,118.47,18,7,7,,37329,Glycine betaine-binding periplasmic protein precursor
118,119129,NP_300m_PROKKA_04737,118.22,12,9,3,,77292,putative ABC transporter-binding protein precursor
118,119130,ETNP_120m_particle_PROKKA_76508,118.22,12,9,3,,77292,putative ABC transporter-binding protein precursor
118,119128,ETNP_140m_PROKKA_10835,118.22,14,9,3,,66680,putative ABC transporter-binding protein precursor
116,118997,ETNP_120m_PROKKA_94461,118.17,25,7,1,,32010,Taurine-binding periplasmic protein precursor
116,118998,NP_300m_PROKKA_16564,118.17,24,7,1,,34169,Taurine-binding periplasmic protein precursor
84,107347,NP_300m_PROKKA_09456,117.11,40,10,1,,11688,hypothetical protein
49,119045,NP_85m_PROKKA_21996,115.52,47,14,0,,16578,Alpha-keto acid-binding periplasmic protein TakP precursor
133,4335,ETNP14_120maa_PROKKA_32025,114.97,23,6,0,,35664,Taurine-binding periplasmic protein precursor
153,135353,NP_85m_PROKKA_35046,114.87,36,5,5,,8900,DNA-binding protein HU-beta
153,135354,NP_300m_PROKKA_03284,114.87,36,5,5,,8900,DNA-binding protein HU-beta
153,135355,NP_100m_PROKKA_04177,114.87,36,5,5,,8900,DNA-binding protein HU-beta
113,3749,NP_100m_PROKKA_16248,114.83,25,8,8,,31451,hypothetical protein
130,4333,NP_125m_PROKKA_07446,114.80,22,6,0,,30180,Taurine-binding periplasmic protein precursor
130,4331,NP_85m_PROKKA_24848,114.80,29,6,0,,23643,Taurine-binding periplasmic protein precursor
74,135237,NP_300m_PROKKA_32834,114.77,37,11,1,,20897,Phasin protein
79,107341,ETNP_120m_free_PROKKA_108705,113.14,41,11,1,,27037,Bacterial extracellular solute-binding protein
79,2738,ETNP_120m_PROKKA_117417,113.14,32,11,1,,34430,Bacterial extracellular solute-binding protein
135,1644,Fosmid_PROKKA_01396,112.21,20,7,1,,34648,Taurine-binding periplasmic protein precursor
92,135244,ETNP_110m_PROKKA_39770,111.73,57,11,2,,16208,Phasin protein
92,135245,NP_300m_PROKKA_12723,111.73,44,11,2,,22261,Phasin protein
92,135246,ETNP_120m_particle_PROKKA_230148,111.73,43,11,2,,22375,Phasin protein
126,135242,NP_125m_PROKKA_13433,111.63,46,8,0,,16438,Phasin protein
91,57387,ETNP14_120maa_PROKKA_147886,111.46,23,10,0,,37502,General L-amino acid-binding periplasmic protein AapJ precursor
164,119083,ETNP_180m_PROKKA_170303,110.97,12,7,1,,66724,putative ABC transporter-binding protein precursor
66,107320,ETNP_120m_free_PROKKA_148224,110.95,59,13,0,,16430,Alpha-keto acid-binding periplasmic protein TakP precursor
88,3450,ETNP_110m_PROKKA_32298,110.84,29,10,3,,24386,hypothetical protein
165,4167,ETNP_140m_PROKKA_39161,110.83,13,7,7,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
165,4163,ETNP_120m_PROKKA_104890,110.83,13,7,7,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
165,4164,ETNP_160m_PROKKA_11298,110.83,13,7,7,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
165,4165,ETNP_120m_free_PROKKA_226201,110.83,13,7,7,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
165,4166,ETNP_180m_PROKKA_236213,110.83,13,7,7,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
165,4168,ETNP_300m_PROKKA_75120,110.83,13,7,7,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
117,4678,NP_100m_PROKKA_02946,110.50,15,8,1,,44655,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
117,4679,NP_125m_PROKKA_07443,110.50,15,8,1,,44625,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
117,135236,ETNP_100m_particle_PROKKA_14269,110.50,15,8,1,,44665,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
83,135247,ETNP14_120mab_PROKKA_65152,110.38,45,10,1,,16558,Phasin protein
56,119145,ETNP14_120mab_PROKKA_70952,109.59,47,14,0,,16596,Alpha-keto acid-binding periplasmic protein TakP precursor
114,107265,ETNP14_120mab_PROKKA_85648,109.53,34,10,0,,25326,General L-amino acid-binding periplasmic protein AapJ precursor
185,107235,ETNP_160m_PROKKA_63763,109.34,14,6,6,,58291,Heme-binding protein A precursor
185,107236,ETNP_140m_PROKKA_115142,109.34,14,6,6,,58291,Heme-binding protein A precursor
185,107237,NP_300m_PROKKA_10869,109.34,14,6,6,,58291,Heme-binding protein A precursor
185,107238,ETNP_120m_PROKKA_67998,109.34,14,6,6,,58291,Heme-binding protein A precursor
127,107264,ETNP14_120mab_PROKKA_51545,109.10,30,9,0,,25279,General L-amino acid-binding periplasmic protein AapJ precursor
148,118960,ETNP_120m_particle_PROKKA_212673,108.10,18,7,1,,35564,Putative thiamine biosynthesis protein
148,118961,NP_300m_PROKKA_08587,108.10,18,7,1,,35443,Putative thiamine biosynthesis protein
241,100362,ETNP_300m_PROKKA_120044,107.84,20,5,5,,39133,hypothetical protein
241,119057,NP_100m_PROKKA_07401,107.84,13,5,5,,60120,flagellar basal body rod modification protein
241,119058,ETNP14_120maa_PROKKA_12653,107.84,13,5,5,,60454,flagellar basal body rod modification protein
189,135239,ETNP_180m_PROKKA_10472,107.61,16,6,6,,41160,hypothetical protein
189,135240,ETNP_140m_PROKKA_98798,107.61,16,6,6,,41133,hypothetical protein
189,135241,ETNP_300m_PROKKA_33322,107.61,16,6,6,,41160,hypothetical protein
144,119077,ETNP_160m_PROKKA_191879,107.19,18,7,1,,35633,Putative thiamine biosynthesis protein
144,119078,ETNP_300m_PROKKA_160293,107.19,18,7,1,,35633,Putative thiamine biosynthesis protein
144,119079,ETNP_180m_PROKKA_145440,107.19,18,7,1,,35633,Putative thiamine biosynthesis protein
144,119080,NP_300m_PROKKA_25466,107.19,18,7,1,,35633,Putative thiamine biosynthesis protein
191,119113,ETNP_300m_PROKKA_135134,106.87,53,5,1,,9824,hypothetical protein
99,2792,ETNP14_68maa_PROKKA_103183,106.80,20,9,0,,44663,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
172,135345,ETNP_120m_PROKKA_20628,106.79,17,5,4,,36295,Bacterial extracellular solute-binding protein  family 7
172,135346,ETNP_120m_particle_PROKKA_78706,106.79,17,5,4,,36295,Bacterial extracellular solute-binding protein  family 7
172,135347,NP_300m_PROKKA_12335,106.79,17,5,4,,36295,Bacterial extracellular solute-binding protein  family 7
172,135348,ETNP_140m_PROKKA_21796,106.79,17,5,4,,36295,Bacterial extracellular solute-binding protein  family 7
96,119141,ETNP_180m_PROKKA_190379,105.99,17,9,2,,48837,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
96,3013,NP_300m_PROKKA_03330,105.99,17,9,2,,48837,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
106,3363,ETNP14_120maa_PROKKA_181919,105.61,22,8,0,,38593,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
124,135320,NP_300m_PROKKA_22447,105.37,15,8,0,,59909,Respiratory nitrate reductase 2 beta chain
154,1587,NP_300m_PROKKA_24379,105.33,15,7,1,,40424,ATP synthase subunit alpha
213,119238,ETNP_300m_PROKKA_101618,105.04,21,5,1,,20827,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
58,119009,ETNP14_120mac_PROKKA_56198,104.74,49,10,0,,10161,hypothetical protein
61,119015,ETNP14_120mab_PROKKA_153572,104.09,61,11,0,,6805,hypothetical protein
151,205344,ETNP_110m_PROKKA_26954,104.09,14,7,1,,48869,ATP synthase subunit alpha
151,1598,NP_100m_PROKKA_09000,104.09,12,7,1,,56093,ATP synthase subunit alpha
57,119162,NP_300m_PROKKA_44350,103.85,27,12,2,,25832,Alpha-keto acid-binding periplasmic protein TakP precursor
161,135281,ETNP_150m_particle_PROKKA_14505,103.83,10,6,0,,64310,Respiratory nitrate reductase 1 beta chain
161,135280,ETNP14_68maa_PROKKA_77621,103.83,11,6,0,,58136,Respiratory nitrate reductase 2 beta chain
60,119126,ETNP_140m_PROKKA_06451,103.79,46,10,0,,9674,hypothetical protein
150,135389,ETNP_120m_free_PROKKA_223812,103.52,12,7,2,,60253,Respiratory nitrate reductase 1 beta chain
122,57447,ETNP_120m_free_PROKKA_106804,103.45,14,7,0,,57826,60 kDa chaperonin
122,118959,ETNP_120m_PROKKA_114163,103.45,14,7,0,,57826,60 kDa chaperonin
143,119557,ETNP_180m_PROKKA_205842,102.99,32,7,0,,15872,Alpha-keto acid-binding periplasmic protein TakP precursor
147,135286,NP_300m_PROKKA_02512,102.57,20,7,7,,40041,Bacterial extracellular solute-binding protein
147,135287,ETNP_180m_PROKKA_185546,102.57,20,7,7,,40041,Bacterial extracellular solute-binding protein
147,135288,ETNP_300m_PROKKA_97270,102.57,20,7,7,,40041,Bacterial extracellular solute-binding protein
147,135289,ETNP_160m_PROKKA_05108,102.57,20,7,7,,40041,Bacterial extracellular solute-binding protein
147,135290,ETNP_140m_PROKKA_93610,102.57,20,7,7,,40041,Bacterial extracellular solute-binding protein
155,135291,ETNP14_120mab_PROKKA_90767,102.19,31,5,0,,14361,General L-amino acid-binding periplasmic protein AapJ precursor
266,135267,ETNP14_68maa_PROKKA_16814,101.80,4,4,1,,142252,Respiratory nitrate reductase 1 alpha chain
254,135274,ETNP14_120maa_PROKKA_38683,101.46,4,4,0,,142443,Respiratory nitrate reductase 1 alpha chain
80,205345,ETNP_300m_PROKKA_26564,101.19,26,11,3,,40598,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
159,107346,NP_300m_PROKKA_45804,101.09,85,7,0,,6378,hypothetical protein
132,107218,ETNP_120m_particle_PROKKA_72442,100.96,17,6,5,,34812,NMT1/THI5 like protein
129,1122,NP_300m_PROKKA_21694,100.62,18,6,1,,34459,Putative aliphatic sulfonates-binding protein precursor
215,107253,NP_85m_PROKKA_10662,100.53,13,4,2,,40095,Bacterial extracellular solute-binding protein
215,107254,NP_100m_PROKKA_06649,100.53,13,4,2,,40141,Bacterial extracellular solute-binding protein
156,108028,NP_300m_PROKKA_06057,100.25,24,4,4,,23421,Rhodanese-like domain protein
156,108029,ETNP_120m_particle_PROKKA_202758,100.25,24,4,4,,23421,Rhodanese-like domain protein
156,108030,ETNP_300m_PROKKA_95801,100.25,24,4,4,,23421,Rhodanese-like domain protein
156,108031,ETNP_180m_PROKKA_60051,100.25,24,4,4,,23421,Rhodanese-like domain protein
156,108032,ETNP_120m_PROKKA_162168,100.25,24,4,4,,23421,Rhodanese-like domain protein
156,108033,ETNP_160m_PROKKA_75611,100.25,24,4,4,,23421,Rhodanese-like domain protein
70,118973,ETNP14_120maa_PROKKA_115246,99.94,45,9,0,,10276,Alpha-keto acid-binding periplasmic protein TakP precursor
280,1272,ETNP_110m_PROKKA_21843,99.57,13,4,4,,39676,Bacterial extracellular solute-binding protein
280,1273,NP_125m_PROKKA_06923,99.57,13,4,4,,39676,Bacterial extracellular solute-binding protein
280,1276,NP_300m_PROKKA_14486,99.57,13,4,4,,39676,Bacterial extracellular solute-binding protein
280,1277,NP_85m_PROKKA_10440,99.57,13,4,4,,39676,Bacterial extracellular solute-binding protein
280,1274,NP_100m_PROKKA_07350,99.57,13,4,4,,39672,Bacterial extracellular solute-binding protein
280,1275,ETNP_100m_PROKKA_85620,99.57,13,4,4,,39676,Bacterial extracellular solute-binding protein
280,1278,ETNP14_120maa_PROKKA_29432,99.57,13,4,4,,39676,Bacterial extracellular solute-binding protein
78,107232,ETNP_120m_PROKKA_24459,99.50,18,7,2,,39368,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
78,107233,ETNP_160m_PROKKA_188359,99.50,18,7,2,,39393,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
146,119257,ETNP_300m_PROKKA_73002,99.43,22,7,7,,35279,Periplasmic dipeptide transport protein precursor
146,119131,ETNP_120m_PROKKA_164604,99.43,14,7,7,,57649,Periplasmic dipeptide transport protein precursor
146,119132,NP_300m_PROKKA_03566,99.43,14,7,7,,57649,Periplasmic dipeptide transport protein precursor
146,119133,ETNP_140m_PROKKA_128292,99.43,14,7,7,,57649,Periplasmic dipeptide transport protein precursor
146,119134,ETNP_180m_PROKKA_192696,99.43,14,7,7,,57649,Periplasmic dipeptide transport protein precursor
146,119135,ETNP_160m_PROKKA_63379,99.43,14,7,7,,57649,Periplasmic dipeptide transport protein precursor
146,119136,NP_100m_PROKKA_09173,99.43,14,7,7,,57649,Periplasmic dipeptide transport protein precursor
239,118948,ETNP_150m_particle_PROKKA_05466,99.33,15,5,5,,45158,Phenoxybenzoate dioxygenase subunit alpha
239,118949,ETNP_110m_PROKKA_22939,99.33,15,5,5,,45172,Phenoxybenzoate dioxygenase subunit alpha
239,118950,ETNP_100m_PROKKA_77466,99.33,15,5,5,,45171,Phenoxybenzoate dioxygenase subunit alpha
239,118951,NP_85m_PROKKA_09218,99.33,15,5,5,,45171,Phenoxybenzoate dioxygenase subunit alpha
239,118952,ETNP_140m_PROKKA_125561,99.33,15,5,5,,45172,Phenoxybenzoate dioxygenase subunit alpha
239,118953,NP_100m_PROKKA_00331,99.33,15,5,5,,45172,Phenoxybenzoate dioxygenase subunit alpha
141,1730,ETNP_110m_PROKKA_42220,99.14,14,7,2,,33245,hypothetical protein
224,119114,KHE93198,99.02,7,5,1,,75635,hydrazine synthase BC subunit Candidatus Scalindua brodae
