Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja05-20170410,Area etnp-ja05-20170410,#Peptides,#Unique,#Spec etnp-ja05-20170410,PTM,Avg. Mass,Description
23,25420,ETNP14_120maa_PROKKA_106485,206.23,49,49,,51,0,70,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Pyro-glu from Q; Sodium adduct,31627,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
10,43600,NP_100m_PROKKA_09018,205.26,63,63,,63,0,91,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(KR); Formylation; 3 more,31289,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
15,43606,ETNP_140m_PROKKA_69877,204.17,39,39,,55,0,82,Oxidation (M); Deamidation (NQ); Formylation; Dethiomethyl; Pyro-glu from Q; Sodium adduct,35015,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
20,43644,ETNP14_120maa_PROKKA_147628,203.40,44,44,,50,0,74,Oxidation (M); Deamidation (NQ); Formylation; Pyro-glu from Q; Sodium adduct; Tryptophan oxidation to kynurenin,39385,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
14,43648,ETNP_180m_PROKKA_32538,201.59,46,46,,59,0,87,Oxidation (M); Deamidation (NQ); Formylation; Dethiomethyl; Pyro-glu from Q; 2 more,39779,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
17,43649,ETNP_120m_free_PROKKA_239923,201.50,36,36,,53,0,82,Oxidation (M); Deamidation (NQ); Methylation(KR); Formylation; Dethiomethyl; 4 more,39559,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
21,43626,ETNP_100m_PROKKA_87174,199.33,43,43,,49,0,70,Oxidation (M); Deamidation (NQ); Methylation(KR); Formylation; Dethiomethyl; 2 more,24182,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
26,25295,NP_300m_PROKKA_06204,149.80,27,27,1.53E7,8,6,18,Carbamidomethylation; Deamidation (NQ); Dethiomethyl; Sodium adduct,39385,Bacterial extracellular solute-binding protein
26,25296,ETNP_120m_particle_PROKKA_168206,149.80,27,27,1.53E7,8,6,18,Carbamidomethylation; Deamidation (NQ); Dethiomethyl; Sodium adduct,39375,Bacterial extracellular solute-binding protein
26,25297,ETNP_120m_PROKKA_307121,149.80,27,27,1.53E7,8,6,18,Carbamidomethylation; Deamidation (NQ); Dethiomethyl; Sodium adduct,39385,Bacterial extracellular solute-binding protein
26,25298,ETNP_140m_PROKKA_80561,149.80,27,27,1.53E7,8,6,18,Carbamidomethylation; Deamidation (NQ); Dethiomethyl; Sodium adduct,39385,Bacterial extracellular solute-binding protein
30,2370,ETNP_160m_PROKKA_166020,134.93,31,31,8.41E5,12,2,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36178,General L-amino acid-binding periplasmic protein AapJ precursor
30,2373,NP_300m_PROKKA_18661,134.93,31,31,8.41E5,12,2,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36188,General L-amino acid-binding periplasmic protein AapJ precursor
30,2375,ETNP_120m_PROKKA_139021,134.93,31,31,8.41E5,12,2,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36178,General L-amino acid-binding periplasmic protein AapJ precursor
30,2376,ETNP_140m_PROKKA_149386,134.93,31,31,8.41E5,12,2,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36178,General L-amino acid-binding periplasmic protein AapJ precursor
30,2379,ETNP_300m_PROKKA_73574,134.93,31,31,8.41E5,12,2,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36178,General L-amino acid-binding periplasmic protein AapJ precursor
30,2380,ETNP_180m_PROKKA_37417,134.93,31,31,8.41E5,12,2,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36178,General L-amino acid-binding periplasmic protein AapJ precursor
30,2368,ETNP_120m_free_PROKKA_233640,134.93,35,35,8.41E5,12,2,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),32337,General L-amino acid-binding periplasmic protein AapJ precursor
25,43740,ETNP14_120maa_PROKKA_108374,133.44,37,37,5.98E6,27,14,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Carboxylation (DKW); Dethiomethyl; 3 more,40014,Alpha-keto acid-binding periplasmic protein TakP precursor
25,43741,NP_300m_PROKKA_20973,133.44,37,37,5.98E6,27,14,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Carboxylation (DKW); Dethiomethyl; 3 more,40155,Alpha-keto acid-binding periplasmic protein TakP precursor
31,2371,ETNP_140m_PROKKA_10452,129.19,33,33,2.14E6,11,3,18,Carbamidomethylation; Pyro-glu from Q; Hexose (NSY); Acetylation (N-term),36148,General L-amino acid-binding periplasmic protein AapJ precursor
31,2372,ETNP_160m_PROKKA_119323,129.19,33,33,2.14E6,11,3,18,Carbamidomethylation; Pyro-glu from Q; Hexose (NSY); Acetylation (N-term),36148,General L-amino acid-binding periplasmic protein AapJ precursor
31,2374,NP_300m_PROKKA_13658,129.19,33,33,2.14E6,11,3,18,Carbamidomethylation; Pyro-glu from Q; Hexose (NSY); Acetylation (N-term),36148,General L-amino acid-binding periplasmic protein AapJ precursor
31,2377,ETNP_300m_PROKKA_105808,129.19,33,33,2.14E6,11,3,18,Carbamidomethylation; Pyro-glu from Q; Hexose (NSY); Acetylation (N-term),36148,General L-amino acid-binding periplasmic protein AapJ precursor
31,2378,ETNP_180m_PROKKA_126275,129.19,33,33,2.14E6,11,3,18,Carbamidomethylation; Pyro-glu from Q; Hexose (NSY); Acetylation (N-term),36148,General L-amino acid-binding periplasmic protein AapJ precursor
31,2381,ETNP_120m_PROKKA_168017,129.19,33,33,2.14E6,11,3,18,Carbamidomethylation; Pyro-glu from Q; Hexose (NSY); Acetylation (N-term),36148,General L-amino acid-binding periplasmic protein AapJ precursor
31,2369,ETNP_120m_free_PROKKA_225216,129.19,37,37,2.14E6,11,3,18,Carbamidomethylation; Pyro-glu from Q; Hexose (NSY); Acetylation (N-term),32779,General L-amino acid-binding periplasmic protein AapJ precursor
32,25431,NP_300m_PROKKA_05383,129.14,33,33,3.65E6,11,3,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36427,General L-amino acid-binding periplasmic protein AapJ precursor
32,25432,ETNP14_120maa_PROKKA_113527,129.14,33,33,3.65E6,11,3,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36427,General L-amino acid-binding periplasmic protein AapJ precursor
32,43710,ETNP_120m_PROKKA_05595,129.14,33,33,3.65E6,11,3,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36427,General L-amino acid-binding periplasmic protein AapJ precursor
32,43711,ETNP_160m_PROKKA_33848,129.14,33,33,3.65E6,11,3,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36427,General L-amino acid-binding periplasmic protein AapJ precursor
32,43712,ETNP_140m_PROKKA_123038,129.14,33,33,3.65E6,11,3,19,Carbamidomethylation; Hexose (NSY); Acetylation (N-term),36427,General L-amino acid-binding periplasmic protein AapJ precursor
39,25856,NP_300m_PROKKA_19608,128.54,24,24,3.4E6,6,4,12,Carbamidomethylation; Deamidation (NQ); Dethiomethyl; Sodium adduct,39249,Bacterial extracellular solute-binding protein
24,274,NP_100m_PROKKA_12960,126.27,43,43,1.64E6,21,1,30,Carbamidomethylation; Dehydration (C@N-term); Pyro-glu from Q,35769,General L-amino acid-binding periplasmic protein AapJ precursor
28,105,ETNP14_120maa_PROKKA_66447,115.60,33,33,,17,0,25,Carbamidomethylation; Dehydration (C@N-term),37413,General L-amino acid-binding periplasmic protein AapJ precursor
28,67,ETNP14_120maa_PROKKA_111366,112.41,28,28,,14,0,22,Carbamidomethylation; Dehydration (C@N-term),37337,General L-amino acid-binding periplasmic protein AapJ precursor
33,43917,NP_85m_PROKKA_02682,113.67,32,32,4.16E6,21,10,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
33,43918,NP_125m_PROKKA_00202,113.67,32,32,4.16E6,21,10,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
33,43919,NP_100m_PROKKA_00367,113.67,32,32,4.16E6,21,10,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
33,60859,ETNP_120m_particle_PROKKA_184419,113.67,32,32,4.16E6,21,10,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
33,60860,ETNP14_120maa_PROKKA_07471,113.67,32,32,4.16E6,21,10,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
33,60861,ETNP_110m_PROKKA_38395,113.67,32,32,4.16E6,21,10,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
33,60862,ETNP_100m_particle_PROKKA_40531,113.67,32,32,4.16E6,21,10,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
27,251,ETNP14_68maa_PROKKA_99193,108.02,35,35,,18,0,25,Carbamidomethylation,37467,General L-amino acid-binding periplasmic protein AapJ precursor
47,43673,NP_300m_PROKKA_05831,104.33,25,25,2.41E6,8,6,9,Carbamidomethylation; Oxidation (M),39400,Leu/Ile/Val/Thr-binding protein precursor
29,188,NP_85m_PROKKA_09530,104.03,34,34,,18,0,24,Carbamidomethylation,36415,General L-amino acid-binding periplasmic protein AapJ precursor
43,25240,NP_300m_PROKKA_08503,102.87,17,17,3.61E7,6,5,12,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
43,25241,ETNP_120m_PROKKA_310245,102.87,17,17,3.61E7,6,5,12,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
43,25242,ETNP_120m_particle_PROKKA_108393,105.57,17,17,3.61E7,7,6,13,Mutation,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
43,25243,ETNP_110m_PROKKA_29371,105.57,17,17,3.61E7,7,6,13,Mutation,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
42,26388,ETNP_120m_free_PROKKA_24898,102.71,18,18,1.86E6,10,5,12,Dihydroxy,38564,Alpha-keto acid-binding periplasmic protein TakP precursor
45,43771,ETNP14_68maa_PROKKA_27470,102.09,25,25,1.44E4,11,1,12,Oxidation (M); Mutation,38974,Alpha-keto acid-binding periplasmic protein TakP precursor
44,78914,ETNP_120m_free_PROKKA_72733,100.99,17,17,,12,0,14,Oxidation (M),39902,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
34,340,ETNP14_68maa_PROKKA_79872,100.88,37,37,,14,0,20,Carbamidomethylation,32890,General L-amino acid-binding periplasmic protein AapJ precursor
50,44129,NP_85m_PROKKA_07022,98.48,20,20,2.23E6,8,4,9,Oxidation (M),38817,Alpha-keto acid-binding periplasmic protein TakP precursor
38,299,ETNP_150m_particle_PROKKA_41519,97.88,40,40,,13,0,19,Carbamidomethylation,22939,General L-amino acid-binding periplasmic protein AapJ precursor
58,28754,ETNP_110m_PROKKA_49243,97.28,19,19,4.37E6,9,9,10,Carbamidomethylation; Oxidation (M),47623,Aliphatic amidase expression-regulating protein
58,28756,NP_125m_PROKKA_07093,97.28,18,18,4.37E6,9,9,10,Carbamidomethylation; Oxidation (M),50268,Aliphatic amidase expression-regulating protein
58,28755,NP_100m_PROKKA_08459,97.28,18,18,4.37E6,9,9,10,Carbamidomethylation; Oxidation (M),50268,Aliphatic amidase expression-regulating protein
41,43775,ETNP_110m_PROKKA_40671,95.93,35,35,,11,0,15,Carbamidomethylation,16730,Alpha-keto acid-binding periplasmic protein TakP precursor
75,25244,WP_053820550,94.70,20,20,1.79E6,4,4,6,Carbamidomethylation,39362,hypothetical protein Candidatus Thioglobus singularis
37,24986,ETNP_120m_particle_PROKKA_90527,93.87,27,27,,14,0,20,Carbamidomethylation,36943,General L-amino acid-binding periplasmic protein AapJ precursor
46,61109,ETNP_180m_PROKKA_127487,92.92,9,9,3.97E5,13,1,14,Acetylation (TSCYH),45442,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
46,61110,ETNP_160m_PROKKA_164204,92.92,9,9,3.97E5,13,1,14,Acetylation (TSCYH),45442,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
46,61111,ETNP_120m_PROKKA_92301,92.92,9,9,3.97E5,13,1,14,Acetylation (TSCYH),45442,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
46,61112,ETNP_140m_PROKKA_33697,92.92,9,9,3.97E5,13,1,14,Acetylation (TSCYH),45411,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
36,313,ETNP14_120maa_PROKKA_142729,92.82,41,41,,13,0,20,Carbamidomethylation,22916,General L-amino acid-binding periplasmic protein AapJ precursor
108,60846,ETNP_110m_PROKKA_39770,91.36,37,37,2.11E6,6,6,6,,16208,Phasin protein
108,60848,ETNP_120m_particle_PROKKA_230148,91.36,28,28,2.11E6,6,6,6,,22375,Phasin protein
108,60847,NP_300m_PROKKA_12723,91.36,28,28,2.11E6,6,6,6,,22261,Phasin protein
108,60850,ETNP_100m_particle_PROKKA_23965,88.66,25,25,1.64E6,5,5,5,,18698,Phasin protein
108,60851,ETNP_100m_PROKKA_57765,88.66,21,21,1.64E6,5,5,5,,22378,Phasin protein
108,60855,ETNP14_68maa_PROKKA_110192,88.66,21,21,1.64E6,5,5,5,,22424,Phasin protein
68,25106,ETNP_120m_PROKKA_262541,90.86,12,12,,4,0,7,,39611,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
78,25541,ETNP_180m_PROKKA_188109,87.74,11,11,3.51E5,4,1,5,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
78,25542,ETNP_300m_PROKKA_143254,87.74,11,11,3.51E5,4,1,5,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
78,25543,ETNP_160m_PROKKA_43723,87.74,11,11,3.51E5,4,1,5,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
35,78940,ETNP_120m_PROKKA_74045,87.17,3,3,1.67E4,7,1,17,Sodium adduct; Acetylation (N-term); Mutation,95957,Chaperone protein ClpB
35,1572,NP_300m_PROKKA_06052,84.70,3,3,1.67E4,6,1,16,Sodium adduct; Acetylation (N-term),96223,Chaperone protein ClpB
35,25928,ETNP_120m_particle_PROKKA_202762,84.70,3,3,1.67E4,6,1,16,Sodium adduct; Acetylation (N-term),96281,Chaperone protein ClpB
54,25932,NP_300m_PROKKA_10490,86.82,44,44,8.27E5,8,1,13,,8047,hypothetical protein
54,60931,ETNP_110m_PROKKA_49452,86.82,44,44,8.27E5,8,1,13,,8047,hypothetical protein
54,60932,ETNP_100m_particle_PROKKA_44805,86.82,44,44,8.27E5,8,1,13,,8047,hypothetical protein
54,60933,ETNP14_120maa_PROKKA_47014,86.82,44,44,8.27E5,8,1,13,,8047,hypothetical protein
126,43652,NP_300m_PROKKA_06057,86.18,23,23,2.21E6,5,3,5,,23421,Rhodanese-like domain protein
126,43653,ETNP_120m_particle_PROKKA_202758,86.18,23,23,2.21E6,5,3,5,,23421,Rhodanese-like domain protein
126,43654,ETNP_300m_PROKKA_95801,86.18,23,23,2.21E6,5,3,5,,23421,Rhodanese-like domain protein
126,43655,ETNP_180m_PROKKA_60051,86.18,23,23,2.21E6,5,3,5,,23421,Rhodanese-like domain protein
126,43656,ETNP_120m_PROKKA_162168,86.18,23,23,2.21E6,5,3,5,,23421,Rhodanese-like domain protein
126,43657,ETNP_160m_PROKKA_75611,86.18,23,23,2.21E6,5,3,5,,23421,Rhodanese-like domain protein
103,25685,ETNP_300m_PROKKA_41812,86.14,12,12,1.63E6,4,3,4,,37108,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
103,25686,ETNP_120m_PROKKA_84682,86.14,11,11,1.63E6,4,3,4,,39818,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
59,60854,ETNP_180m_PROKKA_117948,85.58,6,6,1.19E6,10,4,10,,113871,Respiratory nitrate reductase 1 alpha chain
117,43667,ETNP14_120maa_PROKKA_184116,84.87,14,14,5.51E5,5,3,5,Carbamidomethylation; Deamidation (NQ),37084,General L-amino acid-binding periplasmic protein AapJ precursor
117,43668,ETNP_160m_PROKKA_72896,84.87,14,14,5.51E5,5,3,5,Carbamidomethylation; Deamidation (NQ),37084,General L-amino acid-binding periplasmic protein AapJ precursor
117,43669,ETNP_180m_PROKKA_176133,84.87,14,14,5.51E5,5,3,5,Carbamidomethylation; Deamidation (NQ),37084,General L-amino acid-binding periplasmic protein AapJ precursor
109,25863,NP_85m_PROKKA_09331,83.88,11,11,1.38E6,5,1,5,Oxidation (M),40252,Bacterial extracellular solute-binding protein
109,25864,ETNP14_68maa_PROKKA_113506,83.88,11,11,1.38E6,5,1,5,Oxidation (M),40252,Bacterial extracellular solute-binding protein
109,25865,NP_300m_PROKKA_27730,83.88,11,11,1.38E6,5,1,5,Oxidation (M),40252,Bacterial extracellular solute-binding protein
49,26630,NP_300m_PROKKA_25062,83.44,23,23,1.76E6,8,5,10,,35624,General L-amino acid-binding periplasmic protein AapJ precursor
48,43700,NP_85m_PROKKA_11169,83.17,21,21,0E0,13,1,14,Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
48,43701,NP_100m_PROKKA_06558,83.17,21,21,0E0,13,1,14,Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
48,43702,NP_300m_PROKKA_11637,83.17,21,21,0E0,13,1,14,Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
48,43703,ETNP_110m_PROKKA_31734,83.17,21,21,0E0,13,1,14,Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
83,26102,ETNP_180m_PROKKA_61735,82.13,13,13,2.11E6,3,3,5,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
83,26103,ETNP_120m_PROKKA_150239,82.13,13,13,2.11E6,3,3,5,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
83,26104,NP_300m_PROKKA_22777,82.13,13,13,2.11E6,3,3,5,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
83,26105,ETNP_300m_PROKKA_25221,82.13,13,13,2.11E6,3,3,5,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
83,26106,ETNP_160m_PROKKA_158752,82.13,13,13,2.11E6,3,3,5,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
83,26101,ETNP_120m_free_PROKKA_182392,82.13,14,14,2.11E6,3,3,5,Carbamidomethylation,34119,glycine betaine transporter periplasmic subunit
55,152,XP_003082284,81.53,11,11,9.22E6,9,9,9,,50099,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
55,132,XP_003062500,81.53,11,11,9.22E6,9,9,9,,49730,alpha tubulin  Micromonas pusilla CCMP1545
55,133,XP_003058621,81.53,11,11,9.22E6,9,9,9,,49730,alpha tubulin  Micromonas pusilla CCMP1545
55,151,XP_003080933,81.53,10,10,9.22E6,9,9,9,,52460,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
57,1277,NP_300m_PROKKA_14803,81.46,17,17,1.79E5,8,2,8,Carbamidomethylation,57679,60 kDa chaperonin
57,1279,ETNP_160m_PROKKA_52423,81.46,17,17,1.79E5,8,2,8,Carbamidomethylation,57723,60 kDa chaperonin
57,25131,ETNP_120m_particle_PROKKA_189924,81.46,17,17,1.79E5,8,2,8,Carbamidomethylation,57693,60 kDa chaperonin
62,25929,NP_100m_PROKKA_01222,81.44,44,44,,8,0,11,,8063,hypothetical protein
62,25930,NP_125m_PROKKA_01968,81.44,44,44,,8,0,11,,8063,hypothetical protein
62,25931,NP_85m_PROKKA_01237,81.44,44,44,,8,0,11,,8063,hypothetical protein
62,43860,ETNP_120m_particle_PROKKA_191857,81.44,44,44,,8,0,11,,8063,hypothetical protein
62,43861,ETNP_140m_PROKKA_40080,81.44,44,44,,8,0,11,,8063,hypothetical protein
52,43915,ETNP_300m_PROKKA_180110,80.94,68,68,5.49E6,6,2,9,Deamidation (NQ),7330,Cold shock protein CspA
51,60963,ETNP_150m_particle_PROKKA_20236,80.87,7,7,1.85E5,10,1,12,,143052,Respiratory nitrate reductase 1 alpha chain
51,60964,ETNP_180m_PROKKA_86331,80.87,7,7,1.85E5,10,1,12,,143052,Respiratory nitrate reductase 1 alpha chain
53,43792,ETNP_140m_PROKKA_160529,80.75,18,18,,8,0,10,,24139,Alpha-keto acid-binding periplasmic protein TakP precursor
53,43793,ETNP_300m_PROKKA_19830,80.75,18,18,,8,0,10,,24139,Alpha-keto acid-binding periplasmic protein TakP precursor
53,43688,ETNP_120m_free_PROKKA_61385,80.75,10,10,,8,0,10,,39404,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
53,43689,ETNP_120m_PROKKA_306054,80.75,10,10,,8,0,10,,39404,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
64,43670,ETNP_120m_PROKKA_329256,80.35,52,52,6.21E5,7,2,10,,8124,hypothetical protein
64,43671,ETNP_140m_PROKKA_104925,80.35,52,52,6.21E5,7,2,10,,8124,hypothetical protein
64,25344,ETNP14_120mac_PROKKA_80060,77.44,37,37,2.67E5,6,1,9,,8094,hypothetical protein
64,25345,ETNP14_120mac_PROKKA_51870,77.44,37,37,2.67E5,6,1,9,,8094,hypothetical protein
64,25346,ETNP14_68mB_PROKKA_134606,77.44,37,37,2.67E5,6,1,9,,8094,hypothetical protein
64,78912,ETNP_100m_PROKKA_25493,77.44,37,37,2.67E5,6,1,9,,8094,hypothetical protein
64,25347,ETNP14_68mB_PROKKA_120371,77.44,37,37,2.67E5,6,1,9,,8072,hypothetical protein
64,25348,ETNP14_120maa_PROKKA_95463,77.44,37,37,2.67E5,6,1,9,,8072,hypothetical protein
63,25867,ETNP14_120maa_PROKKA_43910,80.32,37,37,3.3E5,6,1,10,Deamidation (NQ); Methylation(KR),8121,hypothetical protein
111,944,ETNP14_120maa_PROKKA_94170,80.21,10,10,5.85E5,6,3,6,Oxidation (M); Deamidation (NQ); Carboxylation (DKW),58560,60 kDa chaperonin 5
111,945,NP_300m_PROKKA_21952,77.56,8,8,5.85E5,5,2,5,Oxidation (M); Deamidation (NQ),58375,60 kDa chaperonin 5
111,926,NP_85m_PROKKA_19329,74.48,9,9,5.85E5,4,2,4,Oxidation (M),46472,60 kDa chaperonin 5
111,903,ETNP14_68maa_PROKKA_132262,74.48,7,7,5.85E5,4,2,4,Oxidation (M),58448,60 kDa chaperonin 5
111,514,ETNP14_120maa_PROKKA_154053,69.97,7,7,4.59E5,3,1,3,,46605,60 kDa chaperonin 1
74,25072,ETNP_120m_PROKKA_317269,79.70,15,15,2.21E4,7,1,7,,57580,60 kDa chaperonin
61,61089,ETNP_300m_PROKKA_117146,79.28,22,22,5.94E6,9,9,10,,39758,Copper-containing nitrite reductase precursor
79,43617,ETNP_300m_PROKKA_184521,78.11,10,10,3.48E6,6,6,6,,67558,Methanol dehydrogenase [cytochrome c] subunit 1
79,43618,NP_300m_PROKKA_11083,78.11,9,9,3.48E6,6,6,6,,71720,Methanol dehydrogenase [cytochrome c] subunit 1 precursor
