Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 378,Area 378,#Peptides,#Unique,#Spec 378,PTM,Avg. Mass,Description
13,474,ACB22614.1,45.06,6,6,2.86E5,3,1,3,,51816,ATP synthase F1  beta subunit [Methylobacterium radiotolerans JCM 2831]
17,77,XP_002180656,43.15,5,5,1.22E5,3,1,3,,49747,predicted protein  Phaeodactylum tricornutum CCAP 1055
18,97506,XP_003064340,40.44,6,6,1.17E6,3,3,3,,29850,predicted protein  Micromonas pusilla CCMP1545
20,327516,ETNP_160,37.07,7,7,1.36E6,2,1,2,,29457,Enolase
20,327519,KHE92799,37.07,5,5,1.36E6,2,1,2,,46244,enolase Candidatus Scalindua brodae
20,327520,ETNP_70,37.07,5,5,1.36E6,2,1,2,,46266,Enolase
20,327521,ETNP_90,37.07,5,5,1.36E6,2,1,2,,46264,Enolase
20,327525,ETNP_140,37.07,20,20,1.36E6,2,1,2,,10692,Enolase
20,290910,ETNP_120,37.07,5,5,1.36E6,2,1,2,,44903,Enolase
20,327526,ETNP_110,37.07,5,5,1.36E6,2,1,2,,45953,Enolase
20,327527,NP_100,37.07,5,5,1.36E6,2,1,2,,45941,Enolase
20,327528,NP_85,37.07,5,5,1.36E6,2,1,2,,45925,Enolase
20,327529,WP_013110858.1,37.07,5,5,1.36E6,2,1,2,,45561,phosphopyruvate hydratase [Planctopirus limnophila]
20,327530,ABQ66814.1,37.07,5,5,1.36E6,2,1,2,,45220,enolase [Sphingomonas wittichii RW1]
23,327524,ETNP_90,37.03,4,4,8.12E5,2,2,2,,44447,hypothetical protein
22,165572,XP_003080534,36.89,1,1,1.35E6,2,2,2,,127722,chloroplast inner envelope protein-related ISS  Ostreococcus tauri
105,1933,XP_003078664,36.63,11,11,1.51E5,1,1,1,,13574,Putative 40S ribosomal protein; contains C-terminal domain ISS  Ostreococcus tauri
105,1902,XP_003057685,36.63,6,6,1.51E5,1,1,1,,25825,predicted protein  Micromonas pusilla CCMP1545
46,1327,WP_007278549,34.74,4,4,3.52E5,1,1,1,,35265,glyceraldehyde-3-phosphate dehydrogenase Lentisphaera araneosa
46,1313,ACL73965.1,34.74,4,4,3.52E5,1,1,1,,35721,Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [Thioalkalivibrio sulfidiphilus HL-EbGr7]
46,2131,ETNP_300,34.74,8,8,3.52E5,1,1,1,,17193,Glyceraldehyde-3-phosphate dehydrogenase A
46,2130,ETNP_160,34.74,8,8,3.52E5,1,1,1,,17193,Glyceraldehyde-3-phosphate dehydrogenase A
46,2132,ETNP_100,34.74,8,8,3.52E5,1,1,1,,18574,Glyceraldehyde-3-phosphate dehydrogenase A
46,2133,ETNP_180,34.74,6,6,3.52E5,1,1,1,,21904,Glyceraldehyde-3-phosphate dehydrogenase A
46,2134,NP_100,34.74,5,5,3.52E5,1,1,1,,26123,Glyceraldehyde-3-phosphate dehydrogenase A
46,2135,ETNP_120,34.74,4,4,3.52E5,1,1,1,,34604,Glyceraldehyde-3-phosphate dehydrogenase A
46,1363,NP_85,34.74,4,4,3.52E5,1,1,1,,36205,Glyceraldehyde-3-phosphate dehydrogenase A
46,1359,ETNP_140,34.74,4,4,3.52E5,1,1,1,,36205,Glyceraldehyde-3-phosphate dehydrogenase A
46,1361,ETNP14_120,34.74,4,4,3.52E5,1,1,1,,36219,Glyceraldehyde-3-phosphate dehydrogenase A
46,1364,NP_125,34.74,4,4,3.52E5,1,1,1,,36218,Glyceraldehyde-3-phosphate dehydrogenase A
46,1360,ETNP_120,34.74,4,4,3.52E5,1,1,1,,36205,Glyceraldehyde-3-phosphate dehydrogenase A
46,1362,NP_300,34.74,4,4,3.52E5,1,1,1,,36219,Glyceraldehyde-3-phosphate dehydrogenase A
46,2193,WP_006170879,34.74,4,4,3.52E5,1,1,1,,35148,glyceraldehyde-3-phosphate dehydrogenase Synechococcus sp WH 5701
12,2684,WP_011468527.1,33.66,0,0,2.13E5,3,3,3,,1568065,hypothetical protein [Saccharophagus degradans]
19,779,XP_002181593,31.53,4,4,8.6E5,2,2,2,,48056,predicted protein  Phaeodactylum tricornutum CCAP 1055
19,780,XP_002186303,31.53,4,4,8.6E5,2,2,2,,48082,translation elongation factor EF-1 alpha subunit  Phaeodactylum tricornutum CCAP 1055
106,327535,ETNP_120,31.48,18,18,1.74E5,1,1,1,,6377,hypothetical protein
106,327536,ETNP_120,31.48,3,3,1.74E5,1,1,1,,34366,hypothetical protein
106,327537,ETNP_100,31.48,3,3,1.74E5,1,1,1,,34366,hypothetical protein
107,2470,ETNP_120,30.74,3,3,9.72E5,1,1,1,,34544,tRNA pseudouridine synthase B
67,327540,ETNP_90,30.16,4,4,0E0,1,1,1,,18857,hypothetical protein
24,42992,WP_015350353,30.04,4,4,6.08E5,2,2,2,Oxidation (M),56918,phytoene dehydrogenase Myxococcus stipitatus
108,165622,ETNP_120,29.62,6,6,2.7E6,1,1,1,,15590,hypothetical protein
109,10,XP_003058519,29.09,7,7,9.61E4,1,1,1,,12701,predicted protein  Micromonas pusilla CCMP1545
109,9,XP_003062035,29.09,7,7,9.61E4,1,1,1,,12701,predicted protein  Micromonas pusilla CCMP1545
109,11,XP_003055512,29.09,7,7,9.61E4,1,1,1,,12701,histone H2B  Micromonas pusilla CCMP1545
109,75,ETNP_70,29.09,7,7,9.61E4,1,1,1,,13147,Core histone H2A/H2B/H3/H4
109,74,ETNP_90,29.09,7,7,9.61E4,1,1,1,,13120,Core histone H2A/H2B/H3/H4
109,13,ETNP_70,29.09,7,7,9.61E4,1,1,1,,13742,Core histone H2A/H2B/H3/H4
109,12,XP_003080759,29.09,6,6,9.61E4,1,1,1,,13731,histone H2B ISS  Ostreococcus tauri
109,14,XP_003082252,29.09,6,6,9.61E4,1,1,1,,15314,histone H2B ISS  Ostreococcus tauri
109,15,ETNP_70,29.09,5,5,9.61E4,1,1,1,,16840,Core histone H2A/H2B/H3/H4
110,327543,ABS63127.1,28.27,1,1,0E0,1,1,1,,80298,catalase/peroxidase HPI [Parvibaculum lavamentivorans DS-1]
31,287635,WP_015440837,27.82,0,0,2.82E6,1,1,1,,516984,hypothetical protein Ilumatobacter coccineus
111,327544,ETNP14_68,27.78,8,8,9.12E4,1,1,1,,11873,hypothetical protein
111,327545,ETNP_90,27.78,8,8,9.12E4,1,1,1,,11920,hypothetical protein
25,327546,ETNP_100,27.69,15,15,0E0,1,1,2,,6367,ATP synthase subunit a
25,327547,ETNP_160,27.69,7,7,0E0,1,1,2,,13915,ATP synthase subunit a
25,327548,ETNP_120,27.69,5,5,0E0,1,1,2,,18989,ATP synthase subunit a
25,327549,ETNP_160,27.69,4,4,0E0,1,1,2,,20207,ATP synthase subunit a
25,327550,ETNP_180,27.69,4,4,0E0,1,1,2,,20629,ATP synthase subunit a
25,327551,KKU19936,27.69,3,3,0E0,1,1,2,,29267,ATP synthase subunit a Candidatus Saccharibacteria bacterium GW2011_GWA2_46_10
25,327552,ETNP_180,27.69,3,3,0E0,1,1,2,,31238,ATP synthase subunit a
25,327553,ETNP_120,27.69,3,3,0E0,1,1,2,,31238,ATP synthase subunit a
25,327554,ETNP_150,27.69,3,3,0E0,1,1,2,,31238,ATP synthase subunit a
25,327555,WP_013263767,27.69,3,3,0E0,1,1,2,,31736,F0F1 ATP synthase subunit A gamma proteobacterium HdN1
25,327556,ETNP_120,27.69,3,3,0E0,1,1,2,,31712,ATP synthase subunit a
112,165601,ETNP_120,27.27,4,4,4.91E5,1,1,1,,21999,2-amino-4-deoxychorismate dehydrogenase
113,327558,ETNP14_120,26.97,3,3,1.29E5,1,1,1,,32634,Dihydroorotate dehydrogenase B (NAD(+))  catalytic subunit
114,327559,ETNP_180,26.78,2,2,2.64E2,1,1,1,,44523,Formyl-coenzyme A transferase
114,327560,ETNP_160,26.78,2,2,2.64E2,1,1,1,,44523,Formyl-coenzyme A transferase
64,327538,EAP87294.1,26.50,0,0,4.37E5,1,1,1,,214784,hypothetical protein CA2559_01025 [Croceibacter atlanticus HTCC2559]
117,327565,WP_011371954.1,26.33,1,1,2.83E5,1,1,1,,73981,sulfatase [Sulfurimonas denitrificans]
115,327561,ETNP14_68,26.30,8,8,3.27E5,1,1,1,,13074,hypothetical protein
116,327562,ETNP14_120,26.27,6,6,1.39E5,1,1,1,,14472,hypothetical protein
116,327563,ETNP14_68,26.27,2,2,1.39E5,1,1,1,,38829,spermidine/putrescine ABC transporter periplasmic substrate-binding protein
116,327564,WP_013045632,26.27,2,2,1.39E5,1,1,1,,39448,spermidine putrescine ABC transporter substrate-binding protein Candidatus Puniceispirillum marinum
118,327566,WP_035335360.1,25.99,3,3,1.06E5,1,1,1,,27098,GLPGLI family protein [Dokdonia sp. PRO95]
30,327775,NP_300,25.86,6,6,1.47E5,2,2,2,,32128,Putative short-chain type dehydrogenase/reductase
119,165577,NP_100,25.78,4,4,1.34E6,1,1,1,,26093,hypothetical protein
119,165578,ETNP_110,25.78,4,4,1.34E6,1,1,1,,26044,hypothetical protein
119,165579,ETNP_100,25.78,4,4,1.34E6,1,1,1,,26105,hypothetical protein
63,327534,CAN98622.1,25.43,0,0,6.35E4,1,1,1,,222578,putative membrane protein [Sorangium cellulosum So ce56]
61,261199,WP_041454970,25.36,3,3,5.89E4,1,1,1,,36695,hypothetical protein Anaerolinea thermophila
123,327574,virus_CCADEAMM_15997,25.35,2,2,2.62E4,1,1,1,,39343,hypothetical protein
123,327575,virus_CCADEAMM_17053,25.35,2,2,2.62E4,1,1,1,,39328,hypothetical protein
121,327572,ETNP_90,25.19,9,9,6.16E4,1,1,1,,11061,hypothetical protein
122,327573,ETNP_120,25.11,15,15,1.74E5,1,1,1,,7629,Nitrogen regulatory protein P-II
124,327578,ETNP14_68,25.00,1,1,2.32E4,1,1,1,,116211,Gingipain R2 precursor
125,327579,ETNP14_68,24.99,10,10,3.96E4,1,1,1,,8893,hypothetical protein
126,327580,ETNP_120,24.96,1,1,0E0,1,1,1,,83066,hypothetical protein
128,165580,ETNP_120,24.58,5,5,1.25E5,1,1,1,,18368,hypothetical protein
62,327532,ETNP_120,24.23,3,3,2.9E5,1,1,1,,45286,Glutamate-1-semialdehyde 2 1-aminomutase
129,165597,ETNP14_120,23.66,2,2,1.15E5,1,1,1,,45381,Elongation factor Tu
129,165598,ETNP_120,23.66,2,2,1.15E5,1,1,1,,54592,Elongation factor Tu-B
130,165747,WP_040351739,23.63,2,2,9.61E4,1,1,1,,54645,uroporphyrinogen III methyltransferase  Blastopirellula marina
132,327584,ETNP_90,23.39,10,10,1.75E5,1,1,1,,10407,hypothetical protein
133,327586,ETNP14_68,23.34,5,5,3.81E5,1,1,1,,22227,hypothetical protein
134,327587,ETNP_90,23.28,20,20,8.48E4,1,1,1,,4975,hypothetical protein
134,327588,ETNP14_68,23.28,8,8,8.48E4,1,1,1,,11527,hypothetical protein
134,327589,ETNP_100,23.28,6,6,8.48E4,1,1,1,,14474,hypothetical protein
134,327594,ETNP14_68,23.28,4,4,8.48E4,1,1,1,,24608,hypothetical protein
134,327596,EJK64667,23.28,3,3,8.48E4,1,1,1,,32165,hypothetical protein THAOC_14577  Thalassiosira oceanica
134,327597,ETNP_180,23.28,3,3,8.48E4,1,1,1,,32284,Acetone carboxylase beta subunit
134,327611,ETNP_120,23.28,2,2,8.48E4,1,1,1,,55613,Acetophenone carboxylase gamma subunit
134,327614,ETNP_120,23.28,1,1,8.48E4,1,1,1,,72328,Acetophenone carboxylase gamma subunit
136,327595,WP_014101926,23.17,2,2,0E0,1,1,1,Oxidation (M),44763,hypothetical protein Micavibrio aeruginosavorus
26,327590,NP_300,23.16,5,5,1.76E5,1,1,2,,21392,Thiamine pyrophosphokinase
26,327591,ETNP_160,23.16,5,5,1.76E5,1,1,2,,21408,Thiamine pyrophosphokinase
26,327592,ETNP_300,23.16,5,5,1.76E5,1,1,2,,21392,Thiamine pyrophosphokinase
135,327593,SAR202_JMBHMLPD,23.15,3,3,2.05E5,1,1,1,,32873,Acylamidase
27,218324,ETNP_300,23.08,4,4,3.54E7,1,1,2,,18618,hypothetical protein
137,327598,NP_85,23.05,10,10,6.62E3,1,1,1,,9974,hypothetical protein
137,327599,ETNP_100,23.05,10,10,6.62E3,1,1,1,,9974,hypothetical protein
137,327600,ETNP_90,23.05,10,10,6.62E3,1,1,1,,9974,hypothetical protein
137,327601,ETNP_120,23.05,10,10,6.62E3,1,1,1,,9974,hypothetical protein
137,327602,NP_100,23.05,10,10,6.62E3,1,1,1,,9974,hypothetical protein
137,327603,ETNP14_120,23.05,10,10,6.62E3,1,1,1,,9974,hypothetical protein
137,327604,ETNP_100,23.05,10,10,6.62E3,1,1,1,,9974,hypothetical protein
138,327605,BAJ29716.1,23.03,3,3,2.89E3,1,1,1,,39766,putative DNA polymerase III subunit beta [Kitasatospora setae KM-6054]
142,327609,ETNP_90,22.99,2,2,7.72E4,1,1,1,Oxidation (M),52572,Cyclic pyranopterin monophosphate synthase
142,165744,ETNP_90,22.99,2,2,7.72E4,1,1,1,Oxidation (M),55356,Cyclic pyranopterin monophosphate synthase
142,327610,ETNP14_68,22.99,2,2,7.72E4,1,1,1,Oxidation (M),54986,molybdenum cofactor biosynthesis protein A
140,327607,ETNP_90,22.97,6,6,2.36E5,1,1,1,,26242,Molybdate-binding periplasmic protein precursor
145,327615,ETNP14_120,22.97,2,2,2.98E5,1,1,1,,36428,photosystem I assembly protein Ycf3
145,327616,ETNP14_68,22.97,2,2,2.98E5,1,1,1,,36428,photosystem I assembly protein Ycf3
145,327617,ETNP_100,22.97,2,2,2.98E5,1,1,1,,36428,Photosystem I assembly protein Ycf3
145,327618,ETNP_120,22.97,2,2,2.98E5,1,1,1,,36417,Photosystem I assembly protein Ycf3
141,327608,ETNP_300,22.96,5,5,1.97E5,1,1,1,,22864,T5orf172 domain protein
143,165753,ETNP_120,22.92,11,11,5.15E5,1,1,1,,7645,hypothetical protein
143,165754,ETNP_120,22.92,7,7,5.15E5,1,1,1,,12440,putative 3'-5' exonuclease related to the exonuclease domain of PolB
143,165755,ETNP_300,22.92,7,7,5.15E5,1,1,1,,13099,hypothetical protein
143,165763,ADI91561.1,22.92,2,2,5.15E5,1,1,1,,40474,3-oxoacyl-(acyl carrier protein) synthase III [Acinetobacter oleivorans DR1]
143,165764,WP_000512836,22.92,2,2,5.15E5,1,1,1,,40448,3-oxoacyl-ACP synthase Acinetobacter calcoaceticusbaumannii complex
144,327612,ETNP_120,22.90,2,2,2.29E5,1,1,1,,41632,FG-GAP repeat protein
144,327613,ETNP_300,22.90,2,2,2.29E5,1,1,1,,60779,FG-GAP repeat protein
65,165888,EJK57069,22.88,3,3,3.22E5,1,1,1,,33455,hypothetical protein THAOC_22927  Thalassiosira oceanica
65,165880,EJK77019,22.88,7,7,3.22E5,1,1,1,,13448,hypothetical protein THAOC_01179  Thalassiosira oceanica
65,165881,EJK52900,22.88,5,5,3.22E5,1,1,1,,17877,hypothetical protein THAOC_27774 partial  Thalassiosira oceanica
65,165882,EJK61495,22.88,4,4,3.22E5,1,1,1,,25060,hypothetical protein THAOC_18009  Thalassiosira oceanica
65,165883,EJK48636,22.88,4,4,3.22E5,1,1,1,,25248,hypothetical protein THAOC_32548 partial  Thalassiosira oceanica
65,165889,EJK72548,22.88,3,3,3.22E5,1,1,1,,33551,hypothetical protein THAOC_05912  Thalassiosira oceanica
65,165890,EJK65977,22.88,3,3,3.22E5,1,1,1,,33720,hypothetical protein THAOC_13125  Thalassiosira oceanica
65,165857,EJK66467,22.88,3,3,3.22E5,1,1,1,,33490,hypothetical protein THAOC_12619  Thalassiosira oceanica
65,165891,EJK77899,22.88,3,3,3.22E5,1,1,1,,33178,hypothetical protein THAOC_00236  Thalassiosira oceanica
65,165893,EJK76315,22.88,3,3,3.22E5,1,1,1,,34785,hypothetical protein THAOC_01928  Thalassiosira oceanica
65,165896,EJK75015,22.88,3,3,3.22E5,1,1,1,,37703,hypothetical protein THAOC_03274 partial  Thalassiosira oceanica
65,165897,EJK66423,22.88,2,2,3.22E5,1,1,1,,45504,hypothetical protein THAOC_12665  Thalassiosira oceanica
65,165898,EJK48693,22.88,2,2,3.22E5,1,1,1,,46890,hypothetical protein THAOC_32486 partial  Thalassiosira oceanica
65,165900,EJK53038,22.88,2,2,3.22E5,1,1,1,,59000,hypothetical protein THAOC_27591 partial  Thalassiosira oceanica
65,165859,EJK46564,22.88,1,1,3.22E5,1,1,1,,69150,hypothetical protein THAOC_34762 partial  Thalassiosira oceanica
65,165902,EJK71206,22.88,1,1,3.22E5,1,1,1,,80418,hypothetical protein THAOC_07377 partial  Thalassiosira oceanica
148,42706,ETNP_300,22.82,2,2,2.96E5,1,1,1,,40593,putative acetyl-CoA acyltransferase
39,327522,ACY15265.1,22.75,1,1,4.48E4,1,1,1,,77239,hypothetical protein Hoch_2736 [Haliangium ochraceum DSM 14365]
146,327620,ETNP_120,22.72,2,2,7.66E4,1,1,1,,41147,Alcohol dehydrogenase 2
146,327621,ETNP_100,22.72,2,2,7.66E4,1,1,1,,41147,Alcohol dehydrogenase 2
147,327622,BAE52896.1,22.60,2,2,3.11E5,1,1,1,,45236,3-deoxy-D-manno-octulosonic-acid transferase [Magnetospirillum magneticum AMB-1]
149,327623,ETNP_120,22.55,4,4,1.08E5,1,1,1,,25449,hypothetical protein
151,327624,KUK55710,22.49,3,3,2.91E4,1,1,1,,39090,Putative Zinc metalloprotease Marinimicrobia bacterium 46_47
151,327625,KUK93435,22.49,3,3,2.91E4,1,1,1,,39090,Putative Zinc metalloprotease Marinimicrobia bacterium 46_43
150,227867,ABA58645.1,22.49,4,4,1.86E6,1,1,1,,33079,ABC transporter  inner membrane subunit [Nitrosococcus oceani ATCC 19707]
158,327631,ETNP14_68,22.46,2,2,1.77E5,1,1,1,,47180,Methionine gamma-lyase
156,165760,ETNP_120,22.45,2,2,1.51E5,1,1,1,,38887,hypothetical protein
68,290291,virus_CCADEAMM_64373,22.44,1,1,2.02E5,1,1,1,,109599,Putative P4-specific DNA primase
154,316035,WP_038542877,22.38,2,2,7.3E5,1,1,1,,55413,BCCT family transporter Synechococcus sp KORDI-100
153,327627,ETNP_120,22.33,5,5,1.53E5,1,1,1,,19923,Prolyl endopeptidase
153,327628,ETNP14_120,22.33,4,4,1.53E5,1,1,1,,25560,Prolyl endopeptidase
66,327539,XP_003062579,22.31,1,1,0E0,1,1,1,,99074,predicted protein  Micromonas pusilla CCMP1545
47,327523,ETNP_140,22.30,1,1,5.02E5,1,1,1,,178262,Reverse transcriptase (RNA-dependent DNA polymerase)
157,327630,ACA19301.1,22.22,2,2,9.57E3,1,1,1,,44474,polysaccharide biosynthesis protein [Methylobacterium sp. 4-46]
155,327629,WP_015352298,22.22,2,2,6.89E4,1,1,1,,59150,hypothetical protein Myxococcus stipitatus
160,165693,ETNP_120,22.15,5,5,1.14E5,1,1,1,,17134,hypothetical protein
160,165694,ETNP_180,22.15,5,5,1.14E5,1,1,1,,17134,hypothetical protein
159,165816,NP_100,22.14,12,12,5.08E4,1,1,1,,7458,Small heat shock protein IbpB
159,165817,ETNP_150,22.14,12,12,5.08E4,1,1,1,,7426,Small heat shock protein IbpB
159,165818,ETNP_70,22.14,7,7,5.08E4,1,1,1,,13788,Small heat shock protein IbpA
159,165819,ETNP_140,22.14,5,5,5.08E4,1,1,1,,16950,Small heat shock protein IbpB
159,165820,ETNP14_120,22.14,5,5,5.08E4,1,1,1,,16950,Small heat shock protein IbpB
159,165821,NP_85,22.14,5,5,5.08E4,1,1,1,,16950,Small heat shock protein IbpB
159,165822,ETNP_70,22.14,5,5,5.08E4,1,1,1,,16908,Small heat shock protein IbpB
159,165823,ETNP_160,22.14,5,5,5.08E4,1,1,1,,16950,Small heat shock protein IbpB
69,327567,ETNP_120,21.93,1,1,2.79E4,1,1,1,,115719,Chromosome partition protein Smc
69,327568,ETNP_300,21.93,1,1,2.79E4,1,1,1,,117195,Chromosome partition protein Smc
69,327569,ETNP_180,21.93,1,1,2.79E4,1,1,1,,122632,Chromosome partition protein Smc
69,327570,ETNP_160,21.93,1,1,2.79E4,1,1,1,,138197,Chromosome partition protein Smc
69,327642,ETNP_120,21.93,1,1,2.79E4,1,1,1,,96994,Chromosome partition protein Smc
162,327640,virus_CCADEAMM_61290,21.93,5,5,1.16E4,1,1,1,,16537,hypothetical protein
162,327641,XP_003060017,21.93,1,1,1.16E4,1,1,1,,82760,predicted protein  Micromonas pusilla CCMP1545
70,327576,ETNP_120,21.85,3,3,3.51E5,1,1,1,,33911,hypothetical protein
70,327577,ETNP_180,21.85,3,3,3.51E5,1,1,1,,34264,hypothetical protein
70,327644,ETNP_120,21.85,2,2,3.51E5,1,1,1,,50166,Aldehyde-alcohol dehydrogenase
164,327645,ETNP_110,21.83,2,2,1.94E5,1,1,1,Oxidation (M),51430,hypothetical protein
165,327646,WP_011131929.1,21.79,5,5,1.21E5,1,1,1,,20252,NAD(P)H-quinone oxidoreductase subunit J [Prochlorococcus marinus]
34,327647,ETNP14_120,21.70,6,6,1.1E5,1,1,1,,15938,hypothetical protein
71,327633,ACB26002.1,21.68,5,5,2.11E4,1,1,1,,20821,conserved hypothetical protein [Methylobacterium radiotolerans JCM 2831]
28,327650,KHE93430,21.62,7,7,6.11E5,1,1,2,,13826,hypothetical protein SCABRO_00856 Candidatus Scalindua brodae
166,165815,NP_30,21.56,7,7,4.51E4,1,1,1,,12495,hypothetical protein
74,327639,EHR76984,21.31,0,0,1.42E5,1,1,1,,325981,putative membrane repeat protein UW MGII
49,621,ETNP_60,21.27,7,7,1.64E5,1,1,1,,13283,Core histone H2A/H2B/H3/H4
49,365,ETNP_100,21.27,6,6,1.64E5,1,1,1,,13678,Core histone H2A/H2B/H3/H4
49,582,ETNP_70,21.27,6,6,1.64E5,1,1,1,,13534,Core histone H2A/H2B/H3/H4
49,1014,EJK52562,21.27,7,7,1.64E5,1,1,1,,12825,hypothetical protein THAOC_28150  Thalassiosira oceanica
49,1013,EJK63752,21.27,7,7,1.64E5,1,1,1,,12825,hypothetical protein THAOC_15570  Thalassiosira oceanica
49,1015,EJK66680,21.27,7,7,1.64E5,1,1,1,,12825,hypothetical protein THAOC_12377  Thalassiosira oceanica
49,849,XP_002179427,21.27,6,6,1.64E5,1,1,1,,13178,histone H2A isoform 3b  Phaeodactylum tricornutum CCAP 1055
49,850,XP_002179202,21.27,6,6,1.64E5,1,1,1,,13178,histone H2A isoform 3a  Phaeodactylum tricornutum CCAP 1055
49,774,ETNP_120,21.27,6,6,1.64E5,1,1,1,,13824,Core histone H2A/H2B/H3/H4
49,848,EJK74336,21.27,6,6,1.64E5,1,1,1,,13990,hypothetical protein THAOC_03987 partial  Thalassiosira oceanica
49,847,XP_002180358,21.27,6,6,1.64E5,1,1,1,,14700,histone H2A isoform 2  Phaeodactylum tricornutum CCAP 1055
49,841,ETNP_70,21.27,4,4,1.64E5,1,1,1,,19618,Core histone H2A/H2B/H3/H4
49,1016,EJK65157,21.27,3,3,1.64E5,1,1,1,,29086,hypothetical protein THAOC_14024  Thalassiosira oceanica
49,1017,EJK60529,21.27,2,2,1.64E5,1,1,1,,34853,hypothetical protein THAOC_19092  Thalassiosira oceanica
168,327655,ETNP_140,21.24,2,2,5.58E4,1,1,1,,55733,Thiosulfate sulfurtransferase GlpE
169,327656,ETNP_140,21.18,3,3,4.61E5,1,1,1,,33290,hypothetical protein
