Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja14-20170531,Area etnp-ja14-20170531,#Peptides,#Unique,#Spec etnp-ja14-20170531,PTM,Avg. Mass,Description
28,192941,WP_018049561,93.39,29,29,2.12E6,6,5,8,Oxidation (M),17055,hypothetical protein Nitrospina sp AB-629-B18
19,66275,WP_018047897,92.55,26,26,4.42E4,13,1,13,Oxidation (M),36029,hypothetical protein Nitrospina sp AB-629-B18
24,68371,WP_011784398,91.97,3,3,5.32E5,4,1,9,,95531,chaperone protein ClpB Marinobacter hydrocarbonoclasticus
29,68344,WP_015350892,83.10,3,3,0E0,5,1,8,,98164,ATP-dependent Clp protease  ATP-binding subunit ClpC Myxococcus stipitatus
33,192943,ETNP_120m_particle_PROKKA_230712,81.72,3,3,0E0,4,1,7,,94097,Negative regulator of genetic competence ClpC/MecB
22,67167,XP_003056479,79.94,14,14,7.35E4,9,2,9,Oxidation (M),49615,beta tubulin  Micromonas pusilla CCMP1545
46,1454,ETNP14_120maa_PROKKA_31996,76.96,12,12,1.1E6,4,1,4,,38992,hypothetical protein
40,2509,ETNP14_120mab_PROKKA_99293,74.67,42,42,1.47E6,4,1,5,,10997,NADH dehydrogenase subunit I_120mF_megahit_PEDPKPGI_178103 NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
40,2510,ETNP_120m_PROKKA_308104,74.67,42,42,1.47E6,4,1,5,,10983,NAD(P)H-quinone oxidoreductase subunit I  chloroplastic
39,702,ETNP_140m_PROKKA_160529,73.42,20,20,4.62E5,5,3,5,,24139,Alpha-keto acid-binding periplasmic protein TakP precursor_ETNP_300m_PROKKA_19830 Alpha-keto acid-binding periplasmic protein TakP precursor
39,66668,ETNP_300m_PROKKA_19830,73.42,20,20,4.62E5,5,3,5,,24139,Alpha-keto acid-binding periplasmic protein TakP precursor
39,66671,ETNP_120m_free_PROKKA_61385,73.42,12,12,4.62E5,5,3,5,,39404,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
39,66672,ETNP_120m_PROKKA_306054,73.42,12,12,4.62E5,5,3,5,,39404,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
30,812,ETNP14_120maa_PROKKA_140179,72.49,42,42,8.79E4,7,1,7,,14857,General L-amino acid-binding periplasmic protein AapJ precursor
30,815,ETNP_100m_PROKKA_82916,72.49,23,23,8.79E4,7,1,7,,25902,General L-amino acid-binding periplasmic protein AapJ precursor
30,748,ETNP14_68maa_PROKKA_126798,72.49,17,17,8.79E4,7,1,7,,35573,General L-amino acid-binding periplasmic protein AapJ precursor
43,3571,ETNP14_120maa_PROKKA_11411,69.17,8,8,1.78E5,4,3,5,,45894,Ammonia channel precursor
52,291,ETNP_120m_PROKKA_24459,64.88,6,6,1.06E5,3,1,3,,39368,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
52,66238,ETNP_160m_PROKKA_188359,64.88,6,6,1.06E5,3,1,3,,39393,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
52,66250,ETNP_180m_PROKKA_214610,64.88,6,6,1.06E5,3,1,3,,40285,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
56,490,ETNP14_68maa_PROKKA_171658,62.79,18,18,2.44E5,2,1,3,Oxidation (M),16351,hypothetical protein
47,2427,ETNP14_120maa_PROKKA_50274,60.33,42,42,2.56E4,4,1,4,,11011,NADH dehydrogenase subunit I
61,3527,#CONTAM#sp|K1C9_HUMAN|,59.48,3,3,3.54E5,3,3,3,,62129,#CONTAM#sp|K1C9_HUMAN|
53,525,ETNP14_120maa_PROKKA_86815,59.24,7,7,1.26E5,3,1,3,,39071,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
42,1242,ETNP14_120maa_PROKKA_50312,59.20,14,14,1.34E6,5,5,5,,34230,Substrate binding domain of ABC-type glycine betaine transport system
42,66877,NP_300m_PROKKA_18007,59.20,14,14,1.34E6,5,5,5,,34232,Substrate binding domain of ABC-type glycine betaine transport system
38,66123,ETNP_140m_PROKKA_10452,53.67,12,12,3.57E5,5,3,5,,36148,General L-amino acid-binding periplasmic protein AapJ precursor
38,66120,ETNP_160m_PROKKA_119323,53.67,12,12,3.57E5,5,3,5,,36148,General L-amino acid-binding periplasmic protein AapJ precursor
38,66124,NP_300m_PROKKA_13658,53.67,12,12,3.57E5,5,3,5,,36148,General L-amino acid-binding periplasmic protein AapJ precursor
38,66121,ETNP_300m_PROKKA_105808,53.67,12,12,3.57E5,5,3,5,,36148,General L-amino acid-binding periplasmic protein AapJ precursor
38,66125,ETNP_180m_PROKKA_126275,53.67,12,12,3.57E5,5,3,5,,36148,General L-amino acid-binding periplasmic protein AapJ precursor
38,66122,ETNP_120m_PROKKA_168017,53.67,12,12,3.57E5,5,3,5,,36148,General L-amino acid-binding periplasmic protein AapJ precursor
54,192945,ETNP14_120mac_PROKKA_34623,52.43,26,26,2.2E5,3,1,3,,10998,NADH dehydrogenase subunit I
54,192946,ETNP14_120maa_PROKKA_177270,52.43,26,26,2.2E5,3,1,3,,10998,NADH dehydrogenase subunit I
54,192947,ETNP14_120maa_PROKKA_172763,52.43,26,26,2.2E5,3,1,3,,11000,NADH dehydrogenase subunit I
54,192948,ETNP14_68maa_PROKKA_186974,52.43,26,26,2.2E5,3,1,3,,10986,NADH dehydrogenase subunit I
54,192949,ETNP14_120mac_PROKKA_69912,52.43,26,26,2.2E5,3,1,3,,10998,NADH dehydrogenase subunit I
54,192950,ETNP14_120maa_PROKKA_63501,52.43,26,26,2.2E5,3,1,3,,11000,NADH dehydrogenase subunit I
54,192951,ETNP14_120mab_PROKKA_23097,52.43,26,26,2.2E5,3,1,3,,11000,NADH dehydrogenase subunit I
54,192952,ETNP14_68maa_PROKKA_48494,52.43,26,26,2.2E5,3,1,3,,10987,NADH dehydrogenase subunit I
54,192953,ETNP14_120mab_PROKKA_169361,52.43,26,26,2.2E5,3,1,3,,10998,NADH dehydrogenase subunit I
54,192954,ETNP14_120mab_PROKKA_23601,52.43,26,26,2.2E5,3,1,3,,10985,NADH dehydrogenase subunit I
54,192955,ETNP14_68maa_PROKKA_08605,52.43,26,26,2.2E5,3,1,3,,11296,NADH dehydrogenase subunit I
60,5360,ETNP_120m_PROKKA_20258,52.09,19,19,1.58E5,3,1,3,,14594,hypothetical protein_ETNP_140m_PROKKA_76469 hypothetical protein
60,69575,ETNP_140m_PROKKA_76469,52.09,19,19,1.58E5,3,1,3,,14594,hypothetical protein
60,69576,ETNP_160m_PROKKA_145973,52.09,16,16,1.58E5,3,1,3,,17840,hypothetical protein
73,4359,ETNP_120m_free_PROKKA_19960,49.01,7,7,4.29E4,2,2,2,,39969,spermidine/putrescine ABC transporter periplasmic substrate-binding protein_120mF_megahit_EODJEIIO_61834 hypothetical protein
73,68743,ETNP_180m_PROKKA_132035,49.01,6,6,4.29E4,2,2,2,,44522,spermidine/putrescine ABC transporter periplasmic substrate-binding protein
73,68744,ETNP_120m_PROKKA_53780,49.01,6,6,4.29E4,2,2,2,,44425,spermidine/putrescine ABC transporter periplasmic substrate-binding protein
55,67927,ETNP_300m_PROKKA_18607,47.94,5,5,4.14E5,3,2,3,,36700,General L-amino acid-binding periplasmic protein AapJ precursor
77,3121,ETNP14_120maa_PROKKA_153923,44.59,5,5,8.05E4,2,2,2,,45965,hypothetical protein
77,67084,ETNP_160m_PROKKA_30886,44.59,5,5,8.05E4,2,2,2,,48130,hypothetical protein
77,67085,ETNP_180m_PROKKA_17691,44.59,5,5,8.05E4,2,2,2,,48131,hypothetical protein
103,1147,ETNP_300m_PROKKA_135140,42.48,4,4,5.38E5,1,1,1,,27593,hypothetical protein
103,1162,ETNP_180m_PROKKA_68623,42.48,4,4,5.38E5,1,1,1,,27597,hypothetical protein
68,122354,ETNP_100m_particle_PROKKA_10535,40.47,6,6,1.24E5,2,1,2,Oxidation (M),30242,hypothetical protein
68,122355,ETNP_120m_PROKKA_318382,40.47,6,6,1.24E5,2,1,2,Oxidation (M),34262,hypothetical protein
68,122356,ETNP_100m_particle_PROKKA_50716,40.47,9,9,1.24E5,2,1,2,Oxidation (M),20575,hypothetical protein
58,69634,ETNP14_68mB_PROKKA_60832,40.33,14,14,1.11E6,3,3,3,,6878,hypothetical protein
58,5793,ETNP14_68mB_PROKKA_81584,40.33,14,14,1.11E6,3,3,3,,6875,hypothetical protein
58,69636,ETNP14_68mB_PROKKA_57533,40.33,14,14,1.11E6,3,3,3,,6878,hypothetical protein
58,69633,ETNP14_120mab_PROKKA_138593,40.33,14,14,1.11E6,3,3,3,,6878,hypothetical protein
58,5795,ETNP14_68mB_PROKKA_07829,40.33,14,14,1.11E6,3,3,3,,6878,hypothetical protein_ETNP14_68mB_PROKKA_57533 hypothetical protein_ETNP14_68mB_PROKKA_60832 hypothetical protein_ETNP14_68mB_PROKKA_178830 hypothetical protein_ETNP14_120mab_PROKKA_138593 hypothetical protein_ETNP14_120mac_PROKKA...
58,69637,ETNP14_120mac_PROKKA_32980,40.33,14,14,1.11E6,3,3,3,,6878,hypothetical protein
58,69638,ETNP14_68mB_PROKKA_178830,40.33,14,14,1.11E6,3,3,3,,6878,hypothetical protein
58,69640,ETNP14_68maa_PROKKA_74652,40.33,14,14,1.11E6,3,3,3,,7138,hypothetical protein
58,5641,NP_100m_PROKKA_20676,40.33,14,14,1.11E6,3,3,3,,7011,hypothetical protein
58,5789,NP_300m_PROKKA_33262,40.33,16,16,1.11E6,3,3,3,,6115,hypothetical protein
58,69635,ETNP14_120mab_PROKKA_171780,40.33,14,14,1.11E6,3,3,3,,6908,hypothetical protein
58,5794,ETNP14_120mac_PROKKA_32971,40.33,14,14,1.11E6,3,3,3,,6846,hypothetical protein
58,5791,ETNP14_68mB_PROKKA_138575,40.33,14,14,1.11E6,3,3,3,,6882,hypothetical protein
58,5800,ETNP14_68mB_PROKKA_175381,40.33,14,14,1.11E6,3,3,3,,7185,hypothetical protein_ETNP14_120mac_PROKKA_16115 hypothetical protein
58,5809,NP_125m_PROKKA_17492,40.33,14,14,1.11E6,3,3,3,,7149,hypothetical protein
58,69660,ETNP14_120mab_PROKKA_140243,40.33,14,14,1.11E6,3,3,3,,7091,hypothetical protein
58,69661,ETNP14_120mac_PROKKA_00686,40.33,14,14,1.11E6,3,3,3,,7071,hypothetical protein
58,69662,NP_100m_PROKKA_23957,40.33,14,14,1.11E6,3,3,3,,7157,hypothetical protein
58,69659,ETNP14_120mac_PROKKA_70010,40.33,14,14,1.11E6,3,3,3,,6981,hypothetical protein
58,69663,ETNP14_120mac_PROKKA_16115,40.33,14,14,1.11E6,3,3,3,,7185,hypothetical protein
58,69664,NP_300m_PROKKA_27107,40.33,14,14,1.11E6,3,3,3,,6978,hypothetical protein
58,69639,NP_85m_PROKKA_27608,40.33,14,14,1.11E6,3,3,3,,7122,hypothetical protein
58,5807,ETNP14_68mB_PROKKA_74072,40.33,14,14,1.11E6,3,3,3,,6981,hypothetical protein_ETNP14_120mac_PROKKA_70010 hypothetical protein
58,69641,NP_100m_PROKKA_27400,40.33,14,14,1.11E6,3,3,3,,7108,hypothetical protein
58,69665,NP_300m_PROKKA_48857,40.33,14,14,1.11E6,3,3,3,,6951,hypothetical protein
58,69666,NP_125m_PROKKA_13763,40.33,14,14,1.11E6,3,3,3,,7143,hypothetical protein
58,5804,ETNP14_68maa_PROKKA_84538,40.33,14,14,1.11E6,3,3,3,,7071,hypothetical protein_ETNP14_120mac_PROKKA_00686 hypothetical protein
58,69642,ETNP14_120mab_PROKKA_161376,40.33,14,14,1.11E6,3,3,3,,7340,hypothetical protein
58,69667,ETNP14_120mab_PROKKA_141698,40.33,12,12,1.11E6,3,3,3,,8590,hypothetical protein
58,5815,ETNP14_120mac_PROKKA_72770,40.33,11,11,1.11E6,3,3,3,,9313,hypothetical protein
234,192966,ETNP_120m_PROKKA_174946,40.31,30,30,5.15E5,1,1,1,,3505,hypothetical protein
235,192970,ETNP14_120mac_PROKKA_00378,37.02,9,9,3.34E4,1,1,1,,10277,Periplasmic dipeptide transport protein precursor
235,192971,ETNP14_120maa_PROKKA_191924,37.02,5,5,3.34E4,1,1,1,,19452,Periplasmic dipeptide transport protein precursor
235,192972,ETNP_70m_PROKKA_79248,37.02,3,3,3.34E4,1,1,1,,32335,hypothetical protein
235,192973,ETNP14_120maa_PROKKA_41232,37.02,2,2,3.34E4,1,1,1,,51028,Periplasmic dipeptide transport protein precursor
235,192974,WP_053820725,37.02,2,2,3.34E4,1,1,1,,58333,peptide ABC transporter substrate-binding protein Candidatus Thioglobus singularis
236,4302,ETNP14_120maa_PROKKA_122266,36.23,3,3,1.15E5,1,1,1,,37562,hypothetical protein
237,192977,ETNP14_120maa_PROKKA_79428,36.06,1,1,3.09E5,1,1,1,,81852,NADH dehydrogenase subunit E
167,67311,XP_002183424,34.10,3,3,3.54E5,1,1,1,,41791,actin actin like protein  Phaeodactylum tricornutum CCAP 1055
167,67312,XP_002183295,34.10,3,3,3.54E5,1,1,1,,41791,predicted protein  Phaeodactylum tricornutum CCAP 1055
167,67313,XP_002182221,34.10,3,3,3.54E5,1,1,1,,41839,actin actin like protein  Phaeodactylum tricornutum CCAP 1055
167,66380,XP_003061104,34.10,3,3,3.54E5,1,1,1,,41766,actin flagellar inner arm intermediate chain  Micromonas pusilla CCMP1545
74,4638,ETNP_70m_PROKKA_109992,32.80,6,6,1.84E5,2,2,2,,31366,Tripartite tricarboxylate transporter family receptor
74,4612,ETNP14_68mB_PROKKA_38317,32.80,5,5,1.84E5,2,2,2,,35511,Tripartite tricarboxylate transporter family receptor
78,192979,ETNP14_120maa_PROKKA_72720,32.22,2,2,0E0,1,1,2,,53647,Cysteine--tRNA ligase
78,192980,ETNP14_120mac_PROKKA_47709,32.22,12,12,0E0,1,1,2,,8083,cysteinyl-tRNA synthetase
78,192981,ETNP_120m_free_PROKKA_283113,32.22,11,11,0E0,1,1,2,,8724,Cysteine--tRNA ligase
78,192982,ETNP_110m_PROKKA_51611,32.22,11,11,0E0,1,1,2,,8724,Cysteine--tRNA ligase
78,192983,ETNP14_120maa_PROKKA_83373,32.22,10,10,0E0,1,1,2,,9382,cysteinyl-tRNA synthetase
78,192984,ETNP_120m_PROKKA_185942,32.22,4,4,0E0,1,1,2,,24967,Cysteine--tRNA ligase
78,192985,ETNP_100m_PROKKA_90626,32.22,3,3,0E0,1,1,2,,32183,Cysteine--tRNA ligase
78,192986,NP_30m_PROKKA_03000,32.22,2,2,0E0,1,1,2,,47239,Cysteine--tRNA ligase
78,192987,ETNP14_68maa_PROKKA_40384,32.22,2,2,0E0,1,1,2,,53902,Cysteine--tRNA ligase
78,192988,ETNP14_68maa_PROKKA_30169,32.22,2,2,0E0,1,1,2,,53628,Cysteine--tRNA ligase
78,192989,ETNP_100m_PROKKA_97551,32.22,2,2,0E0,1,1,2,,53657,Cysteine--tRNA ligase
78,192990,ETNP14_68maa_PROKKA_71511,32.22,2,2,0E0,1,1,2,,53799,Cysteine--tRNA ligase
78,192991,ETNP14_68maa_PROKKA_74279,32.22,2,2,0E0,1,1,2,,53830,Cysteine--tRNA ligase
78,192992,ETNP14_120maa_PROKKA_18607,32.22,2,2,0E0,1,1,2,,53628,Cysteine--tRNA ligase
78,192993,WP_048116007,32.22,2,2,0E0,1,1,2,,53827,cysteinyl-tRNA synthetase Candidatus Nitrosopumilus sp NF5
78,192994,ETNP14_120maa_PROKKA_60796,32.22,2,2,0E0,1,1,2,,54281,Cysteine--tRNA ligase
133,1406,ETNP14_120maa_PROKKA_161598,31.84,13,13,1.32E5,1,1,1,,7940,hypothetical protein
133,4697,ETNP14_68mB_PROKKA_97976,31.84,22,22,1.32E5,1,1,1,,4774,hypothetical protein
133,1377,ETNP14_120mab_PROKKA_36867,31.84,13,13,1.32E5,1,1,1,,8173,hypothetical protein
133,1414,ETNP14_68maa_PROKKA_122264,31.84,13,13,1.32E5,1,1,1,,8108,hypothetical protein
133,2275,ETNP14_120mab_PROKKA_104712,31.84,13,13,1.32E5,1,1,1,,8389,hypothetical protein
133,67904,ETNP14_120mab_PROKKA_38548,31.84,23,23,1.32E5,1,1,1,,4617,hypothetical protein
133,3217,ETNP14_120mab_PROKKA_24641,31.84,23,23,1.32E5,1,1,1,,4712,hypothetical protein
133,4448,ETNP14_120mac_PROKKA_66262,31.84,22,22,1.32E5,1,1,1,,4881,hypothetical protein
133,4446,ETNP14_120mac_PROKKA_101410,31.84,22,22,1.32E5,1,1,1,,4732,hypothetical protein
133,4447,ETNP14_120mac_PROKKA_90904,31.84,22,22,1.32E5,1,1,1,,4743,hypothetical protein
133,67441,ETNP_160m_PROKKA_225731,31.84,14,14,1.32E5,1,1,1,,8046,hypothetical protein
133,67155,NP_300m_PROKKA_19592,31.84,14,14,1.32E5,1,1,1,,7976,hypothetical protein
133,67157,ETNP_180m_PROKKA_48129,31.84,14,14,1.32E5,1,1,1,,7976,hypothetical protein
133,67445,ETNP14_120mab_PROKKA_46598,31.84,14,14,1.32E5,1,1,1,,8046,hypothetical protein
133,67442,ETNP_120m_free_PROKKA_33125,31.84,14,14,1.32E5,1,1,1,,8046,hypothetical protein
133,67151,ETNP_140m_PROKKA_144617,31.84,14,14,1.32E5,1,1,1,,7976,hypothetical protein
133,67152,ETNP_160m_PROKKA_193838,31.84,14,14,1.32E5,1,1,1,,7976,hypothetical protein
133,67153,ETNP_120m_particle_PROKKA_183149,31.84,14,14,1.32E5,1,1,1,,7976,hypothetical protein
133,67154,ETNP_300m_PROKKA_102581,31.84,14,14,1.32E5,1,1,1,,7976,hypothetical protein
133,67158,NP_100m_PROKKA_08411,31.84,14,14,1.32E5,1,1,1,,7976,hypothetical protein
133,67444,ETNP_180m_PROKKA_177962,31.84,14,14,1.32E5,1,1,1,,8046,hypothetical protein
133,67079,ETNP14_120maa_PROKKA_191553,31.84,13,13,1.32E5,1,1,1,,7898,hypothetical protein
133,2667,ETNP14_120mac_PROKKA_73753,31.84,13,13,1.32E5,1,1,1,,8170,hypothetical protein
133,66785,ETNP14_120maa_PROKKA_153758,31.84,13,13,1.32E5,1,1,1,,7967,hypothetical protein
133,1209,ETNP14_68maa_PROKKA_88339,31.84,13,13,1.32E5,1,1,1,,7967,hypothetical protein_ETNP14_120maa_PROKKA_153758 hypothetical protein
133,67725,ETNP14_120mac_PROKKA_48242,31.84,13,13,1.32E5,1,1,1,,8185,hypothetical protein
133,2129,ETNP14_68mB_PROKKA_132823,31.84,13,13,1.32E5,1,1,1,,8185,hypothetical protein_ETNP14_120mac_PROKKA_48242 hypothetical protein
133,3724,ETNP14_120mab_PROKKA_153379,31.84,13,13,1.32E5,1,1,1,,8217,hypothetical protein_120mF_megahit_ILDJFKLB_139718 hypothetical protein
133,3215,ETNP14_68maa_PROKKA_187339,31.84,13,13,1.32E5,1,1,1,,8210,hypothetical protein
133,3787,ETNP_120m_particle_PROKKA_96964,31.84,8,8,1.32E5,1,1,1,,13888,hypothetical protein
168,192995,ETNP_120m_PROKKA_03745,31.55,3,3,8.39E5,1,1,1,,41029,Malonyl CoA-acyl carrier protein transacylase
168,122647,ETNP_180m_PROKKA_80380,31.55,3,3,8.39E5,1,1,1,,41029,Malonyl CoA-acyl carrier protein transacylase
168,122648,ETNP_140m_PROKKA_38715,31.55,3,3,8.39E5,1,1,1,,41029,Malonyl CoA-acyl carrier protein transacylase
168,192996,ETNP_160m_PROKKA_74542,31.55,3,3,8.39E5,1,1,1,,41029,Malonyl CoA-acyl carrier protein transacylase
106,69566,WP_029388937,31.39,2,2,1.72E4,1,1,1,,48780,ABC transporter substrate-binding protein SAR324 cluster bacterium SCGC AAA001-C10
106,69673,ETNP_120m_PROKKA_296351,31.39,19,19,1.72E4,1,1,1,,5801,hypothetical protein
106,6024,ETNP14_120maa_PROKKA_111893,31.39,11,11,1.72E4,1,1,1,,9971,hypothetical protein
106,6025,ETNP_180m_PROKKA_52058,31.39,9,9,1.72E4,1,1,1,,12775,hypothetical protein
106,5766,ETNP_160m_PROKKA_220356,31.39,2,2,1.72E4,1,1,1,,50210,Bacterial extracellular solute-binding protein
106,5767,ETNP_120m_PROKKA_296350,31.39,2,2,1.72E4,1,1,1,,50215,Bacterial extracellular solute-binding protein
106,5765,NP_300m_PROKKA_16547,31.39,2,2,1.72E4,1,1,1,,50237,Bacterial extracellular solute-binding protein
238,193005,ETNP_180m_PROKKA_208130,29.55,4,4,1.22E6,1,1,1,,37734,Oligopeptide transport ATP-binding protein OppF
238,193006,ETNP_120m_PROKKA_88180,29.55,4,4,1.22E6,1,1,1,,37734,Oligopeptide transport ATP-binding protein OppF
238,193007,ETNP_300m_PROKKA_120438,29.55,4,4,1.22E6,1,1,1,,37734,Oligopeptide transport ATP-binding protein OppF
238,193008,ETNP_160m_PROKKA_69787,29.55,4,4,1.22E6,1,1,1,,37734,Oligopeptide transport ATP-binding protein OppF
84,193205,ETNP14_120mac_PROKKA_22432,29.27,10,10,4.92E5,2,1,2,,15182,UDP-N-acetyl-D-glucosamine 6-dehydrogenase
84,193208,ETNP14_120maa_PROKKA_160404,29.27,4,4,4.92E5,2,1,2,,39482,UDP-N-acetyl-D-glucosamine 6-dehydrogenase
134,68277,XP_002180358,29.19,7,7,2.14E5,1,1,1,,14700,histone H2A isoform 2  Phaeodactylum tricornutum CCAP 1055
134,68282,EJK63752,29.19,7,7,2.14E5,1,1,1,,12825,hypothetical protein THAOC_15570  Thalassiosira oceanica
134,68283,EJK52562,29.19,7,7,2.14E5,1,1,1,,12825,hypothetical protein THAOC_28150  Thalassiosira oceanica
134,68284,EJK66680,29.19,7,7,2.14E5,1,1,1,,12825,hypothetical protein THAOC_12377  Thalassiosira oceanica
134,2269,ETNP_60m_PROKKA_16910,29.19,7,7,2.14E5,1,1,1,,13283,Core histone H2A/H2B/H3/H4
134,68308,XP_002179427,29.19,7,7,2.14E5,1,1,1,,13178,histone H2A isoform 3b  Phaeodactylum tricornutum CCAP 1055
134,67242,ETNP_100m_particle_PROKKA_07520,29.19,7,7,2.14E5,1,1,1,,13678,Core histone H2A/H2B/H3/H4
134,68309,XP_002179202,29.19,7,7,2.14E5,1,1,1,,13178,histone H2A isoform 3a  Phaeodactylum tricornutum CCAP 1055
134,68274,EJK74336,29.19,7,7,2.14E5,1,1,1,,13990,hypothetical protein THAOC_03987 partial  Thalassiosira oceanica
134,68253,EJK65157,29.19,3,3,2.14E5,1,1,1,,29086,hypothetical protein THAOC_14024  Thalassiosira oceanica
134,68285,EJK60529,29.19,3,3,2.14E5,1,1,1,,34853,hypothetical protein THAOC_19092  Thalassiosira oceanica
71,67176,NP_300m_PROKKA_12370,28.85,3,3,2.03E5,2,2,2,,58010,60 kDa chaperonin
75,67782,Fosmid_PROKKA_01409,28.85,6,6,2.12E4,2,1,2,,38486,Bacterial extracellular solute-binding protein
239,193009,WP_018970663,28.85,3,3,1.09E6,1,1,1,,31898,hypothetical protein Rubritalea marina
169,68682,WP_015349883,28.68,0,0,1.51E5,1,1,1,,202176,polyketide synthase Myxococcus stipitatus
169,69425,CBE69591,28.68,2,2,1.51E5,1,1,1,,58424,Indole-3-pyruvate decarboxylase Indolepyruvate decarboxylase Candidatus Methylomirabilis oxyfera
62,193011,ETNP_100m_particle_PROKKA_11156,28.31,3,3,3.26E4,1,1,3,,26069,Macrolide export ATP-binding/permease protein MacB
57,193012,ETNP_140m_PROKKA_100329,28.04,3,3,0E0,1,1,3,,30561,Competence protein ComM
57,193013,NP_125m_PROKKA_05049,28.04,2,2,0E0,1,1,3,,56417,Competence protein ComM
240,13175,ETNP_160m_PROKKA_128641,27.91,6,6,3.98E4,1,1,1,,16100,hypothetical protein
240,13180,ETNP_120m_free_PROKKA_270315,27.91,2,2,3.98E4,1,1,1,,44084,hypothetical protein
241,193014,WP_002652628,27.56,2,2,8.95E4,1,1,1,,56185,glycerol-3-phosphate dehydrogenase  Blastopirellula marina
