Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja04-20170410,Area etnp-ja04-20170410,#Peptides,#Unique,#Spec etnp-ja04-20170410,PTM,Avg. Mass,Description
7,43613,ETNP_100m_particle_PROKKA_120937,248.97,65,65,1.74E5,96,1,142,Carbamidomethylation; Oxidation (M); Dethiomethyl; Formylation; Sodium adduct; 2 more,39293,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
16,43614,ETNP_110m_PROKKA_17489,248.93,70,70,,84,0,127,Carbamidomethylation; Oxidation (M); Formylation; Sodium adduct; Pyro-glu from Q; Mutation,32534,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
6,43604,ETNP_150m_particle_PROKKA_26713,248.11,70,70,,99,0,148,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Amidation; 3 more,29194,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
15,43630,ETNP_100m_PROKKA_52129,248.00,61,61,,85,0,129,Carbamidomethylation; Oxidation (M); Formylation; Sodium adduct; Pyro-glu from Q; Mutation,39291,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
8,43600,NP_100m_PROKKA_09018,246.53,72,72,,101,0,150,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Amidation; 3 more,31289,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
19,43644,ETNP14_120maa_PROKKA_147628,246.07,60,60,,79,0,121,Carbamidomethylation; Oxidation (M); Formylation; Sodium adduct; Pyro-glu from Q; Mutation,39385,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
13,25414,ETNP_120m_PROKKA_78196,245.75,52,52,,87,0,131,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Dethiomethyl; Formylation; 4 more,39493,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
10,43603,NP_300m_PROKKA_20959,245.36,69,69,,93,0,135,Carbamidomethylation; Oxidation (M); Dethiomethyl; Formylation; Sodium adduct; Pyro-glu from Q,39379,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
9,43602,ETNP_120m_PROKKA_51847,242.76,77,77,,87,0,131,Carbamidomethylation; Oxidation (M); Dethiomethyl; Formylation; Sodium adduct; Pyro-glu from Q,28984,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
18,64,gi|54036848,239.03,11,11,7.09E8,19,11,106,Deamidation (NQ); Methylation(KR); Acetylation (N-term); Carbamylation; Dehydration; 11 more,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
14,43606,ETNP_140m_PROKKA_69877,239.00,56,56,2.35E4,84,1,129,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Dethiomethyl; Formylation; 3 more,35015,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
20,43611,NP_300m_PROKKA_02121,238.63,54,54,5.96E5,78,2,121,Carbamidomethylation; Oxidation (M); Dethiomethyl; Formylation; Sodium adduct; Pyro-glu from Q,39744,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
21,43626,ETNP_100m_PROKKA_87174,237.41,42,42,,64,0,105,Oxidation (M); Deamidation (NQ); Dethiomethyl; Formylation; Dihydroxy; 3 more,24182,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
11,43648,ETNP_180m_PROKKA_32538,236.99,65,65,1.68E5,89,1,131,Carbamidomethylation; Oxidation (M); Dethiomethyl; Formylation; Sodium adduct; 2 more,39779,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
17,43649,ETNP_120m_free_PROKKA_239923,234.24,62,62,,83,0,125,Carbamidomethylation; Oxidation (M); Dethiomethyl; Formylation; Sodium adduct; 2 more,39559,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
23,43620,ETNP14_120mab_PROKKA_13393,222.56,67,67,,54,0,90,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Amidation; 4 more,21172,Alpha-keto acid-binding periplasmic protein TakP precursor
22,43631,ETNP_160m_PROKKA_171332,220.45,54,54,,52,0,88,Carbamidomethylation; Oxidation (M); Formylation; Sodium adduct; Pyro-glu from Q; Mutation,28182,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
25,25567,ETNP14_68mB_PROKKA_55915,213.92,46,46,,40,0,72,Carbamidomethylation; Oxidation (M); Formylation; Sodium adduct; Pyro-glu from Q; Formylation (Protein N-term),21083,Alpha-keto acid-binding periplasmic protein TakP precursor
48,25298,ETNP_140m_PROKKA_80561,205.12,37,37,2.5E7,11,8,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39385,Bacterial extracellular solute-binding protein
48,25297,ETNP_120m_PROKKA_307121,205.12,37,37,2.5E7,11,8,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39385,Bacterial extracellular solute-binding protein
48,25296,ETNP_120m_particle_PROKKA_168206,205.12,37,37,2.5E7,11,8,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39375,Bacterial extracellular solute-binding protein
48,25295,NP_300m_PROKKA_06204,205.12,37,37,2.5E7,11,8,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39385,Bacterial extracellular solute-binding protein
29,43712,ETNP_140m_PROKKA_123038,186.85,58,58,9.54E6,18,9,31,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q; Fluorination,36427,General L-amino acid-binding periplasmic protein AapJ precursor
29,43711,ETNP_160m_PROKKA_33848,186.85,58,58,9.54E6,18,9,31,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q; Fluorination,36427,General L-amino acid-binding periplasmic protein AapJ precursor
29,43710,ETNP_120m_PROKKA_05595,186.85,58,58,9.54E6,18,9,31,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q; Fluorination,36427,General L-amino acid-binding periplasmic protein AapJ precursor
29,25432,ETNP14_120maa_PROKKA_113527,186.85,58,58,9.54E6,18,9,31,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q; Fluorination,36427,General L-amino acid-binding periplasmic protein AapJ precursor
29,25431,NP_300m_PROKKA_05383,186.85,58,58,9.54E6,18,9,31,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q; Fluorination,36427,General L-amino acid-binding periplasmic protein AapJ precursor
46,24970,WP_018047900,173.42,14,14,3.53E6,27,5,30,Oxidation (M); Deamidation (NQ); Oxidation (HW); Mutation,133487,hypothetical protein Nitrospina sp AB-629-B18
41,60846,ETNP_110m_PROKKA_39770,172.33,74,74,6.51E6,25,13,29,Iminobiotinylation,16208,Phasin protein
41,60848,ETNP_120m_particle_PROKKA_230148,172.33,56,56,6.51E6,25,13,29,Iminobiotinylation,22375,Phasin protein
41,60847,NP_300m_PROKKA_12723,172.33,56,56,6.51E6,25,13,29,Iminobiotinylation,22261,Phasin protein
51,2369,ETNP_120m_free_PROKKA_225216,162.29,41,41,2.27E6,15,3,23,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q,32779,General L-amino acid-binding periplasmic protein AapJ precursor
51,2381,ETNP_120m_PROKKA_168017,162.29,37,37,2.27E6,15,3,23,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q,36148,General L-amino acid-binding periplasmic protein AapJ precursor
51,2378,ETNP_180m_PROKKA_126275,162.29,37,37,2.27E6,15,3,23,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q,36148,General L-amino acid-binding periplasmic protein AapJ precursor
51,2377,ETNP_300m_PROKKA_105808,162.29,37,37,2.27E6,15,3,23,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q,36148,General L-amino acid-binding periplasmic protein AapJ precursor
51,2374,NP_300m_PROKKA_13658,162.29,37,37,2.27E6,15,3,23,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q,36148,General L-amino acid-binding periplasmic protein AapJ precursor
51,2372,ETNP_160m_PROKKA_119323,162.29,37,37,2.27E6,15,3,23,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q,36148,General L-amino acid-binding periplasmic protein AapJ precursor
51,2371,ETNP_140m_PROKKA_10452,162.29,37,37,2.27E6,15,3,23,Carbamidomethylation; Deamidation (NQ); Pyro-glu from Q,36148,General L-amino acid-binding periplasmic protein AapJ precursor
34,25424,ETNP_120m_free_PROKKA_319751,162.12,25,25,1.89E7,30,8,34,Deamidation (NQ); Deoxy; Mutation,63774,Multicopper oxidase
60,25856,NP_300m_PROKKA_19608,159.07,20,20,7.55E6,6,3,15,Carbamidomethylation; Deamidation (NQ),39249,Bacterial extracellular solute-binding protein
57,28756,NP_125m_PROKKA_07093,156.01,32,32,9.11E6,15,15,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Mutation,50268,Aliphatic amidase expression-regulating protein
57,28755,NP_100m_PROKKA_08459,156.01,32,32,9.11E6,15,15,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Mutation,50268,Aliphatic amidase expression-regulating protein
57,28754,ETNP_110m_PROKKA_49243,156.01,34,34,9.11E6,15,15,17,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Mutation,47623,Aliphatic amidase expression-regulating protein
55,25033,WP_018047897,154.33,28,28,3.06E6,17,6,23,Oxidation (M); Methylation(KR); Dethiomethyl,36029,hypothetical protein Nitrospina sp AB-629-B18
52,25243,ETNP_110m_PROKKA_29371,154.17,27,27,3.86E7,12,10,18,Carbamidomethylation; Mutation,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
52,25242,ETNP_120m_particle_PROKKA_108393,154.17,27,27,3.86E7,12,10,18,Carbamidomethylation; Mutation,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
52,25241,ETNP_120m_PROKKA_310245,154.17,27,27,3.86E7,12,10,18,Carbamidomethylation; Mutation,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
52,25240,NP_300m_PROKKA_08503,152.55,27,27,3.76E7,11,9,17,Carbamidomethylation,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
62,25133,ETNP14_120maa_PROKKA_137725,152.70,57,57,,15,0,19,Oxidation (M); Deamidation (NQ); Dethiomethyl,21707,Selenate reductase subunit gamma precursor
65,43673,NP_300m_PROKKA_05831,152.51,26,26,7.86E5,14,3,15,Carbamidomethylation,39400,Leu/Ile/Val/Thr-binding protein precursor
67,25328,ETNP_160m_PROKKA_170189,150.82,72,72,2.97E4,14,1,17,Oxidation (M); Deamidation (NQ); Dethiomethyl,18459,Selenate reductase subunit gamma precursor
47,25083,ETNP14_120maa_PROKKA_40215,148.11,10,10,3.29E6,26,4,28,Carbamidomethylation; Deamidation (NQ); Mutation,181476,Multicopper oxidase
59,60933,ETNP14_120maa_PROKKA_47014,146.79,72,72,1.15E6,14,4,17,,8047,hypothetical protein
59,60932,ETNP_100m_particle_PROKKA_44805,146.79,72,72,1.15E6,14,4,17,,8047,hypothetical protein
59,60931,ETNP_110m_PROKKA_49452,146.79,72,72,1.15E6,14,4,17,,8047,hypothetical protein
59,25932,NP_300m_PROKKA_10490,146.79,72,72,1.15E6,14,4,17,,8047,hypothetical protein
35,24978,ETNP_120m_PROKKA_313997,146.41,40,40,,21,0,32,Carbamidomethylation; Deamidation (NQ),37469,General L-amino acid-binding periplasmic protein AapJ precursor
28,251,ETNP14_68maa_PROKKA_99193,145.82,43,43,,24,0,34,Carbamidomethylation,37467,General L-amino acid-binding periplasmic protein AapJ precursor
45,43740,ETNP14_120maa_PROKKA_108374,145.17,42,42,3.51E5,29,3,30,Carbamidomethylation; Deamidation (NQ); Dethiomethyl,40014,Alpha-keto acid-binding periplasmic protein TakP precursor
45,43741,NP_300m_PROKKA_20973,145.17,42,42,3.51E5,29,3,30,Carbamidomethylation; Deamidation (NQ); Dethiomethyl,40155,Alpha-keto acid-binding periplasmic protein TakP precursor
36,244,ETNP14_120maa_PROKKA_147886,143.77,32,32,,19,0,29,Carbamidomethylation,37502,General L-amino acid-binding periplasmic protein AapJ precursor
72,60980,ETSP_PROKKA_00299,143.74,53,53,,18,0,21,Carbamidomethylation; Oxidation (M); Mutation,17975,Alpha-keto acid-binding periplasmic protein TakP precursor
32,340,ETNP14_68maa_PROKKA_79872,143.67,50,50,,20,0,32,Carbamidomethylation,32890,General L-amino acid-binding periplasmic protein AapJ precursor
30,24986,ETNP_120m_particle_PROKKA_90527,142.46,44,44,,21,0,33,Carbamidomethylation; Deamidation (NQ),36943,General L-amino acid-binding periplasmic protein AapJ precursor
26,274,NP_100m_PROKKA_12960,141.47,51,51,2.14E4,30,1,41,Carbamidomethylation,35769,General L-amino acid-binding periplasmic protein AapJ precursor
69,60854,ETNP_180m_PROKKA_117948,139.79,13,13,6.06E5,19,4,21,,113871,Respiratory nitrate reductase 1 alpha chain
37,253,ETNP14_68maa_PROKKA_64086,138.71,31,31,,19,0,29,Carbamidomethylation,37979,General L-amino acid-binding periplasmic protein AapJ precursor
40,299,ETNP_150m_particle_PROKKA_41519,138.50,58,58,,17,0,28,Deamidation (NQ),22939,General L-amino acid-binding periplasmic protein AapJ precursor
56,25018,WP_042251421,137.48,12,12,,21,0,23,Deamidation (NQ); Mutation,131969,nitrate oxidoreductase subunit alpha  partial Nitrospina gracilis
38,105,ETNP14_120maa_PROKKA_66447,137.05,33,33,,20,0,30,Carbamidomethylation,37413,General L-amino acid-binding periplasmic protein AapJ precursor
27,100,WP_011282064,136.84,39,39,,25,0,36,Carbamidomethylation,37685,amino acid ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
84,43915,ETNP_300m_PROKKA_180110,134.28,75,75,9.22E6,7,4,12,Deamidation (NQ),7330,Cold shock protein CspA
84,43916,ETNP_160m_PROKKA_40429,134.28,75,75,9.22E6,7,4,12,Deamidation (NQ),7344,Cold shock protein CspA
43,25043,ETNP_180m_PROKKA_81155,133.43,20,20,3.9E6,23,6,26,Propionamide (K  X@N-term),81192,Multicopper oxidase
85,43625,NP_100m_PROKKA_03094,132.60,22,22,3.37E4,12,2,12,Carbamidomethylation,39587,Leu/Ile/Val/Thr-binding protein precursor
31,188,NP_85m_PROKKA_09530,131.44,40,40,,21,0,33,Carbamidomethylation; Deamidation (NQ),36415,General L-amino acid-binding periplasmic protein AapJ precursor
49,24976,WP_018047899,131.40,29,29,1.39E7,15,7,22,Carbamidomethylation; Oxidation (M); Mutation,49419,hypothetical protein Nitrospina sp AB-629-B18
49,24975,ETNP14_68maa_PROKKA_75202,131.40,29,29,1.39E7,15,7,22,Carbamidomethylation; Oxidation (M); Mutation,49437,Selenate reductase subunit beta
49,24974,NP_85m_PROKKA_04529,131.40,29,29,1.39E7,15,7,22,Carbamidomethylation; Oxidation (M); Mutation,49419,Selenate reductase subunit beta
89,43742,NP_300m_PROKKA_17695,131.02,17,17,5.58E6,7,6,11,Deamidation (NQ); Mutation,54413,Periplasmic dipeptide transport protein precursor
113,60853,ETNP_180m_PROKKA_37902,130.46,16,16,2.03E6,7,7,9,,76290,putative ABC transporter-binding protein precursor
113,60852,ETNP_120m_free_PROKKA_18752,130.46,16,16,2.03E6,7,7,9,,76274,putative ABC transporter-binding protein precursor
113,60856,ETNP_160m_PROKKA_06630,128.10,28,28,1.95E6,6,6,8,,39616,Periplasmic dipeptide transport protein precursor
70,25072,ETNP_120m_PROKKA_317269,130.34,14,14,,9,0,13,,57580,60 kDa chaperonin
144,60881,NP_125m_PROKKA_10641,130.33,49,49,8.74E5,9,1,9,,14330,Phasin protein
76,25132,ETNP_120m_PROKKA_167165,129.35,15,15,0E0,9,2,12,Deamidation (NQ),57725,60 kDa chaperonin
76,1278,ETNP_180m_PROKKA_186511,129.35,15,15,0E0,9,2,12,Deamidation (NQ),57711,60 kDa chaperonin
76,25131,ETNP_120m_particle_PROKKA_189924,129.35,15,15,0E0,9,2,12,Deamidation (NQ),57693,60 kDa chaperonin
76,1279,ETNP_160m_PROKKA_52423,129.35,15,15,0E0,9,2,12,Deamidation (NQ),57723,60 kDa chaperonin
76,1277,NP_300m_PROKKA_14803,129.35,15,15,0E0,9,2,12,Deamidation (NQ),57679,60 kDa chaperonin
117,25106,ETNP_120m_PROKKA_262541,129.11,15,15,1.94E6,7,1,8,Propionamide (K  X@N-term),39611,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
114,26106,ETNP_160m_PROKKA_158752,128.92,17,17,2.19E6,6,6,9,Carbamidomethylation; Deamidation (NQ); Lysine oxidation to aminoadipic semialdehyde,36437,glycine betaine transporter periplasmic subunit
114,26105,ETNP_300m_PROKKA_25221,128.92,17,17,2.19E6,6,6,9,Carbamidomethylation; Deamidation (NQ); Lysine oxidation to aminoadipic semialdehyde,36437,glycine betaine transporter periplasmic subunit
114,26104,NP_300m_PROKKA_22777,128.92,17,17,2.19E6,6,6,9,Carbamidomethylation; Deamidation (NQ); Lysine oxidation to aminoadipic semialdehyde,36437,glycine betaine transporter periplasmic subunit
114,26103,ETNP_120m_PROKKA_150239,128.92,17,17,2.19E6,6,6,9,Carbamidomethylation; Deamidation (NQ); Lysine oxidation to aminoadipic semialdehyde,36437,glycine betaine transporter periplasmic subunit
114,26102,ETNP_180m_PROKKA_61735,128.92,17,17,2.19E6,6,6,9,Carbamidomethylation; Deamidation (NQ); Lysine oxidation to aminoadipic semialdehyde,36437,glycine betaine transporter periplasmic subunit
114,26101,ETNP_120m_free_PROKKA_182392,128.92,19,19,2.19E6,6,6,9,Carbamidomethylation; Deamidation (NQ); Lysine oxidation to aminoadipic semialdehyde,34119,glycine betaine transporter periplasmic subunit
100,43669,ETNP_180m_PROKKA_176133,128.54,21,21,2.57E6,11,6,13,Deamidation (NQ),37084,General L-amino acid-binding periplasmic protein AapJ precursor
100,43668,ETNP_160m_PROKKA_72896,128.54,21,21,2.57E6,11,6,13,Deamidation (NQ),37084,General L-amino acid-binding periplasmic protein AapJ precursor
100,43667,ETNP14_120maa_PROKKA_184116,128.54,21,21,2.57E6,11,6,13,Deamidation (NQ),37084,General L-amino acid-binding periplasmic protein AapJ precursor
98,25244,WP_053820550,128.31,20,20,,5,0,10,Carbamidomethylation; Deamidation (NQ); Mutation,39362,hypothetical protein Candidatus Thioglobus singularis
101,26630,NP_300m_PROKKA_25062,128.23,23,23,2.82E6,8,6,10,Carbamidomethylation,35624,General L-amino acid-binding periplasmic protein AapJ precursor
77,25880,ETNP_140m_PROKKA_10835,127.14,20,20,6.15E6,10,10,14,Deamidation (NQ); Mutation,66680,putative ABC transporter-binding protein precursor
77,43642,ETNP_120m_particle_PROKKA_76508,127.14,17,17,6.15E6,10,10,14,Deamidation (NQ); Mutation,77292,putative ABC transporter-binding protein precursor
77,25877,NP_300m_PROKKA_04737,127.14,17,17,6.15E6,10,10,14,Deamidation (NQ); Mutation,77292,putative ABC transporter-binding protein precursor
63,60867,ETNP14_120maa_PROKKA_27079,126.37,9,9,,18,0,20,Amidation,142899,Respiratory nitrate reductase 1 alpha chain
53,25946,ETNP_120m_PROKKA_74307,124.16,39,39,1.03E5,27,1,27,Carbamidomethylation; Dethiomethyl,40322,Alpha-keto acid-binding periplasmic protein TakP precursor
68,25319,NP_300m_PROKKA_31612,123.57,39,39,2.59E6,12,6,16,Carbamidomethylation; Oxidation (M),35624,General L-amino acid-binding periplasmic protein AapJ precursor
116,25543,ETNP_160m_PROKKA_43723,123.48,15,15,8.7E5,8,2,8,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
116,25542,ETNP_300m_PROKKA_143254,123.48,15,15,8.7E5,8,2,8,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
116,25541,ETNP_180m_PROKKA_188109,123.48,15,15,8.7E5,8,2,8,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
39,313,ETNP14_120maa_PROKKA_142729,121.25,49,49,,18,0,29,Deamidation (NQ),22916,General L-amino acid-binding periplasmic protein AapJ precursor
61,60862,ETNP_100m_particle_PROKKA_40531,121.01,31,31,3.66E6,20,14,25,Oxidation (M); Deamidation (NQ); Mutation,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
61,60861,ETNP_110m_PROKKA_38395,121.01,31,31,3.66E6,20,14,25,Oxidation (M); Deamidation (NQ); Mutation,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
61,60860,ETNP14_120maa_PROKKA_07471,121.01,31,31,3.66E6,20,14,25,Oxidation (M); Deamidation (NQ); Mutation,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
61,60859,ETNP_120m_particle_PROKKA_184419,121.01,31,31,3.66E6,20,14,25,Oxidation (M); Deamidation (NQ); Mutation,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
61,43919,NP_100m_PROKKA_00367,121.01,31,31,3.66E6,20,14,25,Oxidation (M); Deamidation (NQ); Mutation,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
61,43918,NP_125m_PROKKA_00202,121.01,31,31,3.66E6,20,14,25,Oxidation (M); Deamidation (NQ); Mutation,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
61,43917,NP_85m_PROKKA_02682,121.01,31,31,3.66E6,20,14,25,Oxidation (M); Deamidation (NQ); Mutation,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
90,1357,ETNP14_120maa_PROKKA_34104,121.00,11,11,,8,0,11,,57430,60 kDa chaperonin
78,25102,WP_042250442,120.72,12,12,,19,0,20,Deamidation (NQ); Mutation,131958,nitrate oxidoreductase subunit alpha  partial Nitrospina gracilis
73,133,XP_003058621,120.09,23,23,2.86E6,19,15,20,Propionamide (K  X@N-term),49730,alpha tubulin  Micromonas pusilla CCMP1545
73,132,XP_003062500,120.09,23,23,2.86E6,19,15,20,Propionamide (K  X@N-term),49730,alpha tubulin  Micromonas pusilla CCMP1545
73,152,XP_003082284,120.09,22,22,2.86E6,19,15,20,Propionamide (K  X@N-term),50099,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
50,43776,NP_85m_PROKKA_27748,119.08,49,49,,20,0,25,Carbamidomethylation,16566,Alpha-keto acid-binding periplasmic protein TakP precursor
75,25514,WP_018048551,118.68,5,5,,16,0,16,Carbamidomethylation; Deamidation (NQ); Mutation,181320,hypothetical protein Nitrospina sp AB-629-B18
42,335,ETNP14_120maa_PROKKA_173526,118.60,47,47,0E0,16,1,26,,22868,General L-amino acid-binding periplasmic protein AapJ precursor
198,43639,ETNP_160m_PROKKA_33443,117.91,13,13,2.08E6,5,5,5,Carbamidomethylation,46381,Isoquinoline 1-oxidoreductase subunit beta
198,43628,ETNP_120m_free_PROKKA_29240,117.91,8,8,2.08E6,5,5,5,Carbamidomethylation,79540,Isoquinoline 1-oxidoreductase subunit beta
198,43627,ETNP_120m_PROKKA_44835,117.91,8,8,2.08E6,5,5,5,Carbamidomethylation,79540,Isoquinoline 1-oxidoreductase subunit beta
83,27217,ETNP_180m_PROKKA_68739,117.78,10,10,,15,0,16,Deamidation (NQ); Deoxy; Mutation,86396,Multicopper oxidase
95,60890,ETNP14_120maa_PROKKA_28949,117.40,8,8,1.44E6,14,1,16,Acetylation (K),110111,Respiratory nitrate reductase 1 alpha chain
87,60864,ETNP_160m_PROKKA_127760,117.34,16,16,2.01E5,11,1,13,Mutation,56690,Respiratory nitrate reductase 1 alpha chain
87,60865,ETNP_120m_PROKKA_37389,117.34,12,12,2.01E5,11,1,13,Mutation,73210,Nitrate reductase alpha subunit
86,43861,ETNP_140m_PROKKA_40080,117.21,64,64,,11,0,13,Mutation,8063,hypothetical protein
86,43860,ETNP_120m_particle_PROKKA_191857,117.21,64,64,,11,0,13,Mutation,8063,hypothetical protein
104,25536,NP_85m_PROKKA_08216,116.92,20,20,,5,0,9,Carbamidomethylation; Deamidation (NQ); Mutation,39292,Bacterial extracellular solute-binding protein
97,25481,NP_300m_PROKKA_22066,116.57,20,20,,5,0,10,Carbamidomethylation; Deamidation (NQ); Mutation,39438,Bacterial extracellular solute-binding protein
97,25480,ETNP_180m_PROKKA_06078,116.57,20,20,,5,0,10,Carbamidomethylation; Deamidation (NQ); Mutation,39438,Bacterial extracellular solute-binding protein
97,25479,NP_100m_PROKKA_04112,116.57,20,20,,5,0,10,Carbamidomethylation; Deamidation (NQ); Mutation,39439,Bacterial extracellular solute-binding protein
97,25478,ETNP_140m_PROKKA_29383,116.57,20,20,,5,0,10,Carbamidomethylation; Deamidation (NQ); Mutation,39438,Bacterial extracellular solute-binding protein
88,61039,NP_300m_PROKKA_19658,116.50,48,48,1.49E6,11,7,12,Oxidation (M),8905,DNA-binding protein HU-beta
88,61038,ETNP_120m_free_PROKKA_163264,116.50,48,48,1.49E6,11,7,12,Oxidation (M),8905,DNA-binding protein HU-beta
88,61037,NP_85m_PROKKA_29809,116.50,48,48,1.49E6,11,7,12,Oxidation (M),8869,DNA-binding protein HU-beta
88,26509,ETNP14_120mab_PROKKA_162942,116.50,48,48,1.49E6,11,7,12,Oxidation (M),8869,DNA-binding protein HU-beta
88,26508,ETNP_140m_PROKKA_11123,116.50,48,48,1.49E6,11,7,12,Oxidation (M),8905,DNA-binding protein HU-beta
110,1737,NP_300m_PROKKA_20189,115.83,13,13,,6,0,8,,50654,60 kDa chaperonin
33,1047,WP_023559773,115.15,4,4,0E0,9,1,28,Ethyl amino; Replacement of 2 protons by calcium; ISD (z+2)-series; Mutation,95439,protein disaggregation chaperone Alteromonas mediterranea
