Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 378,Area 378,#Peptides,#Unique,#Spec 378,PTM,Avg. Mass,Description
81,165579,ETNP_100,38.99,4,4,1.34E6,1,1,1,,26105,hypothetical protein
24,165672,ETNP14_68,38.92,3,3,3.98E5,2,2,2,,27316,hypothetical protein
24,165673,ETNP_120,38.92,3,3,3.98E5,2,2,2,,27298,hypothetical protein
82,165580,ETNP_120,38.89,5,5,1.25E5,1,1,1,,18368,hypothetical protein
80,165576,ETNP_180,38.81,3,3,4.7E5,1,1,1,,41029,Malonyl CoA-acyl carrier protein transacylase
27,165599,CAN93122.1,38.27,5,5,6.7E4,3,1,3,,47786,Adenosylhomocysteinase [Sorangium cellulosum So ce56]
27,165602,ABA59132.1,32.57,4,4,6.7E4,2,1,2,,48522,adenosylhomocysteinase [Nitrosococcus oceani ATCC 19707]
27,165603,ACJ00089.1,38.27,5,5,6.7E4,3,1,3,,48127,adenosylhomocysteinase  putative [Rhodospirillum centenum SW]
27,165627,WP_013306166.1,38.27,5,5,6.7E4,3,1,3,,48363,adenosylhomocysteinase [Maribacter sp. HTCC2170]
83,2175,BAJ30442.1,38.15,3,3,2.72E5,1,1,1,,43740,putative cellulose-binding protein [Kitasatospora setae KM-6054]
34,165628,ActinobacteriaREDSEAS09_EJKBNLBD_00183,36.71,4,4,4.5E4,3,1,3,,52028,Adenosylhomocysteinase
63,165689,ETNP_90,34.69,21,21,1.61E6,2,2,2,,3691,hypothetical protein
84,2470,ETNP_120,34.22,3,3,9.72E5,1,1,1,,34544,tRNA pseudouridine synthase B
39,97508,EJK43862,33.98,1,1,8.78E5,1,1,1,,154489,hypothetical protein THAOC_37651  Thalassiosira oceanica
39,165592,WP_009774086.1,33.98,5,5,8.78E5,1,1,1,,16048,hypothetical protein [marine actinobacterium PHSC20C1]
39,165595,ActinobacteriaREDSEAS09_EJKBNLBD_01230,33.98,2,2,8.78E5,1,1,1,,40045,1-deoxy-D-xylulose 5-phosphate reductoisomerase
39,165596,ActinobacteriaREDSEAS14_EEFFFEGA_00321,33.98,2,2,8.78E5,1,1,1,,40045,1-deoxy-D-xylulose 5-phosphate reductoisomerase
39,66467,virus_CCADEAMM_61914,33.98,1,1,8.78E5,1,1,1,,53139,hypothetical protein
39,66468,virus_CCADEAMM_61945,33.98,1,1,8.78E5,1,1,1,,53133,hypothetical protein
39,150899,ADH89790.1,33.98,1,1,8.78E5,1,1,1,,68492,diguanylate cyclase [Starkeya novella DSM 506]
39,150875,WP_052303705,33.98,1,1,8.78E5,1,1,1,,77515,hypothetical protein Pirellula staleyi
39,66482,WP_014436415,33.98,1,1,8.78E5,1,1,1,,125154,putative glycoside hydrolase Phycisphaera mikurensis
85,165593,AIR93557.1,33.41,6,6,2.74E5,1,1,1,Oxidation (M),14815,hypothetical protein [Prochlorococcus phage P-TIM68]
85,165594,YP_009213732.1,33.41,6,6,2.74E5,1,1,1,Oxidation (M),14815,hypothetical protein [Prochlorococcus phage P-TIM68]
42,165630,WP_013109037.1,33.26,2,2,8.21E5,2,2,2,,59033,anthranilate synthase component I [Planctopirus limnophila]
42,165708,ETNP_120,24.83,9,9,8.15E5,1,1,1,,7771,hypothetical protein
42,165726,ETNP_120,24.83,3,3,8.15E5,1,1,1,,25143,hypothetical protein
42,165727,ETNP14_68,24.83,3,3,8.15E5,1,1,1,,25143,hypothetical protein
87,165600,ETNP14_68,32.90,1,1,5.49E4,1,1,1,,55915,Ribonuclease Y
86,165597,ETNP14_120,32.50,2,2,1.15E5,1,1,1,,45381,Elongation factor Tu
86,165598,ETNP_120,32.50,2,2,1.15E5,1,1,1,,54592,Elongation factor Tu-B
88,165601,ETNP_120,32.15,4,4,4.91E5,1,1,1,,21999,2-amino-4-deoxychorismate dehydrogenase
89,165622,ETNP_120,31.89,6,6,2.7E6,1,1,1,,15590,hypothetical protein
23,165625,WP_011313311,31.89,3,3,4.61E5,2,1,2,,54913,ATP synthase subunit alpha Thiobacillus denitrificans
14,1323,ETNP14_68,31.53,2,2,7.1E4,2,1,2,,70793,Chaperone protein DnaK
14,1204,ETNP_70,31.53,2,2,7.1E4,2,1,2,,70706,Chaperone protein DnaK
14,1270,XP_002178567,37.39,3,3,7.1E4,3,1,3,,72266,ER luminal binding protein precursor  Phaeodactylum tricornutum CCAP 1055
14,1043,EJK49298,37.39,3,3,7.1E4,3,1,3,,78026,hypothetical protein THAOC_31850  Thalassiosira oceanica
22,2143,ETNP_120,31.44,20,20,1.86E6,1,1,2,,5568,hypothetical protein
22,2142,ETNP_180,31.44,20,20,1.86E6,1,1,2,,5568,hypothetical protein
91,165631,ETNP_120,31.11,4,4,8.89E4,1,1,1,,25289,hypothetical protein
91,165632,ETNP_160,31.11,3,3,8.89E4,1,1,1,,26022,hypothetical protein
91,165633,ETNP_120,31.11,3,3,8.89E4,1,1,1,,29423,hypothetical protein
91,165634,ETNP_180,31.11,2,2,8.89E4,1,1,1,,44398,hypothetical protein
91,165635,ETNP_120,31.11,2,2,8.89E4,1,1,1,,48476,hypothetical protein
20,881,XP_003064239,30.83,2,2,,2,0,2,,71635,heat shock protein 70kDa  Micromonas pusilla CCMP1545
36,165850,ABQ30995.1,30.09,3,3,1.85E6,2,2,2,,32540,transcriptional regulator  LysR family [Acidiphilium cryptum JF-5]
309,4378,ETNP14_120,29.93,1,1,3.85E5,2,2,2,,94941,Exoglucanase B precursor
92,165661,AJA06547,29.71,5,5,9.57E3,1,1,1,,17131,diadenosine tetraphosphate hydrolase Candidatus Saccharibacteria oral taxon TM7x
92,165662,WP_039327599,29.71,5,5,9.57E3,1,1,1,,17131,HIT domain-containing protein Candidatus Saccharibacteria oral taxon TM7x
33,154548,WP_015896189,29.68,3,3,5.21E5,2,1,2,,57996,ATP synthase subunit alpha Acidobacterium capsulatum
29,126914,WP_011217464.1,29.59,2,2,,2,0,2,,69359,molecular chaperone DnaK [Photobacterium profundum]
29,165658,WP_013307210.1,29.59,2,2,,2,0,2,,68613,molecular chaperone DnaK [Maribacter sp. HTCC2170]
29,56685,ABE37629.1,29.59,2,2,,2,0,2,,68545,Chaperone DnaK [Rhodopseudomonas palustris BisB5]
29,165844,WP_025047377,29.59,2,2,,2,0,2,,68382,molecular chaperone DnaK Sulfitobacter mediterraneus
29,165845,ETNP_90,29.59,2,2,,2,0,2,,68145,Chaperone protein DnaK
29,156947,EAQ03924.1,29.59,2,2,,2,0,2,,68486,chaperone protein DnaK [Pseudooceanicola batsensis HTCC2597]
29,154300,AMC10553.1,29.59,2,2,,2,0,2,,68676,molecular chaperone DnaK [Lutibacter profundi]
29,157230,ABG30098.1,29.59,2,2,,2,0,2,,68619,chaperone protein DnaK  putative [Roseobacter denitrificans OCh 114]
29,56686,AAV93374.1,29.59,2,2,,2,0,2,,68438,chaperone protein DnaK [Ruegeria pomeroyi DSS-3]
29,165846,ACB25893.1,29.59,2,2,,2,0,2,,68698,chaperone protein DnaK [Methylobacterium radiotolerans JCM 2831]
29,154372,ACA20536.1,29.59,2,2,,2,0,2,,68742,chaperone protein DnaK [Methylobacterium sp. 4-46]
29,165847,ABS65172.1,29.59,2,2,,2,0,2,,68583,chaperone protein DnaK [Parvibaculum lavamentivorans DS-1]
29,154261,WP_011218217.1,29.59,2,2,,2,0,2,,69251,molecular chaperone DnaK [Photobacterium profundum]
29,165848,WP_011395169,29.59,2,2,,2,0,2,,68898,molecular chaperone DnaK Hahella chejuensis
29,56646,ABF62743.1,29.59,2,2,,2,0,2,,69064,Chaperone DnaK [Ruegeria sp. TM1040]
94,165664,ETNP14_68,29.37,6,6,6.23E4,1,1,1,,13187,2-isopropylmalate synthase
93,2120,virus_CCADEAMM_08872,28.97,1,1,2.65E4,1,1,1,Oxidation (M),94785,T7 RNA polymerase
37,853,XP_003055985,28.86,2,2,,2,0,2,,72977,luminal binding heat shock protein 70  Micromonas pusilla CCMP1545
37,878,XP_003074861,28.86,2,2,,2,0,2,,73277,Bip Luminal binding protein precursor probable IC  Ostreococcus tauri
60,165665,ETNP_160,28.81,2,2,1.94E5,2,2,2,Oxidation (M),89072,Nitrite reductase [NAD(P)H]
60,165666,ETNP_300,28.81,2,2,1.94E5,2,2,2,Oxidation (M),89038,Nitrite reductase [NAD(P)H]
60,165667,ETNP_180,28.81,2,2,1.94E5,2,2,2,Oxidation (M),89072,Nitrite reductase [NAD(P)H]
60,165668,ETNP_120,28.81,2,2,1.94E5,2,2,2,Oxidation (M),89102,Nitrite reductase [NAD(P)H]
60,165798,ABS64525.1,21.10,3,3,1.59E5,1,1,1,,31792,UspA domain protein [Parvibaculum lavamentivorans DS-1]
60,165840,ETNP_120,21.10,8,8,1.59E5,1,1,1,,10943,Nitrite reductase [NAD(P)H]
49,165636,ETNP_140,28.25,4,4,2.25E5,1,1,1,,23914,N5-carboxyaminoimidazole ribonucleotide synthase
49,165669,ETNP_100,28.25,5,5,2.25E5,1,1,1,,18994,N5-carboxyaminoimidazole ribonucleotide synthase
316,1253,ETNP_100,28.18,10,10,4.35E5,2,2,2,,13208,Core histone H2A/H2B/H3/H4
102,165647,virus_CCADEAMM_27614,28.12,0,0,2.38E5,1,1,1,,343092,hypothetical protein
95,2397,WP_044181092,27.55,1,1,6.89E4,1,1,1,,101896,hypothetical protein Pirellula staleyi
50,165637,ACY15052.1,27.52,1,1,8.84E4,1,1,1,,112823,carboxyl-terminal protease [Haliangium ochraceum DSM 14365]
54,165648,EAQ03321.1,27.36,2,2,5.03E4,1,1,1,,67607,DNA ligase  NAD-dependent [Pseudooceanicola batsensis HTCC2597]
96,165671,ETNP_70,26.88,8,8,1.74E5,1,1,1,,14326,hypothetical protein
279,165907,XP_003061782,26.75,2,2,4.45E4,2,2,2,,107511,p-type ATPase superfamily  Micromonas pusilla CCMP1545
97,165674,ETNP_100,26.70,3,3,7.22E4,1,1,1,,26164,3-oxoacyl-[acyl-carrier-protein] reductase FabG
78,12103,ETNP_160,26.61,7,7,3.08E5,1,1,1,Mutation,14676,Electron transfer flavoprotein subunit beta
78,12174,ETNP_120,26.61,4,4,3.08E5,1,1,1,Mutation,26931,Electron transfer flavoprotein subunit beta
78,12173,ETNP_180,26.61,4,4,3.08E5,1,1,1,Mutation,26931,Electron transfer flavoprotein subunit beta
98,165690,WP_014437500,26.05,1,1,6.63E4,1,1,1,Oxidation (M),62295,heme ABC transporter ATP-binding protein Phycisphaera mikurensis
103,165705,WP_012625665,25.64,3,3,3.98E5,1,1,1,,24034,haloacid dehalogenase Desulfovibrio desulfuricans
103,165774,WP_013750908.1,25.64,1,1,3.98E5,1,1,1,,87972,penicillin-binding protein 1C [Dokdonia sp. 4H-3-7-5]
65,165718,NP_300,25.40,3,3,5.67E4,1,1,1,,29731,UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1 3-glucosyltransferase WfaP
65,165724,NP_300,25.40,2,2,5.67E4,1,1,1,,39130,Putative glycosyltransferase EpsE
100,165699,ETNP_120,25.31,6,6,8.46E5,1,1,1,,12440,hypothetical protein
99,165693,ETNP_120,25.23,5,5,1.14E5,1,1,1,,17134,hypothetical protein
99,165694,ETNP_180,25.23,5,5,1.14E5,1,1,1,,17134,hypothetical protein
127,165771,virus_CCADEAMM_60172,24.98,1,1,1.61E5,1,1,1,,64412,hypothetical protein
57,165656,WP_013306261.1,24.86,1,1,6.37E5,1,1,1,,120369,hypothetical protein [Maribacter sp. HTCC2170]
53,165644,ACB22189.1,24.84,7,7,3.03E5,1,1,1,,13023,protein of unknown function DUF710 [Methylobacterium radiotolerans JCM 2831]
53,165696,ETNP_120,24.84,10,10,3.03E5,1,1,1,,8573,hypothetical protein
53,165700,ETNP_140,24.84,8,8,3.03E5,1,1,1,,11150,Formyl-coenzyme A transferase
53,165701,ETNP_140,24.84,8,8,3.03E5,1,1,1,,10936,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
53,165703,ETNP_120,24.84,5,5,3.03E5,1,1,1,,16319,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
53,165704,ETNP_160,24.84,4,4,3.03E5,1,1,1,,21523,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
53,165706,ETNP_120,24.84,3,3,3.03E5,1,1,1,,35092,Dipeptide transport system permease protein DppB
53,165710,ETNP_160,24.84,2,2,3.03E5,1,1,1,,41695,Formyl-coenzyme A transferase
53,165711,ETNP_180,24.84,2,2,3.03E5,1,1,1,,41695,Formyl-coenzyme A transferase
53,165712,ETNP_120,24.84,2,2,3.03E5,1,1,1,,41695,Formyl-coenzyme A transferase
53,165713,ETNP_300,24.84,2,2,3.03E5,1,1,1,,43536,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
53,165714,ETNP_120,24.84,2,2,3.03E5,1,1,1,,43536,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
53,165715,ETNP_180,24.84,2,2,3.03E5,1,1,1,,43536,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
53,165722,ETNP_120,24.84,1,1,3.03E5,1,1,1,,90112,Colicin I receptor precursor
76,167287,EJK54495,24.82,2,2,3.38E4,1,1,1,,65999,hypothetical protein THAOC_25871 partial  Thalassiosira oceanica
66,165728,ETNP_120,24.61,3,3,1.76E5,1,1,1,Carbamidomethylation,24225,hypothetical protein
105,165716,ETNP_120,24.43,2,2,1.89E5,1,1,1,,62265,Chromosome partition protein Smc
110,165725,BAJ29579.1,24.40,1,1,5.39E4,1,1,1,,62966,putative prolyl-tRNA synthetase [Kitasatospora setae KM-6054]
106,165717,ETNP14_68,24.21,7,7,2.07E5,1,1,1,,14625,hypothetical protein
107,165719,EJK72620,24.19,4,4,3.27E5,1,1,1,,27247,hypothetical protein THAOC_05832  Thalassiosira oceanica
108,165720,ETNP_60,24.14,10,10,1.84E5,1,1,1,,10192,Omega-amino acid--pyruvate aminotransferase
108,165721,ETNP14_68,24.14,2,2,1.84E5,1,1,1,,50812,Omega-amino acid--pyruvate aminotransferase
77,167348,WP_053230129,23.97,3,3,4.43E4,1,1,1,,25643,hypothetical protein Phycisphaera mikurensis
58,165657,Flavovirus_FBAKDGPJ_11335,23.83,1,1,1.35E5,1,1,1,,65788,hypothetical protein
58,165749,virus_CCADEAMM_46557,23.83,3,3,1.35E5,1,1,1,,25280,hypothetical protein
58,142758,virus_CCADEAMM_59278,23.83,3,3,1.35E5,1,1,1,,25095,hypothetical protein
58,165783,WP_012184269.1,23.83,1,1,1.35E5,1,1,1,,68448,glutamine--fructose-6-phosphate aminotransferase [Salinispora arenicola]
21,42704,CAN91477.1,23.82,2,2,3.54E7,1,1,3,,56854,hypothetical protein sce1319 [Sorangium cellulosum So ce56]
117,165750,ETNP_120,23.65,4,4,0E0,1,1,1,,23379,hypothetical protein
40,1617,WP_015349883,23.61,0,0,2.48E5,1,1,1,,202176,polyketide synthase Myxococcus stipitatus
40,2147,CBE69591,23.61,2,2,2.48E5,1,1,1,,58424,Indole-3-pyruvate decarboxylase Indolepyruvate decarboxylase Candidatus Methylomirabilis oxyfera
55,165649,ETNP_120,23.58,1,1,1.17E5,1,1,1,Oxidation (M),50764,ATP synthase subunit beta
55,165650,ETNP_100,23.58,1,1,1.17E5,1,1,1,Oxidation (M),50764,ATP synthase subunit beta
55,165651,ETNP14_68,23.58,1,1,1.17E5,1,1,1,Oxidation (M),50764,ATP synthase subunit beta
55,165778,ETNP14_68,23.58,1,1,1.17E5,1,1,1,Oxidation (M),50727,ATP synthase subunit beta
55,165779,ETNP_70,23.58,1,1,1.17E5,1,1,1,Oxidation (M),50727,ATP synthase subunit beta
182,142683,virus_CCADEAMM_54958,23.51,1,1,1.45E6,2,2,2,Oxidation (M),236788,hypothetical protein
90,165629,WP_013961362,23.44,2,2,8.4E3,1,1,1,,49560,peptidase M23 Roseobacter litoralis
116,165748,WP_013263166,23.43,5,5,5.13E5,1,1,1,,15955,heat-shock protein gamma proteobacterium HdN1
116,165793,WP_009779635.1,23.43,1,1,5.13E5,1,1,1,,127634,IMP dehydrogenase [Leeuwenhoekiella blandensis]
28,165621,WP_026852941,23.32,1,1,2.03E5,1,1,1,,121368,peptidase S41 Geothrix fermentans
41,165623,WP_013962145,23.26,2,2,2.82E4,1,1,1,,49445,fumarate hydratase Roseobacter litoralis
41,165624,virus_CCADEAMM_61154,23.26,0,0,2.82E4,1,1,1,,152736,hypothetical protein
41,165655,ETNP_120,23.26,2,2,2.82E4,1,1,1,,33458,Modulator of FtsH protease HflC
41,165772,ETNP_120,23.26,3,3,2.82E4,1,1,1,,30108,MobA-like NTP transferase domain protein
114,165746,virus_CCADEAMM_56701,23.21,11,11,1.47E4,1,1,1,,7089,hypothetical protein
121,165757,ETNP14_120,23.18,5,5,2.66E5,1,1,1,,16055,dTDP-4-dehydrorhamnose reductase
121,165765,SAR11,23.18,4,4,2.66E5,1,1,1,,23171,50S ribosomal protein L21
121,165775,WP_005011867,23.18,2,2,2.66E5,1,1,1,,35812,UDP-3-O-3-hydroxymyristoylglucosamine N-acyltransferase Nitrospina gracilis
121,165776,ETNP14_68,23.18,2,2,2.66E5,1,1,1,,38863,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
121,165784,YP_004421670.1,23.18,1,1,2.66E5,1,1,1,,63704,gp46 recombination endonuclease [Campylobacter virus NCTC12673]
113,165744,ETNP_90,23.12,2,2,7.72E4,1,1,1,Oxidation (M),55356,Cyclic pyranopterin monophosphate synthase
112,165742,ETNP14_68,23.09,6,6,1.69E4,1,1,1,,17200,hypothetical protein
112,165745,ETNP_300,23.09,2,2,1.69E4,1,1,1,,47018,hypothetical protein
67,165743,BAI70725.1,23.02,3,3,5.87E4,1,1,1,,37920,integrase/recombinase [Azospirillum sp. B510]
52,165643,ETNP_120,22.95,7,7,1.88E5,1,1,1,,12958,hypothetical protein
120,42706,ETNP_300,22.95,2,2,2.96E5,1,1,1,,40593,putative acetyl-CoA acyltransferase
122,165758,virus_CCADEAMM_42905,22.93,7,7,5.18E5,1,1,1,,11013,hypothetical protein
122,165759,virus_CCADEAMM_42949,22.93,7,7,5.18E5,1,1,1,,11013,hypothetical protein
122,165761,ETNP14_68,22.93,6,6,5.18E5,1,1,1,,11950,Acyl carrier protein
122,165770,Flavovirus_FBAKDGPJ_02593,22.93,4,4,5.18E5,1,1,1,,21581,hypothetical protein
133,165800,ETNP_120,22.92,1,1,7.7E5,1,1,1,,143002,Protein TolB
115,165747,WP_040351739,22.85,2,2,9.61E4,1,1,1,,54645,uroporphyrinogen III methyltransferase  Blastopirellula marina
123,165760,ETNP_120,22.78,2,2,1.51E5,1,1,1,,38887,hypothetical protein
17,42869,ABI77157.1,22.71,15,15,1.2E4,1,1,3,,9071,hypothetical protein HNE_0380 [Hyphomonas neptunium ATCC 15444]
118,165751,ETNP14_68,22.63,1,1,2.22E5,1,1,1,,82108,CD36 family protein
119,165753,ETNP_120,22.63,11,11,5.15E5,1,1,1,,7645,hypothetical protein
119,165754,ETNP_120,22.63,7,7,5.15E5,1,1,1,,12440,putative 3'-5' exonuclease related to the exonuclease domain of PolB
119,165755,ETNP_300,22.63,7,7,5.15E5,1,1,1,,13099,hypothetical protein
119,165763,ADI91561.1,22.63,2,2,5.15E5,1,1,1,,40474,3-oxoacyl-(acyl carrier protein) synthase III [Acinetobacter oleivorans DR1]
119,165764,WP_000512836,22.63,2,2,5.15E5,1,1,1,,40448,3-oxoacyl-ACP synthase Acinetobacter calcoaceticusbaumannii complex
124,86870,ETNP14_120,22.51,1,1,1.94E5,1,1,1,,79457,GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
69,165756,WP_041385249,22.47,3,3,3.93E4,1,1,1,Carbamidomethylation,44521,tryptophan synthase subunit beta Prochlorococcus marinus
129,165777,WP_041559562,22.43,1,1,9.46E4,1,1,1,,95362,alanyl-tRNA synthetase Oligotropha carboxidovorans
130,165780,ETNP14_120,22.32,3,3,3.9E4,1,1,1,Oxidation (M),25803,Pyrophosphatase PpaX
44,165652,WP_011396803,22.32,1,1,0E0,1,1,1,,213990,polyketide synthase modules-like protein Hahella chejuensis
126,165766,NP_300,22.21,3,3,4.54E4,1,1,1,,42022,S-adenosylmethionine synthase
126,165767,ETNP_120,22.21,3,3,4.54E4,1,1,1,,42022,S-adenosylmethionine synthase
126,165768,ETNP_300,22.21,3,3,4.54E4,1,1,1,,42022,S-adenosylmethionine synthase
126,165769,ETNP_180,22.21,3,3,4.54E4,1,1,1,,42022,S-adenosylmethionine synthase
131,165785,ETNP_70,22.18,5,5,8.83E4,1,1,1,,21441,hypothetical protein
148,165852,WP_036930741.1,21.80,1,1,5.59E4,1,1,1,,107185,preprotein translocase subunit SecA [Prochlorococcus marinus]
59,165660,ETNP_100,21.79,7,7,2.32E5,1,1,1,,15709,hypothetical protein
135,165804,NP_300,21.72,2,2,3.06E4,1,1,1,,46331,Sulfopropanediol 3-dehydrogenase
136,42992,WP_015350353,21.51,2,2,4.85E5,1,1,1,,56918,phytoene dehydrogenase Myxococcus stipitatus
138,165808,ETNP14_120,21.50,12,12,2.12E5,1,1,1,,7057,hypothetical protein
138,165809,ETNP_120,21.50,6,6,2.12E5,1,1,1,,11554,hypothetical protein
138,165813,ETNP14_120,21.50,2,2,2.12E5,1,1,1,,39053,bifunctional phosphoglucose/phosphomannose isomerase
