Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
81,1825,NP_30m_PROKKA_13747,100.21,14,3,1,,26457,Photosystem II D2 protein
81,152507,WP_011294855,100.21,9,3,1,,39928,photosystem II reaction centre protein PsbDD2 Prochlorococcus
81,1830,NP_30m_PROKKA_03021,100.21,9,3,1,,39975,Photosystem II D2 protein
81,57426,WP_002807316,100.21,9,3,1,,39975,photosystem II D2 protein Prochlorococcus
87,1453,NP_300m_PROKKA_46512,100.20,21,3,1,,17444,Photosystem II D2 protein
87,1454,NP_30m_PROKKA_11063,100.20,21,3,1,,17444,Photosystem II D2 protein
87,1189,AGH57838.1,100.20,9,3,1,,39411,photosystem II D2 protein [Synechococcus phage KBS-M-1A]
87,152508,EJK55847,100.20,9,3,1,,39000,hypothetical protein THAOC_24371  Thalassiosira oceanica
87,152509,ADB27516,100.20,9,3,1,,39000,photosystem II D2 protein chloroplast  Thalassiosira oceanica CCMP1005
87,152510,EJK52340,100.20,9,3,1,,39000,hypothetical protein THAOC_28387  Thalassiosira oceanica
87,1231,YP_004323821.1,100.20,9,3,1,,39295,photosystem II D2 protein [Prochlorococcus phage Syn33]
87,152511,WP_006041823,100.20,9,3,1,,39283,photosystem II D2 protein Synechococcus
87,1233,AOO12163.1,100.20,9,3,1,,39201,photosystem II protein D2 [Cyanophage S-RIM44]
87,152512,EJK54216,100.20,9,3,1,,39000,hypothetical protein THAOC_26186  Thalassiosira oceanica
87,152513,WP_011127544,100.20,9,3,1,,39297,photosystem II D2 protein Synechococcus
87,1234,ADO99569.1,100.20,9,3,1,,39295,photosystem II D2 protein [Prochlorococcus phage Syn33]
87,152514,WP_006171775,100.20,9,3,1,,39321,photosystem II D2 protein Synechococcus sp WH 5701
87,1241,YP_003097254.1,100.20,9,3,1,,39639,D2 [Synechococcus phage S-RSM4]
87,1242,CAR63217.1,100.20,9,3,1,,39639,D2 [Synechococcus phage S-RSM4]
22,27422,ETNP_70m_PROKKA_64991,99.02,38,10,1,,13534,Core histone H2A/H2B/H3/H4
37,2915,ETNP_90m_PROKKA_183406,97.86,23,5,1,,13120,Core histone H2A/H2B/H3/H4
37,2916,ETNP_70m_PROKKA_90241,97.86,23,5,1,,13147,Core histone H2A/H2B/H3/H4
43,85267,WP_011818131,97.22,10,4,4,,38681,dihydroorotate oxidase Prochlorococcus
43,85268,NP_30m_PROKKA_04661,97.22,10,4,4,,38681,Divinyl chlorophyll a/b light-harvesting protein PcbA
47,85269,YP_007673748.1,93.04,10,6,0,,48896,major capsid protein [Prochlorococcus phage MED4-213]
47,85270,AGH26103.1,93.04,10,6,0,,48896,major capsid protein [Prochlorococcus phage MED4-213]
29,27433,ETNP_70m_PROKKA_20132,92.63,21,8,1,,19618,Core histone H2A/H2B/H3/H4
48,2518,ETNP_60m_PROKKA_10329,92.53,8,6,0,,55748,Major capsid protein Gp23
46,57429,YP_004323491.1,91.20,10,6,0,,49130,precursor of major head subunit [Prochlorococcus phage P-HM2]
46,57430,ADO99900.1,91.20,10,6,0,,49130,precursor of major head subunit [Prochlorococcus phage P-HM2]
39,397,WP_042850283,90.99,12,7,7,,46077,ABC transporter substrate-binding protein Prochlorococcus sp MIT 0604
50,1445,ETNP_120m_particle_PROKKA_205916,89.56,13,6,0,,38608,Major capsid protein Gp23
27,27417,ETNP_60m_PROKKA_16910,89.27,37,8,0,,13283,Core histone H2A/H2B/H3/H4
33,322,WP_011818757,88.31,13,7,3,,50499,photosystem II reaction center protein Prochlorococcus
28,27420,ETNP_100m_particle_PROKKA_07520,88.05,36,8,0,,13678,Core histone H2A/H2B/H3/H4
68,970,WP_011128875,84.79,15,3,2,,19147,bleomycin hydrolase Synechococcus
54,1448,ETNP_100m_PROKKA_89338,84.19,7,5,0,,48768,Major capsid protein Gp23
94,1619,WP_011129193,82.56,24,3,1,,13280,50S ribosomal protein L7L12 Synechococcus
94,1620,WP_038547285,82.56,24,3,1,,13267,50S ribosomal protein L7L12 Synechococcus sp KORDI-100
45,152505,WP_042849726,82.48,29,6,6,,28075,photosystem II manganese-stabilizing polypeptide Prochlorococcus sp MIT 0604
45,152506,NP_30m_PROKKA_05551,82.48,27,6,6,,29771,Photosystem II manganese-stabilizing polypeptide precursor
71,85273,NP_30m_PROKKA_04047,82.28,8,4,4,,66176,Cation/acetate symporter ActP
71,85274,WP_022734572,82.28,8,4,4,,66187,sodiumsolute symporter Candidatus Pelagibacter ubique
49,324,WP_002805854,82.25,10,5,5,,52574,ribulose bisphosphate carboxylase large chain Prochlorococcus
49,323,ETNP_70m_PROKKA_32299,82.25,10,5,5,,52544,Ribulose bisphosphate carboxylase large chain
49,62,ETNP_120m_PROKKA_157084,82.25,10,5,5,,52559,Ribulose bisphosphate carboxylase large chain 2
49,329,WP_011294510,82.25,10,5,5,,52427,ribulose bisphosphate carboxylase large chain Prochlorococcus
49,61,ETNP_100m_PROKKA_41674,82.25,10,5,5,,52559,Ribulose bisphosphate carboxylase large chain 2
49,331,WP_036914423,82.25,10,5,5,,52572,ribulose 1 5-bisphosphate carboxylase Prochlorococcus
49,60,ETNP_140m_PROKKA_14166,82.25,10,5,5,,52555,Ribulose bisphosphate carboxylase large chain 2
49,330,WP_011130576,82.25,10,5,5,,52573,ribulose bisphosphate carboxylase large chain Prochlorococcus marinus
49,63,ETNP_90m_PROKKA_04313,82.25,9,5,5,,57169,Ribulose bisphosphate carboxylase large chain 2
49,82,ETNP_100m_particle_PROKKA_06862,82.25,13,5,5,,40069,Ribulose bisphosphate carboxylase large chain
49,84,ETNP14_68mB_PROKKA_04349,82.25,13,5,5,,40119,Ribulose bisphosphate carboxylase large chain
72,1861,WP_011817694,80.37,24,3,1,,13244,50S ribosomal protein L7L12 Prochlorococcus
64,152515,ETNP_100m_particle_PROKKA_31866,79.63,9,4,0,,33383,Major capsid protein Gp23
23,1712,ETNP_100m_particle_PROKKA_07518,78.71,39,6,4,,7412,Core histone H2A/H2B/H3/H4
44,321,WP_011824174,77.85,10,5,1,,50493,photosystem II reaction center protein Prochlorococcus
53,1066,ETNP14_68maa_PROKKA_81779,77.29,8,5,0,,47354,Major capsid protein Gp23
40,85349,ETNP_90m_PROKKA_147772,75.71,34,8,2,,12758,Core histone H2A/H2B/H3/H4
63,1447,ETNP14_68maa_PROKKA_16985,72.48,9,4,0,,37529,Major capsid protein Gp23
51,988,ETNP_120m_particle_PROKKA_74362,71.61,18,4,1,,27086,Photosystem II 44 kDa reaction center protein
95,3432,ETNP_70m_PROKKA_71422,71.17,6,3,0,,42265,Major capsid protein Gp23
41,85321,EJK71317,69.99,14,7,0,,22172,hypothetical protein THAOC_07266  Thalassiosira oceanica
41,85315,XP_002179551,69.99,25,7,0,,12629,histone H2B isoform 1a  Phaeodactylum tricornutum CCAP 1055
41,85316,XP_002179210,69.99,25,7,0,,12629,histone H2B isoform 1b  Phaeodactylum tricornutum CCAP 1055
41,85317,EJK69581,69.99,24,7,0,,12922,hypothetical protein THAOC_09149  Thalassiosira oceanica
41,85318,EJK60528,69.99,24,7,0,,12922,hypothetical protein THAOC_19091  Thalassiosira oceanica
41,85319,EJK52561,69.99,24,7,0,,12922,hypothetical protein THAOC_28149  Thalassiosira oceanica
41,85314,EJK74337,69.99,18,7,0,,17560,hypothetical protein THAOC_03988  Thalassiosira oceanica
41,85320,EJK66208,69.99,16,7,0,,20696,hypothetical protein THAOC_12890  Thalassiosira oceanica
41,85322,EJK52043,69.99,11,7,0,,27028,hypothetical protein THAOC_28729 partial  Thalassiosira oceanica
41,85323,EJK62506,69.99,9,7,0,,32474,hypothetical protein THAOC_16881  Thalassiosira oceanica
58,1003,ETNP14_120maa_PROKKA_123937,69.51,7,4,0,,47699,Major capsid protein Gp23
59,85278,ETNP14_68maa_PROKKA_12099,68.82,7,4,0,,47970,Major capsid protein Gp23
59,85279,ETNP_90m_PROKKA_20127,68.82,7,4,0,,47970,Major capsid protein Gp23
59,85276,ETNP_90m_PROKKA_68694,68.82,7,4,0,,48003,Major capsid protein Gp23
59,85277,ETNP14_68maa_PROKKA_61062,68.82,7,4,0,,48003,Major capsid protein Gp23
69,359,ETNP_90m_PROKKA_138320,67.99,15,4,2,,18490,C-phycoerythrin class 2 subunit beta
52,152520,NP_30m_PROKKA_21974,66.27,19,4,4,,21706,putative peroxiredoxin
52,152521,WP_025881525,66.27,19,4,4,,21706,peroxiredoxin Prochlorococcus
136,1618,WP_011823058,63.39,16,2,1,,13260,50S ribosomal protein L7L12 Prochlorococcus
88,1673,WP_011128874,63.36,20,3,3,,17817,bleomycin hydrolase Synechococcus
65,603,WP_038543230,63.30,14,3,0,,18716,bleomycin hydrolase Synechococcus sp KORDI-100
76,85280,ADO99659.1,60.67,5,3,1,,48730,precursor of major head subunit [Prochlorococcus phage Syn33]
76,85281,YP_004323731.1,60.67,5,3,1,,48730,precursor of major head subunit [Prochlorococcus phage Syn33]
140,152586,ETNP14_120mac_PROKKA_38980,59.49,10,2,2,,13362,Outer membrane lipoprotein Omp16 precursor
140,152587,ETNP_90m_PROKKA_33773,59.49,10,2,2,,14097,Peptidoglycan-associated lipoprotein precursor
140,152606,ETNP14_120mab_PROKKA_71576,59.49,6,2,2,,21058,Peptidoglycan-associated lipoprotein precursor
74,152523,NP_30m_PROKKA_11010,59.37,21,3,3,,18847,Flavodoxin
74,152524,WP_042850707,59.37,21,3,3,,18877,flavodoxin Prochlorococcus sp MIT 0604
74,152525,ETNP_60m_PROKKA_33064,59.37,21,3,3,,18849,Flavodoxin
90,3229,XP_002181593,58.18,4,2,2,,48056,predicted protein  Phaeodactylum tricornutum CCAP 1055
90,3230,XP_002186303,58.18,4,2,2,,48082,translation elongation factor EF-1 alpha subunit  Phaeodactylum tricornutum CCAP 1055
110,85308,XP_003082709,57.41,4,2,2,,49021,EF-1 alpha-like protein ISS  Ostreococcus tauri
110,85309,XP_003082562,57.41,4,2,2,,54178,EF-1 alpha-like protein ISS  Ostreococcus tauri
79,85283,ETNP_300m_PROKKA_00274,57.28,6,3,0,,46885,Major capsid protein Gp23
79,1388,ETNP_180m_PROKKA_33737,57.28,6,3,0,,54259,Major capsid protein Gp23
79,1381,NP_300m_PROKKA_43299,57.28,11,3,0,,27933,Major capsid protein Gp23
85,542,ETNP_60m_PROKKA_04448,56.88,16,3,3,,12354,hypothetical protein
85,543,WP_011293945,56.88,16,3,3,,12354,transcriptional regulator Prochlorococcus
60,181,ETNP_90m_PROKKA_133125,56.82,9,4,1,,43475,DNA-directed RNA polymerase subunit beta'
60,136,ETNP_90m_PROKKA_211887,56.82,7,4,1,,59809,DNA-directed RNA polymerase subunit beta'
60,79,WP_036911349,56.82,6,4,1,,72034,DNA-directed RNA polymerase subunit gamma Prochlorococcus
60,126,WP_006172018,56.82,6,4,1,,72413,DNA-directed RNA polymerase subunit gamma Synechococcus sp WH 5701
60,77,WP_038546190,56.82,6,4,1,,72321,DNA-directed RNA polymerase subunit gamma Synechococcus sp KORDI-100
60,80,WP_011130874,56.82,6,4,1,,72277,DNA-directed RNA polymerase subunit gamma Prochlorococcus marinus
60,103,WP_011127481,56.82,6,4,1,,72229,DNA-directed RNA polymerase subunit gamma Synechococcus
111,152526,XP_003056674,56.66,3,2,1,,60236,ATP synthase  Micromonas pusilla CCMP1545
111,152543,ETNP_70m_PROKKA_66000,56.66,3,2,1,,54925,ATP synthase subunit alpha
66,1096,ETNP14_68maa_PROKKA_00486,54.83,3,4,1,,141086,DNA-directed RNA polymerase subunit beta'
75,2328,ETNP_180m_PROKKA_21035,53.85,6,3,0,,50145,Major capsid protein Gp23
75,2326,ETNP_100m_particle_PROKKA_95828,53.85,6,3,0,,47809,Major capsid protein Gp23
83,3163,ETNP14_68maa_PROKKA_79170,52.94,4,3,1,,49554,Major capsid protein Gp23
137,152548,WP_042849938,52.21,6,2,2,,29194,membrane protease subunit  stomatinprohibitin Prochlorococcus sp MIT 0604
125,2923,NP_30m_PROKKA_13558,51.39,6,2,2,,28181,Taurine-binding periplasmic protein precursor
203,59229,WP_015403860,51.34,2,1,1,,70179,molecular chaperone of HSP90 family Desulfocapsa sulfexigens
203,135929,ETNP_70m_PROKKA_129052,51.34,2,1,1,,73971,Chaperone protein HtpG
203,34219,KUK50408,51.34,2,1,1,,65827,Chaperone protein HtpG Marinimicrobia bacterium 46_47
203,34220,KUK91805,51.34,2,1,1,,72315,molecular chaperone of HSP90 family Marinimicrobia bacterium 46_43
203,152575,ETNP14_68mB_PROKKA_01905,51.34,4,1,1,,43142,Chaperone protein HtpG
203,2108,EJK51577,51.34,2,1,1,,80646,hypothetical protein THAOC_29237  Thalassiosira oceanica
84,2753,ETNP_100m_particle_PROKKA_74716,51.19,4,3,0,,58796,Major capsid protein Gp23
97,85642,ETNP_90m_PROKKA_201271,50.72,12,2,2,,18492,EF hand
89,152522,ETNP_120m_PROKKA_174342,50.35,19,3,0,,14552,Major capsid protein Gp23
139,781,WP_041484570,49.76,8,2,2,,34180,DNA-directed RNA polymerase subunit alpha Prochlorococcus
61,85284,ETNP14_68maa_PROKKA_65219,49.21,8,4,0,,50959,Major capsid protein Gp23
126,152542,ETNP_90m_PROKKA_63950,48.20,6,2,2,,38131,Glyceraldehyde-3-phosphate dehydrogenase 1
126,152545,ETNP_120m_PROKKA_147312,48.20,6,2,2,,36725,Glyceraldehyde-3-phosphate dehydrogenase 1
126,152551,ETNP14_120mab_PROKKA_132611,48.20,13,2,2,,17724,Glyceraldehyde-3-phosphate dehydrogenase 1
126,152552,ETNP14_68mB_PROKKA_40312,48.20,13,2,2,,17724,Glyceraldehyde-3-phosphate dehydrogenase 1
126,152553,ETNP_100m_particle_PROKKA_148940,48.20,10,2,2,,23889,Glyceraldehyde-3-phosphate dehydrogenase 1
126,152554,ETNP_90m_PROKKA_194139,48.20,8,2,2,,29171,Glyceraldehyde-3-phosphate dehydrogenase 1
126,152555,ETNP_70m_PROKKA_95047,48.20,6,2,2,,36474,Glyceraldehyde-3-phosphate dehydrogenase 1
126,152556,XP_003059267,48.20,5,2,2,,43089,hypothetical protein MICPUCDRAFT_27359  Micromonas pusilla CCMP1545
138,1605,NP_30m_PROKKA_07332,47.72,22,2,2,,8828,Photosystem I iron-sulfur center
138,1606,WP_007099573,47.72,22,2,2,,8828,photosystem I iron-sulfur center Cyanobacteria
138,1607,WP_006172463,47.72,22,2,2,,8844,photosystem I iron-sulfur center Synechococcus sp WH 5701
82,723,NP_30m_PROKKA_05960,46.65,6,3,2,,33591,Elongation factor Tu
82,759,ETNP_70m_PROKKA_09967,46.65,5,3,2,,43287,Elongation factor Tu
82,716,WP_002806605,46.65,5,3,2,,43652,elongation factor Tu Prochlorococcus
107,475,WP_042849808,45.60,4,2,2,,56017,photosystem II CP47 chlorophyll apoprotein Prochlorococcus sp MIT 0604
107,1541,ETNP_60m_PROKKA_17178,45.60,8,2,2,,31083,Photosystem II protein
107,869,WP_038651277,45.60,4,2,2,,55864,photosystem II CP47 chlorophyll apoprotein Prochlorococcus sp MIT 0801
128,152649,WP_042850699,45.26,2,2,2,,47295,porin Prochlorococcus sp MIT 0604
62,152533,ETNP_60m_PROKKA_30166,44.65,2,3,1,,134445,DNA-directed RNA polymerase subunit beta'
91,4638,ADB27517,44.30,5,2,1,,51909,photosystem II CP43 chlorophyll apoprotein chloroplast  Thalassiosira oceanica CCMP1005
106,152538,ETNP_120m_particle_PROKKA_93006,44.19,3,1,1,,38936,Photosystem Q(B) protein 2 precursor
106,152539,ADB27561,44.19,3,1,1,,39727,photosystem II D1 protein chloroplast  Thalassiosira oceanica CCMP1005
106,152540,ADB27608,44.19,3,1,1,,39727,photosystem II D1 protein chloroplast  Thalassiosira oceanica CCMP1005
106,152558,ETNP_150m_particle_PROKKA_19916,44.19,18,1,1,,6743,Photosystem Q(B) protein 1 precursor
106,152559,ETNP_100m_particle_PROKKA_40097,44.19,15,1,1,,7887,Photosystem Q(B) protein 1 precursor
106,152560,ETNP_120m_free_PROKKA_82506,44.19,7,1,1,,17626,Photosystem Q(B) protein 1 precursor
106,152561,ETNP_90m_PROKKA_133834,44.19,5,1,1,,23511,Photosystem Q(B) protein 1 precursor
106,152562,ETNP_100m_particle_PROKKA_82278,44.19,5,1,1,,24260,Photosystem Q(B) protein 2 precursor
106,152563,WP_006171384,44.19,3,1,1,,39545,photosystem I reaction center subunit IX Synechococcus sp WH 5701
108,3393,NP_30m_PROKKA_12968,43.85,8,2,1,,28600,Major capsid protein Gp23
179,952,ETNP_70m_PROKKA_100403,41.85,3,1,1,,56420,Photosystem II 44 kDa reaction center protein
179,989,ADB27529,41.85,3,1,1,,56333,photosystem II CP47 chlorophyll apoprotein chloroplast  Thalassiosira oceanica CCMP1005
56,626,NP_300m_PROKKA_22239,41.85,6,3,2,,51425,ATP synthase subunit beta
56,1098,NP_30m_PROKKA_02451,41.85,8,3,2,,36511,ATP synthase subunit beta
96,4882,ETNP_160m_PROKKA_74804,41.72,8,3,0,,38845,Major capsid protein Gp23
96,4883,ETNP_150m_particle_PROKKA_47646,41.72,7,3,0,,42561,Major capsid protein Gp23
116,152549,ETNP_70m_PROKKA_77459,41.41,9,2,1,,18463,Major capsid protein Gp23
204,1344,NP_300m_PROKKA_43112,40.94,5,1,1,,25652,Photosystem Q(B) protein precursor
204,85389,NP_30m_PROKKA_12072,40.94,4,1,1,,31800,Photosystem Q(B) protein precursor
204,1348,WP_002805533,40.94,3,1,1,,39638,photosystem II protein D1 Prochlorococcus
204,1347,NP_30m_PROKKA_05529,40.94,3,1,1,,39638,Photosystem Q(B) protein precursor
204,2439,AIR93568.1,40.94,3,1,1,,39631,photosystem II D1 protein [Prochlorococcus phage P-TIM68]
204,2440,YP_009213744.1,40.94,3,1,1,,39631,photosystem II D1 protein [Prochlorococcus phage P-TIM68]
204,2441,ADO99990.1,40.94,3,1,1,,39701,photosystem II D1 protein [Prochlorococcus phage P-HM2]
204,2445,YP_004323581.1,40.94,3,1,1,,39701,photosystem II D1 protein [Prochlorococcus phage P-HM2]
204,2448,AGH26238.1,40.94,3,1,1,,39898,photosystem Q(B) protein [Prochlorococcus phage MED4-213]
204,2449,YP_007673883.1,40.94,3,1,1,,39898,photosystem Q(B) protein [Prochlorococcus phage MED4-213]
141,3638,NP_125m_PROKKA_21296,39.40,12,2,2,,10499,10 kDa chaperonin 5
141,3637,ETNP14_68mB_PROKKA_109194,39.40,12,2,2,,10613,10 kDa chaperonin 1
141,3641,NP_100m_PROKKA_26486,39.40,12,2,2,,10615,10 kDa chaperonin 5
141,3642,NP_300m_PROKKA_50598,39.40,12,2,2,,10616,10 kDa chaperonin 5
141,3640,ETNP14_68mB_PROKKA_82092,39.40,12,2,2,,10685,10 kDa chaperonin 1
98,99505,ETNP_120m_free_PROKKA_133039,39.26,3,1,1,,30958,Alpha-ketoglutarate-dependent taurine dioxygenase
127,85947,ETNP_70m_PROKKA_71206,38.93,10,2,2,,17288,Phosphoribulokinase  plasmid
127,85398,WP_042850248,38.93,5,2,2,,33579,phosphoribulokinase Prochlorococcus sp MIT 0604
234,152574,ETNP_70m_PROKKA_137754,38.38,5,1,1,,25325,hypothetical protein
119,152719,ETNP_120m_free_PROKKA_44629,37.45,6,2,2,,15218,LamB/YcsF family protein
119,152720,ETNP_120m_PROKKA_234534,37.45,3,2,2,,28845,LamB/YcsF family protein
305,152632,ETNP14_68maa_PROKKA_31047,37.39,7,1,1,,14927,50S ribosomal protein L17
305,152633,ETNP14_68maa_PROKKA_127450,37.39,7,1,1,,15052,50S ribosomal protein L17
112,152550,WP_012520218,37.36,3,2,1,,55450,ATP synthase subunit alpha Alteromonas mediterranea
143,152668,ETNP_120m_PROKKA_179609,36.51,8,2,1,,20129,Elongation factor Tu
117,86413,ETNP14_120maa_PROKKA_52214,36.49,1,2,1,,139446,DNA-directed RNA polymerase subunit beta'
146,152701,ETNP_70m_PROKKA_125853,35.74,15,2,2,,9589,ATP synthase subunit alpha
235,2438,ETNP_90m_PROKKA_201955,34.79,16,1,1,,7206,Photosystem Q(B) protein precursor
101,85347,ETNP_160m_PROKKA_96687,34.54,4,2,0,,47386,Major capsid protein Gp23
101,85348,ETNP_160m_PROKKA_50326,34.54,4,2,0,,47801,Major capsid protein Gp23
