# MetaGOmics taxonomy report
# MetaGOmics version: 0.1.1
# Run date: Mon Sep 03 22:35:27 PDT 2018
GO acc	GO aspect	GO name	taxon name	NCBI taxonomy id	taxonomy rank	PSM count	ratio of GO	ratio of run
GO:0051606	biological_process	detection of stimulus	root	1	no rank	3	1.0	0.021739130434782608
GO:0051606	biological_process	detection of stimulus	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0000002	biological_process	mitochondrial genome maintenance	root	1	no rank	15	1.0	0.10869565217391304
GO:0000003	biological_process	reproduction	root	1	no rank	1	1.0	0.007246376811594203
GO:0000003	biological_process	reproduction	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0046983	molecular_function	protein dimerization activity	root	1	no rank	19	1.0	0.13768115942028986
GO:0046983	molecular_function	protein dimerization activity	Bacteria	2	superkingdom	1	0.05263157894736842	0.007246376811594203
GO:0046983	molecular_function	protein dimerization activity	Eukaryota	2759	superkingdom	3	0.15789473684210525	0.021739130434782608
GO:0044183	molecular_function	protein binding involved in protein folding	root	1	no rank	15	1.0	0.10869565217391304
GO:0051082	molecular_function	unfolded protein binding	root	1	no rank	16	1.0	0.11594202898550725
GO:0051082	molecular_function	unfolded protein binding	Eukaryota	2759	superkingdom	1	0.0625	0.007246376811594203
GO:0098796	cellular_component	membrane protein complex	root	1	no rank	15	1.0	0.10869565217391304
GO:0032434	biological_process	regulation of proteasomal ubiquitin-dependent protein catabolic process	root	1	no rank	2	1.0	0.014492753623188406
GO:0032434	biological_process	regulation of proteasomal ubiquitin-dependent protein catabolic process	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0015672	biological_process	monovalent inorganic cation transport	Schizosaccharomyces pombe	4896	species	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Schizosaccharomycetes	147554	class	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	root	1	no rank	2	1.0	0.014492753623188406
GO:0015672	biological_process	monovalent inorganic cation transport	Eukaryota	2759	superkingdom	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Schizosaccharomyces pombe 972h-	284812	no rank	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Schizosaccharomycetales	34346	order	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Methanothermobacter thermautotrophicus	145262	species	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Archaea	2157	superkingdom	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Methanothermobacter	145260	genus	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Methanobacteriales	2158	order	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Fungi	4751	kingdom	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Methanobacteriaceae	2159	family	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Methanobacteria	183925	class	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Ascomycota	4890	phylum	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Euryarchaeota	28890	phylum	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Taphrinomycotina	451866	subphylum	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Schizosaccharomycetaceae	4894	family	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Dikarya	451864	subkingdom	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Methanothermobacter thermautotrophicus str. Delta H	187420	no rank	1	0.5	0.007246376811594203
GO:0015672	biological_process	monovalent inorganic cation transport	Schizosaccharomyces	4895	genus	1	0.5	0.007246376811594203
GO:0032435	biological_process	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	root	1	no rank	2	1.0	0.014492753623188406
GO:0032435	biological_process	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0098805	cellular_component	whole membrane	root	1	no rank	1	1.0	0.007246376811594203
GO:0098805	cellular_component	whole membrane	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0009792	biological_process	embryo development ending in birth or egg hatching	root	1	no rank	2	1.0	0.014492753623188406
GO:0009792	biological_process	embryo development ending in birth or egg hatching	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0098813	biological_process	nuclear chromosome segregation	root	1	no rank	1	1.0	0.007246376811594203
GO:0098813	biological_process	nuclear chromosome segregation	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0051640	biological_process	organelle localization	root	1	no rank	3	1.0	0.021739130434782608
GO:0051640	biological_process	organelle localization	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0015695	biological_process	organic cation transport	Schizosaccharomyces pombe	4896	species	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	Schizosaccharomycetes	147554	class	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	root	1	no rank	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	Schizosaccharomyces pombe 972h-	284812	no rank	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	Schizosaccharomycetales	34346	order	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	Ascomycota	4890	phylum	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	Taphrinomycotina	451866	subphylum	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	Schizosaccharomycetaceae	4894	family	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	Dikarya	451864	subkingdom	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	Schizosaccharomyces	4895	genus	1	1.0	0.007246376811594203
GO:0015695	biological_process	organic cation transport	Fungi	4751	kingdom	1	1.0	0.007246376811594203
GO:0051641	biological_process	cellular localization	root	1	no rank	18	1.0	0.13043478260869565
GO:0051641	biological_process	cellular localization	Eukaryota	2759	superkingdom	3	0.16666666666666666	0.021739130434782608
GO:0015696	biological_process	ammonium transport	Schizosaccharomyces pombe	4896	species	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Schizosaccharomycetes	147554	class	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	root	1	no rank	2	1.0	0.014492753623188406
GO:0015696	biological_process	ammonium transport	Eukaryota	2759	superkingdom	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Schizosaccharomyces pombe 972h-	284812	no rank	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Schizosaccharomycetales	34346	order	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Methanothermobacter thermautotrophicus	145262	species	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Archaea	2157	superkingdom	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Methanothermobacter	145260	genus	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Methanobacteriales	2158	order	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Fungi	4751	kingdom	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Methanobacteriaceae	2159	family	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Methanobacteria	183925	class	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Ascomycota	4890	phylum	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Euryarchaeota	28890	phylum	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Taphrinomycotina	451866	subphylum	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Schizosaccharomycetaceae	4894	family	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Dikarya	451864	subkingdom	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Methanothermobacter thermautotrophicus str. Delta H	187420	no rank	1	0.5	0.007246376811594203
GO:0015696	biological_process	ammonium transport	Schizosaccharomyces	4895	genus	1	0.5	0.007246376811594203
GO:0051642	biological_process	centrosome localization	root	1	no rank	2	1.0	0.014492753623188406
GO:0051642	biological_process	centrosome localization	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0051646	biological_process	mitochondrion localization	root	1	no rank	3	1.0	0.021739130434782608
GO:0051646	biological_process	mitochondrion localization	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0051647	biological_process	nucleus localization	root	1	no rank	3	1.0	0.021739130434782608
GO:0051647	biological_process	nucleus localization	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0051649	biological_process	establishment of localization in cell	root	1	no rank	18	1.0	0.13043478260869565
GO:0051649	biological_process	establishment of localization in cell	Eukaryota	2759	superkingdom	3	0.16666666666666666	0.021739130434782608
GO:0032465	biological_process	regulation of cytokinesis	root	1	no rank	2	1.0	0.014492753623188406
GO:0032465	biological_process	regulation of cytokinesis	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0051653	biological_process	spindle localization	root	1	no rank	2	1.0	0.014492753623188406
GO:0051653	biological_process	spindle localization	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0005886	cellular_component	plasma membrane	root	1	no rank	23	1.0	0.16666666666666666
GO:0005886	cellular_component	plasma membrane	Haloferacaceae	1644056	family	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Haloferax mediterranei ATCC 33500	523841	no rank	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Eukaryota	2759	superkingdom	3	0.13043478260869565	0.021739130434782608
GO:0005886	cellular_component	plasma membrane	Haloferax	2251	genus	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Methanothermobacter thermautotrophicus	145262	species	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Haloferax mediterranei	2252	species	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Archaea	2157	superkingdom	2	0.08695652173913043	0.014492753623188406
GO:0005886	cellular_component	plasma membrane	Methanothermobacter	145260	genus	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Methanobacteriales	2158	order	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Haloferacales	1644055	order	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Methanobacteriaceae	2159	family	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Methanobacteria	183925	class	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Halobacteria	183963	class	1	0.043478260869565216	0.007246376811594203
GO:0005886	cellular_component	plasma membrane	Euryarchaeota	28890	phylum	2	0.08695652173913043	0.014492753623188406
GO:0005886	cellular_component	plasma membrane	Methanothermobacter thermautotrophicus str. Delta H	187420	no rank	1	0.043478260869565216	0.007246376811594203
GO:0015711	biological_process	organic anion transport	Rhizobium leguminosarum	384	species	9	0.6428571428571429	0.06521739130434782
GO:0015711	biological_process	organic anion transport	root	1	no rank	14	1.0	0.10144927536231885
GO:0015711	biological_process	organic anion transport	Bacteria	2	superkingdom	14	1.0	0.10144927536231885
GO:0015711	biological_process	organic anion transport	Rhizobiaceae	82115	family	9	0.6428571428571429	0.06521739130434782
GO:0015711	biological_process	organic anion transport	Rhizobiales	356	order	9	0.6428571428571429	0.06521739130434782
GO:0015711	biological_process	organic anion transport	Rhodobacter	1060	genus	3	0.21428571428571427	0.021739130434782608
GO:0015711	biological_process	organic anion transport	Rhodobacterales	204455	order	3	0.21428571428571427	0.021739130434782608
GO:0015711	biological_process	organic anion transport	Rhodobacter capsulatus	1061	species	3	0.21428571428571427	0.021739130434782608
GO:0015711	biological_process	organic anion transport	Proteobacteria	1224	phylum	14	1.0	0.10144927536231885
GO:0015711	biological_process	organic anion transport	Rhodobacter capsulatus SB 1003	272942	no rank	3	0.21428571428571427	0.021739130434782608
GO:0015711	biological_process	organic anion transport	Alphaproteobacteria	28211	class	14	1.0	0.10144927536231885
GO:0015711	biological_process	organic anion transport	Rhodobacteraceae	31989	family	3	0.21428571428571427	0.021739130434782608
GO:0015711	biological_process	organic anion transport	Rhizobium leguminosarum bv. viciae 3841	216596	no rank	9	0.6428571428571429	0.06521739130434782
GO:0015711	biological_process	organic anion transport	Rhizobium	379	genus	9	0.6428571428571429	0.06521739130434782
GO:0051656	biological_process	establishment of organelle localization	root	1	no rank	3	1.0	0.021739130434782608
GO:0051656	biological_process	establishment of organelle localization	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Rhizobium leguminosarum	384	species	9	0.6	0.06521739130434782
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	root	1	no rank	15	1.0	0.10869565217391304
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Bacteria	2	superkingdom	15	1.0	0.10869565217391304
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Rhizobiaceae	82115	family	9	0.6	0.06521739130434782
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Rhizobiales	356	order	9	0.6	0.06521739130434782
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Rhodobacter	1060	genus	3	0.2	0.021739130434782608
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Rhodobacterales	204455	order	3	0.2	0.021739130434782608
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Rhodobacter capsulatus	1061	species	3	0.2	0.021739130434782608
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Proteobacteria	1224	phylum	14	0.9333333333333333	0.10144927536231885
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Rhodobacter capsulatus SB 1003	272942	no rank	3	0.2	0.021739130434782608
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Alphaproteobacteria	28211	class	14	0.9333333333333333	0.10144927536231885
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Rhodobacteraceae	31989	family	3	0.2	0.021739130434782608
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Rhizobium leguminosarum bv. viciae 3841	216596	no rank	9	0.6	0.06521739130434782
GO:0030288	cellular_component	outer membrane-bounded periplasmic space	Rhizobium	379	genus	9	0.6	0.06521739130434782
GO:0009826	biological_process	unidimensional cell growth	root	1	no rank	1	1.0	0.007246376811594203
GO:0009826	biological_process	unidimensional cell growth	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0098857	cellular_component	membrane microdomain	root	1	no rank	3	1.0	0.021739130434782608
GO:0098857	cellular_component	membrane microdomain	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0007059	biological_process	chromosome segregation	root	1	no rank	3	1.0	0.021739130434782608
GO:0007059	biological_process	chromosome segregation	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0051276	biological_process	chromosome organization	root	1	no rank	1	1.0	0.007246376811594203
GO:0051276	biological_process	chromosome organization	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0000070	biological_process	mitotic sister chromatid segregation	root	1	no rank	1	1.0	0.007246376811594203
GO:0000070	biological_process	mitotic sister chromatid segregation	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0009653	biological_process	anatomical structure morphogenesis	root	1	no rank	1	1.0	0.007246376811594203
GO:0009653	biological_process	anatomical structure morphogenesis	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0007017	biological_process	microtubule-based process	root	1	no rank	4	1.0	0.028985507246376812
GO:0007017	biological_process	microtubule-based process	Eukaryota	2759	superkingdom	4	1.0	0.028985507246376812
GO:0009790	biological_process	embryo development	root	1	no rank	2	1.0	0.014492753623188406
GO:0009790	biological_process	embryo development	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0007346	biological_process	regulation of mitotic cell cycle	root	1	no rank	3	1.0	0.021739130434782608
GO:0007346	biological_process	regulation of mitotic cell cycle	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0030312	cellular_component	external encapsulating structure	root	1	no rank	18	1.0	0.13043478260869565
GO:0030312	cellular_component	external encapsulating structure	Eukaryota	2759	superkingdom	3	0.16666666666666666	0.021739130434782608
GO:0098863	biological_process	nuclear migration by microtubule mediated pushing forces	root	1	no rank	3	1.0	0.021739130434782608
GO:0098863	biological_process	nuclear migration by microtubule mediated pushing forces	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0000075	biological_process	cell cycle checkpoint	root	1	no rank	2	1.0	0.014492753623188406
GO:0000075	biological_process	cell cycle checkpoint	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0032501	biological_process	multicellular organismal process	root	1	no rank	1	1.0	0.007246376811594203
GO:0032501	biological_process	multicellular organismal process	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0032502	biological_process	developmental process	root	1	no rank	3	1.0	0.021739130434782608
GO:0032502	biological_process	developmental process	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0000086	biological_process	G2/M transition of mitotic cell cycle	root	1	no rank	3	1.0	0.021739130434782608
GO:0000086	biological_process	G2/M transition of mitotic cell cycle	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:1901987	biological_process	regulation of cell cycle phase transition	root	1	no rank	3	1.0	0.021739130434782608
GO:1901987	biological_process	regulation of cell cycle phase transition	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:1901988	biological_process	negative regulation of cell cycle phase transition	root	1	no rank	2	1.0	0.014492753623188406
GO:1901988	biological_process	negative regulation of cell cycle phase transition	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:1901990	biological_process	regulation of mitotic cell cycle phase transition	root	1	no rank	3	1.0	0.021739130434782608
GO:1901990	biological_process	regulation of mitotic cell cycle phase transition	Eukaryota	2759	superkingdom	3	1.0	0.021739130434782608
GO:0051704	biological_process	multi-organism process	root	1	no rank	18	1.0	0.13043478260869565
GO:0051704	biological_process	multi-organism process	Eukaryota	2759	superkingdom	3	0.16666666666666666	0.021739130434782608
GO:1901991	biological_process	negative regulation of mitotic cell cycle phase transition	root	1	no rank	2	1.0	0.014492753623188406
GO:1901991	biological_process	negative regulation of mitotic cell cycle phase transition	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0034605	biological_process	cellular response to heat	root	1	no rank	15	1.0	0.10869565217391304
GO:0051715	biological_process	cytolysis in other organism	root	1	no rank	15	1.0	0.10869565217391304
GO:0051716	biological_process	cellular response to stimulus	root	1	no rank	17	1.0	0.12318840579710146
GO:0051716	biological_process	cellular response to stimulus	Eukaryota	2759	superkingdom	2	0.11764705882352941	0.014492753623188406
GO:0043933	biological_process	macromolecular complex subunit organization	root	1	no rank	18	1.0	0.13043478260869565
GO:0043933	biological_process	macromolecular complex subunit organization	Eukaryota	2759	superkingdom	3	0.16666666666666666	0.021739130434782608
GO:0043934	biological_process	sporulation	root	1	no rank	1	1.0	0.007246376811594203
GO:0043934	biological_process	sporulation	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0034613	biological_process	cellular protein localization	root	1	no rank	15	1.0	0.10869565217391304
GO:0008104	biological_process	protein localization	root	1	no rank	17	1.0	0.12318840579710146
GO:0008104	biological_process	protein localization	Eukaryota	2759	superkingdom	2	0.11764705882352941	0.014492753623188406
GO:0034622	biological_process	cellular macromolecular complex assembly	root	1	no rank	2	1.0	0.014492753623188406
GO:0034622	biological_process	cellular macromolecular complex assembly	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0048469	biological_process	cell maturation	root	1	no rank	1	1.0	0.007246376811594203
GO:0048469	biological_process	cell maturation	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0009889	biological_process	regulation of biosynthetic process	root	1	no rank	15	1.0	0.10869565217391304
GO:0048471	cellular_component	perinuclear region of cytoplasm	root	1	no rank	2	1.0	0.014492753623188406
GO:0048471	cellular_component	perinuclear region of cytoplasm	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0009891	biological_process	positive regulation of biosynthetic process	root	1	no rank	15	1.0	0.10869565217391304
GO:0009892	biological_process	negative regulation of metabolic process	root	1	no rank	2	1.0	0.014492753623188406
GO:0009892	biological_process	negative regulation of metabolic process	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0009893	biological_process	positive regulation of metabolic process	root	1	no rank	15	1.0	0.10869565217391304
GO:0009894	biological_process	regulation of catabolic process	root	1	no rank	2	1.0	0.014492753623188406
GO:0009894	biological_process	regulation of catabolic process	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0009895	biological_process	negative regulation of catabolic process	root	1	no rank	2	1.0	0.014492753623188406
GO:0009895	biological_process	negative regulation of catabolic process	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0032549	molecular_function	ribonucleoside binding	root	1	no rank	19	1.0	0.13768115942028986
GO:0032549	molecular_function	ribonucleoside binding	Eukaryota	2759	superkingdom	4	0.21052631578947367	0.028985507246376812
GO:0032550	molecular_function	purine ribonucleoside binding	root	1	no rank	19	1.0	0.13768115942028986
GO:0032550	molecular_function	purine ribonucleoside binding	Eukaryota	2759	superkingdom	4	0.21052631578947367	0.028985507246376812
GO:0009887	biological_process	organ morphogenesis	root	1	no rank	1	1.0	0.007246376811594203
GO:0009887	biological_process	organ morphogenesis	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0032553	molecular_function	ribonucleotide binding	root	1	no rank	19	1.0	0.13768115942028986
GO:0032553	molecular_function	ribonucleotide binding	Eukaryota	2759	superkingdom	4	0.21052631578947367	0.028985507246376812
GO:0032555	molecular_function	purine ribonucleotide binding	root	1	no rank	19	1.0	0.13768115942028986
GO:0032555	molecular_function	purine ribonucleotide binding	Eukaryota	2759	superkingdom	4	0.21052631578947367	0.028985507246376812
GO:0007399	biological_process	nervous system development	root	1	no rank	1	1.0	0.007246376811594203
GO:0007399	biological_process	nervous system development	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0034641	biological_process	cellular nitrogen compound metabolic process	root	1	no rank	15	1.0	0.10869565217391304
GO:0032559	molecular_function	adenyl ribonucleotide binding	root	1	no rank	15	1.0	0.10869565217391304
GO:0000132	biological_process	establishment of mitotic spindle orientation	root	1	no rank	2	1.0	0.014492753623188406
GO:0000132	biological_process	establishment of mitotic spindle orientation	Eukaryota	2759	superkingdom	2	1.0	0.014492753623188406
GO:0034645	biological_process	cellular macromolecule biosynthetic process	root	1	no rank	15	1.0	0.10869565217391304
GO:0032561	molecular_function	guanyl ribonucleotide binding	root	1	no rank	4	1.0	0.028985507246376812
GO:0032561	molecular_function	guanyl ribonucleotide binding	Eukaryota	2759	superkingdom	4	1.0	0.028985507246376812
GO:0007409	biological_process	axonogenesis	root	1	no rank	1	1.0	0.007246376811594203
GO:0007409	biological_process	axonogenesis	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0007411	biological_process	axon guidance	root	1	no rank	1	1.0	0.007246376811594203
GO:0007411	biological_process	axon guidance	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0005887	cellular_component	integral component of plasma membrane	Schizosaccharomyces pombe	4896	species	1	1.0	0.007246376811594203
GO:0005887	cellular_component	integral component of plasma membrane	Schizosaccharomycetes	147554	class	1	1.0	0.007246376811594203
GO:0005887	cellular_component	integral component of plasma membrane	root	1	no rank	1	1.0	0.007246376811594203
GO:0005887	cellular_component	integral component of plasma membrane	Eukaryota	2759	superkingdom	1	1.0	0.007246376811594203
GO:0005887	cellular_component	integral component of plasma membrane	Schizosaccharomyces pombe 972h-	284812	no rank	1	1.0	0.007246376811594203
GO:0005887	cellular_component	integral component of plasma membrane	Schizosaccharomycetales	34346	order	1	1.0	0.007246376811594203
GO:0005887	cellular_component	integral component of plasma membrane	Ascomycota	4890	phylum	1	1.0	0.007246376811594203
GO:0005887	cellular_component	integral component of plasma membrane	Taphrinomycotina	451866	subphylum	1	1.0	0.007246376811594203
