Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
26,16010,PMM0506,188.52,42,42,1.57E8,12,12,30,Carbamidomethylation; Oxidation (M); Deamidation (NQ),47868,| purA adeK | adenylosuccinate synthetase
10,16079,PMM1158,188.05,29,29,1.38E9,10,10,53,Oxidation (M); Deamidation (NQ),50455,| psbC | photosystem II PsbC protein (CP43)
20,12773,PMM0228,185.08,21,21,1.18E9,14,14,30,Cation:Fe[II],28114,| psbO | photosystem II manganese-stabilizing protein
67,9964,PMM1652,183.32,23,23,5.76E7,11,11,15,Carbamidomethylation,74309,| PMM1652 | hypothetical protein
59,9819,PMM0238,182.84,15,15,7.46E7,13,13,19,Carbamidomethylation,111413,| ileS | isoleucyl-tRNA synthetase
8,10366,PMM0452,182.72,15,15,1.26E9,7,7,54,Cation:Fe[II]; Deamidation (NQ); Methylation(KR),61441,| groEL | chaperonin GroEL
23,16114,PMM0223,180.77,24,24,1.21E9,8,8,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39636,| psbA | photosystem II PsbA protein (D1)
148,10120,PMM1416,180.56,16,16,6.64E7,7,7,11,Deamidation (NQ),75064,| PMM1416 | hypothetical protein
95,10275,PMM1062,179.31,35,35,1.27E8,9,9,14,Carbamidomethylation; Cation:Fe[II]; Oxidation (M); Deamidation (NQ); Methylation(KR),41000,| guaB | inosine 5-monophosphate dehydrogenase
36,12783,PMM1575,179.13,18,18,6.95E7,15,14,25,Deamidation (NQ),114380,| ppc | phosphoenolpyruvate carboxylase
66,10057,PMM0134,178.91,40,40,1.36E8,12,12,18,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(KR),27909,| rpaB | two-component response regulator
56,10079,PMM1494,178.22,17,17,6.75E7,14,14,18,Carbamidomethylation; Cation:Fe[II]; Deamidation (NQ),127148,| infB | translation initiation factor IF-2
73,12940,PMM1619,177.56,37,37,1E8,9,9,17,Carbamidomethylation,27422,| PMM1619 | two-component response regulator
92,16082,PMM0785,176.84,29,29,2.22E8,9,9,14,Carbamidomethylation; Deamidation (NQ),33698,| prk | phosphoribulokinase
34,16047,PMM1622,176.14,36,36,3.45E8,13,13,25,Oxidation (M),37254,| mreB | rod shape-determining protein MreB
89,16046,PMM0878,175.99,31,31,4.91E7,9,8,15,Cation:Fe[II]; Oxidation (M); Deamidation (NQ),34080,| ilvE | branched-chain amino acid aminotransferase
107,10134,PMM1066,173.75,21,21,4.11E7,8,8,12,Carbamidomethylation,59247,| leuA | 2-isopropylmalate synthase
81,10212,PMM1665,173.50,21,21,1.32E8,7,7,16,Cation:Fe[II],44463,| sqdB | sulfolipid (UDP-sulfoquinovose) biosynthesis protein
47,10106,PMM1562,173.23,29,29,1.3E8,8,8,21,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(KR),40165,| recA | recombinase A
71,9935,PMM0758,172.68,19,19,5.57E7,8,8,17,Carbamidomethylation; Oxidation (M),67887,| sir | sulfite reductase subunit beta
78,9718,PMM0580,172.52,18,18,6.6E7,12,10,13,Oxidation (M),97364,| clpB1 | ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB
32,12780,PMM0901,172.37,16,16,6.52E8,8,8,23,Carbamidomethylation; Cation:Fe[II]; Oxidation (M); Deamidation (NQ); Methylation(KR),72552,| htpG | heat shock protein 90
90,12792,PMM0161,170.74,32,32,1.35E8,11,11,15,Carbamidomethylation; Oxidation (M),42876,| gltA | citrate synthase
65,9995,PMM1634,169.06,19,19,8.56E7,13,13,18,Oxidation (M),73508,| gyrB | DNA gyrase subunit B
87,13258,PMM1689,168.55,21,21,7.81E7,8,8,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),59829,| pyrG | CTP synthetase
83,13080,PMM1074,167.58,31,31,6.01E7,12,12,16,Carbamidomethylation; Oxidation (M),57964,| zwf | glucose-6-phosphate 1-dehydrogenase
74,10421,PMM1298,166.84,17,17,1.06E8,6,6,16,Deamidation (NQ),51449,| lpdA | dihydrolipoamide dehydrogenase
94,9809,PMM0897,166.84,24,24,5.01E7,10,10,11,Carbamidomethylation,73430,| dnaK | molecular chaperone DnaK
49,16028,PMM1707,166.32,21,21,1.76E8,10,10,21,Oxidation (M); Deamidation (NQ),44675,| argG | argininosuccinate synthase
39,16027,PMM1055,166.30,33,33,2.83E8,10,10,24,Carbamidomethylation; Oxidation (M),40316,| chlI | protoporphyrin IX magnesium chelatase subunit ChlI
99,10070,PMM0075,165.86,18,18,1.36E8,7,7,14,Deamidation (NQ),41429,| PMM0075 | hypothetical protein
144,16037,PMM1451,165.12,16,16,7.28E7,7,7,11,Carbamidomethylation,54340,| atpA | F0F1 ATP synthase subunit alpha
37,10638,PMM1350,164.43,26,26,1.45E9,6,6,24,Carbamidomethylation; Cation:Fe[II]; Deamidation (NQ),20921,| PMM1350 | pentapeptide repeat-containing protein
115,10552,PMM0609,164.29,21,21,4.57E7,7,7,13,Carbamidomethylation; Deamidation (NQ),54924,| glgA | glycogen synthase
13,10720,PMM0016,164.25,26,26,1.3E9,8,8,37,Cation:Fe[II],27671,| grpE | heat shock protein GrpE
93,9839,PMM0825,163.93,13,13,2.47E7,11,11,13,,121483,| carB | carbamoyl-phosphate synthase  large subunit
75,16049,PMM0770,163.89,20,20,5.69E7,7,7,15,Carbamidomethylation; Oxidation (M),51710,| gnd | 6-phosphogluconate dehydrogenase
88,13075,PMM1596,163.74,27,27,1.07E8,9,9,14,Carbamidomethylation; Cation:Fe[II]; Deamidation (NQ),52630,| icd | isocitrate dehydrogenase
48,12851,PMM0550,163.57,20,20,8.79E8,9,9,22,Carbamidomethylation; Cation:Fe[II],52574,| rbcL | ribulose bisophosphate carboxylase
103,10167,PMM0608,163.14,34,34,9.48E7,8,8,14,Carbamidomethylation; Deamidation (NQ),31550,| menB | naphthoate synthase
133,13288,PMM1301,162.98,22,22,4.4E7,6,6,12,Carbamidomethylation,45882,| argD | acetylornithine aminotransferase
85,9760,PMM1512,162.97,7,7,2.36E7,10,10,13,Carbamidomethylation; Oxidation (M),168148,| glsF | ferredoxin-dependent glutamate synthase
51,13315,PMM1157,162.22,18,18,2.69E8,6,6,20,Oxidation (M); Deamidation (NQ),39943,| psbD | photosystem II PsbD protein (D2)
124,9807,PMM0831,161.22,10,10,3.34E7,8,8,9,Carbamidomethylation; Deamidation (NQ); Methylation(KR),150089,| chlH | magnesium chelatase subunit H
58,16052,PMM1630,161.13,18,18,1.13E8,6,6,18,Cation:Fe[II]; Deamidation (NQ),51437,| PMM1630 | Mg2+ transporter
41,16139,PMM0395,160.87,46,46,1.28E8,5,5,23,Oxidation (M); Deamidation (NQ),21147,| PMM0395 | hypothetical protein
100,16032,PMM1354,160.09,19,19,7.88E7,7,7,14,Deamidation (NQ),56744,| serA | D-3-phosphoglycerate dehydrogenase
33,16204,PMM0013,160.01,47,47,7.26E8,9,9,22,Carbamidomethylation; Oxidation (M); Deamidation (NQ),22732,| PMM0013 | RNA recognition motif-containing protein
38,13336,PMM0627,159.33,12,12,1.9E8,4,4,23,Oxidation (M); Deamidation (NQ),38660,| pcb | light-harvesting complex protein
91,9881,PMM1610,158.45,15,15,5.11E7,7,7,15,Carbamidomethylation; Oxidation (M),72988,| tktA | transketolase
116,16011,PMM0258,158.42,24,24,8.53E7,8,8,13,Carbamidomethylation,46407,| glyA | serine hydroxymethyltransferase
111,10709,PMM0946,157.56,21,21,7.9E7,7,7,13,Carbamidomethylation,52187,| gatA | aspartyl/glutamyl-tRNA amidotransferase subunit A
55,9711,54036848,156.31,11,11,6.85E8,7,6,19,Deamidation (NQ); Methylation(KR),95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
190,16088,PMM0762,156.19,14,14,3.42E7,6,6,9,Oxidation (M),66793,| typA | tyrosine binding protein
112,10445,PMM1033,155.22,16,16,1.62E8,8,8,12,,51156,| PMM1033 | cobalamin synthesis protein/P47K
120,10378,PMM1261,155.11,22,22,7.7E7,8,8,12,Carbamidomethylation; Deamidation (NQ),53432,| ugd | UDP-glucose 6-dehydrogenase
86,13324,PMM0552,155.10,12,12,1.13E8,8,8,12,Deamidation (NQ),81882,| csoS2 | carboxysome shell protein CsoS2
146,10453,PMM0890,154.93,14,14,6.6E7,7,7,11,,59307,| pgi | glucose-6-phosphate isomerase
211,13192,PMM0480,154.87,52,52,6.03E7,5,5,8,Carbamidomethylation; Oxidation (M); Deamidation (NQ),18669,| PMM0480 | hypothetical protein
97,10571,PMM0282,154.73,33,33,1.36E8,7,7,14,Carbamidomethylation; Cation:Fe[II],27716,| fabI | enoyl-(acyl carrier protein) reductase
127,10138,PMM1246,154.71,14,14,9.13E7,7,7,11,Carbamidomethylation,69748,| PMM1246 | carbamoyltransferase
119,16123,PMM1542,154.59,31,31,1.26E8,7,7,11,Oxidation (M),22204,| rpsE | 30S ribosomal protein S5
50,9970,PMM0970,153.58,24,24,2.99E8,6,6,19,Cation:Fe[II],47600,| urtA | putative urea ABC transporter  substrate binding protein
221,12939,PMM0892,153.19,20,20,3.04E7,6,6,8,Carbamidomethylation; Cation:Fe[II],38781,| argC | N-acetyl-gamma-glutamyl-phosphate reductase
60,10199,PMM1523,152.89,7,7,4.44E8,6,5,18,Carbamidomethylation; Deamidation (NQ),82743,| psaB | photosystem I P700 chlorophyll a apoprotein A2
199,13110,PMM0128,151.79,27,27,4.65E7,5,5,9,,28628,| rpaA | two-component response regulator
108,9729,PMM0207,151.50,13,13,2.57E7,9,8,12,Carbamidomethylation,104644,| clpB2 | putative ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB
136,16043,PMM0477,151.28,25,25,1.22E8,7,7,12,,30818,| map | methionine aminopeptidase
52,13010,PMM0195,151.02,18,18,3.66E8,5,5,17,Cation:Fe[II]; Oxidation (M); Deamidation (NQ),42964,| pgk | phosphoglycerate kinase
79,10596,PMM1338,150.39,12,12,1.2E8,6,6,14,Carbamidomethylation,78849,| PMM1338 | chloroplast outer envelope membrane protein
72,9795,PMM1639,149.14,15,15,3.71E7,12,12,15,Carbamidomethylation,107766,| secA | preprotein translocase subunit SecA
80,9921,PMM0312,148.98,22,22,1.77E8,7,7,14,Oxidation (M),40876,| rps1a | 30S ribosomal protein S1
113,16026,PMM0920,148.73,16,16,3.05E8,5,5,13,Carbamidomethylation,52878,| glnA | glutamine synthetase  glutamate--ammonia ligase
195,12996,PMM0430,148.24,24,24,3.64E7,5,5,9,Carbamidomethylation; Deamidation (NQ),27306,| hisF | imidazole glycerol phosphate synthase subunit HisF
174,16095,PMM0243,147.80,31,31,8.47E7,7,7,9,,24801,| thyX | FAD-dependent thymidylate synthase
104,16031,PMM0144,147.53,19,19,6.49E7,7,7,14,Carbamidomethylation; Oxidation (M),53353,| pds crtD | phytoene desaturase
101,16036,PMM0060,147.46,26,26,5.25E7,8,8,14,Carbamidomethylation,49248,| accC | acetyl-CoA carboxylase biotin carboxylase subunit
63,10749,PMM1524,147.20,12,12,2.62E8,9,8,18,Carbamidomethylation,84255,| psaA | photosystem I P700 chlorophyll a apoprotein A1
247,12802,PMM0384,146.97,9,9,1.06E7,6,6,7,Carbamidomethylation; Deamidation (NQ),95601,| spnII-interrupted-C | hypothetical protein
129,10478,PMM0676,146.84,22,22,3.92E7,7,7,11,Carbamidomethylation; Deamidation (NQ),45023,| ispG | 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
145,10180,PMM0048,146.30,19,19,4.41E7,9,9,10,Carbamidomethylation; Cation:Fe[II],55203,| gatB | aspartyl/glutamyl-tRNA amidotransferase subunit B
64,16014,PMM0405,145.90,22,22,6.76E7,7,7,14,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(KR),49186,| pdhC | branched-chain alpha-keto acid dehydrogenase subunit E2
70,16309,PMM0906,145.82,52,52,4.12E7,9,9,18,Carbamidomethylation; Deamidation (NQ),9013,| psaK | photosystem I PsaK protein (subunit X)
272,12839,PMM1570,145.23,19,19,1.87E7,6,6,6,,42681,| PMM1570 | hypothetical protein
123,16039,PMM1618,145.01,15,15,2.76E7,5,5,9,Oxidation (M),58824,| lysS | lysyl-tRNA synthetase
19,12776,PMM0482,144.75,28,28,1.33E9,6,6,36,Cation:Fe[II]; Oxidation (M); Deamidation (NQ),29085,| phb | Band 7 protein
62,16056,PMM0781,144.65,17,17,4.76E8,6,6,19,,39000,| cbbA cfxA fbaA fda | fructose-1 6-bisphosphate aldolase
77,16080,PMM0767,144.64,48,48,2.71E8,9,9,17,Carbamidomethylation; Cation:Fe[II]; Oxidation (M); Deamidation (NQ),35150,| glpX | fructose 1 6-bisphosphatase II
236,16141,PMM0525,144.58,19,19,1.37E7,7,7,8,,44195,| hemH | ferrochelatase
217,10098,PMM0613,144.48,16,16,3.31E7,5,5,8,Carbamidomethylation,46888,| aroA | 3-phosphoshikimate 1-carboxyvinyltransferase
239,16060,PMM0526,144.14,11,11,4.6E7,6,6,7,,64304,| ilvH | acetolactate synthase 3 catalytic subunit
161,16042,PMM0962,144.08,17,17,7.99E7,5,5,8,,46018,| PMM0962 | hypothetical protein
76,16012,PMM0769,143.53,25,25,1.31E8,9,9,17,Carbamidomethylation; Cation:Fe[II]; Oxidation (M); Deamidation (NQ),48074,| glgC | glucose-1-phosphate adenylyltransferase
162,16126,PMM0147,143.53,23,23,1.78E8,6,6,9,Carbamidomethylation,35250,| rbcR | putative Rubisco transcriptional regulator
18,16305,PMM0549,143.47,41,41,1.51E9,8,8,36,,10039,| csoS1 | carboxysome shell protein CsoS1
131,13032,PMM1552,143.24,30,30,2.24E8,8,8,12,Deamidation (NQ),27466,| rpsC | 30S ribosomal protein S3
167,16051,PMM1065,142.91,18,18,3.4E7,9,9,10,Carbamidomethylation,60998,| PMM1065 | hypothetical protein
128,10740,PMM1688,142.57,15,15,5.24E7,7,7,11,Carbamidomethylation,67994,| aspS | aspartyl-tRNA synthetase
223,10181,PMM1332,142.07,15,15,1.17E8,5,5,8,Carbamidomethylation,54029,| PMM1332 | leucyl aminopeptidase
132,9904,PMM0496,141.62,22,22,3.21E7,8,8,12,,45751,| sigA | RNA polymerase sigma factor RpoD
178,16016,PMM1188,141.29,18,18,3.93E7,6,6,9,Carbamidomethylation,48082,| serS | seryl-tRNA synthetase
189,10325,PMM0534,141.27,19,19,1.74E7,3,3,7,,37244,| accA | acetyl-CoA carboxylase carboxyltransferase subunit alpha
82,12793,PMM0619,141.15,17,17,9.19E7,10,10,16,Carbamidomethylation; Oxidation (M); Deamidation (NQ),74453,| acs | acetyl-coenzyme A synthetase
98,16061,PMM0583,140.93,17,17,1.38E8,4,4,11,Cation:Fe[II],38974,| hemE | uroporphyrinogen decarboxylase
193,12878,PMM1609,140.78,16,16,5.39E7,4,4,7,Carbamidomethylation,43369,| fabF | 3-oxoacyl-[acyl-carrier-protein] synthase II
141,16162,PMM0032,140.71,33,33,1.43E8,9,9,12,Carbamidomethylation; Oxidation (M); Deamidation (NQ),16273,| PMM0032 | type II secretion system pr
121,16102,PMM1588,140.58,41,41,8.73E7,9,9,12,Cation:Fe[II]; Oxidation (M); Deamidation (NQ),22740,| PMM1588 | carboxylase domain-containing protein
191,9969,PMM0090,140.56,19,19,2.96E7,5,5,8,,41839,| PMM0090 | serine protease
170,10126,PMM1711,140.16,16,16,3.09E7,8,8,10,Carbamidomethylation,53097,| sps | sucrose phosphate synthase
96,16035,PMM0315,139.98,14,14,2.69E8,7,7,13,Oxidation (M),56091,| psbB | photosystem II PsbB protein (CP47)
106,16013,PMM1315,139.85,15,15,1.14E8,6,6,13,,36630,| ilvC | ketol-acid reductoisomerase
197,10262,PMM1700,139.55,12,12,2.22E7,7,7,9,Carbamidomethylation,94884,| acnB | bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
143,12838,PMM1286,139.08,12,12,6.99E7,5,5,9,Methylation(KR),53887,| ffh | signal recognition particle protein (SRP54)
166,16053,PMM0640,138.99,15,15,3.13E7,5,5,10,Carbamidomethylation; Oxidation (M); Deamidation (NQ),57872,| PMM0640 | hypothetical protein
201,16078,PMM0085,138.95,27,27,6.57E7,5,5,8,Carbamidomethylation,25963,| PMM0085 | VIC family potassium channel protein
237,9981,PMM1577,138.56,19,19,1.14E7,7,7,7,Carbamidomethylation,57322,| trpE | anthranilate synthase component I/chorismate-binding protein
183,10333,PMM1232,138.47,15,15,5.2E7,6,6,9,Carbamidomethylation,48342,| PMM1232 | methyltransferase
171,16054,PMM0172,137.86,21,21,5.36E7,7,7,8,Oxidation (M),45242,| ndhH | NAD(P)H-quinone oxidoreductase subunit H
220,13144,PMM1342,137.61,15,15,1.64E7,5,5,7,Carbamidomethylation; Deamidation (NQ),56950,| kaiC | circadian clock protein KaiC
30,10145,PMM0214,137.40,15,15,4.48E8,7,7,25,Carbamidomethylation; Cation:Fe[II]; Oxidation (M); Deamidation (NQ),57564,| PMM0214 | putative sulfate transporter
164,12849,PMM1625,136.81,15,15,6.69E7,7,7,9,Carbamidomethylation; Cation:Fe[II],51826,| ahcY | S-adenosyl-L-homocysteine hydrolase
53,10281,PMM0760,136.72,17,17,1.04E8,7,7,19,Carbamidomethylation; Oxidation (M),49470,| chlP | aromatic-ring hydroxylase (flavoprotein monooxygenase)
114,16172,PMM1313,136.60,24,24,1.13E8,4,4,11,Oxidation (M),24307,| clpP4 | ATP-dependent Clp protease-like protein
175,9897,PMM0010,136.19,12,12,4.49E7,5,5,9,,48441,| ftsY | signal recognition particle docking protein FtsY
218,10673,PMM1501,135.84,18,18,2.14E7,7,7,7,,68413,| PMM1501 | ribonuclease E/G
109,10657,PMM1145,135.04,11,11,1.07E8,4,4,13,Oxidation (M); Deamidation (NQ),50072,| pntB | putative nicotinamide nucleotide transhydrogenase  subunit beta
126,12856,PMM0058,134.92,22,22,5.25E7,5,5,11,Carbamidomethylation; Deamidation (NQ),37896,| PMM0058 | hypothetical protein
142,16093,PMM0494,134.78,28,28,6.33E7,5,5,11,Carbamidomethylation,22147,| ppa | putative inorganic pyrophosphatase
125,13016,PMM0774,134.37,16,16,1.45E8,9,9,11,Carbamidomethylation; Oxidation (M); Methylation(KR),59461,| ilvD | dihydroxy-acid dehydratase
172,16073,PMM0233,133.49,17,17,1.89E7,5,5,8,Carbamidomethylation; Deamidation (NQ),37168,| pyrB | aspartate carbamoyltransferase catalytic subunit
173,16066,PMM1555,133.43,27,27,6.63E7,8,8,10,Carbamidomethylation; Methylation(KR),31756,| rplB | 50S ribosomal protein L2
61,13059,PMM1510,132.93,38,38,4.06E8,6,6,18,Oxidation (M),17357,| rps7 | 30S ribosomal protein S7
200,13108,PMM1611,132.72,16,16,3.06E7,5,5,8,Deamidation (NQ),50874,| thiC | thiamine biosynthesis protein ThiC
335,10578,PMM0133,132.71,12,12,3.46E6,4,4,4,Carbamidomethylation,49616,| radA | DNA repair protein RadA
214,16383,PMM0235,132.31,37,37,1.03E8,4,4,7,Carbamidomethylation; Cation:Fe[II],11411,| gatC | aspartyl/glutamyl-tRNA amidotransferase subunit C
231,16022,PMM0037,132.01,14,14,3.89E7,6,6,8,,59598,| guaA | GMP synthase
130,16020,PMM0674,132.01,19,19,8.18E7,5,5,11,Carbamidomethylation; Deamidation (NQ),43909,| aspC | aminotransferase class-I
273,10619,PMM0178,131.94,22,22,1.93E7,6,6,6,Carbamidomethylation,34254,| gshB | glutathione synthetase
256,16019,PMM0001,131.76,17,17,5.48E7,4,4,6,Carbamidomethylation,42505,| dnaN | DNA polymerase III subunit beta
118,10548,PMM0045,131.51,16,16,1.55E7,8,8,12,Carbamidomethylation; Deamidation (NQ); Methylation(KR),73425,| PMM0045 | arginine decarboxylase
150,13181,PMM1196,131.20,17,17,7.04E7,7,7,11,Carbamidomethylation; Deamidation (NQ),54798,| manC | GDP-mannose pyrophosphorylase
253,12868,PMM1081,131.11,13,13,1.28E7,5,5,7,Deamidation (NQ),59328,| malQ | putative 4-alpha-glucanotransferase
341,10258,PMM1697,131.02,18,18,4.75E6,4,3,4,Carbamidomethylation,38319,| PMM1697 | type II alternative sigma-70 family RNA polymerase sigma factor
234,16100,PMM1180,130.94,23,23,1.19E8,6,6,8,,29687,| sppA | signal peptide peptidase SppA (protease IV)
290,12918,PMM1164,130.80,16,16,7.84E7,4,4,6,Carbamidomethylation; Deamidation (NQ),38210,| futA | putative iron ABC transporter  substrate binding protein
68,16161,PMM1294,130.70,29,29,3.52E8,5,5,15,Carbamidomethylation,17493,| PMM1294 | putative nickel-containing superoxide dismutase precursor (NISOD)
40,16072,PMM0856,130.46,25,25,4.67E8,6,6,20,Carbamidomethylation; Oxidation (M); Deamidation (NQ),21758,| tpx | thioredoxin peroxidase
163,10411,PMM1269,129.94,20,20,3.22E7,5,5,9,Carbamidomethylation; Deamidation (NQ),33004,| ppnK | inorganic polyphosphate/ATP-NAD kinase
187,10172,PMM1699,129.60,14,14,1.96E7,5,5,8,,39419,| aroF | phospho-2-dehydro-3-deoxyheptonate aldolase
169,12790,PMM0436,129.52,10,10,3.03E7,8,8,9,Carbamidomethylation; Cation:Fe[II]; Methylation(KR),97830,| topA | DNA topoisomerase I
233,16065,PMM0832,129.27,19,19,3.79E7,4,4,8,Carbamidomethylation; Oxidation (M),30639,| dapB | dihydrodipicolinate reductase
196,16165,PMM0821,128.90,17,17,1.35E7,4,4,9,,35863,| PMM0821 | L-asparaginase II
226,13274,PMM0126,128.50,19,19,1.16E7,6,6,7,,36882,| PMM0126 | hypothetical protein
229,16096,PMM0827,128.32,13,13,1.97E7,6,6,7,,67796,| PMM0827 | ABC transporter
204,10231,PMM0913,128.17,23,23,5.62E7,8,8,9,,43596,| PMM0913 | putative ABC transporter
152,16381,PMM0941,128.03,42,42,6.19E7,3,3,11,Carbamidomethylation; Deamidation (NQ),12713,| PMM0941 | cAMP phosphodiesterase class-II
192,16048,PMM0590,127.59,12,12,3.95E7,4,4,6,Carbamidomethylation,48304,| proA | gamma-glutamyl phosphate reductase
135,16223,PMM1537,127.43,48,48,2.17E8,6,6,12,Carbamidomethylation,13705,| rpsM | 30S ribosomal protein S13
210,9911,PMM0797,126.65,23,23,9.63E7,6,6,9,Carbamidomethylation,35444,| PMM0797 | putative mRNA binding protein
155,10309,PMM1154,126.63,33,33,8.36E7,4,4,11,Deamidation (NQ),19072,| ilvH | acetolactate synthase 3 regulatory subunit
168,10695,PMM1247,126.30,14,14,1E8,4,4,9,Cation:Fe[II]; Deamidation (NQ),46454,| PMM1247 | hypothetical protein
165,12846,PMM0420,125.32,14,14,1.12E7,7,7,9,,67458,| lepA | GTP-binding protein LepA
42,16280,PMM1607,125.22,56,56,1.2E9,5,5,23,Carbamidomethylation,8828,| psaC | photosystem I subunit VII
110,10727,PMM0324,125.15,13,13,9.15E7,6,6,10,,47586,| ctpA | carboxyl-terminal protease
338,16063,PMM1500,125.04,15,15,1.07E7,5,5,5,,45576,| PMM1500 | L L-diaminopimelate aminotransferase
235,16132,PMM0615,125.00,23,23,1.91E7,5,5,6,Carbamidomethylation; Deamidation (NQ),30466,| PMM0615 | putative nitrilase
241,16067,PMM1150,124.40,22,22,2.34E7,5,5,8,Carbamidomethylation,50069,| PMM1150 | putative thioredoxin reductase
