Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) ETNP_NT02,Area ETNP_NT02,#Peptides,#Unique,#Spec ETNP_NT02,PTM,Avg. Mass,Description
9,8,100mP_megahit_BKKBEGJO_100210,60.14,31,31,1.91E6,5,5,5,,11381,hypothetical protein_ETNP_100m_particle_PROKKA_140022 Core histone H2A/H2B/H3/H4
9,7,70m_MEGAHIT_CJDMCFAD_13701,60.14,31,31,1.91E6,5,5,5,,11367,hypothetical protein
9,9,ETNP_120m_particle_PROKKA_44959,60.14,31,31,1.91E6,5,5,5,,11365,Core histone H2A/H2B/H3/H4
9,10,ETNP_70m_PROKKA_144910,60.14,31,31,1.91E6,5,5,5,,11395,Core histone H2A/H2B/H3/H4
9,12,70m_MEGAHIT_CJDMCFAD_20758,60.14,31,31,1.91E6,5,5,5,,11367,hypothetical protein_ETNP14_68mB_PROKKA_59955 Core histone H2A/H2B/H3/H4_ETNP_70m_PROKKA_132488 Core histone H2A/H2B/H3/H4_ETNP_90m_PROKKA_109358 Core histone H2A/H2B/H3/H4
9,11,90m_Megahit_DAALLOGA_166040,60.14,14,14,1.91E6,5,5,5,,25776,hypothetical protein
12,656,120m_megahit_CMKFGOPF_249067,59.27,3,3,1.1E6,2,2,2,,46030,Enolase
12,674,120m_megahit_CMKFGOPF_254246,59.27,7,7,1.1E6,2,2,2,,18957,Enolase
12,1329,ETNP14_68mB_PROKKA_170417,59.27,10,10,1.1E6,2,2,2,,14050,Enolase
12,1471,ETNP14_120maa_PROKKA_104180,59.27,3,3,1.1E6,2,2,2,,46954,Enolase
12,677,NP_125m_PROKKA_19814,59.27,9,9,1.1E6,2,2,2,,13645,Enolase
12,681,ETNP_120m_particle_PROKKA_227993,59.27,8,8,1.1E6,2,2,2,,17274,Enolase
12,661,180m_megahit_DBICIOKE_100852,59.27,6,6,1.1E6,2,2,2,,20342,Enolase
12,668,ETNP_140m_PROKKA_35138,59.27,5,5,1.1E6,2,2,2,,27057,Enolase
12,670,ETNP_120m_free_PROKKA_224805,59.27,5,5,1.1E6,2,2,2,,27013,Enolase
12,669,ETNP_160m_PROKKA_197262,59.27,5,5,1.1E6,2,2,2,,27070,Enolase
12,683,140m_megahit_KKMFCJLI_147993,59.27,5,5,1.1E6,2,2,2,,28630,Enolase
12,675,110m_megahit_JNNKCNHH_32164,59.27,4,4,1.1E6,2,2,2,,34003,Enolase
12,657,120mP_megahit_HKJGLMBE_250498,59.27,3,3,1.1E6,2,2,2,,37308,Enolase
12,673,ETNP_110m_PROKKA_00766,59.27,3,3,1.1E6,2,2,2,,37497,Enolase
12,672,ETNP14_120maa_PROKKA_167483,59.27,3,3,1.1E6,2,2,2,,37483,Enolase
12,658,120mF_megahit_EODJEIIO_206238,59.27,3,3,1.1E6,2,2,2,,43844,Enolase
12,660,180m_megahit_DBICIOKE_224928,59.27,3,3,1.1E6,2,2,2,,46075,Enolase
12,659,ETNP_120m_PROKKA_188461,59.27,3,3,1.1E6,2,2,2,,46030,Enolase
12,662,120m_megahit_CMKFGOPF_52718,59.27,3,3,1.1E6,2,2,2,,46030,Enolase
12,667,160m_megahit_NHJEOBNC_55507,59.27,3,3,1.1E6,2,2,2,,46232,Enolase
12,666,ETNP_180m_PROKKA_165718,59.27,3,3,1.1E6,2,2,2,,46033,Enolase
12,647,ETNP14_120mab_PROKKA_146803,59.27,8,8,1.1E6,2,2,2,,17544,Enolase
10,1442,120mP_megahit_HKJGLMBE_21865,56.65,14,14,9.05E5,3,3,3,,7565,Cold shock protein CspA_120m_megahit_CMKFGOPF_248391 Cold shock protein CspA_140m_megahit_KKMFCJLI_69919 Cold shock protein CspA_150mP_megahit_EIABIGGE_32770 Cold shock protein CspA_160m_megahit_NHJEOBNC_228833 Cold shock pro...
26,73,70m_MEGAHIT_CJDMCFAD_128028,45.42,4,4,1.33E5,2,2,2,,54925,ATP synthase subunit alpha_ETNP_70m_PROKKA_66000 ATP synthase subunit alpha
18,38,90m_Megahit_DAALLOGA_112022,39.86,14,14,1.8E6,3,1,3,,21057,Bacterial actin-related protein
18,240556,180m_megahit_DBICIOKE_191510,26.17,11,11,1.8E6,1,1,1,,6664,hypothetical protein_ETNP_300m_PROKKA_59870 hypothetical protein
18,240608,ETNP_160m_PROKKA_49177,26.17,5,5,1.8E6,1,1,1,,16500,hypothetical protein
18,231737,120mF_megahit_EODJEIIO_66682,26.17,4,4,1.8E6,1,1,1,,16847,hypothetical protein
18,231738,120m_megahit_CMKFGOPF_17093,26.17,4,4,1.8E6,1,1,1,,19373,hypothetical protein
18,231703,120mF_megahit_ILDJFKLB_140978,26.17,1,1,1.8E6,1,1,1,,51991,6-aminohexanoate-cyclic-dimer hydrolase
18,240620,160m_megahit_NHJEOBNC_215538,26.17,1,1,1.8E6,1,1,1,,66685,hypothetical protein
33,240513,100mP_megahit_BKKBEGJO_58905,36.34,6,6,5.93E5,1,1,2,,12295,hypothetical protein
33,240514,ETNP_100m_particle_PROKKA_122275,36.34,3,3,5.93E5,1,1,2,,25125,Cytochrome c
28,240545,100mP_megahit_BKKBEGJO_167039,35.83,7,7,2.44E5,2,2,2,,28448,hypothetical protein
23,240548,ETNP14_120mac_PROKKA_13911,32.65,15,15,2.95E4,2,2,3,,11835,hypothetical protein
23,240549,ETNP14_120mab_PROKKA_97841,32.65,14,14,2.95E4,2,2,3,,12723,hypothetical protein
23,240643,120mF_megahit_EODJEIIO_146808,23.12,4,4,2.04E4,1,1,1,,17127,hypothetical protein
23,240644,100m_megahit_CLKLDGCM_15524,23.12,4,4,2.04E4,1,1,1,,17484,hypothetical protein
23,240645,ETNP_110m_PROKKA_39883,23.12,4,4,2.04E4,1,1,1,,17476,hypothetical protein
23,240646,ETNP14_68mB_PROKKA_114815,23.12,4,4,2.04E4,1,1,1,,17518,hypothetical protein
23,240647,ETNP14_68mB_PROKKA_90761,23.12,3,3,2.04E4,1,1,1,,27192,putative quorum-quenching lactonase YtnP
23,240649,ETNP14_68maa_PROKKA_69027,23.12,2,2,2.04E4,1,1,1,,32286,putative quorum-quenching lactonase YtnP
23,240650,70m_MEGAHIT_CJDMCFAD_101817,23.12,2,2,2.04E4,1,1,1,,34875,hypothetical protein
23,240660,110m_megahit_JNNKCNHH_37282,23.12,2,2,2.04E4,1,1,1,,46153,Phospho-N-acetylmuramoyl-pentapeptide-transferase
23,240664,120m_megahit_CMKFGOPF_104116,23.12,1,1,2.04E4,1,1,1,,54730,Long-chain-fatty-acid--CoA ligase
23,240665,160m_megahit_NHJEOBNC_34261,23.12,1,1,2.04E4,1,1,1,,54761,Long-chain-fatty-acid--CoA ligase_180m_megahit_DBICIOKE_19399 Long-chain-fatty-acid--CoA ligase_300m_megahit_KALMNAMF_45429 Long-chain-fatty-acid--CoA ligase_ETNP_120m_PROKKA_292977 Long-chain-fatty-acid--CoA ligase_ETNP_160m_...
51,3579,ETNP_120m_PROKKA_50096,32.35,20,20,1.74E6,1,1,1,,5568,hypothetical protein_ETNP_180m_PROKKA_230252 hypothetical protein
20,4773,90m_Megahit_DAALLOGA_239743,31.74,2,2,1.24E5,2,2,3,,89543,hypothetical protein
52,240517,ETNP_180m_PROKKA_154397,31.55,4,4,3.4E5,1,1,1,,21631,Arylsulfatase
52,240518,160m_megahit_NHJEOBNC_56058,31.55,4,4,3.4E5,1,1,1,,21659,Arylsulfatase_ETNP_160m_PROKKA_49192 Arylsulfatase
52,240519,180m_megahit_DBICIOKE_154401,31.55,3,3,3.4E5,1,1,1,,27598,Lipoteichoic acid synthase
52,240522,ETNP_120m_PROKKA_309955,31.55,1,1,3.4E5,1,1,1,,67034,Lipoteichoic acid synthase 1
52,240523,120m_megahit_CMKFGOPF_119430,31.55,1,1,3.4E5,1,1,1,,71686,Lipoteichoic acid synthase 1
19,403,ETNP_150m_particle_PROKKA_25917,31.47,24,24,4E5,2,2,3,,8414,Core histone H2A/H2B/H3/H4
19,28,ETNP_60m_PROKKA_16910,31.47,15,15,4E5,2,2,3,,13283,Core histone H2A/H2B/H3/H4
19,201,70m_MEGAHIT_CJDMCFAD_125811,31.47,15,15,4E5,2,2,3,,13579,hypothetical protein
19,164,70m_MEGAHIT_CJDMCFAD_64581,31.47,15,15,4E5,2,2,3,,13479,hypothetical protein
19,64,100mP_megahit_BKKBEGJO_100205,31.47,15,15,4E5,2,2,3,,13678,hypothetical protein_ETNP_100m_particle_PROKKA_07520 Core histone H2A/H2B/H3/H4
19,637,90m_Megahit_DAALLOGA_236217,31.47,19,19,4E5,2,2,3,,10628,hypothetical protein
19,14,70m_MEGAHIT_CJDMCFAD_44047,31.47,15,15,4E5,2,2,3,,13534,hypothetical protein_ETNP_70m_PROKKA_64991 Core histone H2A/H2B/H3/H4
19,869,ETNP_70m_PROKKA_47584,22.43,7,7,4.4E4,1,1,2,,15671,Core histone H2A/H2B/H3/H4
19,618,70m_MEGAHIT_CJDMCFAD_199009,31.47,15,15,4E5,2,2,3,,13372,hypothetical protein
19,752,70m_MEGAHIT_CJDMCFAD_55153,31.47,12,12,4E5,2,2,3,,17214,hypothetical protein
19,1321,90m_Megahit_DAALLOGA_194219,22.43,14,14,4.4E4,1,1,2,,8608,hypothetical protein
19,2980,70m_MEGAHIT_CJDMCFAD_16855,22.43,16,16,4.4E4,1,1,2,,7451,hypothetical protein
19,447,ETNP_120m_particle_PROKKA_169132,22.43,8,8,4.4E4,1,1,2,,13824,Core histone H2A/H2B/H3/H4
19,448,ETNP_70m_PROKKA_20132,22.43,6,6,4.4E4,1,1,2,,19618,Core histone H2A/H2B/H3/H4
19,488,70m_MEGAHIT_CJDMCFAD_14983,22.43,5,5,4.4E4,1,1,2,,23089,hypothetical protein
53,231679,180m_megahit_DBICIOKE_94177,30.92,3,3,7.39E5,1,1,1,,41001,Malonyl CoA-acyl carrier protein transacylase
34,240515,100mP_megahit_BKKBEGJO_14306,30.57,1,1,0E0,1,1,1,,118550,hypothetical protein
54,240524,160m_megahit_NHJEOBNC_152617,30.11,6,6,1.98E4,1,1,1,,13505,hypothetical protein_ETNP_160m_PROKKA_120254 hypothetical protein
54,240525,160m_megahit_NHJEOBNC_125960,30.11,3,3,1.98E4,1,1,1,,24431,Outer membrane protein assembly factor BamD
54,240526,ETNP_120m_free_PROKKA_301964,30.11,3,3,1.98E4,1,1,1,,27101,hypothetical protein
54,240527,120m_megahit_CMKFGOPF_182792,30.11,3,3,1.98E4,1,1,1,,30994,Outer membrane protein assembly factor BamD_180m_megahit_DBICIOKE_133896 Outer membrane protein assembly factor BamD_ETNP_120m_PROKKA_173943 Outer membrane protein assembly factor BamD precursor_ETNP_120m_free_PROKKA_282235 O...
54,240528,70m_MEGAHIT_CJDMCFAD_158520,30.11,3,3,1.98E4,1,1,1,,30968,Outer membrane protein assembly factor BamD
36,240558,ETNP14_68maa_PROKKA_34018,30.10,17,17,1.59E5,2,2,2,Carbamidomethylation,12798,Glutaredoxin-4
57,4042,ETNP14_68maa_PROKKA_02795,28.02,2,2,8.62E5,1,1,1,,51370,hypothetical protein
50,14266,100m_megahit_CLKLDGCM_01176,27.66,2,2,2.02E5,1,1,1,Mutation,46907,Sulfate adenylyltransferase subunit 1_120m_megahit_CMKFGOPF_36848 Sulfate adenylyltransferase subunit 1_ETNP14_68maa_PROKKA_12517 Sulfate adenylyltransferase subunit 1_ETNP14_120maa_PROKKA_19699 Sulfate adenylyltransferase sub...
27,240520,100mP_megahit_BKKBEGJO_84342,27.44,2,2,4.51E5,1,1,1,,40463,Chaperone protein DnaJ_150mP_megahit_EIABIGGE_36585 Chaperone protein DnaJ_ETNP_100m_particle_PROKKA_107403 Chaperone protein DnaJ_ETNP_120m_free_PROKKA_84145 Chaperone protein DnaJ_120mF_megahit_PEDPKPGI_71864 Chaperone prot...
27,240521,120mP_megahit_HKJGLMBE_230358,27.44,3,3,4.51E5,1,1,1,,24132,hypothetical protein
27,240535,ETNP14_120mac_PROKKA_64842,27.44,8,8,4.51E5,1,1,1,,9380,hypothetical protein
27,240537,ETNP14_68maa_PROKKA_14360,27.44,2,2,4.51E5,1,1,1,,32210,Ribokinase
27,240538,ETNP_120m_free_PROKKA_138818,27.44,2,2,4.51E5,1,1,1,,34474,Acetoin:2 6-dichlorophenolindophenol oxidoreductase subunit alpha
15,240539,ETNP_90m_PROKKA_179855,27.35,14,14,1.49E3,1,1,2,,6411,hypothetical protein
35,240532,160m_megahit_NHJEOBNC_86237,27.33,2,2,1.48E6,1,1,1,,47146,Phenylacetate-coenzyme A ligase
35,240540,70m_MEGAHIT_CJDMCFAD_00211,27.33,6,6,1.48E6,1,1,1,,12041,hypothetical protein
35,3003,ETNP_120m_PROKKA_275693,27.33,5,5,1.48E6,1,1,1,,15518,PTS-dependent dihydroxyacetone kinase  ADP-binding subunit DhaL
35,240541,ETNP_90m_PROKKA_64474,27.33,4,4,1.48E6,1,1,1,,21193,hypothetical protein
25,240610,ETNP_120m_PROKKA_307290,26.37,2,2,2.07E5,1,1,1,,35681,hypothetical protein
44,240576,ETNP14_68maa_PROKKA_130680,25.27,3,3,5.1E3,1,1,1,Oxidation (M),32292,hypothetical protein
59,240613,110m_megahit_JNNKCNHH_31624,25.25,7,7,0E0,1,1,1,,11241,hypothetical protein_ETNP_120m_particle_PROKKA_226387 hypothetical protein
59,240614,140m_megahit_KKMFCJLI_39595,25.25,7,7,0E0,1,1,1,,10581,hypothetical protein
59,240615,ETNP_70m_PROKKA_84491,25.25,5,5,0E0,1,1,1,,15897,hypothetical protein
59,240616,100mP_megahit_BKKBEGJO_61722,25.25,4,4,0E0,1,1,1,,17472,hypothetical protein
60,240627,120m_megahit_CMKFGOPF_121957,24.91,2,2,1.96E5,1,1,1,,34370,hypothetical protein
49,241983,100mP_megahit_BKKBEGJO_148197,24.11,4,4,0E0,1,1,1,Mutation,27237,hypothetical protein
49,242456,90m_Megahit_DAALLOGA_85049,24.11,3,3,0E0,1,1,1,Mutation,36142,hypothetical protein
38,240562,ETNP14_68mB_PROKKA_104244,23.78,4,4,1.05E3,1,1,1,,25019,Ferredoxin--NADP reductase
45,231896,120mF_megahit_EODJEIIO_25342,23.59,2,2,2.5E5,1,1,1,,41617,hypothetical protein
45,231897,120m_megahit_CMKFGOPF_295440,23.59,2,2,2.5E5,1,1,1,,41543,hypothetical protein
61,231826,120mP_megahit_HKJGLMBE_193359,23.57,4,4,6.01E5,1,1,1,,27114,hypothetical protein
69,240677,70m_MEGAHIT_CJDMCFAD_124435,22.82,1,1,1.36E5,1,1,1,,67507,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
69,240692,ETNP14_68maa_PROKKA_49822,22.82,1,1,1.36E5,1,1,1,,91522,Translation initiation factor IF-2
62,240648,100mP_megahit_BKKBEGJO_87217,22.65,14,14,1.68E4,1,1,1,,5419,hypothetical protein
62,232239,ETNP_120m_PROKKA_221562,22.65,1,1,1.68E4,1,1,1,,75067,Extracellular serine protease precursor
67,240671,150mP_megahit_EIABIGGE_07693,22.54,2,2,5.84E4,1,1,1,,40565,D-inositol 3-phosphate glycosyltransferase
67,240672,120mF_megahit_EODJEIIO_163107,22.54,2,2,5.84E4,1,1,1,,40593,Putative teichuronic acid biosynthesis glycosyltransferase TuaH
67,240673,160m_megahit_NHJEOBNC_225727,22.54,2,2,5.84E4,1,1,1,,40521,D-inositol 3-phosphate glycosyltransferase
67,240675,140m_megahit_KKMFCJLI_142245,22.54,2,2,5.84E4,1,1,1,,42446,Putative teichuronic acid biosynthesis glycosyltransferase TuaH
63,240652,ETNP_180m_PROKKA_197595,22.37,11,11,8.62E3,1,1,1,,8609,Putative phosphoribosyl transferase/MT0597
63,240654,ETNP_160m_PROKKA_98499,22.37,4,4,8.62E3,1,1,1,,20312,Putative phosphoribosyl transferase/MT0597
63,240655,120mF_megahit_ILDJFKLB_63372,22.37,4,4,8.62E3,1,1,1,,22337,hypothetical protein
63,240656,ETNP_120m_PROKKA_80450,22.37,4,4,8.62E3,1,1,1,,23728,Putative phosphoribosyl transferase/MT0597
63,240657,160m_megahit_NHJEOBNC_238386,22.37,4,4,8.62E3,1,1,1,,23625,Putative phosphoribosyl transferase
63,240658,120m_megahit_CMKFGOPF_274225,22.37,4,4,8.62E3,1,1,1,,23653,Putative phosphoribosyl transferase
63,240659,180m_megahit_DBICIOKE_183996,22.37,4,4,8.62E3,1,1,1,,23716,Putative phosphoribosyl transferase
64,240662,ETNP_70m_PROKKA_138569,22.36,2,2,3.63E5,1,1,1,,51019,NAD-dependent protein deacetylase
64,240663,160m_megahit_NHJEOBNC_138118,22.36,2,2,3.63E5,1,1,1,,51251,hypothetical protein
65,240666,100mP_megahit_BKKBEGJO_79134,22.19,2,2,1.66E4,1,1,1,,35088,Cysteine synthase_ETNP_100m_particle_PROKKA_53157 Cysteine synthase A_ETNP_120m_free_PROKKA_194775 Cysteine synthase A_120mF_megahit_PEDPKPGI_73260 Cysteine synthase
66,240667,ETNP_90m_PROKKA_28391,22.15,3,3,3.27E4,1,1,1,Carbamidomethylation,34777,hypothetical protein
11,240565,300m_megahit_KALMNAMF_171374,22.10,1,1,9.68E5,1,1,6,,83588,4-hydroxybenzoyl-CoA reductase subunit alpha
11,240566,120mP_megahit_HKJGLMBE_146979,22.10,1,1,9.68E5,1,1,6,,83500,4-hydroxybenzoyl-CoA reductase subunit alpha_NP_300m_PROKKA_14019 4-hydroxybenzoyl-CoA reductase subunit alpha
11,240567,110m_megahit_JNNKCNHH_28338,22.10,1,1,9.68E5,1,1,6,,83568,4-hydroxybenzoyl-CoA reductase subunit alpha
11,240568,100m_megahit_CLKLDGCM_60233,22.10,1,1,9.68E5,1,1,6,,83571,4-hydroxybenzoyl-CoA reductase subunit alpha
11,240694,ETNP_120m_particle_PROKKA_54423,22.10,1,1,9.68E5,1,1,6,,58888,4-hydroxybenzoyl-CoA reductase subunit alpha
11,240699,180m_megahit_DBICIOKE_34233,22.10,1,1,9.68E5,1,1,6,,84035,4-hydroxybenzoyl-CoA reductase subunit alpha_300m_megahit_KALMNAMF_34340 4-hydroxybenzoyl-CoA reductase subunit alpha_ETNP_180m_PROKKA_60336 4-hydroxybenzoyl-CoA reductase subunit alpha_ETNP_300m_PROKKA_104624 4-hydroxybenzoyl...
37,240561,120mP_megahit_HKJGLMBE_164574,22.09,1,1,4.84E5,1,1,1,,74057,Tyrosine-protein kinase MasK_ETNP_120m_free_PROKKA_151810 Tyrosine-protein kinase MasK_ETNP_120m_particle_PROKKA_205810 Tyrosine-protein kinase MasK_120mF_megahit_EODJEIIO_21543 Tyrosine-protein kinase MasK
37,240680,ETNP14_120maa_PROKKA_61970,22.09,2,2,4.84E5,1,1,1,,33996,Ornithine carbamoyltransferase
16,240531,120m_megahit_CMKFGOPF_250680,22.07,2,2,8.45E4,1,1,2,,36904,DNA polymerase III subunit beta
16,240670,ETNP_120m_free_PROKKA_160192,22.07,6,6,8.45E4,1,1,2,,14233,hypothetical protein
41,240569,120m_megahit_CMKFGOPF_263074,21.67,2,2,1.73E6,1,1,1,,56648,hypothetical protein
40,420,120m_megahit_CMKFGOPF_358066,21.62,2,2,1.21E5,1,1,1,,50042,ATP synthase subunit beta
40,240596,180m_megahit_DBICIOKE_109572,21.62,2,2,1.21E5,1,1,1,,42327,Transketolase 1
40,240605,120m_megahit_CMKFGOPF_354836,21.62,1,1,1.21E5,1,1,1,,72043,Transketolase 1
40,233169,100mP_megahit_BKKBEGJO_14175,21.62,3,3,1.21E5,1,1,1,,25097,hypothetical protein
40,240690,180m_megahit_DBICIOKE_212221,21.62,3,3,1.21E5,1,1,1,,25551,Ribonuclease PH_300m_megahit_KALMNAMF_226524 Ribonuclease PH_ETNP_120m_PROKKA_94965 Ribonuclease PH_ETNP_160m_PROKKA_197358 Ribonuclease PH_ETNP_300m_PROKKA_71594 Ribonuclease PH
40,240697,70m_MEGAHIT_CJDMCFAD_196491,21.62,2,2,1.21E5,1,1,1,,49409,ATP synthase subunit beta
40,115,300m_megahit_KALMNAMF_177452,21.62,1,1,1.21E5,1,1,1,,50915,ATP synthase subunit beta
40,80,ETNP_120m_particle_PROKKA_94543,21.62,1,1,1.21E5,1,1,1,,52229,ATP synthase subunit beta
40,222,100mP_megahit_BKKBEGJO_37276,21.62,1,1,1.21E5,1,1,1,,52252,ATP synthase subunit beta_ETNP_100m_particle_PROKKA_138761 ATP synthase subunit beta
42,240570,120mP_megahit_HKJGLMBE_117293,21.57,1,1,9.26E3,1,1,1,,54210,hypothetical protein
39,240563,110m_megahit_JNNKCNHH_27041,21.55,2,2,4.07E5,1,1,1,,42514,Biphenyl 2 3-dioxygenase subunit alpha
39,240564,90m_Megahit_DAALLOGA_81317,21.55,2,2,4.07E5,1,1,1,,42496,Benzene 1 2-dioxygenase subunit alpha
39,240678,90m_Megahit_DAALLOGA_28832,21.55,6,6,4.07E5,1,1,1,,13837,hypothetical protein_ETNP_90m_PROKKA_68734 hypothetical protein
39,240679,NP_300m_PROKKA_42380,21.55,4,4,4.07E5,1,1,1,,22270,Enolase
39,240681,ETNP_120m_PROKKA_53740,21.55,4,4,4.07E5,1,1,1,,24320,Enolase
39,240682,ETNP_140m_PROKKA_144500,21.55,2,2,4.07E5,1,1,1,,36048,Enolase
39,240683,ETNP_180m_PROKKA_73232,21.55,2,2,4.07E5,1,1,1,,39583,Enolase
39,240685,180m_megahit_DBICIOKE_96385,21.55,2,2,4.07E5,1,1,1,,46138,Enolase
39,240686,ETNP_160m_PROKKA_71797,21.55,2,2,4.07E5,1,1,1,,46134,Enolase
39,240687,140m_megahit_KKMFCJLI_30121,21.55,2,2,4.07E5,1,1,1,,46309,Enolase
39,240688,160m_megahit_NHJEOBNC_100941,21.55,2,2,4.07E5,1,1,1,,46252,Enolase
39,240689,120m_megahit_CMKFGOPF_166121,21.55,2,2,4.07E5,1,1,1,,46210,Enolase
75,240709,140m_megahit_KKMFCJLI_160439,21.14,1,1,3.55E5,1,1,1,,58245,Elongation factor 4
47,240734,ETNP14_68maa_PROKKA_90077,20.85,1,1,2.45E5,1,1,2,,83881,NADP-dependent malic enzyme
73,240706,ETNP_120m_free_PROKKA_47972,20.53,1,1,4.19E4,1,1,1,,58772,B12 binding domain protein_120mF_megahit_EODJEIIO_68266 hypothetical protein
46,240726,300m_megahit_KALMNAMF_60305,20.53,1,1,1.3E4,1,1,1,,58803,hypothetical protein
74,240708,90m_Megahit_DAALLOGA_167718,20.39,2,2,1.6E4,1,1,1,,39419,hypothetical protein
29,240550,120m_megahit_CMKFGOPF_260184,20.19,2,2,2E4,1,1,1,,33263,Narbonolide/10-deoxymethynolide synthase PikA2  modules 3 and 4_160m_megahit_NHJEOBNC_208348 Narbonolide/10-deoxymethynolide synthase PikA2  modules 3 and 4
29,240551,300m_megahit_KALMNAMF_223916,20.19,2,2,2E4,1,1,1,,33261,Narbonolide/10-deoxymethynolide synthase PikA2  modules 3 and 4
29,240600,NP_125m_PROKKA_01383,20.19,1,1,2E4,1,1,1,,113939,Cobalt-zinc-cadmium resistance protein CzcA
29,240601,NP_100m_PROKKA_01618,20.19,1,1,2E4,1,1,1,,113893,Cobalt-zinc-cadmium resistance protein CzcA
29,240603,100mP_megahit_BKKBEGJO_27185,20.19,2,2,2E4,1,1,1,,33293,Narbonolide/10-deoxymethynolide synthase PikA2  modules 3 and 4_100m_megahit_CLKLDGCM_86805 Narbonolide/10-deoxymethynolide synthase PikA2  modules 3 and 4_110m_megahit_JNNKCNHH_51142 Narbonolide/10-deoxymethynolide synthase ...
29,240711,ETNP_90m_PROKKA_12006,20.19,4,4,2E4,1,1,1,,16979,Phthiocerol synthesis polyketide synthase type I PpsC
29,240730,120m_megahit_CMKFGOPF_347157,20.19,2,2,2E4,1,1,1,,45911,hypothetical protein
29,240735,150mP_megahit_EIABIGGE_17988,20.19,2,2,2E4,1,1,1,,48975,Cobalt-zinc-cadmium resistance protein CzcA
29,240739,300m_megahit_KALMNAMF_30169,20.19,1,1,2E4,1,1,1,,63091,hypothetical protein
77,240725,120m_megahit_CMKFGOPF_383778,20.03,2,2,7.96E4,1,1,1,,30371,dTDP-4-dehydrorhamnose reductase_180m_megahit_DBICIOKE_257243 dTDP-4-dehydrorhamnose reductase_300m_megahit_KALMNAMF_186197 dTDP-4-dehydrorhamnose reductase_120mF_megahit_PEDPKPGI_135693 dTDP-4-dehydrorhamnose reductase
24,240592,180m_megahit_DBICIOKE_88346,20.02,1,1,0E0,1,1,1,,147334,hypothetical protein_ETNP_180m_PROKKA_57400 FG-GAP repeat protein_120mF_megahit_PEDPKPGI_21033 hypothetical protein
