Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja02-20170410,Area etnp-ja02-20170410,#Peptides,#Unique,#Spec etnp-ja02-20170410,PTM,Avg. Mass,Description
9,102720,ETNP_90,217.91,73,73,4.41E7,51,41,78,Carbamidomethylation; Oxidation (M),17736,C-phycoerythrin class 2 subunit alpha
9,102718,ETNP_100,217.91,73,73,4.41E7,51,41,78,Carbamidomethylation; Oxidation (M),17736,C-phycoerythrin class 2 subunit alpha
1,545,WP_011129843,216.09,68,68,,58,0,89,Carbamidomethylation; Oxidation (M),12922,hypothetical protein Prochlorococcus
1,102249,ETNP_120,216.09,68,68,,58,0,89,Carbamidomethylation; Oxidation (M),12950,hypothetical protein
27,133848,NP_85,214.36,60,60,3.09E7,32,32,41,Oxidation (M),18036,Cytochrome c-550 precursor
27,133849,ETNP14_68,214.36,60,60,3.09E7,32,32,41,Oxidation (M),18007,Cytochrome c-550 precursor
27,133850,ETNP_100,214.36,60,60,3.09E7,32,32,41,Oxidation (M),18007,Cytochrome c-550 precursor
2,101767,54036848,209.47,11,11,1.06E9,8,8,84,,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
32,101796,ETNP_100,206.69,40,40,5.55E6,17,4,37,,51643,Glutamine synthetase
35,96,WP_011129980,205.32,36,36,1.24E6,16,1,34,Carbamidomethylation,52689,glutamine synthetase Prochlorococcus marinus
35,97,WP_036915357,205.32,36,36,1.24E6,16,1,34,Carbamidomethylation,52679,glutamine synthetase Prochlorococcus sp MIT 0701
11,715,WP_011128382,202.02,50,50,,44,0,67,,13024,hypothetical protein Synechococcus
29,24996,WP_036913864,201.65,41,41,4.34E6,28,4,39,Oxidation (M),29231,photosystem II manganese-stabilizing polypeptide Prochlorococcus
26,101734,|#CONTAM#TRYP_PIG|,201.37,52,52,3.94E8,17,17,42,Carbamidomethylation; Oxidation (M),24409,sp|#CONTAM#TRYP_PIG|
38,101758,ETNP_110,200.34,45,45,9.62E4,14,1,32,Carbamidomethylation,45186,Glutamine synthetase
28,102022,ETNP_90,189.76,46,46,1.26E7,29,18,39,Oxidation (M),18490,C-phycoerythrin class 2 subunit beta
20,102369,ETNP_120,189.18,39,39,,35,0,54,Oxidation (M),15617,hypothetical protein
20,102369,ETNP_120,189.18,39,39,,35,0,54,Oxidation (M),15617,hypothetical protein
20,102370,ETNP_90,189.18,39,39,,35,0,54,Oxidation (M),15617,hypothetical protein
20,133862,ETNP_100,189.18,39,39,,35,0,54,Oxidation (M),15617,hypothetical protein
31,133841,ETNP14_68,187.45,73,73,,20,0,38,Carbamidomethylation; Oxidation (M),15623,Photosystem I reaction center subunit II
30,133832,ETNP_90,185.03,79,79,8.5E6,20,2,38,Carbamidomethylation; Oxidation (M),15726,Photosystem I reaction center subunit II
3,167,WP_011130763,183.18,66,66,7.32E6,36,8,64,Oxidation (M),9826,DNA-binding protein Prochlorococcus
13,101886,ETNP14_68,180.02,87,87,2.77E6,46,8,63,Carbamidomethylation; Oxidation (M),13363,hypothetical protein
34,133858,ETNP_120,179.75,69,69,,17,0,34,Carbamidomethylation; Oxidation (M),15782,Photosystem I reaction center subunit II
34,24984,WP_036911259,179.75,69,69,,17,0,34,Carbamidomethylation; Oxidation (M),15782,photosystem I reaction center subunit II Prochlorococcus
34,24985,WP_011131077,179.75,69,69,,17,0,34,Carbamidomethylation; Oxidation (M),15752,photosystem I protein PsaD Prochlorococcus marinus
42,101787,ETNP14_68,178.61,92,92,,20,0,30,,10831,10 kDa chaperonin
42,101784,ETNP_90,178.61,92,92,,20,0,30,,10831,10 kDa chaperonin
42,101785,ETNP_100,178.61,92,92,,20,0,30,,10831,10 kDa chaperonin
42,101786,ETNP_110,178.61,92,92,,20,0,30,,10831,10 kDa chaperonin
42,101788,ETNP_160,178.61,81,81,,20,0,30,,12462,10 kDa chaperonin
42,101789,ETNP_90,178.61,81,81,,20,0,30,,12462,10 kDa chaperonin
10,132,XP_003062500,176.38,46,46,5.09E4,63,3,73,Carbamidomethylation; Oxidation (M),49730,alpha tubulin  Micromonas pusilla CCMP1545
10,133,XP_003058621,176.38,46,46,5.09E4,63,3,73,Carbamidomethylation; Oxidation (M),49730,alpha tubulin  Micromonas pusilla CCMP1545
37,101938,ETNP14_68,172.39,41,41,1.33E5,25,1,33,Carbamidomethylation,37294,General L-amino acid-binding periplasmic protein AapJ precursor
12,151,XP_003080933,171.69,39,39,,55,0,65,Carbamidomethylation; Oxidation (M),52460,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
18,101872,CAK24354.1,170.96,65,65,1.28E6,31,3,55,Oxidation (M),9855,DNA-binding protein HU [Synechococcus sp. WH 7803]
18,101873,ETNP_100,170.96,65,65,1.28E6,31,3,55,Oxidation (M),9840,DNA-binding protein HU
18,101874,ETNP_140,170.96,65,65,1.28E6,31,3,55,Oxidation (M),9840,DNA-binding protein HU
18,101875,ETNP_90,170.96,65,65,1.28E6,31,3,55,Oxidation (M),9840,DNA-binding protein HU
18,304,WP_028952679,170.96,65,65,1.28E6,31,3,55,Oxidation (M),9798,DNA-binding protein Synechococcus
24,102250,ETNP_100,170.68,50,50,,32,0,47,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
24,102252,ETNP_120,170.68,50,50,,32,0,47,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
24,102251,ETNP_90,170.68,50,50,,32,0,47,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
24,102252,ETNP_120,170.68,50,50,,32,0,47,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
33,100,WP_011282064,169.58,45,45,,26,0,34,Carbamidomethylation,37685,amino acid ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
14,152,XP_003082284,169.29,40,40,0E0,54,1,63,Carbamidomethylation; Oxidation (M),50099,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
40,102137,ETNP14_68,168.86,43,43,,24,0,31,Carbamidomethylation,37467,General L-amino acid-binding periplasmic protein AapJ precursor
44,101833,ETNP_140,168.64,92,92,1.7E6,19,1,29,,10815,10 kDa chaperonin
44,101834,ETNP_120,168.64,81,81,1.7E6,19,1,29,,12446,10 kDa chaperonin
44,101835,ETNP_100,168.64,81,81,1.7E6,19,1,29,,12446,10 kDa chaperonin
49,101753,CAK24425.1,167.59,79,79,,18,0,26,,10774,10 kDa chaperonin (Protein Cpn10) (groES protein) [Synechococcus sp. WH 7803]
78,21,WP_011127938,164.75,27,27,,12,0,20,,52468,glutamine synthetase Synechococcus sp WH 8102
22,102172,ETNP14_68,164.05,69,69,4.4E5,33,1,49,Oxidation (M),12780,hypothetical protein
46,102129,ETNP14_68,160.60,35,35,,21,0,29,Carbamidomethylation,37979,General L-amino acid-binding periplasmic protein AapJ precursor
81,101760,WP_011823483.1,160.17,21,21,,10,0,19,Carbamidomethylation,52655,type I glutamate--ammonia ligase [Prochlorococcus marinus]
81,17,WP_038652138,160.17,21,21,,10,0,19,Carbamidomethylation,52654,glutamine synthetase Prochlorococcus sp MIT 0801
45,101885,ETNP14_120,159.00,36,36,,21,0,29,Carbamidomethylation,37337,General L-amino acid-binding periplasmic protein AapJ precursor
58,101746,WP_011295315.1,157.64,75,75,,16,0,24,,10877,co-chaperone GroES [Prochlorococcus marinus]
58,101747,ETNP_70,157.64,75,75,,16,0,24,,10877,10 kDa chaperonin
58,41,WP_036905521,157.64,75,75,,16,0,24,,10891,chaperonin Prochlorococcus
71,133860,ETNP14_68,157.60,53,53,1.64E7,17,16,21,,19236,Secreted effector protein pipB2
53,101939,ETNP14_68,157.55,60,60,,19,0,26,Carbamidomethylation,19715,General L-amino acid-binding periplasmic protein AapJ precursor
61,101759,ETNP14_68,156.68,79,79,,17,0,24,,10829,10 kDa chaperonin
47,24970,WP_018047900,154.92,13,13,5.58E6,22,3,27,Oxidation (M),133487,hypothetical protein Nitrospina sp AB-629-B18
51,133855,NP_100,153.68,38,38,,20,0,26,Carbamidomethylation,35769,General L-amino acid-binding periplasmic protein AapJ precursor
50,102124,ETNP14_68,153.51,46,46,,20,0,26,Carbamidomethylation,27000,General L-amino acid-binding periplasmic protein AapJ precursor
56,133838,NP_85,153.32,35,35,,19,0,25,Carbamidomethylation,36415,General L-amino acid-binding periplasmic protein AapJ precursor
55,102119,ETNP14_68,152.73,55,55,,19,0,25,Carbamidomethylation,22930,General L-amino acid-binding periplasmic protein AapJ precursor
59,102142,SAR11,152.59,30,30,,17,0,24,Carbamidomethylation,38010,Putative amino-acid ABC transporter-binding protein YhdW
59,102143,SAR11,152.59,30,30,,17,0,24,Carbamidomethylation,38368,Putative amino-acid ABC transporter-binding protein YhdW
59,102144,SAR11,152.59,29,29,,17,0,24,Carbamidomethylation,38623,Putative amino-acid ABC transporter-binding protein YhdW
23,75,WP_011130818,151.95,88,88,,17,0,24,,10889,molecular chaperone GroES Prochlorococcus
23,101791,ETNP_90,151.95,88,88,,17,0,24,,10889,10 kDa chaperonin
64,101793,ETNP_90,151.02,88,88,,16,0,23,,10903,10 kDa chaperonin
48,101934,ETNP14_120,150.65,35,35,,19,0,27,Carbamidomethylation,37413,General L-amino acid-binding periplasmic protein AapJ precursor
70,101773,ETNP_120,149.85,75,75,,14,0,21,,10831,10 kDa chaperonin
70,101772,ETNP14_68,149.85,75,75,,14,0,21,,10831,10 kDa chaperonin
57,102130,ETNP14_120,149.76,31,31,,17,0,24,Carbamidomethylation,37502,General L-amino acid-binding periplasmic protein AapJ precursor
99,133864,ETNP_100,149.42,27,27,,14,0,15,Carbamidomethylation,30921,General L-amino acid-binding periplasmic protein AapJ precursor
74,101730,ETNP_100,149.36,22,22,3.94E6,17,5,20,,57358,60 kDa chaperonin 1
74,101731,ETNP_90,149.36,22,22,3.94E6,17,5,20,,57358,60 kDa chaperonin 1
74,101728,ETNP_90,149.36,22,22,3.94E6,17,5,20,,57387,60 kDa chaperonin 1
74,101729,ETNP_120,149.36,22,22,3.94E6,17,5,20,,57387,60 kDa chaperonin 1
60,101933,SAR11,148.92,32,32,,17,0,24,Carbamidomethylation,37561,Putative amino-acid ABC transporter-binding protein YhdW
65,101841,ETNP_90,148.50,23,23,,11,0,23,Carbamidomethylation,52721,Glutamine synthetase
36,493,WP_038548030,147.83,44,44,,23,0,33,Carbamidomethylation,12865,AbrB family transcriptional regulator Synechococcus sp KORDI-100
63,101817,CAK22918.1,147.24,35,35,2.51E6,18,8,23,,17825,C-phycoerythrin class II alpha chain [Synechococcus sp. WH 7803]
54,133842,NP_85,146.03,40,40,1.08E7,21,9,25,Carbamidomethylation; Oxidation (M),49419,Selenate reductase subunit beta
54,133843,ETNP14_68,146.03,40,40,1.08E7,21,9,25,Carbamidomethylation; Oxidation (M),49437,Selenate reductase subunit beta
54,24976,WP_018047899,146.03,40,40,1.08E7,21,9,25,Carbamidomethylation; Oxidation (M),49419,hypothetical protein Nitrospina sp AB-629-B18
85,102167,ETNP14_120,145.97,58,58,5.82E5,15,1,17,Carbamidomethylation,19778,General L-amino acid-binding periplasmic protein AapJ precursor
68,133852,ETNP14_68,145.70,35,35,,16,0,22,Carbamidomethylation,32890,General L-amino acid-binding periplasmic protein AapJ precursor
62,102462,ETNP14_68,143.86,48,48,1.16E7,17,13,23,Carbamidomethylation,27433,Photosystem II manganese-stabilizing polypeptide precursor
72,133863,ETNP14_120,143.17,47,47,,15,0,21,Carbamidomethylation,22916,General L-amino acid-binding periplasmic protein AapJ precursor
88,133839,ETNP14_68,142.38,49,49,1.18E7,12,9,17,Carbamidomethylation; Oxidation (M),16351,hypothetical protein
82,25099,WP_036913959,141.99,42,42,1.83E6,10,1,18,,13062,photosystem II complex extrinsic protein precursor U Prochlorococcus
39,102221,WP_011376129.1,139.62,63,63,,22,0,31,Carbamidomethylation; Oxidation (M),12506,AbrB family transcriptional regulator [Prochlorococcus marinus]
52,461,XP_002180656,137.00,20,20,6.92E4,25,2,26,Carbamidomethylation; Oxidation (M),49747,predicted protein  Phaeodactylum tricornutum CCAP 1055
75,252,WP_027307190,136.37,23,23,0E0,13,1,20,Carbamidomethylation,37246,amino acid ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
76,101863,ETNP_100,135.72,79,79,5.86E5,17,3,20,Oxidation (M),10550,Major carboxysome shell protein 1A
76,101864,ETNP_90,135.72,79,79,5.86E5,17,3,20,Oxidation (M),10550,Major carboxysome shell protein 1A
43,101811,ETNP_100,134.56,77,77,1.58E7,25,16,29,Oxidation (M),14624,Tubulin/FtsZ family  GTPase domain
92,133876,ETNP_120,134.30,17,17,2.6E6,10,1,16,,39122,Chlorate reductase subunit gamma precursor
87,101895,CAK23773.1,134.16,22,22,,12,0,17,,52509,Glutamine synthetase  glutamate ammonia ligase [Synechococcus sp. WH 7803]
89,101790,WP_011376435.1,132.35,22,22,,11,0,17,,52810,type I glutamate--ammonia ligase [Prochlorococcus marinus]
77,101859,ETNP_90,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
77,133877,ETNP_120,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
77,101862,ETNP14_68,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
77,133878,ETNP_100,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
77,101860,ETNP_160,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
77,101865,ETNP_110,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
100,133888,ETNP14_68,130.89,51,51,1.02E5,12,1,15,Carbamidomethylation,15614,Photosystem I reaction center subunit II
79,133871,NP_85,129.93,15,15,2.78E4,16,1,19,Oxidation (M),95451,Perchlorate reductase subunit alpha precursor
79,133872,ETNP14_120,129.93,15,15,2.78E4,16,1,19,Oxidation (M),96721,Perchlorate reductase subunit alpha precursor
98,133866,ETNP14_120,129.10,26,26,2.74E5,11,2,15,Oxidation (M),32866,Ethylbenzene dehydrogenase
111,134016,ETNP_100,128.05,59,59,3.9E6,11,2,13,,8598,Acyl carrier protein
111,134017,ETNP14_68,128.05,59,59,3.9E6,11,2,13,,8598,Acyl carrier protein
111,134018,ETNP_160,128.05,53,53,3.9E6,11,2,13,,9468,Acyl carrier protein
111,134019,ETNP_140,128.05,53,53,3.9E6,11,2,13,,9498,Acyl carrier protein
111,134020,ETNP_90,128.05,53,53,3.9E6,11,2,13,,9498,Acyl carrier protein
80,102096,ETNP_120,125.57,48,48,,16,0,19,Carbamidomethylation; Oxidation (M),14995,hypothetical protein
80,102097,ETNP_120,125.57,46,46,,16,0,19,Carbamidomethylation; Oxidation (M),15516,hypothetical protein
67,133918,CAK24629.1,125.43,32,32,,12,0,22,Oxidation (M),13898,Photosystem II 12 kDa extrinsic PsbU protein [Synechococcus sp. WH 7803]
157,133853,ETNP_100,125.30,36,36,4.82E6,6,1,8,Carbamidomethylation,23940,Photosystem I reaction center subunit III precursor
86,133988,ETNP_100,123.29,34,34,3.34E6,15,8,17,Carbamidomethylation,16306,hypothetical protein
69,134309,CAK22623.1,123.26,40,40,5.54E6,10,1,11,,8641,Acyl carrier protein [Synechococcus sp. WH 7803]
69,25692,WP_007099572,123.26,40,40,5.54E6,10,1,11,,8641,acyl carrier protein Synechococcus
69,134310,ETNP_120,123.26,40,40,5.54E6,10,1,11,,8658,Acyl carrier protein
69,25694,WP_011131320,123.26,40,40,5.54E6,10,1,11,,8658,acyl carrier protein Prochlorococcus
69,134311,ETNP_100,123.26,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
69,134312,NP_30,123.26,36,36,5.54E6,10,1,11,,9512,Acyl carrier protein
69,134313,ETNP_90,123.26,36,36,5.54E6,10,1,11,,9518,Acyl carrier protein
69,134314,NP_85,123.26,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
69,134315,ETNP_110,123.26,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
69,134316,ETNP14_68,123.26,36,36,5.54E6,10,1,11,,9503,Acyl carrier protein
69,134317,ETNP_120,123.26,36,36,5.54E6,10,1,11,,9503,Acyl carrier protein
69,134318,ETNP_90,123.26,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
69,134319,ETNP_120,123.26,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
137,133887,NP_85,122.51,24,24,1.95E6,7,3,9,,28964,Ethylbenzene dehydrogenase
21,106,WP_006169870,122.17,75,75,2.65E5,15,1,18,Oxidation (M),10584,carbon dioxide-concentrating mechanism protein CcmK Cyanobacteria
66,339,WP_038543623,121.07,40,40,,17,0,22,Carbamidomethylation; Oxidation (M),12811,AbrB family transcriptional regulator Synechococcus sp KORDI-100
167,134490,ETNP_90,120.64,16,16,4.62E6,4,2,7,Oxidation (M),12305,Plastocyanin precursor
95,102497,ETNP_90,120.55,65,65,,10,0,15,Carbamidomethylation; Oxidation (M),8876,Photosystem I iron-sulfur center
106,102100,ETNP14_68,120.10,37,37,3.65E6,11,6,13,,28050,Photosystem II manganese-stabilizing polypeptide precursor
41,102312,ETNP_70,119.45,57,57,,10,0,15,Carbamidomethylation; Oxidation (M),8842,Photosystem I iron-sulfur center
41,102315,ETNP14_68,119.45,57,57,,10,0,15,Carbamidomethylation; Oxidation (M),8842,Photosystem I iron-sulfur center
41,718,WP_006850103,119.45,57,57,,10,0,15,Carbamidomethylation; Oxidation (M),8842,photosystem I iron-sulfur center Chroococcales
41,102316,ETNP14_68,119.45,57,57,,10,0,15,Carbamidomethylation; Oxidation (M),8842,Photosystem I iron-sulfur center
103,101726,WP_011377072.1,118.71,17,17,,13,0,14,,57653,molecular chaperone GroEL [Prochlorococcus marinus]
103,1,WP_042850982,118.71,17,17,,13,0,14,,57654,molecular chaperone GroEL Prochlorococcus sp MIT 0604
103,101727,WP_011133065.1,118.71,17,17,,13,0,14,,57441,molecular chaperone GroEL [Prochlorococcus marinus]
83,102231,ETNP_110,118.04,77,77,4.61E6,10,1,17,Carbamidomethylation; Oxidation (M),8846,Photosystem I iron-sulfur center
83,134062,ETNP_100,118.04,77,77,4.61E6,10,1,17,Carbamidomethylation; Oxidation (M),8846,Photosystem I iron-sulfur center
83,102233,ETNP_90,118.04,77,77,4.61E6,10,1,17,Carbamidomethylation; Oxidation (M),8846,Photosystem I iron-sulfur center
83,102233,ETNP_90,118.04,77,77,4.61E6,10,1,17,Carbamidomethylation; Oxidation (M),8846,Photosystem I iron-sulfur center
83,102232,ETNP14_68,118.04,77,77,4.61E6,10,1,17,Carbamidomethylation; Oxidation (M),8846,Photosystem I iron-sulfur center
83,134062,ETNP_100,118.04,77,77,4.61E6,10,1,17,Carbamidomethylation; Oxidation (M),8846,Photosystem I iron-sulfur center
105,25018,WP_042251421,117.10,9,9,0E0,12,1,13,,131969,nitrate oxidoreductase subunit alpha  partial Nitrospina gracilis
91,152310,ETNP_110,115.97,40,40,8.12E4,13,1,16,Carbamidomethylation; Oxidation (M),25167,Dimethylsulfide dehydrogenase subunit beta
185,134209,ETNP_120,114.47,15,15,8.02E6,4,4,6,,24509,hypothetical protein
127,133903,ETNP_100,113.87,29,29,1.02E6,7,2,10,Oxidation (M),21395,Ethylbenzene dehydrogenase
156,134254,ETNP_100,112.41,27,27,3.5E6,6,3,8,,12390,Nitrogen regulatory protein P-II
156,134255,ETNP_90,112.41,27,27,3.5E6,6,3,8,,12390,Nitrogen regulatory protein P-II
156,134256,ETNP_120,112.41,27,27,3.5E6,6,3,8,,12390,Nitrogen regulatory protein P-II
156,25562,WP_011130849,112.41,27,27,3.5E6,6,3,8,,12362,nitrogen regulatory protein P-II Prochlorococcus marinus
156,134257,NP_85,112.41,27,27,3.5E6,6,3,8,,12376,Nitrogen regulatory protein P-II
156,134254,ETNP_100,112.41,27,27,3.5E6,6,3,8,,12390,Nitrogen regulatory protein P-II
156,134259,ETNP_120,112.41,27,27,3.5E6,6,3,8,,12376,Nitrogen regulatory protein P-II
156,134260,ETNP_100,112.41,27,27,3.5E6,6,3,8,,12376,Nitrogen regulatory protein P-II
156,134261,ETNP_90,112.41,27,27,3.5E6,6,3,8,,12376,Nitrogen regulatory protein P-II
156,134262,ETNP14_68,112.41,27,27,3.5E6,6,3,8,,12376,Nitrogen regulatory protein P-II
156,25563,WP_036911385,112.41,27,27,3.5E6,6,3,8,,12390,nitrogen regulatory protein P-II Prochlorococcus
101,102313,WP_007099573.1,111.51,57,57,,9,0,14,Carbamidomethylation; Oxidation (M),8828,MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Synechococcales]
101,102314,NP_30,111.51,57,57,,9,0,14,Carbamidomethylation; Oxidation (M),8828,Photosystem I iron-sulfur center
101,697,WP_007099573,111.51,57,57,,9,0,14,Carbamidomethylation; Oxidation (M),8828,photosystem I iron-sulfur center Cyanobacteria
101,698,WP_006172463,111.51,57,57,,9,0,14,Carbamidomethylation; Oxidation (M),8844,photosystem I iron-sulfur center Synechococcus sp WH 5701
161,134065,ETNP14_68,111.32,18,18,,6,0,8,Carbamidomethylation,24962,General L-amino acid-binding periplasmic protein AapJ precursor
96,102334,ETNP_100,110.73,74,74,5.34E5,13,2,15,Oxidation (M),8411,hypothetical protein
97,133880,ETNP_120,109.65,79,79,3.21E7,9,9,15,,5091,hypothetical protein
160,102610,NP_85,109.60,27,27,1.41E6,4,1,8,,17602,30S ribosomal protein S7
160,102609,ETNP_160,109.60,32,32,1.41E6,4,1,8,,14820,30S ribosomal protein S7
160,102612,ETNP_100,109.60,27,27,1.41E6,4,1,8,,17558,30S ribosomal protein S7
164,133909,ETNP_120,109.36,24,24,6.28E6,5,5,8,,28624,hypothetical protein
125,102662,ETNP_90,108.96,18,18,2.68E6,8,8,10,,36689,Glyceraldehyde-3-phosphate dehydrogenase 2
125,102663,ETNP14_68,108.96,18,18,2.68E6,8,8,10,,36689,Glyceraldehyde-3-phosphate dehydrogenase 2
125,203425,ETNP_100,108.96,18,18,2.68E6,8,8,10,,36256,Glyceraldehyde-3-phosphate dehydrogenase 2
125,1070,WP_036913110,108.96,18,18,2.68E6,8,8,10,,36764,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus
125,1072,WP_041384819,108.96,18,18,2.68E6,8,8,10,,36707,glyceraldehyde-3-phosphate dehydrogenase Prochlorococcus marinus
125,203426,ETNP_120,108.96,18,18,2.68E6,8,8,10,,36589,Glyceraldehyde-3-phosphate dehydrogenase 2
102,152266,ETNP_120,107.38,45,45,5.93E6,10,8,14,Oxidation (M),19139,C-phycoerythrin class 1 subunit beta
102,152266,ETNP_120,107.38,45,45,5.93E6,10,8,14,Oxidation (M),19139,C-phycoerythrin class 1 subunit beta
102,152268,ETNP_100,107.38,45,45,5.93E6,10,8,14,Oxidation (M),19139,C-phycoerythrin class 1 subunit beta
109,102423,ETNP_120,106.86,60,60,1.42E6,13,5,13,Carbamidomethylation; Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
109,102425,ETNP_100,106.86,60,60,1.42E6,13,5,13,Carbamidomethylation; Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
109,102424,ETNP_140,106.86,60,60,1.42E6,13,5,13,Carbamidomethylation; Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
109,102423,ETNP_120,106.86,60,60,1.42E6,13,5,13,Carbamidomethylation; Oxidation (M),17863,C-phycoerythrin class 1 subunit alpha
115,133953,ETNP_140,106.76,53,53,6.54E6,7,2,12,Carbamidomethylation,10557,Ferredoxin-1
