Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
53,107205,ETNP_110m_PROKKA_29371,89.50,11,4,3,,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
12,182,ETNP_100m_particle_PROKKA_10535,89.15,20,9,3,,30242,hypothetical protein
12,129,ETNP_120m_PROKKA_318382,89.15,18,9,3,,34262,hypothetical protein
38,119114,KHE93198,87.98,7,5,3,,75635,hydrazine synthase BC subunit Candidatus Scalindua brodae
18,107207,NP_125m_PROKKA_07826,87.55,22,8,6,,35665,General L-amino acid-binding periplasmic protein AapJ precursor
82,2258,ETNP_140m_PROKKA_15602,86.56,6,3,3,,66767,PA14 domain protein
31,1198,ETNP_160m_PROKKA_60185,85.89,11,6,6,,62885,Glutathione-binding protein GsiB precursor
31,1199,NP_300m_PROKKA_07046,85.89,12,6,6,,58350,Glutathione-binding protein GsiB precursor
105,1820,ETNP_140m_PROKKA_134029,84.65,3,3,2,,129699,hypothetical protein
105,1119,ETNP_160m_PROKKA_81170,84.65,3,3,2,,129586,hypothetical protein
105,1120,ETNP_120m_PROKKA_83125,84.65,3,3,2,,130073,hypothetical protein
105,1121,ETNP_180m_PROKKA_81128,84.65,3,3,2,,130100,hypothetical protein
32,107215,ETNP_120m_PROKKA_240078,83.91,11,4,4,,27509,NMT1/THI5 like protein
32,107216,ETNP_120m_free_PROKKA_93994,83.91,11,4,4,,28088,hypothetical protein
32,107217,ETNP_120m_particle_PROKKA_23247,83.91,9,4,4,,34822,hypothetical protein
32,107218,ETNP_120m_particle_PROKKA_72442,83.91,9,4,4,,34812,NMT1/THI5 like protein
32,107219,ETNP14_120maa_PROKKA_87693,83.91,9,4,4,,34827,NMT1/THI5 like protein
32,107222,NP_300m_PROKKA_37639,83.91,10,4,4,,32130,NMT1/THI5 like protein
32,107223,ETNP_160m_PROKKA_21943,83.91,9,4,4,,34764,NMT1/THI5 like protein
32,107224,ETNP_140m_PROKKA_164499,83.91,9,4,4,,34989,NMT1/THI5 like protein
32,174201,ETNP_120m_PROKKA_133462,83.91,9,4,4,,34989,NMT1/THI5 like protein
32,107225,ETNP_180m_PROKKA_205281,83.91,9,4,4,,34764,NMT1/THI5 like protein
32,107226,ETNP_120m_PROKKA_193148,83.91,9,4,4,,34764,NMT1/THI5 like protein
32,107227,ETNP_180m_PROKKA_38050,83.91,9,4,4,,34989,NMT1/THI5 like protein
32,107228,ETNP14_120maa_PROKKA_145817,83.91,9,4,4,,34720,NMT1/THI5 like protein
32,107231,ETNP14_120maa_PROKKA_47507,83.91,9,4,4,,35049,NMT1/THI5 like protein
39,2218,ETNP_120m_particle_PROKKA_16438,83.52,11,4,0,,37668,taurine transporter substrate binding subunit
46,107186,ETNP_100m_particle_PROKKA_113205,83.13,22,4,0,,18566,hypothetical protein
103,107201,ETNP_120m_PROKKA_141011,82.91,23,3,1,,14547,hypothetical protein
16,261,XP_003056479,81.24,13,8,0,,49615,beta tubulin  Micromonas pusilla CCMP1545
50,107235,ETNP_160m_PROKKA_63763,80.15,7,3,3,,58291,Heme-binding protein A precursor
50,107236,ETNP_140m_PROKKA_115142,80.15,7,3,3,,58291,Heme-binding protein A precursor
50,107237,NP_300m_PROKKA_10869,80.15,7,3,3,,58291,Heme-binding protein A precursor
50,107238,ETNP_120m_PROKKA_67998,80.15,7,3,3,,58291,Heme-binding protein A precursor
97,1570,ETNP_100m_PROKKA_92665,79.55,11,2,2,,23940,Photosystem I reaction center subunit III precursor
74,107246,NP_85m_PROKKA_19634,79.05,8,4,4,,42437,Spermidine/putrescine-binding periplasmic protein precursor
74,107247,ETNP14_68maa_PROKKA_25172,79.05,8,4,4,,42444,Spermidine/putrescine-binding periplasmic protein precursor
74,107248,NP_100m_PROKKA_09832,79.05,8,4,4,,42437,Spermidine/putrescine-binding periplasmic protein precursor
74,107249,NP_300m_PROKKA_32140,79.05,8,4,4,,42437,Spermidine/putrescine-binding periplasmic protein precursor
74,107250,NP_125m_PROKKA_03771,79.05,8,4,4,,42437,Spermidine/putrescine-binding periplasmic protein precursor
74,107251,ETNP14_120maa_PROKKA_15145,79.05,8,4,4,,42437,Spermidine/putrescine-binding periplasmic protein precursor
74,107252,ETNP_110m_PROKKA_30638,79.05,8,4,4,,42437,Spermidine/putrescine-binding periplasmic protein precursor
40,1489,NP_100m_PROKKA_17967,78.89,15,4,0,,26896,Taurine-binding periplasmic protein precursor
89,563,ETNP_100m_particle_PROKKA_54273,78.57,22,3,3,,17329,R-phycocyanin-2 subunit alpha
89,561,ETNP_90m_PROKKA_102743,78.57,22,3,3,,17329,R-phycocyanin-2 subunit alpha
89,564,ETNP_120m_free_PROKKA_94752,78.57,22,3,3,,17329,R-phycocyanin-2 subunit alpha
89,565,ETNP_120m_PROKKA_09407,78.57,22,3,3,,17329,R-phycocyanin-2 subunit alpha
89,562,ETNP_120m_particle_PROKKA_157310,78.57,22,3,3,,17329,R-phycocyanin-2 subunit alpha
70,551,ETNP_90m_PROKKA_122859,78.42,15,3,3,,20071,Photosystem I reaction center subunit XI
70,555,ETNP_120m_PROKKA_321604,78.42,15,3,3,,20071,Photosystem I reaction center subunit XI
70,546,ETNP_120m_PROKKA_115988,78.42,15,3,3,,20020,Photosystem I reaction center subunit XI
70,548,ETNP_100m_PROKKA_21334,78.42,15,3,3,,20020,Photosystem I reaction center subunit XI
70,549,ETNP_90m_PROKKA_59218,78.42,15,3,3,,20020,Photosystem I reaction center subunit XI
70,552,ETNP_100m_particle_PROKKA_140193,78.42,15,3,3,,20071,Photosystem I reaction center subunit XI
70,556,ETNP_140m_PROKKA_60611,78.42,15,3,3,,20071,Photosystem I reaction center subunit XI
70,553,ETNP_110m_PROKKA_44967,78.42,15,3,3,,20071,Photosystem I reaction center subunit XI
70,547,ETNP_110m_PROKKA_02539,78.42,15,3,3,,20020,Photosystem I reaction center subunit XI
70,554,ETNP_100m_PROKKA_21330,78.42,15,3,3,,20071,Photosystem I reaction center subunit XI
70,550,NP_85m_PROKKA_11773,78.42,15,3,3,,20038,Photosystem I reaction center subunit XI
64,101,ETNP14_68maa_PROKKA_166963,76.67,19,3,3,,15623,Photosystem I reaction center subunit II
81,2098,NP_300m_PROKKA_09744,76.61,5,3,3,,64538,putative oxidoreductase YdhV
81,3646,ETNP_140m_PROKKA_05225,76.61,41,3,3,,7341,Aldehyde ferredoxin oxidoreductase  domains 2 & 3
81,3648,ETNP_150m_particle_PROKKA_45605,76.61,30,3,3,,10049,Aldehyde ferredoxin oxidoreductase  domains 2 & 3
81,3649,ETNP_120m_free_PROKKA_181058,76.61,20,3,3,,15027,Aldehyde ferredoxin oxidoreductase  domains 2 & 3
81,2193,ETNP_180m_PROKKA_117921,76.61,11,3,3,,26481,Aldehyde ferredoxin oxidoreductase  domains 2 & 3
81,2194,ETNP_120m_particle_PROKKA_135996,76.61,11,3,3,,26481,Aldehyde ferredoxin oxidoreductase  domains 2 & 3
81,2195,ETNP_160m_PROKKA_192757,76.61,11,3,3,,26481,Aldehyde ferredoxin oxidoreductase  domains 2 & 3
48,943,ETNP_100m_particle_PROKKA_145656,75.77,25,5,0,,17714,hypothetical protein
47,107274,KHE92665,75.51,5,5,3,,90901,hydrazine synthase A subunit Candidatus Scalindua brodae
71,119257,ETNP_300m_PROKKA_73002,75.41,12,4,4,,35279,Periplasmic dipeptide transport protein precursor
71,119131,ETNP_120m_PROKKA_164604,75.41,7,4,4,,57649,Periplasmic dipeptide transport protein precursor
71,119132,NP_300m_PROKKA_03566,75.41,7,4,4,,57649,Periplasmic dipeptide transport protein precursor
71,119133,ETNP_140m_PROKKA_128292,75.41,7,4,4,,57649,Periplasmic dipeptide transport protein precursor
71,119134,ETNP_180m_PROKKA_192696,75.41,7,4,4,,57649,Periplasmic dipeptide transport protein precursor
71,119135,ETNP_160m_PROKKA_63379,75.41,7,4,4,,57649,Periplasmic dipeptide transport protein precursor
71,119136,NP_100m_PROKKA_09173,75.41,7,4,4,,57649,Periplasmic dipeptide transport protein precursor
41,2074,XP_002180656,75.00,9,5,1,,49747,predicted protein  Phaeodactylum tricornutum CCAP 1055
58,57440,ETNP14_120maa_PROKKA_34104,74.34,8,4,0,,57430,60 kDa chaperonin
35,577,WP_011128866,73.60,28,5,2,,18085,C-phycoerythrin class 2 subunit beta Synechococcus
77,107242,ETNP_160m_PROKKA_219613,73.20,3,3,2,,119472,hypothetical protein
77,107243,ETNP_180m_PROKKA_116028,73.20,3,3,2,,130143,Cna protein B-type domain protein
77,107244,ETNP_120m_PROKKA_336736,73.20,3,3,2,,138609,hypothetical protein
29,118936,ETNP_120m_PROKKA_129156,72.94,9,5,5,,65456,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
29,118937,ETNP_120m_free_PROKKA_72321,72.94,9,5,5,,65456,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
29,118938,ETNP_160m_PROKKA_190159,72.94,8,5,5,,68750,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
156,2983,ETNP_120m_free_PROKKA_182392,72.84,9,2,2,,34119,glycine betaine transporter periplasmic subunit
156,2984,ETNP_180m_PROKKA_61735,72.84,9,2,2,,36437,glycine betaine transporter periplasmic subunit
156,2985,ETNP_120m_PROKKA_150239,72.84,9,2,2,,36437,glycine betaine transporter periplasmic subunit
156,2986,NP_300m_PROKKA_22777,72.84,9,2,2,,36437,glycine betaine transporter periplasmic subunit
156,2987,ETNP_300m_PROKKA_25221,72.84,9,2,2,,36437,glycine betaine transporter periplasmic subunit
156,2988,ETNP_160m_PROKKA_158752,72.84,9,2,2,,36437,glycine betaine transporter periplasmic subunit
25,2389,WP_011310604,72.55,8,4,0,,57562,molecular chaperone GroEL Thiobacillus denitrificans
66,67,ETNP_90m_PROKKA_125046,72.37,6,3,3,,43911,Photosystem II protein
66,57,ETNP_100m_particle_PROKKA_87954,72.37,6,3,3,,44761,Photosystem II protein
66,31,ETNP_90m_PROKKA_94806,72.37,5,3,3,,50481,Photosystem II 44 kDa reaction center protein
66,32,ETNP_120m_PROKKA_123375,72.37,5,3,3,,52469,Photosystem II 44 kDa reaction center protein
57,474,ETNP_100m_particle_PROKKA_82300,72.24,25,3,1,,14624,Tubulin/FtsZ family  GTPase domain
28,119003,ETNP14_120maa_PROKKA_28008,72.11,8,4,1,,57900,60 kDa chaperonin
159,107324,ETNP_300m_PROKKA_03840,71.99,14,2,1,,18591,hypothetical protein
159,107325,ETNP_180m_PROKKA_172072,71.99,8,2,1,,34432,hypothetical protein
94,107286,ETNP_160m_PROKKA_206441,71.07,12,3,3,,28332,hypothetical protein
94,107287,ETNP_140m_PROKKA_21823,71.07,11,3,3,,29965,hypothetical protein
94,107288,NP_300m_PROKKA_21749,71.07,10,3,3,,35973,Leucine-specific-binding protein precursor
54,107208,ETNP_300m_PROKKA_181318,70.31,5,5,5,,134406,PA14 domain protein
80,697,NP_85m_PROKKA_22112,69.24,8,3,0,,34368,Taurine-binding periplasmic protein precursor
65,661,XP_003061104,69.18,9,4,1,,41766,actin flagellar inner arm intermediate chain  Micromonas pusilla CCMP1545
157,1731,ETNP14_120mab_PROKKA_19811,69.08,11,2,1,,20125,Major capsid protein Gp23
157,1732,ETNP_180m_PROKKA_180981,69.08,8,2,1,,26609,Major capsid protein Gp23
157,1062,ETNP_90m_PROKKA_148188,69.08,7,2,1,,32448,Major capsid protein Gp23
157,1066,ETNP14_68maa_PROKKA_81779,69.08,5,2,1,,47354,Major capsid protein Gp23
157,174235,ETNP_120m_particle_PROKKA_54764,69.08,5,2,1,,47699,Major capsid protein Gp23
157,1003,ETNP14_120maa_PROKKA_123937,69.08,5,2,1,,47699,Major capsid protein Gp23
73,107276,ETNP14_120mab_PROKKA_117245,68.96,17,3,0,,17595,hypothetical protein
158,107257,ETNP_120m_PROKKA_226192,68.90,5,2,1,,44233,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
158,107258,ETNP_120m_particle_PROKKA_57225,68.90,5,2,1,,44233,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
158,107259,ETNP_140m_PROKKA_112756,68.90,5,2,1,,44233,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
158,107260,NP_300m_PROKKA_03088,68.90,5,2,1,,44233,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
33,603,WP_038543230,68.76,18,4,0,,18716,bleomycin hydrolase Synechococcus sp KORDI-100
61,119026,NP_125m_PROKKA_05636,68.71,20,4,1,,21095,hypothetical protein
61,119104,ETNP_110m_PROKKA_34662,68.71,14,4,1,,29712,hypothetical protein
104,107341,ETNP_120m_free_PROKKA_108705,68.71,11,3,1,,27037,Bacterial extracellular solute-binding protein
104,2738,ETNP_120m_PROKKA_117417,68.71,9,3,1,,34430,Bacterial extracellular solute-binding protein
84,1671,ETNP_120m_particle_PROKKA_175627,67.97,15,2,1,,16510,Bacterial actin-related protein
37,107316,ETNP14_120maa_PROKKA_27079,67.47,2,3,3,,142899,Respiratory nitrate reductase 1 alpha chain
37,107317,NP_300m_PROKKA_02942,67.47,3,3,3,,136528,Respiratory nitrate reductase 1 alpha chain
62,118954,NP_100m_PROKKA_10275,67.30,11,4,1,,41340,hypothetical protein
93,1677,ETNP_90m_PROKKA_166636,67.03,9,3,1,,33070,Bacterial actin-related protein
107,607,ETNP_100m_PROKKA_37128,66.97,24,3,3,,13205,50S ribosomal protein L7/L12
107,609,ETNP_100m_particle_PROKKA_79611,66.97,24,3,3,,13205,50S ribosomal protein L7/L12
107,277,ETNP_90m_PROKKA_154007,66.97,24,3,3,,13144,50S ribosomal protein L7/L12
107,292,ETNP14_68maa_PROKKA_146019,66.97,24,3,3,,13251,50S ribosomal protein L7/L12
107,274,ETNP_120m_PROKKA_306576,66.97,24,3,3,,13144,50S ribosomal protein L7/L12
107,608,ETNP_120m_PROKKA_223751,66.97,24,3,3,,13205,50S ribosomal protein L7/L12
107,355,WP_036911021,66.97,24,3,3,,13248,50S ribosomal protein L7L12 Prochlorococcus
107,275,ETNP_100m_PROKKA_36244,66.97,24,3,3,,13144,50S ribosomal protein L7/L12
107,278,ETNP_110m_PROKKA_13764,66.97,24,3,3,,13144,50S ribosomal protein L7/L12
107,276,ETNP_100m_particle_PROKKA_109179,66.97,24,3,3,,13144,50S ribosomal protein L7/L12
107,293,ETNP_100m_PROKKA_36243,66.97,24,3,3,,13241,50S ribosomal protein L7/L12
107,610,ETNP_90m_PROKKA_48193,66.97,24,3,3,,13205,50S ribosomal protein L7/L12
107,357,ETNP_120m_free_PROKKA_123799,66.97,24,3,3,,13275,50S ribosomal protein L7/L12
107,356,WP_011131455,66.97,24,3,3,,13173,50S ribosomal protein L7L12 Prochlorococcus marinus
63,107232,ETNP_120m_PROKKA_24459,66.70,9,4,3,,39368,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
63,107233,ETNP_160m_PROKKA_188359,66.70,9,4,3,,39393,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
88,119081,ETNP_120m_PROKKA_83500,65.79,13,3,1,,20791,hypothetical protein
110,107271,ETNP_160m_PROKKA_177948,65.63,73,2,2,,4204,hypothetical protein
110,107272,ETNP_120m_PROKKA_326634,65.63,68,2,2,,4592,hypothetical protein
110,107273,ETNP_140m_PROKKA_77551,65.63,26,2,2,,11643,hypothetical protein
90,107253,NP_85m_PROKKA_10662,65.24,9,3,1,,40095,Bacterial extracellular solute-binding protein
90,107254,NP_100m_PROKKA_06649,65.24,9,3,1,,40141,Bacterial extracellular solute-binding protein
111,993,ETNP_110m_PROKKA_06307,65.00,22,2,2,,8846,Photosystem I iron-sulfur center
111,996,ETNP_100m_PROKKA_74687,65.00,22,2,2,,8846,Photosystem I iron-sulfur center
111,997,ETNP_90m_PROKKA_156294,65.00,22,2,2,,8846,Photosystem I iron-sulfur center
111,998,ETNP_90m_PROKKA_181879,65.00,22,2,2,,8846,Photosystem I iron-sulfur center
111,994,ETNP14_68maa_PROKKA_164197,65.00,22,2,2,,8846,Photosystem I iron-sulfur center
111,995,ETNP_100m_particle_PROKKA_90902,65.00,22,2,2,,8846,Photosystem I iron-sulfur center
49,107524,ETNP_160m_PROKKA_146664,64.99,32,4,1,,12138,Core histone H2A/H2B/H3/H4
49,107525,ETNP_140m_PROKKA_143912,64.99,32,4,1,,12112,Core histone H2A/H2B/H3/H4
49,107526,ETNP_120m_particle_PROKKA_35033,64.99,25,4,1,,15175,Core histone H2A/H2B/H3/H4
49,107527,ETNP_180m_PROKKA_17685,64.99,22,4,1,,17568,Core histone H2A/H2B/H3/H4
91,107289,NP_85m_PROKKA_09331,63.84,8,3,1,,40252,Bacterial extracellular solute-binding protein
91,107290,ETNP14_68maa_PROKKA_113506,63.84,8,3,1,,40252,Bacterial extracellular solute-binding protein
91,107291,NP_300m_PROKKA_27730,63.84,8,3,1,,40252,Bacterial extracellular solute-binding protein
161,1093,ETNP_70m_PROKKA_96078,63.70,6,2,1,,33264,Major capsid protein Gp23
119,107220,ETNP_300m_PROKKA_103810,62.34,4,2,2,,39600,hypothetical protein
51,57455,NP_300m_PROKKA_20189,62.22,7,3,0,,50654,60 kDa chaperonin
72,107833,ETNP_120m_particle_PROKKA_41045,61.97,32,4,1,,12049,Core histone H2A/H2B/H3/H4
79,2576,ETNP_160m_PROKKA_215560,61.49,9,3,2,,37120,Bacterial extracellular solute-binding protein
79,2581,ETNP_140m_PROKKA_29383,61.49,9,3,2,,39438,Bacterial extracellular solute-binding protein
79,2580,NP_100m_PROKKA_04112,61.49,9,3,2,,39439,Bacterial extracellular solute-binding protein
79,2582,ETNP_180m_PROKKA_06078,61.49,9,3,2,,39438,Bacterial extracellular solute-binding protein
79,2583,NP_300m_PROKKA_22066,61.49,9,3,2,,39438,Bacterial extracellular solute-binding protein
59,119020,ETNP_180m_PROKKA_61581,60.91,8,4,2,,40202,Receptor family ligand binding region
59,119021,ETNP_160m_PROKKA_51479,60.91,8,4,2,,40255,Receptor family ligand binding region
59,119022,ETNP_120m_PROKKA_133802,60.91,8,4,2,,40255,Receptor family ligand binding region
278,3668,ETNP_100m_PROKKA_13914,59.52,14,1,1,,10162,hypothetical protein
278,3669,ETNP_120m_PROKKA_140329,59.52,14,1,1,,10192,hypothetical protein
278,3670,ETNP_100m_particle_PROKKA_47732,59.52,14,1,1,,10162,hypothetical protein
278,3671,ETNP_90m_PROKKA_151410,59.52,13,1,1,,10770,hypothetical protein
106,1189,AGH57838.1,59.46,9,3,3,,39411,photosystem II D2 protein [Synechococcus phage KBS-M-1A]
134,135351,ETNP14_68maa_PROKKA_170945,59.26,4,2,0,,51415,60 kDa chaperonin 5
134,174206,ETNP14_120maa_PROKKA_94170,59.26,3,2,0,,58560,60 kDa chaperonin 5
134,135350,ETNP14_68maa_PROKKA_140717,59.26,4,2,0,,51368,60 kDa chaperonin 5
134,174208,ETNP14_120maa_PROKKA_144512,59.26,4,2,0,,51529,60 kDa chaperonin 5
134,135352,ETNP14_68maa_PROKKA_160524,59.26,4,2,0,,57177,60 kDa chaperonin 5
134,174209,ETNP14_120maa_PROKKA_83506,59.26,3,2,0,,58631,60 kDa chaperonin 5
134,135321,ETNP14_68maa_PROKKA_186418,59.26,5,2,0,,41016,60 kDa chaperonin 5
134,174239,ETNP14_68maa_PROKKA_69227,59.26,5,2,0,,41616,60 kDa chaperonin 5
134,135315,NP_85m_PROKKA_19329,59.26,4,2,0,,46472,60 kDa chaperonin 5
