Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
45,16015,PMM0483,237.15,62,62,1E9,25,25,54,Carbamidomethylation; Oxidation (M); Deamidation (NQ),46265,| hemL | glutamate-1-semialdehyde aminotransferase
68,10596,PMM1338,236.99,42,42,4E8,29,29,45,Carbamidomethylation,78849,| PMM1338 | chloroplast outer envelope membrane protein
74,9921,PMM0312,236.47,61,61,5.38E8,23,23,42,Oxidation (M),40876,| rps1a | 30S ribosomal protein S1
82,9935,PMM0758,236.34,51,51,1.41E8,27,27,43,Carbamidomethylation; Oxidation (M),67887,| sir | sulfite reductase subunit beta
25,12851,PMM0550,236.33,46,46,1.88E9,24,24,76,Carbamidomethylation; Oxidation (M),52574,| rbcL | ribulose bisophosphate carboxylase
57,10445,PMM1033,235.91,58,58,5.13E8,23,23,48,Oxidation (M),51156,| PMM1033 | cobalamin synthesis protein/P47K
69,10709,PMM0946,234.73,67,67,3.62E8,27,27,45,Carbamidomethylation; Oxidation (M),52187,| gatA | aspartyl/glutamyl-tRNA amidotransferase subunit A
2,12774,PMM1437,234.68,83,83,2.75E10,39,39,346,Methylation(KR),10789,| groES | co-chaperonin GroES
19,10720,PMM0016,233.32,84,84,2.98E9,26,26,90,,27671,| grpE | heat shock protein GrpE
76,9819,PMM0238,233.02,37,37,2.26E8,32,32,43,Carbamidomethylation,111413,| ileS | isoleucyl-tRNA synthetase
89,10727,PMM0324,231.76,61,61,2.81E8,22,22,39,Carbamidomethylation; Oxidation (M),47586,| ctpA | carboxyl-terminal protease
85,13181,PMM1196,231.75,55,55,2.1E8,24,24,42,Carbamidomethylation; Deamidation (NQ),54798,| manC | GDP-mannose pyrophosphorylase
36,10236,PMM1484,231.36,52,52,5.33E8,30,30,63,Carbamidomethylation; Oxidation (M); Deamidation (NQ),72380,| rpoC1 | DNA-directed RNA polymerase subunit gamma
125,12849,PMM1625,231.10,50,50,1.62E8,22,22,34,Carbamidomethylation; Oxidation (M),51826,| ahcY | S-adenosyl-L-homocysteine hydrolase
97,9807,PMM0831,229.91,36,36,1.2E8,30,30,38,Carbamidomethylation,150089,| chlH | magnesium chelatase subunit H
10,12776,PMM0482,229.57,68,68,3.48E9,19,19,124,Oxidation (M); Deamidation (NQ),29085,| phb | Band 7 protein
60,16033,PMM1147,229.55,67,67,4.68E8,21,21,49,Carbamidomethylation; Oxidation (M); Deamidation (NQ),39873,| pntA-1 | putative nicotinamide nucleotide transhydrogenase  subunit alpha 1 (A1)
122,16046,PMM0878,228.86,70,70,1.96E8,19,18,35,Oxidation (M); Deamidation (NQ),34080,| ilvE | branched-chain amino acid aminotransferase
34,10017,PMM1075,228.84,60,60,1.53E9,22,22,61,Carbamidomethylation; Oxidation (M),41714,| petH | ferredoxin-NADP oxidoreductase (FNR)
105,16065,PMM0832,228.65,76,76,1.22E8,20,20,36,Carbamidomethylation; Oxidation (M); Deamidation (NQ),30639,| dapB | dihydrodipicolinate reductase
48,12793,PMM0619,228.41,51,51,3.91E8,35,35,56,Carbamidomethylation; Oxidation (M),74453,| acs | acetyl-coenzyme A synthetase
56,16011,PMM0258,227.55,63,63,4.2E8,25,25,49,Carbamidomethylation,46407,| glyA | serine hydroxymethyltransferase
116,16019,PMM0001,227.43,70,70,3.45E8,20,20,35,Carbamidomethylation; Oxidation (M); Deamidation (NQ),42505,| dnaN | DNA polymerase III subunit beta
40,16010,PMM0506,226.98,76,76,3.22E8,32,32,60,Carbamidomethylation; Oxidation (M); Deamidation (NQ),47868,| purA adeK | adenylosuccinate synthetase
71,16080,PMM0767,226.57,73,73,4.54E8,18,18,41,Carbamidomethylation; Oxidation (M); Deamidation (NQ),35150,| glpX | fructose 1 6-bisphosphatase II
43,10212,PMM1665,224.58,63,63,5.14E8,21,21,57,Carbamidomethylation; Oxidation (M),44463,| sqdB | sulfolipid (UDP-sulfoquinovose) biosynthesis protein
139,9839,PMM0825,224.58,32,32,6.03E7,23,23,28,Carbamidomethylation; Deamidation (NQ),121483,| carB | carbamoyl-phosphate synthase  large subunit
46,16056,PMM0781,224.57,61,61,9.24E8,21,21,57,Carbamidomethylation; Oxidation (M),39000,| cbbA cfxA fbaA fda | fructose-1 6-bisphosphate aldolase
18,13221,PMM1321,224.41,71,71,3.28E9,35,35,97,Oxidation (M); Deamidation (NQ),9768,| PMM1321 | histone-like DNA-binding protein
77,13016,PMM0774,224.18,56,56,3.3E8,27,27,43,Carbamidomethylation; Oxidation (M),59461,| ilvD | dihydroxy-acid dehydratase
61,12783,PMM1575,221.61,36,36,1.54E8,32,31,44,,114380,| ppc | phosphoenolpyruvate carboxylase
54,9995,PMM1634,221.30,52,52,2.18E8,33,33,51,Carbamidomethylation; Oxidation (M),73508,| gyrB | DNA gyrase subunit B
121,13321,PMM1258,220.99,59,59,2.13E8,19,19,32,Carbamidomethylation,43323,| PMM1258 | pyridoxal-phosphate-dependent aminotransferase
120,16022,PMM0037,220.82,48,48,1.16E8,20,20,33,Carbamidomethylation; Deamidation (NQ),59598,| guaA | GMP synthase
107,13102,PMM1716,220.79,56,56,3.1E8,18,18,38,Carbamidomethylation; Deamidation (NQ),40089,| thrC | threonine synthase
118,12838,PMM1286,220.00,48,48,1.53E8,20,20,32,Oxidation (M),53887,| ffh | signal recognition particle protein (SRP54)
67,12795,PMM1063,218.32,41,41,1.7E8,30,30,43,Carbamidomethylation; Methylation(KR),96574,| gyrA | DNA gyrase subunit A
135,10057,PMM0134,218.07,61,61,2.54E8,19,19,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Methylation(KR),27909,| rpaB | two-component response regulator
86,9718,PMM0580,217.78,42,42,7.7E7,29,25,38,Carbamidomethylation; Oxidation (M),97364,| clpB1 | ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB
130,16037,PMM1451,217.53,38,38,3.06E8,18,18,33,Carbamidomethylation; Oxidation (M),54340,| atpA | F0F1 ATP synthase subunit alpha
142,10098,PMM0613,216.98,55,55,1.3E8,21,21,30,Carbamidomethylation,46888,| aroA | 3-phosphoshikimate 1-carboxyvinyltransferase
104,16021,PMM0867,216.87,45,45,1.96E8,20,20,37,Carbamidomethylation,59115,| metG | methionyl-tRNA synthetase
123,10571,PMM0282,216.75,80,80,3.3E8,18,18,35,Carbamidomethylation; Oxidation (M),27716,| fabI | enoyl-(acyl carrier protein) reductase
164,16017,PMM0012,215.73,54,54,9.25E7,20,20,28,Carbamidomethylation,52367,| argH | argininosuccinate lyase
109,10333,PMM1232,215.21,58,58,1.65E8,24,24,37,Carbamidomethylation; Deamidation (NQ),48342,| PMM1232 | methyltransferase
87,16052,PMM1630,214.73,36,36,3.25E8,16,16,41,Oxidation (M),51437,| PMM1630 | Mg2+ transporter
93,10281,PMM0760,213.76,58,58,2.91E8,24,24,42,Carbamidomethylation; Oxidation (M),49470,| chlP | aromatic-ring hydroxylase (flavoprotein monooxygenase)
101,9744,PMM0889,212.98,35,35,7.39E7,26,26,34,Carbamidomethylation,99147,| leuS | leucyl-tRNA synthetase
134,10181,PMM1332,212.70,47,47,4.45E8,19,19,32,Carbamidomethylation,54029,| PMM1332 | leucyl aminopeptidase
84,10106,PMM1562,212.65,62,62,3.07E8,21,21,40,Carbamidomethylation; Oxidation (M),40165,| recA | recombinase A
152,12878,PMM1609,212.63,61,61,2.25E8,14,14,29,Carbamidomethylation,43369,| fabF | 3-oxoacyl-[acyl-carrier-protein] synthase II
127,16018,PMM1606,212.53,39,39,1.92E8,21,21,34,Carbamidomethylation,69488,| glmS | glucosamine--fructose-6-phosphate aminotransferase
197,16082,PMM0785,212.46,46,46,2.87E8,15,15,24,Carbamidomethylation; Deamidation (NQ),33698,| prk | phosphoribulokinase
44,13336,PMM0627,212.20,28,28,7.79E8,15,15,57,Oxidation (M); Deamidation (NQ),38660,| pcb | light-harvesting complex protein
140,10453,PMM0890,212.15,47,47,1.23E8,23,23,31,Carbamidomethylation,59307,| pgi | glucose-6-phosphate isomerase
92,10183,PMM0912,211.90,45,45,1.55E8,21,21,35,Carbamidomethylation; Oxidation (M),64877,| pykF | pyruvate kinase
132,13288,PMM1301,211.73,59,59,1.04E8,19,18,34,Carbamidomethylation; Oxidation (M); Deamidation (NQ),45882,| argD | acetylornithine aminotransferase
78,16020,PMM0674,210.66,57,57,2.22E8,21,21,42,Carbamidomethylation,43909,| aspC | aminotransferase class-I
90,10224,PMM1225,210.38,47,47,2.12E8,27,25,39,Carbamidomethylation; Oxidation (M); Deamidation (NQ),68288,| PMM1225 | hypothetical protein
174,12940,PMM1619,210.13,66,66,1.55E8,14,14,27,Carbamidomethylation; Oxidation (M),27422,| PMM1619 | two-component response regulator
181,10330,PMM1589,210.11,67,67,8.34E7,19,19,24,Carbamidomethylation,38869,| purM purG | phosphoribosylaminoimidazole synthetase
81,16047,PMM1622,209.06,60,60,3.87E8,18,18,44,Carbamidomethylation; Oxidation (M); Deamidation (NQ),37254,| mreB | rod shape-determining protein MreB
133,10138,PMM1246,208.86,42,42,1.75E8,22,22,32,Carbamidomethylation; Oxidation (M),69748,| PMM1246 | carbamoyltransferase
66,16110,PMM0804,208.71,68,68,1.61E9,16,16,47,Oxidation (M); Deamidation (NQ),21064,| PMM0804 | ferritin
131,13139,PMM0321,208.38,53,53,5.71E8,18,18,33,Carbamidomethylation,29759,| minD | putative septum site-determining protein MinD
62,16027,PMM1055,208.13,59,59,5.36E8,21,21,48,Carbamidomethylation; Oxidation (M),40316,| chlI | protoporphyrin IX magnesium chelatase subunit ChlI
162,16048,PMM0590,207.84,43,43,1.32E8,16,16,27,Carbamidomethylation; Oxidation (M),48304,| proA | gamma-glutamyl phosphate reductase
103,16093,PMM0494,207.49,77,77,3.54E8,16,16,38,Carbamidomethylation; Deamidation (NQ),22147,| ppa | putative inorganic pyrophosphatase
80,12965,PMM0871,207.09,41,41,9.09E7,30,30,40,Carbamidomethylation; Deamidation (NQ),92758,| pheT | phenylalanyl-tRNA synthetase subunit beta
91,13075,PMM1596,206.81,52,52,3.78E8,22,22,41,Carbamidomethylation; Deamidation (NQ),52630,| icd | isocitrate dehydrogenase
79,16279,PMM1412,206.76,71,71,5.43E8,14,14,39,Oxidation (M); Deamidation (NQ),15164,| PMM1412 | hypothetical protein
148,10134,PMM1066,206.54,47,47,1.05E8,18,18,29,Carbamidomethylation; Oxidation (M),59247,| leuA | 2-isopropylmalate synthase
147,12918,PMM1164,206.35,49,49,3.02E8,15,15,29,Carbamidomethylation,38210,| futA | putative iron ABC transporter  substrate binding protein
143,10180,PMM0048,206.27,56,56,1.75E8,23,23,32,Carbamidomethylation; Oxidation (M); Deamidation (NQ),55203,| gatB | aspartyl/glutamyl-tRNA amidotransferase subunit B
159,16069,PMM0035,205.54,49,49,2.16E8,15,15,28,Oxidation (M),42405,| DHSS | soluble hydrogenase small subunit
72,10749,PMM1524,205.06,25,25,1.31E9,19,18,44,Carbamidomethylation,84255,| psaA | photosystem I P700 chlorophyll a apoprotein A1
95,10199,PMM1523,205.04,17,17,1.1E9,15,14,41,Carbamidomethylation,82743,| psaB | photosystem I P700 chlorophyll a apoprotein A2
65,16045,PMM1535,204.85,60,60,8.47E8,15,15,46,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34282,| rpoA | DNA-directed RNA polymerase subunit alpha
144,10378,PMM1261,204.28,45,45,1.28E8,21,21,31,Carbamidomethylation,53432,| ugd | UDP-glucose 6-dehydrogenase
117,10740,PMM1688,204.14,43,43,1.66E8,23,23,35,Carbamidomethylation; Deamidation (NQ),67994,| aspS | aspartyl-tRNA synthetase
160,10239,PMM0330,203.28,63,63,1.16E8,18,18,29,,29277,| PMM0330 | LysM domain-containing protein
136,10070,PMM0075,202.64,48,48,2.38E8,19,19,31,,41429,| PMM0075 | hypothetical protein
146,10552,PMM0609,202.45,45,45,1.21E8,16,16,31,Carbamidomethylation; Deamidation (NQ),54924,| glgA | glycogen synthase
194,13258,PMM1689,202.45,37,37,1.33E8,16,16,23,Carbamidomethylation; Oxidation (M),59829,| pyrG | CTP synthetase
178,16016,PMM1188,201.72,57,57,8.35E7,21,21,27,Carbamidomethylation,48082,| serS | seryl-tRNA synthetase
35,16079,PMM1158,201.58,35,35,2.02E9,14,14,63,Oxidation (M),50455,| psbC | photosystem II PsbC protein (CP43)
141,10421,PMM1298,201.21,32,32,3.06E8,13,13,30,Carbamidomethylation,51449,| lpdA | dihydrolipoamide dehydrogenase
207,9969,PMM0090,200.86,52,52,8.49E7,18,18,25,,41839,| PMM0090 | serine protease
100,16149,PMM1171,199.97,65,65,6.1E8,11,11,40,Carbamidomethylation; Oxidation (M); Deamidation (NQ),18893,| isiB | flavodoxin FldA
149,10657,PMM1145,199.83,37,37,2.14E8,16,16,30,Oxidation (M); Deamidation (NQ),50072,| pntB | putative nicotinamide nucleotide transhydrogenase  subunit beta
137,16064,PMM0211,199.83,57,57,4.35E8,19,19,29,Carbamidomethylation; Oxidation (M),34398,| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase
75,16057,PMM0495,199.67,61,61,2.49E8,20,20,42,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34950,| hemC | porphobilinogen deaminase
173,12802,PMM0384,199.62,31,31,3.22E7,23,23,27,Carbamidomethylation; Deamidation (NQ),95601,| spnII-interrupted-C | hypothetical protein
203,13093,PMM0894,198.84,82,82,3.66E8,11,11,25,Carbamidomethylation; Oxidation (M),15395,| PMM0894 | cyclophilin-type peptidyl-prolyl cis-trans isomerase
32,16305,PMM0549,198.83,77,77,2.79E9,16,16,65,Oxidation (M),10039,| csoS1 | carboxysome shell protein CsoS1
161,16058,PMM1666,198.59,59,59,1.24E8,14,14,27,Carbamidomethylation; Oxidation (M); Deamidation (NQ),41762,| sqdX | SqdX
254,13110,PMM0128,198.58,55,55,1.09E8,10,10,21,Oxidation (M),28628,| rpaA | two-component response regulator
202,9843,PMM0877,197.95,25,25,3.37E7,22,22,24,Carbamidomethylation,132094,| metH | putative methionine synthase
154,16034,PMM0515,197.39,46,46,8.87E7,21,21,29,Carbamidomethylation,50312,| cobC | putative alpha-ribazole-5'-P phosphatase
112,10262,PMM1700,197.09,36,36,6.36E7,25,25,34,Carbamidomethylation,94884,| acnB | bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
157,16109,PMM1673,196.33,70,70,5.58E8,13,13,29,,16385,| rplI | 50S ribosomal protein L9
114,16139,PMM0395,196.19,90,90,2.81E8,11,11,32,Carbamidomethylation; Oxidation (M),21147,| PMM0395 | hypothetical protein
180,16339,PMM0329,195.66,86,86,1.06E9,8,8,25,Carbamidomethylation,7605,| psaE | photosystem I reaction center subunit IV
167,16039,PMM1618,195.53,37,37,1.26E8,17,17,28,Oxidation (M),58824,| lysS | lysyl-tRNA synthetase
128,16043,PMM0477,195.36,65,65,1.71E8,18,18,32,Carbamidomethylation; Oxidation (M); Deamidation (NQ),30818,| map | methionine aminopeptidase
183,9964,PMM1652,194.95,38,38,1.01E8,21,21,27,Carbamidomethylation; Oxidation (M),74309,| PMM1652 | hypothetical protein
150,16036,PMM0060,194.83,57,57,1.05E8,17,17,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ),49248,| accC | acetyl-CoA carboxylase biotin carboxylase subunit
219,16038,PMM0076,194.52,43,43,1.19E8,15,15,21,Carbamidomethylation; Oxidation (M); Deamidation (NQ),59719,| pgm | phosphoglucomutase
106,16028,PMM1707,194.46,56,56,3.65E8,23,23,38,Carbamidomethylation; Oxidation (M); Deamidation (NQ),44675,| argG | argininosuccinate synthase
211,16053,PMM0640,194.33,36,36,7.07E7,14,14,23,Carbamidomethylation; Oxidation (M); Deamidation (NQ),57872,| PMM0640 | hypothetical protein
213,13331,PMM0952,193.68,47,47,1.34E8,12,12,23,Carbamidomethylation,37041,| trpD | anthranilate phosphoribosyltransferase
96,16066,PMM1555,193.59,52,52,7.52E8,18,18,37,Carbamidomethylation; Oxidation (M),31756,| rplB | 50S ribosomal protein L2
129,10294,PMM0003,193.50,38,38,8.9E7,24,24,31,Carbamidomethylation; Oxidation (M),85197,| purL | phosphoribosylformylglycinamidine synthase II
156,12792,PMM0161,193.43,56,56,3.74E8,20,20,28,Carbamidomethylation; Oxidation (M),42876,| gltA | citrate synthase
185,9742,PMM1682,193.21,28,28,7.12E7,21,21,26,Carbamidomethylation,106312,| valS | valyl-tRNA synthetase
242,10341,PMM1488,193.11,42,42,1.35E8,15,15,21,Carbamidomethylation; Oxidation (M),47022,| hisD | histidinol dehydrogenase
102,13320,PMM1557,192.75,43,43,8.34E8,13,13,36,Deamidation (NQ); Methylation(KR),23168,| rplD | 50S ribosomal protein L4
20,10712,PMM1578,192.32,70,70,3.25E9,13,13,87,Carbamidomethylation,15675,| psaD | photosystem I protein PsaD
99,9795,PMM1639,192.25,37,37,1.1E8,31,31,39,Carbamidomethylation,107766,| secA | preprotein translocase subunit SecA
227,16169,PMM0462,191.95,69,69,2.3E8,8,8,22,Carbamidomethylation,18912,| petC | cytochrome b6-f complex iron-sulfur subunit
208,10121,PMM1326,191.83,51,51,1.03E8,17,17,25,Carbamidomethylation; Deamidation (NQ),38035,| PMM1326 | hypothetical protein
206,16042,PMM0962,191.79,49,49,2.01E8,15,15,25,Carbamidomethylation; Oxidation (M),46018,| PMM0962 | hypothetical protein
111,9729,PMM0207,191.49,34,34,7.61E7,27,26,32,Carbamidomethylation,104644,| clpB2 | putative ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB
253,10410,PMM0266,191.04,30,30,9.51E7,13,13,21,Carbamidomethylation,57419,| purH | bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
258,16162,PMM0032,190.94,63,63,1.54E8,16,16,20,Carbamidomethylation; Oxidation (M),16273,| PMM0032 | type II secretion system pr
170,16040,PMM1165,190.76,67,67,1.83E8,17,17,27,Carbamidomethylation; Oxidation (M),33890,| glyQ | glycyl-tRNA synthetase subunit alpha
166,10655,PMM1186,190.41,34,34,2.32E8,14,14,26,,41262,| PMM1186 | putative inner membrane protein translocase component YidC
186,16032,PMM1354,190.39,41,41,1.89E8,17,17,25,,56744,| serA | D-3-phosphoglycerate dehydrogenase
307,12939,PMM0892,190.27,42,42,6.73E7,12,12,18,Carbamidomethylation,38781,| argC | N-acetyl-gamma-glutamyl-phosphate reductase
216,16067,PMM1150,189.32,48,48,8.34E7,14,14,24,Carbamidomethylation; Deamidation (NQ),50069,| PMM1150 | putative thioredoxin reductase
171,9778,PMM0589,189.07,21,21,4.11E7,23,23,26,,149602,| PMM0589 | hypothetical protein
212,16049,PMM0770,188.57,43,43,1.47E8,14,14,24,Carbamidomethylation; Oxidation (M),51710,| gnd | 6-phosphogluconate dehydrogenase
176,16031,PMM0144,188.54,46,46,1.29E8,18,18,28,Carbamidomethylation; Oxidation (M); Deamidation (NQ),53353,| pds crtD | phytoene desaturase
228,16070,PMM0224,188.54,46,46,1.42E8,15,15,23,Carbamidomethylation,39342,| aroC | chorismate synthase
297,12868,PMM1081,186.98,35,35,3.01E7,13,12,16,Carbamidomethylation,59328,| malQ | putative 4-alpha-glucanotransferase
268,13159,PMM0123,186.98,55,55,9.14E7,12,12,20,Carbamidomethylation; Oxidation (M); Deamidation (NQ),34719,| cysK2 | O-acetylserine (thiol)-lyase A
158,9711,54036848,186.84,13,13,7.27E8,8,5,26,,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
165,9972,PMM0065,186.54,27,27,8.9E7,17,16,28,Carbamidomethylation; Oxidation (M),75218,| PMM0065 | ABC transporter  ATP binding protein
51,16166,PMM1061,186.24,95,95,1.8E9,14,14,55,Carbamidomethylation; Oxidation (M),11610,| trxA | thioredoxin
108,12986,PMM0169,186.15,56,56,6.09E8,15,15,35,Oxidation (M),27426,| PMM0169 | two-component response regulator
233,9809,PMM0897,185.39,36,36,8.18E7,18,18,20,Carbamidomethylation,73430,| dnaK | molecular chaperone DnaK
274,16078,PMM0085,185.34,62,62,1.12E8,12,12,19,Carbamidomethylation,25963,| PMM0085 | VIC family potassium channel protein
163,9747,PMM0044,184.63,31,31,7.06E7,24,24,27,Carbamidomethylation; Deamidation (NQ),99139,| alaS | alanyl-tRNA synthetase
205,10707,PMM1648,183.69,36,36,8.53E7,16,16,23,Carbamidomethylation,63344,| lysC | aspartate kinase
244,13032,PMM1552,183.38,47,47,3.44E8,11,11,20,,27466,| rpsC | 30S ribosomal protein S3
113,16076,PMM1113,183.26,66,66,2.85E8,12,12,35,Carbamidomethylation; Oxidation (M); Deamidation (NQ),26550,| PMM1113 | two-component response regulator
