,ProteinID,Alignments,SpecCounts,Unique,Coverage,Description
91,PMM0115,5,5,5,0.10300000000000001,| crtQ | zeta-carotene desaturase
92,PMM0117,3,3,3,0.268,| PMM0117 | hypothetical protein
93,PMM0120,4,4,3,0.094,| PMM0120 | putative cell division inhibitor
94,PMM0123,7,8,6,0.261,| cysK2 | O-acetylserine (thiol)-lyase A
95,PMM0124,4,5,4,0.315,| PMM0124 | hypothetical protein
96,PMM0125,2,2,2,0.08800000000000001,| PMM0125 | ABC transporter ATP-binding protein
97,PMM0126,4,4,4,0.128,| PMM0126 | hypothetical protein
98,PMM0127,2,2,2,0.14300000000000002,| PMM0127 | signal peptide binding domain-containing protein
99,PMM0128,5,7,5,0.191,| rpaA | two-component response regulator
100,PMM0129,1,1,1,0.027999999999999997,| holB | DNA polymerase III subunit delta'
101,PMM0130,2,2,2,0.131,| PMM0130 | thymidylate kinase
102,PMM0131,2,2,2,0.027000000000000003,| PMM0131 | putative P-type ATPase transporter for copper
103,PMM0132,1,1,1,0.075,| PMM0132 | photosystem I assembly protein Ycf3
104,PMM0133,5,5,5,0.158,| radA | DNA repair protein RadA
105,PMM0134,10,11,10,0.355,| rpaB | two-component response regulator
106,PMM0135,5,6,5,0.105,| plsX | putative glycerol-3-phosphate acyltransferase PlsX
107,PMM0136,1,1,1,0.036000000000000004,| fabH | 3-oxoacyl-(acyl carrier protein) synthase III
108,PMM0137,2,2,2,0.067,| fabD | malonyl coenzyme A-acyl carrier protein transacylase
109,PMM0138,4,4,4,0.19899999999999998,| plsC | putative 1-acyl-sn-glycerol-3-phosphate acyltransferase
110,PMM0139,2,2,1,0.08800000000000001,| PMM0139 | hypothetical protein
111,PMM0141,2,2,2,0.027000000000000003,| PMM0141 | poly A polymerase family protein
112,PMM0142,5,5,5,0.345,| PMM0142 | RNA recognition motif-containing protein
113,PMM0143,1,1,1,0.023,"| crtB,pys | squalene and phytoene synthase"
114,PMM0144,6,6,6,0.11599999999999999,"| pds,crtD | phytoene desaturase"
115,PMM0145,4,4,4,0.243,| PMM0145 | NADH dehydrogenase I subunit M
116,PMM0146,2,2,2,0.08800000000000001,| PMM0146 | hypothetical protein
117,PMM0147,4,5,4,0.129,| rbcR | putative Rubisco transcriptional regulator
118,PMM0149,3,3,3,0.036000000000000004,| ndhF | NAD(P)H-quinone oxidoreductase subunit F
119,PMM0150,4,4,3,0.068,| ndhD | NAD(P)H-quinone oxidoreductase subunit 4
120,PMM0153,3,3,3,0.132,| PMM0153 | methylenetetrahydrofolate reductase
121,PMM0155,2,2,2,0.133,| PMM0155 | hypothetical protein
122,PMM0156,3,3,3,0.077,| ppnK | inorganic polyphosphate/ATP-NAD kinase
123,PMM0159,4,4,3,0.159,| ndhI | NADH dehydrogenase subunit I
124,PMM0160,1,1,1,0.048,| ndhA | NADH dehydrogenase subunit H
125,PMM0161,9,9,9,0.244,| gltA | citrate synthase
126,PMM0162,1,1,1,0.021,| PMM0162 | hypothetical protein
127,PMM0163,2,2,2,0.155,| PMM0163 | hypothetical protein
128,PMM0164,7,7,7,0.12300000000000001,| trpB | tryptophan synthase subunit beta
129,PMM0167,1,2,1,0.067,| purE | phosphoribosylaminoimidazole carboxylase
130,PMM0168,5,5,5,0.17600000000000002,| chlM | Mg-protoporphyrin IX methyl transferase
131,PMM0169,8,11,8,0.264,| PMM0169 | two-component response regulator
132,PMM0170,2,2,2,0.047,| PMM0170 | NifS-like aminotransferase class-V
133,PMM0172,8,9,8,0.152,| ndhH | NAD(P)H-quinone oxidoreductase subunit H
134,PMM0173,2,2,2,0.14,| PMM0173 | hypothetical protein
135,PMM0174,1,1,1,0.022000000000000002,| menE | putative O-succinylbenzoic acid--CoA ligase (OSB-CoA synthetase)
136,PMM0176,1,1,1,0.03,"| menA | 1,4-dihydroxy-2-naphthoate octaprenyltransferase"
137,PMM0178,2,3,2,0.062,| gshB | glutathione synthetase
138,PMM0179,3,3,3,0.27399999999999997,| PMM0179 | glutaredoxin
139,PMM0181,1,1,1,0.11699999999999999,| PMM0181 | hypothetical protein
140,PMM0184,1,1,1,0.061,| pabA | para-aminobenzoate synthase component II
141,PMM0187,2,2,2,0.036000000000000004,| argS | arginyl-tRNA synthetase
142,PMM0188,2,2,2,0.08,| nadC | nicotinate-nucleotide pyrophosphorylase:quinolinate phosphoriobsyl transferase
143,PMM0189,1,1,1,0.02,| trmE | tRNA modification GTPase TrmE
144,PMM0190,2,2,2,0.107,| PMM0190 | hypothetical protein
145,PMM0191,4,4,4,0.057,"| spoT | guanosine-3',5'-bis(diphosphate) 3'-diphosphatase, (ppGpp)ase"
146,PMM0194,3,3,3,0.073,| rbgA | ribosomal biogenesis GTPase
147,PMM0195,21,29,21,0.318,| pgk | phosphoglycerate kinase
148,PMM0197,1,1,1,0.019,| murG | undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase
149,PMM0198,2,2,1,0.037000000000000005,| hisC/cobC | aminotransferase class-I
150,PMM0199,3,3,3,0.077,| pyrD | dihydroorotate dehydrogenase 2
151,PMM0200,7,7,7,0.212,| rnhA | ribonuclease HI
152,PMM0201,15,27,15,0.44299999999999995,| rplL | 50S ribosomal protein L7/L12
153,PMM0202,2,3,2,0.131,| rplJ | 50S ribosomal protein L10
154,PMM0203,8,8,8,0.306,| rplA | 50S ribosomal protein L1
155,PMM0204,3,5,3,0.22,| rplK | 50S ribosomal protein L11
156,PMM0205,4,7,4,0.207,| nusG | transcription antitermination protein NusG
157,PMM0206,1,2,1,0.139,| secE | preprotein translocase subunit SecE
158,PMM0207,11,11,11,0.122,"| clpB2 | putative ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB"
159,PMM0208,14,15,14,0.353,| eno | enolase
160,PMM0209,5,5,5,0.10800000000000001,| PMM0209 | putative kinase
161,PMM0211,5,5,5,0.151,| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase
162,PMM0212,1,3,1,0.11800000000000001,| PMM0212 | hypothetical protein
163,PMM0213,1,1,1,0.021,| sbtA | putative sodium-dependent bicarbonate transporter
164,PMM0214,9,16,9,0.131,| PMM0214 | putative sulfate transporter
165,PMM0215,5,6,5,0.114,| PMM0215 | delta-aminolevulinic acid dehydratase
166,PMM0217,1,1,1,0.012,| mutS | DNA mismatch repair protein MutS family protein
167,PMM0218,1,1,1,0.027999999999999997,| obgE | GTPase ObgE
168,PMM0219,1,1,1,0.183,| PMM0219 | hypothetical protein
169,PMM0222,3,3,3,0.095,| PMM0222 | aspartoacylase
170,PMM0223,7,9,7,0.16899999999999998,| psbA | photosystem II PsbA protein (D1)
171,PMM0224,4,5,4,0.124,| aroC | chorismate synthase
172,PMM0225,1,1,1,0.033,| PMM0225 | 2-keto-3-deoxy-6-phosphogluconate aldolase
173,PMM0226,8,9,7,0.142,| ftsH2 | cell division protein FtsH2
174,PMM0227,5,5,4,0.113,| cysD | ATP-sulfurylase
175,PMM0228,19,28,19,0.466,| psbO | photosystem II manganese-stabilizing protein
176,PMM0229,1,1,1,0.028999999999999998,| dfp | putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase
177,PMM0231,1,1,1,0.183,| PMM0231 | hypothetical protein
178,PMM0233,5,5,5,0.16899999999999998,| pyrB | aspartate carbamoyltransferase catalytic subunit
179,PMM0234,1,1,1,0.055,| PMM0234 | methylpurine-DNA glycosylase (MPG)
180,PMM0235,6,7,6,0.433,| gatC | aspartyl/glutamyl-tRNA amidotransferase subunit C
181,PMM0238,13,14,13,0.113,| ileS | isoleucyl-tRNA synthetase
182,PMM0241,6,6,6,0.124,| PMM0241 | phosphotransferase superclass
183,PMM0242,1,1,1,0.07200000000000001,| txlA | thioredoxin-like protein TxlA
184,PMM0243,6,6,6,0.28800000000000003,| thyX | FAD-dependent thymidylate synthase
185,PMM0244,2,2,2,0.142,| dcd | deoxycytidine triphosphate deaminase
186,PMM0245,1,1,1,0.031,| PMM0245 | cob(I)alamin adenosyltransferase
187,PMM0248,1,1,1,0.040999999999999995,| PMM0248 | hypothetical protein
188,PMM0250,4,4,4,0.192,| pth | peptidyl-tRNA hydrolase
189,PMM0251,1,6,1,0.121,| psbH | photosystem II reaction center protein H
190,PMM0254,11,11,11,0.161,| PMM0254 | hypothetical protein
191,PMM0256,1,1,1,0.032,| leuC | isopropylmalate isomerase large subunit
192,PMM0257,4,4,4,0.085,| PMM0257 | molybdenum cofactor biosynthesis protein
193,PMM0258,9,10,9,0.23199999999999998,| glyA | serine hydroxymethyltransferase
194,PMM0260,2,2,2,0.258,| PMM0260 | hypothetical protein
195,PMM0263,3,3,3,0.051,| amt1 | ammonium transporter
196,PMM0264,1,1,1,0.03,| lytB | 4-hydroxy-3-methylbut-2-enyl diphosphate reductase
197,PMM0266,2,2,2,0.028999999999999998,| purH | bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
198,PMM0269,1,1,1,0.024,| PMM0269 | two-component sensor histidine kinase
199,PMM0270,1,1,1,0.037000000000000005,| CobS | cobalamin-5-phosphate synthase CobS
200,PMM0273,4,4,4,0.099,| PMM0273 | putative oxidoreductase
201,PMM0274,6,6,6,0.111,| PMM0274 | hypothetical protein
202,PMM0275,4,4,4,0.242,| pyrE | orotate phosphoribosyltransferase
203,PMM0276,3,3,3,0.08900000000000001,| PMM0276 | hypothetical protein
204,PMM0277,3,3,3,0.053,| PMM0277 | putative nuclease (RecB family)
205,PMM0278,9,9,9,0.18100000000000002,| PMM0278 | phosphotransferase superclass
206,PMM0279,2,2,2,0.105,| PMM0279 | hypothetical protein
207,PMM0281,1,2,1,0.04,| hisB | imidazoleglycerol-phosphate dehydratase
208,PMM0282,8,10,8,0.28800000000000003,| fabI | enoyl-(acyl carrier protein) reductase
209,PMM0284,4,4,4,0.077,| degT | putative pleiotropic regulatory protein
210,PMM0285,2,2,2,0.028999999999999998,| phr | putative DNA photolyase
211,PMM0286,2,2,2,0.075,| PMM0286 | NUDIX hydrolase
212,PMM0287,3,3,1,0.11800000000000001,| folK | 2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
213,PMM0288,2,2,2,0.024,| chlD | protoporphyrin IX magnesium chelatase subunit ChlD
214,PMM0289,2,2,2,0.043,| PMM0289 | putative ABC transporter
215,PMM0290,3,3,3,0.121,| PMM0290 | ABC transporter ATP-binding protein
216,PMM0291,3,3,3,0.057,| PMM0291 | hypothetical protein
217,PMM0292,4,6,4,0.29,| ndhJ | NADH dehydrogenase subunit J
218,PMM0293,2,2,2,0.09,| ndhK | NADH dehydrogenase subunit B
219,PMM0294,1,1,1,0.057999999999999996,| ndhC | NADH dehydrogenase subunit A
220,PMM0295,2,2,2,0.204,| rub | putative rubredoxin
221,PMM0298,2,2,2,0.447,| psbF | cytochrome b559 subunit beta
222,PMM0301,5,5,5,0.153,| PMM0301 | 5'-methylthioadenosine phosphorylase
223,PMM0302,8,9,8,0.11599999999999999,"| selD | selenide,water dikinase"
224,PMM0303,2,2,2,0.046,| PMM0303 | tRNA nucleotidyltransferase/poly(A) polymerase
225,PMM0304,3,3,3,0.04,| uvrD | UvrD/REP helicase
226,PMM0306,3,3,3,0.10400000000000001,| cpeS | phycoerythrin linker protein CpeS-like protein
227,PMM0309,1,1,1,0.065,| PMM0309 | Pollen allergen
228,PMM0310,1,1,1,0.02,| PMM0310 | carbohydrate kinase
229,PMM0311,8,10,8,0.177,| metK | S-adenosylmethionine synthetase
230,PMM0312,14,16,14,0.309,| rps1a | 30S ribosomal protein S1
231,PMM0313,2,3,2,0.10099999999999999,| nrdR | transcriptional regulator NrdR
232,PMM0315,17,23,17,0.217,| psbB | photosystem II PsbB protein (CP47)
233,PMM0317,1,1,1,0.18,| psbM | photosystem II reaction center protein M
234,PMM0319,1,1,1,0.062,| PMM0319 | hypothetical protein
235,PMM0320,13,13,13,0.5,| minE | cell division topological specificity factor MinE
236,PMM0321,8,9,8,0.214,| minD | putative septum site-determining protein MinD
237,PMM0322,2,2,2,0.086,| minC | septum site-determining protein
238,PMM0323,4,6,4,0.091,| PMM0323 | hypothetical protein
239,PMM0324,9,12,9,0.2,| ctpA | carboxyl-terminal protease
240,PMM0326,1,1,1,0.055999999999999994,| petD | cytochrome b6-f complex subunit IV
241,PMM0327,2,2,2,0.044000000000000004,| PMM0327 | putative neutral invertase-like protein
242,PMM0328,1,1,1,0.024,| FPG | formamidopyrimidine-DNA glycosylase
243,PMM0329,1,1,1,0.13,| psaE | photosystem I reaction center subunit IV
244,PMM0330,5,8,5,0.20600000000000002,| PMM0330 | LysM domain-containing protein
245,PMM0331,3,3,3,0.055999999999999994,| PMM0331 | putative aldehyde dehydrogenase
246,PMM0333,1,1,1,0.031,| rimI | GCN5-related N-acetyltransferase
247,PMM0338,3,3,3,0.121,| PMM0338 | hypothetical protein
248,PMM0340,3,3,3,0.235,| PMM0340 | hypothetical protein
249,PMM0341,2,2,2,0.408,| PMM0341 | hypothetical protein
250,PMM0343,1,2,1,0.10400000000000001,| PMM0343 | mttA/Hcf106 family protein
251,PMM0344,1,1,1,0.152,| PMM0344 | hypothetical protein
252,PMM0345,4,4,4,0.228,| PMM0345 | putative bacterioferritin comigratory protein
253,PMM0348,1,1,1,0.165,| PMM0348 | spectrin repeat-containing protein
254,PMM0353,2,2,2,0.057999999999999996,| PMM0353 | glycosyl transferase family protein
255,PMM0354,2,2,2,0.105,| PMM0354 | glycosyl transferase
256,PMM0355,3,3,3,0.292,| PMM0355 | hypothetical protein
257,PMM0356,4,4,4,0.11699999999999999,"| PMM0356 | 2-hydroxy-6-oxohepta-2,4-dienoate hydrolase"
258,PMM0359,1,1,1,0.135,| PMM0359 | hypothetical protein
259,PMM0360,1,1,1,0.078,| PMM0360 | hypothetical protein
260,PMM0364,1,1,1,0.132,| PMM0364 | malic enzyme
261,PMM0366,1,1,1,0.045,| PMM0366 | type-1 copper (blue) domain-containing protein
262,PMM0367,7,8,7,0.209,| PMM0367 | hypothetical protein
263,PMM0370,3,3,3,0.053,"| PMM0370 | putative cyanate ABC transporter, substrate binding protein"
264,PMM0372,2,2,2,0.049,| PMM0372 | putative cyanate ABC transporter
265,PMM0373,2,2,2,0.163,| cynS | cyanate hydratase
266,PMM0376,1,1,1,0.098,| PMM0376 | hypothetical protein
267,PMM0377,2,4,2,0.287,| PMM0377 | hypothetical protein
268,PMM0378,1,1,1,0.111,| PMM0378 | hypothetical protein
269,PMM0379,2,3,2,0.172,| PMM0379 | hypothetical protein
270,PMM0384,6,6,6,0.059000000000000004,| spnII-interrupted-C | hypothetical protein
271,PMM0387,1,1,1,0.055,| aroD | 3-dehydroquinate dehydratase
272,PMM0389,2,2,2,0.06,| cobI/cbiL | precorrin-2 C20-methyltransferase
273,PMM0391,2,2,2,0.039,| engA | GTP-binding protein EngA
274,PMM0392,2,3,2,0.066,| PMM0392 | cobalt ABC transporter permease
275,PMM0393,4,6,4,0.375,| PMM0393 | hypothetical protein
276,PMM0394,2,2,2,0.094,| PMM0394 | hypothetical protein
277,PMM0395,4,4,4,0.157,| PMM0395 | hypothetical protein
278,PMM0396,7,7,7,0.272,| proC | Delta 1-pyrroline-5-carboxylate reductase
279,PMM0397,2,2,2,0.054000000000000006,"| PMM0397 | putative glycosyl transferase, group 1"
280,PMM0398,3,3,3,0.085,| PMM0398 | putative recombination protein O
281,PMM0399,1,1,1,0.037000000000000005,| PMM0399 | putative deoxyribose-phosphate aldolase
282,PMM0400,1,1,1,0.067,| lrtA | light repressed protein A-like protein
283,PMM0401,1,1,1,0.042,| lipB | putative lipoate-protein ligase B
284,PMM0402,1,1,1,0.011000000000000001,| fadD | putative long-chain-fatty-acid--CoA ligase
285,PMM0403,6,9,6,0.318,| PMM0403 | hypothetical protein
286,PMM0405,11,12,11,0.215,| pdhC | branched-chain alpha-keto acid dehydrogenase subunit E2
287,PMM0406,4,4,4,0.094,| queA | queuosine biosynthesis protein
288,PMM0407,19,27,18,0.409,| cysK1 | O-acetylserine (thiol)-lyase A
289,PMM0408,3,3,3,0.053,| PMM0408 | putative cystathionine gamma-synthase
290,PMM0409,2,2,1,0.052000000000000005,| metB | putative cystathionine gamma-synthase
291,PMM0410,2,2,2,0.124,| rpsD | 30S ribosomal protein S4
292,PMM0411,1,1,1,0.192,| PMM0411 | hypothetical protein
293,PMM0413,1,1,1,0.02,"| murE | UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase"
294,PMM0414,5,6,5,0.226,| PMM0414 | putative short chain dehydrogenase
295,PMM0415,5,5,5,0.142,| PMM0415 | putative L-cysteine/cystine lyase
296,PMM0416,2,2,2,0.068,| PMM0416 | hypothetical protein
297,PMM0419,8,10,7,0.171,| mqo | malate:quinone oxidoreductase
298,PMM0420,5,6,4,0.071,| lepA | GTP-binding protein LepA
299,PMM0422,1,1,1,0.07200000000000001,| PMM0422 | tRNA/rRNA methyltransferase (SpoU)
300,PMM0426,4,4,4,0.073,| PMM0426 | Sun protein (Fmu protein)
301,PMM0428,1,1,1,0.028999999999999998,| chlG | bacteriochlorophyll/chlorophyll a synthase
302,PMM0430,7,7,6,0.212,| hisF | imidazole glycerol phosphate synthase subunit HisF
303,PMM0431,2,2,2,0.069,| PMM0431 | hypothetical protein
304,PMM0434,2,2,2,0.11800000000000001,| PMM0434 | ABC transporter ATP-binding protein
305,PMM0435,2,2,2,0.04,| ndhB | NAD(P)H-quinone oxidoreductase subunit 2
306,PMM0436,6,6,6,0.071,| topA | DNA topoisomerase I
307,PMM0440,3,3,3,0.085,| PMM0440 | hypothetical protein
308,PMM0442,3,3,3,0.087,| ribE | riboflavin synthase subunit alpha
309,PMM0445,1,1,1,0.022000000000000002,"| ctaD | cytochrome c oxidase, subunit I"
310,PMM0446,3,3,3,0.154,"| ctaC | putative cytochrome c oxidase, subunit 2"
311,PMM0448,1,1,1,0.039,| ctaB | putative protoheme IX farnesyltransferase
312,PMM0449,5,6,5,0.195,| PMM0449 | putative multidrug efflux ABC transporter
313,PMM0451,2,2,2,0.11800000000000001,| PMM0451 | hypothetical protein
314,PMM0452,54,74,52,0.535,| groEL | chaperonin GroEL
315,PMM0453,4,4,4,0.153,| fabG | 3-oxoacyl-[acyl-carrier protein] reductase
316,PMM0454,2,2,2,0.081,| ispD | 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
317,PMM0455,2,2,2,0.069,| PMM0455 | hypothetical protein
318,PMM0457,4,4,4,0.081,| ppx | putative exopolyphosphatase
319,PMM0458,2,2,2,0.061,| PMM0458 | hypothetical protein
320,PMM0459,4,4,3,0.147,| cobM | putative precorrin-4 C11-methyltransferase
321,PMM0460,1,1,0,0.024,| yvoC | prolipoprotein diacylglyceryl transferase
322,PMM0461,3,4,3,0.11699999999999999,| petA | apocytochrome f
323,PMM0462,4,5,4,0.281,| petC | cytochrome b6-f complex iron-sulfur subunit
324,PMM0466,1,1,1,0.016,| PMM0466 | secreted protein MPB70 precursor
325,PMM0467,1,1,1,0.038,| gmk | guanylate kinase
326,PMM0469,5,12,5,0.196,| psaF | photosystem I PsaF protein (subunit III)
327,PMM0470,1,1,1,0.025,| PMM0470 | o-sialoglycoprotein endopeptidase
328,PMM0472,2,2,2,0.048,| PMM0472 | CPA1 family Na+/H+ antiporter
329,PMM0473,4,5,4,0.08800000000000001,| gltX | glutamyl-tRNA synthetase
330,PMM0474,3,4,3,0.516,| PMM0474 | hypothetical protein
331,PMM0475,4,6,4,0.25,| rplS | 50S ribosomal protein L19
332,PMM0477,4,4,4,0.17600000000000002,| map | methionine aminopeptidase
333,PMM0479,8,8,8,0.26,| PMM0479 | BioD-like N-terminal domain of phosphotransacetylase
334,PMM0480,6,7,6,0.265,| PMM0480 | hypothetical protein
335,PMM0481,10,11,10,0.473,| PMM0481 | putative nucleotide-binding protein
336,PMM0482,14,41,14,0.414,| phb | Band 7 protein
337,PMM0483,10,13,10,0.21899999999999997,| hemL | glutamate-1-semialdehyde aminotransferase
338,PMM0484,5,5,5,0.185,| xthA | exodeoxyribonuclease III
339,PMM0486,5,7,5,0.18600000000000003,| PMM0486 | hypothetical protein
340,PMM0487,4,4,4,0.091,| PMM0487 | hypothetical protein
341,PMM0489,4,4,4,0.07200000000000001,"| futB,hitB | putative iron ABC transporter"
342,PMM0490,4,4,4,0.124,| PMM0490 | hypothetical protein
343,PMM0491,1,1,1,0.073,| phhB | pterin-4-alpha-carbinolamine dehydratase
344,PMM0492,4,4,4,0.267,| PMM0492 | hypothetical protein
