ProteinID,Alignments,SpecCounts,Unique,Coverage,Description
PMM0063,1,1,1,0.029,| PMM0063 | hypothetical protein
PMM0064,1,1,1,0.143,| hli2 | high light inducible protein
PMM0065,11,13,11,0.127,"| PMM0065 | ABC transporter, ATP binding protein"
PMM0067,3,3,3,0.097,| PMM0067 | HIT (histidine triad) family protein
PMM0068,3,3,3,0.159,| def | peptide deformylase
PMM0069,1,1,1,0.011,| PMM0069 | esterase/lipase/thioesterase family protein
PMM0070,7,7,7,0.195,| PMM0070 | putative cysteine desulfurase or selenocysteine lyase
PMM0071,3,3,3,0.081,"| PMM0071 | ABC transporter, membrane component"
PMM0072,3,3,3,0.115,"| PMM0072 | ABC transporter, ATP binding component"
PMM0073,5,5,5,0.092,| PMM0073 | cysteine desulfurase activator complex subunit SufB
PMM0074,1,1,1,0.058,| PMM0074 | hypothetical protein
PMM0075,7,7,7,0.198,| PMM0075 | hypothetical protein
PMM0076,4,5,4,0.088,| pgm | phosphoglucomutase
PMM0077,2,2,2,0.044,| yrvN | recombination factor protein RarA
PMM0079,6,8,6,0.316,| bcp | putative bacterioferritin comigratory (BCP) protein
PMM0081,1,1,1,0.05,| cysH | phosphoadenosine phosphosulfate reductase
PMM0082,2,2,2,0.041,"| PMM0082 | putative NADH dehydrogenase, transport associated"
PMM0083,1,1,1,0.015,| PMM0083 | DASS family sodium/sulfate transporter
PMM0085,7,7,7,0.274,| PMM0085 | VIC family potassium channel protein
PMM0088,4,4,4,0.605,| PMM0088 | hypothetical protein
PMM0090,6,7,6,0.149,| PMM0090 | serine protease
PMM0091,1,1,1,0.138,| PMM0091 | hypothetical protein
PMM0092,1,1,1,0.107,| PMM0092 | hypothetical protein
PMM0093,2,2,2,0.271,| hli1 | high light inducible protein
PMM0096,7,7,7,0.245,| PMM0096 | inositol monophosphate family protein
PMM0097,4,4,4,0.088,| PMM0097 | RND family outer membrane efflux protein
PMM0098,1,1,1,0.03,| PMM0098 | putative Fe-S oxidoreductase
PMM0099,1,1,1,0.035,| PMM0099 | hypothetical protein
PMM0100,4,4,4,0.072,| nadB | L-aspartate oxidase
PMM0101,1,1,1,0.039,| PMM0101 | hypothetical protein
PMM0103,3,3,3,0.227,| PMM0103 | hypothetical protein
PMM0104,1,1,1,0.031,| PMM0104 | hypothetical protein
PMM0105,1,1,1,0.055,| ribG | RibD/RibG domain-containing protein
PMM0106,1,1,1,0.036,| PMM0106 | 6-pyruvoyl tetrahydropterin synthase
PMM0107,4,4,4,0.146,| aroK | shikimate kinase
PMM0109,2,2,2,0.076,| PMM0109 | POLO box duplicated region
PMM0110,5,5,5,0.17,| PMM0110 | putative glutathione S-transferase
PMM0113,1,1,1,0.026,| hemD | putative uroporphyrinogen III synthase
PMM0115,5,5,5,0.103,| crtQ | zeta-carotene desaturase
PMM0117,3,3,3,0.268,| PMM0117 | hypothetical protein
PMM0120,4,4,3,0.094,| PMM0120 | putative cell division inhibitor
PMM0123,7,8,6,0.261,| cysK2 | O-acetylserine (thiol)-lyase A
PMM0124,4,5,4,0.315,| PMM0124 | hypothetical protein
PMM0125,2,2,2,0.088,| PMM0125 | ABC transporter ATP-binding protein
PMM0126,4,4,4,0.128,| PMM0126 | hypothetical protein
PMM0127,2,2,2,0.143,| PMM0127 | signal peptide binding domain-containing protein
PMM0128,5,7,5,0.191,| rpaA | two-component response regulator
PMM0129,1,1,1,0.028,| holB | DNA polymerase III subunit delta'
PMM0130,2,2,2,0.131,| PMM0130 | thymidylate kinase
PMM0131,2,2,2,0.027,| PMM0131 | putative P-type ATPase transporter for copper
PMM0132,1,1,1,0.075,| PMM0132 | photosystem I assembly protein Ycf3
PMM0133,5,5,5,0.158,| radA | DNA repair protein RadA
PMM0134,10,11,10,0.355,| rpaB | two-component response regulator
PMM0135,5,6,5,0.105,| plsX | putative glycerol-3-phosphate acyltransferase PlsX
PMM0136,1,1,1,0.036,| fabH | 3-oxoacyl-(acyl carrier protein) synthase III
PMM0137,2,2,2,0.067,| fabD | malonyl coenzyme A-acyl carrier protein transacylase
PMM0138,4,4,4,0.199,| plsC | putative 1-acyl-sn-glycerol-3-phosphate acyltransferase
PMM0139,2,2,1,0.088,| PMM0139 | hypothetical protein
PMM0141,2,2,2,0.027,| PMM0141 | poly A polymerase family protein
PMM0142,5,5,5,0.345,| PMM0142 | RNA recognition motif-containing protein
PMM0143,1,1,1,0.023,"| crtB,pys | squalene and phytoene synthase"
PMM0144,6,6,6,0.116,"| pds,crtD | phytoene desaturase"
PMM0145,4,4,4,0.243,| PMM0145 | NADH dehydrogenase I subunit M
PMM0146,2,2,2,0.088,| PMM0146 | hypothetical protein
PMM0147,4,5,4,0.129,| rbcR | putative Rubisco transcriptional regulator
PMM0149,3,3,3,0.036,| ndhF | NAD(P)H-quinone oxidoreductase subunit F
PMM0150,4,4,3,0.068,| ndhD | NAD(P)H-quinone oxidoreductase subunit 4
PMM0153,3,3,3,0.132,| PMM0153 | methylenetetrahydrofolate reductase
PMM0155,2,2,2,0.133,| PMM0155 | hypothetical protein
PMM0156,3,3,3,0.077,| ppnK | inorganic polyphosphate/ATP-NAD kinase
PMM0159,4,4,3,0.159,| ndhI | NADH dehydrogenase subunit I
PMM0160,1,1,1,0.048,| ndhA | NADH dehydrogenase subunit H
PMM0161,9,9,9,0.244,| gltA | citrate synthase
PMM0162,1,1,1,0.021,| PMM0162 | hypothetical protein
PMM0163,2,2,2,0.155,| PMM0163 | hypothetical protein
PMM0164,7,7,7,0.123,| trpB | tryptophan synthase subunit beta
PMM0167,1,2,1,0.067,| purE | phosphoribosylaminoimidazole carboxylase
PMM0168,5,5,5,0.176,| chlM | Mg-protoporphyrin IX methyl transferase
PMM0169,8,11,8,0.264,| PMM0169 | two-component response regulator
PMM0170,2,2,2,0.047,| PMM0170 | NifS-like aminotransferase class-V
PMM0172,8,9,8,0.152,| ndhH | NAD(P)H-quinone oxidoreductase subunit H
PMM0173,2,2,2,0.14,| PMM0173 | hypothetical protein
PMM0174,1,1,1,0.022,| menE | putative O-succinylbenzoic acid--CoA ligase (OSB-CoA synthetase)
PMM0176,1,1,1,0.03,"| menA | 1,4-dihydroxy-2-naphthoate octaprenyltransferase"
PMM0178,2,3,2,0.062,| gshB | glutathione synthetase
PMM0179,3,3,3,0.274,| PMM0179 | glutaredoxin
PMM0181,1,1,1,0.117,| PMM0181 | hypothetical protein
PMM0184,1,1,1,0.061,| pabA | para-aminobenzoate synthase component II
PMM0187,2,2,2,0.036,| argS | arginyl-tRNA synthetase
PMM0188,2,2,2,0.08,| nadC | nicotinate-nucleotide pyrophosphorylase:quinolinate phosphoriobsyl transferase
PMM0189,1,1,1,0.02,| trmE | tRNA modification GTPase TrmE
PMM0190,2,2,2,0.107,| PMM0190 | hypothetical protein
PMM0191,4,4,4,0.057,"| spoT | guanosine-3',5'-bis(diphosphate) 3'-diphosphatase, (ppGpp)ase"
PMM0194,3,3,3,0.073,| rbgA | ribosomal biogenesis GTPase
PMM0195,21,29,21,0.318,| pgk | phosphoglycerate kinase
PMM0197,1,1,1,0.019,| murG | undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase
PMM0198,2,2,1,0.037,| hisC/cobC | aminotransferase class-I
PMM0199,3,3,3,0.077,| pyrD | dihydroorotate dehydrogenase 2
PMM0200,7,7,7,0.212,| rnhA | ribonuclease HI
PMM0201,15,27,15,0.443,| rplL | 50S ribosomal protein L7/L12
PMM0202,2,3,2,0.131,| rplJ | 50S ribosomal protein L10
PMM0203,8,8,8,0.306,| rplA | 50S ribosomal protein L1
PMM0204,3,5,3,0.22,| rplK | 50S ribosomal protein L11
PMM0205,4,7,4,0.207,| nusG | transcription antitermination protein NusG
PMM0206,1,2,1,0.139,| secE | preprotein translocase subunit SecE
PMM0207,11,11,11,0.122,"| clpB2 | putative ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB"
PMM0208,14,15,14,0.353,| eno | enolase
PMM0209,5,5,5,0.108,| PMM0209 | putative kinase
PMM0211,5,5,5,0.151,| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase
PMM0212,1,3,1,0.118,| PMM0212 | hypothetical protein
PMM0213,1,1,1,0.021,| sbtA | putative sodium-dependent bicarbonate transporter
PMM0214,9,16,9,0.131,| PMM0214 | putative sulfate transporter
PMM0215,5,6,5,0.114,| PMM0215 | delta-aminolevulinic acid dehydratase
PMM0217,1,1,1,0.012,| mutS | DNA mismatch repair protein MutS family protein
PMM0218,1,1,1,0.028,| obgE | GTPase ObgE
PMM0219,1,1,1,0.183,| PMM0219 | hypothetical protein
PMM0222,3,3,3,0.095,| PMM0222 | aspartoacylase
PMM0223,7,9,7,0.169,| psbA | photosystem II PsbA protein (D1)
PMM0224,4,5,4,0.124,| aroC | chorismate synthase
PMM0225,1,1,1,0.033,| PMM0225 | 2-keto-3-deoxy-6-phosphogluconate aldolase
PMM0226,8,9,7,0.142,| ftsH2 | cell division protein FtsH2
PMM0227,5,5,4,0.113,| cysD | ATP-sulfurylase
PMM0228,19,28,19,0.466,| psbO | photosystem II manganese-stabilizing protein
PMM0229,1,1,1,0.029,| dfp | putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase
PMM0231,1,1,1,0.183,| PMM0231 | hypothetical protein
PMM0233,5,5,5,0.169,| pyrB | aspartate carbamoyltransferase catalytic subunit
PMM0234,1,1,1,0.055,| PMM0234 | methylpurine-DNA glycosylase (MPG)
PMM0235,6,7,6,0.433,| gatC | aspartyl/glutamyl-tRNA amidotransferase subunit C
PMM0238,13,14,13,0.113,| ileS | isoleucyl-tRNA synthetase
PMM0241,6,6,6,0.124,| PMM0241 | phosphotransferase superclass
PMM0242,1,1,1,0.072,| txlA | thioredoxin-like protein TxlA
PMM0243,6,6,6,0.288,| thyX | FAD-dependent thymidylate synthase
PMM0244,2,2,2,0.142,| dcd | deoxycytidine triphosphate deaminase
PMM0245,1,1,1,0.031,| PMM0245 | cob(I)alamin adenosyltransferase
PMM0248,1,1,1,0.041,| PMM0248 | hypothetical protein
PMM0250,4,4,4,0.192,| pth | peptidyl-tRNA hydrolase
PMM0251,1,6,1,0.121,| psbH | photosystem II reaction center protein H
PMM0254,11,11,11,0.161,| PMM0254 | hypothetical protein
PMM0256,1,1,1,0.032,| leuC | isopropylmalate isomerase large subunit
PMM0257,4,4,4,0.085,| PMM0257 | molybdenum cofactor biosynthesis protein
PMM0258,9,10,9,0.232,| glyA | serine hydroxymethyltransferase
PMM0260,2,2,2,0.258,| PMM0260 | hypothetical protein
PMM0263,3,3,3,0.051,| amt1 | ammonium transporter
PMM0264,1,1,1,0.03,| lytB | 4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PMM0266,2,2,2,0.029,| purH | bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
PMM0269,1,1,1,0.024,| PMM0269 | two-component sensor histidine kinase
PMM0270,1,1,1,0.037,| CobS | cobalamin-5-phosphate synthase CobS
PMM0273,4,4,4,0.099,| PMM0273 | putative oxidoreductase
PMM0274,6,6,6,0.111,| PMM0274 | hypothetical protein
PMM0275,4,4,4,0.242,| pyrE | orotate phosphoribosyltransferase
PMM0276,3,3,3,0.089,| PMM0276 | hypothetical protein
PMM0277,3,3,3,0.053,| PMM0277 | putative nuclease (RecB family)
PMM0278,9,9,9,0.181,| PMM0278 | phosphotransferase superclass
PMM0279,2,2,2,0.105,| PMM0279 | hypothetical protein
PMM0281,1,2,1,0.04,| hisB | imidazoleglycerol-phosphate dehydratase
PMM0282,8,10,8,0.288,| fabI | enoyl-(acyl carrier protein) reductase
PMM0284,4,4,4,0.077,| degT | putative pleiotropic regulatory protein
PMM0285,2,2,2,0.029,| phr | putative DNA photolyase
PMM0286,2,2,2,0.075,| PMM0286 | NUDIX hydrolase
PMM0287,3,3,1,0.118,| folK | 2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
PMM0288,2,2,2,0.024,| chlD | protoporphyrin IX magnesium chelatase subunit ChlD
PMM0289,2,2,2,0.043,| PMM0289 | putative ABC transporter
PMM0290,3,3,3,0.121,| PMM0290 | ABC transporter ATP-binding protein
PMM0291,3,3,3,0.057,| PMM0291 | hypothetical protein
PMM0292,4,6,4,0.29,| ndhJ | NADH dehydrogenase subunit J
PMM0293,2,2,2,0.09,| ndhK | NADH dehydrogenase subunit B
PMM0294,1,1,1,0.058,| ndhC | NADH dehydrogenase subunit A
PMM0295,2,2,2,0.204,| rub | putative rubredoxin
PMM0298,2,2,2,0.447,| psbF | cytochrome b559 subunit beta
PMM0301,5,5,5,0.153,| PMM0301 | 5'-methylthioadenosine phosphorylase
PMM0302,8,9,8,0.116,"| selD | selenide,water dikinase"
PMM0303,2,2,2,0.046,| PMM0303 | tRNA nucleotidyltransferase/poly(A) polymerase
PMM0304,3,3,3,0.04,| uvrD | UvrD/REP helicase
PMM0306,3,3,3,0.104,| cpeS | phycoerythrin linker protein CpeS-like protein
PMM0309,1,1,1,0.065,| PMM0309 | Pollen allergen
PMM0310,1,1,1,0.02,| PMM0310 | carbohydrate kinase
PMM0311,8,10,8,0.177,| metK | S-adenosylmethionine synthetase
PMM0312,14,16,14,0.309,| rps1a | 30S ribosomal protein S1
PMM0313,2,3,2,0.101,| nrdR | transcriptional regulator NrdR
PMM0315,17,23,17,0.217,| psbB | photosystem II PsbB protein (CP47)
PMM0317,1,1,1,0.18,| psbM | photosystem II reaction center protein M
PMM0319,1,1,1,0.062,| PMM0319 | hypothetical protein
PMM0320,13,13,13,0.5,| minE | cell division topological specificity factor MinE
PMM0321,8,9,8,0.214,| minD | putative septum site-determining protein MinD
PMM0322,2,2,2,0.086,| minC | septum site-determining protein
PMM0323,4,6,4,0.091,| PMM0323 | hypothetical protein
PMM0324,9,12,9,0.2,| ctpA | carboxyl-terminal protease
PMM0326,1,1,1,0.056,| petD | cytochrome b6-f complex subunit IV
PMM0327,2,2,2,0.044,| PMM0327 | putative neutral invertase-like protein
PMM0328,1,1,1,0.024,| FPG | formamidopyrimidine-DNA glycosylase
PMM0329,1,1,1,0.13,| psaE | photosystem I reaction center subunit IV
PMM0330,5,8,5,0.206,| PMM0330 | LysM domain-containing protein
PMM0331,3,3,3,0.056,| PMM0331 | putative aldehyde dehydrogenase
PMM0333,1,1,1,0.031,| rimI | GCN5-related N-acetyltransferase
PMM0338,3,3,3,0.121,| PMM0338 | hypothetical protein
PMM0340,3,3,3,0.235,| PMM0340 | hypothetical protein
PMM0341,2,2,2,0.408,| PMM0341 | hypothetical protein
PMM0343,1,2,1,0.104,| PMM0343 | mttA/Hcf106 family protein
PMM0344,1,1,1,0.152,| PMM0344 | hypothetical protein
PMM0345,4,4,4,0.228,| PMM0345 | putative bacterioferritin comigratory protein
PMM0348,1,1,1,0.165,| PMM0348 | spectrin repeat-containing protein
PMM0353,2,2,2,0.058,| PMM0353 | glycosyl transferase family protein
PMM0354,2,2,2,0.105,| PMM0354 | glycosyl transferase
PMM0355,3,3,3,0.292,| PMM0355 | hypothetical protein
PMM0356,4,4,4,0.117,"| PMM0356 | 2-hydroxy-6-oxohepta-2,4-dienoate hydrolase"
PMM0359,1,1,1,0.135,| PMM0359 | hypothetical protein
PMM0360,1,1,1,0.078,| PMM0360 | hypothetical protein
PMM0364,1,1,1,0.132,| PMM0364 | malic enzyme
PMM0366,1,1,1,0.045,| PMM0366 | type-1 copper (blue) domain-containing protein
PMM0367,7,8,7,0.209,| PMM0367 | hypothetical protein
PMM0370,3,3,3,0.053,"| PMM0370 | putative cyanate ABC transporter, substrate binding protein"
PMM0372,2,2,2,0.049,| PMM0372 | putative cyanate ABC transporter
PMM0373,2,2,2,0.163,| cynS | cyanate hydratase
PMM0376,1,1,1,0.098,| PMM0376 | hypothetical protein
PMM0377,2,4,2,0.287,| PMM0377 | hypothetical protein
PMM0378,1,1,1,0.111,| PMM0378 | hypothetical protein
PMM0379,2,3,2,0.172,| PMM0379 | hypothetical protein
PMM0384,6,6,6,0.059,| spnII-interrupted-C | hypothetical protein
PMM0387,1,1,1,0.055,| aroD | 3-dehydroquinate dehydratase
PMM0389,2,2,2,0.06,| cobI/cbiL | precorrin-2 C20-methyltransferase
PMM0391,2,2,2,0.039,| engA | GTP-binding protein EngA
PMM0392,2,3,2,0.066,| PMM0392 | cobalt ABC transporter permease
PMM0393,4,6,4,0.375,| PMM0393 | hypothetical protein
PMM0394,2,2,2,0.094,| PMM0394 | hypothetical protein
PMM0395,4,4,4,0.157,| PMM0395 | hypothetical protein
PMM0396,7,7,7,0.272,| proC | Delta 1-pyrroline-5-carboxylate reductase
PMM0397,2,2,2,0.054,"| PMM0397 | putative glycosyl transferase, group 1"
PMM0398,3,3,3,0.085,| PMM0398 | putative recombination protein O
PMM0399,1,1,1,0.037,| PMM0399 | putative deoxyribose-phosphate aldolase
PMM0400,1,1,1,0.067,| lrtA | light repressed protein A-like protein
PMM0401,1,1,1,0.042,| lipB | putative lipoate-protein ligase B
PMM0402,1,1,1,0.011,| fadD | putative long-chain-fatty-acid--CoA ligase
PMM0403,6,9,6,0.318,| PMM0403 | hypothetical protein
PMM0405,11,12,11,0.215,| pdhC | branched-chain alpha-keto acid dehydrogenase subunit E2
PMM0406,4,4,4,0.094,| queA | queuosine biosynthesis protein
PMM0407,19,27,18,0.409,| cysK1 | O-acetylserine (thiol)-lyase A
PMM0408,3,3,3,0.053,| PMM0408 | putative cystathionine gamma-synthase
PMM0409,2,2,1,0.052,| metB | putative cystathionine gamma-synthase
PMM0410,2,2,2,0.124,| rpsD | 30S ribosomal protein S4
PMM0411,1,1,1,0.192,| PMM0411 | hypothetical protein
PMM0413,1,1,1,0.02,"| murE | UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase"
PMM0414,5,6,5,0.226,| PMM0414 | putative short chain dehydrogenase
PMM0415,5,5,5,0.142,| PMM0415 | putative L-cysteine/cystine lyase
PMM0416,2,2,2,0.068,| PMM0416 | hypothetical protein
PMM0419,8,10,7,0.171,| mqo | malate:quinone oxidoreductase
PMM0420,5,6,4,0.071,| lepA | GTP-binding protein LepA
PMM0422,1,1,1,0.072,| PMM0422 | tRNA/rRNA methyltransferase (SpoU)
PMM0426,4,4,4,0.073,| PMM0426 | Sun protein (Fmu protein)
PMM0428,1,1,1,0.029,| chlG | bacteriochlorophyll/chlorophyll a synthase
PMM0430,7,7,6,0.212,| hisF | imidazole glycerol phosphate synthase subunit HisF
PMM0431,2,2,2,0.069,| PMM0431 | hypothetical protein
PMM0434,2,2,2,0.118,| PMM0434 | ABC transporter ATP-binding protein
PMM0435,2,2,2,0.04,| ndhB | NAD(P)H-quinone oxidoreductase subunit 2
PMM0436,6,6,6,0.071,| topA | DNA topoisomerase I
PMM0440,3,3,3,0.085,| PMM0440 | hypothetical protein
PMM0442,3,3,3,0.087,| ribE | riboflavin synthase subunit alpha
PMM0445,1,1,1,0.022,"| ctaD | cytochrome c oxidase, subunit I"
PMM0446,3,3,3,0.154,"| ctaC | putative cytochrome c oxidase, subunit 2"
PMM0448,1,1,1,0.039,| ctaB | putative protoheme IX farnesyltransferase
PMM0449,5,6,5,0.195,| PMM0449 | putative multidrug efflux ABC transporter
PMM0451,2,2,2,0.118,| PMM0451 | hypothetical protein
PMM0452,54,74,52,0.535,| groEL | chaperonin GroEL
PMM0453,4,4,4,0.153,| fabG | 3-oxoacyl-[acyl-carrier protein] reductase
PMM0454,2,2,2,0.081,| ispD | 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PMM0455,2,2,2,0.069,| PMM0455 | hypothetical protein
PMM0457,4,4,4,0.081,| ppx | putative exopolyphosphatase
PMM0458,2,2,2,0.061,| PMM0458 | hypothetical protein
PMM0459,4,4,3,0.147,| cobM | putative precorrin-4 C11-methyltransferase
PMM0460,1,1,0,0.024,| yvoC | prolipoprotein diacylglyceryl transferase
PMM0461,3,4,3,0.117,| petA | apocytochrome f
PMM0462,4,5,4,0.281,| petC | cytochrome b6-f complex iron-sulfur subunit
PMM0466,1,1,1,0.016,| PMM0466 | secreted protein MPB70 precursor
PMM0467,1,1,1,0.038,| gmk | guanylate kinase
PMM0469,5,12,5,0.196,| psaF | photosystem I PsaF protein (subunit III)
PMM0470,1,1,1,0.025,| PMM0470 | o-sialoglycoprotein endopeptidase
PMM0472,2,2,2,0.048,| PMM0472 | CPA1 family Na+/H+ antiporter
PMM0473,4,5,4,0.088,| gltX | glutamyl-tRNA synthetase
PMM0474,3,4,3,0.516,| PMM0474 | hypothetical protein
PMM0475,4,6,4,0.25,| rplS | 50S ribosomal protein L19
PMM0477,4,4,4,0.176,| map | methionine aminopeptidase
PMM0479,8,8,8,0.26,| PMM0479 | BioD-like N-terminal domain of phosphotransacetylase
PMM0480,6,7,6,0.265,| PMM0480 | hypothetical protein
PMM0481,10,11,10,0.473,| PMM0481 | putative nucleotide-binding protein
PMM0482,14,41,14,0.414,| phb | Band 7 protein
PMM0483,10,13,10,0.219,| hemL | glutamate-1-semialdehyde aminotransferase
PMM0484,5,5,5,0.185,| xthA | exodeoxyribonuclease III
PMM0486,5,7,5,0.186,| PMM0486 | hypothetical protein
PMM0487,4,4,4,0.091,| PMM0487 | hypothetical protein
PMM0489,4,4,4,0.072,"| futB,hitB | putative iron ABC transporter"
PMM0490,4,4,4,0.124,| PMM0490 | hypothetical protein
PMM0491,1,1,1,0.073,| phhB | pterin-4-alpha-carbinolamine dehydratase
PMM0492,4,4,4,0.267,| PMM0492 | hypothetical protein
PMM0493,10,10,9,0.168,| cxp | carboxypeptidase Taq (M32) metallopeptidase
PMM0494,8,9,8,0.297,| ppa | putative inorganic pyrophosphatase
PMM0495,8,10,8,0.209,| hemC | porphobilinogen deaminase
PMM0496,6,6,6,0.141,| sigA | RNA polymerase sigma factor RpoD
PMM0498,3,3,3,0.035,| PMM0498 | hypothetical protein
PMM0499,5,5,5,0.127,| argB | acetylglutamate kinase
PMM0501,1,1,1,0.15,| PMM0501 | hypothetical protein
PMM0502,2,2,2,0.134,| PMM0502 | hypothetical protein
PMM0503,1,1,1,0.037,| PMM0503 | precorrin-6X reductase
PMM0505,4,4,4,0.047,| PMM0505 | carbohydrate kinase
PMM0506,15,19,15,0.296,"| purA,adeK | adenylosuccinate synthetase"
PMM0507,8,10,8,0.221,| psb27 | putative photosystem II reaction center Psb27 protein
PMM0508,6,6,6,0.093,| proS | prolyl-tRNA synthetase
PMM0509,1,1,1,0.078,| PMM0509 | resolvase
PMM0511,4,4,4,0.159,| ppa | inorganic pyrophosphatase
PMM0512,1,1,1,0.074,| PMM0512 | putative arsenate reductase
PMM0513,1,1,1,0.039,| lepB | Signal peptidase I
PMM0514,4,4,4,0.067,| PMM0514 | putative dihydroorotase
PMM0515,10,11,10,0.204,| cobC | putative alpha-ribazole-5'-P phosphatase
PMM0516,2,3,1,0.038,| PMM0516 | membrane-associated protease
PMM0518,2,2,1,0.024,| ftsI | peptidoglycan synthetase
PMM0519,11,16,11,0.258,| tal | transaldolase B
PMM0520,5,5,5,0.111,| PMM0520 | NAD binding site
PMM0521,4,6,4,0.17,| frr | ribosome recycling factor
PMM0522,2,2,2,0.132,| pyrH | uridylate kinase
PMM0523,3,3,3,0.143,| cobO | cob(I)alamin adenosyltransferase
PMM0524,1,1,1,0.021,| PMM0524 | phage integrase family protein
PMM0525,3,3,3,0.123,| hemH | ferrochelatase
PMM0526,13,13,12,0.187,| ilvH | acetolactate synthase 3 catalytic subunit
PMM0527,2,2,2,0.145,| PMM0527 | hypothetical protein
PMM0529,4,4,4,0.12,| PMM0529 | hypothetical protein
PMM0530,4,4,4,0.096,"| rps1b | 30S ribosomal protein S1 homolog B, putative Nbp1"
PMM0531,4,4,4,0.155,| PMM0531 | creatininase
