ProteinID,Alignments,SpecCounts,Unique,Coverage,Description
PMM0191,6,6,6,0.062,"| spoT | guanosine-3',5'-bis(diphosphate) 3'-diphosphatase, (ppGpp)ase"
PMM0194,6,6,6,0.163,| rbgA | ribosomal biogenesis GTPase
PMM0195,21,29,21,0.281,| pgk | phosphoglycerate kinase
PMM0197,1,1,1,0.019,| murG | undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase
PMM0198,2,2,2,0.045,| hisC/cobC | aminotransferase class-I
PMM0199,3,3,2,0.085,| pyrD | dihydroorotate dehydrogenase 2
PMM0200,5,5,5,0.175,| rnhA | ribonuclease HI
PMM0201,16,29,16,0.427,| rplL | 50S ribosomal protein L7/L12
PMM0202,2,3,2,0.131,| rplJ | 50S ribosomal protein L10
PMM0203,11,11,11,0.306,| rplA | 50S ribosomal protein L1
PMM0204,5,6,5,0.34,| rplK | 50S ribosomal protein L11
PMM0205,8,10,7,0.261,| nusG | transcription antitermination protein NusG
PMM0207,7,7,7,0.077,"| clpB2 | putative ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB"
PMM0208,11,13,11,0.258,| eno | enolase
PMM0209,2,2,2,0.02,| PMM0209 | putative kinase
PMM0210,2,2,2,0.238,| PMM0210 | hypothetical protein
PMM0211,5,5,5,0.132,| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase
PMM0212,3,4,3,0.215,| PMM0212 | hypothetical protein
PMM0213,1,1,1,0.021,| sbtA | putative sodium-dependent bicarbonate transporter
PMM0214,7,16,7,0.085,| PMM0214 | putative sulfate transporter
PMM0215,7,8,7,0.132,| PMM0215 | delta-aminolevulinic acid dehydratase
PMM0219,1,1,1,0.183,| PMM0219 | hypothetical protein
PMM0221,1,1,1,0.019,| PMM0221 | glutathione S-transferase C terminus
PMM0222,5,6,5,0.183,| PMM0222 | aspartoacylase
PMM0223,7,9,7,0.133,| psbA | photosystem II PsbA protein (D1)
PMM0224,6,6,6,0.162,| aroC | chorismate synthase
PMM0225,1,1,1,0.033,| PMM0225 | 2-keto-3-deoxy-6-phosphogluconate aldolase
PMM0226,7,8,7,0.146,| ftsH2 | cell division protein FtsH2
PMM0227,5,5,5,0.12,| cysD | ATP-sulfurylase
PMM0228,14,24,14,0.383,| psbO | photosystem II manganese-stabilizing protein
PMM0229,1,1,1,0.029,| dfp | putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase
PMM0231,2,2,2,0.317,| PMM0231 | hypothetical protein
PMM0232,1,1,1,0.062,| PMM0232 | hypothetical protein
PMM0233,4,5,4,0.089,| pyrB | aspartate carbamoyltransferase catalytic subunit
PMM0235,6,7,6,0.433,| gatC | aspartyl/glutamyl-tRNA amidotransferase subunit C
PMM0237,1,1,1,0.052,| PMM0237 | hypothetical protein
PMM0238,10,11,10,0.111,| ileS | isoleucyl-tRNA synthetase
PMM0240,1,1,1,0.038,| trmB | tRNA (guanine-N(7)-)-methyltransferase
PMM0241,6,6,6,0.108,| PMM0241 | phosphotransferase superclass
PMM0243,7,7,6,0.245,| thyX | FAD-dependent thymidylate synthase
PMM0244,2,2,2,0.112,| dcd | deoxycytidine triphosphate deaminase
PMM0245,2,2,2,0.068,| PMM0245 | cob(I)alamin adenosyltransferase
PMM0247,4,4,3,0.093,| PMM0247 | hypothetical protein
PMM0248,2,2,1,0.083,| PMM0248 | hypothetical protein
PMM0250,4,4,4,0.172,| pth | peptidyl-tRNA hydrolase
PMM0251,1,5,1,0.121,| psbH | photosystem II reaction center protein H
PMM0254,8,8,8,0.111,| PMM0254 | hypothetical protein
PMM0256,1,1,1,0.028,| leuC | isopropylmalate isomerase large subunit
PMM0257,4,4,4,0.088,| PMM0257 | molybdenum cofactor biosynthesis protein
PMM0258,15,17,15,0.329,| glyA | serine hydroxymethyltransferase
PMM0260,1,1,1,0.129,| PMM0260 | hypothetical protein
PMM0263,2,2,2,0.037,| amt1 | ammonium transporter
PMM0266,5,5,5,0.104,| purH | bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
PMM0269,4,4,4,0.103,| PMM0269 | two-component sensor histidine kinase
PMM0270,1,1,1,0.037,| CobS | cobalamin-5-phosphate synthase CobS
PMM0272,1,1,1,0.152,| psbK | photosystem II reaction center protein K
PMM0273,7,7,7,0.249,| PMM0273 | putative oxidoreductase
PMM0274,6,6,5,0.128,| PMM0274 | hypothetical protein
PMM0275,5,5,5,0.306,| pyrE | orotate phosphoribosyltransferase
PMM0276,3,3,3,0.089,| PMM0276 | hypothetical protein
PMM0277,1,1,1,0.019,| PMM0277 | putative nuclease (RecB family)
PMM0278,8,8,8,0.167,| PMM0278 | phosphotransferase superclass
PMM0279,1,1,1,0.052,| PMM0279 | hypothetical protein
PMM0282,11,13,11,0.462,| fabI | enoyl-(acyl carrier protein) reductase
PMM0284,4,4,4,0.077,| degT | putative pleiotropic regulatory protein
PMM0285,1,1,1,0.013,| phr | putative DNA photolyase
PMM0286,3,3,3,0.118,| PMM0286 | NUDIX hydrolase
PMM0288,6,6,6,0.086,| chlD | protoporphyrin IX magnesium chelatase subunit ChlD
PMM0289,2,2,2,0.068,| PMM0289 | putative ABC transporter
PMM0290,2,2,2,0.077,| PMM0290 | ABC transporter ATP-binding protein
PMM0291,3,3,3,0.082,| PMM0291 | hypothetical protein
PMM0292,3,3,3,0.216,| ndhJ | NADH dehydrogenase subunit J
PMM0293,2,2,2,0.09,| ndhK | NADH dehydrogenase subunit B
PMM0295,3,3,3,0.141,| rub | putative rubredoxin
PMM0298,2,2,2,0.447,| psbF | cytochrome b559 subunit beta
PMM0300,1,1,1,0.188,| psbJ | photosystem II reaction center protein J
PMM0301,4,4,4,0.121,| PMM0301 | 5'-methylthioadenosine phosphorylase
PMM0302,8,9,8,0.101,"| selD | selenide,water dikinase"
PMM0304,3,3,3,0.031,| uvrD | UvrD/REP helicase
PMM0306,1,1,1,0.044,| cpeS | phycoerythrin linker protein CpeS-like protein
PMM0310,4,4,4,0.076,| PMM0310 | carbohydrate kinase
PMM0311,10,12,10,0.201,| metK | S-adenosylmethionine synthetase
PMM0312,11,13,11,0.309,| rps1a | 30S ribosomal protein S1
PMM0313,1,1,1,0.063,| nrdR | transcriptional regulator NrdR
PMM0315,17,26,17,0.195,| psbB | photosystem II PsbB protein (CP47)
PMM0316,1,1,0,0.058,| PMM0316 | ferredoxin
PMM0318,1,1,1,0.024,| hemK | putative protein methyltransferase
PMM0320,11,12,11,0.5,| minE | cell division topological specificity factor MinE
PMM0321,7,9,7,0.207,| minD | putative septum site-determining protein MinD
PMM0322,1,1,1,0.041,| minC | septum site-determining protein
PMM0323,3,3,3,0.069,| PMM0323 | hypothetical protein
PMM0324,10,13,10,0.231,| ctpA | carboxyl-terminal protease
PMM0325,2,2,2,0.11,| petB | cytochrome b6
PMM0326,1,1,1,0.056,| petD | cytochrome b6-f complex subunit IV
PMM0327,3,3,3,0.069,| PMM0327 | putative neutral invertase-like protein
PMM0328,1,1,1,0.024,| FPG | formamidopyrimidine-DNA glycosylase
PMM0329,1,3,1,0.13,| psaE | photosystem I reaction center subunit IV
PMM0330,4,7,4,0.194,| PMM0330 | LysM domain-containing protein
PMM0331,3,3,2,0.054,| PMM0331 | putative aldehyde dehydrogenase
PMM0332,1,1,1,0.046,| PMM0332 | rhomboid family protein
PMM0336,2,2,0,0.041,| PMM0336 | plastoquinol terminal oxidase
PMM0338,1,1,1,0.111,| PMM0338 | hypothetical protein
PMM0340,2,2,2,0.139,| PMM0340 | hypothetical protein
PMM0341,2,3,2,0.408,| PMM0341 | hypothetical protein
PMM0343,2,2,2,0.104,| PMM0343 | mttA/Hcf106 family protein
PMM0344,1,1,1,0.152,| PMM0344 | hypothetical protein
PMM0345,3,4,3,0.228,| PMM0345 | putative bacterioferritin comigratory protein
PMM0348,1,1,1,0.165,| PMM0348 | spectrin repeat-containing protein
PMM0349,1,1,1,0.101,| PMM0349 | peptidyl-tRNA hydrolase domain protein
PMM0352,1,1,1,0.031,| PMM0352 | abortive infection protein
PMM0353,3,3,3,0.094,| PMM0353 | glycosyl transferase family protein
PMM0354,1,1,1,0.062,| PMM0354 | glycosyl transferase
PMM0355,3,3,3,0.292,| PMM0355 | hypothetical protein
PMM0356,5,5,5,0.146,"| PMM0356 | 2-hydroxy-6-oxohepta-2,4-dienoate hydrolase"
PMM0359,1,1,1,0.135,| PMM0359 | hypothetical protein
PMM0360,1,1,1,0.078,| PMM0360 | hypothetical protein
PMM0365,1,1,1,0.072,| PMM0365 | DsrE-like protein
PMM0366,2,2,2,0.157,| PMM0366 | type-1 copper (blue) domain-containing protein
PMM0367,5,7,5,0.209,| PMM0367 | hypothetical protein
PMM0370,5,6,5,0.109,"| PMM0370 | putative cyanate ABC transporter, substrate binding protein"
PMM0372,2,2,2,0.049,| PMM0372 | putative cyanate ABC transporter
PMM0373,3,3,3,0.224,| cynS | cyanate hydratase
PMM0376,1,1,1,0.098,| PMM0376 | hypothetical protein
PMM0377,3,4,3,0.494,| PMM0377 | hypothetical protein
PMM0378,1,1,1,0.111,| PMM0378 | hypothetical protein
PMM0379,2,2,2,0.172,| PMM0379 | hypothetical protein
PMM0384,2,2,2,0.018,| spnII-interrupted-C | hypothetical protein
PMM0387,1,1,1,0.055,| aroD | 3-dehydroquinate dehydratase
PMM0389,1,1,1,0.048,| cobI/cbiL | precorrin-2 C20-methyltransferase
PMM0391,1,1,1,0.015,| engA | GTP-binding protein EngA
PMM0392,2,2,2,0.056,| PMM0392 | cobalt ABC transporter permease
PMM0393,5,6,5,0.375,| PMM0393 | hypothetical protein
PMM0394,2,2,2,0.123,| PMM0394 | hypothetical protein
PMM0395,6,7,6,0.246,| PMM0395 | hypothetical protein
PMM0396,5,5,5,0.198,| proC | Delta 1-pyrroline-5-carboxylate reductase
PMM0397,2,2,2,0.052,"| PMM0397 | putative glycosyl transferase, group 1"
PMM0398,2,2,2,0.081,| PMM0398 | putative recombination protein O
PMM0399,1,1,1,0.037,| PMM0399 | putative deoxyribose-phosphate aldolase
PMM0400,2,2,2,0.134,| lrtA | light repressed protein A-like protein
PMM0401,2,2,2,0.084,| lipB | putative lipoate-protein ligase B
PMM0403,4,9,4,0.176,| PMM0403 | hypothetical protein
PMM0404,1,1,1,0.068,| PMM0404 | hypothetical protein
PMM0405,10,11,10,0.193,| pdhC | branched-chain alpha-keto acid dehydrogenase subunit E2
PMM0406,3,3,3,0.075,| queA | queuosine biosynthesis protein
PMM0407,15,21,15,0.332,| cysK1 | O-acetylserine (thiol)-lyase A
PMM0408,3,3,2,0.047,| PMM0408 | putative cystathionine gamma-synthase
PMM0409,2,2,2,0.054,| metB | putative cystathionine gamma-synthase
PMM0410,2,2,2,0.124,| rpsD | 30S ribosomal protein S4
PMM0411,1,1,1,0.192,| PMM0411 | hypothetical protein
PMM0413,1,1,1,0.02,"| murE | UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase"
PMM0414,5,5,5,0.158,| PMM0414 | putative short chain dehydrogenase
PMM0415,2,2,2,0.043,| PMM0415 | putative L-cysteine/cystine lyase
PMM0416,3,3,3,0.114,| PMM0416 | hypothetical protein
PMM0417,1,1,1,0.081,| PMM0417 | hypothetical protein
PMM0419,7,7,7,0.155,| mqo | malate:quinone oxidoreductase
PMM0420,4,4,4,0.058,| lepA | GTP-binding protein LepA
PMM0422,1,1,1,0.072,| PMM0422 | tRNA/rRNA methyltransferase (SpoU)
PMM0425,1,1,1,0.016,| PMM0425 | hypothetical protein
PMM0426,2,2,2,0.039,| PMM0426 | Sun protein (Fmu protein)
PMM0429,1,1,1,0.092,| PMM0429 | hypothetical protein
PMM0430,11,12,10,0.322,| hisF | imidazole glycerol phosphate synthase subunit HisF
PMM0433,1,1,1,0.04,| BirA | putative biotin--acetyl-CoA-carboxylase ligase
PMM0434,1,1,1,0.079,| PMM0434 | ABC transporter ATP-binding protein
PMM0435,2,2,2,0.04,| ndhB | NAD(P)H-quinone oxidoreductase subunit 2
PMM0436,3,3,3,0.037,| topA | DNA topoisomerase I
PMM0440,4,4,4,0.112,| PMM0440 | hypothetical protein
PMM0441,1,1,1,0.016,| PMM0441 | aldo/keto reductase
PMM0442,3,3,3,0.16,| ribE | riboflavin synthase subunit alpha
PMM0443,1,1,1,0.085,| PMM0443 | hypothetical protein
PMM0446,2,2,2,0.105,"| ctaC | putative cytochrome c oxidase, subunit 2"
PMM0448,1,1,1,0.039,| ctaB | putative protoheme IX farnesyltransferase
PMM0449,6,7,6,0.222,| PMM0449 | putative multidrug efflux ABC transporter
PMM0451,2,2,2,0.118,| PMM0451 | hypothetical protein
PMM0452,41,64,39,0.41,| groEL | chaperonin GroEL
PMM0453,7,7,7,0.241,| fabG | 3-oxoacyl-[acyl-carrier protein] reductase
PMM0454,3,3,3,0.148,| ispD | 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PMM0455,2,2,2,0.076,| PMM0455 | hypothetical protein
PMM0457,3,3,3,0.053,| ppx | putative exopolyphosphatase
PMM0458,2,2,2,0.074,| PMM0458 | hypothetical protein
PMM0459,3,3,3,0.12,| cobM | putative precorrin-4 C11-methyltransferase
PMM0460,1,1,1,0.024,| yvoC | prolipoprotein diacylglyceryl transferase
PMM0461,3,4,3,0.066,| petA | apocytochrome f
PMM0462,7,8,7,0.433,| petC | cytochrome b6-f complex iron-sulfur subunit
PMM0466,1,1,1,0.016,| PMM0466 | secreted protein MPB70 precursor
PMM0469,5,14,5,0.207,| psaF | photosystem I PsaF protein (subunit III)
PMM0470,1,1,1,0.025,| PMM0470 | o-sialoglycoprotein endopeptidase
PMM0472,4,5,4,0.103,| PMM0472 | CPA1 family Na+/H+ antiporter
PMM0473,8,8,8,0.151,| gltX | glutamyl-tRNA synthetase
PMM0474,2,4,2,0.323,| PMM0474 | hypothetical protein
PMM0475,5,9,5,0.294,| rplS | 50S ribosomal protein L19
PMM0477,3,3,3,0.122,| map | methionine aminopeptidase
PMM0478,2,2,2,0.11,| PMM0478 | short chain dehydrogenase
PMM0479,5,5,5,0.152,| PMM0479 | BioD-like N-terminal domain of phosphotransacetylase
PMM0480,3,5,3,0.265,| PMM0480 | hypothetical protein
PMM0481,8,9,8,0.418,| PMM0481 | putative nucleotide-binding protein
PMM0482,16,43,16,0.377,| phb | Band 7 protein
PMM0483,11,13,11,0.277,| hemL | glutamate-1-semialdehyde aminotransferase
PMM0484,3,3,3,0.11,| xthA | exodeoxyribonuclease III
PMM0485,1,1,1,0.153,| PMM0485 | hypothetical protein
PMM0486,3,4,3,0.131,| PMM0486 | hypothetical protein
PMM0487,2,2,2,0.066,| PMM0487 | hypothetical protein
PMM0489,3,3,3,0.047,"| futB,hitB | putative iron ABC transporter"
PMM0490,5,5,5,0.115,| PMM0490 | hypothetical protein
PMM0491,1,1,1,0.073,| phhB | pterin-4-alpha-carbinolamine dehydratase
PMM0492,2,2,2,0.099,| PMM0492 | hypothetical protein
PMM0493,10,10,9,0.182,| cxp | carboxypeptidase Taq (M32) metallopeptidase
PMM0494,9,10,9,0.374,| ppa | putative inorganic pyrophosphatase
PMM0495,8,11,8,0.253,| hemC | porphobilinogen deaminase
PMM0496,7,7,7,0.194,| sigA | RNA polymerase sigma factor RpoD
PMM0498,1,1,1,0.033,| PMM0498 | hypothetical protein
PMM0499,5,5,5,0.158,| argB | acetylglutamate kinase
PMM0501,2,3,2,0.383,| PMM0501 | hypothetical protein
PMM0502,3,3,3,0.235,| PMM0502 | hypothetical protein
PMM0503,3,3,2,0.093,| PMM0503 | precorrin-6X reductase
PMM0504,1,1,0,0.065,| PMM0504 | CutA1 divalent ion tolerance protein
PMM0505,2,2,2,0.05,| PMM0505 | carbohydrate kinase
PMM0506,9,11,9,0.225,"| purA,adeK | adenylosuccinate synthetase"
PMM0507,5,9,5,0.269,| psb27 | putative photosystem II reaction center Psb27 protein
PMM0508,6,6,6,0.097,| proS | prolyl-tRNA synthetase
PMM0509,2,2,2,0.147,| PMM0509 | resolvase
PMM0511,2,2,2,0.11,| ppa | inorganic pyrophosphatase
PMM0512,1,1,1,0.074,| PMM0512 | putative arsenate reductase
PMM0513,1,1,1,0.039,| lepB | Signal peptidase I
PMM0514,4,4,4,0.096,| PMM0514 | putative dihydroorotase
PMM0515,11,12,10,0.188,| cobC | putative alpha-ribazole-5'-P phosphatase
PMM0516,1,1,0,0.02,| PMM0516 | membrane-associated protease
PMM0519,10,15,10,0.231,| tal | transaldolase B
PMM0520,5,5,5,0.106,| PMM0520 | NAD binding site
PMM0521,3,6,3,0.17,| frr | ribosome recycling factor
PMM0522,1,1,1,0.094,| pyrH | uridylate kinase
PMM0523,2,2,2,0.087,| cobO | cob(I)alamin adenosyltransferase
PMM0524,1,1,1,0.021,| PMM0524 | phage integrase family protein
PMM0525,2,2,2,0.056,| hemH | ferrochelatase
PMM0526,13,14,12,0.191,| ilvH | acetolactate synthase 3 catalytic subunit
PMM0527,3,3,3,0.145,| PMM0527 | hypothetical protein
PMM0528,1,1,1,0.038,| PMM0528 | hypothetical protein
PMM0529,2,2,2,0.05,| PMM0529 | hypothetical protein
PMM0530,4,4,4,0.089,"| rps1b | 30S ribosomal protein S1 homolog B, putative Nbp1"
PMM0531,7,7,7,0.279,| PMM0531 | creatininase
PMM0533,4,4,4,0.11,| PMM0533 | hypothetical protein
PMM0534,3,3,3,0.096,| accA | acetyl-CoA carboxylase carboxyltransferase subunit alpha
PMM0536,2,2,1,0.061,| folE | putative GTP cyclohydrolase I
PMM0537,3,4,3,0.077,| trpF | phosphoribosylanthranilate isomerase
PMM0538,3,3,3,0.066,| PMM0538 | hypothetical protein
