ProteinID,Alignments,SpecCounts,Unique,Coverage,Description,,,,
PMM0270,1,1,1,0.037,| CobS | cobalamin-5-phosphate synthase CobS,,,,
PMM0273,1,1,1,0.039,| PMM0273 | putative oxidoreductase,,,,
PMM0274,4,4,4,0.076,| PMM0274 | hypothetical protein,,,,
PMM0275,1,1,1,0.043,| pyrE | orotate phosphoribosyltransferase,,,,
PMM0276,3,3,3,0.089,| PMM0276 | hypothetical protein,,,,
PMM0277,2,2,2,0.034,| PMM0277 | putative nuclease (RecB family),,,,
PMM0278,8,8,8,0.163,| PMM0278 | phosphotransferase superclass,,,,
PMM0279,1,1,1,0.047,| PMM0279 | hypothetical protein,,,,
PMM0281,1,2,1,0.04,| hisB | imidazoleglycerol-phosphate dehydratase,,,,
PMM0282,8,10,8,0.288,| fabI | enoyl-(acyl carrier protein) reductase,,,,
PMM0284,4,4,4,0.077,| degT | putative pleiotropic regulatory protein,,,,
PMM0285,2,2,2,0.029,| phr | putative DNA photolyase,,,,
PMM0286,2,2,2,0.075,| PMM0286 | NUDIX hydrolase,,,,
PMM0287,2,2,0,0.086,| folK | 2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,,,,
PMM0288,1,1,1,0.012,| chlD | protoporphyrin IX magnesium chelatase subunit ChlD,,,,
PMM0289,1,1,1,0.043,| PMM0289 | putative ABC transporter,,,,
PMM0290,2,2,2,0.081,| PMM0290 | ABC transporter ATP-binding protein,,,,
PMM0291,1,1,1,0.018,| PMM0291 | hypothetical protein,,,,
PMM0292,2,3,2,0.091,| ndhJ | NADH dehydrogenase subunit J,,,,
PMM0294,1,1,1,0.058,| ndhC | NADH dehydrogenase subunit A,,,,
PMM0298,1,1,1,0.277,| psbF | cytochrome b559 subunit beta,,,,
PMM0301,5,5,5,0.153,| PMM0301 | 5'-methylthioadenosine phosphorylase,,,,
PMM0302,5,6,5,0.07,| selD | selenide,water dikinase,,,
PMM0306,2,2,2,0.044,| cpeS | phycoerythrin linker protein CpeS-like protein,,,,
PMM0310,1,1,1,0.02,| PMM0310 | carbohydrate kinase,,,,
PMM0311,6,7,6,0.121,| metK | S-adenosylmethionine synthetase,,,,
PMM0312,11,12,11,0.275,| rps1a | 30S ribosomal protein S1,,,,
PMM0313,2,3,2,0.101,| nrdR | transcriptional regulator NrdR,,,,
PMM0315,13,19,13,0.174,| psbB | photosystem II PsbB protein (CP47),,,,
PMM0317,1,1,1,0.18,| psbM | photosystem II reaction center protein M,,,,
PMM0319,1,1,1,0.062,| PMM0319 | hypothetical protein,,,,
PMM0320,10,10,10,0.491,| minE | cell division topological specificity factor MinE,,,,
PMM0321,4,5,4,0.144,| minD | putative septum site-determining protein MinD,,,,
PMM0322,2,2,2,0.086,| minC | septum site-determining protein,,,,
PMM0323,3,5,3,0.067,| PMM0323 | hypothetical protein,,,,
PMM0324,6,8,6,0.142,| ctpA | carboxyl-terminal protease,,,,
PMM0327,2,2,2,0.044,| PMM0327 | putative neutral invertase-like protein,,,,
PMM0328,1,1,1,0.024,| FPG | formamidopyrimidine-DNA glycosylase,,,,
PMM0329,1,1,1,0.13,| psaE | photosystem I reaction center subunit IV,,,,
PMM0330,2,5,2,0.071,| PMM0330 | LysM domain-containing protein,,,,
PMM0331,2,2,2,0.037,| PMM0331 | putative aldehyde dehydrogenase,,,,
PMM0333,1,1,1,0.031,| rimI | GCN5-related N-acetyltransferase,,,,
PMM0338,2,2,2,0.121,| PMM0338 | hypothetical protein,,,,
PMM0340,1,1,1,0.054,| PMM0340 | hypothetical protein,,,,
PMM0341,2,2,2,0.408,| PMM0341 | hypothetical protein,,,,
PMM0343,1,2,1,0.104,| PMM0343 | mttA/Hcf106 family protein,,,,
PMM0345,1,1,1,0.067,| PMM0345 | putative bacterioferritin comigratory protein,,,,
PMM0353,2,2,2,0.058,| PMM0353 | glycosyl transferase family protein,,,,
PMM0354,1,1,1,0.043,| PMM0354 | glycosyl transferase,,,,
PMM0355,3,3,3,0.292,| PMM0355 | hypothetical protein,,,,
PMM0356,4,4,4,0.117,| PMM0356 | 2-hydroxy-6-oxohepta-2,4-dienoate hydrolase,,,
PMM0359,1,1,1,0.135,| PMM0359 | hypothetical protein,,,,
PMM0360,1,1,1,0.078,| PMM0360 | hypothetical protein,,,,
PMM0366,1,1,1,0.045,| PMM0366 | type-1 copper (blue) domain-containing protein,,,,
PMM0367,3,4,3,0.101,| PMM0367 | hypothetical protein,,,,
PMM0370,1,1,1,0.023,| PMM0370 | putative cyanate ABC transporter, substrate binding protein,,,
PMM0372,2,2,2,0.049,| PMM0372 | putative cyanate ABC transporter,,,,
PMM0373,1,1,1,0.088,| cynS | cyanate hydratase,,,,
PMM0377,2,2,2,0.287,| PMM0377 | hypothetical protein,,,,
PMM0379,2,3,2,0.172,| PMM0379 | hypothetical protein,,,,
PMM0384,4,4,4,0.045,| spnII-interrupted-C | hypothetical protein,,,,
PMM0387,1,1,1,0.055,| aroD | 3-dehydroquinate dehydratase,,,,
PMM0389,1,1,1,0.032,| cobI/cbiL | precorrin-2 C20-methyltransferase,,,,
PMM0391,1,1,1,0.015,| engA | GTP-binding protein EngA,,,,
PMM0392,2,2,2,0.066,| PMM0392 | cobalt ABC transporter permease,,,,
PMM0393,4,6,4,0.375,| PMM0393 | hypothetical protein,,,,
PMM0394,1,1,1,0.061,| PMM0394 | hypothetical protein,,,,
PMM0395,1,1,1,0.068,| PMM0395 | hypothetical protein,,,,
PMM0396,5,5,5,0.198,| proC | Delta 1-pyrroline-5-carboxylate reductase,,,,
PMM0397,1,1,1,0.018,| PMM0397 | putative glycosyl transferase, group 1,,,
PMM0398,2,2,2,0.081,| PMM0398 | putative recombination protein O,,,,
PMM0399,1,1,1,0.037,| PMM0399 | putative deoxyribose-phosphate aldolase,,,,
PMM0401,1,1,1,0.042,| lipB | putative lipoate-protein ligase B,,,,
PMM0403,4,7,4,0.176,| PMM0403 | hypothetical protein,,,,
PMM0405,5,6,5,0.125,| pdhC | branched-chain alpha-keto acid dehydrogenase subunit E2,,,,
PMM0406,3,3,3,0.064,| queA | queuosine biosynthesis protein,,,,
PMM0407,11,17,11,0.287,| cysK1 | O-acetylserine (thiol)-lyase A,,,,
PMM0408,2,2,2,0.035,| PMM0408 | putative cystathionine gamma-synthase,,,,
PMM0409,1,1,1,0.034,| metB | putative cystathionine gamma-synthase,,,,
PMM0410,1,1,1,0.035,| rpsD | 30S ribosomal protein S4,,,,
PMM0411,1,1,1,0.192,| PMM0411 | hypothetical protein,,,,
PMM0413,1,1,1,0.02,| murE | UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase,,,
PMM0414,3,4,3,0.141,| PMM0414 | putative short chain dehydrogenase,,,,
PMM0415,2,2,2,0.043,| PMM0415 | putative L-cysteine/cystine lyase,,,,
PMM0416,2,2,2,0.068,| PMM0416 | hypothetical protein,,,,
PMM0419,5,6,5,0.105,| mqo | malate:quinone oxidoreductase,,,,
PMM0420,4,5,3,0.06,| lepA | GTP-binding protein LepA,,,,
PMM0422,1,1,1,0.072,| PMM0422 | tRNA/rRNA methyltransferase (SpoU),,,,
PMM0426,1,1,1,0.021,| PMM0426 | Sun protein (Fmu protein),,,,
PMM0430,5,5,4,0.153,| hisF | imidazole glycerol phosphate synthase subunit HisF,,,,
PMM0431,2,2,2,0.069,| PMM0431 | hypothetical protein,,,,
PMM0434,1,1,1,0.039,| PMM0434 | ABC transporter ATP-binding protein,,,,
PMM0435,2,2,2,0.04,| ndhB | NAD(P)H-quinone oxidoreductase subunit 2,,,,
PMM0436,6,6,6,0.071,| topA | DNA topoisomerase I,,,,
PMM0440,3,3,3,0.085,| PMM0440 | hypothetical protein,,,,
PMM0442,1,1,1,0.046,| ribE | riboflavin synthase subunit alpha,,,,
PMM0446,2,2,2,0.109,| ctaC | putative cytochrome c oxidase, subunit 2,,,
PMM0448,1,1,1,0.039,| ctaB | putative protoheme IX farnesyltransferase,,,,
PMM0449,4,5,4,0.151,| PMM0449 | putative multidrug efflux ABC transporter,,,,
PMM0451,2,2,2,0.118,| PMM0451 | hypothetical protein,,,,
PMM0452,34,46,33,0.386,| groEL | chaperonin GroEL,,,,
PMM0453,4,4,4,0.153,| fabG | 3-oxoacyl-[acyl-carrier protein] reductase,,,,
PMM0454,2,2,2,0.081,| ispD | 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,,,
PMM0455,2,2,2,0.069,| PMM0455 | hypothetical protein,,,,
PMM0457,2,2,2,0.03,| ppx | putative exopolyphosphatase,,,,
PMM0458,1,1,1,0.061,| PMM0458 | hypothetical protein,,,,
PMM0459,4,4,3,0.147,| cobM | putative precorrin-4 C11-methyltransferase,,,,
PMM0461,3,4,3,0.117,| petA | apocytochrome f,,,,
PMM0462,2,3,2,0.163,| petC | cytochrome b6-f complex iron-sulfur subunit,,,,
PMM0466,1,1,1,0.016,| PMM0466 | secreted protein MPB70 precursor,,,,
PMM0467,1,1,1,0.038,| gmk | guanylate kinase,,,,
PMM0469,4,11,4,0.196,| psaF | photosystem I PsaF protein (subunit III),,,,
PMM0470,1,1,1,0.025,| PMM0470 | o-sialoglycoprotein endopeptidase,,,,
PMM0472,2,2,2,0.048,| PMM0472 | CPA1 family Na+/H+ antiporter,,,,
PMM0473,4,5,4,0.088,| gltX | glutamyl-tRNA synthetase,,,,
PMM0474,3,4,3,0.516,| PMM0474 | hypothetical protein,,,,
PMM0475,1,3,1,0.094,| rplS | 50S ribosomal protein L19,,,,
PMM0477,1,1,1,0.057,| map | methionine aminopeptidase,,,,
PMM0479,7,7,7,0.22,| PMM0479 | BioD-like N-terminal domain of phosphotransacetylase,,,,
PMM0480,2,2,2,0.071,| PMM0480 | hypothetical protein,,,,
PMM0481,7,8,7,0.321,| PMM0481 | putative nucleotide-binding protein,,,,
PMM0482,9,34,9,0.332,| phb | Band 7 protein,,,,
PMM0483,6,8,6,0.169,| hemL | glutamate-1-semialdehyde aminotransferase,,,,
PMM0484,4,4,4,0.153,| xthA | exodeoxyribonuclease III,,,,
PMM0486,5,7,5,0.186,| PMM0486 | hypothetical protein,,,,
PMM0487,4,4,4,0.091,| PMM0487 | hypothetical protein,,,,
PMM0489,3,3,3,0.055,| futB,hitB | putative iron ABC transporter,,,
PMM0490,4,4,4,0.124,| PMM0490 | hypothetical protein,,,,
PMM0491,1,1,1,0.073,| phhB | pterin-4-alpha-carbinolamine dehydratase,,,,
PMM0492,4,4,4,0.267,| PMM0492 | hypothetical protein,,,,
PMM0493,7,7,6,0.116,| cxp | carboxypeptidase Taq (M32) metallopeptidase,,,,
PMM0494,3,4,3,0.144,| ppa | putative inorganic pyrophosphatase,,,,
PMM0495,7,9,7,0.209,| hemC | porphobilinogen deaminase,,,,
PMM0496,5,5,5,0.106,| sigA | RNA polymerase sigma factor RpoD,,,,
PMM0498,2,2,2,0.035,| PMM0498 | hypothetical protein,,,,
PMM0499,3,3,3,0.085,| argB | acetylglutamate kinase,,,,
PMM0501,1,1,1,0.15,| PMM0501 | hypothetical protein,,,,
PMM0502,2,2,2,0.134,| PMM0502 | hypothetical protein,,,,
PMM0505,3,3,3,0.047,| PMM0505 | carbohydrate kinase,,,,
PMM0506,10,11,10,0.165,| purA,adeK | adenylosuccinate synthetase,,,
PMM0507,6,8,6,0.207,| psb27 | putative photosystem II reaction center Psb27 protein,,,,
PMM0508,6,6,6,0.093,| proS | prolyl-tRNA synthetase,,,,
PMM0511,3,3,3,0.115,| ppa | inorganic pyrophosphatase,,,,
PMM0512,1,1,1,0.074,| PMM0512 | putative arsenate reductase,,,,
PMM0514,3,3,3,0.046,| PMM0514 | putative dihydroorotase,,,,
PMM0515,7,8,7,0.149,| cobC | putative alpha-ribazole-5'-P phosphatase,,,,
PMM0516,2,3,1,0.038,| PMM0516 | membrane-associated protease,,,,
PMM0519,9,11,9,0.201,| tal | transaldolase B,,,,
PMM0520,5,5,5,0.111,| PMM0520 | NAD binding site,,,,
PMM0521,4,6,4,0.17,| frr | ribosome recycling factor,,,,
PMM0523,1,1,1,0.035,| cobO | cob(I)alamin adenosyltransferase,,,,
PMM0524,1,1,1,0.021,| PMM0524 | phage integrase family protein,,,,
PMM0526,12,12,12,0.17,| ilvH | acetolactate synthase 3 catalytic subunit,,,,
PMM0527,1,1,1,0.068,| PMM0527 | hypothetical protein,,,,
PMM0529,3,3,3,0.076,| PMM0529 | hypothetical protein,,,,
PMM0530,3,3,3,0.067,| rps1b | 30S ribosomal protein S1 homolog B, putative Nbp1,,,
PMM0531,1,1,1,0.038,| PMM0531 | creatininase,,,,
PMM0533,3,3,3,0.084,| PMM0533 | hypothetical protein,,,,
PMM0535,1,1,1,0.06,| PMM0535 | short chain dehydrogenase,,,,
PMM0536,2,2,1,0.061,| folE | putative GTP cyclohydrolase I,,,,
PMM0537,1,2,1,0.041,| trpF | phosphoribosylanthranilate isomerase,,,,
PMM0538,2,2,2,0.037,| PMM0538 | hypothetical protein,,,,
