Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja02-20170410,Area etnp-ja02-20170410,#Peptides,#Unique,#Spec etnp-ja02-20170410,PTM,Avg. Mass,Description
23,133848,NP_85,215.55,56,56,3.07E7,31,31,40,Oxidation (M),18036,Cytochrome c-550 precursor
23,133849,ETNP14_68,215.55,56,56,3.07E7,31,31,40,Oxidation (M),18007,Cytochrome c-550 precursor
23,133850,ETNP_100,215.55,56,56,3.07E7,31,31,40,Oxidation (M),18007,Cytochrome c-550 precursor
28,24996,WP_036913864,210.60,37,37,2.83E6,23,2,33,Oxidation (M),29231,photosystem II manganese-stabilizing polypeptide Prochlorococcus
14,102369,ETNP_120,205.54,39,39,,40,0,56,Oxidation (M),15617,hypothetical protein
14,102369,ETNP_120,205.54,39,39,,40,0,56,Oxidation (M),15617,hypothetical protein
14,102370,ETNP_90,205.54,39,39,,40,0,56,Oxidation (M),15617,hypothetical protein
14,133862,ETNP_100,205.54,39,39,,40,0,56,Oxidation (M),15617,hypothetical protein
25,101734,|#CONTAM#TRYP_PIG|,204.67,48,48,3.94E8,16,16,38,Carbamidomethylation; Oxidation (M),24409,sp|#CONTAM#TRYP_PIG|
34,96,WP_011129980,194.40,35,35,1.24E6,15,1,29,Carbamidomethylation,52689,glutamine synthetase Prochlorococcus marinus
34,97,WP_036915357,194.40,35,35,1.24E6,15,1,29,Carbamidomethylation,52679,glutamine synthetase Prochlorococcus sp MIT 0701
31,101796,ETNP_100,193.84,40,40,5.4E6,15,3,31,,51643,Glutamine synthetase
12,132,XP_003062500,190.54,45,45,3.95E4,53,2,60,Carbamidomethylation; Oxidation (M),49730,alpha tubulin  Micromonas pusilla CCMP1545
12,133,XP_003058621,190.54,45,45,3.95E4,53,2,60,Carbamidomethylation; Oxidation (M),49730,alpha tubulin  Micromonas pusilla CCMP1545
11,101886,ETNP14_68,190.49,79,79,2.77E6,51,8,65,Oxidation (M),13363,hypothetical protein
37,101758,ETNP_110,189.02,42,42,,12,0,27,Carbamidomethylation,45186,Glutamine synthetase
15,151,XP_003080933,187.29,39,39,,48,0,55,Carbamidomethylation; Oxidation (M),52460,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
27,102022,ETNP_90,185.83,46,46,1.25E7,27,18,34,Oxidation (M),18490,C-phycoerythrin class 2 subunit beta
17,152,XP_003082284,183.50,38,38,,46,0,52,Carbamidomethylation; Oxidation (M),50099,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
29,133841,ETNP14_68,181.97,72,72,,17,0,33,Carbamidomethylation; Oxidation (M),15623,Photosystem I reaction center subunit II
3,167,WP_011130763,181.96,66,66,8.1E6,35,9,61,Oxidation (M),9826,DNA-binding protein Prochlorococcus
30,133832,ETNP_90,181.25,78,78,8.5E6,16,2,32,Carbamidomethylation; Oxidation (M),15726,Photosystem I reaction center subunit II
36,101787,ETNP14_68,175.86,92,92,,21,0,28,,10831,10 kDa chaperonin
36,101784,ETNP_90,175.86,92,92,,21,0,28,,10831,10 kDa chaperonin
36,101785,ETNP_100,175.86,92,92,,21,0,28,,10831,10 kDa chaperonin
36,101786,ETNP_110,175.86,92,92,,21,0,28,,10831,10 kDa chaperonin
36,101788,ETNP_160,175.86,81,81,,21,0,28,,12462,10 kDa chaperonin
36,101789,ETNP_90,175.86,81,81,,21,0,28,,12462,10 kDa chaperonin
21,102172,ETNP14_68,171.71,60,60,1.42E6,34,1,48,Oxidation (M),12780,hypothetical protein
18,101872,CAK24354.1,168.50,64,64,1.04E6,28,2,50,Oxidation (M),9855,DNA-binding protein HU [Synechococcus sp. WH 7803]
18,101873,ETNP_100,168.50,64,64,1.04E6,28,2,50,Oxidation (M),9840,DNA-binding protein HU
18,101874,ETNP_140,168.50,64,64,1.04E6,28,2,50,Oxidation (M),9840,DNA-binding protein HU
18,101875,ETNP_90,168.50,64,64,1.04E6,28,2,50,Oxidation (M),9840,DNA-binding protein HU
18,304,WP_028952679,168.50,64,64,1.04E6,28,2,50,Oxidation (M),9798,DNA-binding protein Synechococcus
18,101901,ETNP_120,168.50,64,64,1.04E6,28,2,50,Oxidation (M),9884,DNA-binding protein HU 1
18,101902,ETNP_100,168.50,64,64,1.04E6,28,2,50,Oxidation (M),9884,DNA-binding protein HU 1
18,101903,ETNP_90,168.50,64,64,1.04E6,28,2,50,Oxidation (M),9884,DNA-binding protein HU 1
38,101833,ETNP_140,166.78,92,92,1.7E6,20,1,27,,10815,10 kDa chaperonin
38,101834,ETNP_120,166.78,81,81,1.7E6,20,1,27,,12446,10 kDa chaperonin
38,101835,ETNP_100,166.78,81,81,1.7E6,20,1,27,,12446,10 kDa chaperonin
42,101753,CAK24425.1,162.90,79,79,,18,0,24,,10774,10 kDa chaperonin (Protein Cpn10) (groES protein) [Synechococcus sp. WH 7803]
51,101817,CAK22918.1,162.83,35,35,2.47E6,18,8,22,,17825,C-phycoerythrin class II alpha chain [Synechococcus sp. WH 7803]
33,101938,ETNP14_68,162.68,38,38,1.33E5,22,1,29,Carbamidomethylation,37294,General L-amino acid-binding periplasmic protein AapJ precursor
32,100,WP_011282064,161.36,42,42,,24,0,30,Carbamidomethylation,37685,amino acid ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
26,493,WP_038548030,159.45,44,44,,24,0,34,Carbamidomethylation,12865,AbrB family transcriptional regulator Synechococcus sp KORDI-100
35,102137,ETNP14_68,158.75,40,40,,22,0,28,Carbamidomethylation,37467,General L-amino acid-binding periplasmic protein AapJ precursor
60,133860,ETNP14_68,156.46,47,47,1.64E7,16,15,20,,19236,Secreted effector protein pipB2
71,133839,ETNP14_68,155.55,49,49,1.26E7,13,10,17,Carbamidomethylation; Oxidation (M),16351,hypothetical protein
52,41,WP_036905521,154.62,75,75,,16,0,22,,10891,chaperonin Prochlorococcus
52,101746,WP_011295315.1,154.62,75,75,,16,0,22,,10877,co-chaperone GroES [Prochlorococcus marinus]
52,101747,ETNP_70,154.62,75,75,,16,0,22,,10877,10 kDa chaperonin
53,101759,ETNP14_68,154.13,79,79,,17,0,22,,10829,10 kDa chaperonin
22,75,WP_011130818,153.02,84,84,,17,0,22,,10889,molecular chaperone GroES Prochlorococcus
22,101791,ETNP_90,153.02,84,84,,17,0,22,,10889,10 kDa chaperonin
69,25099,WP_036913959,152.59,34,34,1.83E6,10,1,18,,13062,photosystem II complex extrinsic protein precursor U Prochlorococcus
39,102129,ETNP14_68,151.25,32,32,,20,0,26,Carbamidomethylation,37979,General L-amino acid-binding periplasmic protein AapJ precursor
79,21,WP_011127938,150.40,23,23,,10,0,14,,52468,glutamine synthetase Synechococcus sp WH 8102
57,101793,ETNP_90,150.24,81,81,,16,0,21,,10903,10 kDa chaperonin
40,101885,ETNP14_120,148.66,34,34,,17,0,24,Carbamidomethylation,37337,General L-amino acid-binding periplasmic protein AapJ precursor
49,101939,ETNP14_68,148.04,54,54,,16,0,22,Carbamidomethylation,19715,General L-amino acid-binding periplasmic protein AapJ precursor
45,102124,ETNP14_68,147.30,42,42,,18,0,23,Carbamidomethylation,27000,General L-amino acid-binding periplasmic protein AapJ precursor
61,101773,ETNP_120,145.94,83,83,,15,0,20,,10831,10 kDa chaperonin
61,101772,ETNP14_68,145.94,83,83,,15,0,20,,10831,10 kDa chaperonin
48,102119,ETNP14_68,145.90,50,50,,17,0,22,Carbamidomethylation,22930,General L-amino acid-binding periplasmic protein AapJ precursor
47,461,XP_002180656,145.39,18,18,6.92E4,22,1,23,Carbamidomethylation; Oxidation (M),49747,predicted protein  Phaeodactylum tricornutum CCAP 1055
46,133838,NP_85,145.31,32,32,,18,0,23,Carbamidomethylation,36415,General L-amino acid-binding periplasmic protein AapJ precursor
75,101760,WP_011823483.1,143.94,21,21,,9,0,15,Carbamidomethylation,52655,type I glutamate--ammonia ligase [Prochlorococcus marinus]
75,17,WP_038652138,143.94,21,21,,9,0,15,Carbamidomethylation,52654,glutamine synthetase Prochlorococcus sp MIT 0801
80,133864,ETNP_100,142.25,27,27,,13,0,14,Carbamidomethylation,30921,General L-amino acid-binding periplasmic protein AapJ precursor
59,102142,SAR11,142.12,26,26,,14,0,20,Carbamidomethylation,38010,Putative amino-acid ABC transporter-binding protein YhdW
59,102143,SAR11,142.12,26,26,,14,0,20,Carbamidomethylation,38368,Putative amino-acid ABC transporter-binding protein YhdW
59,102144,SAR11,142.12,26,26,,14,0,20,Carbamidomethylation,38623,Putative amino-acid ABC transporter-binding protein YhdW
59,133835,ETNP_120,142.12,27,27,,14,0,20,Carbamidomethylation,37469,General L-amino acid-binding periplasmic protein AapJ precursor
50,101933,SAR11,141.23,29,29,,17,0,22,Carbamidomethylation,37561,Putative amino-acid ABC transporter-binding protein YhdW
56,102130,ETNP14_120,141.16,27,27,,16,0,21,Carbamidomethylation,37502,General L-amino acid-binding periplasmic protein AapJ precursor
84,134016,ETNP_100,141.11,59,59,3.9E6,11,2,13,,8598,Acyl carrier protein
84,134017,ETNP14_68,141.11,59,59,3.9E6,11,2,13,,8598,Acyl carrier protein
84,134018,ETNP_160,141.11,53,53,3.9E6,11,2,13,,9468,Acyl carrier protein
84,134019,ETNP_140,141.11,53,53,3.9E6,11,2,13,,9498,Acyl carrier protein
84,134020,ETNP_90,141.11,53,53,3.9E6,11,2,13,,9498,Acyl carrier protein
44,101934,ETNP14_120,140.59,32,32,,17,0,23,Carbamidomethylation,37413,General L-amino acid-binding periplasmic protein AapJ precursor
62,133852,ETNP14_68,138.50,30,30,,14,0,19,Carbamidomethylation,32890,General L-amino acid-binding periplasmic protein AapJ precursor
65,24970,WP_018047900,136.90,8,8,7.8E6,13,5,18,Oxidation (M),133487,hypothetical protein Nitrospina sp AB-629-B18
63,133863,ETNP14_120,136.76,42,42,,14,0,19,Carbamidomethylation,22916,General L-amino acid-binding periplasmic protein AapJ precursor
43,101811,ETNP_100,136.30,56,56,1.4E7,19,15,23,,14624,Tubulin/FtsZ family  GTPase domain
67,102096,ETNP_120,135.52,48,48,,17,0,18,Carbamidomethylation; Oxidation (M),14995,hypothetical protein
67,102097,ETNP_120,135.52,46,46,,17,0,18,Carbamidomethylation; Oxidation (M),15516,hypothetical protein
72,101730,ETNP_100,134.70,19,19,3.91E6,15,4,16,,57358,60 kDa chaperonin 1
72,101731,ETNP_90,134.70,19,19,3.91E6,15,4,16,,57358,60 kDa chaperonin 1
72,101728,ETNP_90,134.70,19,19,3.91E6,15,4,16,,57387,60 kDa chaperonin 1
72,101729,ETNP_120,134.70,19,19,3.91E6,15,4,16,,57387,60 kDa chaperonin 1
72,6,WP_036912335,134.70,19,19,3.91E6,15,4,16,,57393,molecular chaperone GroEL Prochlorococcus
72,7,WP_011130817,134.70,19,19,3.91E6,15,4,16,,57397,molecular chaperone GroEL Prochlorococcus marinus
72,101725,ETNP14_68,134.70,19,19,3.91E6,15,4,16,,57434,60 kDa chaperonin 1
76,102167,ETNP14_120,134.54,46,46,5.82E5,13,1,14,Carbamidomethylation,19778,General L-amino acid-binding periplasmic protein AapJ precursor
54,134309,CAK22623.1,133.67,40,40,5.54E6,10,1,11,,8641,Acyl carrier protein [Synechococcus sp. WH 7803]
54,25692,WP_007099572,133.67,40,40,5.54E6,10,1,11,,8641,acyl carrier protein Synechococcus
54,134310,ETNP_120,133.67,40,40,5.54E6,10,1,11,,8658,Acyl carrier protein
54,25694,WP_011131320,133.67,40,40,5.54E6,10,1,11,,8658,acyl carrier protein Prochlorococcus
54,134311,ETNP_100,133.67,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
54,134312,NP_30,133.67,36,36,5.54E6,10,1,11,,9512,Acyl carrier protein
54,134313,ETNP_90,133.67,36,36,5.54E6,10,1,11,,9518,Acyl carrier protein
54,134314,NP_85,133.67,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
54,134315,ETNP_110,133.67,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
54,134316,ETNP14_68,133.67,36,36,5.54E6,10,1,11,,9503,Acyl carrier protein
54,134317,ETNP_120,133.67,36,36,5.54E6,10,1,11,,9503,Acyl carrier protein
54,134318,ETNP_90,133.67,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
54,134319,ETNP_120,133.67,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
82,133988,ETNP_100,133.55,32,32,1.25E7,12,12,13,Carbamidomethylation,16306,hypothetical protein
66,102462,ETNP14_68,131.65,42,42,8.92E6,15,12,18,Carbamidomethylation,27433,Photosystem II manganese-stabilizing polypeptide precursor
55,133842,NP_85,130.61,40,40,1.81E7,20,19,21,Carbamidomethylation; Oxidation (M),49419,Selenate reductase subunit beta
55,133843,ETNP14_68,130.61,40,40,1.81E7,20,19,21,Carbamidomethylation; Oxidation (M),49437,Selenate reductase subunit beta
55,24976,WP_018047899,130.61,40,40,1.81E7,20,19,21,Carbamidomethylation; Oxidation (M),49419,hypothetical protein Nitrospina sp AB-629-B18
58,339,WP_038543623,130.26,32,32,,16,0,20,Carbamidomethylation,12811,AbrB family transcriptional regulator Synechococcus sp KORDI-100
64,101841,ETNP_90,130.22,21,21,,10,0,19,Carbamidomethylation,52721,Glutamine synthetase
70,252,WP_027307190,129.85,20,20,0E0,12,1,17,Carbamidomethylation,37246,amino acid ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
81,101846,ETNP_120,125.17,56,56,,11,0,14,,10845,10 kDa chaperonin
77,133876,ETNP_120,122.48,17,17,2.6E6,9,1,14,,39122,Chlorate reductase subunit gamma precursor
68,101859,ETNP_90,122.37,78,78,1.49E7,14,14,18,Oxidation (M),10552,Major carboxysome shell protein 1A
68,133877,ETNP_120,122.37,78,78,1.49E7,14,14,18,Oxidation (M),10552,Major carboxysome shell protein 1A
68,101862,ETNP14_68,122.37,78,78,1.49E7,14,14,18,Oxidation (M),10552,Major carboxysome shell protein 1A
68,133878,ETNP_100,122.37,78,78,1.49E7,14,14,18,Oxidation (M),10552,Major carboxysome shell protein 1A
68,101860,ETNP_160,122.37,78,78,1.49E7,14,14,18,Oxidation (M),10552,Major carboxysome shell protein 1A
68,101865,ETNP_110,122.37,78,78,1.49E7,14,14,18,Oxidation (M),10552,Major carboxysome shell protein 1A
118,133853,ETNP_100,121.71,36,36,4.82E6,6,1,8,Carbamidomethylation,23940,Photosystem I reaction center subunit III precursor
78,102334,ETNP_100,119.23,73,73,9.07E5,12,2,14,Oxidation (M),8411,hypothetical protein
73,133880,ETNP_120,116.28,79,79,3.22E7,10,10,16,,5091,hypothetical protein
86,133871,NP_85,115.74,8,8,2.78E4,9,1,12,Oxidation (M),95451,Perchlorate reductase subunit alpha precursor
86,133872,ETNP14_120,115.74,8,8,2.78E4,9,1,12,Oxidation (M),96721,Perchlorate reductase subunit alpha precursor
83,133888,ETNP14_68,115.60,45,45,2.5E5,10,2,13,Carbamidomethylation,15614,Photosystem I reaction center subunit II
143,26128,WP_011825073,112.70,25,25,4E5,6,6,6,Carbamidomethylation,8398,hypothetical protein Prochlorococcus
143,134624,ETNP_120,112.70,25,25,4E5,6,6,6,Carbamidomethylation,8398,CP12 domain protein
143,26130,WP_011130909,112.70,25,25,4E5,6,6,6,Carbamidomethylation,8412,hypothetical protein Prochlorococcus marinus
143,134625,ETNP_120,112.70,25,25,4E5,6,6,6,Carbamidomethylation,8327,CP12 domain protein
143,134626,ETNP_110,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10616,CP12 domain protein
143,134627,ETNP_100,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10616,CP12 domain protein
143,134628,ETNP_90,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10616,CP12 domain protein
143,134629,ETNP_100,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10766,CP12 domain protein
143,134630,ETNP_120,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10616,CP12 domain protein
143,134631,ETNP_90,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10766,CP12 domain protein
143,134632,ETNP14_68,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10766,CP12 domain protein
143,134633,ETNP_120,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10616,CP12 domain protein
143,134634,ETNP_100,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10616,CP12 domain protein
143,134635,ETNP_100,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10766,CP12 domain protein
143,134636,ETNP_110,112.70,19,19,4E5,6,6,6,Carbamidomethylation,10766,CP12 domain protein
99,101790,WP_011376435.1,111.44,20,20,,9,0,11,,52810,type I glutamate--ammonia ligase [Prochlorococcus marinus]
99,29,WP_042850333,111.44,20,20,,9,0,11,,52814,glutamine synthetase Prochlorococcus sp MIT 0604
89,101895,CAK23773.1,111.35,20,20,,10,0,12,,52509,Glutamine synthetase  glutamate ammonia ligase [Synechococcus sp. WH 7803]
141,134209,ETNP_120,110.58,15,15,8.02E6,4,4,6,,24509,hypothetical protein
98,133866,ETNP14_120,109.56,26,26,4.08E4,9,1,11,Oxidation (M),32866,Ethylbenzene dehydrogenase
155,134491,NP_85,107.40,16,16,4.1E6,4,2,5,Oxidation (M),12331,Plastocyanin precursor
155,134492,ETNP_90,107.40,16,16,4.1E6,4,2,5,Oxidation (M),12331,Plastocyanin precursor
155,134493,ETNP_120,107.40,15,15,4.1E6,4,2,5,Oxidation (M),12648,Plastocyanin precursor
155,134494,ETNP_140,107.40,15,15,4.1E6,4,2,5,Oxidation (M),12648,Plastocyanin precursor
103,102100,ETNP14_68,106.80,30,30,3.16E6,8,4,10,,28050,Photosystem II manganese-stabilizing polypeptide precursor
87,133953,ETNP_140,106.13,53,53,6.54E6,7,2,12,Carbamidomethylation,10557,Ferredoxin-1
87,133954,NP_85,106.13,53,53,6.54E6,7,2,12,Carbamidomethylation,10557,Ferredoxin-1
87,133955,ETNP_120,106.13,53,53,6.54E6,7,2,12,Carbamidomethylation,10557,Ferredoxin-1
87,133956,ETNP_100,106.13,53,53,6.54E6,7,2,12,Carbamidomethylation,10557,Ferredoxin-1
87,133957,ETNP_110,106.13,53,53,6.54E6,7,2,12,Carbamidomethylation,10557,Ferredoxin-1
113,134254,ETNP_100,105.83,27,27,3.27E6,6,2,8,,12390,Nitrogen regulatory protein P-II
113,134255,ETNP_90,105.83,27,27,3.27E6,6,2,8,,12390,Nitrogen regulatory protein P-II
113,134256,ETNP_120,105.83,27,27,3.27E6,6,2,8,,12390,Nitrogen regulatory protein P-II
113,134257,NP_85,105.83,27,27,3.27E6,6,2,8,,12376,Nitrogen regulatory protein P-II
113,134258,ETNP_100,105.83,27,27,3.27E6,6,2,8,,12390,Nitrogen regulatory protein P-II
113,134259,ETNP_120,105.83,27,27,3.27E6,6,2,8,,12376,Nitrogen regulatory protein P-II
113,134260,ETNP_100,105.83,27,27,3.27E6,6,2,8,,12376,Nitrogen regulatory protein P-II
113,134261,ETNP_90,105.83,27,27,3.27E6,6,2,8,,12376,Nitrogen regulatory protein P-II
113,134262,ETNP14_68,105.83,27,27,3.27E6,6,2,8,,12376,Nitrogen regulatory protein P-II
113,25562,WP_011130849,105.83,27,27,3.27E6,6,2,8,,12362,nitrogen regulatory protein P-II Prochlorococcus marinus
113,25563,WP_036911385,105.83,27,27,3.27E6,6,2,8,,12390,nitrogen regulatory protein P-II Prochlorococcus
119,134051,ETNP_100,105.70,7,7,5.91E6,5,5,8,Carbamidomethylation,81826,Photosystem I P700 chlorophyll a apoprotein A2
119,25074,WP_036912722,105.70,7,7,5.91E6,5,5,8,Carbamidomethylation,83193,photosystem I P700 chlorophyll a apoprotein A2 Prochlorococcus
119,134052,NP_85,105.70,7,7,5.91E6,5,5,8,Carbamidomethylation,83226,Photosystem I P700 chlorophyll a apoprotein A2
142,134490,ETNP_90,105.48,16,16,2.94E6,4,2,6,Oxidation (M),12305,Plastocyanin precursor
156,133904,ETNP_110,105.21,32,32,,4,0,5,Carbamidomethylation,18507,Photosystem I reaction center subunit III precursor
156,133905,ETNP_140,105.21,32,32,,4,0,5,Carbamidomethylation,18507,Photosystem I reaction center subunit III precursor
156,133906,NP_85,105.21,32,32,,4,0,5,Carbamidomethylation,18507,Photosystem I reaction center subunit III precursor
124,133887,NP_85,104.33,20,20,1.95E6,6,3,7,,28964,Ethylbenzene dehydrogenase
94,133896,ETNP14_68,102.41,41,41,3.15E6,11,11,11,Carbamidomethylation,15535,hypothetical protein
94,133897,NP_85,102.41,37,37,3.15E6,11,11,11,Carbamidomethylation,17070,hypothetical protein
94,133898,ETNP14_120,102.41,36,36,3.15E6,11,11,11,Carbamidomethylation,17527,hypothetical protein
94,133899,ETNP_120,102.41,36,36,3.15E6,11,11,11,Carbamidomethylation,17527,hypothetical protein
96,133921,ETNP_100,102.09,41,41,,11,0,11,Carbamidomethylation; Oxidation (M),17714,hypothetical protein
100,102497,ETNP_90,101.97,56,56,,7,0,11,Carbamidomethylation; Oxidation (M),8876,Photosystem I iron-sulfur center
149,133884,ETNP_90,101.67,32,32,8.72E5,5,4,5,,20410,hypothetical protein
149,133885,ETNP_120,101.67,29,29,8.72E5,5,4,5,,22196,hypothetical protein
41,102312,ETNP_70,101.34,47,47,8.07E5,7,1,12,Carbamidomethylation; Oxidation (M),8842,Photosystem I iron-sulfur center
41,102315,ETNP14_68,101.34,47,47,8.07E5,7,1,12,Carbamidomethylation; Oxidation (M),8842,Photosystem I iron-sulfur center
41,718,WP_006850103,101.34,47,47,8.07E5,7,1,12,Carbamidomethylation; Oxidation (M),8842,photosystem I iron-sulfur center Chroococcales
41,102316,ETNP14_68,101.34,47,47,8.07E5,7,1,12,Carbamidomethylation; Oxidation (M),8842,Photosystem I iron-sulfur center
220,134267,ETNP_120,101.28,28,28,4.67E6,2,2,3,,12564,hypothetical protein
95,133958,ETNP_110,100.28,53,53,5.65E6,8,3,11,Carbamidomethylation,10602,Ferredoxin
95,133959,ETNP_120,100.28,53,53,5.65E6,8,3,11,Carbamidomethylation,10602,Ferredoxin
95,133960,ETNP_120,100.28,53,53,5.65E6,8,3,11,Carbamidomethylation,10602,Ferredoxin
95,133961,ETNP_100,100.28,53,53,5.65E6,8,3,11,Carbamidomethylation,10602,Ferredoxin
95,133962,ETNP_140,100.28,53,53,5.65E6,8,3,11,Carbamidomethylation,10602,Ferredoxin
95,133963,ETNP_90,100.28,53,53,5.65E6,8,3,11,Carbamidomethylation,10602,Ferredoxin
95,133964,ETNP_100,100.28,53,53,5.65E6,8,3,11,Carbamidomethylation,10602,Ferredoxin
95,133965,ETNP_120,100.28,53,53,5.65E6,8,3,11,Carbamidomethylation,10602,Ferredoxin
90,101727,WP_011133065.1,99.34,16,16,,12,0,12,,57441,molecular chaperone GroEL [Prochlorococcus marinus]
90,101726,WP_011377072.1,99.34,16,16,,12,0,12,,57653,molecular chaperone GroEL [Prochlorococcus marinus]
