Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 379,Area 379,#Peptides,#Unique,#Spec 379,PTM,Avg. Mass,Description
34,154117,ETNP14_120,48.44,15,15,7.87E5,2,2,2,,15037,50S ribosomal protein L17
27,722,XP_003056674,47.41,3,3,2.39E5,2,1,2,,60236,ATP synthase  Micromonas pusilla CCMP1545
27,724,ETNP_70,47.41,3,3,2.39E5,2,1,2,,54925,ATP synthase subunit alpha
27,1315,BAI73132.1,47.41,3,3,2.39E5,2,1,2,,54746,F-type H+-transporting ATPase alpha chain [Azospirillum sp. B510]
52,1830,ETNP14_120,46.84,11,11,5.36E5,2,2,2,,21058,Peptidoglycan-associated lipoprotein precursor
15,154122,CAI87946.1,44.81,9,9,0E0,4,1,4,Oxidation (M),43281,protein chain elongation factor EF-Tu; possible GTP-binding factor (duplicate of tufA) [Pseudoalteromonas haloplanktis TAC125]
28,621,ETNP_60,44.70,15,15,3.38E6,2,2,2,,13283,Core histone H2A/H2B/H3/H4
28,365,ETNP_100,44.70,14,14,3.38E6,2,2,2,,13678,Core histone H2A/H2B/H3/H4
28,582,ETNP_70,44.70,14,14,3.38E6,2,2,2,,13534,Core histone H2A/H2B/H3/H4
41,154118,WP_012516960,44.66,5,5,8.92E5,2,2,2,,29746,50S ribosomal protein L2 Alteromonas mediterranea
53,1679,ETNP_120,43.89,2,2,1.33E6,1,1,2,,83676,ATP-dependent Clp protease ATP-binding subunit ClpA
198,1502,ETNP_300,42.08,5,5,1.18E5,1,1,1,,26742,ATP synthase subunit beta
198,344,ETNP_300,42.08,3,3,1.18E5,1,1,1,,50902,ATP synthase subunit beta
199,1768,WP_020743101,41.11,2,2,1.68E5,1,1,1,,48517,MotATolQExbB proton channel Alteromonas mediterranea
29,799,XP_002185730,41.02,2,2,5.91E5,2,1,2,Carbamidomethylation,49582,predicted protein  Phaeodactylum tricornutum CCAP 1055
29,432,XP_003074279,41.02,2,2,5.91E5,2,1,2,Carbamidomethylation,52955,TBB1_VOLCA Tubulin beta chain ISS  Ostreococcus tauri
54,2420,WP_012843610,40.48,13,13,5.41E5,2,1,2,,12989,50S ribosomal protein L7L12 Rhodothermus marinus
56,1191,WP_012520216,39.96,3,3,6.83E5,2,2,2,,49978,ATP synthase subunit beta Alteromonas mediterranea
42,154146,WP_041703218,39.88,1,1,1.78E5,2,2,2,,124688,ribonuclease Alteromonas mediterranea
13,42,ETNP_100,38.66,46,46,4.8E6,4,4,4,,7412,Core histone H2A/H2B/H3/H4
22,65,XP_003074685,37.41,6,6,3.84E5,2,2,2,,31136,Histone H4 ISS  Ostreococcus tauri
22,49,ETNP_100,37.41,17,17,3.84E5,2,2,2,,11381,Core histone H2A/H2B/H3/H4
22,60,XP_003063038,37.41,17,17,3.84E5,2,2,2,,11395,predicted protein  Micromonas pusilla CCMP1545
22,73,ETNP_90,37.41,17,17,3.84E5,2,2,2,,11367,Core histone H2A/H2B/H3/H4
22,61,ETNP_70,37.41,17,17,3.84E5,2,2,2,,11395,Core histone H2A/H2B/H3/H4
22,71,ETNP_70,37.41,17,17,3.84E5,2,2,2,,11367,Core histone H2A/H2B/H3/H4
22,35,XP_002179286,37.41,17,17,3.84E5,2,2,2,,11383,histone H4 isoform 1b  Phaeodactylum tricornutum CCAP 1055
22,37,EJK69577,37.41,17,17,3.84E5,2,2,2,,11383,hypothetical protein THAOC_09145  Thalassiosira oceanica
22,62,XP_003061514,37.41,17,17,3.84E5,2,2,2,,11395,histone H4  Micromonas pusilla CCMP1545
22,58,ETNP_120,37.41,17,17,3.84E5,2,2,2,,11365,Core histone H2A/H2B/H3/H4
22,72,ETNP14_68,37.41,17,17,3.84E5,2,2,2,,11367,Core histone H2A/H2B/H3/H4
22,36,XP_002179505,37.41,17,17,3.84E5,2,2,2,,11383,histone H4 isoform 1a  Phaeodactylum tricornutum CCAP 1055
22,59,XP_003061756,37.41,17,17,3.84E5,2,2,2,,11395,predicted protein  Micromonas pusilla CCMP1545
22,63,XP_003059520,37.41,17,17,3.84E5,2,2,2,,11395,predicted protein  Micromonas pusilla CCMP1545
22,38,EJK72475,37.41,15,15,3.84E5,2,2,2,,13036,hypothetical protein THAOC_05990  Thalassiosira oceanica
22,39,EJK63755,37.41,5,5,3.84E5,2,2,2,,39773,hypothetical protein THAOC_15573 partial  Thalassiosira oceanica
123,779,XP_002181593,35.07,3,3,6.57E5,1,1,1,,48056,predicted protein  Phaeodactylum tricornutum CCAP 1055
123,780,XP_002186303,35.07,3,3,6.57E5,1,1,1,,48082,translation elongation factor EF-1 alpha subunit  Phaeodactylum tricornutum CCAP 1055
123,1466,EJK44533,35.07,3,3,6.57E5,1,1,1,,47126,hypothetical protein THAOC_36915  Thalassiosira oceanica
83,4,ETNP_100,34.24,26,26,6.1E5,1,1,1,,5311,hypothetical protein
83,31,ETNP_100,34.24,35,35,6.1E5,1,1,1,,3855,hypothetical protein
45,154215,ETNP14_120,33.80,5,5,9.06E5,2,2,2,,36868,30S ribosomal protein S1
30,180,ETNP_100,33.63,14,14,4.98E4,2,1,2,Carbamidomethylation,14624,Tubulin/FtsZ family  GTPase domain
37,154227,KJS05742,33.60,2,2,8.03E5,2,2,2,Oxidation (M),89236,penicillin-binding protein Flavobacteriales bacterium BRH_c54
58,388,EJK62831,33.40,5,5,2.38E5,2,2,2,,26844,hypothetical protein THAOC_16543  Thalassiosira oceanica
58,411,XP_002180198,33.40,3,3,2.38E5,2,2,2,,42876,ubiquitin extension protein 4 partial  Phaeodactylum tricornutum CCAP 1055
58,412,XP_002180197,33.40,3,3,2.38E5,2,2,2,,42876,predicted protein  Phaeodactylum tricornutum CCAP 1055
43,154148,EJK44086,33.35,1,1,3.56E5,1,1,2,,118637,hypothetical protein THAOC_37405  Thalassiosira oceanica
36,86401,|#CONTAM#K22E_HUMAN|,33.22,2,2,4.96E5,2,1,2,,65865,sp|#CONTAM#K22E_HUMAN|
46,154221,ETNP14_120,33.09,6,6,6.88E4,2,2,2,Carbamidomethylation,42400,Outer membrane porin F precursor
200,661,|#CONTAM#K1C10_HUMAN|,33.01,2,2,3.98E5,1,1,1,,59519,sp|#CONTAM#K1C10_HUMAN|
12,86685,virus_CCADEAMM_08784,32.45,0,0,2.52E6,2,2,4,Oxidation (M),333381,hypothetical protein
201,154162,ETNP_140,32.38,15,15,5.01E5,1,1,1,,11018,hypothetical protein
201,154163,ETNP_180,32.38,15,15,5.01E5,1,1,1,,11000,hypothetical protein
201,154164,ETNP_120,32.38,10,10,5.01E5,1,1,1,,16121,hypothetical protein
23,154219,CAI87975.1,31.68,2,2,3.34E5,2,2,2,,76087,putative second protein chain elongation factor EF-G  GTP-binding  may be involved in incorporation of non-canonic amino acid [Pseudoalteromonas haloplanktis TAC125]
23,154220,WP_012518014,31.68,2,2,3.34E5,2,2,2,,76290,elongation factor G Alteromonas mediterranea
23,154223,WP_007230926,31.68,2,2,3.34E5,2,2,2,,76265,elongation factor P gamma proteobacterium HTCC2207
23,154224,WP_018971144,31.68,2,2,3.34E5,2,2,2,,76304,elongation factor P Rubritalea marina
23,154225,WP_011467413.1,31.68,2,2,3.34E5,2,2,2,,76678,elongation factor G [Saccharophagus degradans]
23,154355,ETNP14_68,31.68,3,3,3.34E5,2,2,2,,45009,Elongation factor G 1
23,154521,ETNP14_68,31.68,3,3,3.34E5,2,2,2,,41589,Elongation factor G 1
125,154166,WP_011372753.1,31.50,3,3,8.07E5,1,1,1,,33408,flagellar basal body P-ring biosynthesis protein FlgA [Sulfurimonas denitrificans]
202,154168,ETNP_160,31.02,14,14,4.74E5,1,1,1,,7520,hypothetical protein
202,154169,ETNP_300,31.02,5,5,4.74E5,1,1,1,,20293,NADH pyrophosphatase
202,154170,ETNP14_120,31.02,5,5,4.74E5,1,1,1,,20284,hypothetical protein
202,154171,ETNP_140,31.02,5,5,4.74E5,1,1,1,,20313,NADH pyrophosphatase
31,154231,ACL74374.1,31.01,3,3,3.48E5,2,1,2,,55359,H(+)-transporting two-sector ATPase [Thioalkalivibrio sulfidiphilus HL-EbGr7]
203,97503,ETNP_120,31.00,3,3,4.17E5,1,1,1,,30958,Alpha-ketoglutarate-dependent taurine dioxygenase
47,154228,ABI77727.1,30.14,4,4,4.04E5,2,1,2,Oxidation (M),43208,translation elongation factor Tu [Hyphomonas neptunium ATCC 15444]
47,154229,ABI77504.1,30.14,4,4,4.04E5,2,1,2,Oxidation (M),43165,translation elongation factor Tu [Hyphomonas neptunium ATCC 15444]
49,154349,ABI75468.1,30.00,3,3,6.01E5,2,2,2,,75981,hypothetical protein HNE_3291 [Hyphomonas neptunium ATCC 15444]
124,154157,ETNP_100,29.98,4,4,1.32E5,1,1,1,,28147,hypothetical protein
124,154158,NP_85,29.98,3,3,1.32E5,1,1,1,,45440,hypothetical protein
124,154159,ETNP_90,29.98,3,3,1.32E5,1,1,1,,45440,hypothetical protein
124,154160,ETNP14_68,29.98,3,3,1.32E5,1,1,1,,45440,hypothetical protein
124,154161,ETNP14_120,29.98,3,3,1.32E5,1,1,1,,45440,hypothetical protein
124,154172,ETNP_100,29.98,11,11,1.32E5,1,1,1,,10432,hypothetical protein
124,154173,ETNP_120,29.98,10,10,1.32E5,1,1,1,,11209,hypothetical protein
204,154174,XP_002176612,29.90,1,1,2.05E5,1,1,1,,73088,precursor of cyclase lycopene beta cyclase  Phaeodactylum tricornutum CCAP 1055
94,154165,Flavovirus_FBAKDGPJ_00963,29.43,1,1,3.07E5,1,1,1,,170944,hypothetical protein
205,154188,ABE38096.1,29.36,1,1,4.33E5,1,1,1,,77877,peptidyl-dipeptidase Dcp. Metallo peptidase. MEROPS family M03A [Rhodopseudomonas palustris BisB5]
206,154190,ETNP14_120,28.92,2,2,2.76E5,1,1,1,,45234,Threonine synthase
126,154175,ETNP_120,27.86,1,1,6.41E5,1,1,1,,78538,UDP-glucose 6-dehydrogenase TuaD
126,154191,ETNP_140,27.86,2,2,6.41E5,1,1,1,,45141,UDP-glucose 6-dehydrogenase TuaD
126,154192,ETNP_160,27.86,2,2,6.41E5,1,1,1,,46424,UDP-glucose 6-dehydrogenase TuaD
126,154193,ETNP_180,27.86,2,2,6.41E5,1,1,1,,46424,UDP-glucose 6-dehydrogenase TuaD
214,154213,YP_007006128.1,27.73,0,0,3.06E4,1,1,1,,196079,tail fiber protein [Cyanophage S-TIM5]
214,154214,AEZ65715.1,27.73,0,0,3.06E4,1,1,1,,196079,tail fiber protein [Cyanophage S-TIM5]
44,77209,EJK59976,27.52,2,2,5.72E5,1,1,2,,38267,hypothetical protein THAOC_19749  Thalassiosira oceanica
44,154197,EJK44073,27.52,1,1,5.72E5,1,1,2,,49506,hypothetical protein THAOC_37419 partial  Thalassiosira oceanica
128,154176,ETNP_150,27.10,8,8,2.18E5,1,1,1,Carbamidomethylation,12837,hypothetical protein
85,154195,ETNP_120,27.00,8,8,0E0,1,1,1,,11570,hypothetical protein
85,154196,ETNP14_68,27.00,8,8,0E0,1,1,1,,11586,hypothetical protein
208,127009,ETNP_120,26.95,10,10,2.9E4,1,1,1,,9471,hypothetical protein
208,127011,ETNP_70,26.95,3,3,2.9E4,1,1,1,,26385,putative hydrolase YutF
208,127012,ETNP14_68,26.95,3,3,2.9E4,1,1,1,,26385,putative hydrolase YutF
207,2395,ETNP_90,26.93,14,14,7.65E5,1,1,1,,8947,hypothetical protein
207,2313,ETNP_70,26.93,2,2,7.65E5,1,1,1,,63511,Metallo-beta-lactamase superfamily protein
207,2314,ETNP14_68,26.93,2,2,7.65E5,1,1,1,,65127,Metallo-beta-lactamase superfamily protein
207,2231,ETNP_70,26.93,2,2,7.65E5,1,1,1,,64954,Metallo-beta-lactamase superfamily protein
212,154208,virus_CCADEAMM_22555,26.91,0,0,1.17E5,1,1,1,,337781,hypothetical protein
127,2410,ETNP_120,26.82,3,3,2.19E5,1,1,1,,36805,Calcium-transporting ATPase
84,43142,XP_003061928,26.72,0,0,1.18E6,1,1,1,,529948,inner dynein arm heavy chain 1-alpha  Micromonas pusilla CCMP1545
38,154240,SAR11,26.69,1,1,5.23E5,2,2,2,,154572,DNA-directed RNA polymerase subunit beta'
38,154339,ADH88749.1,26.69,1,1,5.23E5,2,2,2,,154138,DNA-directed RNA polymerase  beta' subunit [Starkeya novella DSM 506]
38,2224,ETNP_90,26.69,1,1,5.23E5,2,2,2,,156824,DNA-directed RNA polymerase subunit beta'
38,154368,ETNP14_120,26.69,2,2,5.23E5,2,2,2,,78726,DNA-directed RNA polymerase subunit beta'
209,154199,ETNP14_68,26.50,6,6,1.36E5,1,1,1,,16153,hypothetical protein
57,154200,ETNP_120,26.33,3,3,7.51E5,1,1,2,,30923,Acetoin:2 6-dichlorophenolindophenol oxidoreductase subunit alpha
210,154201,EAP88258.1,26.17,3,3,4.97E4,1,1,1,,22756,30S ribosomal protein S4 [Croceibacter atlanticus HTCC2559]
210,154202,ETNP_90,26.17,3,3,4.97E4,1,1,1,,23663,30S ribosomal protein S4
210,154203,ActinobacteriaREDSEAS14_EEFFFEGA_00532,26.17,3,3,4.97E4,1,1,1,,23772,30S ribosomal protein S4
210,154204,WP_006232362.1,26.17,3,3,4.97E4,1,1,1,,23312,30S ribosomal protein S4 [Photobacterium profundum]
210,154205,NP_300,26.17,3,3,4.97E4,1,1,1,,23436,30S ribosomal protein S4
210,154206,NP_300,26.17,3,3,4.97E4,1,1,1,,23334,30S ribosomal protein S4
129,154177,ETNP_300,26.09,11,11,1.17E5,1,1,1,,7190,Core histone H2A/H2B/H3/H4
129,154178,ETNP_180,26.09,11,11,1.17E5,1,1,1,,7190,Core histone H2A/H2B/H3/H4
129,154179,ETNP_160,26.09,11,11,1.17E5,1,1,1,,7190,Core histone H2A/H2B/H3/H4
129,154180,ETNP_120,26.09,11,11,1.17E5,1,1,1,,7190,Core histone H2A/H2B/H3/H4
129,154181,ETNP_140,26.09,11,11,1.17E5,1,1,1,,7190,Core histone H2A/H2B/H3/H4
129,154182,ETNP_150,26.09,11,11,1.17E5,1,1,1,,7190,Core histone H2A/H2B/H3/H4
129,154183,ETNP_100,26.09,11,11,1.17E5,1,1,1,,7190,Core histone H2A/H2B/H3/H4
129,154184,ETNP_120,26.09,11,11,1.17E5,1,1,1,,7190,Core histone H2A/H2B/H3/H4
129,154185,ETNP_120,26.09,11,11,1.17E5,1,1,1,,7190,Core histone H2A/H2B/H3/H4
129,154189,virus_CCADEAMM_12815,26.09,0,0,1.17E5,1,1,1,,360165,hypothetical protein
211,154207,WP_013260461,25.94,6,6,4.1E5,1,1,1,,12004,50S ribosomal protein L22 gamma proteobacterium HdN1
211,154209,ETNP_70,25.94,4,4,4.1E5,1,1,1,,19478,hypothetical protein
213,2506,ETNP_180,25.84,3,3,5E5,1,1,1,,24281,2-oxoisovalerate dehydrogenase subunit alpha
48,66496,EAQ00993.1,25.45,4,4,0E0,2,1,2,Oxidation (M),42809,translation elongation factor Tu [Pseudooceanicola batsensis HTCC2597]
48,66497,EAQ04090.1,25.45,4,4,0E0,2,1,2,Oxidation (M),42809,translation elongation factor Tu [Pseudooceanicola batsensis HTCC2597]
215,4317,ETNP_120,25.21,11,11,1.24E5,1,1,1,Carbamidomethylation,9383,hypothetical protein
39,115970,ETNP_140,24.64,3,3,7.99E5,2,2,2,,68145,Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
216,154405,XP_003057007,24.37,1,1,2.81E5,1,1,1,,71129,predicted protein  Micromonas pusilla CCMP1545
220,154473,ETNP_70,23.76,2,2,6.92E5,1,1,1,,41926,Lysine--tRNA ligase
134,154367,CAN95523.1,23.67,1,1,2.06E5,1,1,1,,122700,hypothetical protein sce5360 [Sorangium cellulosum So ce56]
136,154376,ACY18110.1,23.62,1,1,3.87E5,1,1,1,,124100,serine/threonine protein kinase with TPR repeats [Haliangium ochraceum DSM 14365]
227,154517,ETNP_100,23.30,1,1,6.08E4,1,1,1,,66518,hypothetical protein
227,154546,ETNP14_68,23.30,1,1,6.08E4,1,1,1,,92117,hypothetical protein
219,154468,SAR11,23.09,3,3,2.11E5,1,1,1,Oxidation (M),25288,50S ribosomal protein L1
219,154469,ETNP14_120,23.09,3,3,2.11E5,1,1,1,Oxidation (M),24921,50S ribosomal protein L1
219,154470,CAI85322.1,23.09,3,3,2.11E5,1,1,1,Oxidation (M),24900,50S ribosomal subunit protein L1 [Pseudoalteromonas haloplanktis TAC125]
219,154471,Verrucomicrobia_HGEPPPGB_01275,23.09,3,3,2.11E5,1,1,1,Oxidation (M),25220,50S ribosomal protein L1
219,154472,WP_011294203.1,23.09,3,3,2.11E5,1,1,1,Oxidation (M),25897,50S ribosomal protein L1 [Prochlorococcus marinus]
132,154359,WP_013749638.1,23.01,1,1,9.99E3,1,1,1,,123648,Membrane attack complex component/perforin (MACPF) domain-containing protein [Dokdonia sp. 4H-3-7-5]
221,154474,ETNP_140,22.97,4,4,2.42E5,1,1,1,,19463,3-oxoacyl-[acyl-carrier-protein] reductase FabG
221,154475,ETNP_180,22.97,3,3,2.42E5,1,1,1,,26183,Short-chain reductase protein NovJ
221,154476,ETNP_160,22.97,3,3,2.42E5,1,1,1,,26183,Short-chain reductase protein NovJ
221,154477,ETNP_120,22.97,3,3,2.42E5,1,1,1,,26139,Short-chain reductase protein NovJ
221,154478,ETNP_120,22.97,3,3,2.42E5,1,1,1,,26183,Short-chain reductase protein NovJ
221,154479,ETNP_300,22.97,3,3,2.42E5,1,1,1,,26183,Short-chain reductase protein NovJ
88,154381,ETNP14_120,22.89,2,2,2.05E5,1,1,1,Oxidation (M),38795,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
109,154361,ETNP14_120,22.88,3,3,9.31E4,1,1,1,,33116,3-amino-4-hydroxybenzoic acid synthase
109,154483,WP_013110293.1,22.88,3,3,9.31E4,1,1,1,,28253,3-oxoacyl-ACP reductase [Planctopirus limnophila]
109,154484,ETNP_90,22.88,3,3,9.31E4,1,1,1,,28724,hypothetical protein
222,154485,EJK71205,22.86,7,7,2.95E5,1,1,1,,10947,hypothetical protein THAOC_07378 partial  Thalassiosira oceanica
223,154497,Flavovirus_FBAKDGPJ_00281,22.76,1,1,8.98E5,1,1,1,,56170,hypothetical protein
133,154364,ETNP_100,22.44,2,2,3.93E5,1,1,1,,44143,Cobalt-zinc-cadmium resistance protein CzcC precursor
133,154501,ETNP14_120,22.44,6,6,3.93E5,1,1,1,,13706,S-adenosylmethionine decarboxylase proenzyme precursor
133,154503,virus_CCADEAMM_23899,22.44,3,3,3.93E5,1,1,1,,28148,hypothetical protein
173,154508,ETNP14_68,22.39,2,2,6.08E4,1,1,1,,49429,Trigger factor
96,154235,EJK64734,22.37,1,1,0E0,1,1,1,,133910,hypothetical protein THAOC_14501  Thalassiosira oceanica
225,154509,ETNP_180,22.20,7,7,7.18E5,1,1,1,,14692,iron-sulfur cluster repair di-iron protein
21,42704,CAN91477.1,21.70,2,2,4.06E7,1,1,3,,56854,hypothetical protein sce1319 [Sorangium cellulosum So ce56]
235,87870,ABE40591.1,21.70,1,1,1.08E5,1,1,1,,93682,ATP-dependent DNA helicase  Rep family [Rhodopseudomonas palustris BisB5]
229,154537,ETNP_90,21.64,5,5,1.13E5,1,1,1,,16662,hypothetical protein
175,154544,EAQ03701.1,21.37,12,12,3.27E4,1,1,1,,7470,ribosomal protein L35 [Pseudooceanicola batsensis HTCC2597]
102,154290,ETNP_120,21.32,0,0,6.95E4,1,1,1,,199930,Ankyrin repeats (3 copies)
231,154549,ETNP14_120,21.27,5,5,6.19E4,1,1,1,,18046,hypothetical protein
250,154619,ADH89144.1,21.10,1,1,6.7E4,1,1,1,,125570,DNA polymerase III  alpha subunit [Starkeya novella DSM 506]
234,154554,ACA20248.1,21.09,2,2,1.91E5,1,1,1,,42017,hypothetical protein M446_5968 [Methylobacterium sp. 4-46]
232,154552,ETNP_100,21.01,5,5,6.73E4,1,1,1,,15450,hypothetical protein
237,154573,EJK73438,20.76,0,0,2.53E5,1,1,1,,216869,hypothetical protein THAOC_04940  Thalassiosira oceanica
137,154379,virus_CCADEAMM_39574,20.67,1,1,4.59E5,1,1,1,,59374,hypothetical protein
179,2445,ETNP_180,20.41,1,1,1.12E4,1,1,1,,89692,Chaperone protein ClpB
194,57190,virus_CCADEAMM_44715,20.36,0,0,2.19E5,1,1,1,,303111,hypothetical protein
178,154561,ETNP_90,20.35,14,14,4.76E3,1,1,1,,6854,hypothetical protein
138,2147,CBE69591,20.29,2,2,2.89E5,1,1,1,,58424,Indole-3-pyruvate decarboxylase Indolepyruvate decarboxylase Candidatus Methylomirabilis oxyfera
138,1617,WP_015349883,20.29,0,0,2.89E5,1,1,1,,202176,polyketide synthase Myxococcus stipitatus
247,92073,NP_100,20.12,2,2,2.68E5,1,1,1,,48947,Phosphoglucosamine mutase
236,154569,ETNP_60,20.08,7,7,5.34E5,1,1,1,,14883,hypothetical protein
236,154570,ETNP_70,20.08,3,3,5.34E5,1,1,1,,34398,hypothetical protein
238,154575,WP_048106170,20.06,3,3,3.19E5,1,1,1,,32942,hypothetical protein Candidatus Nitrosopelagicus brevis
