,Pressure [dbar],timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS
27,30.180999999999997,106.43299999999999,-106.85836,16.8554,30.0,27.9709,27.9367,55517.0,5.562444999999999,0.1453,0.0943,97.6705,100.02,0.0,2.4104,2.3876,0.0655,0.1148,4.5436,0.0,3.0142,0.0,2.4376,2.4029,34.5143,34.6148,22.041,22.1277,211.66,218.84599999999998,104.822,108.37799999999999
28,31.186999999999998,107.86,-106.85836,16.8554,31.0,27.3005,27.2441,54825.0,5.4919720000000005,0.1484,0.0962,97.6248,96.689,0.0,2.3967,2.3748,0.0658,0.1148,4.5415,0.0,2.9995,0.0,2.4682,2.4412,34.5202,34.6293,22.2626,22.3628,216.19,225.297,105.897,110.323
29,32.193000000000005,108.988,-106.85836,16.8554,32.0,27.0798,27.0343,54592.0,5.468189,0.1611,0.0972,97.5997,92.35,0.0,2.4204,2.3842,0.0671,0.1147,4.5403,0.0,2.9795,0.0,2.4809,2.4536,34.518,34.6159,22.3317,22.4199,218.173,227.072,106.479,110.8
30,33.2,109.975,-106.85836,16.85538,33.0,26.9981,26.9531,54504.0,5.45921,0.1792,0.0996,97.5409,88.18799999999999,0.0,2.4465,2.4109,0.0689,0.1148,4.5376,0.0,2.9595,0.0,2.49,2.4635,34.5156,34.6121,22.356,22.443,218.771,228.168,106.625,111.182
31,34.205999999999996,113.619,-106.85836,16.85538,34.0,27.0094,26.9848,54521.0,5.461734,0.191,0.0997,97.5384,85.75,0.0,2.4847,2.4598,0.0701,0.1147,4.5375,0.0,2.9474,0.0,2.4851,2.4645,34.5193,34.6061,22.3552,22.4284,217.234,227.112,105.898,110.721
32,35.211999999999996,117.164,-106.85836,16.85538,35.0,26.928,26.8963,54449.0,5.456109,0.1727,0.0988,97.5601,82.969,0.0,2.4834,2.4696,0.0683,0.1148,4.5385,0.0,2.9331,0.0,2.4948,2.4577,34.528,34.6318,22.3877,22.476,219.27,227.88400000000001,106.751,110.95100000000001
33,36.218,117.969,-106.85836,16.85538,36.0,26.1758,26.1129,53710.0,5.385441,0.1859,0.1023,97.4744,79.695,0.0,2.4752,2.4654,0.0696,0.1147,4.5345,0.0,2.9156,0.0,2.4946,2.4654,34.5595,34.7112,22.6486,22.7827,222.541,231.53599999999997,107.01,111.315
34,37.224000000000004,118.915,-106.85836,16.85538,37.0,25.5636,25.5056,53055.0,5.318582,0.2188,0.1071,97.3578,76.255,0.0,2.4751,2.4531,0.0729,0.1148,4.5291,0.0,2.8965,0.0,2.5065,2.4701,34.5446,34.6843,22.8273,22.9506,228.47799999999998,235.449,108.73,112.027
35,38.23,121.484,-106.85836,16.85538,38.0,25.5164,25.4988,52997.0,5.31072,0.2528,0.1068,97.3653,72.703,0.0,2.4998,2.4699,0.0763,0.1148,4.5294,0.0,2.8757,0.0,2.5107,2.4927,34.5375,34.6314,22.8365,22.9126,226.053,236.908,107.484,112.67
36,39.236999999999995,125.64299999999999,-106.85836,16.85538,39.0,25.3717,25.4792,52847.0,5.316137,0.2468,0.1065,97.3737,69.09100000000001,0.0,2.5172,2.5053,0.0757,0.1147,4.5298,0.0,2.8537,0.0,2.4968,2.4737,34.5368,34.686,22.8802,22.9598,225.34,234.294,106.884,111.427
37,40.243,126.781,-106.85836,16.85538,40.0,24.8533,24.8128,52295.0,5.239279,0.2694,0.1115,97.2513,65.725,0.0,2.5003,2.4974,0.0779,0.1147,4.5241,0.0,2.832,0.0,2.4948,2.4786,34.5241,34.628,23.0286,23.1194,227.05200000000002,238.118,106.744,111.936
38,41.248999999999995,127.87700000000001,-106.85836,16.85538,41.0,24.7664,24.724,52200.0,5.228897,0.3015,0.1135,97.2024,62.669,0.0,2.4944,2.4808,0.0811,0.1147,4.5219,0.0,2.8114,0.0,2.4972,2.479,34.52,34.6187,23.0518,23.1393,228.518,238.391,107.272,111.889
39,42.255,129.269,-106.85836,16.85538,42.0,24.6255,24.5835,52045.0,5.213158,0.3259,0.1114,97.2543,59.56399999999999,0.0,2.4964,2.4759,0.0836,0.1147,4.5243,0.0,2.7893,0.0,2.5014,2.4811,34.5127,34.6093,23.0888,23.1744,229.141,239.36700000000002,107.301,112.071
40,43.261,133.17600000000002,-106.85836,16.85538,43.0,24.6136,24.5467,52037.0,5.209047,0.3447,0.1097,97.2956,55.244,0.0,2.4997,2.4823,0.0855,0.1148,4.5262,0.0,2.7568,0.0,2.4838,2.4748,34.5149,34.6066,23.0941,23.1835,225.805,237.822,105.71799999999999,111.27600000000001
41,44.266999999999996,135.885,-106.85836,16.85538,44.0,24.1162,24.072,51491.0,5.158323,0.3431,0.109,97.3105,53.043,0.0,2.4864,2.4782,0.0853,0.1147,4.5269,0.0,2.7391,0.0,2.4734,2.4597,34.4889,34.5927,23.2228,23.3145,227.158,238.09900000000002,105.431,110.491
42,45.273999999999994,137.319,-106.85836,16.85538,45.0,23.8635,23.8189,51210.0,5.12991,0.4018,0.1105,97.2749,50.394,0.0,2.4786,2.4682,0.0912,0.1148,4.5252,0.0,2.7169,0.0,2.4663,2.4537,34.4725,34.5743,23.2851,23.3753,227.34099999999998,238.50400000000002,105.04700000000001,110.185
43,46.28,138.368,-106.85836,16.85538,46.0,23.6513,23.6,50974.0,5.106846,0.39,0.1118,97.2434,47.581,0.0,2.4771,2.4641,0.09,0.1146,4.5238,0.0,2.692,0.0,2.463,2.4482,34.4576,34.5695,23.3361,23.4358,228.922,238.671,105.38,109.84100000000001
44,47.286,139.339,-106.85836,16.85538,47.0,23.4595,23.4135,50761.0,5.085127,0.4054,0.1118,97.2444,44.68600000000001,0.0,2.4735,2.46,0.0916,0.1148,4.5238,0.0,2.6647,0.0,2.4665,2.4458,34.4444,34.5493,23.3822,23.475,230.71200000000002,240.15099999999998,105.84200000000001,110.15100000000001
45,48.292,143.343,-106.85836,16.85538,48.0,23.4436,23.3504,50745.0,5.075655,0.4415,0.1088,97.317,41.591,0.0,2.4669,2.4504,0.0951,0.1147,4.5272,0.0,2.6338,0.0,2.4619,2.4512,34.4442,34.5259,23.3866,23.4756,228.767,240.50599999999997,104.91799999999999,110.176
46,49.298,146.715,-106.85836,16.85538,49.0,23.2339,23.2377,50519.0,5.068412,0.4291,0.1097,97.2946,39.349000000000004,0.0,2.4642,2.4567,0.0939,0.1148,4.5262,0.0,2.6097,0.0,2.4413,2.4273,34.435,34.5585,23.4406,23.533,226.547,237.22,103.51899999999999,108.479
47,50.305,147.577,-106.85836,16.85538,50.0,22.9551,22.9046,50213.0,5.030931,0.4515,0.1096,97.2968,36.977,0.0,2.4598,2.4571,0.0962,0.1148,4.5263,0.0,2.5827,0.0,2.4325,2.419,34.4179,34.5317,23.508,23.6088,226.378,237.608,102.927,108.009
48,51.31100000000001,148.407,-106.85836,16.85538,51.0,22.7136,22.6667,49944.0,5.00368,0.4717,0.1096,97.2969,34.655,0.0,2.4526,2.4454,0.0982,0.1148,4.5263,0.0,2.5546,0.0,2.426,2.4137,34.3993,34.5083,23.563,23.6591,228.648,239.139,103.508,108.236
49,52.317,149.339,-106.85836,16.85538,52.0,22.5442,22.4983,49759.0,4.984776,0.5005,0.1093,97.3035,32.521,0.0,2.4463,2.4336,0.1011,0.1148,4.5266,0.0,2.527,0.0,2.432,2.4179,34.3895,34.4944,23.6037,23.6963,231.451,241.33,104.459,108.895
50,53.323,153.408,-106.85833999999998,16.85538,53.0,22.5486,22.4897,49765.0,4.980957,0.5591,0.1111,97.2612,29.883000000000003,0.0,2.4333,2.4187,0.1069,0.1148,4.5246,0.0,2.4908,0.0,2.4274,2.4192,34.39,34.4711,23.6029,23.6811,228.37099999999998,240.243,103.072,108.37100000000001
51,54.33,156.332,-106.85833999999998,16.85538,54.0,22.3352,22.2244,49537.0,4.957209,0.5532,0.1092,97.307,28.159000000000002,0.0,2.4323,2.4287,0.1063,0.1147,4.5267,0.0,2.4647,0.0,2.4033,2.3966,34.3809,34.4959,23.6563,23.7748,226.717,238.325,101.94,107.02
52,55.336000000000006,157.753,-106.85833999999998,16.85538,55.0,22.0508,22.0062,49221.0,4.929613,0.5798,0.109,97.3113,26.107,0.0,2.4142,2.4129,0.109,0.1148,4.5269,0.0,2.432,0.0,2.3934,2.3898,34.3585,34.453,23.7193,23.8035,226.268,238.59400000000002,101.213,106.70100000000001
53,56.342,159.2,-106.85833999999998,16.85538,56.0,21.9555,21.9154,49116.0,4.919465,0.5807,0.1033,97.4494,24.638,0.0,2.4055,2.3998,0.1091,0.1148,4.5334,0.0,2.407,0.0,2.388,2.3837,34.3514,34.4452,23.7406,23.823,227.33900000000003,237.982,101.516,106.251
54,57.348,160.626,-106.85833999999998,16.85538,57.0,21.8187,21.7791,48966.0,4.904292,0.5679,0.1005,97.5177,22.910999999999998,0.0,2.398,2.3929,0.1078,0.1147,4.5365,0.0,2.3754,0.0,2.3869,2.3771,34.3417,34.4341,23.7713,23.8525,228.227,238.614,101.65799999999999,106.26700000000001
55,58.355,163.83100000000002,-106.85833999999998,16.85538,58.0,21.828,21.7816,48978.0,4.903694000000001,0.5996,0.1003,97.5237,21.134,0.0,2.3884,2.3803,0.111,0.1147,4.5368,0.0,2.3406,0.0,2.3859,2.3744,34.3437,34.4271,23.7703,23.8465,226.88400000000001,237.726,101.07700000000001,105.87200000000001
56,59.361000000000004,166.832,-106.85833999999998,16.85538,59.0,21.6553,21.6083,48790.0,4.886623,0.6226,0.1019,97.4855,19.926,0.0,2.3929,2.3782,0.1133,0.1147,4.535,0.0,2.3152,0.0,2.3584,2.3485,34.3328,34.4303,23.8099,23.8969,222.63299999999998,233.856,98.87200000000001,103.829
57,60.367,167.922,-106.85833999999998,16.85538,60.0,21.4536,21.4065,48575.0,4.8658,0.6272,0.1045,97.4203,18.622,0.0,2.3861,2.3752,0.1138,0.1148,4.532,0.0,2.2859,0.0,2.3449,2.339,34.3233,34.4265,23.8583,23.9497,221.264,234.16299999999998,97.905,103.588
58,61.373000000000005,169.081,-106.85833999999998,16.85538,61.0,21.3192,21.2791,48428.0,4.85056,0.6967,0.1047,97.4155,17.155,0.0,2.3728,2.3654,0.1207,0.1147,4.5318,0.0,2.2505,0.0,2.3289,2.3275,34.3135,34.4072,23.8877,23.9699,222.011,233.15400000000002,97.993,102.89399999999999
59,62.379,170.738,-106.85833999999998,16.85538,62.0,21.1189,21.0741,48215.0,4.829315,0.7529,0.1049,97.4117,15.890999999999998,0.0,2.3528,2.3454,0.1263,0.1148,4.5316,0.0,2.2173,0.0,2.3335,2.3244,34.3037,34.4022,23.9348,24.0219,225.62900000000002,235.468,99.225,103.52799999999999
60,63.386,176.644,-106.85833999999998,16.85538,63.0,21.2799,21.1489,48390.0,4.836759,0.8979,0.1065,97.3735,14.834000000000001,0.0,2.3351,2.3255,0.1408,0.1147,4.5298,0.0,2.1879,0.0,2.2915,2.2961,34.3139,34.4011,23.8988,24.0009,213.476,227.485,94.164,100.156
61,64.392,178.051,-106.85833999999998,16.85538,64.0,20.7049,20.6556,47786.0,4.786859,0.9355,0.1097,97.2936,13.707,0.0,2.3286,2.3251,0.1445,0.1147,4.5261,0.0,2.1536,0.0,2.2557,2.2594,34.2924,34.3986,24.0381,24.1323,213.43599999999998,226.113,93.15700000000001,98.664
62,65.398,179.53599999999997,-106.85833000000001,16.85538,65.0,20.4846,20.4432,47551.0,4.762907,1.1176,0.1173,97.1099,12.604000000000001,0.0,2.2933,2.2987,0.1627,0.1148,4.5176,0.0,2.1175,0.0,2.2373,2.2427,34.2803,34.3771,24.0879,24.1726,213.06599999999997,225.516,92.618,98.012
63,66.405,181.485,-106.85831999999999,16.85538,66.0,20.324,20.2842,47380.0,4.745602,1.3402,0.1228,96.9779,11.600999999999999,0.0,2.2576,2.2616,0.185,0.1148,4.5114,0.0,2.0816,0.0,2.2198,2.2229,34.2717,34.3656,24.124,24.2061,212.47299999999998,223.826,92.085,96.98899999999999
64,67.411,185.399,-106.85831999999999,16.85538,67.0,20.1778,20.1361,47224.0,4.728697,1.6199,0.1252,96.9189,10.562000000000001,0.0,2.2168,2.2195,0.213,0.1148,4.5087,0.0,2.0416,0.0,2.2058,2.2006,34.2632,34.3484,24.1563,24.2322,211.688,222.30700000000002,91.49600000000001,96.061
65,68.417,188.40900000000002,-106.85831999999999,16.85538,68.0,20.064,20.0233,47106.0,4.717744000000001,1.5566,0.1227,96.9805,9.6699,0.0,2.2104,2.2026,0.2066,0.1148,4.5115,0.0,2.0034,0.0,2.1503,2.1629,34.2591,34.3506,24.1832,24.2636,197.688,213.734,85.266,92.16799999999999
66,69.42399999999999,190.24099999999999,-106.85831999999999,16.85538,69.0,19.8938,19.854,46954.0,4.702679,1.5664,0.1218,97.0,8.7806,0.0,2.1947,2.1951,0.2076,0.1148,4.5124,0.0,1.9619,0.0,2.0799,2.1015,34.2736,34.3654,24.2389,24.3193,190.24099999999999,204.875,81.804,88.08
67,70.43,191.763,-106.85831999999999,16.85538,70.0,19.7689,19.7284,46855.0,4.692772,1.5259,0.119,97.0697,7.9407,0.0,2.1553,2.1664,0.2035,0.1148,4.5157,0.0,1.9187,0.0,2.0443,2.0585,34.294,34.3867,24.2871,24.3683,190.136,202.135,81.581,86.712
68,71.436,193.51,-106.85831999999999,16.85538,71.0,19.7062,19.6693,46797.0,4.686586,1.4074,0.1123,97.232,7.2122,0.0,2.089,2.1097,0.1917,0.1148,4.5232,0.0,1.8774,0.0,2.0252,2.0344,34.2975,34.384,24.3061,24.3817,190.77700000000002,201.479,81.763,86.336
69,72.443,197.729,-106.85831999999999,16.85538,72.0,19.6992,19.693,46797.0,4.689083,1.4361,0.1064,97.3756,6.4202,0.0,2.0161,2.0246,0.1946,0.1147,4.5299,0.0,1.8282,0.0,2.008,2.0178,34.3026,34.3847,24.3119,24.3761,188.764,199.778,80.893,85.645
70,73.449,200.31400000000002,-106.85831999999999,16.85538,73.0,19.6378,19.5982,46737.0,4.68055,1.357,0.107,97.3624,5.9579,0.0,2.0145,2.0245,0.1867,0.1147,4.5293,0.0,1.7959,0.0,1.9788,1.9853,34.3034,34.3921,24.3285,24.4064,182.635,193.614,78.178,82.861
71,74.455,201.63099999999997,-106.85831999999999,16.85538,74.0,19.5126,19.4713,46604.0,4.667799,1.2182,0.1064,97.376,5.4515,0.0,2.0052,2.0142,0.1728,0.1148,4.5299,0.0,1.7579,0.0,1.9541,1.9609,34.2956,34.3909,24.355,24.4384,179.285,190.935,76.564,81.52199999999999
72,75.462,203.058,-106.85831999999999,16.85538,75.0,19.3442,19.3051,46433.0,4.650459,1.1431,0.1012,97.501,4.9586,0.0,1.9891,1.9964,0.1653,0.1147,4.5357,0.0,1.7175,0.0,1.9301,1.9388,34.2923,34.3842,24.3958,24.4761,179.172,189.083,76.275,80.48
73,76.468,207.30599999999998,-106.85831999999999,16.85538,76.0,19.3006,19.289,46394.0,4.648318,1.1335,0.0965,97.6178,4.5077,0.0,1.933,1.9365,0.1644,0.1147,4.5412,0.0,1.6773,0.0,1.9043,1.9181,34.2956,34.3794,24.4096,24.4765,173.608,186.77599999999998,73.847,79.471
74,77.47399999999999,210.31400000000002,-106.85831999999999,16.85538,77.0,18.9563,18.9151,46062.0,4.614037000000001,1.0751,0.093,97.7018,4.152,0.0,1.9279,1.9384,0.1585,0.1147,4.5451,0.0,1.6421,0.0,1.7929,1.8297,34.3039,34.4034,24.5037,24.5902,151.377,169.387,63.983000000000004,71.583
75,78.48100000000001,211.372,-106.85831999999999,16.85538,78.0,18.8787,18.8396,45992.0,4.606381,0.9006,0.0895,97.7868,3.8473,0.0,1.8992,1.9251,0.1411,0.1148,4.5491,0.0,1.6097,0.0,1.7367,1.7764,34.3093,34.4017,24.5275,24.6081,146.14600000000002,162.08700000000002,61.68600000000001,68.402
76,79.487,212.612,-106.85831999999999,16.85538,79.0,18.6477,18.6054,45784.0,4.586093,0.8419,0.0895,97.7882,3.5501,0.0,1.8466,1.8779,0.1352,0.1147,4.5491,0.0,1.5757,0.0,1.6931,1.7255,34.3262,34.4263,24.5987,24.6858,146.83700000000002,158.636,61.716,66.663
77,80.493,215.947,-106.85831999999999,16.85539,80.0,18.6034,18.6048,45745.0,4.584386,0.8564,0.0866,97.8576,3.2452,0.0,1.7185,1.7468,0.1366,0.1147,4.5523,0.0,1.5378,0.0,1.6718,1.698,34.3305,34.4121,24.6131,24.6752,146.741,159.459,61.623999999999995,67.0
78,81.5,219.88299999999998,-106.85831999999999,16.8554,81.0,18.3796,18.3382,45548.0,4.563604,0.9535,0.0866,97.8581,2.9842,0.0,1.6871,1.708,0.1464,0.1133,4.5524,0.0,1.5026,0.0,1.5302,1.5839,34.3502,34.4596,24.684,24.778,117.11,134.22899999999998,48.981,56.137
79,82.506,221.207,-106.85833999999998,16.8554,82.0,18.1283,18.086,45324.0,4.539880999999999,0.7538,0.0811,97.9934,2.7699,0.0,1.6535,1.6969,0.1264,0.1148,4.5586,0.0,1.4713,0.0,1.4691,1.5097,34.3709,34.4701,24.7622,24.8485,114.755,128.507,47.776,53.49100000000001
80,83.51299999999999,222.517,-106.85833999999998,16.8554,83.0,17.9993,17.9632,45206.0,4.527703,0.6746,0.0784,98.058,2.5691,0.0,1.5771,1.6306,0.1184,0.1147,4.5617,0.0,1.4398,0.0,1.4115,1.458,34.3784,34.4695,24.7997,24.8783,105.584,121.359,43.853,50.398
81,84.51899999999999,225.643,-106.85833999999998,16.8554,84.0,17.9366,17.9118,45159.0,4.523251,0.689,0.0772,98.0901,2.349,0.0,1.4393,1.4791,0.1199,0.1147,4.5631,0.0,1.4022,0.0,1.3649,1.4016,34.3907,34.4746,24.8245,24.8948,107.09200000000001,119.29299999999999,44.426,49.49100000000001
82,85.525,229.571,-106.85833999999998,16.8554,85.0,17.6847,17.6617,44942.0,4.504462999999999,0.756,0.0766,98.1031,2.1797,0.0,1.3818,1.4033,0.1266,0.1147,4.5637,0.0,1.3713,0.0,1.2399,1.2959,34.4172,34.5252,24.9062,24.9945,82.78200000000001,96.97200000000001,34.185,40.055
83,86.531,230.71200000000002,-106.85833999999998,16.8554,86.0,17.4887,17.4484,44765.0,4.483932,0.5254,0.0698,98.2687,2.0236,0.0,1.3625,1.41,0.1035,0.1125,4.5715,0.0,1.3404,0.0,1.1926,1.2373,34.4313,34.5297,24.9645,25.0496,81.635,92.235,33.589,37.944
84,87.538,231.929,-106.85833999999998,16.8554,87.0,17.326,17.2865,44618.0,4.46901,0.4877,0.0654,98.379,1.8774,0.0,1.297,1.3582,0.0997,0.1132,4.5766,0.0,1.3094,0.0,1.1638,1.1979,34.4423,34.5385,25.012,25.0953,82.887,90.77600000000001,34.0,37.23
