Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
25,316,ETNP_100m_particle_PROKKA_155223,171.30,84,14,1,,10641,Major carboxysome shell protein 1A
30,410,WP_028952679,170.36,53,19,4,,9798,DNA-binding protein Synechococcus
30,452,WP_011127454,170.36,53,19,4,,9816,DNA-binding protein Synechococcus
30,411,ETNP_100m_particle_PROKKA_68767,170.36,53,19,4,,9840,DNA-binding protein HU
30,412,ETNP_140m_PROKKA_20457,170.36,53,19,4,,9840,DNA-binding protein HU
30,413,ETNP_90m_PROKKA_93078,170.36,53,19,4,,9840,DNA-binding protein HU
82,187,ETNP_100m_particle_PROKKA_29654,168.69,30,11,1,,36256,Glyceraldehyde-3-phosphate dehydrogenase 2
82,188,ETNP_120m_PROKKA_342620,168.69,30,11,1,,36589,Glyceraldehyde-3-phosphate dehydrogenase 2
50,68,WP_011130835,168.04,24,15,0,,54046,ATP synthase subunit alpha Prochlorococcus marinus
32,144,ETNP_120m_free_PROKKA_60142,168.04,46,15,15,,28624,hypothetical protein
49,285,ETNP_90m_PROKKA_165094,167.97,90,14,3,,10831,10 kDa chaperonin
49,286,ETNP_100m_PROKKA_21903,167.97,90,14,3,,10831,10 kDa chaperonin
49,287,ETNP_110m_PROKKA_01759,167.97,90,14,3,,10831,10 kDa chaperonin
49,288,ETNP14_68maa_PROKKA_182361,167.97,90,14,3,,10831,10 kDa chaperonin
49,289,ETNP_160m_PROKKA_115920,167.97,79,14,3,,12462,10 kDa chaperonin
49,290,ETNP_90m_PROKKA_150919,167.97,79,14,3,,12462,10 kDa chaperonin
18,5,ETNP_120m_PROKKA_203241,167.83,43,21,4,,59075,60 kDa chaperonin 2
81,142,ETNP_90m_PROKKA_01802,167.52,29,11,1,,36689,Glyceraldehyde-3-phosphate dehydrogenase 2
81,143,ETNP14_68maa_PROKKA_157355,167.52,29,11,1,,36689,Glyceraldehyde-3-phosphate dehydrogenase 2
47,41,ETNP_100m_particle_PROKKA_143405,167.04,42,13,1,,44970,ATP synthase subunit beta
63,42,WP_036912331,166.75,33,12,1,,52116,ATP F0F1 synthase subunit beta Prochlorococcus
26,6,ETNP_90m_PROKKA_50635,166.47,40,21,4,,58646,60 kDa chaperonin 2
27,138,ETNP_120m_free_PROKKA_147966,166.45,61,20,12,,19139,C-phycoerythrin class 1 subunit beta
27,139,ETNP_100m_particle_PROKKA_112481,166.45,61,20,12,,19139,C-phycoerythrin class 1 subunit beta
27,140,ETNP_120m_PROKKA_239033,166.45,61,20,12,,19139,C-phycoerythrin class 1 subunit beta
29,16,WP_042850982,165.31,27,17,0,,57654,molecular chaperone GroEL Prochlorococcus sp MIT 0604
14,93,NP_85m_PROKKA_25466,165.06,31,18,10,,34628,Divinyl chlorophyll a/b light-harvesting protein PcbB
14,94,ETNP_90m_PROKKA_151411,165.06,28,18,10,,38538,Divinyl chlorophyll a/b light-harvesting protein PcbB
62,49,WP_011819053,162.66,29,12,0,,52183,ATP synthase subunit beta Prochlorococcus
78,318,NP_85m_PROKKA_20533,161.49,36,8,0,,30236,Glutamine synthetase
127,150,ETNP_90m_PROKKA_146941,160.99,24,8,1,,38400,Fructose-bisphosphate aldolase class 2
61,408,ETNP_100m_particle_PROKKA_93757,160.79,47,12,2,,28461,Aliphatic amidase expression-regulating protein
56,199,ETNP_120m_PROKKA_308261,159.72,55,11,11,,17474,Allophycocyanin alpha chain
56,200,ETNP_120m_free_PROKKA_243017,159.72,55,11,11,,17474,Allophycocyanin alpha chain
56,201,ETNP_100m_particle_PROKKA_09323,159.72,55,11,11,,17474,Allophycocyanin alpha chain
46,43,ETNP_90m_PROKKA_203807,159.72,30,12,1,,52116,ATP synthase subunit beta
41,25,ETNP14_68maa_PROKKA_95644,159.70,28,15,3,,67383,Polyribonucleotide nucleotidyltransferase
129,576,ETNP_120m_PROKKA_98353,159.09,52,8,5,,13780,hypothetical protein
107,151,WP_036915471,158.65,24,8,0,,38529,fructose-bisphosphate aldolase Prochlorococcus
36,368,ETNP_100m_particle_PROKKA_45033,158.02,57,18,2,,13968,hypothetical protein
36,369,ETNP_90m_PROKKA_81200,158.02,57,18,2,,13968,hypothetical protein
36,370,ETNP_120m_PROKKA_207479,158.02,57,18,2,,13968,hypothetical protein
36,371,ETNP_120m_free_PROKKA_153271,158.02,57,18,2,,13968,hypothetical protein
77,184,WP_036914875,155.85,27,11,0,,47070,ABC transporter substrate-binding protein Prochlorococcus
77,185,ETNP_90m_PROKKA_64779,155.85,27,11,0,,47028,Aliphatic amidase expression-regulating protein
77,186,WP_011131593,155.85,27,11,0,,47029,ABC transporter substrate-binding protein Prochlorococcus marinus
51,359,ETNP_90m_PROKKA_138320,155.70,47,15,8,,18490,C-phycoerythrin class 2 subunit beta
75,53,WP_006171953,155.59,29,10,0,,52810,F0F1 ATP synthase subunit beta Synechococcus sp WH 5701
42,35,ETNP_90m_PROKKA_61495,153.52,28,15,0,,61637,Phycoerythrin class 2 subunit gamma  linker polypeptide
48,60,ETNP_140m_PROKKA_14166,153.23,24,13,2,,52555,Ribulose bisphosphate carboxylase large chain 2
91,193,WP_011127938,153.21,19,7,1,,52468,glutamine synthetase Synechococcus sp WH 8102
71,346,WP_011130818,153.07,83,11,0,,10889,molecular chaperone GroES Prochlorococcus
71,347,ETNP_90m_PROKKA_196241,153.07,83,11,0,,10889,10 kDa chaperonin
84,358,ETNP_120m_free_PROKKA_240273,152.65,25,10,1,,41933,Aliphatic amidase expression-regulating protein
95,336,ETNP_120m_PROKKA_235136,152.38,32,7,0,,30734,Glutamine synthetase
67,577,WP_011128866,151.39,32,13,1,,18085,C-phycoerythrin class 2 subunit beta Synechococcus
53,603,WP_038543230,151.36,29,14,0,,18716,bleomycin hydrolase Synechococcus sp KORDI-100
64,61,ETNP_100m_PROKKA_41674,150.86,23,12,1,,52559,Ribulose bisphosphate carboxylase large chain 2
64,62,ETNP_120m_PROKKA_157084,150.86,23,12,1,,52559,Ribulose bisphosphate carboxylase large chain 2
64,63,ETNP_90m_PROKKA_04313,150.86,21,12,1,,57169,Ribulose bisphosphate carboxylase large chain 2
52,14,ETNP_90m_PROKKA_211886,150.34,14,15,1,,149648,DNA-directed RNA polymerase subunit beta'
83,337,WP_011131032,148.71,14,9,0,,56164,photosystem II PsbB protein CP47 Prochlorococcus marinus
83,338,WP_036911159,148.71,14,9,0,,56257,photosystem II CP47 chlorophyll apoprotein Prochlorococcus
69,36,WP_038654074,148.29,31,11,0,,52254,ATP F0F1 synthase subunit beta Prochlorococcus sp MIT 0801
44,506,ETNP14_68mB_PROKKA_50287,147.86,44,17,2,,13363,hypothetical protein
44,542,ETNP_60m_PROKKA_04448,147.86,47,17,2,,12354,hypothetical protein
44,543,WP_011293945,147.86,47,17,2,,12354,transcriptional regulator Prochlorococcus
45,40,ETNP_120m_PROKKA_239016,147.32,28,15,1,,61513,Phycobilisome 27.9 kDa linker polypeptide  phycoerythrin-associated  rod
59,65,ETNP_120m_PROKKA_170565,145.31,27,13,0,,54933,Polyribonucleotide nucleotidyltransferase
111,503,ETNP_120m_PROKKA_15747,142.79,44,8,8,,24509,hypothetical protein
88,436,ETNP_120m_particle_PROKKA_115227,142.35,74,8,8,,10054,Thioredoxin-1
88,437,ETNP_100m_PROKKA_06117,142.35,64,8,8,,11595,Thioredoxin-1
88,438,NP_100m_PROKKA_30403,142.35,64,8,8,,11595,Thioredoxin-1
88,439,ETNP_140m_PROKKA_156431,142.35,64,8,8,,11565,Thioredoxin-1
88,440,ETNP_90m_PROKKA_201449,142.35,64,8,8,,11595,Thioredoxin-1
88,441,ETNP14_68mB_PROKKA_48654,142.35,64,8,8,,11565,Thioredoxin-1
88,442,ETNP_100m_PROKKA_21464,142.35,64,8,8,,11565,Thioredoxin-1
88,443,ETNP_110m_PROKKA_29592,142.35,64,8,8,,11565,Thioredoxin-1
88,444,ETNP_140m_PROKKA_136007,142.35,64,8,8,,11595,Thioredoxin-1
88,445,ETNP_120m_PROKKA_69423,142.35,64,8,8,,11595,Thioredoxin-1
88,446,NP_85m_PROKKA_19416,142.35,64,8,8,,11565,Thioredoxin-1
88,447,ETNP_110m_PROKKA_28542,142.35,64,8,8,,11595,Thioredoxin-1
88,448,ETNP_90m_PROKKA_102584,142.35,64,8,8,,11592,Thioredoxin-1
88,449,WP_011130499,142.35,64,8,8,,11592,thioredoxin Prochlorococcus
88,450,ETNP_160m_PROKKA_179873,142.35,64,8,8,,11565,Thioredoxin-1
88,451,ETNP_100m_particle_PROKKA_94903,142.35,64,8,8,,11609,Thioredoxin-1
128,255,ETNP_100m_particle_PROKKA_128035,142.27,25,7,1,,33083,Fructose-bisphosphate aldolase class 2
128,256,ETNP_120m_particle_PROKKA_27564,142.27,24,7,1,,34130,Fructose-bisphosphate aldolase class 2
128,212,ETNP_90m_PROKKA_03450,142.27,21,7,1,,37818,Fructose-bisphosphate aldolase class 2
128,213,ETNP_100m_PROKKA_70731,142.27,21,7,1,,37818,Fructose-bisphosphate aldolase class 2
66,66,ETNP_90m_PROKKA_93094,141.92,18,12,0,,77686,Polyribonucleotide nucleotidyltransferase
68,741,ETNP14_68maa_PROKKA_67735,140.38,36,14,1,,12780,hypothetical protein
57,129,ETNP_120m_PROKKA_318382,138.70,32,14,4,,34262,hypothetical protein
178,960,ETNP_100m_PROKKA_74688,138.60,61,6,2,,8598,Acyl carrier protein
178,961,ETNP14_68maa_PROKKA_164198,138.60,61,6,2,,8598,Acyl carrier protein
178,963,ETNP_160m_PROKKA_92744,138.60,56,6,2,,9468,Acyl carrier protein
178,964,ETNP_90m_PROKKA_181880,138.60,56,6,2,,9498,Acyl carrier protein
178,965,ETNP_140m_PROKKA_132622,138.60,56,6,2,,9498,Acyl carrier protein
102,366,ETNP_100m_PROKKA_94870,138.43,14,8,0,,64938,Polyribonucleotide nucleotidyltransferase
126,1405,NP_85m_PROKKA_23185,135.61,37,8,8,,18036,Cytochrome c-550 precursor
126,1406,ETNP14_68mB_PROKKA_05712,135.61,37,8,8,,18007,Cytochrome c-550 precursor
126,1407,ETNP_100m_PROKKA_20700,135.61,37,8,8,,18007,Cytochrome c-550 precursor
60,1906,ETNP_100m_particle_PROKKA_55047,135.05,17,10,10,,9588,hypothetical protein
171,486,ETNP_100m_particle_PROKKA_06864,134.49,11,6,2,,84210,Carboxysome shell peptide mid-region
171,487,ETNP_100m_PROKKA_41672,134.49,11,6,2,,84240,Carboxysome shell peptide mid-region
70,17,ETNP_90m_PROKKA_111982,134.02,18,14,2,,122495,DNA-directed RNA polymerase subunit beta
70,18,ETNP_120m_PROKKA_131513,134.02,18,14,2,,122495,DNA-directed RNA polymerase subunit beta
76,22,WP_011130875,133.46,16,13,1,,122534,DNA-directed RNA polymerase subunit beta Prochlorococcus marinus
76,23,WP_036911437,133.46,16,13,1,,122573,DNA-directed RNA polymerase subunit beta Prochlorococcus
76,26,ETNP_90m_PROKKA_50421,133.46,16,13,1,,122497,DNA-directed RNA polymerase subunit beta
89,478,ETNP_90m_PROKKA_203806,133.02,65,9,0,,12346,10 kDa chaperonin
89,479,ETNP_120m_PROKKA_56512,133.02,65,9,0,,12346,10 kDa chaperonin
89,480,ETNP_120m_free_PROKKA_36507,133.02,65,9,0,,12346,10 kDa chaperonin
100,100,WP_018047900,129.98,8,8,1,,133487,hypothetical protein Nitrospina sp AB-629-B18
185,428,ETNP_90m_PROKKA_00480,129.69,20,6,0,,33678,Fructose-bisphosphate aldolase class 2
185,386,ETNP_120m_PROKKA_188521,129.69,17,6,0,,38426,Fructose-bisphosphate aldolase class 2
55,865,ETNP_90m_PROKKA_69530,129.45,71,12,4,,9868,hypothetical protein
55,866,ETNP_120m_PROKKA_158485,129.45,71,12,4,,9868,hypothetical protein
116,232,ETNP_100m_particle_PROKKA_51317,129.20,18,6,6,,46252,Phosphoglycerate kinase
116,233,ETNP_100m_PROKKA_83660,129.20,17,6,6,,50142,Phosphoglycerate kinase
116,328,ETNP_90m_PROKKA_26131,129.20,23,6,6,,37584,Phosphoglycerate kinase
116,319,ETNP_100m_PROKKA_81584,129.20,20,6,6,,42088,Phosphoglycerate kinase
72,546,ETNP_120m_PROKKA_115988,129.07,33,9,1,,20020,Photosystem I reaction center subunit XI
72,547,ETNP_110m_PROKKA_02539,129.07,33,9,1,,20020,Photosystem I reaction center subunit XI
72,548,ETNP_100m_PROKKA_21334,129.07,33,9,1,,20020,Photosystem I reaction center subunit XI
72,549,ETNP_90m_PROKKA_59218,129.07,33,9,1,,20020,Photosystem I reaction center subunit XI
72,550,NP_85m_PROKKA_11773,129.07,33,9,1,,20038,Photosystem I reaction center subunit XI
96,353,WP_038652138,128.95,15,7,0,,52654,glutamine synthetase Prochlorococcus sp MIT 0801
80,253,ETNP_120m_free_PROKKA_121037,128.86,43,8,1,,17234,60 kDa chaperonin 1
104,170,ETNP_100m_PROKKA_30557,128.62,15,10,10,,66452,Chaperone protein dnaK2
115,208,ETNP14_68maa_PROKKA_75202,128.62,23,8,5,,49437,Selenate reductase subunit beta
115,209,WP_018047899,128.62,23,8,5,,49419,hypothetical protein Nitrospina sp AB-629-B18
115,210,NP_85m_PROKKA_04529,128.62,23,8,5,,49419,Selenate reductase subunit beta
176,1473,NP_30m_PROKKA_14706,128.38,39,6,2,,9512,Acyl carrier protein
176,1469,WP_007099572,128.38,42,6,2,,8641,acyl carrier protein Synechococcus
176,1470,WP_011131320,128.38,42,6,2,,8658,acyl carrier protein Prochlorococcus
176,1471,ETNP_120m_free_PROKKA_89878,128.38,42,6,2,,8658,Acyl carrier protein
176,1472,ETNP_90m_PROKKA_58147,128.38,39,6,2,,9518,Acyl carrier protein
176,1218,NP_85m_PROKKA_10162,128.38,39,6,2,,9548,Acyl carrier protein
176,1219,ETNP_110m_PROKKA_06308,128.38,39,6,2,,9548,Acyl carrier protein
176,1220,ETNP_90m_PROKKA_156293,128.38,39,6,2,,9548,Acyl carrier protein
176,1221,ETNP_100m_particle_PROKKA_90903,128.38,39,6,2,,9548,Acyl carrier protein
176,2670,ETNP14_68maa_PROKKA_121802,128.38,39,6,2,,9503,Acyl carrier protein
176,2671,ETNP_120m_PROKKA_02296,128.38,39,6,2,,9503,Acyl carrier protein
176,1222,ETNP_120m_PROKKA_287328,128.38,39,6,2,,9548,Acyl carrier protein
203,740,ETNP_140m_PROKKA_160404,128.33,20,5,1,,40166,Carboxysome shell peptide mid-region
143,394,ETNP_90m_PROKKA_114429,128.24,34,9,0,,24636,Aliphatic amidase expression-regulating protein
87,510,ETNP_90m_PROKKA_51357,126.56,38,8,5,,20410,hypothetical protein
87,511,ETNP_120m_PROKKA_302154,126.56,35,8,5,,22196,hypothetical protein
114,55,NP_85m_PROKKA_13642,126.21,35,9,5,,40932,Cell division protein FtsZ
73,551,ETNP_90m_PROKKA_122859,125.86,33,9,1,,20071,Photosystem I reaction center subunit XI
73,552,ETNP_100m_particle_PROKKA_140193,125.86,33,9,1,,20071,Photosystem I reaction center subunit XI
73,553,ETNP_110m_PROKKA_44967,125.86,33,9,1,,20071,Photosystem I reaction center subunit XI
73,554,ETNP_100m_PROKKA_21330,125.86,33,9,1,,20071,Photosystem I reaction center subunit XI
73,555,ETNP_120m_PROKKA_321604,125.86,33,9,1,,20071,Photosystem I reaction center subunit XI
73,556,ETNP_140m_PROKKA_60611,125.86,33,9,1,,20071,Photosystem I reaction center subunit XI
166,468,ETNP_120m_PROKKA_55158,125.39,12,6,0,,50186,Photosystem II 44 kDa reaction center protein
135,176,ETNP_90m_PROKKA_102744,124.62,44,7,7,,18151,R-phycocyanin-2 beta chain
135,177,ETNP_120m_free_PROKKA_94751,124.62,44,7,7,,18151,R-phycocyanin-2 beta chain
135,178,ETNP_100m_particle_PROKKA_54272,124.62,44,7,7,,18151,R-phycocyanin-2 beta chain
135,179,ETNP_120m_PROKKA_09406,124.62,44,7,7,,18151,R-phycocyanin-2 beta chain
160,606,NP_85m_PROKKA_25077,124.38,31,5,0,,32906,ATP synthase subunit beta
93,116,ETNP_100m_particle_PROKKA_142630,124.19,8,10,1,,149786,DNA-directed RNA polymerase subunit beta'
93,117,ETNP_120m_PROKKA_308293,124.19,8,10,1,,149786,DNA-directed RNA polymerase subunit beta'
97,890,ETNP_100m_PROKKA_18390,123.93,71,9,1,,9890,hypothetical protein
97,891,ETNP_90m_PROKKA_69523,123.93,71,9,1,,9890,hypothetical protein
97,892,NP_85m_PROKKA_26602,123.93,71,9,1,,9890,hypothetical protein
99,1365,ETNP_140m_PROKKA_164224,123.58,39,7,2,,9263,Photosystem II D2 protein
99,1366,ETNP_120m_PROKKA_343043,123.58,39,7,2,,9291,Photosystem II D2 protein
99,1367,ETNP_90m_PROKKA_47317,123.58,39,7,2,,9291,Photosystem II D2 protein
99,1368,ETNP_120m_PROKKA_338568,123.58,22,7,2,,16483,Photosystem II D2 protein
99,1369,ETNP_140m_PROKKA_164223,123.58,22,7,2,,16511,Photosystem II D2 protein
99,1370,ETNP_110m_PROKKA_10232,123.58,21,7,2,,17310,Photosystem II D2 protein
99,1371,ETNP_90m_PROKKA_155757,123.58,21,7,2,,17370,Photosystem II D2 protein
99,1372,ETNP_90m_PROKKA_124008,123.58,21,7,2,,17441,Photosystem II D2 protein
99,1161,ETNP14_68mB_PROKKA_42367,123.58,14,7,2,,25693,Photosystem II D2 protein
99,1162,NP_85m_PROKKA_14780,123.58,14,7,2,,25693,Photosystem II D2 protein
99,1163,ETNP_160m_PROKKA_127817,123.58,10,7,2,,34533,Photosystem II D2 protein
99,1164,ETNP_120m_free_PROKKA_184898,123.58,10,7,2,,35183,Photosystem II D2 protein
99,1165,WP_011130550,123.58,9,7,2,,39325,photosystem II D2 protein Prochlorococcus marinus
99,1166,WP_036914375,123.58,9,7,2,,39275,photosystem II D2 protein Prochlorococcus
99,1167,ETNP_100m_particle_PROKKA_21550,123.58,9,7,2,,39310,Photosystem II D2 protein
99,1168,ETNP_100m_PROKKA_30600,123.58,8,7,2,,45886,Photosystem II D2 protein
139,325,ETNP_100m_PROKKA_66801,122.51,22,8,5,,34999,Cysteine synthase A
112,95,ETNP_180m_PROKKA_81155,120.40,15,9,6,,81192,Multicopper oxidase
