Pressure [dbar],StartTime,depSMignore,latitude,longitude,t090C,t190C,potemp090C,sal00,sal11,density00,sigma-t00,flSP,sbox0Mm/Kg,oxsolMm/Kg,CStarAt0,CStarTr0,v2,v3,ph,par,scan,nbin,flag
86.0,2017-01-08 20:54:16,85.473,16.51282,-107.13868000000001,16.3263,16.3245,16.3126,34.7535,34.7616,1025.8627,25.4829,0.15377000000000002,1.338,241.89455,0.1226,96.9813,0.0343,0.0387,-2.6430000000000002,2.921,5812.0,39.0,False
87.0,2017-01-08 20:54:16,86.46700000000001,16.51282,-107.13868000000001,16.2162,16.2144,16.2024,34.7591,34.7672,1025.897,25.5127,0.15792,1.3319999999999999,242.39806000000002,0.1218,97.0012,0.0343,0.0387,-2.647,2.7525,5850.0,40.0,False
88.0,2017-01-08 20:54:16,87.461,16.51282,-107.13868000000001,16.0395,16.0343,16.0256,34.7574,34.7677,1025.9408,25.5519,0.23421,1.311,243.22857000000002,0.1255,96.9108,0.0342,0.0386,-2.653,2.5657,5898.0,58.0,False
89.0,2017-01-08 20:54:16,88.454,16.51282,-107.13868000000001,15.8231,15.8185,15.8092,34.7584,34.7679,1025.9957,25.602,0.33297,1.285,244.24702000000002,0.1329,96.7327,0.0343,0.0385,-2.66,2.4138,5957.0,52.0,False
90.0,2017-01-08 20:54:16,89.448,16.51282,-107.13868000000001,15.7486,15.7486,15.7345,34.7597,34.7678,1026.0181,25.6199,0.34714,1.124,244.59796,0.1341,96.703,0.0342,0.0385,-2.662,2.2752,5999.0,34.0,False
91.0,2017-01-08 20:54:16,90.44200000000001,16.51282,-107.13868000000001,15.7216,15.7205,15.7074,34.7575,34.7659,1026.027,25.6243,0.37428,1.109,244.72986,0.1362,96.6514,0.0342,0.0382,-2.6639999999999997,2.1201,6039.0,46.0,False
92.0,2017-01-08 20:54:16,91.435,16.51282,-107.13868000000001,15.6822,15.6812,15.6679,34.7557,34.764,1026.0389,25.6318,0.40207,1.006,244.92029,0.1386,96.5934,0.0344,0.0386,-2.665,1.964,6096.0,62.0,False
93.0,2017-01-08 20:54:16,92.429,16.51282,-107.13868000000001,15.6421,15.6423,15.6277,34.7548,34.7633,1026.0517,25.6401,0.39066,0.9179999999999999,245.11251000000001,0.1378,96.6127,0.0342,0.0385,-2.6660000000000004,1.8397,6148.0,41.0,False
94.0,2017-01-08 20:54:16,93.42200000000001,16.51282,-107.13868000000001,15.5643,15.56,15.5498,34.7499,34.7585,1026.07,25.6539,0.44259,0.898,245.49237999999997,0.1397,96.5677,0.0343,0.0386,-2.6689999999999996,1.7117,6187.0,44.0,False
95.0,2017-01-08 20:54:16,94.416,16.51282,-107.13868000000001,15.3942,15.3917,15.3797,34.7492,34.758,1026.1121,25.6914,0.5446,0.941,246.30903999999998,0.1452,96.4338,0.0342,0.0386,-2.674,1.5839,6242.0,58.0,False
96.0,2017-01-08 20:54:16,95.41,16.51282,-107.13868000000001,15.2064,15.2054,15.1918,34.7588,34.7666,1026.166,25.7405,0.4368,0.9359999999999999,247.19967999999997,0.1409,96.5401,0.0342,0.0388,-2.681,1.475,6290.0,43.0,False
97.0,2017-01-08 20:54:16,96.40299999999999,16.51282,-107.13868000000001,15.0577,15.0571,15.043,34.7568,34.7646,1026.2019,25.7718,0.51517,0.943,247.92497999999998,0.1449,96.4435,0.0343,0.0388,-2.6860000000000004,1.3621,6331.0,42.0,False
98.0,2017-01-08 20:54:16,97.397,16.51282,-107.13868000000001,14.991,14.9893,14.9762,34.7569,34.7652,1026.2212,25.7865,0.5452,0.9490000000000001,248.25002,0.1464,96.4061,0.0342,0.0387,-2.688,1.2523,6380.0,53.0,False
99.0,2017-01-08 20:54:16,98.391,16.51282,-107.13868000000001,14.9172,14.9161,14.9023,34.7545,34.7628,1026.24,25.8008,0.55186,0.897,248.61513,0.1461,96.4137,0.0342,0.0387,-2.69,1.1476,6435.0,52.0,False
100.0,2017-01-08 20:54:16,99.384,16.51282,-107.13868000000001,14.8639,14.8638,14.8489,34.7538,34.7621,1026.2556,25.8119,0.56204,0.797,248.87713,0.1469,96.395,0.0342,0.0386,-2.6919999999999997,1.0572,6487.0,52.0,False
101.0,2017-01-08 20:54:16,100.37799999999999,16.51282,-107.13868000000001,14.7879,14.7879,14.7729,34.7518,34.7601,1026.2752,25.8269,0.56818,0.775,249.25382000000002,0.1474,96.3828,0.0342,0.0386,-2.695,0.9848100000000001,6535.0,43.0,False
102.0,2017-01-08 20:54:16,101.37100000000001,16.51282,-107.13868000000001,14.7197,14.72,14.7045,34.753,34.7611,1026.2955,25.8427,0.54852,0.812,249.58811,0.1471,96.3881,0.0341,0.0383,-2.697,0.91325,6574.0,34.0,False
103.0,2017-01-08 20:54:16,102.365,16.51282,-107.13868000000001,14.6791,14.6786,14.6638,34.7527,34.7609,1026.3085,25.8512,0.5455899999999999,0.812,249.789,0.1474,96.3825,0.034,0.0383,-2.698,0.84095,6607.0,33.0,False
104.0,2017-01-08 20:54:16,103.359,16.51282,-107.13868000000001,14.6099,14.6094,14.5945,34.7532,34.7613,1026.3283,25.8665,0.55518,0.813,250.1304,0.1471,96.3895,0.0341,0.0382,-2.701,0.77267,6641.0,34.0,False
105.0,2017-01-08 20:54:16,104.352,16.51282,-107.13868000000001,14.4882,14.4875,14.4728,34.76,34.7683,1026.3644,25.8979,0.54779,0.815,250.72267000000002,0.147,96.3906,0.034,0.038,-2.705,0.71139,6675.0,33.0,False
106.0,2017-01-08 20:54:16,105.346,16.51282,-107.13868000000001,14.4263,14.4258,14.4108,34.7637,34.7721,1026.3851,25.9141,0.53247,0.8059999999999999,251.02441000000002,0.1462,96.4111,0.0342,0.0383,-2.707,0.65286,6705.0,29.0,False
107.0,2017-01-08 20:54:16,106.339,16.51282,-107.13868000000001,14.386,14.3856,14.3703,34.7644,34.7728,1026.3988,25.9232,0.5272399999999999,0.823,251.22436000000002,0.1447,96.4485,0.034,0.0383,-2.708,0.5973,6732.0,26.0,False
108.0,2017-01-08 20:54:16,107.333,16.51282,-107.13868000000001,14.3185,14.3177,14.3028,34.7679,34.7765,1026.4205,25.9403,0.53488,0.8190000000000001,251.55552999999998,0.146,96.4159,0.0342,0.0385,-2.71,0.5451699999999999,6758.0,26.0,False
109.0,2017-01-08 20:54:16,108.32600000000001,16.51282,-107.13868000000001,14.2523,14.2519,14.2364,34.7701,34.7786,1026.4408,25.9561,0.54803,0.809,251.8838,0.1456,96.4246,0.034,0.0382,-2.713,0.4988,6786.0,29.0,False
110.0,2017-01-08 20:54:16,109.32,16.51282,-107.13868000000001,14.1436,14.1437,14.1277,34.7738,34.782,1026.4713,25.982,0.5329699999999999,0.81,252.42412000000002,0.1453,96.4338,0.0341,0.0383,-2.716,0.4595,6816.0,30.0,False
111.0,2017-01-08 20:54:16,110.31299999999999,16.51282,-107.13868000000001,14.0432,14.0428,14.0272,34.7794,34.7875,1026.5014,26.0075,0.51317,0.8109999999999999,252.92113999999998,0.1439,96.4678,0.0339,0.0379,-2.72,0.42696999999999996,6844.0,26.0,False
112.0,2017-01-08 20:54:16,111.307,16.51282,-107.13868000000001,13.9016,13.9013,13.8856,34.781,34.7889,1026.5371,26.0385,0.50497,0.8290000000000001,253.63652000000002,0.143,96.4886,0.0337,0.0379,-2.725,0.39743,6868.0,23.0,False
113.0,2017-01-08 20:54:16,112.301,16.51282,-107.13868000000001,13.8022,13.8019,13.7862,34.7874,34.7953,1026.5674,26.0641,0.50005,0.8320000000000001,254.13114,0.1458,96.4193,0.0338,0.0382,-2.728,0.36972,6890.0,22.0,False
114.0,2017-01-08 20:54:16,113.294,16.51282,-107.13868000000001,13.7948,13.7951,13.7785,34.7854,34.7933,1026.5719,26.0642,0.49803000000000003,0.8320000000000001,254.17264,0.1471,96.3877,0.0338,0.0379,-2.728,0.34337,6913.0,23.0,False
115.0,2017-01-08 20:54:16,114.288,16.51282,-107.13868000000001,13.794,13.7938,13.7776,34.7838,34.7918,1026.5752,26.0631,0.50484,0.8170000000000001,254.17982,0.1475,96.3785,0.0338,0.0381,-2.728,0.31790999999999997,6937.0,25.0,False
116.0,2017-01-08 20:54:16,115.281,16.51282,-107.13868000000001,13.7916,13.7914,13.7751,34.7825,34.7908,1026.5792,26.0626,0.49973999999999996,0.807,254.19381,0.1488,96.3492,0.034,0.0382,-2.728,0.29413,6961.0,24.0,False
117.0,2017-01-08 20:54:16,116.275,16.51282,-107.13868000000001,13.7877,13.7877,13.7711,34.7818,34.7899,1026.5839,26.0628,0.49066000000000004,0.708,254.21513,0.1458,96.4212,0.0338,0.0378,-2.728,0.27211,6985.0,22.0,False
118.0,2017-01-08 20:54:16,117.26799999999999,16.51282,-107.13868000000001,13.7837,13.7833,13.7669,34.7809,34.7891,1026.5885,26.063,0.48348,0.6559999999999999,254.23735,0.1464,96.4051,0.0338,0.0376,-2.7289999999999996,0.25151999999999997,7006.0,20.0,False
119.0,2017-01-08 20:54:16,118.262,16.51282,-107.13868000000001,13.7275,13.7278,13.7106,34.778,34.7863,1026.6025,26.0724,0.4859,0.615,254.52972000000003,0.1467,96.3983,0.0339,0.0377,-2.7310000000000003,0.23129,7027.0,22.0,False
120.0,2017-01-08 20:54:16,119.255,16.51282,-107.13868000000001,13.6615,13.6608,13.6445,34.7812,34.7894,1026.6232,26.0886,0.49268,0.64,254.86252000000002,0.1492,96.3385,0.0337,0.038,-2.733,0.21219000000000002,7050.0,26.0,False
121.0,2017-01-08 20:54:16,120.249,16.51282,-107.13868000000001,13.643,13.6433,13.6259,34.7811,34.7893,1026.6314,26.0923,0.50452,0.693,254.9576,0.1495,96.3313,0.0337,0.0379,-2.733,0.19368,7079.0,33.0,False
122.0,2017-01-08 20:54:16,121.242,16.51282,-107.13868000000001,13.6309,13.6305,13.6137,34.7801,34.7883,1026.6376,26.094,0.49307,0.684,255.02137000000002,0.149,96.3426,0.0335,0.0368,-2.734,0.17747000000000002,7113.0,31.0,False
123.0,2017-01-08 20:54:16,122.236,16.51282,-107.13868000000001,13.616,13.6159,13.5986,34.7794,34.7877,1026.6447,26.0966,0.47175,0.636,255.09913999999998,0.1493,96.3365,0.0334,0.0368,-2.734,0.16459000000000001,7141.0,25.0,False
124.0,2017-01-08 20:54:16,123.229,16.51282,-107.13868000000001,13.5853,13.5849,13.5678,34.7792,34.7874,1026.6554,26.1028,0.45661,0.581,255.25755,0.1495,96.3328,0.0331,0.0365,-2.735,0.15325,7165.0,23.0,False
125.0,2017-01-08 20:54:16,124.223,16.51282,-107.13868000000001,13.5359,13.5346,13.5183,34.7803,34.7886,1026.671,26.1138,0.43785,0.62,255.5102,0.1502,96.3143,0.0334,0.0366,-2.737,0.14253,7188.0,24.0,False
126.0,2017-01-08 20:54:16,125.21600000000001,16.51282,-107.13868000000001,13.4882,13.4876,13.4705,34.7832,34.7915,1026.6875,26.1258,0.41321,0.625,255.75117999999998,0.1487,96.35,0.0333,0.0365,-2.739,0.13238,7212.0,24.0,False
127.0,2017-01-08 20:54:16,126.21,16.51282,-107.13868000000001,13.462,13.4618,13.4442,34.785,34.7934,1026.6989,26.1326,0.39337,0.609,255.88281,0.1471,96.3889,0.0332,0.0364,-2.74,0.12352,7237.0,25.0,False
128.0,2017-01-08 20:54:16,127.20299999999999,16.51282,-107.13868000000001,13.4107,13.4099,13.3928,34.7848,34.7929,1026.7137,26.1429,0.36493000000000003,0.613,256.14898999999997,0.1468,96.3972,0.0332,0.0365,-2.741,0.11497,7260.0,22.0,False
129.0,2017-01-08 20:54:16,128.196,16.51282,-107.13868000000001,13.3303,13.3299,13.3123,34.7889,34.7969,1026.7379,26.1625,0.31067,0.633,256.55888,0.1458,96.4205,0.0333,0.0363,-2.7439999999999998,0.10732,7282.0,20.0,False
130.0,2017-01-08 20:54:16,129.19,16.51282,-107.13868000000001,13.2664,13.2659,13.2483,34.7909,34.799,1026.7571,26.1771,0.28005,0.698,256.88777000000005,0.144,96.4637,0.0331,0.0362,-2.7460000000000004,0.1,7302.0,21.0,False
131.0,2017-01-08 20:54:16,130.184,16.51282,-107.13868000000001,13.2167,13.2163,13.1985,34.7977,34.8055,1026.777,26.1924,0.25126,0.599,257.13475,0.143,96.4878,0.0331,0.0361,-2.748,0.092481,7323.0,21.0,False
132.0,2017-01-08 20:54:16,131.17700000000002,16.51282,-107.13868000000001,13.173,13.1726,13.1548,34.8015,34.8095,1026.7933,26.2042,0.22591999999999998,0.608,257.35596,0.1399,96.5629,0.033,0.0361,-2.7489999999999997,0.086173,7345.0,24.0,False
133.0,2017-01-08 20:54:16,132.17,16.51282,-107.13868000000001,13.1502,13.1504,13.1319,34.8016,34.8097,1026.8025,26.2089,0.22096,0.654,257.47484,0.139,96.5842,0.0332,0.0364,-2.75,0.079545,7372.0,28.0,False
134.0,2017-01-08 20:54:16,133.164,16.51282,-107.13868000000001,13.1323,13.132,13.1138,34.8007,34.8087,1026.8099,26.2118,0.21516,0.586,257.57061,0.1385,96.5966,0.0333,0.0365,-2.7510000000000003,0.073778,7403.0,33.0,False
135.0,2017-01-08 20:54:16,134.157,16.51282,-107.13868000000001,13.0889,13.0883,13.0703,34.8008,34.8088,1026.8233,26.2207,0.19465,0.541,257.79778999999996,0.139,96.5851,0.0333,0.0363,-2.752,0.06927,7434.0,27.0,False
136.0,2017-01-08 20:54:16,135.151,16.51282,-107.13868000000001,13.0356,13.0346,13.0169,34.8009,34.8091,1026.8388,26.2315,0.16667,0.516,258.07707,0.1478,96.3728,0.0331,0.036,-2.7539999999999996,0.065361,7460.0,24.0,False
137.0,2017-01-08 20:54:16,136.144,16.51282,-107.13868000000001,12.9958,12.9955,12.977,34.8024,34.8106,1026.8525,26.2407,0.15509,0.552,258.28368,0.1364,96.6473,0.0332,0.0362,-2.755,0.061817,7483.0,23.0,False
138.0,2017-01-08 20:54:16,137.137,16.51282,-107.13868000000001,12.9886,12.9885,12.9698,34.8018,34.81,1026.8578,26.2416,0.15367999999999998,0.551,258.32248,0.1354,96.6727,0.0331,0.036,-2.7560000000000002,0.058792,7507.0,24.0,False
139.0,2017-01-08 20:54:16,138.131,16.51282,-107.13868000000001,12.9801,12.98,12.961,34.8012,34.8093,1026.8636,26.2429,0.14943,0.565,258.36868,0.1358,96.6616,0.033,0.0359,-2.7560000000000002,0.055534,7531.0,25.0,False
140.0,2017-01-08 20:54:16,139.124,16.51282,-107.13868000000001,12.951,12.9511,12.9319,34.8002,34.8082,1026.8732,26.2479,0.1412,0.569,258.52336,0.1367,96.6412,0.033,0.0357,-2.7569999999999997,0.052667,7555.0,24.0,False
141.0,2017-01-08 20:54:16,140.118,16.51282,-107.13868000000001,12.8966,12.8965,12.8774,34.8033,34.8114,1026.8911,26.2612,0.12155999999999999,0.5529999999999999,258.805,0.1354,96.6726,0.0331,0.0361,-2.759,0.050026999999999995,7577.0,20.0,False
142.0,2017-01-08 20:54:16,141.111,16.51282,-107.13868000000001,12.8862,12.8862,12.8668,34.8036,34.8117,1026.8978,26.2635,0.1187,0.564,258.8596,0.1352,96.6773,0.0331,0.036,-2.759,0.047241000000000005,7597.0,20.0,False
143.0,2017-01-08 20:54:16,142.105,16.51282,-107.13868000000001,12.8798,12.8797,12.8604,34.8029,34.8111,1026.9031,26.2642,0.11896,0.5589999999999999,258.89444,0.1346,96.6903,0.0331,0.036,-2.759,0.044643,7618.0,21.0,False
144.0,2017-01-08 20:54:16,143.09799999999998,16.51282,-107.13868000000001,12.8704,12.8701,12.8508,34.8024,34.8108,1026.909,26.2657,0.11614000000000001,0.545,258.94511,0.1354,96.6717,0.0331,0.0359,-2.76,0.042296,7640.0,23.0,False
145.0,2017-01-08 20:54:16,144.091,16.51282,-107.13868000000001,12.8583,12.8583,12.8385,34.8029,34.8111,1026.9163,26.2685,0.11395,0.544,259.0084,0.1344,96.6961,0.0331,0.0366,-2.76,0.039326,7666.0,30.0,False
146.0,2017-01-08 20:54:16,145.085,16.51282,-107.13868000000001,12.834,12.8339,12.8141,34.8059,34.8139,1026.928,26.2757,0.10567,0.5710000000000001,259.13173,0.1358,96.6623,0.0331,0.0369,-2.761,0.037175,7697.0,30.0,False
147.0,2017-01-08 20:54:16,146.078,16.51282,-107.13868000000001,12.8218,12.8217,12.8018,34.8071,34.8152,1026.9358,26.279,0.098682,0.55,259.19404,0.139,96.5842,0.033,0.0369,-2.761,0.035045,7726.0,28.0,False
148.0,2017-01-08 20:54:16,147.071,16.51282,-107.13868000000001,12.812,12.8119,12.7919,34.8076,34.8157,1026.9427,26.2814,0.096862,0.504,259.24465,0.134,96.7048,0.033,0.0369,-2.762,0.033436,7753.0,27.0,False
149.0,2017-01-08 20:54:16,148.065,16.51282,-107.13868000000001,12.795,12.7948,12.7748,34.8085,34.8166,1026.9512,26.2854,0.091625,0.47200000000000003,259.33353999999997,0.1338,96.7093,0.0331,0.0372,-2.762,0.031552,7778.0,24.0,False
150.0,2017-01-08 20:54:16,149.058,16.51282,-107.13868000000001,12.7747,12.7745,12.7544,34.809,34.8173,1026.9602,26.2899,0.089667,0.508,259.43998,0.1327,96.7359,0.033,0.037,-2.763,0.030295999999999997,7803.0,25.0,False
151.0,2017-01-08 20:54:16,150.05200000000002,16.51282,-107.13868000000001,12.7585,12.7585,12.7381,34.8097,34.8179,1026.9684,26.2936,0.086534,0.524,259.5246,0.1327,96.7363,0.0331,0.0368,-2.764,0.028891000000000003,7828.0,26.0,False
152.0,2017-01-08 20:54:16,151.045,16.51282,-107.13868000000001,12.7513,12.7513,12.7307,34.81,34.8182,1026.9745,26.2953,0.08363,0.484,259.56248,0.1319,96.7577,0.0331,0.0369,-2.764,0.02791,7853.0,23.0,False
153.0,2017-01-08 20:54:16,152.03799999999998,16.51282,-107.13868000000001,12.7275,12.7274,12.7068,34.8088,34.8169,1026.9829,26.2991,0.10069,0.47700000000000004,259.6914,0.1332,96.7261,0.0331,0.0369,-2.765,0.026538,7876.0,22.0,False
154.0,2017-01-08 20:54:16,153.032,16.51282,-107.13868000000001,12.6909,12.6908,12.6702,34.8104,34.8185,1026.9959,26.3075,0.07932,0.552,259.88272,0.1318,96.7583,0.033,0.0369,-2.766,0.025477,7896.0,20.0,False
155.0,2017-01-08 20:54:16,154.025,16.51282,-107.13868000000001,12.6675,12.6672,12.6466,34.8095,34.8176,1027.0044,26.3115,0.076329,0.509,260.00903999999997,0.1313,96.7701,0.0331,0.0368,-2.767,0.024162,7916.0,19.0,False
156.0,2017-01-08 20:54:16,155.018,16.51282,-107.13868000000001,12.6358,12.6352,12.6149,34.8081,34.8163,1027.0141,26.3166,0.076752,0.48,260.18068,0.1317,96.7614,0.033,0.0371,-2.7680000000000002,0.023055000000000003,7936.0,21.0,False
157.0,2017-01-08 20:54:16,156.012,16.51282,-107.13868000000001,12.6265,12.6264,12.6054,34.8082,34.8163,1027.0205,26.3186,0.07621499999999999,0.537,260.2304,0.132,96.7553,0.033,0.0367,-2.7680000000000002,0.022047,7960.0,26.0,False
158.0,2017-01-08 20:54:16,157.005,16.51282,-107.13868000000001,12.6204,12.6204,12.5992,34.8078,34.8159,1027.0259,26.3195,0.075636,0.36700000000000005,260.26329,0.1312,96.7744,0.0332,0.0368,-2.7680000000000002,0.02093,7988.0,31.0,False
159.0,2017-01-08 20:54:16,157.998,16.51282,-107.13868000000001,12.6152,12.6152,12.5938,34.8074,34.8155,1027.0311,26.3202,0.075289,0.42100000000000004,260.29221,0.1313,96.7724,0.033,0.0368,-2.7680000000000002,0.01987,8019.0,27.0,False
160.0,2017-01-08 20:54:16,158.991,16.51282,-107.13868000000001,12.6071,12.6073,12.5856,34.8075,34.8157,1027.0373,26.3219,0.07412,0.41,260.3349,0.131,96.7778,0.033,0.037,-2.7689999999999997,0.019191999999999997,8045.0,25.0,False
161.0,2017-01-08 20:54:16,159.985,16.51282,-107.13868000000001,12.6038,12.6044,12.5822,34.8074,34.8156,1027.0423,26.3224,0.075027,0.40299999999999997,260.35292000000004,0.1313,96.7714,0.033,0.0367,-2.7689999999999997,0.018275,8070.0,25.0,False
162.0,2017-01-08 20:54:16,160.97799999999998,16.51282,-107.13868000000001,12.6009,12.601,12.5791,34.8072,34.8154,1027.0472,26.3228,0.076176,0.41200000000000003,260.3688,0.1186,97.0794,0.033,0.0363,-2.7689999999999997,0.017554,8095.0,24.0,False
163.0,2017-01-08 20:54:16,161.972,16.51282,-107.13868000000001,12.5982,12.5986,12.5763,34.8071,34.8153,1027.0521,26.3233,0.075464,0.418,260.38327999999996,0.1214,97.0113,0.0329,0.0361,-2.7689999999999997,0.016972,8120.0,25.0,False
164.0,2017-01-08 20:54:16,162.965,16.51282,-107.13868000000001,12.5945,12.5945,12.5725,34.8071,34.8154,1027.0573,26.324,0.07464900000000001,0.42700000000000005,260.403,0.1132,97.2107,0.0329,0.0355,-2.7689999999999997,0.016149,8144.0,24.0,False
165.0,2017-01-08 20:54:16,163.958,16.51282,-107.13868000000001,12.5914,12.5916,12.5692,34.8073,34.8155,1027.0625,26.3248,0.074425,0.423,260.41944,0.1274,96.8661,0.033,0.0357,-2.7689999999999997,0.015602000000000001,8168.0,22.0,False
166.0,2017-01-08 20:54:16,164.951,16.51282,-107.13868000000001,12.5877,12.588,12.5654,34.8074,34.8157,1027.0678,26.3256,0.07184199999999999,0.41100000000000003,260.43887,0.1276,96.8617,0.0328,0.0355,-2.7689999999999997,0.014933000000000002,8191.0,24.0,False
167.0,2017-01-08 20:54:16,165.94400000000002,16.51282,-107.13868000000001,12.5807,12.5807,12.5583,34.8072,34.8156,1027.0735,26.3268,0.074271,0.419,260.4767,0.1099,97.2914,0.0328,0.0356,-2.77,0.014176,8215.0,25.0,False
168.0,2017-01-08 20:54:16,166.938,16.51282,-107.13868000000001,12.5636,12.5638,12.5411,34.8079,34.8161,1027.0819,26.3307,0.071982,0.419,260.56674,0.128,96.8514,0.0328,0.0355,-2.77,0.014115,8240.0,25.0,False
169.0,2017-01-08 20:54:16,167.93099999999998,16.51282,-107.13868000000001,12.5409,12.5409,12.5182,34.8084,34.8167,1027.0913,26.3356,0.071654,0.419,260.68764,0.1258,96.9041,0.0327,0.0354,-2.7710000000000004,0.013500999999999999,8265.0,25.0,False
