Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
30,80673,CAR63411.1,21.76,0,1,1,,488426,putative short tail fibre [Synechococcus phage S-RSM4]
30,80674,YP_003097448.1,21.76,0,1,1,,488426,putative short tail fibre [Synechococcus phage S-RSM4]
72,80684,ETNP14_68mB_PROKKA_128031,21.74,6,1,1,,13952,hypothetical protein
72,80685,ETNP14_120maa_PROKKA_173970,21.74,5,1,1,,15909,hypothetical protein
72,80686,ETNP_90m_PROKKA_145669,21.74,5,1,1,,15873,hypothetical protein
8,80652,ETNP_60m_PROKKA_08579,21.30,1,1,1,,61971,Glutamine-dependent NAD(+) synthetase
8,80689,ETNP_300m_PROKKA_35102,21.30,5,1,1,,15190,PA domain protein
8,80691,ETNP_100m_particle_PROKKA_108062,21.30,3,1,1,,24603,hypothetical protein
8,80692,ETNP_120m_particle_PROKKA_177925,21.30,3,1,1,,24603,hypothetical protein
8,80693,ETNP_120m_PROKKA_58894,21.30,3,1,1,,24603,hypothetical protein
8,80694,ETNP_180m_PROKKA_33283,21.30,3,1,1,,28259,PA domain protein
8,80695,ETNP_120m_particle_PROKKA_72081,21.30,2,1,1,,35502,Phytochrome-like protein cph2
8,80696,ETNP_120m_free_PROKKA_225860,21.30,2,1,1,,43178,2-oxoglutarate oxidoreductase subunit KorA
8,80697,ETNP14_68maa_PROKKA_100241,21.30,1,1,1,,52326,Glutamine-dependent NAD(+) synthetase
8,80698,ETNP_160m_PROKKA_66937,21.30,1,1,1,,51741,2-oxoglutarate oxidoreductase subunit KorA
8,80699,ETNP_160m_PROKKA_205046,21.30,1,1,1,,63982,Aminopeptidase YwaD precursor
8,80700,ETNP_140m_PROKKA_90900,21.30,1,1,1,,65669,Aminopeptidase YwaD precursor
26,27680,ETNP_70m_PROKKA_56513,20.92,2,1,1,,48196,Glycolipid 2-alpha-mannosyltransferase
26,27681,ETNP_90m_PROKKA_56373,20.92,2,1,1,,48196,Glycolipid 2-alpha-mannosyltransferase
31,27501,AGL62355,20.91,1,1,1,,86648,exported protein of unknown function Candidatus Saccharimonas aalborgensis
74,80701,ETNP_300m_PROKKA_152346,20.73,8,1,1,,11867,hypothetical protein
15,80705,ETNP_160m_PROKKA_24614,20.73,3,1,1,,29008,2-oxoisovalerate dehydrogenase subunit alpha
15,80707,ETNP14_120maa_PROKKA_74231,20.73,1,1,1,,75910,2-oxoisovalerate dehydrogenase subunit beta
33,80702,WP_005006298,20.73,2,1,1,,89981,TonB-dependent siderophore receptor Nitrospina gracilis
75,80703,ADO98424.1,20.72,2,1,1,,50605,structural protein [Prochlorococcus phage P-RSM4]
75,80704,YP_004323169.1,20.72,2,1,1,,50605,structural protein [Prochlorococcus phage P-RSM4]
77,80708,WP_015402983,20.67,1,1,1,,62247,pyruvate kinase Desulfocapsa sulfexigens
76,80706,ETNP_180m_PROKKA_37216,20.66,1,1,1,,86903,Macrolide export ATP-binding/permease protein MacB
78,80709,ETNP_120m_free_PROKKA_175190,20.53,3,1,1,,37155,Lipase 1 precursor
80,80712,ETNP_100m_particle_PROKKA_62500,20.44,3,1,1,,23279,Signal-transduction histidine kinase senX3
80,80719,ETNP_120m_free_PROKKA_238342,20.44,2,1,1,,48180,Sensor protein CpxA
21,80656,ETNP14_120maa_PROKKA_171111,20.28,4,1,1,,22857,7-cyano-7-deazaguanine synthase
21,80658,ETNP14_120maa_PROKKA_66527,20.28,1,1,1,,105908,PD-(D/E)XK nuclease superfamily protein
21,80713,NP_300m_PROKKA_28362,20.28,8,1,1,,11679,N-glycosyltransferase
21,80714,ETNP_120m_free_PROKKA_208159,20.28,5,1,1,,19366,7-cyano-7-deazaguanine synthase
21,80715,ETNP_100m_particle_PROKKA_74536,20.28,4,1,1,,22970,7-cyano-7-deazaguanine synthase
21,80716,ETNP_120m_PROKKA_198148,20.28,4,1,1,,22948,7-cyano-7-deazaguanine synthase
21,80717,ETNP_160m_PROKKA_177197,20.28,4,1,1,,25744,hypothetical protein
81,80718,KKU20002,20.19,3,1,1,,25670,Ribonuclease 3 Candidatus Saccharibacteria bacterium GW2011_GWA2_46_10
82,80720,ETNP14_120mab_PROKKA_94462,20.19,5,1,1,,16546,hypothetical protein
