Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_ambic_1,Coverage (%) RAL95_trypsin_ambic_2,Coverage (%) RAL95_trypsin_MED_1,Coverage (%) RAL95_trypsin_MED_2,Area RAL95_trypsin_ambic_1,Area RAL95_trypsin_ambic_2,Area RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_2,#Peptides,#Unique,#Spec RAL95_trypsin_ambic_1,#Spec RAL95_trypsin_ambic_2,#Spec RAL95_trypsin_MED_1,#Spec RAL95_trypsin_MED_2,PTM,Avg. Mass,Description
14,26,tr|Q7TU61|Q7TU61_PROMP,342.03,77,0,0,77,77,,,2.95E9,2.61E9,44,44,0,0,139,141,Carbamidomethylation; Oxidation (M); Formylation; 2-amino-3-oxo-butanoic_acid; Methylation(KR); 12 more,39151,Cell division protein FtsZ OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ftsZ PE=3 SV=1
7,69,tr|Q7V2R2|Q7V2R2_PROMP,330.63,85,3,3,82,82,0E0,2.53E4,2.82E9,2.89E9,47,47,1,1,196,198,Carbamidomethylation; Oxidation (M); Formylation; Phosphorylation (STY); Dihydroxy; 16 more,34981,Cysteine synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=cysK1 PE=3 SV=1
9,4,sp|Q7UZY7|EFTU_PROMP,329.32,86,5,3,83,82,1.83E6,0E0,3.23E9,3.59E9,73,73,1,1,200,206,Carbamidomethylation; Oxidation (M); Formylation; Methylation(KR); Dehydration; 18 more,43622,Elongation factor Tu OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=tuf PE=3 SV=1
10,445,tr|Q7V0B8|Q7V0B8_PROMP,320.94,82,0,0,82,82,,,4.36E9,4.7E9,46,46,0,0,167,183,Carbamidomethylation; Oxidation (M); Formylation; Dehydration; Replacement of 2 protons by iron; 15 more,20921,Pentapeptide repeats OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1350 PE=4 SV=1
23,12,tr|Q7V106|Q7V106_PROMP,320.23,72,6,2,68,62,4.19E5,4.1E5,6.86E8,6.3E8,65,60,12,8,94,97,Carbamidomethylation; Oxidation (M); Phosphorylation (STY); Replacement of 2 protons by iron; Biotinylation; 6 more,93427,ClpC OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=clpC PE=3 SV=1
49,14,tr|Q7V362|Q7V362_PROMP,317.99,52,0,0,52,52,,,2.97E8,3.13E8,32,28,0,0,61,73,Carbamidomethylation; Oxidation (M); Acetylation (K); Dihydroxy; Dehydration; 8 more,66746,ATP-dependent zinc metalloprotease FtsH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ftsH2 PE=3 SV=1
22,141,tr|Q7V1A9|Q7V1A9_PROMP,309.59,61,6,0,55,59,0E0,,1.19E9,1.43E9,31,31,1,0,99,116,Carbamidomethylation; Oxidation (M); Dehydration; Replacement of 2 protons by iron; Deamidation (NQ); 5 more,47600,Putative urea ABC transporter  substrate binding protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=urtA PE=4 SV=1
33,228,sp|Q7V2A0|DCUP_PROMP,308.20,62,0,0,58,56,,,6.48E8,7.34E8,28,28,0,0,77,85,Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Ethyl amino; 4-hydroxynonenal (HNE),38974,Uroporphyrinogen decarboxylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=hemE PE=3 SV=1
25,25,tr|Q7V0J2|Q7V0J2_PROMP,306.21,59,0,0,59,52,,,9.42E8,9.75E8,46,42,0,0,98,101,Carbamidomethylation; Oxidation (M); Dehydration; Replacement of 2 protons by iron; Acetylation (N-term); 7 more,67227,ATP-dependent zinc metalloprotease FtsH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ftsH3 PE=3 SV=1
18,236,tr|Q7V1K9|Q7V1K9_PROMP,304.45,87,0,0,87,83,,,4.08E9,3.97E9,39,39,0,0,127,131,Carbamidomethylation; Oxidation (M); 2-amino-3-oxo-butanoic_acid; Methylation(KR); Dehydration; 14 more,21758,Thioredoxin peroxidase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=tpx PE=4 SV=1
26,10,sp|Q7V0R5|PNP_PROMP,303.13,61,3,0,55,55,1.75E5,,1.02E9,1.03E9,50,48,2,0,96,102,Carbamidomethylation; Oxidation (M); Phosphorylation (STY); 2-amino-3-oxo-butanoic_acid; Acetylation (K); 10 more,78668,Polyribonucleotide nucleotidyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pnp PE=3 SV=1
32,24,sp|Q7UZZ9|IF2_PROMP,302.68,52,0,1,50,46,,0E0,3.65E8,3.59E8,53,52,0,1,81,79,Carbamidomethylation; Oxidation (M); Acetylation (K); Replacement of 2 protons by iron; Deamidation (NQ); Mutation,127148,Translation initiation factor IF-2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=infB PE=3 SV=1
66,31,tr|Q7UZY3|Q7UZY3_PROMP,302.08,39,0,0,35,33,,,1.2E8,1.53E8,54,54,0,0,58,60,Carbamidomethylation; Oxidation (M); Formylation; Replacement of 2 protons by iron; Acetylation (N-term); 4 more,168148,Ferredoxin-dependent glutamate synthase  Fd-GOGAT OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glsF PE=4 SV=1
43,20,tr|Q7V1T6|Q7V1T6_PROMP,301.49,72,0,2,71,68,,1.01E5,5.66E8,6.48E8,40,40,0,1,70,86,Carbamidomethylation; Oxidation (M); Methylation(KR); Dehydration; Replacement of 2 protons by iron; 4 more,48074,Glucose-1-phosphate adenylyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glgC PE=3 SV=1
36,16,tr|Q7V230|Q7V230_PROMP,300.71,65,0,1,57,60,,1.06E4,4.86E8,5.05E8,48,48,0,1,82,77,Carbamidomethylation; Oxidation (M); Methylation(KR); Dihydroxy; Replacement of 2 protons by iron; 7 more,90662,Ribonucleotide reductase (Class II) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=nrdJ PE=4 SV=1
57,35,tr|Q7V001|Q7V001_PROMP,299.05,66,0,0,62,66,,,3.32E8,3.62E8,30,30,0,0,55,72,Carbamidomethylation; Oxidation (M); Dehydration; Replacement of 2 protons by iron; Deamidation (NQ); 4 more,52999,Transcription termination/antitermination protein NusA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=nusA PE=3 SV=1
53,11,sp|Q7UZY6|EFG_PROMP,295.02,63,0,1,59,57,,9.12E3,3.23E8,3.27E8,38,38,0,1,63,62,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Guanidination; Carbamylation; 3 more,75690,Elongation factor G OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=fusA PE=3 SV=1
58,17,tr|Q7UZP8|Q7UZP8_PROMP,293.51,60,0,0,60,55,,,4.41E8,3.91E8,33,33,0,0,65,55,Carbamidomethylation; Oxidation (M); Formylation; Methylation(KR); Carbamylation; 3 more,72988,Transketolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=cbbT PE=3 SV=1
69,19,tr|Q7V0C8|Q7V0C8_PROMP,292.66,53,0,0,43,53,,,4.04E8,4.95E8,38,38,0,0,49,58,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Mutation,78849,Chloroplast outer envelope membrane protein homolog OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1338 PE=4 SV=1
38,22,tr|Q7V0H1|Q7V0H1_PROMP,290.95,57,0,0,53,57,,,3.6E8,4.46E8,41,41,0,0,75,77,Carbamidomethylation; Replacement of 2 protons by iron; Deamidation (NQ); Mutation,79939,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1287 PE=4 SV=1
35,61,tr|Q7V1F3|Q7V1F3_PROMP,290.54,63,0,0,61,58,,,9.25E8,9.38E8,37,37,0,0,84,87,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Amidation; Deamidation (NQ); 5 more,52878,Glutamine synthetase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glnA PE=3 SV=1
87,36,tr|Q7V125|Q7V125_PROMP,289.90,73,2,4,71,72,6.33E5,0E0,3.61E8,3.86E8,31,31,1,1,47,51,Carbamidomethylation; Oxidation (M); 2-amino-3-oxo-butanoic_acid; Replacement of 2 protons by iron; Deamidation (NQ); 2 more,41000,Putative IMP dehydrogenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=guaB PE=4 SV=1
67,34,sp|Q7UZT0|CAPP_PROMP,287.66,48,0,0,38,46,,,1.78E8,1.92E8,45,44,0,0,54,61,Carbamidomethylation; Oxidation (M); Phosphorylation (STY); Replacement of 2 protons by iron; Deamidation (NQ); 4 more,114380,Phosphoenolpyruvate carboxylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ppc PE=3 SV=1
91,18,tr|Q7UZF5|Q7UZF5_PROMP,287.34,52,1,1,44,46,1.31E4,6.83E4,1.63E8,1.52E8,43,42,1,1,43,52,Carbamidomethylation; Formylation; Dehydration; Replacement of 2 protons by iron; Deamidation (NQ); 2 more,105952,UvrABC system protein A OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=uvrA PE=3 SV=1
50,71,sp|Q7V377|ENO_PROMP,287.32,66,0,0,63,55,,,7.38E8,9.04E8,29,29,0,0,65,73,Carbamidomethylation; Oxidation (M); Dehydration; Replacement of 2 protons by iron; Deamidation (NQ); 4 more,45899,Enolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=eno PE=3 SV=1
46,27,sp|Q7V2H1|PURA_PROMP,286.39,76,0,0,68,74,,,3.76E8,3.94E8,40,40,0,0,70,67,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Hexose (NSY); 3 more,47868,Adenylosuccinate synthetase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=purA PE=3 SV=1
60,92,tr|Q7V0V5|Q7V0V5_PROMP,286.34,76,0,0,76,76,,,4.83E8,5.84E8,27,27,0,0,56,64,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Ubiquitin; Mutation,39873,Putative nicotinamide nucleotide transhydrogenase  subunit alpha 1 (A1) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pntA-1 PE=4 SV=1
75,23,tr|Q7V1V9|Q7V1V9_PROMP,285.20,52,0,0,49,50,,,2.27E8,2.39E8,35,34,0,0,54,54,Carbamidomethylation; Oxidation (M); Dehydration; Replacement of 2 protons by iron; Deamidation (NQ); 5 more,68885,ATP-dependent zinc metalloprotease FtsH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ftsH1 PE=3 SV=1
45,37,sp|Q7V2J3|GSA_PROMP,285.18,72,3,0,70,64,0E0,,1.03E9,1.1E9,35,35,1,0,73,67,Carbamidomethylation; Oxidation (M); 2-amino-3-oxo-butanoic_acid; Acetylation (K); Dehydration; 3 more,46265,Glutamate-1-semialdehyde 2 1-aminomutase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=hemL PE=3 SV=1
78,39,tr|Q7V3Q9|Q7V3Q9_PROMP,283.71,66,0,5,59,56,,0E0,1.88E8,1.88E8,35,35,0,2,50,47,Methylation(KR); Replacement of 2 protons by iron; Deamidation (NQ); Mutation,48441,Signal recognition particle receptor FtsY OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ftsY PE=3 SV=1
34,40,tr|Q7V2R4|Q7V2R4_PROMP,283.56,72,0,0,72,70,,,6.04E8,5.96E8,37,37,0,0,87,83,Carbamidomethylation; Oxidation (M); 2-amino-3-oxo-butanoic_acid; Dihydroxy; Dehydration; 7 more,49186,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pdhC PE=3 SV=1
20,9,sp|Q7V390|PGK_PROMP,282.89,83,0,0,83,74,,,2.31E9,2.11E9,41,41,0,0,132,118,Carbamidomethylation; Oxidation (M); Dihydroxy; Dehydration; Replacement of 2 protons by iron; 9 more,42964,Phosphoglycerate kinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pgk PE=3 SV=1
88,21,tr|Q7V066|Q7V066_PROMP,282.27,57,3,0,53,55,2.1E4,,2.34E8,2.38E8,33,33,2,0,44,52,Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Ubiquitin; Dethiomethyl; Mutation,75064,Conserved hypothetical OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1416 PE=4 SV=1
27,48,sp|Q7V0F0|ILVC_PROMP,282.08,78,0,0,77,78,,,9.7E8,1.08E9,29,29,0,0,90,99,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Dethiomethyl; 3 more,36630,Ketol-acid reductoisomerase (NADP(+)) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ilvC PE=3 SV=1
48,57,tr|Q7V267|Q7V267_PROMP,282.06,54,0,2,52,52,,2.05E5,3.97E8,3.98E8,39,39,0,1,63,67,Carbamidomethylation; Oxidation (M); 2-amino-3-oxo-butanoic_acid; Replacement of 2 protons by iron; Deamidation (NQ); 3 more,74453,Acetyl-coenzyme A synthetase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=acs PE=3 SV=1
105,390,tr|Q7V2I2|Q7V2I2_PROMP,281.74,77,0,0,77,77,,,3.7E8,3.84E8,21,21,0,0,43,43,Carbamidomethylation; Dehydration; Replacement of 2 protons by iron; Replacement of proton with ammonium ion; 3-(carbamidomethylthio)propanoyl; Levuglandinyl-lysine anhyropyrrole adduct,22147,Putative inorganic pyrophosphatase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ppa (ipyR) PE=4 SV=1
73,15,sp|Q7V1D0|GATA_PROMP,281.05,73,0,2,73,73,,0E0,3.64E8,3.8E8,31,31,0,1,50,53,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Pyro-glu from Q; Mutation,52187,Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gatA PE=3 SV=1
47,194,tr|Q7V1S4|Q7V1S4_PROMP,279.45,70,0,0,70,61,,,9.82E8,9.47E8,26,26,0,0,66,66,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Pyro-glu from Q; 3 more,39000,Fructose-bisphosphate/sedoheptulose-1 7-bisphosph ate aldolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=cbbA cfxA fbaA fda PE=3 SV=1
2,520,sp|Q7TU43|CH10_PROMP,279.42,100,0,26,90,100,,4.17E5,2.8E10,2.38E10,76,76,0,2,517,561,Formylation; Acetylation (K); Methylation(KR); Dehydration; Replacement of 2 protons by iron; 20 more,10789,10 kDa chaperonin OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=groS PE=3 SV=1
82,87,tr|Q7TUI0|Q7TUI0_PROMP,279.36,73,0,0,71,72,,,7.78E8,7.8E8,21,21,0,0,49,47,Carbamidomethylation; Oxidation (M); Dihydroxy; Replacement of 2 protons by iron; Deamidation (NQ); 2 more,36991,Glyceraldehyde-3-phosphate dehydrogenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gap2 PE=3 SV=1
84,33,tr|Q7V1N2|Q7V1N2_PROMP,279.24,44,2,0,39,39,2.77E4,,1.3E8,1.43E8,43,43,2,0,48,48,Carbamidomethylation; Replacement of 2 protons by iron; Carboxylation (E); Deamidation (NQ); Mutation,150089,Protoporphyrin IX magnesium chelatase  subunit chlH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=chlH PE=4 SV=1
41,30,tr|Q7V0K9|Q7V0K9_PROMP,278.59,64,0,0,62,64,,,9.33E8,1.03E9,25,25,0,0,70,72,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Replacement of 2 protons by calcium; Mutation,46454,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1247 PE=4 SV=1
15,125,sp|Q7V3Q4|GRPE_PROMP,278.30,84,0,7,84,84,,,3.15E9,3.51E9,42,42,0,1,135,143,Formylation; Dehydration; Replacement of 2 protons by iron; Biotinylation; Deamidation (NQ); 11 more,27671,Protein GrpE OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=grpE PE=3 SV=1
51,29,sp|Q7V049|ATPB_PROMP,278.06,67,0,0,67,62,,,5.16E8,5.29E8,28,28,0,0,67,66,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Ubiquitin; 4 more,51980,ATP synthase subunit beta OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=atpD PE=3 SV=1
85,38,tr|Q7TUF4|Q7TUF4_PROMP,278.02,75,0,0,67,74,,,2.97E8,3.07E8,30,30,0,0,46,54,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Mutation,47586,Carboxyl-terminal processing proteinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ctpA PE=3 SV=1
56,28,tr|Q7V2C8|Q7V2C8_PROMP,275.99,65,2,0,58,54,0E0,,4.06E8,3.45E8,50,50,1,0,70,60,Carbamidomethylation; Oxidation (M); Phosphorylation (STY); Acetylation (K); Dehydration; 7 more,81882,Carboxysome shell protein CsoS2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=csoS2 PE=4 SV=1
54,93,tr|Q7UZJ8|Q7UZJ8_PROMP,275.46,63,0,0,63,63,,,5.16E8,5.18E8,29,29,0,0,65,59,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Biotinylation; Deamidation (NQ); Mutation,44463,Sulfolipid (UDP-sulfoquinovose) biosynthesis protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=sqdB PE=4 SV=1
39,42,tr|Q7V115|Q7V115_PROMP,273.58,69,2,2,69,67,1.47E8,1.25E8,1.55E9,2.97E9,28,28,10,6,100,100,Carbamidomethylation; Oxidation (M); 2-amino-3-oxo-butanoic_acid; Dehydration; Replacement of 2 protons by iron; 7 more,41714,Ferredoxin-NADP oxidoreductase (FNR) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=petH PE=4 SV=1
11,142,tr|Q7V2J4|Q7V2J4_PROMP,273.40,73,0,3,69,73,,7.64E4,3.63E9,3.78E9,32,32,0,1,165,177,Oxidation (M); Phosphorylation (STY); 2-amino-3-oxo-butanoic_acid; Dehydration; Replacement of 2 protons by iron; 11 more,29085,Band 7 protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=phb PE=4 SV=1
68,244,sp|Q7V1T8|FBSB_PROMP,273.38,79,0,0,76,67,,,4.79E8,5.61E8,26,26,0,0,51,58,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Amidation; Ubiquitin; 4 more,35150,D-fructose 1 6-bisphosphatase class 2/sedoheptulose 1 7-bisphosphatase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0767 PE=3 SV=1
112,73,tr|Q7V0J8|Q7V0J8_PROMP,273.04,71,0,0,61,68,,,2.67E8,2.94E8,26,26,0,0,39,45,Carbamidomethylation; Oxidation (M); Replacement of 2 protons by iron; Amidation; Deamidation (NQ); 2 more,43323,Pyridoxal-phosphate-dependent aminotransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1258 PE=3 SV=1
108,187,tr|Q7V3E2|Q7V3E2_PROMP,273.00,75,5,3,70,70,0E0,0E0,2.82E8,2.65E8,27,27,1,1,43,43,Carbamidomethylation; Oxidation (M); Dehydration; Replacement of 2 protons by iron; Deamidation (NQ); 2 more,27909,Two-component response regulator OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rpaB PE=4 SV=1
74,102,sp|Q7V2Y8|METK_PROMP,272.92,62,0,0,62,60,,,6.05E8,6.35E8,25,25,0,0,50,60,Carbamidomethylation; Oxidation (M); Dehydration; Replacement of 2 protons by iron; Deamidation (NQ); 3 more,45083,S-adenosylmethionine synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=metK PE=3 SV=1
70,156,tr|Q7UZM8|Q7UZM8_PROMP,272.20,46,0,0,43,43,,,3.58E8,4.33E8,26,26,0,0,54,59,Oxidation (M); Replacement of 2 protons by iron; Deamidation (NQ); Dethiomethyl; Mutation,51437,Magnesium transporter MgtE OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1630 PE=3 SV=1
55,80,tr|Q7V153|Q7V153_PROMP,271.15,62,0,0,60,61,,,5.44E8,5.91E8,35,35,0,0,63,66,Oxidation (M); Replacement of 2 protons by iron; Carbamylation; Deamidation (NQ); Dethiomethyl; 2 more,51156,Cobalamin synthesis protein/P47K OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1033 PE=4 SV=1
89,453,sp|Q7V2S2|SEPF_PROMP,270.43,90,0,0,90,90,,,3.58E8,3.34E8,21,21,0,0,50,50,Carbamidomethylation; Oxidation (M); Dehydration; Replacement of 2 protons by iron; Deamidation (NQ); 4 more,21147,Cell division protein SepF OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=sepF PE=3 SV=1
