# MetaGOmics taxonomy report
# MetaGOmics version: 0.1.1
# Run date: Thu Jun 28 20:15:14 PDT 2018
GO acc	GO aspect	GO name	taxon name	NCBI taxonomy id	taxonomy rank	PSM count	ratio of GO	ratio of run
unknownfun	molecular_function	unknown molecular function	Merismopediaceae	1890428	family	1	0.0021691973969631237	0.0018148820326678765
unknownfun	molecular_function	unknown molecular function	root	1	no rank	17	0.0368763557483731	0.030852994555353903
unknownfun	molecular_function	unknown molecular function	Aquificaceae	64898	family	16	0.03470715835140998	0.029038112522686024
unknownfun	molecular_function	unknown molecular function	Bacteria	2	superkingdom	17	0.0368763557483731	0.030852994555353903
unknownfun	molecular_function	unknown molecular function	Aquifex aeolicus	63363	species	16	0.03470715835140998	0.029038112522686024
unknownfun	molecular_function	unknown molecular function	Synechococcales	1890424	order	1	0.0021691973969631237	0.0018148820326678765
unknownfun	molecular_function	unknown molecular function	Aquificales	32069	order	16	0.03470715835140998	0.029038112522686024
unknownfun	molecular_function	unknown molecular function	Aquifex aeolicus VF5	224324	no rank	16	0.03470715835140998	0.029038112522686024
unknownfun	molecular_function	unknown molecular function	Aquificae	200783	phylum	16	0.03470715835140998	0.029038112522686024
unknownfun	molecular_function	unknown molecular function	Synechocystis sp. PCC 6803 substr. Kazusa	1111708	no rank	1	0.0021691973969631237	0.0018148820326678765
unknownfun	molecular_function	unknown molecular function	Aquificae	187857	class	16	0.03470715835140998	0.029038112522686024
unknownfun	molecular_function	unknown molecular function	Synechocystis	1142	genus	1	0.0021691973969631237	0.0018148820326678765
unknownfun	molecular_function	unknown molecular function	Aquifex	2713	genus	16	0.03470715835140998	0.029038112522686024
unknownfun	molecular_function	unknown molecular function	Synechocystis sp. PCC 6803	1148	species	1	0.0021691973969631237	0.0018148820326678765
unknownfun	molecular_function	unknown molecular function	Cyanobacteria	1117	phylum	1	0.0021691973969631237	0.0018148820326678765
GO:0009733	biological_process	response to auxin	root	1	no rank	6	1.0	0.010889292196007259
GO:0009733	biological_process	response to auxin	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
unknowncmp	cellular_component	unknown cellular component	Pyrobaculum aerophilum str. IM2	178306	no rank	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	root	1	no rank	32	0.06722689075630252	0.05807622504537205
unknowncmp	cellular_component	unknown cellular component	Vibrionaceae	641	family	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Bacteria	2	superkingdom	26	0.0546218487394958	0.047186932849364795
unknowncmp	cellular_component	unknown cellular component	Aquificaceae	64898	family	16	0.03361344537815126	0.029038112522686024
unknowncmp	cellular_component	unknown cellular component	Streptomyces coelicolor A3(2)	100226	no rank	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Aquifex aeolicus	63363	species	16	0.03361344537815126	0.029038112522686024
unknowncmp	cellular_component	unknown cellular component	Methylobacteriaceae	119045	family	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Streptomycetaceae	2062	family	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Methylobacterium extorquens group	578822	species group	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Bacillus subtilis	1423	species	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Micrococcales	85006	order	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Streptomycetales	85011	order	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Vibrio	662	genus	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Vibrio alginolyticus	663	species	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Methylobacterium	407	genus	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Methylobacterium extorquens	408	species	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Aquifex	2713	genus	16	0.03361344537815126	0.029038112522686024
unknowncmp	cellular_component	unknown cellular component	Methanothermobacter thermautotrophicus str. Delta H	187420	no rank	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Vibrio harveyi group	717610	species group	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Bacillus subtilis subsp. subtilis	135461	subspecies	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Synechococcus elongatus	32046	species	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Alphaproteobacteria	28211	class	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Bacilli	91061	class	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Bacillus subtilis subsp. subtilis str. 168	224308	no rank	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Bacillaceae	186817	family	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Pelagibacteraceae	1655514	family	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Vibrionales	135623	order	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Aquificales	32069	order	16	0.03361344537815126	0.029038112522686024
unknowncmp	cellular_component	unknown cellular component	Aquifex aeolicus VF5	224324	no rank	16	0.03361344537815126	0.029038112522686024
unknowncmp	cellular_component	unknown cellular component	Pseudomonadaceae	135621	family	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Proteobacteria	1224	phylum	5	0.01050420168067227	0.009074410163339383
unknowncmp	cellular_component	unknown cellular component	Aquificae	200783	phylum	16	0.03361344537815126	0.029038112522686024
unknowncmp	cellular_component	unknown cellular component	Pyrobaculum aerophilum	13773	species	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Aquificae	187857	class	16	0.03361344537815126	0.029038112522686024
unknowncmp	cellular_component	unknown cellular component	Pseudomonadales	72274	order	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Gammaproteobacteria	1236	class	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Actinobacteria	201174	phylum	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Firmicutes	1239	phylum	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Crenarchaeota	28889	phylum	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Euryarchaeota	28890	phylum	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Thermoproteales	2266	order	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Streptomyces	1883	genus	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Thermoproteaceae	2267	family	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Cyanobacteria	1117	phylum	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Azotobacter group	351	subfamily	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Actinobacteria	1760	class	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Azotobacter	352	genus	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Azotobacter vinelandii	354	species	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Synechococcales	1890424	order	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Pyrobaculum	2276	genus	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Rhizobiales	356	order	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Synechococcaceae	1890426	family	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Candidatus Pelagibacter	198251	genus	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Synechococcus	1129	genus	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Bacillales	1385	order	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Bacillus	1386	genus	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Methanothermobacter thermautotrophicus	145262	species	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Archaea	2157	superkingdom	6	0.012605042016806723	0.010889292196007259
unknowncmp	cellular_component	unknown cellular component	Streptomyces coelicolor	1902	species	2	0.004201680672268907	0.003629764065335753
unknowncmp	cellular_component	unknown cellular component	Methanothermobacter	145260	genus	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Methanobacteriales	2158	order	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Methanobacteriaceae	2159	family	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Candidatus Pelagibacter ubique	198252	species	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Methylobacterium extorquens AM1	272630	no rank	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Synechococcus elongatus PCC 7942	1140	no rank	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Micrococcaceae	1268	family	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Micrococcus	1269	genus	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Thermoprotei	183924	class	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Micrococcus luteus	1270	species	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Methanobacteria	183925	class	3	0.0063025210084033615	0.0054446460980036296
unknowncmp	cellular_component	unknown cellular component	Bacillus subtilis group	653685	species group	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Candidatus Pelagibacter ubique HTCC1062	335992	no rank	1	0.0021008403361344537	0.0018148820326678765
unknowncmp	cellular_component	unknown cellular component	Pelagibacterales	54526	order	1	0.0021008403361344537	0.0018148820326678765
GO:0009735	biological_process	response to cytokinin	root	1	no rank	27	1.0	0.04900181488203267
GO:0009735	biological_process	response to cytokinin	Eukaryota	2759	superkingdom	6	0.2222222222222222	0.010889292196007259
GO:0032403	molecular_function	protein complex binding	root	1	no rank	1	1.0	0.0018148820326678765
GO:0051591	biological_process	response to cAMP	Dictyostelium discoideum	44689	species	4	0.36363636363636365	0.007259528130671506
GO:0051591	biological_process	response to cAMP	root	1	no rank	11	1.0	0.019963702359346643
GO:0051591	biological_process	response to cAMP	Dictyostelium	5782	genus	4	0.36363636363636365	0.007259528130671506
GO:0051591	biological_process	response to cAMP	Eukaryota	2759	superkingdom	10	0.9090909090909091	0.018148820326678767
GO:0051591	biological_process	response to cAMP	Dictyosteliida	33083	order	4	0.36363636363636365	0.007259528130671506
GO:0051592	biological_process	response to calcium ion	root	1	no rank	6	1.0	0.010889292196007259
GO:0051592	biological_process	response to calcium ion	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0051602	biological_process	response to electrical stimulus	root	1	no rank	6	1.0	0.010889292196007259
GO:0051602	biological_process	response to electrical stimulus	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0051604	biological_process	protein maturation	root	1	no rank	21	1.0	0.038112522686025406
GO:0000001	biological_process	mitochondrion inheritance	root	1	no rank	6	1.0	0.010889292196007259
GO:0000001	biological_process	mitochondrion inheritance	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0051607	biological_process	defense response to virus	root	1	no rank	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Mammalia	40674	class	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Murinae	39107	subfamily	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Rodentia	9989	order	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Mus	862507	subgenus	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Euarchontoglires	314146	superorder	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Eukaryota	2759	superkingdom	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Mus	10088	genus	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Mus musculus	10090	species	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Sciurognathi	33553	suborder	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Muridae	10066	family	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Craniata	89593	subphylum	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Metazoa	33208	kingdom	1	1.0	0.0018148820326678765
GO:0051607	biological_process	defense response to virus	Chordata	7711	phylum	1	1.0	0.0018148820326678765
GO:0070968	molecular_function	pyrroloquinoline quinone binding	root	1	no rank	1	1.0	0.0018148820326678765
GO:0070968	molecular_function	pyrroloquinoline quinone binding	Bacteria	2	superkingdom	1	1.0	0.0018148820326678765
GO:0070968	molecular_function	pyrroloquinoline quinone binding	Pseudomonadales	72274	order	1	1.0	0.0018148820326678765
GO:0070968	molecular_function	pyrroloquinoline quinone binding	Gammaproteobacteria	1236	class	1	1.0	0.0018148820326678765
GO:0070968	molecular_function	pyrroloquinoline quinone binding	Pseudomonadaceae	135621	family	1	1.0	0.0018148820326678765
GO:0070968	molecular_function	pyrroloquinoline quinone binding	Proteobacteria	1224	phylum	1	1.0	0.0018148820326678765
GO:0070968	molecular_function	pyrroloquinoline quinone binding	Pseudomonas	286	genus	1	1.0	0.0018148820326678765
GO:0070968	molecular_function	pyrroloquinoline quinone binding	Pseudomonas putida	303	species	1	1.0	0.0018148820326678765
GO:0070968	molecular_function	pyrroloquinoline quinone binding	Pseudomonas putida group	136845	species group	1	1.0	0.0018148820326678765
GO:0000002	biological_process	mitochondrial genome maintenance	root	1	no rank	21	1.0	0.038112522686025406
GO:0038093	biological_process	Fc receptor signaling pathway	root	1	no rank	6	1.0	0.010889292196007259
GO:0038093	biological_process	Fc receptor signaling pathway	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0038094	biological_process	Fc-gamma receptor signaling pathway	root	1	no rank	6	1.0	0.010889292196007259
GO:0038094	biological_process	Fc-gamma receptor signaling pathway	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0038096	biological_process	Fc-gamma receptor signaling pathway involved in phagocytosis	root	1	no rank	6	1.0	0.010889292196007259
GO:0038096	biological_process	Fc-gamma receptor signaling pathway involved in phagocytosis	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0044183	molecular_function	protein binding involved in protein folding	root	1	no rank	21	1.0	0.038112522686025406
GO:0046112	biological_process	nucleobase biosynthetic process	root	1	no rank	1	1.0	0.0018148820326678765
GO:0051082	molecular_function	unfolded protein binding	root	1	no rank	21	1.0	0.038112522686025406
GO:0032432	cellular_component	actin filament bundle	root	1	no rank	6	1.0	0.010889292196007259
GO:0032432	cellular_component	actin filament bundle	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0098796	cellular_component	membrane protein complex	root	1	no rank	22	1.0	0.039927404718693285
GO:0015036	molecular_function	disulfide oxidoreductase activity	root	1	no rank	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Saccharomyces	4930	genus	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Saccharomycotina	147537	subphylum	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Saccharomyces cerevisiae S288c	559292	no rank	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Saccharomyces cerevisiae	4932	species	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Eukaryota	2759	superkingdom	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Ascomycota	4890	phylum	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Saccharomycetes	4891	class	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Saccharomycetales	4892	order	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Saccharomycetaceae	4893	family	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Dikarya	451864	subkingdom	1	1.0	0.0018148820326678765
GO:0015036	molecular_function	disulfide oxidoreductase activity	Fungi	4751	kingdom	1	1.0	0.0018148820326678765
GO:0098798	cellular_component	mitochondrial protein complex	root	1	no rank	1	1.0	0.0018148820326678765
GO:0098800	cellular_component	inner mitochondrial membrane protein complex	root	1	no rank	1	1.0	0.0018148820326678765
GO:0000011	biological_process	vacuole inheritance	root	1	no rank	6	1.0	0.010889292196007259
GO:0000011	biological_process	vacuole inheritance	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0098805	cellular_component	whole membrane	root	1	no rank	3	1.0	0.0054446460980036296
GO:0098805	cellular_component	whole membrane	Mammalia	40674	class	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Murinae	39107	subfamily	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Rodentia	9989	order	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Mus	862507	subgenus	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Euarchontoglires	314146	superorder	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Eukaryota	2759	superkingdom	3	1.0	0.0054446460980036296
GO:0098805	cellular_component	whole membrane	Mus	10088	genus	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Mus musculus	10090	species	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Sciurognathi	33553	suborder	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Muridae	10066	family	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Craniata	89593	subphylum	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Metazoa	33208	kingdom	1	0.3333333333333333	0.0018148820326678765
GO:0098805	cellular_component	whole membrane	Chordata	7711	phylum	1	0.3333333333333333	0.0018148820326678765
GO:0046128	biological_process	purine ribonucleoside metabolic process	root	1	no rank	2	1.0	0.003629764065335753
GO:0046128	biological_process	purine ribonucleoside metabolic process	Methylobacterium extorquens AM1	272630	no rank	1	0.5	0.0018148820326678765
GO:0046128	biological_process	purine ribonucleoside metabolic process	Bacteria	2	superkingdom	1	0.5	0.0018148820326678765
GO:0046128	biological_process	purine ribonucleoside metabolic process	Alphaproteobacteria	28211	class	1	0.5	0.0018148820326678765
GO:0046128	biological_process	purine ribonucleoside metabolic process	Methylobacteriaceae	119045	family	1	0.5	0.0018148820326678765
GO:0046128	biological_process	purine ribonucleoside metabolic process	Rhizobiales	356	order	1	0.5	0.0018148820326678765
GO:0046128	biological_process	purine ribonucleoside metabolic process	Methylobacterium	407	genus	1	0.5	0.0018148820326678765
GO:0046128	biological_process	purine ribonucleoside metabolic process	Methylobacterium extorquens	408	species	1	0.5	0.0018148820326678765
GO:0046128	biological_process	purine ribonucleoside metabolic process	Proteobacteria	1224	phylum	1	0.5	0.0018148820326678765
GO:0046128	biological_process	purine ribonucleoside metabolic process	Methylobacterium extorquens group	578822	species group	1	0.5	0.0018148820326678765
GO:0046129	biological_process	purine ribonucleoside biosynthetic process	root	1	no rank	1	1.0	0.0018148820326678765
GO:0046131	biological_process	pyrimidine ribonucleoside metabolic process	root	1	no rank	1	1.0	0.0018148820326678765
GO:0009791	biological_process	post-embryonic development	root	1	no rank	1	1.0	0.0018148820326678765
GO:0009792	biological_process	embryo development ending in birth or egg hatching	root	1	no rank	6	1.0	0.010889292196007259
GO:0009792	biological_process	embryo development ending in birth or egg hatching	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0046132	biological_process	pyrimidine ribonucleoside biosynthetic process	root	1	no rank	1	1.0	0.0018148820326678765
GO:0046134	biological_process	pyrimidine nucleoside biosynthetic process	root	1	no rank	1	1.0	0.0018148820326678765
GO:0051640	biological_process	organelle localization	root	1	no rank	6	1.0	0.010889292196007259
GO:0051640	biological_process	organelle localization	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0051641	biological_process	cellular localization	root	1	no rank	27	1.0	0.04900181488203267
GO:0051641	biological_process	cellular localization	Eukaryota	2759	superkingdom	6	0.2222222222222222	0.010889292196007259
GO:0051646	biological_process	mitochondrion localization	root	1	no rank	6	1.0	0.010889292196007259
GO:0051646	biological_process	mitochondrion localization	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:1904029	biological_process	regulation of cyclin-dependent protein kinase activity	root	1	no rank	6	1.0	0.010889292196007259
GO:1904029	biological_process	regulation of cyclin-dependent protein kinase activity	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0051648	biological_process	vesicle localization	root	1	no rank	6	1.0	0.010889292196007259
GO:0051648	biological_process	vesicle localization	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:1904030	biological_process	negative regulation of cyclin-dependent protein kinase activity	root	1	no rank	6	1.0	0.010889292196007259
GO:1904030	biological_process	negative regulation of cyclin-dependent protein kinase activity	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0051649	biological_process	establishment of localization in cell	root	1	no rank	29	1.0	0.05263157894736842
GO:0051649	biological_process	establishment of localization in cell	Rickettsia bellii RML369-C	336407	no rank	1	0.034482758620689655	0.0018148820326678765
GO:0051649	biological_process	establishment of localization in cell	Bacteria	2	superkingdom	1	0.034482758620689655	0.0018148820326678765
GO:0051649	biological_process	establishment of localization in cell	Alphaproteobacteria	28211	class	1	0.034482758620689655	0.0018148820326678765
GO:0051649	biological_process	establishment of localization in cell	Rickettsieae	33988	tribe	1	0.034482758620689655	0.0018148820326678765
GO:0051649	biological_process	establishment of localization in cell	Rickettsia bellii	33990	species	1	0.034482758620689655	0.0018148820326678765
GO:0051649	biological_process	establishment of localization in cell	Eukaryota	2759	superkingdom	6	0.20689655172413793	0.010889292196007259
GO:0051649	biological_process	establishment of localization in cell	Rickettsiaceae	775	family	1	0.034482758620689655	0.0018148820326678765
GO:0051649	biological_process	establishment of localization in cell	Proteobacteria	1224	phylum	1	0.034482758620689655	0.0018148820326678765
GO:0051649	biological_process	establishment of localization in cell	Rickettsia	780	genus	1	0.034482758620689655	0.0018148820326678765
GO:0051649	biological_process	establishment of localization in cell	Rickettsiales	766	order	1	0.034482758620689655	0.0018148820326678765
GO:0051649	biological_process	establishment of localization in cell	belli group	1129742	species group	1	0.034482758620689655	0.0018148820326678765
GO:0051650	biological_process	establishment of vesicle localization	root	1	no rank	6	1.0	0.010889292196007259
GO:0051650	biological_process	establishment of vesicle localization	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0051651	biological_process	maintenance of location in cell	root	1	no rank	6	1.0	0.010889292196007259
GO:0051651	biological_process	maintenance of location in cell	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
GO:0051653	biological_process	spindle localization	root	1	no rank	6	1.0	0.010889292196007259
GO:0051653	biological_process	spindle localization	Eukaryota	2759	superkingdom	6	1.0	0.010889292196007259
