# MetaGOmics GO report					
# MetaGOmics version: 0.1.1					
# Run date: Thu Jun 28 20:14:18 PDT 2018					
GO acc	GO aspect	GO name	count	total count	ratio
GO:0071495	biological_process	cellular response to endogenous stimulus	7	551	0.012704174
GO:0019363	biological_process	pyridine nucleotide biosynthetic process	2	551	0.003629764
GO:0071496	biological_process	cellular response to external stimulus	22	551	0.039927405
GO:0005615	cellular_component	extracellular space	7	551	0.012704174
GO:0042170	cellular_component	plastid membrane	21	551	0.038112523
GO:0032982	cellular_component	myosin filament	6	551	0.010889292
GO:0005618	cellular_component	cell wall	27	551	0.049001815
GO:0032984	biological_process	macromolecular complex disassembly	20	551	0.036297641
GO:0046649	biological_process	lymphocyte activation	1	551	0.001814882
GO:0005623	cellular_component	cell	6	551	0.010889292
GO:0046653	biological_process	tetrahydrofolate metabolic process	1	551	0.001814882
GO:0032988	biological_process	ribonucleoprotein complex disassembly	20	551	0.036297641
GO:0032989	biological_process	cellular component morphogenesis	10	551	0.01814882
GO:0032990	biological_process	cell part morphogenesis	6	551	0.010889292
GO:0032991	cellular_component	macromolecular complex	48	551	0.087114338
GO:0005628	cellular_component	prospore membrane	6	551	0.010889292
GO:0032993	cellular_component	protein-DNA complex	10	551	0.01814882
GO:0005634	cellular_component	nucleus	38	551	0.068965517
GO:0005635	cellular_component	nuclear envelope	20	551	0.036297641
GO:0005737	cellular_component	cytoplasm	43	551	0.078039927
GO:0005654	cellular_component	nucleoplasm	9	551	0.016333938
GO:0000781	cellular_component	"chromosome, telomeric region"	2	551	0.003629764
GO:0071548	biological_process	response to dexamethasone	1	551	0.001814882
GO:0000784	cellular_component	"nuclear chromosome, telomeric region"	2	551	0.003629764
GO:0000785	cellular_component	chromatin	7	551	0.012704174
GO:0000786	cellular_component	nucleosome	10	551	0.01814882
GO:0071554	biological_process	cell wall organization or biogenesis	6	551	0.010889292
GO:0042221	biological_process	response to chemical	39	551	0.070780399
GO:0071555	biological_process	cell wall organization	6	551	0.010889292
GO:0000788	cellular_component	nuclear nucleosome	2	551	0.003629764
GO:0000790	cellular_component	nuclear chromatin	7	551	0.012704174
GO:0033036	biological_process	macromolecule localization	28	551	0.050816697
GO:0019433	biological_process	triglyceride catabolic process	1	551	0.001814882
GO:0019438	biological_process	aromatic compound biosynthetic process	41	551	0.074410163
GO:0010380	biological_process	regulation of chlorophyll biosynthetic process	21	551	0.038112523
GO:0005694	cellular_component	chromosome	10	551	0.01814882
GO:0000812	cellular_component	Swr1 complex	6	551	0.010889292
GO:0042244	biological_process	spore wall assembly	6	551	0.010889292
GO:0071593	biological_process	lymphocyte aggregation	1	551	0.001814882
GO:0046777	biological_process	protein autophosphorylation	1	551	0.001814882
GO:1904621	biological_process	regulation of actin-dependent ATPase activity	6	551	0.010889292
GO:1904623	biological_process	positive regulation of actin-dependent ATPase activity	6	551	0.010889292
GO:0000902	biological_process	cell morphogenesis	10	551	0.01814882
GO:0005730	cellular_component	nucleolus	9	551	0.016333938
GO:0000904	biological_process	cell morphogenesis involved in differentiation	6	551	0.010889292
GO:0042287	molecular_function	MHC protein binding	1	551	0.001814882
GO:0042288	molecular_function	MHC class I protein binding	1	551	0.001814882
GO:0000910	biological_process	cytokinesis	10	551	0.01814882
GO:0005741	cellular_component	mitochondrial outer membrane	1	551	0.001814882
GO:0000912	biological_process	assembly of actomyosin apparatus involved in cytokinesis	6	551	0.010889292
GO:0005743	cellular_component	mitochondrial inner membrane	3	551	0.005444646
GO:0000915	biological_process	actomyosin contractile ring assembly	6	551	0.010889292
GO:0000916	biological_process	actomyosin contractile ring contraction	6	551	0.010889292
GO:0005753	cellular_component	mitochondrial proton-transporting ATP synthase complex	1	551	0.001814882
GO:0005754	cellular_component	"mitochondrial proton-transporting ATP synthase, catalytic core"	1	551	0.001814882
GO:0042310	biological_process	vasoconstriction	6	551	0.010889292
GO:0005758	cellular_component	mitochondrial intermembrane space	1	551	0.001814882
GO:0005759	cellular_component	mitochondrial matrix	24	551	0.043557169
GO:0042311	biological_process	vasodilation	1	551	0.001814882
GO:0005767	cellular_component	secondary lysosome	10	551	0.01814882
GO:0005774	cellular_component	vacuolar membrane	2	551	0.003629764
GO:0042325	biological_process	regulation of phosphorylation	6	551	0.010889292
GO:0042326	biological_process	negative regulation of phosphorylation	6	551	0.010889292
GO:0042327	biological_process	positive regulation of phosphorylation	6	551	0.010889292
GO:0042330	biological_process	taxis	10	551	0.01814882
GO:0042331	biological_process	phototaxis	10	551	0.01814882
GO:0010468	biological_process	regulation of gene expression	35	551	0.063520871
GO:0000959	biological_process	mitochondrial RNA metabolic process	1	551	0.001814882
GO:0005789	cellular_component	endoplasmic reticulum membrane	1	551	0.001814882
GO:0019538	biological_process	protein metabolic process	41	551	0.074410163
GO:0043231	cellular_component	intracellular membrane-bounded organelle	48	551	0.087114338
GO:0000975	molecular_function	regulatory region DNA binding	2	551	0.003629764
GO:0000976	molecular_function	transcription regulatory region sequence-specific DNA binding	2	551	0.003629764
GO:0000987	molecular_function	core promoter proximal region sequence-specific DNA binding	2	551	0.003629764
GO:0000988	molecular_function	"transcription factor activity, protein binding"	1	551	0.001814882
GO:0030139	cellular_component	endocytic vesicle	10	551	0.01814882
GO:0071689	biological_process	muscle thin filament assembly	6	551	0.010889292
GO:0000990	molecular_function	"transcription factor activity, core RNA polymerase binding"	1	551	0.001814882
GO:0005811	cellular_component	lipid particle	2	551	0.003629764
GO:0000996	molecular_function	core DNA-dependent RNA polymerase binding promoter specificity activity	1	551	0.001814882
GO:0046906	molecular_function	tetrapyrrole binding	1	551	0.001814882
GO:0071702	biological_process	organic substance transport	30	551	0.054446461
GO:0046907	biological_process	intracellular transport	23	551	0.041742287
GO:0005826	cellular_component	actomyosin contractile ring	6	551	0.010889292
GO:0033178	cellular_component	"proton-transporting two-sector ATPase complex, catalytic domain"	1	551	0.001814882
GO:0071704	biological_process	organic substance metabolic process	67	551	0.121597096
GO:0050801	biological_process	ion homeostasis	1	551	0.001814882
GO:0046914	molecular_function	transition metal ion binding	7	551	0.012704174
GO:0042398	biological_process	cellular modified amino acid biosynthetic process	1	551	0.001814882
GO:0042407	biological_process	cristae formation	1	551	0.001814882
GO:0005856	cellular_component	cytoskeleton	11	551	0.019963702
GO:0046939	biological_process	nucleotide phosphorylation	1	551	0.001814882
GO:0051787	molecular_function	misfolded protein binding	21	551	0.038112523
GO:0033202	cellular_component	DNA helicase complex	6	551	0.010889292
GO:0046942	biological_process	carboxylic acid transport	2	551	0.003629764
GO:0046943	molecular_function	carboxylic acid transmembrane transporter activity	2	551	0.003629764
GO:0005865	cellular_component	striated muscle thin filament	6	551	0.010889292
GO:0033206	biological_process	meiotic cytokinesis	6	551	0.010889292
GO:0005875	cellular_component	microtubule associated complex	6	551	0.010889292
GO:0010556	biological_process	regulation of macromolecule biosynthetic process	29	551	0.052631579
GO:0005884	cellular_component	actin filament	10	551	0.01814882
GO:0010557	biological_process	positive regulation of macromolecule biosynthetic process	21	551	0.038112523
GO:0010558	biological_process	negative regulation of macromolecule biosynthetic process	3	551	0.005444646
GO:0019627	biological_process	urea metabolic process	1	551	0.001814882
GO:0010562	biological_process	positive regulation of phosphorus metabolic process	6	551	0.010889292
GO:0010563	biological_process	negative regulation of phosphorus metabolic process	6	551	0.010889292
GO:0019637	biological_process	organophosphate metabolic process	11	551	0.019963702
GO:0046982	molecular_function	protein heterodimerization activity	10	551	0.01814882
GO:0070524	molecular_function	11-beta-hydroxysteroid dehydrogenase (NADP+) activity	1	551	0.001814882
GO:0001067	molecular_function	regulatory region nucleic acid binding	2	551	0.003629764
GO:0042451	biological_process	purine nucleoside biosynthetic process	1	551	0.001814882
GO:0005911	cellular_component	cell-cell junction	8	551	0.014519056
GO:0005912	cellular_component	adherens junction	6	551	0.010889292
GO:0042455	biological_process	ribonucleoside biosynthetic process	2	551	0.003629764
GO:0001071	molecular_function	nucleic acid binding transcription factor activity	2	551	0.003629764
GO:0071774	biological_process	response to fibroblast growth factor	1	551	0.001814882
GO:0010594	biological_process	regulation of endothelial cell migration	1	551	0.001814882
GO:0005924	cellular_component	cell-substrate adherens junction	6	551	0.010889292
GO:0010595	biological_process	positive regulation of endothelial cell migration	1	551	0.001814882
GO:0005925	cellular_component	focal adhesion	6	551	0.010889292
GO:0019674	biological_process	NAD metabolic process	2	551	0.003629764
GO:0010604	biological_process	positive regulation of macromolecule metabolic process	29	551	0.052631579
GO:0010605	biological_process	negative regulation of macromolecule metabolic process	9	551	0.016333938
GO:0005938	cellular_component	cell cortex	10	551	0.01814882
GO:0010608	biological_process	posttranscriptional regulation of gene expression	21	551	0.038112523
GO:0033267	cellular_component	axon part	1	551	0.001814882
GO:0001101	biological_process	response to acid chemical	4	551	0.007259528
GO:0071806	biological_process	protein transmembrane transport	22	551	0.039927405
GO:0033275	biological_process	actin-myosin filament sliding	6	551	0.010889292
GO:0005951	cellular_component	carbamoyl-phosphate synthase complex	1	551	0.001814882
GO:0019693	biological_process	ribose phosphate metabolic process	3	551	0.005444646
GO:0010628	biological_process	positive regulation of gene expression	29	551	0.052631579
GO:0010629	biological_process	negative regulation of gene expression	3	551	0.005444646
GO:1904837	biological_process	beta-catenin-TCF complex assembly	2	551	0.003629764
GO:0071822	biological_process	protein complex subunit organization	29	551	0.052631579
GO:0071824	biological_process	protein-DNA complex subunit organization	8	551	0.014519056
GO:0010632	biological_process	regulation of epithelial cell migration	1	551	0.001814882
GO:0071826	biological_process	ribonucleoprotein complex subunit organization	20	551	0.036297641
GO:0010634	biological_process	positive regulation of epithelial cell migration	1	551	0.001814882
GO:0005975	biological_process	carbohydrate metabolic process	25	551	0.045372051
GO:0005976	biological_process	polysaccharide metabolic process	4	551	0.007259528
GO:0043005	cellular_component	neuron projection	6	551	0.010889292
GO:0010646	biological_process	regulation of cell communication	7	551	0.012704174
GO:0010647	biological_process	positive regulation of cell communication	7	551	0.012704174
GO:0071840	biological_process	cellular component organization or biogenesis	36	551	0.065335753
GO:0005984	biological_process	disaccharide metabolic process	20	551	0.036297641
GO:0019725	biological_process	cellular homeostasis	1	551	0.001814882
GO:0071852	biological_process	fungal-type cell wall organization or biogenesis	6	551	0.010889292
GO:0005991	biological_process	trehalose metabolic process	20	551	0.036297641
GO:0042542	biological_process	response to hydrogen peroxide	21	551	0.038112523
GO:0019752	biological_process	carboxylic acid metabolic process	14	551	0.025408348
GO:0001159	molecular_function	core promoter proximal region DNA binding	2	551	0.003629764
GO:0042558	biological_process	pteridine-containing compound metabolic process	1	551	0.001814882
GO:0042575	cellular_component	DNA polymerase complex	2	551	0.003629764
GO:0071897	biological_process	DNA biosynthetic process	2	551	0.003629764
GO:0033365	biological_process	protein localization to organelle	21	551	0.038112523
GO:0042592	biological_process	homeostatic process	10	551	0.01814882
GO:0042594	biological_process	response to starvation	1	551	0.001814882
GO:0042597	cellular_component	periplasmic space	1	551	0.001814882
GO:0042625	molecular_function	"ATPase activity, coupled to transmembrane movement of ions"	1	551	0.001814882
GO:0071940	biological_process	fungal-type cell wall assembly	6	551	0.010889292
GO:0001300	biological_process	chronological cell aging	6	551	0.010889292
GO:0071941	biological_process	nitrogen cycle metabolic process	1	551	0.001814882
GO:0046686	biological_process	response to cadmium ion	21	551	0.038112523
GO:0071944	cellular_component	cell periphery	6	551	0.010889292
GO:0006082	biological_process	organic acid metabolic process	14	551	0.025408348
GO:0042641	cellular_component	actomyosin	6	551	0.010889292
GO:0042643	cellular_component	"actomyosin, actin portion"	6	551	0.010889292
GO:0042645	cellular_component	mitochondrial nucleoid	2	551	0.003629764
GO:0006090	biological_process	pyruvate metabolic process	1	551	0.001814882
GO:0006091	biological_process	generation of precursor metabolites and energy	4	551	0.007259528
GO:0006096	biological_process	glycolytic process	1	551	0.001814882
GO:0042651	cellular_component	thylakoid membrane	21	551	0.038112523
GO:0001319	biological_process	inheritance of oxidatively modified proteins involved in replicative cell aging	20	551	0.036297641
GO:0071963	biological_process	establishment or maintenance of cell polarity regulating cell shape	6	551	0.010889292
GO:0019856	biological_process	pyrimidine nucleobase biosynthetic process	1	551	0.001814882
GO:0019866	cellular_component	organelle inner membrane	24	551	0.043557169
GO:0019867	cellular_component	outer membrane	1	551	0.001814882
GO:0055114	biological_process	oxidation-reduction process	10	551	0.01814882
GO:0016491	molecular_function	oxidoreductase activity	9	551	0.016333938
GO:0001411	cellular_component	hyphal tip	6	551	0.010889292
GO:0001503	biological_process	ossification	2	551	0.003629764
GO:0045454	biological_process	cell redox homeostasis	1	551	0.001814882
GO:0022900	biological_process	electron transport chain	3	551	0.005444646
GO:0005509	molecular_function	calcium ion binding	8	551	0.014519056
GO:0019894	molecular_function	kinesin binding	6	551	0.010889292
GO:0001522	biological_process	pseudouridine synthesis	2	551	0.003629764
GO:0019900	molecular_function	kinase binding	6	551	0.010889292
GO:1990169	biological_process	stress response to copper ion	21	551	0.038112523
GO:0006139	biological_process	nucleobase-containing compound metabolic process	50	551	0.090744102
GO:0019901	molecular_function	protein kinase binding	6	551	0.010889292
GO:1990170	biological_process	stress response to cadmium ion	21	551	0.038112523
GO:0019904	molecular_function	protein domain specific binding	8	551	0.014519056
GO:0006142	biological_process	regulation of pyrimidine nucleobase metabolic process	1	551	0.001814882
GO:0006163	biological_process	purine nucleotide metabolic process	2	551	0.003629764
GO:0006790	biological_process	sulfur compound metabolic process	2	551	0.003629764
GO:1900864	biological_process	mitochondrial RNA modification	1	551	0.001814882
GO:0042278	biological_process	purine nucleoside metabolic process	2	551	0.003629764
GO:0042717	cellular_component	plasma membrane-derived chromatophore membrane	1	551	0.001814882
GO:0019915	biological_process	lipid storage	1	551	0.001814882
GO:0006164	biological_process	purine nucleotide biosynthetic process	1	551	0.001814882
GO:0006165	biological_process	nucleoside diphosphate phosphorylation	1	551	0.001814882
GO:0044212	molecular_function	transcription regulatory region DNA binding	2	551	0.003629764
GO:0008152	biological_process	metabolic process	73	551	0.132486388
GO:0016049	biological_process	cell growth	6	551	0.010889292
GO:0016887	molecular_function	ATPase activity	28	551	0.050816697
GO:1990234	cellular_component	transferase complex	11	551	0.019963702
GO:0042776	biological_process	mitochondrial ATP synthesis coupled proton transport	1	551	0.001814882
GO:0006206	biological_process	pyrimidine nucleobase metabolic process	1	551	0.001814882
GO:0006213	biological_process	pyrimidine nucleoside metabolic process	1	551	0.001814882
GO:0006220	biological_process	pyrimidine nucleotide metabolic process	1	551	0.001814882
