,Station,Year,Depth (m),Pressure [dbar],Trap type,Flux (mg/m2/day),C:N organic,Org C flux (umol C/m2/day),Protein flux (ug/m2/day),Carbon protein flux (umol C/m2/day),Protein/org C of flux (ug protein/umol C),N production rate (nM N/day),d15N vs Air N2 (permil),d13C vs VPDB (permil),timeS,longitude,latitude,depSMignore,t090C,t190C,c0uS/cm,c1S/m,flECO-AFL,CStarAt0,CStarTr0,par,modError,v0,v1,v2,v3,v4,v5,v6,v7,sbeox0V,sbeox1V,sal00,sal11,sigma-�00,sigma-�11,sbeox0Mm/L,sbeox1Mm/L,sbeox0PS,sbeox1PS
10,P3,2019.0,102.0,102.0,Hybrid,9.5391061452514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217.804,-109.90012,21.99016,102,14.3884,14.3551,41872,4.193179,0.2673,0.0706,98.2491,0.8314799999999999,0,0.6355,0.6524,0.0777,0.1123,4.5705,0,0.9823,0,0.6178,0.6367,34.5464,34.6315,25.7576,25.8304,14.636,17.709,5.671,6.861000000000001
11,P3,2019.0,770.0,770.0,Net,20.11954101,8.39540816326531,18.77829274,41.23605442,2.195942677,NULL,NULL,NULL,NULL,946.3860000000001,-109.90012,21.99016,770,5.632999999999999,5.6074,33945,3.3990169999999997,0.0577,0.0592,98.5302,1e-12,0,0.5128,0.5219,0.0568,0.1147,4.5836,0,0.0085,0,0.5123,0.5216,34.5078,34.5854,27.2178,27.2824,2.958,2.905,0.948,0.93
12,P3,2019.0,770.0,770.0,Net,11.0183881064163,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,946.3860000000001,-109.90012,21.99016,770,5.632999999999999,5.6074,33945,3.3990169999999997,0.0577,0.0592,98.5302,1e-12,0,0.5128,0.5219,0.0568,0.1147,4.5836,0,0.0085,0,0.5123,0.5216,34.5078,34.5854,27.2178,27.2824,2.958,2.905,0.948,0.93
13,P3,2019.0,770.0,770.0,Net,7.13300230537329,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,946.3860000000001,-109.90012,21.99016,770,5.632999999999999,5.6074,33945,3.3990169999999997,0.0577,0.0592,98.5302,1e-12,0,0.5128,0.5219,0.0568,0.1147,4.5836,0,0.0085,0,0.5123,0.5216,34.5078,34.5854,27.2178,27.2824,2.958,2.905,0.948,0.93
14,P3,2019.0,130.0,130.0,Hybrid,54.59667624,16.8604651162791,36.64505423,83.36974729,2.27506137,NULL,NULL,NULL,NULL,249.34400000000002,-109.9001,21.99016,130,13.5663,13.5325,41285,4.134309,0.0884,0.0655,98.3759,0.13228,0,0.5147,0.527,0.0598,0.1127,4.5765,0,0.3774,0,0.5119,0.5263,34.7286,34.8143,26.0713,26.1446,1.6280000000000001,2.426,0.621,0.925
15,P3,2019.0,130.0,130.0,Hybrid,10.0321931589537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,249.34400000000002,-109.9001,21.99016,130,13.5663,13.5325,41285,4.134309,0.0884,0.0655,98.3759,0.13228,0,0.5147,0.527,0.0598,0.1127,4.5765,0,0.3774,0,0.5119,0.5263,34.7286,34.8143,26.0713,26.1446,1.6280000000000001,2.426,0.621,0.925
16,P3,2019.0,130.0,130.0,Hybrid,25.396694214876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,249.34400000000002,-109.9001,21.99016,130,13.5663,13.5325,41285,4.134309,0.0884,0.0655,98.3759,0.13228,0,0.5147,0.527,0.0598,0.1127,4.5765,0,0.3774,0,0.5119,0.5263,34.7286,34.8143,26.0713,26.1446,1.6280000000000001,2.426,0.621,0.925
17,P3,2019.0,300.0,300.0,Hybrid,82.77252678,8.90150250417362,25.61694486,43.50938879,1.698461273,NULL,NULL,NULL,NULL,429.819,-109.90012,21.99014,300,10.5726,10.5421,38443,3.849649,0.0664,0.0711,98.2376,1e-12,0,0.5043,0.5151,0.0576,0.1142,4.57,0,0.0084,0,0.5035,0.5144,34.6722,34.7546,26.603,26.6726,1.07,1.197,0.38299999999999995,0.429
18,P3,2019.0,700.0,700.0,Hybrid,61.24302838,10.3601496725912,29.98676977,86.57859897,2.887226589,NULL,NULL,NULL,NULL,868.7330000000001,-109.9001,21.99016,700,6.0263,6.0003,34266,3.431204,0.0587,0.0599,98.5148,1e-12,0,0.5084,0.5179,0.0569,0.1148,4.5829,0,0.0085,0,0.5083,0.5175,34.5049,34.5831,27.1661,27.2312,2.358,2.125,0.762,0.687
19,P3,2019.0,700.0,700.0,Hybrid,11.1135940409683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,868.7330000000001,-109.9001,21.99016,700,6.0263,6.0003,34266,3.431204,0.0587,0.0599,98.5148,1e-12,0,0.5084,0.5179,0.0569,0.1148,4.5829,0,0.0085,0,0.5083,0.5175,34.5049,34.5831,27.1661,27.2312,2.358,2.125,0.762,0.687
20,P3,2019.0,700.0,700.0,Hybrid,12.3389830508475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,868.7330000000001,-109.9001,21.99016,700,6.0263,6.0003,34266,3.431204,0.0587,0.0599,98.5148,1e-12,0,0.5084,0.5179,0.0569,0.1148,4.5829,0,0.0085,0,0.5083,0.5175,34.5049,34.5831,27.1661,27.2312,2.358,2.125,0.762,0.687
21,P3,2019.0,965.0,965.0,Hybrid,51.08955421,20.230985915493,16.79816516,129.3490879,7.700191459,NULL,NULL,NULL,NULL,1156.445,-109.90014,21.99014,965,4.7698,4.7447,33266,3.331097,0.0456,0.0581,98.557,1e-12,0,0.5336,0.5419,0.0555,0.1171,4.5849,0,0.0084,0,0.5333,0.5424,34.5186,34.5967,27.3288,27.3936,7.431,7.506,2.332,2.355
22,P3,2019.0,965.0,965.0,Hybrid,12.3266761768902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1156.445,-109.90014,21.99014,965,4.7698,4.7447,33266,3.331097,0.0456,0.0581,98.557,1e-12,0,0.5336,0.5419,0.0555,0.1171,4.5849,0,0.0084,0,0.5333,0.5424,34.5186,34.5967,27.3288,27.3936,7.431,7.506,2.332,2.355
23,P3,2019.0,965.0,965.0,Hybrid,35.8697318007663,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1156.445,-109.90014,21.99014,965,4.7698,4.7447,33266,3.331097,0.0456,0.0581,98.557,1e-12,0,0.5336,0.5419,0.0555,0.1171,4.5849,0,0.0084,0,0.5333,0.5424,34.5186,34.5967,27.3288,27.3936,7.431,7.506,2.332,2.355
