Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
93,16024,PMM0023,271.75,75,75,7.58E8,20,20,42,Carbamidomethylation; Oxidation (M),36991,| gap2 | glyceraldehyde 3-phosphate dehydrogenase(NADP+)(phosphorylating)
2,12774,PMM1437,271.10,83,83,2.75E10,41,41,417,,10789,| groES | co-chaperonin GroES
65,16080,PMM0767,270.95,73,73,4.55E8,20,20,47,Carbamidomethylation; Oxidation (M),35150,| glpX | fructose 1 6-bisphosphatase II
68,10596,PMM1338,270.77,43,43,4.03E8,30,30,46,Carbamidomethylation,78849,| PMM1338 | chloroplast outer envelope membrane protein
53,10445,PMM1033,270.66,60,60,5.18E8,28,28,55,Oxidation (M),51156,| PMM1033 | cobalamin synthesis protein/P47K
72,13181,PMM1196,266.13,61,61,2.2E8,27,27,45,Carbamidomethylation; Oxidation (M),54798,| manC | GDP-mannose pyrophosphorylase
63,10709,PMM0946,266.07,67,67,3.62E8,28,28,49,Carbamidomethylation; Oxidation (M),52187,| gatA | aspartyl/glutamyl-tRNA amidotransferase subunit A
80,9921,PMM0312,265.53,61,61,6E8,24,24,44,Oxidation (M),40876,| rps1a | 30S ribosomal protein S1
118,16065,PMM0832,265.14,79,79,1.25E8,21,21,37,Carbamidomethylation; Oxidation (M),30639,| dapB | dihydrodipicolinate reductase
23,12851,PMM0550,264.80,48,48,1.89E9,25,25,82,Carbamidomethylation; Oxidation (M),52574,| rbcL | ribulose bisophosphate carboxylase
74,16025,PMM0311,264.22,60,60,5.9E8,21,21,45,Carbamidomethylation; Oxidation (M),45083,| metK | S-adenosylmethionine synthetase
38,16010,PMM0506,263.67,68,68,3.28E8,33,33,64,Carbamidomethylation; Oxidation (M),47868,| purA adeK | adenylosuccinate synthetase
84,9807,PMM0831,263.48,36,36,1.22E8,31,31,43,Carbamidomethylation,150089,| chlH | magnesium chelatase subunit H
47,16056,PMM0781,262.36,61,61,9.24E8,21,21,58,Carbamidomethylation; Oxidation (M),39000,| cbbA cfxA fbaA fda | fructose-1 6-bisphosphate aldolase
71,9935,PMM0758,261.76,51,51,1.42E8,27,27,45,Carbamidomethylation; Oxidation (M),67887,| sir | sulfite reductase subunit beta
66,9819,PMM0238,261.58,41,41,2.85E8,35,35,47,Carbamidomethylation,111413,| ileS | isoleucyl-tRNA synthetase
78,10727,PMM0324,260.79,61,61,2.85E8,24,24,44,Carbamidomethylation; Oxidation (M),47586,| ctpA | carboxyl-terminal protease
130,12849,PMM1625,260.65,52,52,1.62E8,23,23,35,Carbamidomethylation; Oxidation (M),51826,| ahcY | S-adenosyl-L-homocysteine hydrolase
91,13075,PMM1596,259.84,52,52,3.78E8,22,22,42,Carbamidomethylation,52630,| icd | isocitrate dehydrogenase
60,16033,PMM1147,259.47,67,67,4.69E8,22,22,50,Carbamidomethylation; Oxidation (M),39873,| pntA-1 | putative nicotinamide nucleotide transhydrogenase  subunit alpha 1 (A1)
46,12793,PMM0619,258.96,51,51,3.91E8,35,35,58,Carbamidomethylation; Oxidation (M),74453,| acs | acetyl-coenzyme A synthetase
10,12776,PMM0482,258.87,73,73,3.49E9,23,23,138,Oxidation (M),29085,| phb | Band 7 protein
62,12783,PMM1575,257.69,38,38,1.69E8,34,33,49,Carbamidomethylation; Oxidation (M),114380,| ppc | phosphoenolpyruvate carboxylase
35,10236,PMM1484,257.22,53,53,5.35E8,31,31,66,Carbamidomethylation; Oxidation (M),72380,| rpoC1 | DNA-directed RNA polymerase subunit gamma
44,9995,PMM1634,256.71,56,56,2.22E8,36,36,59,Carbamidomethylation; Oxidation (M),73508,| gyrB | DNA gyrase subunit B
140,9839,PMM0825,256.69,34,34,6.59E7,26,26,32,Carbamidomethylation; Oxidation (M),121483,| carB | carbamoyl-phosphate synthase  large subunit
21,10017,PMM1075,255.66,62,62,2.9E9,23,23,95,Carbamidomethylation; Oxidation (M),41714,| petH | ferredoxin-NADP oxidoreductase (FNR)
108,16019,PMM0001,254.80,70,70,3.47E8,20,20,39,Carbamidomethylation; Oxidation (M),42505,| dnaN | DNA polymerase III subunit beta
45,10212,PMM1665,254.66,63,63,5.14E8,21,21,58,Carbamidomethylation; Oxidation (M),44463,| sqdB | sulfolipid (UDP-sulfoquinovose) biosynthesis protein
55,16011,PMM0258,254.26,68,68,4.22E8,27,27,54,Carbamidomethylation; Oxidation (M),46407,| glyA | serine hydroxymethyltransferase
86,13016,PMM0774,253.97,56,56,3.3E8,27,27,43,Carbamidomethylation; Oxidation (M),59461,| ilvD | dihydroxy-acid dehydratase
126,16046,PMM0878,253.78,70,70,1.97E8,19,18,35,Oxidation (M),34080,| ilvE | branched-chain amino acid aminotransferase
79,16052,PMM1630,253.17,39,39,3.27E8,18,18,44,Oxidation (M),51437,| PMM1630 | Mg2+ transporter
20,13221,PMM1321,252.89,71,71,3.28E9,35,35,99,Oxidation (M),9768,| PMM1321 | histone-like DNA-binding protein
121,13321,PMM1258,252.80,59,59,2.21E8,20,20,36,Carbamidomethylation; Oxidation (M),43323,| PMM1258 | pyridoxal-phosphate-dependent aminotransferase
77,12795,PMM1063,252.52,42,42,1.97E8,31,31,44,Carbamidomethylation,96574,| gyrA | DNA gyrase subunit A
128,10057,PMM0134,251.85,70,70,2.52E8,20,20,35,Carbamidomethylation; Oxidation (M),27909,| rpaB | two-component response regulator
110,13102,PMM1716,251.31,57,57,3.13E8,19,19,38,Carbamidomethylation,40089,| thrC | threonine synthase
123,16022,PMM0037,251.18,48,48,1.18E8,20,20,35,Carbamidomethylation,59598,| guaA | GMP synthase
127,10571,PMM0282,249.93,80,80,3.3E8,18,18,35,Carbamidomethylation; Oxidation (M),27716,| fabI | enoyl-(acyl carrier protein) reductase
125,16018,PMM1606,248.75,39,39,1.93E8,21,21,35,Carbamidomethylation,69488,| glmS | glucosamine--fructose-6-phosphate aminotransferase
124,16037,PMM1451,247.98,43,43,3.1E8,19,19,35,Carbamidomethylation; Oxidation (M),54340,| atpA | F0F1 ATP synthase subunit alpha
102,16021,PMM0867,247.42,45,45,1.96E8,20,20,40,Carbamidomethylation,59115,| metG | methionyl-tRNA synthetase
109,12838,PMM1286,247.32,55,55,2.01E8,24,24,38,Oxidation (M),53887,| ffh | signal recognition particle protein (SRP54)
116,10333,PMM1232,245.95,61,61,1.98E8,26,26,37,Carbamidomethylation,48342,| PMM1232 | methyltransferase
115,10740,PMM1688,245.85,43,43,1.68E8,25,25,37,Carbamidomethylation,67994,| aspS | aspartyl-tRNA synthetase
158,16017,PMM0012,245.41,56,56,9.82E7,22,22,30,Carbamidomethylation,52367,| argH | argininosuccinate lyase
75,16279,PMM1412,244.86,72,72,7.8E8,18,18,45,Oxidation (M),15164,| PMM1412 | hypothetical protein
143,12878,PMM1609,244.44,64,64,4.76E8,17,17,32,Carbamidomethylation,43369,| fabF | 3-oxoacyl-[acyl-carrier-protein] synthase II
134,10098,PMM0613,243.52,59,59,1.5E8,24,24,33,Carbamidomethylation,46888,| aroA | 3-phosphoshikimate 1-carboxyvinyltransferase
138,13139,PMM0321,243.26,53,53,5.71E8,18,18,33,Carbamidomethylation,29759,| minD | putative septum site-determining protein MinD
89,10281,PMM0760,242.10,58,58,2.91E8,24,24,42,Carbamidomethylation; Oxidation (M),49470,| chlP | aromatic-ring hydroxylase (flavoprotein monooxygenase)
169,16069,PMM0035,241.70,49,49,2.16E8,16,16,29,Oxidation (M),42405,| DHSS | soluble hydrogenase small subunit
61,16027,PMM1055,241.40,62,62,5.78E8,22,22,50,Carbamidomethylation; Oxidation (M),40316,| chlI | protoporphyrin IX magnesium chelatase subunit ChlI
151,10180,PMM0048,241.27,56,56,1.74E8,23,23,31,Carbamidomethylation; Oxidation (M),55203,| gatB | aspartyl/glutamyl-tRNA amidotransferase subunit B
64,16110,PMM0804,241.26,68,68,1.62E9,16,16,49,Oxidation (M),21064,| PMM0804 | ferritin
70,16020,PMM0674,240.64,57,57,2.22E8,21,21,46,Carbamidomethylation,43909,| aspC | aminotransferase class-I
82,16047,PMM1622,239.96,60,60,3.87E8,18,18,44,Carbamidomethylation; Oxidation (M),37254,| mreB | rod shape-determining protein MreB
48,13336,PMM0627,239.63,28,28,7.79E8,15,15,58,Oxidation (M),38660,| pcb | light-harvesting complex protein
90,10106,PMM1562,239.52,62,62,3.13E8,21,21,42,Carbamidomethylation; Oxidation (M),40165,| recA | recombinase A
132,10070,PMM0075,239.16,48,48,2.54E8,19,19,33,,41429,| PMM0075 | hypothetical protein
142,10453,PMM0890,239.09,47,47,1.23E8,23,23,32,Carbamidomethylation,59307,| pgi | glucose-6-phosphate isomerase
150,10138,PMM1246,238.47,42,42,1.75E8,22,22,32,Carbamidomethylation; Oxidation (M),69748,| PMM1246 | carbamoyltransferase
131,9744,PMM0889,238.32,35,35,7.39E7,26,26,34,Carbamidomethylation,99147,| leuS | leucyl-tRNA synthetase
105,16093,PMM0494,238.15,77,77,3.56E8,17,17,40,Carbamidomethylation,22147,| ppa | putative inorganic pyrophosphatase
137,13288,PMM1301,237.91,59,59,1.03E8,19,18,33,Carbamidomethylation; Oxidation (M),45882,| argD | acetylornithine aminotransferase
166,16016,PMM1188,237.08,57,57,8.36E7,22,22,29,Carbamidomethylation,48082,| serS | seryl-tRNA synthetase
59,10749,PMM1524,236.85,25,25,1.31E9,22,21,50,Carbamidomethylation,84255,| psaA | photosystem I P700 chlorophyll a apoprotein A1
99,10224,PMM1225,236.77,47,47,2.13E8,27,25,41,Carbamidomethylation; Oxidation (M),68288,| PMM1225 | hypothetical protein
98,10183,PMM0912,236.68,45,45,1.7E8,22,22,41,Carbamidomethylation; Oxidation (M),64877,| pykF | pyruvate kinase
92,9718,PMM0580,236.56,46,46,7.81E7,31,27,42,Carbamidomethylation; Oxidation (M),97364,| clpB1 | ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB
144,10378,PMM1261,236.52,45,45,1.28E8,22,22,32,Carbamidomethylation,53432,| ugd | UDP-glucose 6-dehydrogenase
81,12965,PMM0871,236.39,41,41,9.32E7,32,32,44,Carbamidomethylation,92758,| pheT | phenylalanyl-tRNA synthetase subunit beta
200,9969,PMM0090,235.49,52,52,8.49E7,18,18,26,,41839,| PMM0090 | serine protease
154,10239,PMM0330,235.15,66,66,1.16E8,19,19,31,,29277,| PMM0330 | LysM domain-containing protein
179,16048,PMM0590,235.11,43,43,1.32E8,16,16,28,Carbamidomethylation; Oxidation (M),48304,| proA | gamma-glutamyl phosphate reductase
135,10181,PMM1332,234.58,54,54,4.45E8,20,20,33,Carbamidomethylation,54029,| PMM1332 | leucyl aminopeptidase
145,10657,PMM1145,234.25,37,37,2.2E8,17,17,32,Oxidation (M),50072,| pntB | putative nicotinamide nucleotide transhydrogenase  subunit beta
85,16057,PMM0495,233.86,61,61,2.51E8,20,20,43,Carbamidomethylation; Oxidation (M),34950,| hemC | porphobilinogen deaminase
202,16082,PMM0785,232.57,52,52,2.93E8,16,16,26,Carbamidomethylation,33698,| prk | phosphoribulokinase
147,16034,PMM0515,232.46,53,53,9.01E7,24,24,32,Carbamidomethylation,50312,| cobC | putative alpha-ribazole-5'-P phosphatase
168,12940,PMM1619,232.30,66,66,1.56E8,15,15,29,Carbamidomethylation; Oxidation (M),27422,| PMM1619 | two-component response regulator
97,10199,PMM1523,231.78,17,17,1.1E9,15,14,41,Carbamidomethylation,82743,| psaB | photosystem I P700 chlorophyll a apoprotein A2
182,16339,PMM0329,231.70,86,86,1.06E9,9,9,28,Carbamidomethylation,7605,| psaE | photosystem I reaction center subunit IV
148,12792,PMM0161,230.35,60,60,3.81E8,23,23,32,Carbamidomethylation; Oxidation (M),42876,| gltA | citrate synthase
149,16064,PMM0211,230.16,65,65,4.36E8,21,21,32,Carbamidomethylation; Oxidation (M),34398,| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase
242,13110,PMM0128,230.12,55,55,1.09E8,10,10,22,Oxidation (M),28628,| rpaA | two-component response regulator
173,16040,PMM1165,229.36,67,67,1.83E8,17,17,29,Carbamidomethylation; Oxidation (M),33890,| glyQ | glycyl-tRNA synthetase subunit alpha
189,10330,PMM1589,229.33,67,67,8.34E7,19,19,27,Carbamidomethylation; Oxidation (M),38869,| purM purG | phosphoribosylaminoimidazole synthetase
159,10134,PMM1066,229.16,52,52,1.05E8,19,19,30,Carbamidomethylation; Oxidation (M),59247,| leuA | 2-isopropylmalate synthase
152,12918,PMM1164,228.71,49,49,3.06E8,15,15,31,Carbamidomethylation,38210,| futA | putative iron ABC transporter  substrate binding protein
164,16109,PMM1673,228.47,70,70,5.58E8,13,13,30,,16385,| rplI | 50S ribosomal protein L9
107,10262,PMM1700,227.72,38,38,6.77E7,28,28,39,Carbamidomethylation,94884,| acnB | bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
122,16139,PMM0395,226.72,90,90,2.83E8,12,12,36,Carbamidomethylation; Oxidation (M),21147,| PMM0395 | hypothetical protein
87,16149,PMM1171,226.62,83,83,6.13E8,13,13,43,Carbamidomethylation; Oxidation (M),18893,| isiB | flavodoxin FldA
157,10552,PMM0609,226.08,45,45,1.21E8,16,16,30,Carbamidomethylation,54924,| glgA | glycogen synthase
146,16036,PMM0060,225.87,59,59,1.05E8,19,19,32,Carbamidomethylation; Oxidation (M),49248,| accC | acetyl-CoA carboxylase biotin carboxylase subunit
203,13093,PMM0894,225.31,82,82,3.66E8,11,11,26,Carbamidomethylation; Oxidation (M),15395,| PMM0894 | cyclophilin-type peptidyl-prolyl cis-trans isomerase
201,12802,PMM0384,225.19,31,31,3.21E7,22,22,26,Carbamidomethylation,95601,| spnII-interrupted-C | hypothetical protein
114,10294,PMM0003,224.95,40,40,3.33E8,25,25,37,Carbamidomethylation; Oxidation (M),85197,| purL | phosphoribosylformylglycinamidine synthase II
36,16079,PMM1158,224.75,35,35,2.02E9,14,14,65,Oxidation (M),50455,| psbC | photosystem II PsbC protein (CP43)
195,16058,PMM1666,223.96,59,59,1.23E8,14,14,27,Carbamidomethylation; Oxidation (M),41762,| sqdX | SqdX
213,16067,PMM1150,223.59,50,50,8.54E7,15,15,25,Carbamidomethylation; Oxidation (M),50069,| PMM1150 | putative thioredoxin reductase
194,13258,PMM1689,223.53,38,38,1.34E8,17,17,27,Carbamidomethylation; Oxidation (M),59829,| pyrG | CTP synthetase
226,16053,PMM0640,223.41,36,36,7.35E7,15,15,23,Carbamidomethylation; Oxidation (M),57872,| PMM0640 | hypothetical protein
67,16045,PMM1535,222.89,68,68,8.55E8,17,17,47,Carbamidomethylation; Oxidation (M),34282,| rpoA | DNA-directed RNA polymerase subunit alpha
94,16066,PMM1555,222.68,60,60,7.67E8,21,21,42,Carbamidomethylation; Oxidation (M),31756,| rplB | 50S ribosomal protein L2
100,16161,PMM1294,222.09,71,71,6.74E8,15,15,41,Carbamidomethylation; Oxidation (M),17493,| PMM1294 | putative nickel-containing superoxide dismutase precursor (NISOD)
95,9795,PMM1639,222.04,37,37,1.11E8,31,31,41,Carbamidomethylation,107766,| secA | preprotein translocase subunit SecA
181,16042,PMM0962,222.03,55,55,2.02E8,18,18,28,Carbamidomethylation; Oxidation (M),46018,| PMM0962 | hypothetical protein
117,9729,PMM0207,221.51,36,36,8.59E7,29,28,37,Carbamidomethylation,104644,| clpB2 | putative ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB
236,16162,PMM0032,221.35,65,65,1.57E8,18,18,23,Carbamidomethylation; Oxidation (M),16273,| PMM0032 | type II secretion system pr
165,9964,PMM1652,221.33,38,38,1.02E8,21,21,29,Carbamidomethylation; Oxidation (M),74309,| PMM1652 | hypothetical protein
136,16043,PMM0477,220.98,69,69,1.79E8,19,19,33,Carbamidomethylation; Oxidation (M),30818,| map | methionine aminopeptidase
219,16038,PMM0076,220.55,48,48,1.22E8,18,18,24,Carbamidomethylation; Oxidation (M),59719,| pgm | phosphoglucomutase
160,16039,PMM1618,219.80,43,43,1.42E8,19,19,30,Oxidation (M),58824,| lysS | lysyl-tRNA synthetase
217,9843,PMM0877,219.67,25,25,3.37E7,22,22,24,Carbamidomethylation,132094,| metH | putative methionine synthase
205,13331,PMM0952,218.79,47,47,1.35E8,12,12,26,Carbamidomethylation,37041,| trpD | anthranilate phosphoribosyltransferase
229,10121,PMM1326,218.65,46,46,1.03E8,16,16,23,,38035,| PMM1326 | hypothetical protein
101,16028,PMM1707,218.40,56,56,3.67E8,23,23,41,Carbamidomethylation; Oxidation (M),44675,| argG | argininosuccinate synthase
183,9742,PMM1682,217.66,29,29,7.19E7,22,22,28,Carbamidomethylation,106312,| valS | valyl-tRNA synthetase
233,9809,PMM0897,216.75,36,36,8.27E7,20,20,23,Carbamidomethylation,73430,| dnaK | molecular chaperone DnaK
141,10421,PMM1298,216.59,32,32,3.07E8,13,13,32,Carbamidomethylation; Oxidation (M),51449,| lpdA | dihydrolipoamide dehydrogenase
34,16305,PMM0549,216.36,77,77,2.8E9,16,16,69,Oxidation (M),10039,| csoS1 | carboxysome shell protein CsoS1
19,10712,PMM1578,215.25,70,70,3.26E9,14,14,99,Carbamidomethylation; Oxidation (M),15675,| psaD | photosystem I protein PsaD
304,12868,PMM1081,215.06,38,38,3.14E7,14,13,18,Carbamidomethylation,59328,| malQ | putative 4-alpha-glucanotransferase
192,16049,PMM0770,214.81,43,43,1.5E8,15,15,27,Carbamidomethylation; Oxidation (M),51710,| gnd | 6-phosphogluconate dehydrogenase
103,12986,PMM0169,214.71,69,69,6.11E8,17,17,40,Oxidation (M),27426,| PMM0169 | two-component response regulator
241,10341,PMM1488,214.53,48,48,1.36E8,16,16,22,Carbamidomethylation; Oxidation (M),47022,| hisD | histidinol dehydrogenase
174,16041,PMM0854,214.41,44,44,6.03E7,25,25,29,Carbamidomethylation,64034,| ftsH4 | cell division protein FtsH4
193,16032,PMM1354,213.73,47,47,1.89E8,19,19,27,Oxidation (M),56744,| serA | D-3-phosphoglycerate dehydrogenase
156,9711,54036848,213.59,17,17,7.35E8,12,9,30,,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
184,10469,PMM0288,213.54,34,34,6.07E7,21,21,28,,78430,| chlD | protoporphyrin IX magnesium chelatase subunit ChlD
180,9778,PMM0589,212.76,21,21,4.15E7,24,24,28,,149602,| PMM0589 | hypothetical protein
255,10410,PMM0266,212.72,30,30,9.51E7,13,13,21,Carbamidomethylation,57419,| purH | bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
104,13320,PMM1557,212.53,46,46,8.32E8,14,14,40,,23168,| rplD | 50S ribosomal protein L4
220,16070,PMM0224,212.48,46,46,1.43E8,16,16,24,Carbamidomethylation,39342,| aroC | chorismate synthase
167,16031,PMM0144,212.41,44,44,1.33E8,17,17,29,Carbamidomethylation; Oxidation (M),53353,| pds crtD | phytoene desaturase
163,9972,PMM0065,211.87,28,28,9.23E7,18,17,30,Carbamidomethylation; Oxidation (M),75218,| PMM0065 | ABC transporter  ATP binding protein
310,12939,PMM0892,211.52,42,42,6.73E7,12,12,18,Carbamidomethylation,38781,| argC | N-acetyl-gamma-glutamyl-phosphate reductase
276,12846,PMM0420,211.52,31,31,2.42E7,15,15,19,Carbamidomethylation,67458,| lepA | GTP-binding protein LepA
198,10655,PMM1186,210.90,37,37,2.33E8,15,15,27,,41262,| PMM1186 | putative inner membrane protein translocase component YidC
321,10573,PMM0908,210.76,35,35,6.02E7,15,15,17,Carbamidomethylation,57715,| ilvA | threonine dehydratase
300,16078,PMM0085,210.54,62,62,1.12E8,12,12,19,Carbamidomethylation,25963,| PMM0085 | VIC family potassium channel protein
281,16030,PMM0278,210.10,49,49,5.37E7,18,17,19,Carbamidomethylation,55447,| PMM0278 | phosphotransferase superclass
177,13212,PMM1229,208.56,58,58,1.63E8,15,15,29,Carbamidomethylation; Oxidation (M),35822,| PMM1229 | dehydrogenase  E1 component
51,16166,PMM1061,208.05,95,95,1.8E9,15,15,57,Carbamidomethylation; Oxidation (M),11610,| trxA | thioredoxin
112,9927,PMM0519,207.65,59,59,3.22E8,20,20,38,Carbamidomethylation; Oxidation (M),37182,| tal | transaldolase B
237,16173,PMM1539,207.28,56,56,8.59E7,10,10,23,,20843,| adk | adenylate kinase
248,13108,PMM1611,206.82,43,43,9.28E7,16,16,22,Carbamidomethylation; Oxidation (M),50874,| thiC | thiamine biosynthesis protein ThiC
172,9747,PMM0044,206.61,31,31,7.11E7,24,24,29,Carbamidomethylation,99139,| alaS | alanyl-tRNA synthetase
221,13315,PMM1157,206.31,28,28,7.33E8,11,11,24,Oxidation (M),39943,| psbD | photosystem II PsbD protein (D2)
349,16081,PMM1239,206.27,29,29,4.96E7,12,12,16,Carbamidomethylation,67448,| hetA | ABC transporter
292,12996,PMM0430,206.17,47,47,6.29E7,14,14,19,Carbamidomethylation,27306,| hisF | imidazole glycerol phosphate synthase subunit HisF
207,16158,PMM1489,205.98,51,51,1.4E8,12,12,26,Oxidation (M),24881,| rpiA | ribose-5-phosphate isomerase A
284,13310,PMM0963,205.79,34,34,3.93E7,15,15,19,Carbamidomethylation,61653,| ureC | urease subunit alpha
240,16095,PMM0243,205.73,58,58,1.97E8,13,13,22,,24801,| thyX | FAD-dependent thymidylate synthase
