Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) 380,Area 380,#Peptides,#Unique,#Spec 380,PTM,Avg. Mass,Description
31,77,XP_002180656,61.47,4,4,1.84E5,2,1,2,,49747,predicted protein  Phaeodactylum tricornutum CCAP 1055
14,42,ETNP_100,60.44,36,36,4.88E5,3,1,4,,7412,Core histone H2A/H2B/H3/H4
18,370,|#CONTAM#RS27A_HUMAN|,59.78,20,20,1.13E6,3,3,3,Oxidation (M),17965,sp|#CONTAM#RS27A_HUMAN|
19,661,|#CONTAM#K1C10_HUMAN|,56.61,4,4,8.83E5,3,3,3,,59519,sp|#CONTAM#K1C10_HUMAN|
12,65,XP_003074685,56.15,12,12,2.21E6,6,6,6,Carbamidomethylation,31136,Histone H4 ISS  Ostreococcus tauri
13,587,ETNP14_120,55.24,4,4,8.21E4,5,1,5,Carbamidomethylation,42383,Bacterial actin-related protein
15,13,ETNP_70,53.65,20,20,2.5E5,3,1,4,,13742,Core histone H2A/H2B/H3/H4
15,12,XP_003080759,53.65,19,19,2.5E5,3,1,4,,13731,histone H2B ISS  Ostreococcus tauri
15,14,XP_003082252,53.65,17,17,2.5E5,3,1,4,,15314,histone H2B ISS  Ostreococcus tauri
15,15,ETNP_70,53.65,16,16,2.5E5,3,1,4,,16840,Core histone H2A/H2B/H3/H4
15,10,XP_003058519,53.65,21,21,2.5E5,3,1,4,,12701,predicted protein  Micromonas pusilla CCMP1545
15,9,XP_003062035,53.65,21,21,2.5E5,3,1,4,,12701,predicted protein  Micromonas pusilla CCMP1545
15,11,XP_003055512,53.65,21,21,2.5E5,3,1,4,,12701,histone H2B  Micromonas pusilla CCMP1545
16,582,ETNP_70,53.08,24,24,1.43E5,4,2,4,,13534,Core histone H2A/H2B/H3/H4
20,621,ETNP_60,48.61,24,24,0E0,3,1,3,,13283,Core histone H2A/H2B/H3/H4
20,365,ETNP_100,48.61,23,23,0E0,3,1,3,,13678,Core histone H2A/H2B/H3/H4
23,779,XP_002181593,48.00,6,6,1.15E6,3,3,3,,48056,predicted protein  Phaeodactylum tricornutum CCAP 1055
23,780,XP_002186303,48.00,6,6,1.15E6,3,3,3,,48082,translation elongation factor EF-1 alpha subunit  Phaeodactylum tricornutum CCAP 1055
32,5,XP_003062500,45.51,4,4,9.02E4,2,1,2,,49730,alpha tubulin  Micromonas pusilla CCMP1545
32,6,XP_003058621,45.51,4,4,9.02E4,2,1,2,,49730,alpha tubulin  Micromonas pusilla CCMP1545
32,16,XP_003082284,45.51,4,4,9.02E4,2,1,2,,50099,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
32,17,XP_003080933,45.51,3,3,9.02E4,2,1,2,,52460,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
26,43142,XP_003061928,42.56,0,0,5.06E5,2,2,2,,529948,inner dynein arm heavy chain 1-alpha  Micromonas pusilla CCMP1545
140,1502,ETNP_300,41.78,5,5,1.96E5,1,1,1,,26742,ATP synthase subunit beta
140,344,ETNP_300,41.78,3,3,1.96E5,1,1,1,,50902,ATP synthase subunit beta
35,97505,XP_002182626,41.41,6,6,8.98E5,2,2,2,,27066,14-3-3-like protein partial  Phaeodactylum tricornutum CCAP 1055
35,97506,XP_003064340,41.41,6,6,8.98E5,2,2,2,,29850,predicted protein  Micromonas pusilla CCMP1545
35,97489,EJK67963,41.41,5,5,8.98E5,2,2,2,,36216,hypothetical protein THAOC_10917  Thalassiosira oceanica
35,97508,EJK43862,41.41,1,1,8.98E5,2,2,2,,154489,hypothetical protein THAOC_37651  Thalassiosira oceanica
36,724,ETNP_70,41.31,3,3,1.16E6,2,2,2,,54925,ATP synthase subunit alpha
36,1315,BAI73132.1,41.31,3,3,1.16E6,2,2,2,,54746,F-type H+-transporting ATPase alpha chain [Azospirillum sp. B510]
36,722,XP_003056674,41.31,3,3,1.16E6,2,2,2,,60236,ATP synthase  Micromonas pusilla CCMP1545
141,174392,|#CONTAM#LYSC_HUMAN|,41.24,6,6,4.38E4,1,1,1,,16537,sp|#CONTAM#LYSC_HUMAN|
37,1043,EJK49298,40.61,3,3,4.59E5,2,2,2,,78026,hypothetical protein THAOC_31850  Thalassiosira oceanica
142,97503,ETNP_120,35.67,3,3,7.85E5,1,1,1,,30958,Alpha-ketoglutarate-dependent taurine dioxygenase
144,174398,WP_013260160,35.02,1,1,1.55E5,1,1,1,,60915,chemotaxis protein CheY gamma proteobacterium HdN1
143,86401,|#CONTAM#K22E_HUMAN|,34.89,3,3,8.98E4,1,1,1,,65865,sp|#CONTAM#K22E_HUMAN|
92,174393,ETNP14_120,34.38,3,3,3.75E5,1,1,1,,27896,Cysteine synthase
92,174396,ETNP14_120,34.38,6,6,3.75E5,1,1,1,,13509,Methylisocitrate lyase
92,174397,ETNP_90,34.38,4,4,3.75E5,1,1,1,,23123,hypothetical protein
92,174399,XP_003084218,34.38,3,3,3.75E5,1,1,1,,29034,COG1168 Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities ISS partial  Ostreococcus tauri
42,174511,EDP95543.1,33.43,1,1,5.33E4,2,1,2,,113441,possible sensor protein [Kordia algicida OT-1]
93,174394,ETNP_70,33.04,11,11,3.28E4,1,1,1,,14954,Limonene hydroxylase
93,174400,ETNP14_68,33.04,11,11,3.28E4,1,1,1,,14922,Limonene hydroxylase
93,174401,WP_011824451.1,33.04,4,4,3.28E4,1,1,1,,46236,urea ABC transporter substrate-binding protein [Prochlorococcus marinus]
93,174402,WP_038654216,33.04,4,4,3.28E4,1,1,1,,46306,ABC transporter substrate-binding protein Prochlorococcus sp MIT 0801
93,174403,WP_042850283,33.04,4,4,3.28E4,1,1,1,,46077,ABC transporter substrate-binding protein Prochlorococcus sp MIT 0604
93,174404,WP_011376384.1,33.04,4,4,3.28E4,1,1,1,,46062,urea ABC transporter substrate-binding protein [Prochlorococcus marinus]
94,174395,ETNP_120,32.51,2,2,4.54E4,1,1,1,,41152,Serine/threonine-protein kinase Pkn1
94,174405,ETNP_180,32.51,7,7,4.54E4,1,1,1,,12627,hypothetical protein
94,174406,ETNP_120,32.51,7,7,4.54E4,1,1,1,,12627,hypothetical protein
94,174407,NP_85,32.51,5,5,4.54E4,1,1,1,,18341,hypothetical protein
94,174408,ETNP_120,32.51,5,5,4.54E4,1,1,1,,19467,hypothetical protein
94,174409,ETNP_160,32.51,4,4,4.54E4,1,1,1,,20988,hypothetical protein
94,174410,NP_300,32.51,3,3,4.54E4,1,1,1,,27697,hypothetical protein
94,174411,ETNP_120,32.51,3,3,4.54E4,1,1,1,,27769,hypothetical protein
145,174412,ETNP_120,32.36,30,30,1.54E5,1,1,1,,3330,hypothetical protein
145,174413,ETNP_120,32.36,30,30,1.54E5,1,1,1,,3330,hypothetical protein
145,174414,ETNP_90,32.36,12,12,1.54E5,1,1,1,,8212,hypothetical protein
146,154188,ABE38096.1,32.07,1,1,9.48E4,1,1,1,,77877,peptidyl-dipeptidase Dcp. Metallo peptidase. MEROPS family M03A [Rhodopseudomonas palustris BisB5]
147,1096,ETNP_160,31.07,2,2,1.05E5,1,1,1,,42982,Elongation factor Tu
33,97627,virus_CCADEAMM_09344,30.81,0,0,0E0,2,1,2,,568123,hypothetical protein
49,126957,|#CONTAM#CAS1_BOVIN|,30.49,5,5,1.48E5,1,1,1,,24529,sp|#CONTAM#CAS1_BOVIN|
21,174420,WP_038130772.1,30.16,1,1,1.16E6,1,1,3,,79335,hypothetical protein [Verrucomicrobia bacterium SCGC AAA168-F10]
148,174418,ETNP_120,30.04,8,8,9.73E5,1,1,1,Carbamidomethylation,11228,hypothetical protein
24,42704,CAN91477.1,29.68,2,2,4.55E7,1,1,3,,56854,hypothetical protein sce1319 [Sorangium cellulosum So ce56]
95,174416,ABS62866.1,29.50,3,3,1.07E6,1,1,1,,23462,Smr protein/MutS2 [Parvibaculum lavamentivorans DS-1]
70,174417,ETNP_120,29.05,2,2,6.04E5,1,1,1,,38422,Translation initiation factor IF-2
70,174419,ETNP_120,29.05,1,1,6.04E5,1,1,1,,66567,Translation initiation factor IF-2
70,174424,ETNP14_68,29.05,1,1,6.04E5,1,1,1,,98168,DNA-directed RNA polymerase subunit beta
149,113698,ETNP14_120,29.04,11,11,1.17E5,1,1,1,,8610,hypothetical protein
149,113699,ETNP_140,29.04,6,6,1.17E5,1,1,1,,14607,Lactate utilization protein B
149,142330,ETNP_120,29.04,5,5,1.17E5,1,1,1,,18016,Lactate utilization protein B
149,142423,ETNP_120,29.04,4,4,1.17E5,1,1,1,,23914,1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
149,113700,ETNP_180,29.04,4,4,1.17E5,1,1,1,,23914,1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
149,142424,ETNP_120,29.04,3,3,1.17E5,1,1,1,,26029,Lactate utilization protein B
149,113701,ETNP14_68,29.04,3,3,1.17E5,1,1,1,,27222,glucosamine-6-phosphate deaminase-like protein
149,113704,WP_005009834,29.04,3,3,1.17E5,1,1,1,,31537,metal-dependent phosphohydrolase Nitrospina gracilis
149,113705,ETNP14_120,29.04,2,2,1.17E5,1,1,1,,42083,Septum site-determining protein MinD
149,113707,ETNP14_68,29.04,2,2,1.17E5,1,1,1,,42083,Septum site-determining protein MinD
149,113706,ETNP_90,29.04,2,2,1.17E5,1,1,1,,42083,Septum site-determining protein MinD
149,113708,ETNP_160,29.04,2,2,1.17E5,1,1,1,,50184,Lactate utilization protein B
149,113709,ETNP_160,29.04,2,2,1.17E5,1,1,1,,52482,Lactate utilization protein B
149,142426,ETNP_120,29.04,2,2,1.17E5,1,1,1,,52451,Lactate utilization protein B
149,113712,ETNP_300,29.04,1,1,1.17E5,1,1,1,,78967,Pyruvate  phosphate dikinase
150,174423,ETNP_120,29.04,8,8,0E0,1,1,1,,8909,hypothetical protein
151,154949,ETNP_90,28.96,11,11,3.83E5,1,1,1,,7692,hypothetical protein
151,174425,NP_30,28.96,1,1,3.83E5,1,1,1,,149614,DNA polymerase II large subunit
34,174445,ETNP14_68,28.03,3,3,3.69E5,2,2,2,,56252,GMP synthase [glutamine-hydrolyzing]
96,2147,CBE69591,27.94,2,2,2.51E5,1,1,1,,58424,Indole-3-pyruvate decarboxylase Indolepyruvate decarboxylase Candidatus Methylomirabilis oxyfera
96,1617,WP_015349883,27.94,0,0,2.51E5,1,1,1,,202176,polyketide synthase Myxococcus stipitatus
97,174427,ETNP_120,27.58,12,12,7E5,1,1,1,,7465,hypothetical protein
152,174430,ETNP14_68,27.55,13,13,1.61E5,1,1,1,,7619,hypothetical protein
54,174421,CAN92074.1,27.17,0,0,6.98E4,1,1,1,,305212,pseudogene [Sorangium cellulosum So ce56]
54,174426,ABI77789.1,27.17,1,1,6.98E4,1,1,1,,125346,UvrD/REP helicase domain protein [Hyphomonas neptunium ATCC 15444]
54,166211,virus_CCADEAMM_44983,27.17,0,0,6.98E4,1,1,1,,171749,hypothetical protein
54,174433,ACY18350.1,27.17,5,5,6.98E4,1,1,1,,14606,methyltransferase type 11 [Haliangium ochraceum DSM 14365]
54,174434,ABS62725.1,27.17,2,2,6.98E4,1,1,1,,49180,glutamyl-tRNA synthetase [Parvibaculum lavamentivorans DS-1]
155,174444,ETNP_90,26.36,10,10,5.26E5,1,1,1,,8806,hypothetical protein
30,174441,virus_CCADEAMM_14241,26.20,1,1,8.75E4,2,2,2,,363989,hypothetical protein
59,174437,ETNP14_68,26.13,3,3,1.59E5,1,1,1,,28278,hypothetical protein
59,174438,ETNP14_68,26.13,1,1,1.59E5,1,1,1,,69234,1-deoxy-D-xylulose-5-phosphate synthase
100,2314,ETNP14_68,26.03,2,2,5.05E5,1,1,1,,65127,Metallo-beta-lactamase superfamily protein
156,174446,ABS64947.1,25.89,3,3,4.15E5,1,1,1,,30455,dimethyladenosine transferase [Parvibaculum lavamentivorans DS-1]
157,174449,ETNP_120,25.65,2,2,1.74E5,1,1,1,,49604,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
158,174450,BAJ30320.1,25.62,1,1,1.01E4,1,1,1,,95483,putative 7 8-didemethyl-8-hydroxy-5-deazariboflavin synthase [Kitasatospora setae KM-6054]
58,174428,ETNP_120,25.36,1,1,3.69E5,1,1,1,Oxidation (M),83603,ATP-dependent Clp protease ATP-binding subunit ClpA
166,92072,ETNP14_68,25.12,1,1,1.96E5,1,1,1,,84802,hypothetical protein
159,174451,WP_011282343,25.11,1,1,2.24E5,1,1,1,,74660,penicillin-binding protein Candidatus Pelagibacter ubique
99,174473,WP_050983603,24.86,1,1,7.24E5,1,1,1,,87432,hypothetical protein gamma proteobacterium HdN1
45,174634,ETNP_120,24.77,2,2,1.79E6,2,2,2,,100252,GDSL-like Lipase/Acylhydrolase
162,2718,ABE40538.1,24.67,2,2,8.53E4,1,1,1,,42199,thiolase [Rhodopseudomonas palustris BisB5]
162,3809,EJK61700,24.67,2,2,8.53E4,1,1,1,,46389,hypothetical protein THAOC_17764  Thalassiosira oceanica
162,2765,EJK47308,24.67,2,2,8.53E4,1,1,1,,59185,hypothetical protein THAOC_33981  Thalassiosira oceanica
161,174453,WP_010204896.1,24.55,4,4,9.24E5,1,1,1,,25245,NAD(P)-dependent oxidoreductase [Salinibacterium sp. PAMC 21357]
169,174463,BAE51464.1,24.27,1,1,1.42E5,1,1,1,,66375,Methyl-accepting chemotaxis protein [Magnetospirillum magneticum AMB-1]
167,174457,EJK45223,24.24,1,1,4.75E4,1,1,1,,176371,hypothetical protein THAOC_36171  Thalassiosira oceanica
39,3041,ETNP14_120,24.00,7,7,4.96E5,1,1,2,,15692,hypothetical protein
164,174455,ACY15947.1,23.93,5,5,0E0,1,1,1,,17695,conserved hypothetical protein [Haliangium ochraceum DSM 14365]
72,67201,virus_CCADEAMM_02470,23.83,1,1,1.75E5,1,1,1,,86172,hypothetical protein
72,67202,virus_CCADEAMM_04108,23.83,1,1,1.75E5,1,1,1,,86172,hypothetical protein
172,150360,ETNP_120,23.82,2,2,3E5,1,1,1,,37584,hypothetical protein
165,174456,ETNP_100,23.79,8,8,7.22E3,1,1,1,Carbamidomethylation,12383,hypothetical protein
171,174469,ETNP_90,23.60,4,4,1.43E4,1,1,1,,20529,hypothetical protein
168,174458,ETNP_140,23.58,6,6,3.2E4,1,1,1,,15529,PD-(D/E)XK nuclease superfamily protein
168,174459,ETNP_120,23.58,6,6,3.2E4,1,1,1,,15529,PD-(D/E)XK nuclease superfamily protein
168,174460,ETNP_160,23.58,3,3,3.2E4,1,1,1,,31961,PD-(D/E)XK nuclease superfamily protein
168,174461,ETNP_180,23.58,3,3,3.2E4,1,1,1,,32607,PD-(D/E)XK nuclease superfamily protein
168,174462,ETNP_120,23.58,3,3,3.2E4,1,1,1,,32607,PD-(D/E)XK nuclease superfamily protein
168,174464,ETNP14_120,23.58,2,2,3.2E4,1,1,1,,46832,Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
170,174465,ETNP_300,23.42,2,2,2.85E5,1,1,1,,50135,Caspase domain protein
170,174466,ETNP_120,23.42,2,2,2.85E5,1,1,1,,50291,Caspase domain protein
170,174467,ETNP_160,23.42,2,2,2.85E5,1,1,1,,50277,Caspase domain protein
170,174468,XP_002181445,23.42,1,1,2.85E5,1,1,1,,77445,predicted protein  Phaeodactylum tricornutum CCAP 1055
175,174477,ETNP14_68,23.16,2,2,2.51E5,1,1,1,,53177,Trk system potassium uptake protein TrkH
174,174476,ETNP_120,23.15,5,5,9.06E4,1,1,1,,21019,hypothetical protein
73,114104,ETNP_150,22.82,5,5,2.55E5,1,1,1,,25357,hypothetical protein
176,174489,WP_012519787,22.81,8,8,2.33E5,1,1,1,,14982,hypothetical protein Alteromonas mediterranea
177,6353,WP_037979737,22.41,3,3,1.12E5,1,1,1,,38825,hypothetical protein Synechococcus sp WH 5701
178,174493,ETNP14_120,22.32,3,3,7.84E4,1,1,1,,31971,Glycerol-3-phosphate dehydrogenase [NAD(P)+]
178,174494,ETNP14_120,22.32,3,3,7.84E4,1,1,1,,35790,Glycerol-3-phosphate dehydrogenase [NAD(P)+]
178,174495,ETNP14_68,22.32,3,3,7.84E4,1,1,1,,35815,Glycerol-3-phosphate dehydrogenase [NAD(P)+]
180,174498,ETNP_70,22.18,5,5,1.24E6,1,1,1,,17122,hypothetical protein
182,174500,ETNP_140,22.04,5,5,1.54E5,1,1,1,,19167,hypothetical protein
182,174501,ETNP_120,22.04,3,3,1.54E5,1,1,1,,35822,putative polyketide biosynthesis zinc-dependent hydrolase BaeB
183,165808,ETNP14_120,21.91,12,12,1.1E5,1,1,1,,7057,hypothetical protein
183,165809,ETNP_120,21.91,6,6,1.1E5,1,1,1,,11554,hypothetical protein
183,165813,ETNP14_120,21.91,2,2,1.1E5,1,1,1,,39053,bifunctional phosphoglucose/phosphomannose isomerase
183,100005,ETNP14_68,21.91,2,2,1.1E5,1,1,1,,39219,bifunctional phosphoglucose/phosphomannose isomerase
101,174478,ETNP_180,21.79,1,1,4.96E5,1,1,1,Oxidation (M),80754,hypothetical protein
101,174479,ETNP_160,21.79,1,1,4.96E5,1,1,1,Oxidation (M),80867,hypothetical protein
190,174508,virus_CCADEAMM_25865,21.73,1,1,9.09E4,1,1,1,,110918,hypothetical protein
184,1253,ETNP_100,21.60,9,9,9.21E4,1,1,1,,13208,Core histone H2A/H2B/H3/H4
41,56592,ETNP_180,21.35,5,5,8.24E5,1,1,2,,17234,phosphodiesterase YaeI
41,56594,ETNP_160,21.35,5,5,8.24E5,1,1,2,,19125,phosphodiesterase YaeI
41,56595,ETNP_120,21.35,4,4,8.24E5,1,1,2,,21367,phosphodiesterase YaeI
41,56596,ETNP_300,21.35,3,3,8.24E5,1,1,2,,27069,putative metallophosphoesterase
41,56597,ETNP_120,21.35,3,3,8.24E5,1,1,2,,27069,putative metallophosphoesterase
75,174490,virus_CCADEAMM_27552,21.31,1,1,1.87E4,1,1,1,,154743,hypothetical protein
204,174528,ETNP_90,21.26,1,1,9.49E3,1,1,1,,118709,Phage-related minor tail protein
185,174503,WP_020746615,21.17,4,4,0E0,1,1,1,,23412,nucleoside-diphosphate sugar epimerase Alteromonas mediterranea
189,174507,ETNP_100,21.12,1,1,4.07E5,1,1,1,,115956,hypothetical protein
187,113520,ETNP_150,21.07,7,7,1.04E5,1,1,1,,14587,hypothetical protein
187,113521,ETNP_300,21.07,6,6,1.04E5,1,1,1,,17553,hypothetical protein
187,143902,ETNP_180,21.07,4,4,1.04E5,1,1,1,,24957,hypothetical protein
187,113508,ETNP_160,21.07,4,4,1.04E5,1,1,1,,24998,hypothetical protein
103,174505,ETNP14_68,20.99,2,2,1.37E5,1,1,1,,51370,hypothetical protein
194,174513,ETNP_120,20.94,3,3,0E0,1,1,1,Carbamidomethylation,23463,hypothetical protein
191,174509,WP_012181568.1,20.88,4,4,6.39E4,1,1,1,,27154,hypothetical protein [Salinispora arenicola]
192,174510,ETNP_90,20.88,4,4,3.63E5,1,1,1,Oxidation (M),24687,ATP-dependent RNA helicase RhlB
195,174514,ETNP_120,20.71,20,20,2.53E5,1,1,1,,4224,hypothetical protein
196,174515,ETNP14_68,20.61,2,2,9.74E4,1,1,1,,74421,Photosystem I P700 chlorophyll a apoprotein A2
199,174520,virus_CCADEAMM_59672,20.55,1,1,2.34E5,1,1,1,,149868,putative baseplate hub protein
197,174517,ETNP_300,20.51,4,4,2.01E5,1,1,1,,28540,Modulator of FtsH protease HflK
197,174518,ETNP_180,20.51,4,4,2.01E5,1,1,1,,28540,Modulator of FtsH protease HflK
198,174519,ETNP_100,20.51,3,3,9.46E4,1,1,1,,44333,Holliday junction ATP-dependent DNA helicase RuvB
201,174522,CAK22871.1,20.48,3,3,6.04E4,1,1,1,,34076,Possible fructosamine kinase [Synechococcus sp. WH 7803]
202,42706,ETNP_300,20.47,2,2,6.66E5,1,1,1,,40593,putative acetyl-CoA acyltransferase
203,174523,ETNP_120,20.42,5,5,0E0,1,1,1,,18318,hypothetical protein
203,174524,ETNP_90,20.42,4,4,0E0,1,1,1,,19543,hypothetical protein
203,174526,ETNP14_68,20.42,4,4,0E0,1,1,1,,24409,hypothetical protein
206,166314,ETNP_120,20.41,2,2,2.54E5,1,1,1,,36936,hypothetical protein
206,166314,ETNP_120,20.41,2,2,2.54E5,1,1,1,,36936,hypothetical protein
60,174475,WP_014474426,20.23,0,0,0E0,1,1,1,,374001,hypothetical protein Arcobacter sp L
208,174555,NP_864189,20.17,18,18,1.36E5,1,1,1,,6126,hypothetical protein RB1012 Rhodopirellula baltica SH 1
209,3454,ETNP14_68,20.12,5,5,0E0,1,1,1,,27573,ATP-binding region
