Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
26,654,YP_009213621.1,74.00,11,6,0,,51131,putative precursor of major head subunit [Prochlorococcus phage P-TIM68]
23,1669,XP_003061754,72.68,13,6,6,,15356,histone H3  Micromonas pusilla CCMP1545
23,1670,XP_003059221,72.68,13,6,6,,15356,predicted protein  Micromonas pusilla CCMP1545
23,1667,XP_003057560,72.68,13,6,6,,15436,histone H3  Micromonas pusilla CCMP1545
23,1668,XP_003061708,72.68,13,6,6,,15356,predicted protein  Micromonas pusilla CCMP1545
23,1672,XP_003082036,72.68,11,6,6,,18865,Histones H3 and H4 ISS  Ostreococcus tauri
23,1674,ETNP_100m_particle_PROKKA_140021,72.68,10,6,6,,21085,Core histone H2A/H2B/H3/H4
23,1675,XP_003079482,72.68,8,6,6,,23974,Histones H3 and H4 ISS  Ostreococcus tauri
23,2420,EJK48130,72.68,10,6,6,,18750,hypothetical protein THAOC_33105  Thalassiosira oceanica
20,27422,ETNP_70m_PROKKA_64991,71.77,32,7,1,,13534,Core histone H2A/H2B/H3/H4
31,85272,WP_025935256,69.11,11,4,4,,38768,dihydroorotate oxidase Prochlorococcus
34,2931,XP_003062035,67.05,22,5,3,,12701,predicted protein  Micromonas pusilla CCMP1545
34,2932,XP_003058519,67.05,22,5,3,,12701,predicted protein  Micromonas pusilla CCMP1545
34,2933,XP_003055512,67.05,22,5,3,,12701,histone H2B  Micromonas pusilla CCMP1545
34,2934,ETNP_70m_PROKKA_120394,67.05,21,5,3,,13742,Core histone H2A/H2B/H3/H4
34,2935,XP_003080759,67.05,21,5,3,,13731,histone H2B ISS  Ostreococcus tauri
34,2937,XP_003082252,67.05,19,5,3,,15314,histone H2B ISS  Ostreococcus tauri
34,2938,ETNP_70m_PROKKA_54543,67.05,17,5,3,,16840,Core histone H2A/H2B/H3/H4
33,85267,WP_011818131,65.69,10,4,4,,38681,dihydroorotate oxidase Prochlorococcus
33,85268,NP_30m_PROKKA_04661,65.69,10,4,4,,38681,Divinyl chlorophyll a/b light-harvesting protein PcbA
22,27423,ETNP_120m_particle_PROKKA_169132,64.68,24,6,0,,13824,Core histone H2A/H2B/H3/H4
30,27434,EJK65157,61.47,10,5,0,,29086,hypothetical protein THAOC_14024  Thalassiosira oceanica
30,27435,EJK60529,61.47,8,5,0,,34853,hypothetical protein THAOC_19092  Thalassiosira oceanica
30,27416,EJK63752,61.47,22,5,0,,12825,hypothetical protein THAOC_15570  Thalassiosira oceanica
30,27413,EJK52562,61.47,22,5,0,,12825,hypothetical protein THAOC_28150  Thalassiosira oceanica
30,27412,EJK66680,61.47,22,5,0,,12825,hypothetical protein THAOC_12377  Thalassiosira oceanica
29,27433,ETNP_70m_PROKKA_20132,60.75,17,5,1,,19618,Core histone H2A/H2B/H3/H4
37,396,WP_038654216,59.31,8,4,4,,46306,ABC transporter substrate-binding protein Prochlorococcus sp MIT 0801
37,397,WP_042850283,59.31,8,4,4,,46077,ABC transporter substrate-binding protein Prochlorococcus sp MIT 0604
46,690,ETNP14_68mB_PROKKA_62206,59.08,12,3,0,,26404,Major capsid protein Gp23
54,1619,WP_011129193,58.23,24,3,1,,13280,50S ribosomal protein L7L12 Synechococcus
54,1620,WP_038547285,58.23,24,3,1,,13267,50S ribosomal protein L7L12 Synechococcus sp KORDI-100
38,57429,YP_004323491.1,58.05,9,4,0,,49130,precursor of major head subunit [Prochlorococcus phage P-HM2]
38,57430,ADO99900.1,58.05,9,4,0,,49130,precursor of major head subunit [Prochlorococcus phage P-HM2]
39,85269,YP_007673748.1,58.01,9,4,0,,48896,major capsid protein [Prochlorococcus phage MED4-213]
39,85270,AGH26103.1,58.01,9,4,0,,48896,major capsid protein [Prochlorococcus phage MED4-213]
41,1861,WP_011817694,56.54,24,3,1,,13244,50S ribosomal protein L7L12 Prochlorococcus
80,1823,ETNP14_68mB_PROKKA_139370,56.21,21,2,2,,12288,Photosystem II D2 protein
80,1453,NP_300m_PROKKA_46512,56.21,15,2,2,,17444,Photosystem II D2 protein
80,1454,NP_30m_PROKKA_11063,56.21,15,2,2,,17444,Photosystem II D2 protein
80,1825,NP_30m_PROKKA_13747,56.21,10,2,2,,26457,Photosystem II D2 protein
80,1189,AGH57838.1,56.21,7,2,2,,39411,photosystem II D2 protein [Synechococcus phage KBS-M-1A]
80,1231,YP_004323821.1,56.21,7,2,2,,39295,photosystem II D2 protein [Prochlorococcus phage Syn33]
80,1233,AOO12163.1,56.21,7,2,2,,39201,photosystem II protein D2 [Cyanophage S-RIM44]
80,1234,ADO99569.1,56.21,7,2,2,,39295,photosystem II D2 protein [Prochlorococcus phage Syn33]
80,1241,YP_003097254.1,56.21,7,2,2,,39639,D2 [Synechococcus phage S-RSM4]
80,1242,CAR63217.1,56.21,7,2,2,,39639,D2 [Synechococcus phage S-RSM4]
80,1828,YP_007673882.1,56.21,6,2,2,,40191,photosystem II reaction center D2 [Prochlorococcus phage MED4-213]
80,1829,AGH26237.1,56.21,6,2,2,,40191,photosystem II reaction center D2 [Prochlorococcus phage MED4-213]
80,1826,YP_004323582.1,56.21,6,2,2,,40173,photosystem II D2 protein [Prochlorococcus phage P-HM2]
80,1827,ADO99991.1,56.21,6,2,2,,40173,photosystem II D2 protein [Prochlorococcus phage P-HM2]
80,1830,NP_30m_PROKKA_03021,56.21,6,2,2,,39975,Photosystem II D2 protein
80,1831,YP_009213745.1,56.21,6,2,2,,40145,photosystem II D2 protein [Prochlorococcus phage P-TIM68]
80,1832,AIR93570.1,56.21,6,2,2,,40145,photosystem II D2 protein [Prochlorococcus phage P-TIM68]
62,2502,AJK27563.1,55.09,5,2,0,,48272,precursor of major head subunit (major capsid) [Cyanophage P-TIM40]
62,2503,YP_009188211.1,55.09,5,2,0,,48272,precursor of major head subunit (major capsid) [Cyanophage P-TIM40]
62,3689,ETNP14_68maa_PROKKA_14688,55.09,5,2,0,,50727,Major capsid protein Gp23
62,2518,ETNP_60m_PROKKA_10329,55.09,4,2,0,,55748,Major capsid protein Gp23
62,2508,AGG54490.1,55.09,5,2,0,,49083,major capsid protein [Cyanophage S-SSM6b]
62,2510,YP_007677276.1,55.09,5,2,0,,49083,major capsid [Synechococcus phage S-SSM4]
62,2509,AGG54151.1,55.09,5,2,0,,49083,major capsid [Synechococcus phage S-SSM4]
62,2505,ETNP_90m_PROKKA_115666,55.09,5,2,0,,48633,Major capsid protein Gp23
62,2506,ETNP14_68maa_PROKKA_21698,55.09,5,2,0,,48633,Major capsid protein Gp23
62,2012,YP_004323268.1,55.09,5,2,0,,49520,precursor of major head subunit [Prochlorococcus phage P-RSM4]
62,2011,ADO98523.1,55.09,5,2,0,,49520,precursor of major head subunit [Prochlorococcus phage P-RSM4]
62,2047,AGH57927.1,55.09,5,2,0,,49090,major capsid protein [Synechococcus phage KBS-M-1A]
56,970,WP_011128875,53.69,15,3,2,,19147,bleomycin hydrolase Synechococcus
55,603,WP_038543230,51.29,16,3,1,,18716,bleomycin hydrolase Synechococcus sp KORDI-100
48,1003,ETNP14_120maa_PROKKA_123937,50.39,7,3,0,,47699,Major capsid protein Gp23
35,1712,ETNP_100m_particle_PROKKA_07518,49.00,25,3,2,,7412,Core histone H2A/H2B/H3/H4
81,3432,ETNP_70m_PROKKA_71422,48.43,6,2,0,,42265,Major capsid protein Gp23
57,85273,NP_30m_PROKKA_04047,48.42,6,3,3,,66176,Cation/acetate symporter ActP
57,85274,WP_022734572,48.42,6,3,3,,66187,sodiumsolute symporter Candidatus Pelagibacter ubique
49,1066,ETNP14_68maa_PROKKA_81779,46.12,7,3,0,,47354,Major capsid protein Gp23
51,85289,WP_011818162,46.02,27,3,3,,7165,hypothetical protein Prochlorococcus
72,359,ETNP_90m_PROKKA_138320,45.02,10,2,1,,18490,C-phycoerythrin class 2 subunit beta
40,85283,ETNP_300m_PROKKA_00274,42.89,8,4,0,,46885,Major capsid protein Gp23
40,1388,ETNP_180m_PROKKA_33737,42.89,7,4,0,,54259,Major capsid protein Gp23
40,1381,NP_300m_PROKKA_43299,42.89,14,4,0,,27933,Major capsid protein Gp23
89,1673,WP_011128874,41.83,13,2,2,,17817,bleomycin hydrolase Synechococcus
45,2928,CAR63302.1,40.63,6,3,1,,49588,major capsid protein [Synechococcus phage S-RSM4]
45,2929,YP_003097339.1,40.63,6,3,1,,49588,major capsid protein [Synechococcus phage S-RSM4]
83,1618,WP_011823058,40.50,16,2,1,,13260,50S ribosomal protein L7L12 Prochlorococcus
71,85280,ADO99659.1,40.27,5,2,1,,48730,precursor of major head subunit [Prochlorococcus phage Syn33]
71,85281,YP_004323731.1,40.27,5,2,1,,48730,precursor of major head subunit [Prochlorococcus phage Syn33]
50,85284,ETNP14_68maa_PROKKA_65219,39.94,6,3,0,,50959,Major capsid protein Gp23
36,85314,EJK74337,37.12,15,4,2,,17560,hypothetical protein THAOC_03988  Thalassiosira oceanica
36,85315,XP_002179551,37.12,22,4,2,,12629,histone H2B isoform 1a  Phaeodactylum tricornutum CCAP 1055
36,85316,XP_002179210,37.12,22,4,2,,12629,histone H2B isoform 1b  Phaeodactylum tricornutum CCAP 1055
36,85317,EJK69581,37.12,21,4,2,,12922,hypothetical protein THAOC_09149  Thalassiosira oceanica
36,85318,EJK60528,37.12,21,4,2,,12922,hypothetical protein THAOC_19091  Thalassiosira oceanica
36,85319,EJK52561,37.12,21,4,2,,12922,hypothetical protein THAOC_28149  Thalassiosira oceanica
36,85320,EJK66208,37.12,13,4,2,,20696,hypothetical protein THAOC_12890  Thalassiosira oceanica
36,85321,EJK71317,37.12,12,4,2,,22172,hypothetical protein THAOC_07266  Thalassiosira oceanica
36,85322,EJK52043,37.12,10,4,2,,27028,hypothetical protein THAOC_28729 partial  Thalassiosira oceanica
36,85323,EJK62506,37.12,8,4,2,,32474,hypothetical protein THAOC_16881  Thalassiosira oceanica
60,85285,WP_012911780,36.29,1,2,2,,365251,autotransporter-associated beta strand repeat-containing protein Pirellula staleyi
27,85307,ETNP14_68mB_PROKKA_73732,34.91,12,1,1,,7790,hypothetical protein
274,85326,ETNP_90m_PROKKA_193995,34.85,7,1,1,,19791,hypothetical protein
82,85308,XP_003082709,34.80,4,2,2,,49021,EF-1 alpha-like protein ISS  Ostreococcus tauri
82,85309,XP_003082562,34.80,4,2,2,,54178,EF-1 alpha-like protein ISS  Ostreococcus tauri
275,85327,ETNP_120m_PROKKA_248567,32.97,6,1,1,,17408,hypothetical protein
276,85328,ETNP_300m_PROKKA_158239,31.90,7,1,1,,15252,hypothetical protein
276,85329,ETNP_300m_PROKKA_12940,31.90,5,1,1,,20964,hypothetical protein
276,85330,ETNP_160m_PROKKA_47926,31.90,5,1,1,,23876,CYTH domain protein
276,85331,ETNP_140m_PROKKA_39890,31.90,5,1,1,,23876,CYTH domain protein
276,85332,ETNP_180m_PROKKA_169793,31.90,5,1,1,,23802,CYTH domain protein
107,1660,NP_85m_PROKKA_07755,31.71,2,1,1,,50993,ATP synthase subunit alpha
107,1590,NP_30m_PROKKA_03164,31.71,2,1,1,,54933,ATP synthase subunit alpha
107,1429,NP_125m_PROKKA_06486,31.71,2,1,1,,50160,ATP synthase subunit alpha
107,1661,NP_300m_PROKKA_15059,31.71,2,1,1,,51283,ATP synthase subunit alpha
107,1449,NP_85m_PROKKA_11751,31.71,2,1,1,,55690,ATP synthase subunit alpha
107,1587,NP_300m_PROKKA_24379,31.71,2,1,1,,40424,ATP synthase subunit alpha
107,1613,NP_100m_PROKKA_14243,31.71,2,1,1,,43668,ATP synthase subunit alpha
107,85291,NP_100m_PROKKA_12524,31.71,2,1,1,,43753,ATP synthase subunit alpha
107,1550,NP_30m_PROKKA_05983,31.71,2,1,1,,44044,ATP synthase subunit alpha
107,85292,NP_100m_PROKKA_13179,31.71,2,1,1,,46394,ATP synthase subunit alpha
107,85293,NP_125m_PROKKA_01092,31.71,2,1,1,,52093,ATP synthase subunit alpha
107,85294,NP_100m_PROKKA_02958,31.71,2,1,1,,52093,ATP synthase subunit alpha
107,1582,NP_85m_PROKKA_03107,31.71,2,1,1,,54618,ATP synthase subunit alpha
107,85295,NP_85m_PROKKA_01863,31.71,2,1,1,,55240,ATP synthase subunit alpha
107,85296,NP_300m_PROKKA_01015,31.71,2,1,1,,55072,ATP synthase subunit alpha
107,85297,NP_300m_PROKKA_06408,31.71,2,1,1,,55239,ATP synthase subunit alpha
107,85298,ETNP_300m_PROKKA_75239,31.71,2,1,1,,55072,ATP synthase subunit alpha
107,1592,NP_85m_PROKKA_05600,31.71,2,1,1,,55347,ATP synthase subunit alpha
107,1593,NP_100m_PROKKA_07753,31.71,2,1,1,,55375,ATP synthase subunit alpha
107,1598,NP_100m_PROKKA_09000,31.71,2,1,1,,56093,ATP synthase subunit alpha
107,2804,NP_85m_PROKKA_01464,31.71,2,1,1,,55202,ATP synthase subunit alpha
107,2806,NP_300m_PROKKA_09098,31.71,2,1,1,,55738,ATP synthase subunit alpha
107,2807,NP_100m_PROKKA_02019,31.71,2,1,1,,56088,ATP synthase subunit alpha
107,2809,NP_300m_PROKKA_04605,31.71,2,1,1,,56029,ATP synthase subunit alpha
107,1591,NP_300m_PROKKA_29955,31.71,1,1,1,,68763,ATP synthase subunit alpha
107,4045,NP_300m_PROKKA_46897,31.71,8,1,1,,12158,ATP synthase subunit alpha
107,85333,NP_300m_PROKKA_36500,31.71,4,1,1,,25104,ATP synthase subunit alpha
107,85334,NP_30m_PROKKA_14519,31.71,3,1,1,,28295,ATP synthase subunit alpha  sodium ion specific
107,4050,NP_85m_PROKKA_18803,31.71,3,1,1,,34103,ATP synthase subunit alpha
107,85335,NP_85m_PROKKA_15897,31.71,3,1,1,,33251,ATP synthase subunit alpha
107,3438,NP_100m_PROKKA_03198,31.71,3,1,1,,36577,ATP synthase subunit alpha
145,85299,ETNP_160m_PROKKA_74094,31.45,7,1,1,,12909,succinate dehydrogenase cytochrome b556 large membrane subunit
145,85300,ETNP_180m_PROKKA_176360,31.45,7,1,1,,12909,succinate dehydrogenase cytochrome b556 large membrane subunit
145,85301,ETNP_140m_PROKKA_141616,31.45,7,1,1,,12909,succinate dehydrogenase cytochrome b556 large membrane subunit
145,85302,ETNP_300m_PROKKA_148166,31.45,7,1,1,,12909,succinate dehydrogenase cytochrome b556 large membrane subunit
145,85303,NP_300m_PROKKA_35079,31.45,7,1,1,,12909,succinate dehydrogenase cytochrome b556 large membrane subunit
145,85304,ETNP_120m_free_PROKKA_231929,31.45,7,1,1,,12909,succinate dehydrogenase cytochrome b556 large membrane subunit
145,85305,ETNP_120m_PROKKA_109562,31.45,7,1,1,,12866,succinate dehydrogenase cytochrome b556 large membrane subunit
145,85340,ETNP_120m_free_PROKKA_293463,31.45,5,1,1,,16732,hypothetical protein
277,85344,ETNP_300m_PROKKA_103177,30.11,27,1,1,,5865,hypothetical protein
277,85345,ETNP_100m_particle_PROKKA_140498,30.11,4,1,1,,43846,2-acyl-glycerophospho-ethanolamine acyltransferase
147,85360,ETNP14_120maa_PROKKA_103462,29.57,4,1,1,,26004,hypothetical protein
147,85361,ETNP_120m_PROKKA_37916,29.57,4,1,1,,25972,hypothetical protein
147,85409,WP_018048111,29.57,4,1,1,,26004,hypothetical protein Nitrospina sp AB-629-B18
146,85354,ETNP_120m_PROKKA_120572,29.55,2,1,1,,54585,ATP synthase subunit beta
63,85362,WP_041432862,28.24,1,2,2,,353513,filamentous hemagglutinin Thiobacillus denitrificans
192,85364,WP_026853858,27.92,1,1,1,,70677,succinate dehydrogenase Geothrix fermentans
64,85555,ETNP14_68maa_PROKKA_56769,27.80,2,2,2,,52763,UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
94,85977,ETNP_300m_PROKKA_143846,27.76,8,2,2,,12057,branched-chain amino acid transporter permease subunit LivH
94,85978,ETNP_160m_PROKKA_160693,27.76,5,2,2,,20488,High-affinity branched-chain amino acid transport system permease protein LivH
94,85979,ETNP_120m_free_PROKKA_168975,27.76,3,2,2,,30855,High-affinity branched-chain amino acid transport system permease protein LivH
278,85421,ETNP14_120mab_PROKKA_10479,27.75,5,1,1,,20000,hypothetical protein
279,85422,EJK57728,27.49,3,1,1,,29895,hypothetical protein THAOC_22207  Thalassiosira oceanica
280,85424,EJK58193,26.97,2,1,1,,41521,hypothetical protein THAOC_21700  Thalassiosira oceanica
280,85426,EJK49276,26.97,1,1,1,,66503,hypothetical protein THAOC_31869 partial  Thalassiosira oceanica
200,85427,ETNP_120m_PROKKA_315905,26.69,2,1,1,,46854,hypothetical protein
200,85428,ETNP_160m_PROKKA_91535,26.69,2,1,1,,46854,hypothetical protein
200,85430,ETNP_180m_PROKKA_178964,26.69,2,1,1,,52826,hypothetical protein
200,85431,ETNP_140m_PROKKA_84337,26.69,2,1,1,,52826,hypothetical protein
200,85432,ETNP_150m_particle_PROKKA_47398,26.69,2,1,1,,52826,hypothetical protein
200,85433,ETNP_120m_particle_PROKKA_122136,26.69,2,1,1,,52826,hypothetical protein
200,85434,ETNP_160m_PROKKA_221279,26.69,2,1,1,,52826,hypothetical protein
85,85594,ETNP14_68maa_PROKKA_61115,26.69,4,2,2,,41207,Sodium Bile acid symporter family protein
282,85435,NP_865147,26.69,2,1,1,,50907,excitatory amino acid transporter Rhodopirellula baltica SH 1
91,85591,WP_012912780,26.52,2,2,2,,101332,peptidase S8S53 subtilisin kexin sedolisin Pirellula staleyi
281,85429,ETNP_100m_PROKKA_36617,26.51,3,1,1,,26882,Rod shape-determining protein RodA
281,85438,NP_85m_PROKKA_18758,26.51,2,1,1,,36729,Rod shape-determining protein RodA
281,85443,ETNP14_120maa_PROKKA_02291,26.51,2,1,1,,41708,Rod shape-determining protein RodA
283,85436,ETNP_120m_PROKKA_95196,26.44,3,1,1,,26371,Protoheme IX farnesyltransferase
283,85437,ETNP_160m_PROKKA_143062,26.44,3,1,1,,26371,Protoheme IX farnesyltransferase
283,85439,NP_300m_PROKKA_09174,26.44,3,1,1,,31035,Protoheme IX farnesyltransferase
283,85440,ETNP_110m_PROKKA_08973,26.44,3,1,1,,31035,Protoheme IX farnesyltransferase
283,85441,ETNP14_120maa_PROKKA_04794,26.44,3,1,1,,31035,Protoheme IX farnesyltransferase
283,85442,NP_85m_PROKKA_02173,26.44,3,1,1,,31035,Protoheme IX farnesyltransferase
74,1344,NP_300m_PROKKA_43112,26.39,5,1,1,,25652,Photosystem Q(B) protein precursor
74,85389,NP_30m_PROKKA_12072,26.39,4,1,1,,31800,Photosystem Q(B) protein precursor
74,1348,WP_002805533,26.39,3,1,1,,39638,photosystem II protein D1 Prochlorococcus
74,1347,NP_30m_PROKKA_05529,26.39,3,1,1,,39638,Photosystem Q(B) protein precursor
74,2439,AIR93568.1,26.39,3,1,1,,39631,photosystem II D1 protein [Prochlorococcus phage P-TIM68]
74,2440,YP_009213744.1,26.39,3,1,1,,39631,photosystem II D1 protein [Prochlorococcus phage P-TIM68]
74,2441,ADO99990.1,26.39,3,1,1,,39701,photosystem II D1 protein [Prochlorococcus phage P-HM2]
74,2445,YP_004323581.1,26.39,3,1,1,,39701,photosystem II D1 protein [Prochlorococcus phage P-HM2]
74,2448,AGH26238.1,26.39,3,1,1,,39898,photosystem Q(B) protein [Prochlorococcus phage MED4-213]
74,2449,YP_007673883.1,26.39,3,1,1,,39898,photosystem Q(B) protein [Prochlorococcus phage MED4-213]
120,85324,WP_037918394,26.37,3,1,1,,37536,enoyl-CoA hydratase Sulfitobacter mediterraneus
198,85418,ETNP_100m_particle_PROKKA_100657,26.18,4,1,1,,28193,Phospho-N-acetylmuramoyl-pentapeptide-transferase
90,85444,ETNP_60m_PROKKA_20175,26.12,4,1,1,,21504,hypothetical protein
196,85383,WP_011311701,26.06,2,1,1,,40376,dihydrolipoamide succinyltransferase Thiobacillus denitrificans
196,85387,ETNP_100m_particle_PROKKA_32008,26.06,5,1,1,,16011,Transcriptional regulator FurA
75,85611,WP_018047186,25.98,4,2,2,,47866,preprotein translocase subunit SecY Nitrospina
70,85541,ETNP_120m_particle_PROKKA_252269,25.90,3,2,2,,58750,Proton glutamate symport protein
70,85542,ETNP_120m_free_PROKKA_209976,25.90,3,2,2,,58762,Proton glutamate symport protein
43,85368,ETNP_300m_PROKKA_108665,25.75,2,1,1,,41189,putative 3-hydroxyphenylpropionic transporter MhpT
43,85369,ETNP_120m_free_PROKKA_173266,25.75,2,1,1,,41189,putative 3-hydroxyphenylpropionic transporter MhpT
43,85371,ETNP_100m_particle_PROKKA_72484,25.75,2,1,1,,42593,putative 3-hydroxyphenylpropionic transporter MhpT
43,85372,ETNP_120m_PROKKA_275957,25.75,2,1,1,,43060,putative 3-hydroxyphenylpropionic transporter MhpT
43,85373,ETNP_120m_particle_PROKKA_223764,25.75,2,1,1,,43060,putative 3-hydroxyphenylpropionic transporter MhpT
43,85375,ETNP_150m_particle_PROKKA_46448,25.75,1,1,1,,87218,putative 3-hydroxyphenylpropionic transporter MhpT
284,85445,ETNP_120m_free_PROKKA_24647,25.59,2,1,1,,47733,hypothetical protein
286,85448,ETNP_100m_particle_PROKKA_130084,25.22,5,1,1,,16707,hypothetical protein
287,85450,ETNP14_120maa_PROKKA_34426,25.20,4,1,1,,23823,Zinc import ATP-binding protein ZnuC
285,989,ADB27529,25.11,3,1,1,,56333,photosystem II CP47 chlorophyll apoprotein chloroplast  Thalassiosira oceanica CCMP1005
194,85370,WP_011783269,24.85,3,1,1,,24929,XRE family transcriptional regulator Marinobacter hydrocarbonoclasticus
156,85451,NP_300m_PROKKA_41211,24.71,12,1,1,,7532,hypothetical protein
156,85453,ETNP_140m_PROKKA_30184,24.71,5,1,1,,17903,Trehalose import ATP-binding protein SugC
156,85454,ETNP14_68maa_PROKKA_135862,24.71,3,1,1,,26682,Trehalose import ATP-binding protein SugC
156,85455,ETNP14_120maa_PROKKA_13351,24.71,2,1,1,,40765,Maltose/maltodextrin import ATP-binding protein MalK
201,85464,WP_015440239,24.58,1,1,1,,64300,hypothetical protein Ilumatobacter coccineus
193,85367,NP_125m_PROKKA_15229,24.51,5,1,1,,19820,Peptidoglycan-associated lipoprotein precursor
58,85456,ETNP14_120maa_PROKKA_175370,24.49,4,1,1,,19183,hypothetical protein
199,85420,ETNP_100m_particle_PROKKA_41506,24.44,2,1,1,,55581,Replicative DNA helicase
199,85461,ETNP_100m_particle_PROKKA_134866,24.44,3,1,1,,35427,Replicative DNA helicase
199,85465,ETNP_120m_particle_PROKKA_16593,24.44,2,1,1,,55815,Replicative DNA helicase
199,85466,ETNP_100m_particle_PROKKA_46173,24.44,2,1,1,,55815,Replicative DNA helicase
288,85457,ETNP_70m_PROKKA_76751,24.35,7,1,1,,13749,hypothetical protein
289,85459,ETNP_140m_PROKKA_03021,24.29,2,1,1,,43913,hypothetical protein
289,85460,ETNP_160m_PROKKA_63862,24.29,2,1,1,,43933,hypothetical protein
44,85501,ETNP_120m_free_PROKKA_310005,23.67,4,1,1,,24939,hypothetical protein
44,85503,NP_125m_PROKKA_10751,23.67,2,1,1,,39008,putative transport protein HsrA
44,85505,NP_100m_PROKKA_14057,23.67,2,1,1,,39783,putative transport protein HsrA
44,85507,NP_300m_PROKKA_04371,23.67,2,1,1,,55890,putative MFS-type transporter YcaD
