GO acc	GO aspect	GO name	count	total count	ratio
GO:0051171	biological_process	regulation of nitrogen compound metabolic process	190	2961	0.064167511
GO:0006457	biological_process	protein folding	187	2961	0.06315434
GO:0009889	biological_process	regulation of biosynthetic process	185	2961	0.062478892
GO:0019219	biological_process	regulation of nucleobase-containing compound metabolic process	185	2961	0.062478892
GO:0010556	biological_process	regulation of macromolecule biosynthetic process	185	2961	0.062478892
GO:0022607	biological_process	cellular component assembly	185	2961	0.062478892
GO:2001141	biological_process	regulation of RNA biosynthetic process	185	2961	0.062478892
GO:0031326	biological_process	regulation of cellular biosynthetic process	185	2961	0.062478892
GO:1903506	biological_process	regulation of nucleic acid-templated transcription	185	2961	0.062478892
GO:0051252	biological_process	regulation of RNA metabolic process	185	2961	0.062478892
GO:0046483	biological_process	heterocycle metabolic process	182	2961	0.061465721
GO:1901360	biological_process	organic cyclic compound metabolic process	182	2961	0.061465721
GO:0006725	biological_process	cellular aromatic compound metabolic process	182	2961	0.061465721
GO:0071702	biological_process	organic substance transport	181	2961	0.061127997
GO:0051704	biological_process	multi-organism process	180	2961	0.060790274
GO:0009628	biological_process	response to abiotic stimulus	178	2961	0.060114826
GO:0006139	biological_process	nucleobase-containing compound metabolic process	175	2961	0.059101655
GO:1902589	biological_process	single-organism organelle organization	173	2961	0.058426207
GO:0065008	biological_process	regulation of biological quality	171	2961	0.05775076
GO:0043933	biological_process	macromolecular complex subunit organization	165	2961	0.055724417
GO:0019438	biological_process	aromatic compound biosynthetic process	164	2961	0.055386694
GO:1901362	biological_process	organic cyclic compound biosynthetic process	164	2961	0.055386694
GO:0018130	biological_process	heterocycle biosynthetic process	164	2961	0.055386694
GO:0009605	biological_process	response to external stimulus	164	2961	0.055386694
GO:0065003	biological_process	macromolecular complex assembly	162	2961	0.054711246
GO:0071822	biological_process	protein complex subunit organization	160	2961	0.054035799
GO:0006461	biological_process	protein complex assembly	160	2961	0.054035799
GO:1901564	biological_process	organonitrogen compound metabolic process	160	2961	0.054035799
GO:0042221	biological_process	response to chemical	157	2961	0.053022627
GO:0034654	biological_process	nucleobase-containing compound biosynthetic process	157	2961	0.053022627
GO:0006464	biological_process	cellular protein modification process	154	2961	0.052009456
GO:0043412	biological_process	macromolecule modification	154	2961	0.052009456
GO:0009266	biological_process	response to temperature stimulus	154	2961	0.052009456
GO:0036211	biological_process	protein modification process	154	2961	0.052009456
GO:1901566	biological_process	organonitrogen compound biosynthetic process	151	2961	0.050996285
GO:0061077	biological_process	chaperone-mediated protein folding	150	2961	0.050658561
GO:0042026	biological_process	protein refolding	150	2961	0.050658561
GO:0010468	biological_process	regulation of gene expression	149	2961	0.050320838
GO:0006458	biological_process	'de novo' protein folding	149	2961	0.050320838
GO:0090304	biological_process	nucleic acid metabolic process	148	2961	0.049983114
GO:0006355	biological_process	"regulation of transcription, DNA-templated"	145	2961	0.048969943
GO:2000112	biological_process	regulation of cellular macromolecule biosynthetic process	145	2961	0.048969943
GO:0048518	biological_process	positive regulation of biological process	145	2961	0.048969943
GO:0007005	biological_process	mitochondrion organization	140	2961	0.047281324
GO:0016070	biological_process	RNA metabolic process	140	2961	0.047281324
GO:0048522	biological_process	positive regulation of cellular process	139	2961	0.0469436
GO:0032774	biological_process	RNA biosynthetic process	137	2961	0.046268153
GO:0006351	biological_process	"transcription, DNA-templated"	136	2961	0.045930429
GO:0055085	biological_process	transmembrane transport	136	2961	0.045930429
GO:0097659	biological_process	nucleic acid-templated transcription	136	2961	0.045930429
GO:0010033	biological_process	response to organic substance	135	2961	0.045592705
GO:0009314	biological_process	response to radiation	133	2961	0.044917258
GO:0051649	biological_process	establishment of localization in cell	131	2961	0.04424181
GO:0010109	biological_process	regulation of photosynthesis	131	2961	0.04424181
GO:0005975	biological_process	carbohydrate metabolic process	131	2961	0.04424181
GO:0042548	biological_process	"regulation of photosynthesis, light reaction"	131	2961	0.04424181
GO:0042549	biological_process	photosystem II stabilization	131	2961	0.04424181
GO:0043467	biological_process	regulation of generation of precursor metabolites and energy	131	2961	0.04424181
GO:0044723	biological_process	single-organism carbohydrate metabolic process	131	2961	0.04424181
GO:0051716	biological_process	cellular response to stimulus	130	2961	0.043904086
GO:0040007	biological_process	growth	130	2961	0.043904086
GO:0009405	biological_process	pathogenesis	130	2961	0.043904086
GO:0051641	biological_process	cellular localization	129	2961	0.043566363
GO:1902580	biological_process	single-organism cellular localization	129	2961	0.043566363
GO:0035821	biological_process	modification of morphology or physiology of other organism	129	2961	0.043566363
GO:1901700	biological_process	response to oxygen-containing compound	127	2961	0.042890915
GO:0010035	biological_process	response to inorganic substance	126	2961	0.042553191
GO:0009408	biological_process	response to heat	126	2961	0.042553191
GO:0009991	biological_process	response to extracellular stimulus	125	2961	0.042215468
GO:0046907	biological_process	intracellular transport	125	2961	0.042215468
GO:1902582	biological_process	single-organism intracellular transport	125	2961	0.042215468
GO:0044764	biological_process	multi-organism cellular process	123	2961	0.04154002
GO:0018298	biological_process	protein-chromophore linkage	122	2961	0.041202297
GO:0070887	biological_process	cellular response to chemical stimulus	121	2961	0.040864573
GO:0008104	biological_process	protein localization	120	2961	0.040526849
GO:0033036	biological_process	macromolecule localization	120	2961	0.040526849
GO:0051084	biological_process	'de novo' posttranslational protein folding	119	2961	0.040189125
GO:0051085	biological_process	chaperone mediated protein folding requiring cofactor	119	2961	0.040189125
GO:0044281	biological_process	small molecule metabolic process	118	2961	0.039851402
GO:0010038	biological_process	response to metal ion	118	2961	0.039851402
GO:0051246	biological_process	regulation of protein metabolic process	118	2961	0.039851402
GO:0032268	biological_process	regulation of cellular protein metabolic process	118	2961	0.039851402
GO:0009719	biological_process	response to endogenous stimulus	118	2961	0.039851402
GO:0009725	biological_process	response to hormone	118	2961	0.039851402
GO:0071310	biological_process	cellular response to organic substance	116	2961	0.039175954
GO:0046686	biological_process	response to cadmium ion	114	2961	0.038500507
GO:0033554	biological_process	cellular response to stress	111	2961	0.037487335
GO:0009416	biological_process	response to light stimulus	111	2961	0.037487335
GO:0009893	biological_process	positive regulation of metabolic process	109	2961	0.036811888
GO:0032984	biological_process	macromolecular complex disassembly	109	2961	0.036811888
GO:0010604	biological_process	positive regulation of macromolecule metabolic process	109	2961	0.036811888
GO:0010628	biological_process	positive regulation of gene expression	109	2961	0.036811888
GO:0006508	biological_process	proteolysis	109	2961	0.036811888
GO:0022411	biological_process	cellular component disassembly	109	2961	0.036811888
GO:0001906	biological_process	cell killing	108	2961	0.036474164
GO:1903008	biological_process	organelle disassembly	107	2961	0.03613644
GO:0006979	biological_process	response to oxidative stress	106	2961	0.035798717
GO:0015031	biological_process	protein transport	105	2961	0.035460993
GO:0045184	biological_process	establishment of protein localization	105	2961	0.035460993
GO:0051259	biological_process	protein oligomerization	104	2961	0.035123269
GO:0071496	biological_process	cellular response to external stimulus	103	2961	0.034785545
GO:0007154	biological_process	cell communication	103	2961	0.034785545
GO:0031325	biological_process	positive regulation of cellular metabolic process	103	2961	0.034785545
GO:0031668	biological_process	cellular response to extracellular stimulus	103	2961	0.034785545
GO:0051247	biological_process	positive regulation of protein metabolic process	103	2961	0.034785545
GO:0032270	biological_process	positive regulation of cellular protein metabolic process	103	2961	0.034785545
GO:0009735	biological_process	response to cytokinin	102	2961	0.034447822
GO:0032502	biological_process	developmental process	102	2961	0.034447822
GO:0034248	biological_process	regulation of cellular amide metabolic process	102	2961	0.034447822
GO:0044767	biological_process	single-organism developmental process	102	2961	0.034447822
GO:0030420	biological_process	establishment of competence for transformation	101	2961	0.034110098
GO:0044711	biological_process	single-organism biosynthetic process	101	2961	0.034110098
GO:0009642	biological_process	response to light intensity	101	2961	0.034110098
GO:0009644	biological_process	response to high light intensity	101	2961	0.034110098
GO:0051604	biological_process	protein maturation	100	2961	0.033772374
GO:0071806	biological_process	protein transmembrane transport	100	2961	0.033772374
GO:0016485	biological_process	protein processing	100	2961	0.033772374
GO:0009891	biological_process	positive regulation of biosynthetic process	99	2961	0.03343465
GO:0010557	biological_process	positive regulation of macromolecule biosynthetic process	99	2961	0.03343465
GO:0010608	biological_process	posttranscriptional regulation of gene expression	99	2961	0.03343465
GO:0044262	biological_process	cellular carbohydrate metabolic process	99	2961	0.03343465
GO:0031328	biological_process	positive regulation of cellular biosynthetic process	99	2961	0.03343465
GO:0051173	biological_process	positive regulation of nitrogen compound metabolic process	99	2961	0.03343465
GO:0051715	biological_process	cytolysis in other organism	98	2961	0.033096927
GO:0010380	biological_process	regulation of chlorophyll biosynthetic process	98	2961	0.033096927
GO:0033365	biological_process	protein localization to organelle	98	2961	0.033096927
GO:1990169	biological_process	stress response to copper ion	98	2961	0.033096927
GO:1990170	biological_process	stress response to cadmium ion	98	2961	0.033096927
GO:1990267	biological_process	response to transition metal nanoparticle	98	2961	0.033096927
GO:0006605	biological_process	protein targeting	98	2961	0.033096927
GO:1901401	biological_process	regulation of tetrapyrrole metabolic process	98	2961	0.033096927
GO:0072594	biological_process	establishment of protein localization to organelle	98	2961	0.033096927
GO:0072596	biological_process	establishment of protein localization to chloroplast	98	2961	0.033096927
GO:0072598	biological_process	protein localization to chloroplast	98	2961	0.033096927
GO:1901463	biological_process	regulation of tetrapyrrole biosynthetic process	98	2961	0.033096927
GO:0006886	biological_process	intracellular protein transport	98	2961	0.033096927
GO:0034214	biological_process	protein hexamerization	98	2961	0.033096927
GO:0034613	biological_process	cellular protein localization	98	2961	0.033096927
GO:0044179	biological_process	hemolysis in other organism	98	2961	0.033096927
GO:0090056	biological_process	regulation of chlorophyll metabolic process	98	2961	0.033096927
GO:0044364	biological_process	disruption of cells of other organism	98	2961	0.033096927
GO:0019835	biological_process	cytolysis	98	2961	0.033096927
GO:0016482	biological_process	cytoplasmic transport	98	2961	0.033096927
GO:0044743	biological_process	intracellular protein transmembrane import	98	2961	0.033096927
GO:0045036	biological_process	protein targeting to chloroplast	98	2961	0.033096927
GO:0045037	biological_process	protein import into chloroplast stroma	98	2961	0.033096927
GO:0065002	biological_process	intracellular protein transmembrane transport	98	2961	0.033096927
GO:0046688	biological_process	response to copper ion	98	2961	0.033096927
GO:0017038	biological_process	protein import	98	2961	0.033096927
GO:0031640	biological_process	killing of cells of other organism	98	2961	0.033096927
GO:0097501	biological_process	stress response to metal ion	98	2961	0.033096927
GO:0009311	biological_process	oligosaccharide metabolic process	98	2961	0.033096927
GO:0051193	biological_process	regulation of cofactor metabolic process	98	2961	0.033096927
GO:0070727	biological_process	cellular macromolecule localization	98	2961	0.033096927
GO:0009657	biological_process	plastid organization	98	2961	0.033096927
GO:0009658	biological_process	chloroplast organization	98	2961	0.033096927
GO:0000002	biological_process	mitochondrial genome maintenance	97	2961	0.032759203
GO:0051788	biological_process	response to misfolded protein	97	2961	0.032759203
GO:0071218	biological_process	cellular response to misfolded protein	97	2961	0.032759203
GO:0000302	biological_process	response to reactive oxygen species	97	2961	0.032759203
GO:0010286	biological_process	heat acclimation	97	2961	0.032759203
GO:0032988	biological_process	ribonucleoprotein complex disassembly	97	2961	0.032759203
GO:0071826	biological_process	ribonucleoprotein complex subunit organization	97	2961	0.032759203
GO:0005984	biological_process	disaccharide metabolic process	97	2961	0.032759203
GO:0005991	biological_process	trehalose metabolic process	97	2961	0.032759203
GO:0042542	biological_process	response to hydrogen peroxide	97	2961	0.032759203
GO:0001319	biological_process	inheritance of oxidatively modified proteins involved in replicative cell aging	97	2961	0.032759203
GO:0006417	biological_process	regulation of translation	97	2961	0.032759203
GO:0043335	biological_process	protein unfolding	97	2961	0.032759203
GO:0034250	biological_process	positive regulation of cellular amide metabolic process	97	2961	0.032759203
GO:0034605	biological_process	cellular response to heat	97	2961	0.032759203
GO:0045727	biological_process	positive regulation of translation	97	2961	0.032759203
GO:0034975	biological_process	protein folding in endoplasmic reticulum	97	2961	0.032759203
GO:0008105	biological_process	asymmetric protein localization	97	2961	0.032759203
GO:0006986	biological_process	response to unfolded protein	97	2961	0.032759203
GO:0035617	biological_process	stress granule disassembly	97	2961	0.032759203
GO:0050821	biological_process	protein stabilization	97	2961	0.032759203
GO:0031647	biological_process	regulation of protein stability	97	2961	0.032759203
GO:0035966	biological_process	response to topologically incorrect protein	97	2961	0.032759203
GO:0035967	biological_process	cellular response to topologically incorrect protein	97	2961	0.032759203
GO:0070370	biological_process	cellular heat acclimation	97	2961	0.032759203
GO:0070413	biological_process	trehalose metabolism in response to stress	97	2961	0.032759203
GO:0070414	biological_process	trehalose metabolism in response to heat stress	97	2961	0.032759203
GO:0030154	biological_process	cell differentiation	87	2961	0.029381966
GO:0048869	biological_process	cellular developmental process	87	2961	0.029381966
GO:0006082	biological_process	organic acid metabolic process	86	2961	0.029044242
GO:0043436	biological_process	oxoacid metabolic process	86	2961	0.029044242
GO:0006412	biological_process	translation	78	2961	0.026342452
GO:0043043	biological_process	peptide biosynthetic process	78	2961	0.026342452
GO:0006518	biological_process	peptide metabolic process	78	2961	0.026342452
GO:0043603	biological_process	cellular amide metabolic process	78	2961	0.026342452
GO:0043604	biological_process	amide biosynthetic process	78	2961	0.026342452
GO:0043158	biological_process	heterocyst differentiation	71	2961	0.023978386
GO:0019752	biological_process	carboxylic acid metabolic process	67	2961	0.022627491
GO:0006811	biological_process	ion transport	66	2961	0.022289767
GO:0006091	biological_process	generation of precursor metabolites and energy	65	2961	0.021952043
GO:0071705	biological_process	nitrogen compound transport	61	2961	0.020601148
GO:0071941	biological_process	nitrogen cycle metabolic process	60	2961	0.020263425
GO:0015849	biological_process	organic acid transport	59	2961	0.019925701
GO:0065009	biological_process	regulation of molecular function	58	2961	0.019587977
GO:0051276	biological_process	chromosome organization	55	2961	0.018574806
GO:0034622	biological_process	cellular macromolecular complex assembly	54	2961	0.018237082
GO:0051301	biological_process	cell division	54	2961	0.018237082
GO:0046394	biological_process	carboxylic acid biosynthetic process	52	2961	0.017561635
GO:0016053	biological_process	organic acid biosynthetic process	52	2961	0.017561635
GO:0044283	biological_process	small molecule biosynthetic process	52	2961	0.017561635
GO:0006970	biological_process	response to osmotic stress	50	2961	0.016886187
GO:0009651	biological_process	response to salt stress	50	2961	0.016886187
GO:0007017	biological_process	microtubule-based process	49	2961	0.016548463
GO:0006520	biological_process	cellular amino acid metabolic process	49	2961	0.016548463
GO:1901605	biological_process	alpha-amino acid metabolic process	49	2961	0.016548463
GO:1901607	biological_process	alpha-amino acid biosynthetic process	49	2961	0.016548463
GO:0008652	biological_process	cellular amino acid biosynthetic process	49	2961	0.016548463
GO:0046942	biological_process	carboxylic acid transport	47	2961	0.015873016
GO:0006820	biological_process	anion transport	47	2961	0.015873016
GO:0006865	biological_process	amino acid transport	47	2961	0.015873016
GO:0015711	biological_process	organic anion transport	47	2961	0.015873016
GO:0007010	biological_process	cytoskeleton organization	47	2961	0.015873016
GO:0071103	biological_process	DNA conformation change	45	2961	0.015197568
GO:0048519	biological_process	negative regulation of biological process	45	2961	0.015197568
GO:0043207	biological_process	response to external biotic stimulus	43	2961	0.014522121
GO:0009607	biological_process	response to biotic stimulus	43	2961	0.014522121
GO:0051707	biological_process	response to other organism	43	2961	0.014522121
GO:0048583	biological_process	regulation of response to stimulus	42	2961	0.014184397
GO:0048584	biological_process	positive regulation of response to stimulus	42	2961	0.014184397
GO:0022900	biological_process	electron transport chain	41	2961	0.013846673
GO:0006323	biological_process	DNA packaging	41	2961	0.013846673
GO:0030261	biological_process	chromosome condensation	41	2961	0.013846673
GO:0009399	biological_process	nitrogen fixation	41	2961	0.013846673
GO:0040012	biological_process	regulation of locomotion	40	2961	0.01350895
GO:0002376	biological_process	immune system process	40	2961	0.01350895
GO:0048523	biological_process	negative regulation of cellular process	40	2961	0.01350895
GO:0006541	biological_process	glutamine metabolic process	38	2961	0.012833502
GO:0006542	biological_process	glutamine biosynthetic process	38	2961	0.012833502
GO:0050790	biological_process	regulation of catalytic activity	38	2961	0.012833502
GO:0009064	biological_process	glutamine family amino acid metabolic process	38	2961	0.012833502
GO:0009084	biological_process	glutamine family amino acid biosynthetic process	38	2961	0.012833502
GO:0007049	biological_process	cell cycle	37	2961	0.012495778
GO:0050793	biological_process	regulation of developmental process	37	2961	0.012495778
GO:0032879	biological_process	regulation of localization	36	2961	0.012158055
GO:0032880	biological_process	regulation of protein localization	36	2961	0.012158055
GO:0033157	biological_process	regulation of intracellular protein transport	36	2961	0.012158055
GO:0060341	biological_process	regulation of cellular localization	36	2961	0.012158055
GO:0090316	biological_process	positive regulation of intracellular protein transport	36	2961	0.012158055
GO:0070201	biological_process	regulation of establishment of protein localization	36	2961	0.012158055
GO:0051049	biological_process	regulation of transport	36	2961	0.012158055
GO:0051050	biological_process	positive regulation of transport	36	2961	0.012158055
GO:0051128	biological_process	regulation of cellular component organization	36	2961	0.012158055
GO:0051222	biological_process	positive regulation of protein transport	36	2961	0.012158055
GO:0051223	biological_process	regulation of protein transport	36	2961	0.012158055
GO:1903827	biological_process	regulation of cellular protein localization	36	2961	0.012158055
GO:1903829	biological_process	positive regulation of cellular protein localization	36	2961	0.012158055
GO:0032386	biological_process	regulation of intracellular transport	36	2961	0.012158055
GO:0032388	biological_process	positive regulation of intracellular transport	36	2961	0.012158055
GO:0009892	biological_process	negative regulation of metabolic process	35	2961	0.011820331
GO:0022402	biological_process	cell cycle process	35	2961	0.011820331
GO:0040011	biological_process	locomotion	34	2961	0.011482607
GO:0006793	biological_process	phosphorus metabolic process	34	2961	0.011482607
GO:0006796	biological_process	phosphate-containing compound metabolic process	34	2961	0.011482607
GO:0006955	biological_process	immune response	34	2961	0.011482607
GO:0006325	biological_process	chromatin organization	33	2961	0.011144883
GO:0044403	biological_process	"symbiosis, encompassing mutualism through parasitism"	33	2961	0.011144883
GO:0044419	biological_process	interspecies interaction between organisms	33	2961	0.011144883
GO:0009966	biological_process	regulation of signal transduction	32	2961	0.01080716
GO:0009967	biological_process	positive regulation of signal transduction	32	2961	0.01080716
GO:0071824	biological_process	protein-DNA complex subunit organization	32	2961	0.01080716
GO:0010646	biological_process	regulation of cell communication	32	2961	0.01080716
GO:0010647	biological_process	positive regulation of cell communication	32	2961	0.01080716
GO:0023051	biological_process	regulation of signaling	32	2961	0.01080716
GO:0023056	biological_process	positive regulation of signaling	32	2961	0.01080716
GO:1902531	biological_process	regulation of intracellular signal transduction	32	2961	0.01080716
GO:1902533	biological_process	positive regulation of intracellular signal transduction	32	2961	0.01080716
GO:0009767	biological_process	photosynthetic electron transport chain	32	2961	0.01080716
GO:0051640	biological_process	organelle localization	31	2961	0.010469436
GO:0051646	biological_process	mitochondrion localization	31	2961	0.010469436
GO:0051656	biological_process	establishment of organelle localization	31	2961	0.010469436
GO:0051817	biological_process	modification of morphology or physiology of other organism involved in symbiotic interaction	31	2961	0.010469436
GO:0052047	biological_process	interaction with other organism via secreted substance involved in symbiotic interaction	31	2961	0.010469436
GO:0032940	biological_process	secretion by cell	31	2961	0.010469436
GO:0052212	biological_process	modification of morphology or physiology of other organism via secreted substance involved in symbiotic interaction	31	2961	0.010469436
GO:0072519	biological_process	parasitism	31	2961	0.010469436
GO:0022414	biological_process	reproductive process	31	2961	0.010469436
GO:0022603	biological_process	regulation of anatomical structure morphogenesis	31	2961	0.010469436
GO:0048856	biological_process	anatomical structure development	31	2961	0.010469436
GO:0044702	biological_process	single organism reproductive process	31	2961	0.010469436
GO:0016192	biological_process	vesicle-mediated transport	31	2961	0.010469436
GO:0046903	biological_process	secretion	31	2961	0.010469436
GO:1903047	biological_process	mitotic cell cycle process	31	2961	0.010469436
GO:0010605	biological_process	negative regulation of macromolecule metabolic process	30	2961	0.010131712
GO:0043900	biological_process	regulation of multi-organism process	30	2961	0.010131712
GO:0043903	biological_process	"regulation of symbiosis, encompassing mutualism through parasitism"	30	2961	0.010131712
GO:2000535	biological_process	regulation of entry of bacterium into host cell	30	2961	0.010131712
GO:0034728	biological_process	nucleosome organization	30	2961	0.010131712
GO:0031324	biological_process	negative regulation of cellular metabolic process	30	2961	0.010131712
GO:0000226	biological_process	microtubule cytoskeleton organization	29	2961	0.009793989
GO:0071963	biological_process	establishment or maintenance of cell polarity regulating cell shape	29	2961	0.009793989
GO:1901135	biological_process	carbohydrate derivative metabolic process	29	2961	0.009793989
GO:0022604	biological_process	regulation of cell morphogenesis	29	2961	0.009793989
GO:0006887	biological_process	exocytosis	29	2961	0.009793989
GO:0009612	biological_process	response to mechanical stimulus	29	2961	0.009793989
GO:0007163	biological_process	establishment or maintenance of cell polarity	29	2961	0.009793989
GO:0048311	biological_process	mitochondrion distribution	29	2961	0.009793989
GO:0007610	biological_process	behavior	29	2961	0.009793989
GO:0008360	biological_process	regulation of cell shape	29	2961	0.009793989
GO:0010564	biological_process	regulation of cell cycle process	28	2961	0.009456265
GO:0043122	biological_process	regulation of I-kappaB kinase/NF-kappaB signaling	28	2961	0.009456265
GO:0043123	biological_process	positive regulation of I-kappaB kinase/NF-kappaB signaling	28	2961	0.009456265
GO:0022610	biological_process	biological adhesion	28	2961	0.009456265
GO:0007346	biological_process	regulation of mitotic cell cycle	28	2961	0.009456265
GO:0051726	biological_process	regulation of cell cycle	28	2961	0.009456265
GO:0065004	biological_process	protein-DNA complex assembly	28	2961	0.009456265
GO:0009409	biological_process	response to cold	28	2961	0.009456265
GO:0051606	biological_process	detection of stimulus	27	2961	0.009118541
GO:0046128	biological_process	purine ribonucleoside metabolic process	27	2961	0.009118541
GO:0007059	biological_process	chromosome segregation	27	2961	0.009118541
GO:0000086	biological_process	G2/M transition of mitotic cell cycle	27	2961	0.009118541
GO:0010389	biological_process	regulation of G2/M transition of mitotic cell cycle	27	2961	0.009118541
GO:0019637	biological_process	organophosphate metabolic process	27	2961	0.009118541
GO:0044770	biological_process	cell cycle phase transition	27	2961	0.009118541
GO:0042278	biological_process	purine nucleoside metabolic process	27	2961	0.009118541
GO:0055086	biological_process	nucleobase-containing small molecule metabolic process	27	2961	0.009118541
GO:0072521	biological_process	purine-containing compound metabolic process	27	2961	0.009118541
GO:1901657	biological_process	glycosyl compound metabolic process	27	2961	0.009118541
GO:0044772	biological_process	mitotic cell cycle phase transition	27	2961	0.009118541
GO:1901987	biological_process	regulation of cell cycle phase transition	27	2961	0.009118541
GO:1901990	biological_process	regulation of mitotic cell cycle phase transition	27	2961	0.009118541
GO:0030705	biological_process	cytoskeleton-dependent intracellular transport	27	2961	0.009118541
GO:1902749	biological_process	regulation of cell cycle G2/M phase transition	27	2961	0.009118541
GO:0006952	biological_process	defense response	27	2961	0.009118541
GO:0044839	biological_process	cell cycle G2/M phase transition	27	2961	0.009118541
GO:0009116	biological_process	nucleoside metabolic process	27	2961	0.009118541
GO:0009119	biological_process	ribonucleoside metabolic process	27	2961	0.009118541
GO:0042493	biological_process	response to drug	27	2961	0.009118541
GO:0070925	biological_process	organelle assembly	27	2961	0.009118541
GO:1900180	biological_process	regulation of protein localization to nucleus	26	2961	0.008780817
GO:1900182	biological_process	positive regulation of protein localization to nucleus	26	2961	0.008780817
GO:1904589	biological_process	regulation of protein import	26	2961	0.008780817
GO:1904591	biological_process	positive regulation of protein import	26	2961	0.008780817
GO:0042306	biological_process	regulation of protein import into nucleus	26	2961	0.008780817
GO:0042307	biological_process	positive regulation of protein import into nucleus	26	2961	0.008780817
GO:0046822	biological_process	regulation of nucleocytoplasmic transport	26	2961	0.008780817
GO:0046824	biological_process	positive regulation of nucleocytoplasmic transport	26	2961	0.008780817
GO:0042345	biological_process	regulation of NF-kappaB import into nucleus	26	2961	0.008780817
GO:0042346	biological_process	positive regulation of NF-kappaB import into nucleus	26	2961	0.008780817
GO:0019693	biological_process	ribose phosphate metabolic process	26	2961	0.008780817
GO:0006163	biological_process	purine nucleotide metabolic process	26	2961	0.008780817
GO:0042990	biological_process	regulation of transcription factor import into nucleus	26	2961	0.008780817
GO:0042993	biological_process	positive regulation of transcription factor import into nucleus	26	2961	0.008780817
GO:0043086	biological_process	negative regulation of catalytic activity	26	2961	0.008780817
GO:0006753	biological_process	nucleoside phosphate metabolic process	26	2961	0.008780817
GO:0043623	biological_process	cellular protein complex assembly	26	2961	0.008780817
GO:0044092	biological_process	negative regulation of molecular function	26	2961	0.008780817
GO:0044093	biological_process	positive regulation of molecular function	26	2961	0.008780817
GO:0090087	biological_process	regulation of peptide transport	26	2961	0.008780817
GO:0006334	biological_process	nucleosome assembly	26	2961	0.008780817
GO:0009117	biological_process	nucleotide metabolic process	26	2961	0.008780817
GO:0009123	biological_process	nucleoside monophosphate metabolic process	26	2961	0.008780817
GO:0009126	biological_process	purine nucleoside monophosphate metabolic process	26	2961	0.008780817
GO:0009141	biological_process	nucleoside triphosphate metabolic process	26	2961	0.008780817
GO:0009144	biological_process	purine nucleoside triphosphate metabolic process	26	2961	0.008780817
GO:0009150	biological_process	purine ribonucleotide metabolic process	26	2961	0.008780817
GO:0009161	biological_process	ribonucleoside monophosphate metabolic process	26	2961	0.008780817
GO:0009167	biological_process	purine ribonucleoside monophosphate metabolic process	26	2961	0.008780817
GO:0009199	biological_process	ribonucleoside triphosphate metabolic process	26	2961	0.008780817
GO:0009205	biological_process	purine ribonucleoside triphosphate metabolic process	26	2961	0.008780817
