# MetaGOmics GO report
# MetaGOmics version: 0.1.1
# Run date: Thu Jun 28 14:58:29 PDT 2018
GO acc	GO aspect	GO name	count	total count	ratio
GO:0051715	biological_process	cytolysis in other organism	13	2509	0.0051813471502590676
GO:0051716	biological_process	cellular response to stimulus	56	2509	0.022319649262654444
GO:0007178	biological_process	transmembrane receptor protein serine/threonine kinase signaling pathway	2	2509	7.971303308090873E-4
GO:0018904	biological_process	ether metabolic process	6	2509	0.0023913909924272616
GO:0008104	biological_process	protein localization	44	2509	0.01753686727779992
GO:0009889	biological_process	regulation of biosynthetic process	110	2509	0.0438421681944998
GO:0009890	biological_process	negative regulation of biosynthetic process	11	2509	0.00438421681944998
GO:0009891	biological_process	positive regulation of biosynthetic process	20	2509	0.007971303308090873
GO:0009892	biological_process	negative regulation of metabolic process	43	2509	0.017138302112395375
GO:0009893	biological_process	positive regulation of metabolic process	30	2509	0.011956954962136309
GO:0009894	biological_process	regulation of catabolic process	30	2509	0.011956954962136309
GO:0009895	biological_process	negative regulation of catabolic process	19	2509	0.00757273814268633
GO:0009896	biological_process	positive regulation of catabolic process	2	2509	7.971303308090873E-4
GO:0032549	molecular_function	ribonucleoside binding	252	2509	0.100438421681945
GO:0032550	molecular_function	purine ribonucleoside binding	251	2509	0.10003985651654046
GO:0000122	biological_process	negative regulation of transcription from RNA polymerase II promoter	8	2509	0.0031885213232363493
GO:0032553	molecular_function	ribonucleotide binding	251	2509	0.10003985651654046
GO:0000123	cellular_component	histone acetyltransferase complex	4	2509	0.0015942606616181746
GO:0032555	molecular_function	purine ribonucleotide binding	251	2509	0.10003985651654046
GO:0071103	biological_process	DNA conformation change	44	2509	0.01753686727779992
GO:0032559	molecular_function	adenyl ribonucleotide binding	187	2509	0.07453168593064965
GO:0000132	biological_process	establishment of mitotic spindle orientation	23	2509	0.009166998804304504
GO:0032561	molecular_function	guanyl ribonucleotide binding	64	2509	0.025508170585890794
GO:0000139	cellular_component	Golgi membrane	4	2509	0.0015942606616181746
GO:0000142	cellular_component	cellular bud neck contractile ring	4	2509	0.0015942606616181746
GO:0032580	cellular_component	Golgi cisterna membrane	4	2509	0.0015942606616181746
GO:0009932	biological_process	cell tip growth	4	2509	0.0015942606616181746
GO:0000160	biological_process	phosphorelay signal transduction system	13	2509	0.0051813471502590676
GO:0000165	biological_process	MAPK cascade	2	2509	7.971303308090873E-4
GO:0000166	molecular_function	nucleotide binding	280	2509	0.11159824631327223
GO:0018958	biological_process	phenol-containing compound metabolic process	1	2509	3.9856516540454366E-4
GO:0051782	biological_process	negative regulation of cell division	19	2509	0.00757273814268633
GO:0051783	biological_process	regulation of nuclear division	19	2509	0.00757273814268633
GO:0009941	cellular_component	chloroplast envelope	44	2509	0.01753686727779992
GO:0051784	biological_process	negative regulation of nuclear division	19	2509	0.00757273814268633
GO:0051788	biological_process	response to misfolded protein	18	2509	0.007174172977281785
GO:0022627	cellular_component	cytosolic small ribosomal subunit	2	2509	7.971303308090873E-4
GO:0000183	biological_process	chromatin silencing at rDNA	6	2509	0.0023913909924272616
GO:0071156	biological_process	regulation of cell cycle arrest	2	2509	7.971303308090873E-4
GO:0000187	biological_process	activation of MAPK activity	2	2509	7.971303308090873E-4
GO:0071158	biological_process	positive regulation of cell cycle arrest	2	2509	7.971303308090873E-4
GO:0051806	biological_process	entry into cell of other organism involved in symbiotic interaction	2	2509	7.971303308090873E-4
GO:0009966	biological_process	regulation of signal transduction	32	2509	0.012754085292945397
GO:0009967	biological_process	positive regulation of signal transduction	32	2509	0.012754085292945397
GO:0009968	biological_process	negative regulation of signal transduction	2	2509	7.971303308090873E-4
GO:0051817	biological_process	modification of morphology or physiology of other organism involved in symbiotic interaction	36	2509	0.01434834595456357
GO:0019001	molecular_function	guanyl nucleotide binding	64	2509	0.025508170585890794
GO:0071173	biological_process	spindle assembly checkpoint	19	2509	0.00757273814268633
GO:0071174	biological_process	mitotic spindle checkpoint	19	2509	0.00757273814268633
GO:0019003	molecular_function	GDP binding	1	2509	3.9856516540454366E-4
GO:0000209	biological_process	protein polyubiquitination	2	2509	7.971303308090873E-4
GO:0051828	biological_process	entry into other organism involved in symbiotic interaction	2	2509	7.971303308090873E-4
GO:0005515	molecular_function	protein binding	275	2509	0.10960542048624951
GO:0009986	cellular_component	cell surface	36	2509	0.01434834595456357
GO:0009987	biological_process	cellular process	909	2509	0.3622957353527302
GO:0019941	biological_process	modification-dependent protein catabolic process	2	2509	7.971303308090873E-4
GO:0042787	biological_process	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	2	2509	7.971303308090873E-4
GO:0000212	biological_process	meiotic spindle organization	12	2509	0.004782781984854523
GO:0009991	biological_process	response to extracellular stimulus	44	2509	0.01753686727779992
GO:0016469	cellular_component	proton-transporting two-sector ATPase complex	14	2509	0.005579912315663611
GO:0000226	biological_process	microtubule cytoskeleton organization	35	2509	0.013949780789159028
GO:0005198	molecular_function	structural molecule activity	127	2509	0.05061777600637704
GO:0000228	cellular_component	nuclear chromosome	6	2509	0.0023913909924272616
GO:0010008	cellular_component	endosome membrane	2	2509	7.971303308090873E-4
GO:0005200	molecular_function	structural constituent of cytoskeleton	55	2509	0.0219210840972499
GO:0000235	cellular_component	astral microtubule	31	2509	0.012355520127540853
GO:0071214	biological_process	cellular response to abiotic stimulus	23	2509	0.009166998804304504
GO:0005215	molecular_function	transporter activity	37	2509	0.014746911119968115
GO:0071218	biological_process	cellular response to misfolded protein	18	2509	0.007174172977281785
GO:0032677	biological_process	regulation of interleukin-8 production	1	2509	3.9856516540454366E-4
GO:0019058	biological_process	viral life cycle	2	2509	7.971303308090873E-4
GO:0010033	biological_process	response to organic substance	63	2509	0.02510960542048625
GO:0010035	biological_process	response to inorganic substance	50	2509	0.01992825827022718
GO:0019068	biological_process	virion assembly	29	2509	0.011558389796731766
GO:0051881	biological_process	regulation of mitochondrial membrane potential	2	2509	7.971303308090873E-4
GO:0005622	cellular_component	intracellular	71	2509	0.028298126743722597
GO:0010053	biological_process	root epidermal cell differentiation	4	2509	0.0015942606616181746
GO:0003924	molecular_function	GTPase activity	64	2509	0.025508170585890794
GO:0005575	cellular_component	cellular_component	2509	2509	1.0
GO:0000271	biological_process	polysaccharide biosynthetic process	2	2509	7.971303308090873E-4
GO:0071257	biological_process	cellular response to electrical stimulus	4	2509	0.0015942606616181746
GO:0071258	biological_process	cellular response to gravity	19	2509	0.00757273814268633
GO:0046390	biological_process	ribose phosphate biosynthetic process	18	2509	0.007174172977281785
GO:0000278	biological_process	mitotic cell cycle	12	2509	0.004782781984854523
GO:0046394	biological_process	carboxylic acid biosynthetic process	53	2509	0.021123953766440814
GO:0000280	biological_process	nuclear division	21	2509	0.008369868473495417
GO:0071265	biological_process	L-methionine biosynthetic process	2	2509	7.971303308090873E-4
GO:0046395	biological_process	carboxylic acid catabolic process	6	2509	0.0023913909924272616
GO:0000281	biological_process	mitotic cytokinesis	23	2509	0.009166998804304504
GO:0071266	biological_process	'de novo' L-methionine biosynthetic process	2	2509	7.971303308090873E-4
GO:0000287	molecular_function	magnesium ion binding	46	2509	0.018333997608609008
GO:0022857	molecular_function	transmembrane transporter activity	34	2509	0.013551215623754484
GO:0016021	cellular_component	integral component of membrane	120	2509	0.047827819848545235
GO:0019898	cellular_component	extrinsic component of membrane	119	2509	0.047429254683140694
GO:0000302	biological_process	response to reactive oxygen species	18	2509	0.007174172977281785
GO:0010106	biological_process	cellular response to iron ion starvation	1	2509	3.9856516540454366E-4
GO:0032757	biological_process	positive regulation of interleukin-8 production	1	2509	3.9856516540454366E-4
GO:0010109	biological_process	regulation of photosynthesis	115	2509	0.04583499402152252
GO:0051960	biological_process	regulation of nervous system development	12	2509	0.004782781984854523
GO:0051962	biological_process	positive regulation of nervous system development	12	2509	0.004782781984854523
GO:0010114	biological_process	response to red light	4	2509	0.0015942606616181746
GO:0000323	cellular_component	lytic vacuole	4	2509	0.0015942606616181746
GO:0071310	biological_process	cellular response to organic substance	41	2509	0.01634117178158629
GO:0005342	molecular_function	organic acid transmembrane transporter activity	14	2509	0.005579912315663611
GO:0032774	biological_process	RNA biosynthetic process	60	2509	0.023913909924272617
GO:0040001	biological_process	establishment of mitotic spindle localization	23	2509	0.009166998804304504
GO:0032781	biological_process	positive regulation of ATPase activity	4	2509	0.0015942606616181746
GO:1900180	biological_process	regulation of protein localization to nucleus	26	2509	0.010362694300518135
GO:0032787	biological_process	monocarboxylic acid metabolic process	18	2509	0.007174172977281785
GO:1900182	biological_process	positive regulation of protein localization to nucleus	26	2509	0.010362694300518135
GO:0051983	biological_process	regulation of chromosome segregation	19	2509	0.00757273814268633
GO:0040011	biological_process	locomotion	40	2509	0.015942606616181746
GO:0040012	biological_process	regulation of locomotion	43	2509	0.017138302112395375
GO:0051985	biological_process	negative regulation of chromosome segregation	19	2509	0.00757273814268633
GO:0051989	molecular_function	coproporphyrinogen dehydrogenase activity	1	2509	3.9856516540454366E-4
GO:0032794	molecular_function	GTPase activating protein binding	12	2509	0.004782781984854523
GO:0040016	biological_process	embryonic cleavage	17	2509	0.006775607811877242
GO:0040017	biological_process	positive regulation of locomotion	12	2509	0.004782781984854523
GO:0046467	biological_process	membrane lipid biosynthetic process	2	2509	7.971303308090873E-4
GO:0040023	biological_process	establishment of nucleus localization	31	2509	0.012355520127540853
GO:0071345	biological_process	cellular response to cytokine stimulus	23	2509	0.009166998804304504
GO:0071346	biological_process	cellular response to interferon-gamma	4	2509	0.0015942606616181746
GO:0040029	biological_process	regulation of gene expression, epigenetic	13	2509	0.0051813471502590676
GO:0046483	biological_process	heterocycle metabolic process	108	2509	0.04304503786369071
GO:0071353	biological_process	cellular response to interleukin-4	19	2509	0.00757273814268633
GO:0046493	biological_process	lipid A metabolic process	1	2509	3.9856516540454366E-4
GO:0019219	biological_process	regulation of nucleobase-containing compound metabolic process	110	2509	0.0438421681944998
GO:0019220	biological_process	regulation of phosphate metabolic process	6	2509	0.0023913909924272616
GO:1904380	biological_process	endoplasmic reticulum mannose trimming	2	2509	7.971303308090873E-4
GO:0046496	biological_process	nicotinamide nucleotide metabolic process	9	2509	0.0035870864886408927
GO:0019221	biological_process	cytokine-mediated signaling pathway	8	2509	0.0031885213232363493
GO:0019222	biological_process	regulation of metabolic process	257	2509	0.10243124750896772
GO:0046500	biological_process	S-adenosylmethionine metabolic process	1	2509	3.9856516540454366E-4
GO:0046501	biological_process	protoporphyrinogen IX metabolic process	8	2509	0.0031885213232363493
GO:0046507	molecular_function	UDPsulfoquinovose synthase activity	1	2509	3.9856516540454366E-4
GO:0007033	biological_process	vacuole organization	4	2509	0.0015942606616181746
GO:0046508	molecular_function	hydrolase activity, acting on carbon-sulfur bonds	1	2509	3.9856516540454366E-4
GO:0000413	biological_process	protein peptidyl-prolyl isomerization	1	2509	3.9856516540454366E-4
GO:0005488	molecular_function	binding	721	2509	0.28736548425667596
GO:0052047	biological_process	interaction with other organism via secreted substance involved in symbiotic interaction	36	2509	0.01434834595456357
GO:0019253	biological_process	reductive pentose-phosphate cycle	23	2509	0.009166998804304504
GO:0000428	cellular_component	DNA-directed RNA polymerase complex	2	2509	7.971303308090873E-4
GO:0046872	molecular_function	metal ion binding	343	2509	0.13670785173375846
GO:0005506	molecular_function	iron ion binding	7	2509	0.0027899561578318055
GO:0005507	molecular_function	copper ion binding	16	2509	0.006377042646472699
GO:0032879	biological_process	regulation of localization	38	2509	0.01514547628537266
GO:0032880	biological_process	regulation of protein localization	38	2509	0.01514547628537266
GO:0010207	biological_process	photosystem II assembly	7	2509	0.0027899561578318055
GO:0042058	biological_process	regulation of epidermal growth factor receptor signaling pathway	2	2509	7.971303308090873E-4
GO:0042059	biological_process	negative regulation of epidermal growth factor receptor signaling pathway	2	2509	7.971303308090873E-4
GO:0032886	biological_process	regulation of microtubule-based process	12	2509	0.004782781984854523
GO:0005522	molecular_function	profilin binding	4	2509	0.0015942606616181746
GO:0005523	molecular_function	tropomyosin binding	4	2509	0.0015942606616181746
GO:0005524	molecular_function	ATP binding	187	2509	0.07453168593064965
GO:0005525	molecular_function	GTP binding	64	2509	0.025508170585890794
GO:0010218	biological_process	response to far red light	4	2509	0.0015942606616181746
GO:0071417	biological_process	cellular response to organonitrogen compound	4	2509	0.0015942606616181746
GO:0010226	biological_process	response to lithium ion	4	2509	0.0015942606616181746
GO:0010243	biological_process	response to organonitrogen compound	4	2509	0.0015942606616181746
GO:0016567	biological_process	protein ubiquitination	2	2509	7.971303308090873E-4
GO:0031386	molecular_function	protein tag	2	2509	7.971303308090873E-4
GO:0019318	biological_process	hexose metabolic process	9	2509	0.0035870864886408927
GO:0005840	cellular_component	ribosome	87	2509	0.0346751693901953
GO:0042119	biological_process	neutrophil activation	12	2509	0.004782781984854523
GO:0032940	biological_process	secretion by cell	37	2509	0.014746911119968115
GO:0042126	biological_process	nitrate metabolic process	24	2509	0.009565563969709047
GO:0052126	biological_process	movement in host environment	2	2509	7.971303308090873E-4
GO:0042128	biological_process	nitrate assimilation	24	2509	0.009565563969709047
GO:0019344	biological_process	cysteine biosynthetic process	6	2509	0.0023913909924272616
GO:0032954	biological_process	regulation of cytokinetic process	1	2509	3.9856516540454366E-4
GO:0010286	biological_process	heat acclimation	18	2509	0.007174172977281785
GO:0032955	biological_process	regulation of barrier septum assembly	1	2509	3.9856516540454366E-4
GO:0010287	cellular_component	plastoglobule	42	2509	0.016739736946990835
GO:0000715	biological_process	nucleotide-excision repair, DNA damage recognition	2	2509	7.971303308090873E-4
GO:0000717	biological_process	nucleotide-excision repair, DNA duplex unwinding	2	2509	7.971303308090873E-4
GO:0000726	biological_process	non-recombinational repair	1	2509	3.9856516540454366E-4
GO:0019362	biological_process	pyridine nucleotide metabolic process	9	2509	0.0035870864886408927
GO:0071495	biological_process	cellular response to endogenous stimulus	4	2509	0.0015942606616181746
GO:0071496	biological_process	cellular response to external stimulus	22	2509	0.00876843363889996
GO:0042168	biological_process	heme metabolic process	7	2509	0.0027899561578318055
GO:0005615	cellular_component	extracellular space	24	2509	0.009565563969709047
GO:0042170	cellular_component	plastid membrane	43	2509	0.017138302112395375
GO:0032982	cellular_component	myosin filament	4	2509	0.0015942606616181746
GO:0005618	cellular_component	cell wall	88	2509	0.03507373455559984
GO:0032984	biological_process	macromolecular complex disassembly	31	2509	0.012355520127540853
GO:0010319	cellular_component	stromule	14	2509	0.005579912315663611
GO:0005623	cellular_component	cell	22	2509	0.00876843363889996
GO:0042176	biological_process	regulation of protein catabolic process	21	2509	0.008369868473495417
GO:0032986	biological_process	protein-DNA complex disassembly	2	2509	7.971303308090873E-4
GO:0042177	biological_process	negative regulation of protein catabolic process	19	2509	0.00757273814268633
GO:0032988	biological_process	ribonucleoprotein complex disassembly	17	2509	0.006775607811877242
GO:0032989	biological_process	cellular component morphogenesis	18	2509	0.007174172977281785
GO:0032990	biological_process	cell part morphogenesis	18	2509	0.007174172977281785
GO:0032991	cellular_component	macromolecular complex	646	2509	0.2574730968513352
GO:0005628	cellular_component	prospore membrane	4	2509	0.0015942606616181746
GO:0032993	cellular_component	protein-DNA complex	37	2509	0.014746911119968115
GO:0005634	cellular_component	nucleus	93	2509	0.03706656038262256
GO:0005635	cellular_component	nuclear envelope	19	2509	0.00757273814268633
GO:0019395	biological_process	fatty acid oxidation	6	2509	0.0023913909924272616
GO:0005641	cellular_component	nuclear envelope lumen	12	2509	0.004782781984854523
GO:0005737	cellular_component	cytoplasm	302	2509	0.12036667995217218
GO:0052192	biological_process	movement in environment of other organism involved in symbiotic interaction	2	2509	7.971303308090873E-4
GO:0033013	biological_process	tetrapyrrole metabolic process	8	2509	0.0031885213232363493
GO:0033014	biological_process	tetrapyrrole biosynthetic process	8	2509	0.0031885213232363493
GO:0046700	biological_process	heterocycle catabolic process	3	2509	0.0011956954962136308
GO:0005654	cellular_component	nucleoplasm	13	2509	0.0051813471502590676
GO:0005658	cellular_component	alpha DNA polymerase:primase complex	1	2509	3.9856516540454366E-4
GO:0000781	cellular_component	chromosome, telomeric region	8	2509	0.0031885213232363493
GO:0000784	cellular_component	nuclear chromosome, telomeric region	8	2509	0.0031885213232363493
GO:0052212	biological_process	modification of morphology or physiology of other organism via secreted substance involved in symbiotic interaction	36	2509	0.01434834595456357
GO:0000785	cellular_component	chromatin	13	2509	0.0051813471502590676
GO:0000786	cellular_component	nucleosome	37	2509	0.014746911119968115
GO:0071554	biological_process	cell wall organization or biogenesis	5	2509	0.0019928258270227183
GO:0042221	biological_process	response to chemical	85	2509	0.03387803905938621
GO:0071555	biological_process	cell wall organization	4	2509	0.0015942606616181746
GO:0000788	cellular_component	nuclear nucleosome	15	2509	0.005978477481068154
GO:0000790	cellular_component	nuclear chromatin	7	2509	0.0027899561578318055
GO:0033036	biological_process	macromolecule localization	44	2509	0.01753686727779992
GO:0019438	biological_process	aromatic compound biosynthetic process	90	2509	0.03587086488640893
GO:0033043	biological_process	regulation of organelle organization	31	2509	0.012355520127540853
GO:0019439	biological_process	aromatic compound catabolic process	3	2509	0.0011956954962136308
GO:1904589	biological_process	regulation of protein import	26	2509	0.010362694300518135
GO:0033044	biological_process	regulation of chromosome organization	19	2509	0.00757273814268633
GO:0033045	biological_process	regulation of sister chromatid segregation	19	2509	0.00757273814268633
GO:1904591	biological_process	positive regulation of protein import	26	2509	0.010362694300518135
GO:0033046	biological_process	negative regulation of sister chromatid segregation	19	2509	0.00757273814268633
GO:0033047	biological_process	regulation of mitotic sister chromatid segregation	19	2509	0.00757273814268633
GO:0010380	biological_process	regulation of chlorophyll biosynthetic process	18	2509	0.007174172977281785
GO:0033048	biological_process	negative regulation of mitotic sister chromatid segregation	19	2509	0.00757273814268633
GO:0005694	cellular_component	chromosome	39	2509	0.015544041450777202
GO:0000812	cellular_component	Swr1 complex	4	2509	0.0015942606616181746
GO:0042244	biological_process	spore wall assembly	4	2509	0.0015942606616181746
GO:0010389	biological_process	regulation of G2/M transition of mitotic cell cycle	33	2509	0.01315265045834994
GO:0005700	cellular_component	polytene chromosome	6	2509	0.0023913909924272616
GO:0000819	biological_process	sister chromatid segregation	12	2509	0.004782781984854523
GO:0033067	biological_process	macrolide metabolic process	1	2509	3.9856516540454366E-4
GO:0033068	biological_process	macrolide biosynthetic process	1	2509	3.9856516540454366E-4
GO:1904621	biological_process	regulation of actin-dependent ATPase activity	4	2509	0.0015942606616181746
GO:1904623	biological_process	positive regulation of actin-dependent ATPase activity	4	2509	0.0015942606616181746
GO:0042276	biological_process	error-prone translesion synthesis	2	2509	7.971303308090873E-4
GO:0042277	molecular_function	peptide binding	13	2509	0.0051813471502590676
GO:0046785	biological_process	microtubule polymerization	19	2509	0.00757273814268633
GO:0000902	biological_process	cell morphogenesis	16	2509	0.006377042646472699
GO:0005730	cellular_component	nucleolus	35	2509	0.013949780789159028
GO:0000904	biological_process	cell morphogenesis involved in differentiation	16	2509	0.006377042646472699
GO:0046794	biological_process	transport of virus	2	2509	7.971303308090873E-4
GO:0042287	molecular_function	MHC protein binding	12	2509	0.004782781984854523
GO:0042288	molecular_function	MHC class I protein binding	12	2509	0.004782781984854523
GO:0000910	biological_process	cytokinesis	23	2509	0.009166998804304504
GO:0005741	cellular_component	mitochondrial outer membrane	2	2509	7.971303308090873E-4
GO:0000912	biological_process	assembly of actomyosin apparatus involved in cytokinesis	4	2509	0.0015942606616181746
GO:0000915	biological_process	actomyosin contractile ring assembly	4	2509	0.0015942606616181746
GO:0000916	biological_process	actomyosin contractile ring contraction	4	2509	0.0015942606616181746
GO:0042306	biological_process	regulation of protein import into nucleus	26	2509	0.010362694300518135
GO:0045263	cellular_component	proton-transporting ATP synthase complex, coupling factor F(o)	2	2509	7.971303308090873E-4
