Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
18,1177,ETNP14_120maa_PROKKA_92245,219.70,46,51,2,,39544,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
24,107180,ETNP_120m_free_PROKKA_148225,213.05,51,31,0,,25635,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
29,118962,ETSP_PROKKA_00299,198.28,57,24,2,,17975,Alpha-keto acid-binding periplasmic protein TakP precursor
31,1420,ETNP14_120maa_PROKKA_68035,167.82,35,19,4,,45184,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
31,1421,NP_300m_PROKKA_04504,167.82,34,19,4,,45565,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
32,2015,NP_85m_PROKKA_11502,164.46,32,17,1,,44294,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
26,107200,ETNP_120m_free_PROKKA_284341,163.76,49,32,0,,24589,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
34,119061,NP_85m_PROKKA_07022,155.05,32,17,6,,38817,Alpha-keto acid-binding periplasmic protein TakP precursor
35,135234,ETNP_120m_free_PROKKA_72733,148.28,13,16,0,,39902,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
30,107342,ETNP14_120maa_PROKKA_108374,144.59,24,21,7,,40014,Alpha-keto acid-binding periplasmic protein TakP precursor
30,107343,NP_300m_PROKKA_20973,144.59,24,21,7,,40155,Alpha-keto acid-binding periplasmic protein TakP precursor
30,107344,ETNP_120m_PROKKA_74307,144.59,24,21,7,,40322,Alpha-keto acid-binding periplasmic protein TakP precursor
27,118955,NP_85m_PROKKA_11169,143.61,37,31,1,,39471,Alpha-keto acid-binding periplasmic protein TakP precursor
27,118956,NP_100m_PROKKA_06558,143.61,37,31,1,,39471,Alpha-keto acid-binding periplasmic protein TakP precursor
27,118957,NP_300m_PROKKA_11637,143.61,37,31,1,,39471,Alpha-keto acid-binding periplasmic protein TakP precursor
27,118958,ETNP_110m_PROKKA_31734,143.61,37,31,1,,39471,Alpha-keto acid-binding periplasmic protein TakP precursor
39,119156,ETNP14_68maa_PROKKA_27470,141.57,24,13,1,,38974,Alpha-keto acid-binding periplasmic protein TakP precursor
41,2098,NP_300m_PROKKA_09744,136.21,28,15,4,,64538,putative oxidoreductase YdhV
36,118985,NP_85m_PROKKA_02682,132.60,25,18,6,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
36,118986,NP_125m_PROKKA_00202,132.60,25,18,6,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
36,118987,ETNP_120m_particle_PROKKA_184419,132.60,25,18,6,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
36,118988,ETNP14_120maa_PROKKA_07471,132.60,25,18,6,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
36,118989,NP_100m_PROKKA_00367,132.60,25,18,6,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
36,118990,ETNP_110m_PROKKA_38395,132.60,25,18,6,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
36,118991,ETNP_100m_particle_PROKKA_40531,132.60,25,18,6,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
66,119182,NP_300m_PROKKA_43196,131.12,32,10,2,,17657,Alpha-keto acid-binding periplasmic protein TakP precursor
74,119304,NP_300m_PROKKA_37106,130.07,26,9,0,,17737,Alpha-keto acid-binding periplasmic protein TakP precursor
71,1997,NP_300m_PROKKA_09254,127.70,18,10,0,,65054,putative oxidoreductase YdhV
71,1998,ETNP_180m_PROKKA_236033,127.70,17,10,0,,67443,putative oxidoreductase YdhV
40,4819,NP_300m_PROKKA_19608,126.80,38,14,4,,39249,Bacterial extracellular solute-binding protein
28,118967,ETNP14_120maa_PROKKA_156631,124.67,36,27,0,,39652,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
64,119181,ETNP14_120mab_PROKKA_11207,124.09,20,10,0,,26594,Alpha-keto acid-binding periplasmic protein TakP precursor
86,107167,ETNP_110m_PROKKA_49243,124.06,26,10,10,,47623,Aliphatic amidase expression-regulating protein
86,107168,NP_100m_PROKKA_08459,124.06,25,10,10,,50268,Aliphatic amidase expression-regulating protein
86,107169,NP_125m_PROKKA_07093,124.06,25,10,10,,50268,Aliphatic amidase expression-regulating protein
77,4738,NP_300m_PROKKA_06204,122.58,24,9,7,,39385,Bacterial extracellular solute-binding protein
77,4739,ETNP_120m_particle_PROKKA_168206,122.58,24,9,7,,39375,Bacterial extracellular solute-binding protein
77,4737,ETNP_120m_PROKKA_307121,122.58,24,9,7,,39385,Bacterial extracellular solute-binding protein
77,4740,ETNP_140m_PROKKA_80561,122.58,24,9,7,,39385,Bacterial extracellular solute-binding protein
33,118979,ETNP_110m_PROKKA_40671,120.36,49,16,0,,16730,Alpha-keto acid-binding periplasmic protein TakP precursor
88,3749,NP_100m_PROKKA_16248,119.32,25,8,8,,31451,hypothetical protein
81,118964,ETNP_120m_PROKKA_279895,118.28,28,9,3,,34920,Putative thiamine biosynthesis protein
81,118965,NP_300m_PROKKA_05219,118.28,27,9,3,,35492,Putative thiamine biosynthesis protein
81,118966,ETNP_140m_PROKKA_111734,118.28,27,9,3,,35434,Putative thiamine biosynthesis protein
44,257,XP_003080933,117.21,25,15,9,,52460,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
43,107189,NP_100m_PROKKA_12960,112.50,28,14,0,,35769,General L-amino acid-binding periplasmic protein AapJ precursor
38,129,ETNP_120m_PROKKA_318382,112.42,29,13,7,,34262,hypothetical protein
38,182,ETNP_100m_particle_PROKKA_10535,112.42,33,13,7,,30242,hypothetical protein
72,3719,ETNP14_120maa_PROKKA_188335,112.03,20,8,8,,36107,Glycine betaine-binding periplasmic protein precursor
83,135258,NP_125m_PROKKA_10641,111.83,45,9,0,,14330,Phasin protein
79,135257,ETNP14_120mab_PROKKA_154447,111.47,45,9,1,,16774,Phasin protein
49,2101,ETNP14_120maa_PROKKA_139086,110.87,32,13,2,,33406,hypothetical protein
70,107347,NP_300m_PROKKA_09456,108.76,40,10,1,,11688,hypothetical protein
37,118980,ETNP14_120mab_PROKKA_80611,107.87,37,14,0,,16752,Alpha-keto acid-binding periplasmic protein TakP precursor
78,135235,NP_300m_PROKKA_02516,107.27,13,9,0,,65477,putative oxidoreductase YdhV
50,119010,ETNP14_68maa_PROKKA_79872,105.89,29,12,1,,32890,General L-amino acid-binding periplasmic protein AapJ precursor
58,361,ETNP14_68maa_PROKKA_99193,105.39,27,12,0,,37467,General L-amino acid-binding periplasmic protein AapJ precursor
57,135248,Fosmid_PROKKA_01487,105.01,19,11,0,,37431,General L-amino acid-binding periplasmic protein AapJ precursor
56,3783,NP_300m_PROKKA_38912,104.72,24,12,2,,31318,hypothetical protein
59,389,ETNP14_120maa_PROKKA_111366,104.69,29,12,0,,37337,General L-amino acid-binding periplasmic protein AapJ precursor
62,107212,NP_85m_PROKKA_09530,104.34,22,10,0,,36415,General L-amino acid-binding periplasmic protein AapJ precursor
45,119045,NP_85m_PROKKA_21996,103.95,41,13,0,,16578,Alpha-keto acid-binding periplasmic protein TakP precursor
75,107174,ETNP_300m_PROKKA_184521,103.16,13,9,9,,67558,Methanol dehydrogenase [cytochrome c] subunit 1
75,107175,NP_300m_PROKKA_11083,103.16,12,9,9,,71720,Methanol dehydrogenase [cytochrome c] subunit 1 precursor
53,3497,ETNP14_120maa_PROKKA_167511,101.73,26,11,4,,28495,hypothetical protein
61,57413,NP_300m_PROKKA_14803,101.64,23,11,2,,57679,60 kDa chaperonin
61,57414,ETNP_120m_particle_PROKKA_189924,101.64,23,11,2,,57693,60 kDa chaperonin
61,118943,ETNP_120m_PROKKA_167165,101.64,23,11,2,,57725,60 kDa chaperonin
61,57411,ETNP_180m_PROKKA_186511,101.64,23,11,2,,57711,60 kDa chaperonin
61,57412,ETNP_160m_PROKKA_52423,101.64,23,11,2,,57723,60 kDa chaperonin
54,3450,ETNP_110m_PROKKA_32298,101.63,33,11,3,,24386,hypothetical protein
163,1272,ETNP_110m_PROKKA_21843,100.77,13,4,4,,39676,Bacterial extracellular solute-binding protein
163,1273,NP_125m_PROKKA_06923,100.77,13,4,4,,39676,Bacterial extracellular solute-binding protein
163,1276,NP_300m_PROKKA_14486,100.77,13,4,4,,39676,Bacterial extracellular solute-binding protein
163,1277,NP_85m_PROKKA_10440,100.77,13,4,4,,39676,Bacterial extracellular solute-binding protein
163,1274,NP_100m_PROKKA_07350,100.77,13,4,4,,39672,Bacterial extracellular solute-binding protein
163,1275,ETNP_100m_PROKKA_85620,100.77,13,4,4,,39676,Bacterial extracellular solute-binding protein
163,1278,ETNP14_120maa_PROKKA_29432,100.77,13,4,4,,39676,Bacterial extracellular solute-binding protein
87,118998,NP_300m_PROKKA_16564,100.68,27,7,5,,34169,Taurine-binding periplasmic protein precursor
82,135251,ETNP14_120maa_PROKKA_173526,99.55,28,8,0,,22868,General L-amino acid-binding periplasmic protein AapJ precursor
80,135237,NP_300m_PROKKA_32834,99.38,33,9,2,,20897,Phasin protein
51,119145,ETNP14_120mab_PROKKA_70952,98.05,36,12,0,,16596,Alpha-keto acid-binding periplasmic protein TakP precursor
93,135353,NP_85m_PROKKA_35046,98.01,41,6,5,,8900,DNA-binding protein HU-beta
93,135354,NP_300m_PROKKA_03284,98.01,41,6,5,,8900,DNA-binding protein HU-beta
93,135355,NP_100m_PROKKA_04177,98.01,41,6,5,,8900,DNA-binding protein HU-beta
73,57387,ETNP14_120maa_PROKKA_147886,97.83,23,10,0,,37502,General L-amino acid-binding periplasmic protein AapJ precursor
48,119013,ETNP_150m_particle_PROKKA_20236,97.28,7,9,1,,143052,Respiratory nitrate reductase 1 alpha chain
48,135238,ETNP_180m_PROKKA_86331,97.28,7,9,1,,143052,Respiratory nitrate reductase 1 alpha chain
90,135244,ETNP_110m_PROKKA_39770,96.45,57,9,2,,16208,Phasin protein
90,135245,NP_300m_PROKKA_12723,96.45,44,9,2,,22261,Phasin protein
90,135246,ETNP_120m_particle_PROKKA_230148,96.45,43,9,2,,22375,Phasin protein
84,119088,ETNP14_120maa_PROKKA_142729,95.80,31,8,0,,22916,General L-amino acid-binding periplasmic protein AapJ precursor
42,119126,ETNP_140m_PROKKA_06451,95.61,46,10,0,,9674,hypothetical protein
122,135239,ETNP_180m_PROKKA_10472,95.11,16,6,6,,41160,hypothetical protein
122,135240,ETNP_140m_PROKKA_98798,95.11,16,6,6,,41133,hypothetical protein
122,135241,ETNP_300m_PROKKA_33322,95.11,16,6,6,,41160,hypothetical protein
47,119015,ETNP14_120mab_PROKKA_153572,94.96,50,10,0,,6805,hypothetical protein
52,118973,ETNP14_120maa_PROKKA_115246,94.53,45,9,0,,10276,Alpha-keto acid-binding periplasmic protein TakP precursor
91,107196,ETNP_150m_particle_PROKKA_41519,93.76,40,8,0,,22939,General L-amino acid-binding periplasmic protein AapJ precursor
119,135242,NP_125m_PROKKA_13433,93.03,46,6,0,,16438,Phasin protein
89,119017,ETNP_120m_PROKKA_51846,92.69,85,9,1,,6355,hypothetical protein
89,119018,ETNP_120m_particle_PROKKA_191004,92.69,45,9,1,,11651,Alpha-keto acid-binding periplasmic protein TakP precursor
99,119077,ETNP_160m_PROKKA_191879,92.60,18,7,1,,35633,Putative thiamine biosynthesis protein
99,119078,ETNP_300m_PROKKA_160293,92.60,18,7,1,,35633,Putative thiamine biosynthesis protein
99,119079,ETNP_180m_PROKKA_145440,92.60,18,7,1,,35633,Putative thiamine biosynthesis protein
99,119080,NP_300m_PROKKA_25466,92.60,18,7,1,,35633,Putative thiamine biosynthesis protein
118,4678,NP_100m_PROKKA_02946,92.21,13,6,6,,44655,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
118,4679,NP_125m_PROKKA_07443,92.21,13,6,6,,44625,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
118,135236,ETNP_100m_particle_PROKKA_14269,92.21,13,6,6,,44665,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
101,4167,ETNP_140m_PROKKA_39161,92.13,16,8,8,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
101,4163,ETNP_120m_PROKKA_104890,92.13,16,8,8,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
101,4164,ETNP_160m_PROKKA_11298,92.13,16,8,8,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
101,4165,ETNP_120m_free_PROKKA_226201,92.13,16,8,8,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
101,4166,ETNP_180m_PROKKA_236213,92.13,16,8,8,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
101,4168,ETNP_300m_PROKKA_75120,92.13,16,8,8,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
76,107232,ETNP_120m_PROKKA_24459,91.47,18,7,3,,39368,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
76,107233,ETNP_160m_PROKKA_188359,91.47,18,7,3,,39393,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
63,107341,ETNP_120m_free_PROKKA_108705,91.23,41,11,1,,27037,Bacterial extracellular solute-binding protein
63,2738,ETNP_120m_PROKKA_117417,91.23,32,11,1,,34430,Bacterial extracellular solute-binding protein
55,107320,ETNP_120m_free_PROKKA_148224,91.00,49,12,0,,16430,Alpha-keto acid-binding periplasmic protein TakP precursor
85,1730,ETNP_110m_PROKKA_42220,90.99,16,9,2,,33245,hypothetical protein
60,118974,NP_300m_PROKKA_08375,90.87,6,8,0,,144201,Respiratory nitrate reductase 1 alpha chain
60,118975,NP_85m_PROKKA_03144,90.87,6,8,0,,144201,Respiratory nitrate reductase 1 alpha chain
60,118976,ETNP14_120maa_PROKKA_05361,90.87,6,8,0,,144201,Respiratory nitrate reductase 1 alpha chain
60,118977,NP_125m_PROKKA_01168,90.87,6,8,0,,144201,Respiratory nitrate reductase 1 alpha chain
165,100362,ETNP_300m_PROKKA_120044,90.59,15,4,4,,39133,hypothetical protein
165,119057,NP_100m_PROKKA_07401,90.59,10,4,4,,60120,flagellar basal body rod modification protein
165,119058,ETNP14_120maa_PROKKA_12653,90.59,10,4,4,,60454,flagellar basal body rod modification protein
165,119277,NP_85m_PROKKA_15506,90.59,12,4,4,,49468,flagellar basal body rod modification protein
68,57443,ETNP_120m_PROKKA_317269,90.30,16,8,0,,57580,60 kDa chaperonin
104,107264,ETNP14_120mab_PROKKA_51545,89.99,30,8,0,,25279,General L-amino acid-binding periplasmic protein AapJ precursor
46,119162,NP_300m_PROKKA_44350,89.74,22,11,1,,25832,Alpha-keto acid-binding periplasmic protein TakP precursor
134,107253,NP_85m_PROKKA_10662,89.63,13,4,2,,40095,Bacterial extracellular solute-binding protein
134,107254,NP_100m_PROKKA_06649,89.63,13,4,2,,40141,Bacterial extracellular solute-binding protein
94,107218,ETNP_120m_particle_PROKKA_72442,89.17,21,7,7,,34812,NMT1/THI5 like protein
112,108028,NP_300m_PROKKA_06057,89.14,24,4,4,,23421,Rhodanese-like domain protein
112,108029,ETNP_120m_particle_PROKKA_202758,89.14,24,4,4,,23421,Rhodanese-like domain protein
112,108030,ETNP_300m_PROKKA_95801,89.14,24,4,4,,23421,Rhodanese-like domain protein
112,108031,ETNP_180m_PROKKA_60051,89.14,24,4,4,,23421,Rhodanese-like domain protein
112,108032,ETNP_120m_PROKKA_162168,89.14,24,4,4,,23421,Rhodanese-like domain protein
112,108033,ETNP_160m_PROKKA_75611,89.14,24,4,4,,23421,Rhodanese-like domain protein
154,135345,ETNP_120m_PROKKA_20628,89.00,14,4,4,,36295,Bacterial extracellular solute-binding protein  family 7
154,135346,ETNP_120m_particle_PROKKA_78706,89.00,14,4,4,,36295,Bacterial extracellular solute-binding protein  family 7
154,135347,NP_300m_PROKKA_12335,89.00,14,4,4,,36295,Bacterial extracellular solute-binding protein  family 7
154,135348,ETNP_140m_PROKKA_21796,89.00,14,4,4,,36295,Bacterial extracellular solute-binding protein  family 7
67,118993,ETNP14_120maa_PROKKA_32935,88.90,5,7,0,,143282,Respiratory nitrate reductase 1 alpha chain
124,119113,ETNP_300m_PROKKA_135134,88.69,53,5,1,,9824,hypothetical protein
95,119225,ETNP_90m_PROKKA_36342,88.35,14,8,2,,39449,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
95,119226,ETNP_100m_PROKKA_40642,88.35,14,8,2,,39449,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
95,119227,ETNP_120m_PROKKA_189568,88.35,14,8,2,,39449,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
69,119146,ETNP_140m_PROKKA_09993,87.75,16,8,2,,58218,60 kDa chaperonin
69,119147,ETNP_120m_PROKKA_273782,87.75,16,8,2,,58218,60 kDa chaperonin
69,119148,NP_300m_PROKKA_13154,87.75,16,8,2,,58218,60 kDa chaperonin
106,107346,NP_300m_PROKKA_45804,87.73,80,7,0,,6378,hypothetical protein
65,107316,ETNP14_120maa_PROKKA_27079,87.29,7,9,0,,142899,Respiratory nitrate reductase 1 alpha chain
116,1122,NP_300m_PROKKA_21694,85.55,14,5,3,,34459,Putative aliphatic sulfonates-binding protein precursor
97,107311,ETNP_120m_free_PROKKA_61385,84.40,11,5,0,,39404,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
97,107312,ETNP_120m_PROKKA_306054,84.40,11,5,0,,39404,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
97,107300,ETNP_140m_PROKKA_160529,84.40,18,5,0,,24139,Alpha-keto acid-binding periplasmic protein TakP precursor
97,107301,ETNP_300m_PROKKA_19830,84.40,18,5,0,,24139,Alpha-keto acid-binding periplasmic protein TakP precursor
113,135291,ETNP14_120mab_PROKKA_90767,83.90,31,5,0,,14361,General L-amino acid-binding periplasmic protein AapJ precursor
105,261,XP_003056479,82.79,10,5,0,,49615,beta tubulin  Micromonas pusilla CCMP1545
141,2983,ETNP_120m_free_PROKKA_182392,81.94,13,4,4,,34119,glycine betaine transporter periplasmic subunit
141,2984,ETNP_180m_PROKKA_61735,81.94,12,4,4,,36437,glycine betaine transporter periplasmic subunit
141,2985,ETNP_120m_PROKKA_150239,81.94,12,4,4,,36437,glycine betaine transporter periplasmic subunit
141,2986,NP_300m_PROKKA_22777,81.94,12,4,4,,36437,glycine betaine transporter periplasmic subunit
141,2987,ETNP_300m_PROKKA_25221,81.94,12,4,4,,36437,glycine betaine transporter periplasmic subunit
141,2988,ETNP_160m_PROKKA_158752,81.94,12,4,4,,36437,glycine betaine transporter periplasmic subunit
187,135364,ETNP_160m_PROKKA_29141,81.88,15,2,2,,24481,Endoglucanase precursor
98,107721,NP_300m_PROKKA_29559,81.82,18,7,1,,35723,General L-amino acid-binding periplasmic protein AapJ precursor
98,107722,NP_300m_PROKKA_31612,81.82,18,7,1,,35624,General L-amino acid-binding periplasmic protein AapJ precursor
98,107723,ETNP14_120maa_PROKKA_145599,81.82,18,7,1,,35657,General L-amino acid-binding periplasmic protein AapJ precursor
98,107725,ETNP14_120maa_PROKKA_76715,81.82,18,7,1,,35723,General L-amino acid-binding periplasmic protein AapJ precursor
147,1644,Fosmid_PROKKA_01396,80.97,16,4,1,,34648,Taurine-binding periplasmic protein precursor
92,57447,ETNP_120m_free_PROKKA_106804,80.75,16,8,0,,57826,60 kDa chaperonin
92,118959,ETNP_120m_PROKKA_114163,80.75,16,8,0,,57826,60 kDa chaperonin
111,135286,NP_300m_PROKKA_02512,79.97,20,6,6,,40041,Bacterial extracellular solute-binding protein
111,135287,ETNP_180m_PROKKA_185546,79.97,20,6,6,,40041,Bacterial extracellular solute-binding protein
111,135288,ETNP_300m_PROKKA_97270,79.97,20,6,6,,40041,Bacterial extracellular solute-binding protein
111,135289,ETNP_160m_PROKKA_05108,79.97,20,6,6,,40041,Bacterial extracellular solute-binding protein
111,135290,ETNP_140m_PROKKA_93610,79.97,20,6,6,,40041,Bacterial extracellular solute-binding protein
148,474,ETNP_100m_particle_PROKKA_82300,79.70,36,4,2,,14624,Tubulin/FtsZ family  GTPase domain
110,119128,ETNP_140m_PROKKA_10835,79.36,13,7,2,,66680,putative ABC transporter-binding protein precursor
110,119129,NP_300m_PROKKA_04737,79.36,11,7,2,,77292,putative ABC transporter-binding protein precursor
110,119130,ETNP_120m_particle_PROKKA_76508,79.36,11,7,2,,77292,putative ABC transporter-binding protein precursor
109,88006,NP_300m_PROKKA_05383,77.41,19,6,4,,36427,General L-amino acid-binding periplasmic protein AapJ precursor
109,119121,ETNP14_120maa_PROKKA_113527,77.41,19,6,4,,36427,General L-amino acid-binding periplasmic protein AapJ precursor
109,119122,ETNP_120m_PROKKA_05595,77.41,19,6,4,,36427,General L-amino acid-binding periplasmic protein AapJ precursor
109,119123,ETNP_160m_PROKKA_33848,77.41,19,6,4,,36427,General L-amino acid-binding periplasmic protein AapJ precursor
109,119124,ETNP_140m_PROKKA_123038,77.41,19,6,4,,36427,General L-amino acid-binding periplasmic protein AapJ precursor
107,943,ETNP_100m_particle_PROKKA_145656,76.53,39,7,3,,17714,hypothetical protein
127,2074,XP_002180656,76.37,9,5,1,,49747,predicted protein  Phaeodactylum tricornutum CCAP 1055
144,135280,ETNP14_68maa_PROKKA_77621,75.94,8,4,1,,58136,Respiratory nitrate reductase 2 beta chain
144,135281,ETNP_150m_particle_PROKKA_14505,75.94,7,4,1,,64310,Respiratory nitrate reductase 1 beta chain
144,135282,NP_100m_PROKKA_14072,75.94,9,4,1,,47045,Respiratory nitrate reductase 2 beta chain
123,119083,ETNP_180m_PROKKA_170303,75.74,12,6,1,,66724,putative ABC transporter-binding protein precursor
102,119229,WP_007231746,75.42,11,5,0,,56930,molecular chaperone GroEL gamma proteobacterium HTCC2207
136,135305,NP_100m_PROKKA_02327,74.74,15,5,5,,34235,Tripartite tricarboxylate transporter family receptor
136,135306,NP_125m_PROKKA_08462,74.74,15,5,5,,34265,Tripartite tricarboxylate transporter family receptor
136,135307,NP_85m_PROKKA_14245,74.74,15,5,5,,34235,Tripartite tricarboxylate transporter family receptor
136,135308,ETNP_120m_particle_PROKKA_59438,74.74,15,5,5,,34265,Tripartite tricarboxylate transporter family receptor
136,135309,ETNP_100m_PROKKA_72417,74.74,40,5,5,,13644,Tripartite tricarboxylate transporter family receptor
136,135310,ETNP_150m_particle_PROKKA_27964,74.74,28,5,5,,19289,Tripartite tricarboxylate transporter family receptor
136,135311,NP_300m_PROKKA_23447,74.74,28,5,5,,19321,Tripartite tricarboxylate transporter family receptor
125,3258,ETNP_120m_PROKKA_131601,74.47,25,6,6,,29164,ABC transporter arginine-binding protein 1 precursor
125,3259,NP_300m_PROKKA_04554,74.47,25,6,6,,29164,ABC transporter arginine-binding protein 1 precursor
108,107714,ETNP_100m_PROKKA_82916,74.11,22,6,0,,25902,General L-amino acid-binding periplasmic protein AapJ precursor
108,107716,NP_30m_PROKKA_06165,74.11,22,6,0,,25930,General L-amino acid-binding periplasmic protein AapJ precursor
108,107718,ETNP14_120mab_PROKKA_29877,74.11,22,6,0,,25886,General L-amino acid-binding periplasmic protein AapJ precursor
143,367,XP_003074486,73.50,6,4,0,,64641,TBB1_VOLCA Tubulin beta chain ISS partial  Ostreococcus tauri
185,135267,ETNP14_68maa_PROKKA_16814,73.49,3,3,2,,142252,Respiratory nitrate reductase 1 alpha chain
185,135274,ETNP14_120maa_PROKKA_38683,73.49,3,3,2,,142443,Respiratory nitrate reductase 1 alpha chain
214,135380,NP_300m_PROKKA_07533,72.92,5,2,2,,63977,Hydroxylamine oxidoreductase precursor
120,85278,ETNP14_68maa_PROKKA_12099,72.31,9,6,1,,47970,Major capsid protein Gp23
120,85279,ETNP_90m_PROKKA_20127,72.31,9,6,1,,47970,Major capsid protein Gp23
208,118948,ETNP_150m_particle_PROKKA_05466,71.75,7,2,2,,45158,Phenoxybenzoate dioxygenase subunit alpha
208,118949,ETNP_110m_PROKKA_22939,71.75,7,2,2,,45172,Phenoxybenzoate dioxygenase subunit alpha
