Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja04-20170410,Area etnp-ja04-20170410,#Peptides,#Unique,#Spec etnp-ja04-20170410,PTM,Avg. Mass,Description
50,24976,WP_018047899,127.33,28,28,1.29E7,15,4,19,Carbamidomethylation; Oxidation (M),49419,hypothetical protein Nitrospina sp AB-629-B18
65,25018,WP_042251421,124.99,10,10,9.12E5,14,2,14,,131969,nitrate oxidoreductase subunit alpha  partial Nitrospina gracilis
87,167588,ETNP14_120,124.13,49,49,1.48E5,11,2,11,,16774,Phasin protein
32,167602,ETNP14_120,124.04,44,44,,23,0,30,Carbamidomethylation,16752,Alpha-keto acid-binding periplasmic protein TakP precursor
142,133967,ETNP_120,124.01,12,12,,5,0,6,,39611,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
41,167579,ETNP_120,123.92,16,16,,22,0,26,Oxidation (M),39902,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
47,133984,ETNP_180,123.43,18,18,3.9E6,20,7,21,,81192,Multicopper oxidase
83,103166,ETNP_160,121.98,24,24,1.06E4,9,1,11,Carbamidomethylation,36178,General L-amino acid-binding periplasmic protein AapJ precursor
83,103167,NP_300,121.98,24,24,1.06E4,9,1,11,Carbamidomethylation,36188,General L-amino acid-binding periplasmic protein AapJ precursor
83,103168,ETNP_120,121.98,24,24,1.06E4,9,1,11,Carbamidomethylation,36178,General L-amino acid-binding periplasmic protein AapJ precursor
83,103169,ETNP_140,121.98,24,24,1.06E4,9,1,11,Carbamidomethylation,36178,General L-amino acid-binding periplasmic protein AapJ precursor
83,103165,ETNP_300,121.98,24,24,1.06E4,9,1,11,Carbamidomethylation,36178,General L-amino acid-binding periplasmic protein AapJ precursor
83,103170,ETNP_180,121.98,24,24,1.06E4,9,1,11,Carbamidomethylation,36178,General L-amino acid-binding periplasmic protein AapJ precursor
83,103158,ETNP_120,121.98,27,27,1.06E4,9,1,11,Carbamidomethylation,32337,General L-amino acid-binding periplasmic protein AapJ precursor
168,167637,ETNP_120,121.69,10,10,3.59E6,3,2,5,Carbamidomethylation,49423,hypothetical protein
45,133863,ETNP14_120,121.44,43,43,,16,0,25,,22916,General L-amino acid-binding periplasmic protein AapJ precursor
70,133871,NP_85,120.96,11,11,,13,0,13,,95451,Perchlorate reductase subunit alpha precursor
70,133872,ETNP14_120,120.96,11,11,,13,0,13,,96721,Perchlorate reductase subunit alpha precursor
115,167592,NP_125,120.22,41,41,,8,0,8,,14330,Phasin protein
128,25244,WP_053820550,119.24,20,20,,4,0,7,Carbamidomethylation,39362,hypothetical protein Candidatus Thioglobus singularis
61,132,XP_003062500,118.62,16,16,2.06E6,15,11,15,,49730,alpha tubulin  Micromonas pusilla CCMP1545
61,133,XP_003058621,118.62,16,16,2.06E6,15,11,15,,49730,alpha tubulin  Micromonas pusilla CCMP1545
61,152,XP_003082284,118.62,16,16,2.06E6,15,11,15,,50099,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
61,151,XP_003080933,118.62,16,16,2.06E6,15,11,15,,52460,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
85,167575,ETNP14_120,118.12,21,21,2.52E6,11,6,11,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
85,167576,ETNP_160,118.12,21,21,2.52E6,11,6,11,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
85,167577,ETNP_180,118.12,21,21,2.52E6,11,6,11,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
91,167612,NP_85,117.88,47,47,1.98E6,9,8,10,Oxidation (M),8869,DNA-binding protein HU-beta
91,167613,ETNP_140,117.88,47,47,1.98E6,9,8,10,Oxidation (M),8905,DNA-binding protein HU-beta
91,167614,ETNP14_120,117.88,47,47,1.98E6,9,8,10,Oxidation (M),8869,DNA-binding protein HU-beta
91,167615,ETNP_120,117.88,47,47,1.98E6,9,8,10,Oxidation (M),8905,DNA-binding protein HU-beta
91,167616,NP_300,117.88,47,47,1.98E6,9,8,10,Oxidation (M),8905,DNA-binding protein HU-beta
99,152319,NP_125,116.89,19,19,2.82E6,7,5,9,Carbamidomethylation,35665,General L-amino acid-binding periplasmic protein AapJ precursor
99,152290,NP_300,116.89,19,19,2.82E6,7,5,9,Carbamidomethylation,35624,General L-amino acid-binding periplasmic protein AapJ precursor
46,133889,ETNP14_120,116.48,41,41,0E0,13,1,22,,22868,General L-amino acid-binding periplasmic protein AapJ precursor
59,167571,ETNP_180,116.48,11,11,3.21E5,15,3,16,,113871,Respiratory nitrate reductase 1 alpha chain
25,152327,NP_85,116.15,42,42,1.48E6,38,3,42,Carbamidomethylation; Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
25,152328,NP_100,116.15,42,42,1.48E6,38,3,42,Carbamidomethylation; Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
25,152329,NP_300,116.15,42,42,1.48E6,38,3,42,Carbamidomethylation; Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
25,167618,ETNP_110,116.15,42,42,1.48E6,38,3,42,Carbamidomethylation; Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
80,152250,NP_100,115.70,22,22,3.37E4,12,2,12,Carbamidomethylation,39587,Leu/Ile/Val/Thr-binding protein precursor
108,167581,NP_300,113.45,16,16,4.33E6,5,4,8,,54413,Periplasmic dipeptide transport protein precursor
56,152376,NP_85,113.19,28,28,2.26E6,16,7,17,Oxidation (M),38817,Alpha-keto acid-binding periplasmic protein TakP precursor
74,102472,ETNP_120,113.06,14,14,,9,0,13,,57580,60 kDa chaperonin
148,134228,NP_85,112.34,20,20,,4,0,6,Carbamidomethylation,39292,Bacterial extracellular solute-binding protein
49,1047,WP_023559773,111.58,4,4,0E0,6,1,20,,95439,protein disaggregation chaperone Alteromonas mediterranea
79,25514,WP_018048551,111.35,5,5,,12,0,12,Carbamidomethylation,181320,hypothetical protein Nitrospina sp AB-629-B18
193,134522,ETNP_120,110.37,39,39,,3,0,4,Carbamidomethylation,13806,hypothetical protein
191,152429,ETNP14_68,109.68,7,7,1.04E6,3,1,4,,39987,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
191,152427,ETNP14_68,109.68,7,7,1.04E6,3,1,4,,36766,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
191,152428,ETNP_120,109.68,7,7,1.04E6,3,1,4,,36766,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
191,152430,ETNP_90,109.68,7,7,1.04E6,3,1,4,,40436,Alpha-keto acid-binding periplasmic protein TakP precursor
191,152431,ETNP14_120,109.68,7,7,1.04E6,3,1,4,,40752,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
191,44036,WP_019307727,109.68,7,7,1.04E6,3,1,4,,40624,hypothetical protein SAR324 cluster bacterium SCGC AAA240-J09
191,152379,ETNP14_68,109.68,7,7,1.04E6,3,1,4,,40639,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
191,152432,ETNP14_120,109.68,7,7,1.04E6,3,1,4,,40645,Alpha-keto acid-binding periplasmic protein TakP precursor
191,152433,ETNP_300,109.68,7,7,1.04E6,3,1,4,,40632,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
191,152434,NP_300,109.68,7,7,1.04E6,3,1,4,,40632,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
191,152435,ETNP_180,109.68,7,7,1.04E6,3,1,4,,40632,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
94,102483,NP_300,109.11,11,11,,7,0,10,,57679,60 kDa chaperonin
94,102484,ETNP_120,109.11,11,11,,7,0,10,,57693,60 kDa chaperonin
94,102485,ETNP_120,109.11,11,11,,7,0,10,,57725,60 kDa chaperonin
94,102481,ETNP_180,109.11,11,11,,7,0,10,,57711,60 kDa chaperonin
94,102482,ETNP_160,109.11,11,11,,7,0,10,,57723,60 kDa chaperonin
94,102503,ETNP_120,109.11,11,11,,7,0,10,,57826,60 kDa chaperonin
94,102503,ETNP_120,109.11,11,11,,7,0,10,,57826,60 kDa chaperonin
129,134227,ETNP_140,108.62,20,20,,4,0,7,Carbamidomethylation,39438,Bacterial extracellular solute-binding protein
129,134229,NP_100,108.62,20,20,,4,0,7,Carbamidomethylation,39439,Bacterial extracellular solute-binding protein
129,134230,ETNP_180,108.62,20,20,,4,0,7,Carbamidomethylation,39438,Bacterial extracellular solute-binding protein
129,134231,NP_300,108.62,20,20,,4,0,7,Carbamidomethylation,39438,Bacterial extracellular solute-binding protein
93,137199,ETNP_180,108.18,7,7,,10,0,10,,86396,Multicopper oxidase
104,167582,ETNP_120,108.13,14,14,1.95E6,6,6,8,,76274,putative ABC transporter-binding protein precursor
104,167583,ETNP_180,108.13,14,14,1.95E6,6,6,8,,76290,putative ABC transporter-binding protein precursor
104,167584,ETNP_160,108.13,28,28,1.95E6,6,6,8,,39616,Periplasmic dipeptide transport protein precursor
180,134691,ETNP_120,107.76,18,18,1.96E6,4,4,4,Carbamidomethylation,34119,glycine betaine transporter periplasmic subunit
180,134692,ETNP_180,107.76,16,16,1.96E6,4,4,4,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
180,134693,ETNP_120,107.76,16,16,1.96E6,4,4,4,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
180,134694,NP_300,107.76,16,16,1.96E6,4,4,4,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
180,134695,ETNP_300,107.76,16,16,1.96E6,4,4,4,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
180,134696,ETNP_160,107.76,16,16,1.96E6,4,4,4,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
122,167645,ETNP_300,106.11,75,75,9.42E6,6,6,7,,7330,Cold shock protein CspA
122,167646,ETNP_160,106.11,75,75,9.42E6,6,6,7,,7344,Cold shock protein CspA
164,152240,ETNP_120,105.73,8,8,2.08E6,5,5,5,Carbamidomethylation,79540,Isoquinoline 1-oxidoreductase subunit beta
164,152240,ETNP_120,105.73,8,8,2.08E6,5,5,5,Carbamidomethylation,79540,Isoquinoline 1-oxidoreductase subunit beta
164,152247,ETNP_160,105.73,13,13,2.08E6,5,5,5,Carbamidomethylation,46381,Isoquinoline 1-oxidoreductase subunit beta
82,167652,NP_300,105.01,45,45,5.76E4,11,1,11,Carbamidomethylation,11688,hypothetical protein
36,152417,ETNP14_120,104.84,33,33,,28,0,29,Carbamidomethylation; Oxidation (M),39652,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
109,134251,ETNP_140,104.82,10,10,3.78E4,6,1,8,,58218,60 kDa chaperonin
109,134252,ETNP_120,104.82,10,10,3.78E4,6,1,8,,58218,60 kDa chaperonin
109,134253,NP_300,104.82,10,10,3.78E4,6,1,8,,58218,60 kDa chaperonin
88,102501,ETNP14_120,103.05,11,11,,8,0,11,,57430,60 kDa chaperonin
105,102527,NP_300,101.28,13,13,,6,0,8,,50654,60 kDa chaperonin
98,167605,NP_300,101.04,48,48,2.07E6,9,7,9,,13544,Phasin protein
98,167606,ETNP_120,101.04,46,46,2.07E6,9,7,9,,14077,Phasin protein
76,167610,NP_85,101.00,14,14,1.93E5,12,1,13,,76672,Nitrate reductase alpha subunit
106,134697,NP_300,100.86,14,14,,7,0,8,,35711,General L-amino acid-binding periplasmic protein AapJ precursor
69,167633,ETNP14_120,100.60,6,6,,13,0,14,,142899,Respiratory nitrate reductase 1 alpha chain
127,167572,NP_300,99.14,13,13,3.48E6,6,6,7,,77292,putative ABC transporter-binding protein precursor
127,167573,ETNP_120,99.14,13,13,3.48E6,6,6,7,,77292,putative ABC transporter-binding protein precursor
127,167574,ETNP_140,99.14,16,16,3.48E6,6,6,7,,66680,putative ABC transporter-binding protein precursor
227,167947,ETNP_120,98.85,7,7,2.04E6,2,1,3,Carbamidomethylation,47370,hypothetical protein
227,167948,ETNP_100,98.85,7,7,2.04E6,2,1,3,Carbamidomethylation,49306,hypothetical protein
170,167949,ETNP_100,97.70,47,47,,2,0,5,,10057,hypothetical protein
112,134548,ETNP_180,97.66,42,42,5.18E6,7,7,8,,9916,DNA-binding protein HU 1
112,134549,ETNP_120,97.66,42,42,5.18E6,7,7,8,,9916,DNA-binding protein HU 1
112,134549,ETNP_120,97.66,42,42,5.18E6,7,7,8,,9916,DNA-binding protein HU 1
112,134551,ETNP_300,97.66,42,42,5.18E6,7,7,8,,9916,DNA-binding protein HU 1
112,134552,ETNP_140,97.66,42,42,5.18E6,7,7,8,,9916,DNA-binding protein HU 1
112,134553,ETNP_160,97.66,42,42,5.18E6,7,7,8,,9916,DNA-binding protein HU 1
112,134554,ETNP_110,97.66,42,42,5.18E6,7,7,8,,9916,DNA-binding protein HU 1
112,134555,ETNP_100,97.66,42,42,5.18E6,7,7,8,,9916,DNA-binding protein HU 1
81,167640,ETNP14_120,97.20,7,7,,11,0,12,,110111,Respiratory nitrate reductase 1 alpha chain
92,152386,NP_300,97.13,19,19,9.29E5,10,3,10,,35973,Leucine-specific-binding protein precursor
92,167628,ETNP_160,97.13,24,24,9.29E5,10,3,10,,28332,hypothetical protein
92,167629,ETNP_140,97.13,23,23,9.29E5,10,3,10,,29965,hypothetical protein
84,167604,NP_300,97.01,35,35,1.15E4,10,2,11,Carbamidomethylation,35624,General L-amino acid-binding periplasmic protein AapJ precursor
96,167635,SAR11,94.26,9,9,,9,0,10,,86240,Nitrate reductase alpha subunit
96,167636,NP_85,94.26,8,8,,9,0,10,,89992,Nitrate reductase alpha subunit
73,133875,ETNP_160,94.26,32,32,3E5,12,1,13,Carbamidomethylation; Oxidation (M),39423,Dimethylsulfide dehydrogenase subunit beta
220,167951,NP_85,93.01,47,47,2.59E4,2,1,3,,10058,hypothetical protein
220,167952,ETNP_120,93.01,32,32,2.59E4,2,1,3,,14848,hypothetical protein
161,133887,NP_85,92.15,19,19,3.46E5,5,2,5,Oxidation (M),28964,Ethylbenzene dehydrogenase
138,167697,NP_85,91.55,40,40,1.98E6,4,3,6,Oxidation (M),8900,DNA-binding protein HU-beta
138,167698,NP_300,91.55,40,40,1.98E6,4,3,6,Oxidation (M),8900,DNA-binding protein HU-beta
138,167699,NP_100,91.55,40,40,1.98E6,4,3,6,Oxidation (M),8900,DNA-binding protein HU-beta
141,103803,ETNP_160,91.42,13,13,1.2E5,6,2,6,Carbamidomethylation,57117,60 kDa chaperonin
78,134435,NP_85,90.92,25,25,2.8E6,11,11,12,,40252,Bacterial extracellular solute-binding protein
78,134436,ETNP14_68,90.92,25,25,2.8E6,11,11,12,,40252,Bacterial extracellular solute-binding protein
78,134437,SAR11,90.92,25,25,2.8E6,11,11,12,,40222,hypothetical protein
78,134438,SAR11,90.92,25,25,2.8E6,11,11,12,,40252,hypothetical protein
