Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja02-20170410,Area etnp-ja02-20170410,#Peptides,#Unique,#Spec etnp-ja02-20170410,PTM,Avg. Mass,Description
9,133924,ETNP_140,236.33,72,72,3.62E7,39,39,68,Deamidation (NQ); Sodium adduct; Mutation,7685,Photosystem I reaction center subunit IV
9,133925,ETNP_110,236.33,72,72,3.62E7,39,39,68,Deamidation (NQ); Sodium adduct; Mutation,7685,Photosystem I reaction center subunit IV
9,133926,ETNP_100,236.33,72,72,3.62E7,39,39,68,Deamidation (NQ); Sodium adduct; Mutation,7671,Photosystem I reaction center subunit IV
9,133927,ETNP_120,236.33,72,72,3.62E7,39,39,68,Deamidation (NQ); Sodium adduct; Mutation,7685,Photosystem I reaction center subunit IV
4,102239,ETNP_140,228.10,93,93,4.35E7,66,3,107,Carbamidomethylation; Oxidation (M); Ubiquitin; Propionamide (K  X@N-term); Sodium adduct; 2 more,12752,hypothetical protein
4,102240,ETNP_110,228.10,93,93,4.35E7,66,3,107,Carbamidomethylation; Oxidation (M); Ubiquitin; Propionamide (K  X@N-term); Sodium adduct; 2 more,12752,hypothetical protein
4,102246,ETNP14_68,228.10,93,93,4.35E7,66,3,107,Carbamidomethylation; Oxidation (M); Ubiquitin; Propionamide (K  X@N-term); Sodium adduct; 2 more,12752,hypothetical protein
4,102241,ETNP_100,228.10,93,93,4.35E7,66,3,107,Carbamidomethylation; Oxidation (M); Ubiquitin; Propionamide (K  X@N-term); Sodium adduct; 2 more,12752,hypothetical protein
4,102244,NP_85,228.10,93,93,4.35E7,66,3,107,Carbamidomethylation; Oxidation (M); Ubiquitin; Propionamide (K  X@N-term); Sodium adduct; 2 more,12752,hypothetical protein
4,102248,ETNP_90,228.10,93,93,4.35E7,66,3,107,Carbamidomethylation; Oxidation (M); Ubiquitin; Propionamide (K  X@N-term); Sodium adduct; 2 more,12752,hypothetical protein
17,102211,ETNP_120,227.80,68,68,2.42E7,36,24,57,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Dethiomethyl; 4 more,18407,C-phycoerythrin class 2 subunit beta
17,102210,ETNP_90,227.80,68,68,2.42E7,36,24,57,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Dethiomethyl; 4 more,18407,C-phycoerythrin class 2 subunit beta
10,133817,ETNP_90,227.67,68,68,4.24E6,45,16,68,Dihydroxy; Deamidation (NQ); Formylation; Sodium adduct; Carbamylation; 2 more,29123,Photosystem II manganese-stabilizing polypeptide precursor
12,133818,ETNP_100,227.33,58,58,8.23E5,38,1,64,Oxidation (M); Deamidation (NQ); Formylation; Sodium adduct; Replacement of 2 protons by calcium; Mutation,29257,Photosystem II manganese-stabilizing polypeptide precursor
5,102245,ETNP_140,226.69,93,93,2.97E7,66,3,106,Carbamidomethylation; Oxidation (M); Ubiquitin; Propionamide (K  X@N-term); Sodium adduct; 2 more,12780,hypothetical protein
5,102242,ETNP_90,226.69,93,93,2.97E7,66,3,106,Carbamidomethylation; Oxidation (M); Ubiquitin; Propionamide (K  X@N-term); Sodium adduct; 2 more,12780,hypothetical protein
5,102247,ETNP_100,226.69,93,93,2.97E7,66,3,106,Carbamidomethylation; Oxidation (M); Ubiquitin; Propionamide (K  X@N-term); Sodium adduct; 2 more,12780,hypothetical protein
5,102243,ETNP_110,226.69,93,93,2.97E7,66,3,106,Carbamidomethylation; Oxidation (M); Ubiquitin; Propionamide (K  X@N-term); Sodium adduct; 2 more,12780,hypothetical protein
15,133819,ETNP_90,225.69,57,57,,35,0,59,Oxidation (M); Deamidation (NQ); Formylation; Sodium adduct; Replacement of 2 protons by calcium,29344,Photosystem II manganese-stabilizing polypeptide precursor
7,102719,ETNP_120,219.03,73,73,4.47E7,53,39,87,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Methylation(KR); 2 more,17736,C-phycoerythrin class 2 subunit alpha
7,102720,ETNP_90,219.03,73,73,4.47E7,53,39,87,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Methylation(KR); 2 more,17736,C-phycoerythrin class 2 subunit alpha
7,102718,ETNP_100,219.03,73,73,4.47E7,53,39,87,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Methylation(KR); 2 more,17736,C-phycoerythrin class 2 subunit alpha
20,133848,NP_85,216.00,60,60,3.15E7,34,34,46,Oxidation (M); Deamidation (NQ); Formylation; Sodium adduct; Tryptophan oxidation to kynurenin,18036,Cytochrome c-550 precursor
20,133849,ETNP14_68,216.00,60,60,3.15E7,34,34,46,Oxidation (M); Deamidation (NQ); Formylation; Sodium adduct; Tryptophan oxidation to kynurenin,18007,Cytochrome c-550 precursor
20,133850,ETNP_100,216.00,60,60,3.15E7,34,34,46,Oxidation (M); Deamidation (NQ); Formylation; Sodium adduct; Tryptophan oxidation to kynurenin,18007,Cytochrome c-550 precursor
8,101734,|#CONTAM#TRYP_PIG|,213.60,52,52,1.51E9,19,19,80,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Methylation(KR); 9 more,24409,sp|#CONTAM#TRYP_PIG|
27,101796,ETNP_100,207.64,42,42,5.55E6,18,4,38,Amidation,51643,Glutamine synthetase
28,96,WP_011129980,205.32,36,36,1.24E6,16,1,36,Carbamidomethylation; Pyro-glu from Q,52689,glutamine synthetase Prochlorococcus marinus
28,97,WP_036915357,205.32,36,36,1.24E6,16,1,36,Carbamidomethylation; Pyro-glu from Q,52679,glutamine synthetase Prochlorococcus sp MIT 0701
30,101758,ETNP_110,201.49,47,47,9.62E4,15,1,33,Carbamidomethylation; Amidation,45186,Glutamine synthetase
25,24996,WP_036913864,200.22,41,41,4.34E6,26,4,39,Oxidation (M); Deamidation (NQ); Sodium adduct,29231,photosystem II manganese-stabilizing polypeptide Prochlorococcus
21,102022,ETNP_90,191.72,46,46,1.26E7,31,19,47,Oxidation (M); Formylation; Dethiomethyl; Carbamylation; Sulphone; Tyrosine oxidation to 2-aminotyrosine,18490,C-phycoerythrin class 2 subunit beta
24,133841,ETNP14_68,186.20,73,73,,19,0,41,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Formylation (Protein N-term),15623,Photosystem I reaction center subunit II
23,133832,ETNP_90,183.77,79,79,9.52E6,19,2,44,Carbamidomethylation; Oxidation (M); Dihydroxy; Deamidation (NQ); Formylation; 2 more,15726,Photosystem I reaction center subunit II
13,101831,ETNP14_68,183.18,66,66,7.32E6,36,8,69,Oxidation (M); Deamidation (NQ); Formylation; Carbamylation; Amidation,9841,DNA-binding protein HU
13,101818,ETNP_90,183.18,66,66,7.32E6,36,8,69,Oxidation (M); Deamidation (NQ); Formylation; Carbamylation; Amidation,9826,DNA-binding protein HU
13,101821,ETNP_140,183.18,66,66,7.32E6,36,8,69,Oxidation (M); Deamidation (NQ); Formylation; Carbamylation; Amidation,9826,DNA-binding protein HU
13,159,WP_011295240,183.18,66,66,7.32E6,36,8,69,Oxidation (M); Deamidation (NQ); Formylation; Carbamylation; Amidation,9752,DNA-binding protein Prochlorococcus
13,101803,WP_011295240.1,183.18,66,66,7.32E6,36,8,69,Oxidation (M); Deamidation (NQ); Formylation; Carbamylation; Amidation,9752,MULTISPECIES: HU family DNA-binding protein [Prochlorococcus]
13,101819,ETNP_160,183.18,66,66,7.32E6,36,8,69,Oxidation (M); Deamidation (NQ); Formylation; Carbamylation; Amidation,9826,DNA-binding protein HU
13,167,WP_011130763,183.18,66,66,7.32E6,36,8,69,Oxidation (M); Deamidation (NQ); Formylation; Carbamylation; Amidation,9826,DNA-binding protein Prochlorococcus
13,101822,ETNP_100,183.18,66,66,7.32E6,36,8,69,Oxidation (M); Deamidation (NQ); Formylation; Carbamylation; Amidation,9826,DNA-binding protein HU
13,101823,ETNP_110,183.18,66,66,7.32E6,36,8,69,Oxidation (M); Deamidation (NQ); Formylation; Carbamylation; Amidation,9826,DNA-binding protein HU
11,132,XP_003062500,180.73,46,46,1.98E7,65,28,81,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Dehydration; 4 more,49730,alpha tubulin  Micromonas pusilla CCMP1545
11,133,XP_003058621,180.73,46,46,1.98E7,65,28,81,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Dehydration; 4 more,49730,alpha tubulin  Micromonas pusilla CCMP1545
14,101886,ETNP14_68,180.02,87,87,9.56E5,46,3,66,Carbamidomethylation; Oxidation (M); Propionamide (K  X@N-term); Pyro-glu from Q,13363,hypothetical protein
43,101787,ETNP14_68,178.79,92,92,2.92E5,20,1,31,Pyro-glu from Q,10831,10 kDa chaperonin
43,101784,ETNP_90,178.79,92,92,2.92E5,20,1,31,Pyro-glu from Q,10831,10 kDa chaperonin
43,101785,ETNP_100,178.79,92,92,2.92E5,20,1,31,Pyro-glu from Q,10831,10 kDa chaperonin
43,101786,ETNP_110,178.79,92,92,2.92E5,20,1,31,Pyro-glu from Q,10831,10 kDa chaperonin
43,101788,ETNP_160,178.79,81,81,2.92E5,20,1,31,Pyro-glu from Q,12462,10 kDa chaperonin
43,101789,ETNP_90,178.79,81,81,2.92E5,20,1,31,Pyro-glu from Q,12462,10 kDa chaperonin
26,133858,ETNP_120,178.32,69,69,,16,0,37,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Formylation (Protein N-term),15782,Photosystem I reaction center subunit II
26,24984,WP_036911259,178.32,69,69,,16,0,37,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Formylation (Protein N-term),15782,photosystem I reaction center subunit II Prochlorococcus
26,24985,WP_011131077,178.32,69,69,,16,0,37,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Formylation; Formylation (Protein N-term),15752,photosystem I protein PsaD Prochlorococcus marinus
16,101815,ETNP_60,174.25,81,81,4.26E5,43,1,63,Carbamidomethylation; Oxidation (M); Propionamide (K  X@N-term); Pyro-glu from Q; Mutation,12354,hypothetical protein
16,118,WP_011293945,174.25,81,81,4.26E5,43,1,63,Carbamidomethylation; Oxidation (M); Propionamide (K  X@N-term); Pyro-glu from Q; Mutation,12354,transcriptional regulator Prochlorococcus
31,101938,ETNP14_68,172.39,41,41,1.33E5,25,1,34,Carbamidomethylation; Pyro-glu from Q,37294,General L-amino acid-binding periplasmic protein AapJ precursor
18,101901,ETNP_120,170.86,64,64,1.04E6,30,2,56,Oxidation (M); Deamidation (NQ); Formylation,9884,DNA-binding protein HU 1
18,101902,ETNP_100,170.86,64,64,1.04E6,30,2,56,Oxidation (M); Deamidation (NQ); Formylation,9884,DNA-binding protein HU 1
18,101903,ETNP_90,170.86,64,64,1.04E6,30,2,56,Oxidation (M); Deamidation (NQ); Formylation,9884,DNA-binding protein HU 1
18,101873,ETNP_100,171.35,65,65,1.28E6,31,3,57,Oxidation (M); Deamidation (NQ); Formylation,9840,DNA-binding protein HU
18,101874,ETNP_140,171.35,65,65,1.28E6,31,3,57,Oxidation (M); Deamidation (NQ); Formylation,9840,DNA-binding protein HU
18,101875,ETNP_90,171.35,65,65,1.28E6,31,3,57,Oxidation (M); Deamidation (NQ); Formylation,9840,DNA-binding protein HU
18,304,WP_028952679,171.35,65,65,1.28E6,31,3,57,Oxidation (M); Deamidation (NQ); Formylation,9798,DNA-binding protein Synechococcus
22,102250,ETNP_100,170.68,50,50,,32,0,48,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
22,102252,ETNP_120,170.68,50,50,,32,0,48,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
22,102251,ETNP_90,170.68,50,50,,32,0,48,Carbamidomethylation; Oxidation (M),13968,hypothetical protein
32,100,WP_011282064,170.38,47,47,,27,0,35,Carbamidomethylation; Mutation,37685,amino acid ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
34,102137,ETNP14_68,168.86,43,43,,24,0,32,Carbamidomethylation; Pyro-glu from Q,37467,General L-amino acid-binding periplasmic protein AapJ precursor
47,101833,ETNP_140,168.64,92,92,1.7E6,19,1,30,Pyro-glu from Q,10815,10 kDa chaperonin
47,101834,ETNP_120,168.64,81,81,1.7E6,19,1,30,Pyro-glu from Q,12446,10 kDa chaperonin
47,101835,ETNP_100,168.64,81,81,1.7E6,19,1,30,Pyro-glu from Q,12446,10 kDa chaperonin
64,101753,CAK24425.1,166.47,79,79,,17,0,25,,10774,10 kDa chaperonin (Protein Cpn10) (groES protein) [Synechococcus sp. WH 7803]
74,21,WP_011127938,164.75,27,27,,12,0,20,,52468,glutamine synthetase Synechococcus sp WH 8102
19,102172,ETNP14_68,164.05,69,69,4.4E5,33,1,49,Oxidation (M),12780,hypothetical protein
35,102129,ETNP14_68,160.60,35,35,,21,0,30,Carbamidomethylation; Pyro-glu from Q,37979,General L-amino acid-binding periplasmic protein AapJ precursor
75,101760,WP_011823483.1,160.17,21,21,,10,0,19,Carbamidomethylation,52655,type I glutamate--ammonia ligase [Prochlorococcus marinus]
75,17,WP_038652138,160.17,21,21,,10,0,19,Carbamidomethylation,52654,glutamine synthetase Prochlorococcus sp MIT 0801
41,133860,ETNP14_68,159.53,53,53,1.76E7,18,17,25,Deamidation (NQ); Methylation(KR); Deoxy; Mutation,19236,Secreted effector protein pipB2
40,101885,ETNP14_120,157.98,36,36,,20,0,29,Carbamidomethylation; Pyro-glu from Q,37337,General L-amino acid-binding periplasmic protein AapJ precursor
72,101759,ETNP14_68,156.68,79,79,,17,0,24,,10829,10 kDa chaperonin
71,101746,WP_011295315.1,156.39,75,75,,15,0,23,,10877,co-chaperone GroES [Prochlorococcus marinus]
71,101747,ETNP_70,156.39,75,75,,15,0,23,,10877,10 kDa chaperonin
71,41,WP_036905521,156.39,75,75,,15,0,23,,10891,chaperonin Prochlorococcus
55,24970,WP_018047900,155.95,14,14,5.77E6,23,6,28,Oxidation (M); Pyro-glu from Q,133487,hypothetical protein Nitrospina sp AB-629-B18
49,101884,ETNP14_120,155.40,49,49,,17,0,25,Carbamidomethylation; Pyro-glu from Q,22870,General L-amino acid-binding periplasmic protein AapJ precursor
49,101939,ETNP14_68,156.42,60,60,,18,0,26,Carbamidomethylation; Pyro-glu from Q,19715,General L-amino acid-binding periplasmic protein AapJ precursor
52,133838,NP_85,153.32,35,35,,19,0,25,Carbamidomethylation,36415,General L-amino acid-binding periplasmic protein AapJ precursor
65,75,WP_011130818,153.21,90,90,,18,0,25,Carbamylation,10889,molecular chaperone GroES Prochlorococcus
65,101791,ETNP_90,153.21,90,90,,18,0,25,Carbamylation,10889,10 kDa chaperonin
50,102143,SAR11,152.59,30,30,,17,0,25,Carbamidomethylation; Pyro-glu from Q,38368,Putative amino-acid ABC transporter-binding protein YhdW
50,102142,SAR11,152.59,30,30,,17,0,25,Carbamidomethylation; Pyro-glu from Q,38010,Putative amino-acid ABC transporter-binding protein YhdW
50,102144,SAR11,152.59,29,29,,17,0,25,Carbamidomethylation; Pyro-glu from Q,38623,Putative amino-acid ABC transporter-binding protein YhdW
58,102124,ETNP14_68,152.43,46,46,,19,0,25,Carbamidomethylation,27000,General L-amino acid-binding periplasmic protein AapJ precursor
66,101793,ETNP_90,152.34,90,90,,17,0,24,Carbamylation,10903,10 kDa chaperonin
46,101841,ETNP_90,151.97,27,27,7.71E3,13,1,25,Carbamidomethylation; Deamidation (NQ); Amidation,52721,Glutamine synthetase
57,102119,ETNP14_68,151.61,55,55,,18,0,24,Carbamidomethylation,22930,General L-amino acid-binding periplasmic protein AapJ precursor
54,133847,ETNP_150,149.95,47,47,,16,0,24,Carbamidomethylation; Pyro-glu from Q; Mutation,22939,General L-amino acid-binding periplasmic protein AapJ precursor
38,790,WP_038543228,149.87,34,34,1.93E6,15,3,24,Carbamidomethylation; Formylation; Oxidation or Hydroxylation; Mutation,17823,bleomycin hydrolase Synechococcus sp KORDI-100
78,101773,ETNP_120,149.85,75,75,,14,0,21,,10831,10 kDa chaperonin
78,101772,ETNP14_68,149.85,75,75,,14,0,21,,10831,10 kDa chaperonin
44,102130,ETNP14_120,149.76,31,31,,17,0,25,Carbamidomethylation; Pyro-glu from Q,37502,General L-amino acid-binding periplasmic protein AapJ precursor
42,101934,ETNP14_120,149.52,35,35,,18,0,27,Carbamidomethylation; Pyro-glu from Q,37413,General L-amino acid-binding periplasmic protein AapJ precursor
91,133864,ETNP_100,149.42,27,27,,14,0,15,Carbamidomethylation,30921,General L-amino acid-binding periplasmic protein AapJ precursor
73,101728,ETNP_90,149.36,22,22,3.55E4,17,1,20,Deamidation (NQ),57387,60 kDa chaperonin 1
73,101729,ETNP_120,149.36,22,22,3.55E4,17,1,20,Deamidation (NQ),57387,60 kDa chaperonin 1
73,101730,ETNP_100,149.36,22,22,3.55E4,17,1,20,Deamidation (NQ),57358,60 kDa chaperonin 1
73,101731,ETNP_90,149.36,22,22,3.55E4,17,1,20,Deamidation (NQ),57358,60 kDa chaperonin 1
51,101933,SAR11,148.92,32,32,,17,0,25,Carbamidomethylation; Pyro-glu from Q,37561,Putative amino-acid ABC transporter-binding protein YhdW
36,101817,CAK22918.1,148.91,35,35,3.95E6,19,9,26,Formylation; Glycidamide adduct; Mutation,17825,C-phycoerythrin class II alpha chain [Synechococcus sp. WH 7803]
85,5,WP_011127385,146.95,20,20,2.29E6,16,1,18,Methylation(KR),57175,molecular chaperone GroEL Synechococcus
85,4,WP_038546435,146.95,20,20,2.29E6,16,1,18,Methylation(KR),57099,molecular chaperone GroEL Synechococcus sp KORDI-100
53,133852,ETNP14_68,146.95,37,37,,17,0,23,Carbamidomethylation; Mutation,32890,General L-amino acid-binding periplasmic protein AapJ precursor
48,133842,NP_85,146.03,40,40,1.08E7,21,9,25,Carbamidomethylation; Oxidation (M),49419,Selenate reductase subunit beta
48,133843,ETNP14_68,146.03,40,40,1.08E7,21,9,25,Carbamidomethylation; Oxidation (M),49437,Selenate reductase subunit beta
48,24976,WP_018047899,146.03,40,40,1.08E7,21,9,25,Carbamidomethylation; Oxidation (M),49419,hypothetical protein Nitrospina sp AB-629-B18
67,102167,ETNP14_120,145.97,58,58,5.82E5,15,1,18,Carbamidomethylation; Pyro-glu from Q,19778,General L-amino acid-binding periplasmic protein AapJ precursor
29,1121,WP_038544649,145.39,34,34,8.34E4,20,1,30,Oxidation (M); Methylation(KR),12813,AbrB family transcriptional regulator Synechococcus sp KORDI-100
59,102462,ETNP14_68,143.86,48,48,1.22E7,17,13,24,Carbamidomethylation; Methylation(others),27433,Photosystem II manganese-stabilizing polypeptide precursor
60,133863,ETNP14_120,143.17,47,47,,15,0,21,Carbamidomethylation,22916,General L-amino acid-binding periplasmic protein AapJ precursor
61,25099,WP_036913959,141.99,42,42,2.03E6,10,1,19,Deamidation (NQ),13062,photosystem II complex extrinsic protein precursor U Prochlorococcus
100,133839,ETNP14_68,140.99,48,48,1.07E7,11,8,16,Carbamidomethylation; Oxidation (M),16351,hypothetical protein
39,102221,WP_011376129.1,139.62,63,63,,22,0,31,Carbamidomethylation; Oxidation (M),12506,AbrB family transcriptional regulator [Prochlorococcus marinus]
56,461,XP_002180656,138.80,20,20,6.92E4,25,2,27,Carbamidomethylation; Oxidation (M); Dehydration; Dethiomethyl,49747,predicted protein  Phaeodactylum tricornutum CCAP 1055
63,101863,ETNP_100,137.55,79,79,5.86E5,17,3,22,Oxidation (M); Deamidation (NQ),10550,Major carboxysome shell protein 1A
63,101864,ETNP_90,137.55,79,79,5.86E5,17,3,22,Oxidation (M); Deamidation (NQ),10550,Major carboxysome shell protein 1A
37,101811,ETNP_100,137.10,77,77,1.74E7,25,17,30,Oxidation (M); Mutation,14624,Tubulin/FtsZ family  GTPase domain
84,133888,ETNP14_68,135.96,51,51,2.22E6,12,2,16,Carbamidomethylation; Ethyl amino; Deoxy,15614,Photosystem I reaction center subunit II
76,133876,ETNP_120,134.30,17,17,2.6E6,10,1,16,,39122,Chlorate reductase subunit gamma precursor
89,101895,CAK23773.1,134.16,22,22,,12,0,17,,52509,Glutamine synthetase  glutamate ammonia ligase [Synechococcus sp. WH 7803]
77,133871,NP_85,132.45,16,16,2.78E4,18,1,21,Oxidation (M); Mutation,95451,Perchlorate reductase subunit alpha precursor
77,133872,ETNP14_120,132.45,16,16,2.78E4,18,1,21,Oxidation (M); Mutation,96721,Perchlorate reductase subunit alpha precursor
99,101790,WP_011376435.1,132.35,22,22,,11,0,17,,52810,type I glutamate--ammonia ligase [Prochlorococcus marinus]
68,101859,ETNP_90,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
68,133877,ETNP_120,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
68,101862,ETNP14_68,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
68,133878,ETNP_100,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
68,101860,ETNP_160,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
68,101865,ETNP_110,131.64,79,79,1.08E6,16,2,20,Oxidation (M),10552,Major carboxysome shell protein 1A
62,102096,ETNP_120,129.88,57,57,6.16E5,18,1,22,Carbamidomethylation; Oxidation (M); Dehydration; Dethiomethyl; Mutation,14995,hypothetical protein
62,102097,ETNP_120,129.88,55,55,6.16E5,18,1,22,Carbamidomethylation; Oxidation (M); Dehydration; Dethiomethyl; Mutation,15516,hypothetical protein
102,230668,NP_85,128.46,24,24,7.02E6,10,9,12,Oxidation (M); Methylation(KR),38586,Divinyl chlorophyll a/b light-harvesting protein PcbB
87,102497,ETNP_90,128.40,77,77,5.52E5,12,1,17,Carbamidomethylation; Oxidation (M); Methylation(others); Mutation,8876,Photosystem I iron-sulfur center
45,133918,CAK24629.1,128.24,33,33,5E6,13,1,24,Oxidation (M); Acetylation (N-term),13898,Photosystem II 12 kDa extrinsic PsbU protein [Synechococcus sp. WH 7803]
94,134016,ETNP_100,128.05,59,59,3.9E6,11,2,13,,8598,Acyl carrier protein
94,134017,ETNP14_68,128.05,59,59,3.9E6,11,2,13,,8598,Acyl carrier protein
94,134018,ETNP_160,128.05,53,53,3.9E6,11,2,13,,9468,Acyl carrier protein
94,134019,ETNP_140,128.05,53,53,3.9E6,11,2,13,,9498,Acyl carrier protein
94,134020,ETNP_90,128.05,53,53,3.9E6,11,2,13,,9498,Acyl carrier protein
90,133866,ETNP14_120,127.24,26,26,1.07E5,10,1,14,Oxidation (M),32866,Ethylbenzene dehydrogenase
141,133853,ETNP_100,125.30,36,36,4.82E6,6,1,8,Carbamidomethylation,23940,Photosystem I reaction center subunit III precursor
82,133988,ETNP_100,124.39,34,34,4.09E6,15,8,18,Carbamidomethylation; Propionamide (K  X@N-term),16306,hypothetical protein
104,1392,WP_042851104,123.96,39,39,0E0,10,1,13,Carbamidomethylation; Mutation,15685,photosystem I reaction center subunit II Prochlorococcus sp MIT 0604
93,25081,WP_006173380,123.82,39,39,3.74E4,11,3,14,Carbamidomethylation; Phosphorylation (STY); Mutation,15749,photosystem I reaction center subunit II PsaD Synechococcus sp WH 5701
97,25018,WP_042251421,123.27,12,12,0E0,16,1,17,Pyro-glu from Q; Deoxy; Mutation,131969,nitrate oxidoreductase subunit alpha  partial Nitrospina gracilis
111,134309,CAK22623.1,123.26,40,40,5.54E6,10,1,11,,8641,Acyl carrier protein [Synechococcus sp. WH 7803]
111,25692,WP_007099572,123.26,40,40,5.54E6,10,1,11,,8641,acyl carrier protein Synechococcus
111,134310,ETNP_120,123.26,40,40,5.54E6,10,1,11,,8658,Acyl carrier protein
111,25694,WP_011131320,123.26,40,40,5.54E6,10,1,11,,8658,acyl carrier protein Prochlorococcus
111,134311,ETNP_100,123.26,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
111,134312,NP_30,123.26,36,36,5.54E6,10,1,11,,9512,Acyl carrier protein
111,134313,ETNP_90,123.26,36,36,5.54E6,10,1,11,,9518,Acyl carrier protein
111,134314,NP_85,123.26,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
111,134315,ETNP_110,123.26,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
111,134316,ETNP14_68,123.26,36,36,5.54E6,10,1,11,,9503,Acyl carrier protein
111,134317,ETNP_120,123.26,36,36,5.54E6,10,1,11,,9503,Acyl carrier protein
111,134318,ETNP_90,123.26,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
111,134319,ETNP_120,123.26,36,36,5.54E6,10,1,11,,9548,Acyl carrier protein
138,133887,NP_85,122.51,24,24,1.95E6,7,3,9,,28964,Ethylbenzene dehydrogenase
88,102312,ETNP_70,122.41,57,57,8.07E5,11,1,16,Carbamidomethylation; Oxidation (M); Mutation,8842,Photosystem I iron-sulfur center
88,718,WP_006850103,122.41,57,57,8.07E5,11,1,16,Carbamidomethylation; Oxidation (M); Mutation,8842,photosystem I iron-sulfur center Chroococcales
81,101802,CAK23103.1,122.17,75,75,2.65E5,15,1,18,Oxidation (M),10584,Carboxysome shell peptide [Synechococcus sp. WH 7803]
81,106,WP_006169870,122.17,75,75,2.65E5,15,1,18,Oxidation (M),10584,carbon dioxide-concentrating mechanism protein CcmK Cyanobacteria
70,339,WP_038543623,121.07,40,40,,17,0,23,Carbamidomethylation; Oxidation (M),12811,AbrB family transcriptional regulator Synechococcus sp KORDI-100
