Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) RAL95_trypsin_MED_1,Area RAL95_trypsin_MED_1,#Peptides,#Unique,#Spec RAL95_trypsin_MED_1,PTM,Avg. Mass,Description
27,10079,PMM1494,324.63,48,48,3.63E8,47,46,78,Carbamidomethylation; Oxidation (M),127148,| infB | translation initiation factor IF-2
57,10485,PMM0226,320.91,50,50,2.8E8,25,21,52,Carbamidomethylation; Oxidation (M),66746,| ftsH2 | cell division protein FtsH2
19,10505,PMM1309,309.54,74,74,2.55E9,31,31,100,Carbamidomethylation; Oxidation (M),39151,| ftsZ | cell division protein FtsZ
31,16061,PMM0583,309.46,58,58,6.34E8,25,25,72,Oxidation (M),38974,| hemE | uroporphyrinogen decarboxylase
32,9922,PMM0661,307.92,54,54,4.67E8,37,37,70,Carbamidomethylation,90662,| nrdJ | ribonucleotide reductase (class II)
26,10147,PMM1191,305.91,49,49,9.32E8,37,35,79,Carbamidomethylation; Oxidation (M),78668,| pnp | polynucleotide phosphorylase/polyadenylase
11,10638,PMM1350,305.27,81,81,3.96E9,27,27,118,Carbamidomethylation; Oxidation (M),20921,| PMM1350 | pentapeptide repeat-containing protein
28,9970,PMM0970,304.55,55,55,1.05E9,20,20,78,Carbamidomethylation; Oxidation (M),47600,| urtA | putative urea ABC transporter  substrate binding protein
23,12807,PMM1264,302.21,52,52,8.76E8,39,35,81,Carbamidomethylation; Oxidation (M),67227,| ftsH3 | cell division protein FtsH3
58,13311,PMM1492,297.55,62,62,3.29E8,24,24,51,Carbamidomethylation; Oxidation (M),52999,| nusA | transcription elongation factor NusA
75,10111,PMM0743,296.21,45,45,2.07E8,26,25,44,Carbamidomethylation; Oxidation (M),68885,| ftsH1 | FtsH ATP-dependent protease-like protein
16,13010,PMM0195,296.08,83,83,2.16E9,32,32,109,Carbamidomethylation; Oxidation (M),42964,| pgk | phosphoglycerate kinase
49,9881,PMM1610,295.22,60,60,3.86E8,29,29,57,Carbamidomethylation; Oxidation (M),72988,| tktA | transketolase
41,16026,PMM0920,291.86,58,58,7.64E8,25,25,59,Carbamidomethylation,52878,| glnA | glutamine synthetase  glutamate--ammonia ligase
94,9842,PMM1712,291.68,43,43,1.63E8,33,33,41,Carbamidomethylation,105952,| uvrA | excinuclease ABC subunit A
50,16029,PMM0208,291.13,60,60,6.71E8,21,21,56,Carbamidomethylation; Oxidation (M),45899,| eno | enolase
51,10009,PMM1509,291.00,59,59,3.07E8,31,31,54,Carbamidomethylation; Oxidation (M),75690,| fusA | elongation factor G
106,10275,PMM1062,289.29,68,68,3.45E8,25,25,39,Carbamidomethylation; Oxidation (M),41000,| guaB | inosine 5-monophosphate dehydrogenase
54,10593,PMM1438,289.22,64,64,4.67E8,24,24,54,Oxidation (M),51980,| atpB | F0F1 ATP synthase subunit beta
30,16013,PMM1315,288.49,77,77,8.79E8,24,24,73,Carbamidomethylation; Oxidation (M),36630,| ilvC | ketol-acid reductoisomerase
24,16072,PMM0856,288.35,87,87,3.85E9,21,21,82,Carbamidomethylation; Oxidation (M),21758,| tpx | thioredoxin peroxidase
36,16012,PMM0769,288.33,66,66,5.45E8,32,32,61,Carbamidomethylation; Oxidation (M),48074,| glgC | glucose-1-phosphate adenylyltransferase
33,12823,PMM1287,284.98,53,53,3.56E8,35,35,70,,79939,| PMM1287 | hypothetical protein
56,9760,PMM1512,284.38,29,29,1.14E8,37,37,52,Carbamidomethylation; Oxidation (M),168148,| glsF | ferredoxin-dependent glutamate synthase
95,10120,PMM1416,283.57,51,51,2.17E8,23,23,41,Oxidation (M),75064,| PMM1416 | hypothetical protein
43,16015,PMM0483,283.43,70,70,1E9,28,28,61,Carbamidomethylation; Oxidation (M),46265,| hemL | glutamate-1-semialdehyde aminotransferase
99,16024,PMM0023,282.68,71,71,7.58E8,19,19,41,Carbamidomethylation; Oxidation (M),36991,| gap2 | glyceraldehyde 3-phosphate dehydrogenase(NADP+)(phosphorylating)
70,9897,PMM0010,282.16,57,57,1.86E8,27,27,46,,48441,| ftsY | signal recognition particle docking protein FtsY
40,10695,PMM1247,281.41,62,62,9.18E8,23,23,64,Carbamidomethylation; Oxidation (M),46454,| PMM1247 | hypothetical protein
29,16014,PMM0405,280.69,72,72,5.58E8,29,29,73,Carbamidomethylation; Oxidation (M),49186,| pdhC | branched-chain alpha-keto acid dehydrogenase subunit E2
69,10596,PMM1338,280.41,43,43,4.03E8,30,30,46,Carbamidomethylation,78849,| PMM1338 | chloroplast outer envelope membrane protein
68,16080,PMM0767,280.07,73,73,4.55E8,20,20,46,Carbamidomethylation; Oxidation (M),35150,| glpX | fructose 1 6-bisphosphatase II
17,10720,PMM0016,279.39,84,84,3.01E9,30,30,101,Oxidation (M),27671,| grpE | heat shock protein GrpE
25,12851,PMM0550,278.75,48,48,1.89E9,25,25,82,Carbamidomethylation; Oxidation (M),52574,| rbcL | ribulose bisophosphate carboxylase
53,10445,PMM1033,278.32,60,60,5.18E8,28,28,55,Oxidation (M),51156,| PMM1033 | cobalamin synthesis protein/P47K
42,13324,PMM0552,276.06,53,53,3.59E8,36,36,60,Carbamidomethylation; Oxidation (M),81882,| csoS2 | carboxysome shell protein CsoS2
2,12774,PMM1437,275.58,83,83,2.75E10,41,41,415,,10789,| groES | co-chaperonin GroES
74,16025,PMM0311,274.78,60,60,5.9E8,21,21,45,Carbamidomethylation; Oxidation (M),45083,| metK | S-adenosylmethionine synthetase
39,16010,PMM0506,273.16,68,68,3.28E8,33,33,64,Carbamidomethylation; Oxidation (M),47868,| purA adeK | adenylosuccinate synthetase
117,16065,PMM0832,272.84,79,79,1.25E8,21,21,37,Carbamidomethylation; Oxidation (M),30639,| dapB | dihydrodipicolinate reductase
78,9921,PMM0312,272.60,61,61,6E8,24,24,44,Oxidation (M),40876,| rps1a | 30S ribosomal protein S1
63,10709,PMM0946,272.20,67,67,3.62E8,28,28,49,Carbamidomethylation; Oxidation (M),52187,| gatA | aspartyl/glutamyl-tRNA amidotransferase subunit A
73,13181,PMM1196,269.26,61,61,2.13E8,26,26,44,Carbamidomethylation; Oxidation (M),54798,| manC | GDP-mannose pyrophosphorylase
85,9807,PMM0831,269.18,36,36,1.22E8,31,31,43,Carbamidomethylation,150089,| chlH | magnesium chelatase subunit H
127,12849,PMM1625,269.16,52,52,1.62E8,23,23,35,Carbamidomethylation; Oxidation (M),51826,| ahcY | S-adenosyl-L-homocysteine hydrolase
48,16056,PMM0781,269.13,61,61,9.24E8,21,21,58,Carbamidomethylation; Oxidation (M),39000,| cbbA cfxA fbaA fda | fructose-1 6-bisphosphate aldolase
10,12776,PMM0482,269.06,73,73,3.49E9,23,23,138,Oxidation (M),29085,| phb | Band 7 protein
66,9819,PMM0238,268.86,41,41,2.83E8,34,34,46,Carbamidomethylation,111413,| ileS | isoleucyl-tRNA synthetase
45,12793,PMM0619,268.48,51,51,3.91E8,35,35,58,Carbamidomethylation; Oxidation (M),74453,| acs | acetyl-coenzyme A synthetase
72,9935,PMM0758,268.35,51,51,1.42E8,27,27,45,Carbamidomethylation; Oxidation (M),67887,| sir | sulfite reductase subunit beta
77,10727,PMM0324,268.07,61,61,2.85E8,24,24,44,Carbamidomethylation; Oxidation (M),47586,| ctpA | carboxyl-terminal protease
122,13321,PMM1258,266.41,59,59,2.21E8,20,20,36,Carbamidomethylation; Oxidation (M),43323,| PMM1258 | pyridoxal-phosphate-dependent aminotransferase
59,16033,PMM1147,266.21,67,67,4.69E8,22,22,50,Carbamidomethylation; Oxidation (M),39873,| pntA-1 | putative nicotinamide nucleotide transhydrogenase  subunit alpha 1 (A1)
46,10212,PMM1665,263.86,63,63,5.14E8,21,21,58,Carbamidomethylation; Oxidation (M),44463,| sqdB | sulfolipid (UDP-sulfoquinovose) biosynthesis protein
131,16046,PMM0878,263.75,70,70,1.96E8,18,17,34,Oxidation (M),34080,| ilvE | branched-chain amino acid aminotransferase
18,10017,PMM1075,263.50,62,62,2.9E9,23,23,95,Carbamidomethylation; Oxidation (M),41714,| petH | ferredoxin-NADP oxidoreductase (FNR)
35,10236,PMM1484,262.67,53,53,5.35E8,31,31,66,Carbamidomethylation; Oxidation (M),72380,| rpoC1 | DNA-directed RNA polymerase subunit gamma
88,13075,PMM1596,262.67,52,52,3.78E8,22,22,41,Carbamidomethylation,52630,| icd | isocitrate dehydrogenase
80,16052,PMM1630,261.93,39,39,3.27E8,18,18,44,Oxidation (M),51437,| PMM1630 | Mg2+ transporter
140,9839,PMM0825,261.69,34,34,6.59E7,26,26,32,Carbamidomethylation; Oxidation (M),121483,| carB | carbamoyl-phosphate synthase  large subunit
44,9995,PMM1634,261.59,56,56,2.22E8,36,36,59,Carbamidomethylation; Oxidation (M),73508,| gyrB | DNA gyrase subunit B
87,13016,PMM0774,261.46,56,56,3.3E8,27,27,43,Carbamidomethylation; Oxidation (M),59461,| ilvD | dihydroxy-acid dehydratase
108,16019,PMM0001,260.96,70,70,3.47E8,20,20,39,Carbamidomethylation; Oxidation (M),42505,| dnaN | DNA polymerase III subunit beta
55,16011,PMM0258,260.85,68,68,4.22E8,27,27,54,Carbamidomethylation; Oxidation (M),46407,| glyA | serine hydroxymethyltransferase
132,10057,PMM0134,260.72,70,70,2.51E8,20,20,34,Carbamidomethylation; Oxidation (M),27909,| rpaB | two-component response regulator
120,16022,PMM0037,258.27,48,48,1.18E8,20,20,35,Carbamidomethylation,59598,| guaA | GMP synthase
61,12783,PMM1575,257.50,38,38,1.69E8,34,33,49,Carbamidomethylation,114380,| ppc | phosphoenolpyruvate carboxylase
125,10571,PMM0282,257.30,80,80,3.3E8,18,18,35,Carbamidomethylation; Oxidation (M),27716,| fabI | enoyl-(acyl carrier protein) reductase
135,12878,PMM1609,256.96,64,64,4.76E8,17,17,32,Carbamidomethylation,43369,| fabF | 3-oxoacyl-[acyl-carrier-protein] synthase II
21,13221,PMM1321,256.57,71,71,3.28E9,35,35,99,Oxidation (M),9768,| PMM1321 | histone-like DNA-binding protein
116,10333,PMM1232,256.41,61,61,1.98E8,26,26,37,Carbamidomethylation,48342,| PMM1232 | methyltransferase
113,12838,PMM1286,254.90,54,54,2.01E8,23,23,37,Oxidation (M),53887,| ffh | signal recognition particle protein (SRP54)
123,16037,PMM1451,254.72,43,43,3.1E8,19,19,35,Carbamidomethylation; Oxidation (M),54340,| atpA | F0F1 ATP synthase subunit alpha
82,16279,PMM1412,254.68,71,71,5.45E8,16,16,42,Oxidation (M),15164,| PMM1412 | hypothetical protein
76,12795,PMM1063,254.29,42,42,1.97E8,31,31,44,Carbamidomethylation,96574,| gyrA | DNA gyrase subunit A
110,13102,PMM1716,254.26,57,57,3.13E8,19,19,38,Carbamidomethylation,40089,| thrC | threonine synthase
124,16018,PMM1606,253.69,39,39,1.93E8,21,21,35,Carbamidomethylation,69488,| glmS | glucosamine--fructose-6-phosphate aminotransferase
139,13139,PMM0321,253.13,53,53,5.71E8,18,18,33,Carbamidomethylation,29759,| minD | putative septum site-determining protein MinD
64,16110,PMM0804,252.79,68,68,1.62E9,16,16,49,Oxidation (M),21064,| PMM0804 | ferritin
102,16021,PMM0867,250.15,45,45,1.96E8,20,20,40,Carbamidomethylation,59115,| metG | methionyl-tRNA synthetase
159,16069,PMM0035,250.02,49,49,2.16E8,16,16,30,Oxidation (M),42405,| DHSS | soluble hydrogenase small subunit
89,10281,PMM0760,249.87,58,58,2.91E8,24,24,42,Carbamidomethylation; Oxidation (M),49470,| chlP | aromatic-ring hydroxylase (flavoprotein monooxygenase)
168,16017,PMM0012,249.73,55,55,9.77E7,21,21,29,Carbamidomethylation,52367,| argH | argininosuccinate lyase
115,10740,PMM1688,249.37,43,43,1.68E8,25,25,37,Carbamidomethylation,67994,| aspS | aspartyl-tRNA synthetase
129,10098,PMM0613,248.67,59,59,1.5E8,24,24,33,Carbamidomethylation,46888,| aroA | 3-phosphoshikimate 1-carboxyvinyltransferase
153,10180,PMM0048,248.11,56,56,1.74E8,23,23,31,Carbamidomethylation; Oxidation (M),55203,| gatB | aspartyl/glutamyl-tRNA amidotransferase subunit B
92,10106,PMM1562,247.95,62,62,3.13E8,21,21,42,Carbamidomethylation; Oxidation (M),40165,| recA | recombinase A
141,10453,PMM0890,247.84,47,47,1.23E8,23,23,32,Carbamidomethylation,59307,| pgi | glucose-6-phosphate isomerase
71,16020,PMM0674,247.42,57,57,2.22E8,21,21,46,Carbamidomethylation,43909,| aspC | aminotransferase class-I
150,10138,PMM1246,247.20,42,42,1.75E8,22,22,32,Carbamidomethylation; Oxidation (M),69748,| PMM1246 | carbamoyltransferase
47,13336,PMM0627,246.47,28,28,7.79E8,15,15,57,Oxidation (M),38660,| pcb | light-harvesting complex protein
138,10070,PMM0075,246.33,48,48,2.54E8,19,19,33,,41429,| PMM0075 | hypothetical protein
62,16027,PMM1055,246.20,62,62,5.78E8,22,22,50,Carbamidomethylation; Oxidation (M),40316,| chlI | protoporphyrin IX magnesium chelatase subunit ChlI
98,10224,PMM1225,246.15,47,47,2.13E8,27,25,41,Carbamidomethylation; Oxidation (M),68288,| PMM1225 | hypothetical protein
105,16093,PMM0494,245.43,77,77,3.56E8,17,17,40,Carbamidomethylation,22147,| ppa | putative inorganic pyrophosphatase
81,16047,PMM1622,245.23,60,60,3.87E8,18,18,44,Carbamidomethylation; Oxidation (M),37254,| mreB | rod shape-determining protein MreB
137,13288,PMM1301,244.61,59,59,1.03E8,19,18,33,Carbamidomethylation; Oxidation (M),45882,| argD | acetylornithine aminotransferase
167,16016,PMM1188,243.94,57,57,8.36E7,22,22,29,Carbamidomethylation,48082,| serS | seryl-tRNA synthetase
90,9718,PMM0580,243.68,46,46,7.81E7,31,27,42,Carbamidomethylation; Oxidation (M),97364,| clpB1 | ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB
128,10181,PMM1332,243.53,54,54,4.46E8,20,20,34,Carbamidomethylation,54029,| PMM1332 | leucyl aminopeptidase
60,10749,PMM1524,243.31,25,25,1.31E9,21,20,48,Carbamidomethylation,84255,| psaA | photosystem I P700 chlorophyll a apoprotein A1
179,16048,PMM0590,243.28,43,43,1.32E8,16,16,28,Carbamidomethylation; Oxidation (M),48304,| proA | gamma-glutamyl phosphate reductase
180,16339,PMM0329,243.11,86,86,1.06E9,9,9,28,Carbamidomethylation,7605,| psaE | photosystem I reaction center subunit IV
208,9969,PMM0090,242.88,52,52,8.49E7,18,18,25,,41839,| PMM0090 | serine protease
143,10378,PMM1261,242.84,45,45,1.28E8,22,22,32,Carbamidomethylation,53432,| ugd | UDP-glucose 6-dehydrogenase
130,9744,PMM0889,242.68,35,35,7.39E7,26,26,34,Carbamidomethylation,99147,| leuS | leucyl-tRNA synthetase
79,12965,PMM0871,241.68,41,41,9.32E7,32,32,44,Carbamidomethylation,92758,| pheT | phenylalanyl-tRNA synthetase subunit beta
144,10657,PMM1145,240.88,37,37,2.2E8,17,17,32,Oxidation (M),50072,| pntB | putative nicotinamide nucleotide transhydrogenase  subunit beta
97,10199,PMM1523,240.52,17,17,1.1E9,15,14,41,Carbamidomethylation,82743,| psaB | photosystem I P700 chlorophyll a apoprotein A2
155,10239,PMM0330,240.44,63,63,1.16E8,18,18,30,,29277,| PMM0330 | LysM domain-containing protein
91,10183,PMM0912,239.80,45,45,1.71E8,22,22,42,Carbamidomethylation; Oxidation (M),64877,| pykF | pyruvate kinase
166,12940,PMM1619,238.35,66,66,1.56E8,15,15,29,Carbamidomethylation; Oxidation (M),27422,| PMM1619 | two-component response regulator
86,16057,PMM0495,237.95,61,61,2.51E8,20,20,43,Carbamidomethylation; Oxidation (M),34950,| hemC | porphobilinogen deaminase
149,16064,PMM0211,237.78,65,65,4.36E8,21,21,32,Carbamidomethylation; Oxidation (M),34398,| trxB | FAD-dependent pyridine nucleotide-disulphide oxidoreductase
201,16082,PMM0785,237.60,52,52,2.93E8,16,16,26,Carbamidomethylation,33698,| prk | phosphoribulokinase
147,12792,PMM0161,235.79,58,58,3.81E8,22,22,31,Carbamidomethylation; Oxidation (M),42876,| gltA | citrate synthase
241,13110,PMM0128,235.75,55,55,1.09E8,10,10,22,Oxidation (M),28628,| rpaA | two-component response regulator
146,16034,PMM0515,235.55,51,51,8.95E7,22,22,30,Carbamidomethylation,50312,| cobC | putative alpha-ribazole-5'-P phosphatase
189,10330,PMM1589,234.99,67,67,8.34E7,19,19,27,Carbamidomethylation; Oxidation (M),38869,| purM purG | phosphoribosylaminoimidazole synthetase
152,10552,PMM0609,234.58,46,46,1.27E8,17,17,31,Carbamidomethylation,54924,| glgA | glycogen synthase
104,16161,PMM1294,234.53,71,71,6.74E8,15,15,39,Carbamidomethylation; Oxidation (M),17493,| PMM1294 | putative nickel-containing superoxide dismutase precursor (NISOD)
160,10134,PMM1066,234.53,52,52,1.05E8,19,19,30,Carbamidomethylation; Oxidation (M),59247,| leuA | 2-isopropylmalate synthase
172,16040,PMM1165,234.51,67,67,1.83E8,17,17,29,Carbamidomethylation; Oxidation (M),33890,| glyQ | glycyl-tRNA synthetase subunit alpha
121,16139,PMM0395,234.49,90,90,2.83E8,12,12,36,Carbamidomethylation; Oxidation (M),21147,| PMM0395 | hypothetical protein
83,16149,PMM1171,234.25,83,83,6.13E8,13,13,43,Carbamidomethylation; Oxidation (M),18893,| isiB | flavodoxin FldA
200,13093,PMM0894,233.86,82,82,3.66E8,11,11,25,Carbamidomethylation; Oxidation (M),15395,| PMM0894 | cyclophilin-type peptidyl-prolyl cis-trans isomerase
148,12918,PMM1164,233.69,49,49,3.06E8,15,15,31,Carbamidomethylation,38210,| futA | putative iron ABC transporter  substrate binding protein
107,10262,PMM1700,233.23,38,38,6.77E7,28,28,39,Carbamidomethylation,94884,| acnB | bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
65,16045,PMM1535,233.10,68,68,8.55E8,17,17,47,Carbamidomethylation; Oxidation (M),34282,| rpoA | DNA-directed RNA polymerase subunit alpha
193,13258,PMM1689,232.75,37,37,1.34E8,16,16,26,Carbamidomethylation; Oxidation (M),59829,| pyrG | CTP synthetase
199,12802,PMM0384,232.59,31,31,3.21E7,22,22,26,Carbamidomethylation,95601,| spnII-interrupted-C | hypothetical protein
164,16109,PMM1673,232.53,70,70,5.58E8,13,13,30,,16385,| rplI | 50S ribosomal protein L9
145,16036,PMM0060,231.35,59,59,1.05E8,18,18,31,Carbamidomethylation; Oxidation (M),49248,| accC | acetyl-CoA carboxylase biotin carboxylase subunit
37,16079,PMM1158,231.19,35,35,2.02E9,14,14,65,Oxidation (M),50455,| psbC | photosystem II PsbC protein (CP43)
227,16053,PMM0640,231.09,36,36,7.35E7,15,15,23,Carbamidomethylation; Oxidation (M),57872,| PMM0640 | hypothetical protein
181,16042,PMM0962,230.74,55,55,2.02E8,18,18,28,Carbamidomethylation; Oxidation (M),46018,| PMM0962 | hypothetical protein
213,16067,PMM1150,230.57,48,48,8.37E7,14,14,24,Carbamidomethylation; Oxidation (M),50069,| PMM1150 | putative thioredoxin reductase
194,16058,PMM1666,230.00,59,59,1.23E8,14,14,27,Carbamidomethylation; Oxidation (M),41762,| sqdX | SqdX
158,16039,PMM1618,228.41,43,43,1.42E8,19,19,30,Oxidation (M),58824,| lysS | lysyl-tRNA synthetase
219,16038,PMM0076,227.98,48,48,1.22E8,18,18,24,Carbamidomethylation; Oxidation (M),59719,| pgm | phosphoglucomutase
232,10121,PMM1326,227.90,46,46,1.03E8,16,16,23,,38035,| PMM1326 | hypothetical protein
114,10294,PMM0003,227.43,40,40,3.33E8,25,25,37,Carbamidomethylation; Oxidation (M),85197,| purL | phosphoribosylformylglycinamidine synthase II
118,9729,PMM0207,226.78,36,36,8.59E7,29,28,37,Carbamidomethylation,104644,| clpB2 | putative ATP-dependent Clp protease  Hsp 100  ATP-binding subunit ClpB
142,10421,PMM1298,226.76,32,32,3.07E8,13,13,32,Carbamidomethylation; Oxidation (M),51449,| lpdA | dihydrolipoamide dehydrogenase
100,16028,PMM1707,226.55,56,56,3.67E8,23,23,41,Carbamidomethylation; Oxidation (M),44675,| argG | argininosuccinate synthase
96,9795,PMM1639,225.36,37,37,1.11E8,31,31,41,Carbamidomethylation,107766,| secA | preprotein translocase subunit SecA
93,16066,PMM1555,225.36,60,60,7.67E8,21,21,42,Carbamidomethylation; Oxidation (M),31756,| rplB | 50S ribosomal protein L2
34,16305,PMM0549,224.76,77,77,2.8E9,16,16,69,Oxidation (M),10039,| csoS1 | carboxysome shell protein CsoS1
136,16043,PMM0477,224.70,69,69,1.79E8,19,19,33,Carbamidomethylation; Oxidation (M),30818,| map | methionine aminopeptidase
103,12986,PMM0169,223.41,69,69,6.11E8,17,17,40,Oxidation (M),27426,| PMM0169 | two-component response regulator
157,9964,PMM1652,223.18,38,38,1.02E8,21,21,29,Carbamidomethylation; Oxidation (M),74309,| PMM1652 | hypothetical protein
301,12868,PMM1081,223.10,35,35,3.01E7,13,12,17,Carbamidomethylation,59328,| malQ | putative 4-alpha-glucanotransferase
185,10469,PMM0288,222.65,34,34,6.07E7,21,21,28,,78430,| chlD | protoporphyrin IX magnesium chelatase subunit ChlD
203,13331,PMM0952,222.49,47,47,1.35E8,12,12,26,Carbamidomethylation,37041,| trpD | anthranilate phosphoribosyltransferase
192,16049,PMM0770,221.94,43,43,1.5E8,15,15,27,Carbamidomethylation; Oxidation (M),51710,| gnd | 6-phosphogluconate dehydrogenase
20,10712,PMM1578,221.88,70,70,3.26E9,14,14,99,Carbamidomethylation; Oxidation (M),15675,| psaD | photosystem I protein PsaD
218,9843,PMM0877,221.80,25,25,3.37E7,22,22,24,Carbamidomethylation,132094,| metH | putative methionine synthase
228,9809,PMM0897,221.69,36,36,8.35E7,21,21,23,Carbamidomethylation,73430,| dnaK | molecular chaperone DnaK
239,10341,PMM1488,221.11,48,48,1.36E8,16,16,22,Carbamidomethylation; Oxidation (M),47022,| hisD | histidinol dehydrogenase
248,16162,PMM0032,220.88,64,64,1.57E8,17,17,22,Carbamidomethylation; Oxidation (M),16273,| PMM0032 | type II secretion system pr
151,9711,54036848,220.73,15,15,7.35E8,11,8,29,,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
255,10410,PMM0266,220.09,30,30,9.51E7,13,13,21,Carbamidomethylation,57419,| purH | bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
223,16070,PMM0224,219.51,46,46,1.43E8,16,16,24,Carbamidomethylation,39342,| aroC | chorismate synthase
184,9742,PMM1682,218.75,29,29,7.19E7,22,22,28,Carbamidomethylation,106312,| valS | valyl-tRNA synthetase
165,16031,PMM0144,218.72,44,44,1.33E8,17,17,29,Carbamidomethylation; Oxidation (M),53353,| pds crtD | phytoene desaturase
174,16041,PMM0854,218.11,44,44,6.03E7,25,25,29,Carbamidomethylation,64034,| ftsH4 | cell division protein FtsH4
205,10655,PMM1186,217.86,34,34,2.32E8,14,14,26,,41262,| PMM1186 | putative inner membrane protein translocase component YidC
311,12939,PMM0892,217.20,42,42,6.73E7,12,12,18,Carbamidomethylation,38781,| argC | N-acetyl-gamma-glutamyl-phosphate reductase
296,16078,PMM0085,217.16,62,62,1.12E8,12,12,19,Carbamidomethylation,25963,| PMM0085 | VIC family potassium channel protein
182,16032,PMM1354,216.91,47,47,1.89E8,19,19,28,Oxidation (M),56744,| serA | D-3-phosphoglycerate dehydrogenase
101,13320,PMM1557,216.71,46,46,8.32E8,14,14,40,,23168,| rplD | 50S ribosomal protein L4
162,9972,PMM0065,216.61,28,28,9.23E7,18,17,29,Carbamidomethylation; Oxidation (M),75218,| PMM0065 | ABC transporter  ATP binding protein
178,9778,PMM0589,216.59,21,21,4.15E7,24,24,28,,149602,| PMM0589 | hypothetical protein
300,10573,PMM0908,216.44,34,34,5.96E7,14,14,16,Carbamidomethylation,57715,| ilvA | threonine dehydratase
280,16030,PMM0278,216.14,49,49,5.37E7,18,17,19,Carbamidomethylation,55447,| PMM0278 | phosphotransferase superclass
235,16173,PMM1539,214.99,56,56,8.59E7,10,10,23,,20843,| adk | adenylate kinase
276,12846,PMM0420,214.51,31,31,2.42E7,15,15,19,Carbamidomethylation,67458,| lepA | GTP-binding protein LepA
278,13159,PMM0123,213.89,48,48,9.14E7,11,11,19,Carbamidomethylation; Oxidation (M),34719,| cysK2 | O-acetylserine (thiol)-lyase A
111,9927,PMM0519,213.81,59,59,3.22E8,20,20,38,Carbamidomethylation; Oxidation (M),37182,| tal | transaldolase B
177,13212,PMM1229,213.79,58,58,1.63E8,15,15,29,Carbamidomethylation; Oxidation (M),35822,| PMM1229 | dehydrogenase  E1 component
298,12996,PMM0430,213.71,47,47,6.29E7,14,14,19,Carbamidomethylation,27306,| hisF | imidazole glycerol phosphate synthase subunit HisF
220,13315,PMM1157,213.43,28,28,7.33E8,11,11,24,Oxidation (M),39943,| psbD | photosystem II PsbD protein (D2)
52,16166,PMM1061,213.38,95,95,1.8E9,14,14,56,Carbamidomethylation; Oxidation (M),11610,| trxA | thioredoxin
221,16169,PMM0462,212.95,69,69,2.38E8,8,8,23,Carbamidomethylation,18912,| petC | cytochrome b6-f complex iron-sulfur subunit
214,16158,PMM1489,212.32,50,50,1.39E8,11,11,25,Oxidation (M),24881,| rpiA | ribose-5-phosphate isomerase A
191,12889,PMM1288,212.07,49,49,1.88E8,17,17,27,Carbamidomethylation,38727,| pdhA | pyruvate dehydrogenase E1 alpha subunit
169,16059,PMM1152,212.02,57,57,1.48E8,17,17,29,Carbamidomethylation; Oxidation (M),36404,| ycf39 | putative chaperon-like protein for quinone binding in photosystem II
354,16081,PMM1239,211.97,29,29,4.96E7,12,12,16,Carbamidomethylation,67448,| hetA | ABC transporter
