Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja14-20170531,Area etnp-ja14-20170531,#Peptides,#Unique,#Spec etnp-ja14-20170531,PTM,Avg. Mass,Description
7,66212,Fosmid_PROKKA_01487,107.87,25,25,,19,0,21,,37431,General L-amino acid-binding periplasmic protein AapJ precursor
11,276338,ETNP14_120,107.83,24,24,,17,0,19,,37413,General L-amino acid-binding periplasmic protein AapJ precursor
18,290665,ETNP14_68,107.00,25,25,2.05E5,11,3,11,,24962,General L-amino acid-binding periplasmic protein AapJ precursor
15,290222,ETNP14_120,106.69,31,31,8.89E4,15,1,15,,25279,General L-amino acid-binding periplasmic protein AapJ precursor
15,290225,ETNP14_120,106.69,31,31,8.89E4,15,1,15,,25326,General L-amino acid-binding periplasmic protein AapJ precursor
16,276524,ETNP_120,103.22,18,18,2.58E6,12,6,12,,39122,Chlorate reductase subunit gamma precursor
13,66203,WP_018047900,101.92,10,10,8.05E5,16,9,16,,133487,hypothetical protein Nitrospina sp AB-629-B18
14,290315,ETNP14_120,96.28,24,24,2.28E6,15,10,15,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
14,290313,ETNP_160,96.28,24,24,2.28E6,15,10,15,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
14,290314,ETNP_180,96.28,24,24,2.28E6,15,10,15,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
17,276280,ETNP_120,89.79,38,38,2.46E4,11,1,11,Oxidation (M),14995,hypothetical protein
17,276281,ETNP_120,89.79,37,37,2.46E4,11,1,11,Oxidation (M),15516,hypothetical protein
20,67337,WP_018047569,86.92,20,20,1.3E6,8,8,8,,17561,hypothetical protein Nitrospina
28,360213,ETNP14_120,80.03,10,10,3.27E6,5,4,6,,17825,Ammonium transporter NrgA
28,360243,ETNP14_120,80.03,52,52,3.27E6,5,4,6,,3658,hypothetical protein
28,360244,ETNP14_120,80.03,52,52,3.27E6,5,4,6,,3672,hypothetical protein
19,290589,NP_85,77.04,8,8,9.18E4,8,1,8,,95451,Perchlorate reductase subunit alpha precursor
19,290590,ETNP14_120,77.04,8,8,9.18E4,8,1,8,,96721,Perchlorate reductase subunit alpha precursor
26,192941,WP_018049561,69.78,24,24,2.06E6,5,4,6,Oxidation (M),17055,hypothetical protein Nitrospina sp AB-629-B18
21,66275,WP_018047897,68.60,14,14,4.42E4,7,1,7,,36029,hypothetical protein Nitrospina sp AB-629-B18
27,293280,ETNP14_120,63.24,13,13,3.65E5,6,2,6,,33714,glycine betaine transporter periplasmic subunit
22,68371,WP_011784398,63.03,3,3,3.26E5,4,1,7,,95531,chaperone protein ClpB Marinobacter hydrocarbonoclasticus
29,67167,XP_003056479,56.63,8,8,5.16E5,5,4,5,,49615,beta tubulin  Micromonas pusilla CCMP1545
29,67171,XP_003074279,56.63,8,8,5.16E5,5,4,5,,52955,TBB1_VOLCA Tubulin beta chain ISS  Ostreococcus tauri
23,68438,CBE68133,55.66,3,3,0E0,4,1,7,Oxidation (M),97122,Chaperone Candidatus Methylomirabilis oxyfera
23,192961,WP_015897826,55.66,3,3,0E0,4,1,7,Oxidation (M),92824,ATP-dependent Clp protease ATP-binding protein Acidobacterium capsulatum
23,276558,WP_011376649.1,55.66,3,3,0E0,4,1,7,Oxidation (M),93573,ATP-dependent Clp protease ATP-binding subunit ClpC [Prochlorococcus marinus]
23,276559,WP_011132721.1,55.66,3,3,0E0,4,1,7,Oxidation (M),93427,ATP-dependent Clp protease ATP-binding subunit ClpC [Prochlorococcus marinus]
23,276561,CAK23961.1,55.66,3,3,0E0,4,1,7,Oxidation (M),92891,ATP-dependent Clp protease ATP-binding subunit clpA homolog [Synechococcus sp. WH 7803]
23,276562,WP_011824074.1,55.66,3,3,0E0,4,1,7,Oxidation (M),94922,ATP-dependent Clp protease ATP-binding subunit ClpC [Prochlorococcus marinus]
43,290209,ETNP14_68,55.12,18,18,2.44E5,2,1,3,Oxidation (M),16351,hypothetical protein
36,290760,ETNP14_120,54.19,6,6,1.69E6,4,4,4,,34230,Substrate binding domain of ABC-type glycine betaine transport system
36,290761,NP_300,54.19,6,6,1.69E6,4,4,4,,34232,Substrate binding domain of ABC-type glycine betaine transport system
44,379175,ETNP_110,52.51,7,7,9.61E5,3,3,3,,38378,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
44,379176,NP_85,52.51,7,7,9.61E5,3,3,3,,41994,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
44,379177,NP_300,52.51,7,7,9.61E5,3,3,3,,41936,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
44,379178,SAR11,52.51,7,7,9.61E5,3,3,3,,42036,Monocarboxylate 2-oxoacid-binding periplasmic protein
44,379179,NP_85,52.51,7,7,9.61E5,3,3,3,,42064,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
44,379180,NP_100,52.51,7,7,9.61E5,3,3,3,,42022,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
34,276677,NP_300,52.08,9,9,3.88E4,4,1,4,,35624,General L-amino acid-binding periplasmic protein AapJ precursor
34,276676,NP_300,52.08,9,9,3.88E4,4,1,4,,35723,General L-amino acid-binding periplasmic protein AapJ precursor
55,379170,ETNP14_68,51.44,8,8,1.4E5,2,2,2,,38516,Bacterial extracellular solute-binding protein
55,360239,ETNP14_120,51.44,8,8,1.4E5,2,2,2,,38992,hypothetical protein
55,360209,ETNP_60,51.44,8,8,1.4E5,2,2,2,,38494,hypothetical protein
31,276746,NP_300,50.95,15,15,6.11E4,5,1,5,,29395,glycine betaine transporter periplasmic subunit
37,379191,ETNP14_120,49.64,6,6,1.4E5,3,2,4,,45894,Ammonia channel precursor
156,340798,ETNP14_120,48.44,19,19,5.16E4,1,1,1,,13851,10 kDa chaperonin
56,379188,ETNP_100,40.71,10,10,1.24E5,2,1,2,,20575,hypothetical protein
56,379189,ETNP_100,40.71,7,7,1.24E5,2,1,2,,30242,hypothetical protein
56,379190,ETNP_120,40.71,6,6,1.24E5,2,1,2,,34262,hypothetical protein
33,379244,WP_013960289,39.41,1,1,3E8,3,3,4,,377449,hypothetical protein Roseobacter litoralis
229,379192,ETNP_100,38.49,14,14,2.65E5,1,1,1,,7289,Cold shock protein CspB
229,379193,ETNP_120,38.49,14,14,2.65E5,1,1,1,,7289,Cold shock protein CspB
229,122508,WP_017952242,38.49,14,14,2.65E5,1,1,1,,7275,cold-shock protein Nitrospina
229,379194,ETNP14_120,38.49,14,14,2.65E5,1,1,1,,7275,Cold shock protein CspB
229,379195,ETNP_100,38.49,14,14,2.65E5,1,1,1,,7275,Cold shock protein CspB
229,379196,ETNP14_120,38.49,14,14,2.65E5,1,1,1,,7289,Cold shock protein CspB
229,379197,ETNP14_120,38.49,14,14,2.65E5,1,1,1,,7289,Cold shock protein CspB
229,379198,NP_85,38.49,14,14,2.65E5,1,1,1,,7289,Cold shock protein CspB
65,379291,|#CONTAM#K1C9_HUMAN|,35.54,3,3,3.54E5,2,2,2,,62129,sp|#CONTAM#K1C9_HUMAN|
46,318549,NP_300,34.71,16,16,1.11E6,3,3,3,,6115,hypothetical protein
46,318550,ETNP14_68,34.71,14,14,1.11E6,3,3,3,,6878,hypothetical protein
46,318551,ETNP14_68,34.71,14,14,1.11E6,3,3,3,,6875,hypothetical protein
46,318552,ETNP14_120,34.71,14,14,1.11E6,3,3,3,,6908,hypothetical protein
46,318550,ETNP14_68,34.71,14,14,1.11E6,3,3,3,,6878,hypothetical protein
46,318554,ETNP14_120,34.71,14,14,1.11E6,3,3,3,,6846,hypothetical protein
46,318550,ETNP14_68,34.71,14,14,1.11E6,3,3,3,,6878,hypothetical protein
46,318556,ETNP14_120,34.71,14,14,1.11E6,3,3,3,,6878,hypothetical protein
46,318550,ETNP14_68,34.71,14,14,1.11E6,3,3,3,,6878,hypothetical protein
46,318558,ETNP14_68,34.71,14,14,1.11E6,3,3,3,,6882,hypothetical protein
46,318559,ETNP14_68,34.71,14,14,1.11E6,3,3,3,,7185,hypothetical protein
46,318560,NP_125,34.71,14,14,1.11E6,3,3,3,,7149,hypothetical protein
46,318561,ETNP14_120,34.71,14,14,1.11E6,3,3,3,,7071,hypothetical protein
46,318562,NP_100,34.71,14,14,1.11E6,3,3,3,,7157,hypothetical protein
46,318502,ETNP14_120,34.71,14,14,1.11E6,3,3,3,,6981,hypothetical protein
46,318563,ETNP14_120,34.71,14,14,1.11E6,3,3,3,,7185,hypothetical protein
46,318564,SAR11,34.71,14,14,1.11E6,3,3,3,,7127,hypothetical protein
46,318565,NP_300,34.71,14,14,1.11E6,3,3,3,,6978,hypothetical protein
46,318566,NP_100,34.71,14,14,1.11E6,3,3,3,,7011,hypothetical protein
46,318567,NP_85,34.71,14,14,1.11E6,3,3,3,,7122,hypothetical protein
46,318568,ETNP14_68,34.71,14,14,1.11E6,3,3,3,,7138,hypothetical protein
46,318503,ETNP14_68,34.71,14,14,1.11E6,3,3,3,,6981,hypothetical protein
46,318569,NP_100,34.71,14,14,1.11E6,3,3,3,,7108,hypothetical protein
46,318570,NP_300,34.71,14,14,1.11E6,3,3,3,,6951,hypothetical protein
46,318571,SAR11,34.71,14,14,1.11E6,3,3,3,,7122,hypothetical protein
46,318572,NP_125,34.71,14,14,1.11E6,3,3,3,,7143,hypothetical protein
46,318573,ETNP14_68,34.71,14,14,1.11E6,3,3,3,,7071,hypothetical protein
46,318574,SAR11,34.71,14,14,1.11E6,3,3,3,,7143,hypothetical protein
46,318575,ETNP14_120,34.71,14,14,1.11E6,3,3,3,,7340,hypothetical protein
46,318576,ETNP14_120,34.71,11,11,1.11E6,3,3,3,,9313,hypothetical protein
230,379225,ADH88603.1,32.33,3,3,1.82E5,1,1,1,,47875,two component  sigma54 specific  transcriptional regulator  Fis family [Starkeya novella DSM 506]
127,379219,ETNP_100,31.73,1,1,0E0,1,1,1,,97574,hypothetical protein
41,379229,ETNP_160,30.43,4,4,2.01E4,1,1,3,,29243,Formamidopyrimidine-DNA glycosylase
57,379255,EJK55414,30.00,1,1,2.8E5,2,2,2,,148349,hypothetical protein THAOC_24857  Thalassiosira oceanica
126,379208,ETNP_120,29.99,8,8,1.58E5,1,1,1,,14594,hypothetical protein
126,379209,ETNP_140,29.99,8,8,1.58E5,1,1,1,,14594,hypothetical protein
126,379223,ETNP_160,29.99,7,7,1.58E5,1,1,1,,17840,hypothetical protein
231,379230,ETNP14_68,29.98,6,6,1.04E6,1,1,1,,14938,30S ribosomal protein S2/unknown domain fusion protein
30,379234,ETNP14_68,29.52,4,4,2.36E4,1,1,5,,25695,hypothetical protein
68,276582,CAN91477.1,28.89,2,2,1.55E8,1,1,2,,56854,hypothetical protein sce1319 [Sorangium cellulosum So ce56]
232,379235,ETNP14_120,28.76,3,3,8.05E4,1,1,1,,45965,hypothetical protein
232,318174,ETNP_160,28.76,3,3,8.05E4,1,1,1,,48130,hypothetical protein
232,318175,ETNP_180,28.76,3,3,8.05E4,1,1,1,,48131,hypothetical protein
157,379226,ETNP_120,28.66,2,2,2.29E4,1,1,1,,42948,Formyl-coenzyme A transferase
61,179820,EJK76049,28.45,1,1,4.65E4,1,1,2,,171617,hypothetical protein THAOC_02208 partial  Thalassiosira oceanica
233,379238,ETNP_180,27.76,7,7,0E0,1,1,1,,22272,Biopolymer transport protein ExbB
233,379239,ETNP_120,27.76,7,7,0E0,1,1,1,,25502,Biopolymer transport protein ExbB
233,379240,ETNP14_120,27.76,7,7,0E0,1,1,1,,25530,Biopolymer transport protein ExbB
233,379241,ETNP_120,27.76,7,7,0E0,1,1,1,,25475,Biopolymer transport protein ExbB
233,379242,ETNP_300,27.76,7,7,0E0,1,1,1,,25503,Biopolymer transport protein ExbB
50,379245,ETNP_90,26.01,1,1,7.55E4,1,1,2,,67205,hypothetical protein
50,379246,ETNP_70,26.01,1,1,7.55E4,1,1,2,,135563,hypothetical protein
50,340995,ETNP14_120,26.01,1,1,7.55E4,1,1,2,,97391,hypothetical protein
235,379254,ETNP14_120,25.96,12,12,1.06E5,1,1,1,,7917,hypothetical protein
63,321849,NP_30,25.90,3,3,1.92E5,1,1,2,,24943,hypothetical protein
62,379249,ETNP14_68,25.54,1,1,1.54E4,1,1,2,,73206,hypothetical protein
236,379259,ETNP_100,25.43,3,3,1.16E5,1,1,1,,29514,hypothetical protein
236,379260,ETNP_140,25.43,3,3,1.16E5,1,1,1,,30643,hypothetical protein
236,379261,ETNP14_68,25.43,2,2,1.16E5,1,1,1,,53181,hypothetical protein
236,379262,ETNP_110,25.43,2,2,1.16E5,1,1,1,,53153,hypothetical protein
159,379250,ETNP_120,25.04,7,7,0E0,1,1,1,,11260,hypothetical protein
237,379266,ABG32785.1,25.03,3,3,8.95E4,1,1,1,,24707,conserved hypothetical protein [Roseobacter denitrificans OCh 114]
238,379267,ETNP14_120,24.88,13,13,0E0,1,1,1,,6895,hypothetical protein
239,379268,CAI87967.1,24.65,5,5,0E0,1,1,1,,17983,conserved protein of unknown function; putative unknown secreted protein [Pseudoalteromonas haloplanktis TAC125]
240,342048,ACY14346.1,24.31,3,3,4.08E5,1,1,1,,35783,Succinylglutamate desuccinylase/aspartoacylase [Haliangium ochraceum DSM 14365]
35,379273,WP_014435839,24.17,2,2,1.87E4,1,1,4,,42359,hypothetical protein Phycisphaera mikurensis
242,379274,ETNP_120,24.15,24,24,5.92E5,1,1,1,,5265,hypothetical protein
135,379279,ETNP_90,24.00,2,2,3.22E6,1,1,1,,31216,hypothetical protein
135,379280,ETNP14_68,24.00,2,2,3.22E6,1,1,1,,31216,hypothetical protein
243,319668,ETNP_120,23.87,1,1,1.02E6,1,1,1,,74594,NADH oxidase
244,379298,ETNP_90,23.50,10,10,0E0,1,1,1,,10174,hypothetical protein
245,379306,ACJ00222.1,23.28,3,3,8.21E4,1,1,1,,28695,Abc2a [Rhodospirillum centenum SW]
246,379310,WP_013109398.1,23.14,2,2,1.84E5,1,1,1,,77375,methionine--tRNA ligase [Planctopirus limnophila]
40,379312,ETNP14_68,23.11,7,7,7.91E3,1,1,3,,12852,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
247,379313,ETNP14_68,23.09,5,5,1.41E5,1,1,1,,20865,ABC-2 type transporter
247,379314,NP_30,23.09,4,4,1.41E5,1,1,1,,23301,hypothetical protein
247,379315,SAR11,23.09,3,3,1.41E5,1,1,1,,29646,hypothetical protein
247,379316,ETNP14_68,23.09,3,3,1.41E5,1,1,1,,30117,ABC-2 type transporter
247,379317,ETNP14_68,23.09,3,3,1.41E5,1,1,1,,29853,ABC-2 type transporter
248,379319,ETNP_120,23.05,2,2,2.83E4,1,1,1,,62546,hypothetical protein
249,379320,ETNP_120,23.01,4,4,0E0,1,1,1,,20040,hypothetical protein
249,379321,ETNP_100,23.01,4,4,0E0,1,1,1,,21804,hypothetical protein
249,379323,ETNP_120,23.01,3,3,0E0,1,1,1,,25274,hypothetical protein
250,379328,ETNP_100,22.89,7,7,0E0,1,1,1,,12770,hypothetical protein
48,379672,ETNP_100,22.82,4,4,1.43E5,2,2,2,,42560,Capsule biosynthesis protein CapA
161,379290,ETNP_120,22.78,1,1,0E0,1,1,1,,81389,Penicillin-binding protein 1B
128,379251,ACY15365.1,22.62,1,1,1.99E5,1,1,1,,112981,heavy metal efflux pump  CzcA family [Haliangium ochraceum DSM 14365]
163,193009,WP_018970663,22.47,3,3,1.09E6,1,1,1,,31898,hypothetical protein Rubritalea marina
32,379430,ETNP_90,22.26,6,6,3.96E5,1,1,5,,17949,Putative oxidoreductase MhqP
32,379431,ETNP14_120,22.26,6,6,3.96E5,1,1,5,,17949,Putative oxidoreductase MhqP
129,379258,ETNP_140,22.21,2,2,2.97E5,1,1,1,,41131,Acetylglutamate kinase
254,379439,ETNP_140,22.18,3,3,0E0,1,1,1,,34531,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
254,379440,ETNP_300,22.18,3,3,0E0,1,1,1,,37898,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
254,379441,ETNP_180,22.18,3,3,0E0,1,1,1,,37824,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
254,379442,ETNP_120,22.18,3,3,0E0,1,1,1,,39493,S-adenosylmethionine:tRNA ribosyltransferase-isomerase
255,379446,WP_038136251.1,22.17,1,1,1.13E5,1,1,1,,94379,hypothetical protein [Verrucomicrobia bacterium SCGC AAA168-F10]
66,379452,ETNP_90,22.05,15,15,7.96E4,1,1,2,,5823,hypothetical protein
66,379453,ETNP14_68,22.05,15,15,7.96E4,1,1,2,,5796,hypothetical protein
136,379325,WP_012843232,21.84,1,1,3.56E4,1,1,1,,104617,valine--tRNA ligase Rhodothermus marinus
82,379477,ETNP_100,21.70,8,8,2.36E5,1,1,1,,10300,hypothetical protein
53,379481,ETNP14_68,21.60,8,8,0E0,1,1,2,,11131,hypothetical protein
165,379339,ETNP_90,21.54,3,3,1.75E4,1,1,1,,32714,Proline racemase
164,379333,BAJ30191.1,21.45,3,3,2.01E4,1,1,1,,44608,putative threonine synthase [Kitasatospora setae KM-6054]
258,379494,NP_125,21.41,10,10,6.35E5,1,1,1,,9946,Dual-specificity RNA methyltransferase RlmN
258,379495,ETNP_100,21.41,6,6,6.35E5,1,1,1,,18578,putative dual-specificity RNA methyltransferase RlmN
258,379496,ETNP_140,21.41,5,5,6.35E5,1,1,1,,21139,putative dual-specificity RNA methyltransferase RlmN
258,379497,ETNP_120,21.41,4,4,6.35E5,1,1,1,,24074,putative dual-specificity RNA methyltransferase RlmN
258,379498,ETNP_180,21.41,4,4,6.35E5,1,1,1,,26940,putative dual-specificity RNA methyltransferase RlmN
258,379499,ETNP_160,21.41,4,4,6.35E5,1,1,1,,28256,putative dual-specificity RNA methyltransferase RlmN
258,379500,NP_85,21.41,2,2,6.35E5,1,1,1,,42483,putative dual-specificity RNA methyltransferase RlmN
258,379501,ETNP_90,21.41,2,2,6.35E5,1,1,1,,42387,putative dual-specificity RNA methyltransferase RlmN
166,277220,ETNP_180,21.34,1,1,1.05E5,1,1,1,,80755,High-affinity branched-chain amino acid transport system permease protein LivH
259,379509,ETNP14_120,21.29,6,6,0E0,1,1,1,,14802,hypothetical protein
131,323993,WP_006001650,21.22,2,2,1.16E5,1,1,1,,60750,hypothetical protein Desulfuromonas acetoxidans
131,379350,WP_031444431,21.22,2,2,1.16E5,1,1,1,,46000,glutamate proton symporter  Arenibacter algicola
131,379352,ETNP14_120,21.22,2,2,1.16E5,1,1,1,,34512,Ribose transport system permease protein RbsC
131,379515,ETNP_90,21.22,15,15,1.16E5,1,1,1,,6286,hypothetical protein
131,379516,ETNP14_68,21.22,13,13,1.16E5,1,1,1,,7092,hypothetical protein
131,379517,EAP87465.1,21.22,5,5,1.16E5,1,1,1,,16568,hypothetical protein CA2559_01880 [Croceibacter atlanticus HTCC2559]
131,379518,ETNP14_120,21.22,3,3,1.16E5,1,1,1,,27738,hypothetical protein
131,379520,ETNP_120,21.22,3,3,1.16E5,1,1,1,,29424,Sulfite exporter TauE/SafE
131,379523,XP_003062373,21.22,2,2,1.16E5,1,1,1,,37456,predicted protein  Micromonas pusilla CCMP1545
131,379524,ETNP_70,21.22,2,2,1.16E5,1,1,1,,40782,leucine/isoleucine/valine transporter permease subunit
131,379525,ETNP14_68,21.22,2,2,1.16E5,1,1,1,,39625,leucine/isoleucine/valine transporter permease subunit
131,379526,ETNP_90,21.22,2,2,1.16E5,1,1,1,,39625,leucine/isoleucine/valine transporter permease subunit
131,379527,ETNP_70,21.22,2,2,1.16E5,1,1,1,,42842,leucine/isoleucine/valine transporter permease subunit
131,379528,ETNP_90,21.22,2,2,1.16E5,1,1,1,,46499,Proton glutamate symport protein
131,379529,WP_011217909.1,21.22,2,2,1.16E5,1,1,1,,46090,dicarboxylate/amino acid:cation symporter [Photobacterium profundum]
131,379530,ETNP_180,21.22,2,2,1.16E5,1,1,1,,46140,Proton glutamate symport protein
131,379531,ETNP_160,21.22,2,2,1.16E5,1,1,1,,46174,Proton glutamate symport protein
131,379532,ETNP_120,21.22,2,2,1.16E5,1,1,1,,46140,Proton glutamate symport protein
131,379533,ETNP_140,21.22,2,2,1.16E5,1,1,1,,46188,Proton glutamate symport protein
131,379534,ETNP_120,21.22,2,2,1.16E5,1,1,1,,46174,Proton glutamate symport protein
131,379535,ETNP14_68,21.22,2,2,1.16E5,1,1,1,,47948,Proton glutamate symport protein
109,379270,ETNP_300,21.22,0,0,1.24E5,1,1,1,,194844,Chitinase A precursor
69,379536,ETNP14_120,21.14,10,10,7.14E3,1,1,2,,8472,hypothetical protein
69,379537,ETNP_120,21.14,7,7,7.14E3,1,1,2,,11034,hypothetical protein
261,379539,ETNP_90,21.07,2,2,1.91E4,1,1,1,,39402,hypothetical protein
130,379265,ETNP14_68,20.88,1,1,0E0,1,1,1,,93143,hypothetical protein
168,379377,WP_038136319.1,20.59,2,2,0E0,1,1,1,,65885,S-layer protein  partial [Verrucomicrobia bacterium SCGC AAA168-F10]
264,379573,XP_002177843,20.53,2,2,6.13E4,1,1,1,,56157,predicted protein  Phaeodactylum tricornutum CCAP 1055
263,379572,ETNP_90,20.51,12,12,2.78E5,1,1,1,,8874,hypothetical protein
181,379575,ETNP_300,20.46,4,4,1.2E5,1,1,1,,21897,hypothetical protein
181,379577,ETNP_180,20.46,2,2,1.2E5,1,1,1,,52231,Transposase DDE domain protein
265,379576,ETNP_100,20.41,2,2,0E0,1,1,1,,45642,Exodeoxyribonuclease 7 large subunit
266,379578,ETNP_100,20.38,5,5,1.04E4,1,1,1,,17388,hypothetical protein
139,379372,WP_009603897,20.34,2,2,0E0,1,1,1,,47222,C4-dicarboxylate ABC transporter permease SAR116 cluster alpha proteobacterium HIMB100
267,379580,ABI75400.1,20.21,3,3,1.15E5,1,1,1,,25509,ribonuclease III [Hyphomonas neptunium ATCC 15444]
268,379581,ETNP14_68,20.17,3,3,5.19E4,1,1,1,,34034,leucine/isoleucine/valine transporter permease subunit
269,379585,WP_041485925,20.15,1,1,0E0,1,1,1,,79997,hypothetical protein gamma proteobacterium HdN1
182,379597,ETNP_160,20.07,1,1,0E0,1,1,1,,167444,hypothetical protein
182,343110,ETNP_120,20.07,1,1,0E0,1,1,1,,167774,hypothetical protein
182,379598,ETNP_180,20.07,1,1,0E0,1,1,1,,168489,hypothetical protein
