Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
13,1900,NP_100m_PROKKA_09018,167.87,48,20,0,,31289,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
16,1177,ETNP14_120maa_PROKKA_92245,167.35,34,17,1,,39544,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
19,2421,ETNP_160m_PROKKA_208095,156.07,34,11,0,,20919,Alpha-keto acid-binding periplasmic protein TakP precursor
18,118936,ETNP_120m_PROKKA_129156,155.75,30,20,20,,65456,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
18,118937,ETNP_120m_free_PROKKA_72321,155.75,30,20,20,,65456,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
20,107179,ETNP_100m_PROKKA_87174,154.37,35,12,0,,24182,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
21,2423,ETNP_300m_PROKKA_156689,151.59,32,10,0,,20979,Alpha-keto acid-binding periplasmic protein TakP precursor
29,4738,NP_300m_PROKKA_06204,148.04,32,12,9,,39385,Bacterial extracellular solute-binding protein
29,4739,ETNP_120m_particle_PROKKA_168206,148.04,32,12,9,,39375,Bacterial extracellular solute-binding protein
29,4737,ETNP_120m_PROKKA_307121,148.04,32,12,9,,39385,Bacterial extracellular solute-binding protein
29,4740,ETNP_140m_PROKKA_80561,148.04,32,12,9,,39385,Bacterial extracellular solute-binding protein
23,107167,ETNP_110m_PROKKA_49243,141.42,38,17,17,,47623,Aliphatic amidase expression-regulating protein
23,107168,NP_100m_PROKKA_08459,141.42,36,17,17,,50268,Aliphatic amidase expression-regulating protein
23,107169,NP_125m_PROKKA_07093,141.42,36,17,17,,50268,Aliphatic amidase expression-regulating protein
26,244,XP_003062500,130.34,22,15,0,,49730,alpha tubulin  Micromonas pusilla CCMP1545
26,245,XP_003058621,130.34,22,15,0,,49730,alpha tubulin  Micromonas pusilla CCMP1545
25,241,XP_003082284,129.90,23,15,1,,50099,TBA_CHLVU Tubulin alpha chain ISS  Ostreococcus tauri
28,1420,ETNP14_120maa_PROKKA_68035,127.47,27,12,5,,45184,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
28,1421,NP_300m_PROKKA_04504,127.47,27,12,5,,45565,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
34,118962,ETSP_PROKKA_00299,126.06,43,9,0,,17975,Alpha-keto acid-binding periplasmic protein TakP precursor
22,107174,ETNP_300m_PROKKA_184521,122.42,27,19,19,,67558,Methanol dehydrogenase [cytochrome c] subunit 1
30,57413,NP_300m_PROKKA_14803,121.11,21,11,2,,57679,60 kDa chaperonin
30,57414,ETNP_120m_particle_PROKKA_189924,121.11,21,11,2,,57693,60 kDa chaperonin
30,118943,ETNP_120m_PROKKA_167165,121.11,21,11,2,,57725,60 kDa chaperonin
30,57411,ETNP_180m_PROKKA_186511,121.11,21,11,2,,57711,60 kDa chaperonin
30,57412,ETNP_160m_PROKKA_52423,121.11,21,11,2,,57723,60 kDa chaperonin
27,1119,ETNP_160m_PROKKA_81170,121.05,13,11,8,,129586,hypothetical protein
27,1120,ETNP_120m_PROKKA_83125,121.05,12,11,8,,130073,hypothetical protein
27,1121,ETNP_180m_PROKKA_81128,121.05,12,11,8,,130100,hypothetical protein
43,2098,NP_300m_PROKKA_09744,118.51,14,8,8,,64538,putative oxidoreductase YdhV
35,57441,ETNP_120m_PROKKA_342100,116.47,14,8,0,,57514,60 kDa chaperonin
35,57443,ETNP_120m_PROKKA_317269,116.47,14,8,0,,57580,60 kDa chaperonin
32,2015,NP_85m_PROKKA_11502,114.76,23,9,0,,44294,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
39,2581,ETNP_140m_PROKKA_29383,113.57,25,10,1,,39438,Bacterial extracellular solute-binding protein
39,2580,NP_100m_PROKKA_04112,113.57,25,10,1,,39439,Bacterial extracellular solute-binding protein
39,2582,ETNP_180m_PROKKA_06078,113.57,25,10,1,,39438,Bacterial extracellular solute-binding protein
39,2583,NP_300m_PROKKA_22066,113.57,25,10,1,,39438,Bacterial extracellular solute-binding protein
40,2579,NP_85m_PROKKA_08216,112.94,24,10,1,,39292,Bacterial extracellular solute-binding protein
41,1199,NP_300m_PROKKA_07046,112.41,20,11,3,,58350,Glutathione-binding protein GsiB precursor
41,1198,ETNP_160m_PROKKA_60185,112.41,19,11,3,,62885,Glutathione-binding protein GsiB precursor
24,129,ETNP_120m_PROKKA_318382,111.39,30,11,6,,34262,hypothetical protein
45,57447,ETNP_120m_free_PROKKA_106804,109.49,14,8,0,,57826,60 kDa chaperonin
45,118959,ETNP_120m_PROKKA_114163,109.49,14,8,0,,57826,60 kDa chaperonin
48,4819,NP_300m_PROKKA_19608,109.48,31,8,3,,39249,Bacterial extracellular solute-binding protein
79,107235,ETNP_160m_PROKKA_63763,107.22,11,6,6,,58291,Heme-binding protein A precursor
79,107236,ETNP_140m_PROKKA_115142,107.22,11,6,6,,58291,Heme-binding protein A precursor
79,107237,NP_300m_PROKKA_10869,107.22,11,6,6,,58291,Heme-binding protein A precursor
79,107238,ETNP_120m_PROKKA_67998,107.22,11,6,6,,58291,Heme-binding protein A precursor
33,118948,ETNP_150m_particle_PROKKA_05466,106.61,29,11,11,,45158,Phenoxybenzoate dioxygenase subunit alpha
33,118949,ETNP_110m_PROKKA_22939,106.61,29,11,11,,45172,Phenoxybenzoate dioxygenase subunit alpha
33,118950,ETNP_100m_PROKKA_77466,106.61,29,11,11,,45171,Phenoxybenzoate dioxygenase subunit alpha
33,118951,NP_85m_PROKKA_09218,106.61,29,11,11,,45171,Phenoxybenzoate dioxygenase subunit alpha
33,118952,ETNP_140m_PROKKA_125561,106.61,29,11,11,,45172,Phenoxybenzoate dioxygenase subunit alpha
33,118953,NP_100m_PROKKA_00331,106.61,29,11,11,,45172,Phenoxybenzoate dioxygenase subunit alpha
46,118944,ETNP_300m_PROKKA_48369,104.58,19,10,3,,62910,Glutathione-binding protein GsiB precursor
46,118945,ETNP_160m_PROKKA_195108,104.58,19,10,3,,62910,Glutathione-binding protein GsiB precursor
46,118946,ETNP_180m_PROKKA_165751,104.58,19,10,3,,62910,Glutathione-binding protein GsiB precursor
46,118947,ETNP_120m_PROKKA_09663,104.58,19,10,3,,62910,Glutathione-binding protein GsiB precursor
38,4167,ETNP_140m_PROKKA_39161,104.32,18,9,9,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
38,4163,ETNP_120m_PROKKA_104890,104.32,18,9,9,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
38,4164,ETNP_160m_PROKKA_11298,104.32,18,9,9,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
38,4165,ETNP_120m_free_PROKKA_226201,104.32,18,9,9,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
38,4166,ETNP_180m_PROKKA_236213,104.32,18,9,9,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
38,4168,ETNP_300m_PROKKA_75120,104.32,18,9,9,,63699,Quinohemoprotein alcohol dehydrogenase ADH-IIG precursor
47,2218,ETNP_120m_particle_PROKKA_16438,103.07,22,9,0,,37668,taurine transporter substrate binding subunit
55,107242,ETNP_160m_PROKKA_219613,101.92,8,7,4,,119472,hypothetical protein
55,107243,ETNP_180m_PROKKA_116028,101.92,7,7,4,,130143,Cna protein B-type domain protein
55,107244,ETNP_120m_PROKKA_336736,101.92,7,7,4,,138609,hypothetical protein
42,2260,ETNP_100m_PROKKA_84349,100.98,25,8,1,,35645,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
37,118955,NP_85m_PROKKA_11169,98.90,23,10,0,,39471,Alpha-keto acid-binding periplasmic protein TakP precursor
37,118956,NP_100m_PROKKA_06558,98.90,23,10,0,,39471,Alpha-keto acid-binding periplasmic protein TakP precursor
37,118957,NP_300m_PROKKA_11637,98.90,23,10,0,,39471,Alpha-keto acid-binding periplasmic protein TakP precursor
37,118958,ETNP_110m_PROKKA_31734,98.90,23,10,0,,39471,Alpha-keto acid-binding periplasmic protein TakP precursor
92,107341,ETNP_120m_free_PROKKA_108705,97.69,25,6,1,,27037,Bacterial extracellular solute-binding protein
92,2738,ETNP_120m_PROKKA_117417,97.69,20,6,1,,34430,Bacterial extracellular solute-binding protein
52,882,ETNP14_68maa_PROKKA_112627,97.35,22,9,0,,34407,Taurine-binding periplasmic protein precursor
50,697,NP_85m_PROKKA_22112,97.33,22,9,0,,34368,Taurine-binding periplasmic protein precursor
63,107224,ETNP_140m_PROKKA_164499,96.93,21,7,7,,34989,NMT1/THI5 like protein
63,107227,ETNP_180m_PROKKA_38050,96.93,21,7,7,,34989,NMT1/THI5 like protein
88,4331,NP_85m_PROKKA_24848,96.60,20,3,1,,23643,Taurine-binding periplasmic protein precursor
88,4333,NP_125m_PROKKA_07446,96.60,15,3,1,,30180,Taurine-binding periplasmic protein precursor
88,4332,ETNP_120m_free_PROKKA_131628,96.60,16,3,1,,28506,Taurine-binding periplasmic protein precursor
88,4334,ETNP_300m_PROKKA_190670,96.60,15,3,1,,30236,Taurine-binding periplasmic protein precursor
88,4335,ETNP14_120maa_PROKKA_32025,96.60,13,3,1,,35664,Taurine-binding periplasmic protein precursor
91,108028,NP_300m_PROKKA_06057,96.17,23,4,4,,23421,Rhodanese-like domain protein
91,108029,ETNP_120m_particle_PROKKA_202758,96.17,23,4,4,,23421,Rhodanese-like domain protein
91,108030,ETNP_300m_PROKKA_95801,96.17,23,4,4,,23421,Rhodanese-like domain protein
91,108031,ETNP_180m_PROKKA_60051,96.17,23,4,4,,23421,Rhodanese-like domain protein
91,108032,ETNP_120m_PROKKA_162168,96.17,23,4,4,,23421,Rhodanese-like domain protein
91,108033,ETNP_160m_PROKKA_75611,96.17,23,4,4,,23421,Rhodanese-like domain protein
56,2217,ETNP_150m_particle_PROKKA_18951,96.16,24,8,0,,34495,Taurine-binding periplasmic protein precursor
140,38,ETNP_120m_PROKKA_239026,96.12,30,4,4,,17736,C-phycoerythrin class 2 subunit alpha
140,58,ETNP_120m_free_PROKKA_182311,96.12,30,4,4,,17722,C-phycoerythrin class 2 subunit alpha
140,39,ETNP_90m_PROKKA_15075,96.12,30,4,4,,17736,C-phycoerythrin class 2 subunit alpha
140,37,ETNP_100m_particle_PROKKA_144421,96.12,30,4,4,,17736,C-phycoerythrin class 2 subunit alpha
49,118954,NP_100m_PROKKA_10275,95.59,19,7,2,,41340,hypothetical protein
71,119020,ETNP_180m_PROKKA_61581,95.03,15,7,5,,40202,Receptor family ligand binding region
71,119021,ETNP_160m_PROKKA_51479,95.03,15,7,5,,40255,Receptor family ligand binding region
71,119022,ETNP_120m_PROKKA_133802,95.03,15,7,5,,40255,Receptor family ligand binding region
31,118967,ETNP14_120maa_PROKKA_156631,94.34,26,11,0,,39652,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
113,3749,NP_100m_PROKKA_16248,94.15,19,5,5,,31451,hypothetical protein
80,2101,ETNP14_120maa_PROKKA_139086,93.15,17,6,3,,33406,hypothetical protein
69,1272,ETNP_110m_PROKKA_21843,92.83,21,7,7,,39676,Bacterial extracellular solute-binding protein
69,1273,NP_125m_PROKKA_06923,92.83,21,7,7,,39676,Bacterial extracellular solute-binding protein
69,1276,NP_300m_PROKKA_14486,92.83,21,7,7,,39676,Bacterial extracellular solute-binding protein
69,1277,NP_85m_PROKKA_10440,92.83,21,7,7,,39676,Bacterial extracellular solute-binding protein
69,1275,ETNP_100m_PROKKA_85620,92.83,21,7,7,,39676,Bacterial extracellular solute-binding protein
69,1278,ETNP14_120maa_PROKKA_29432,92.83,21,7,7,,39676,Bacterial extracellular solute-binding protein
98,107220,ETNP_300m_PROKKA_103810,92.63,17,6,6,,39600,hypothetical protein
68,118985,NP_85m_PROKKA_02682,92.48,18,6,4,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
68,118986,NP_125m_PROKKA_00202,92.48,18,6,4,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
68,118987,ETNP_120m_particle_PROKKA_184419,92.48,18,6,4,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
68,118988,ETNP14_120maa_PROKKA_07471,92.48,18,6,4,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
68,118989,NP_100m_PROKKA_00367,92.48,18,6,4,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
68,118990,ETNP_110m_PROKKA_38395,92.48,18,6,4,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
68,118991,ETNP_100m_particle_PROKKA_40531,92.48,18,6,4,,39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
94,2343,ETNP_300m_PROKKA_117498,92.17,12,4,4,,46902,putative ABC transporter-binding protein precursor
94,2344,ETNP_120m_PROKKA_216566,92.17,12,4,4,,48365,putative ABC transporter-binding protein precursor
94,2346,ETNP_160m_PROKKA_89816,92.17,12,4,4,,48365,putative ABC transporter-binding protein precursor
94,2345,ETNP_140m_PROKKA_47647,92.17,12,4,4,,48365,putative ABC transporter-binding protein precursor
94,2347,NP_300m_PROKKA_05253,92.17,12,4,4,,48365,putative ABC transporter-binding protein precursor
73,119002,ETNP_110m_PROKKA_11507,91.14,9,5,0,,56225,60 kDa chaperonin
73,119003,ETNP14_120maa_PROKKA_28008,91.14,9,5,0,,57900,60 kDa chaperonin
81,119146,ETNP_140m_PROKKA_09993,91.07,9,5,1,,58218,60 kDa chaperonin
81,119147,ETNP_120m_PROKKA_273782,91.07,9,5,1,,58218,60 kDa chaperonin
81,119148,NP_300m_PROKKA_13154,91.07,9,5,1,,58218,60 kDa chaperonin
99,389,ETNP14_120maa_PROKKA_111366,90.88,17,6,1,,37337,General L-amino acid-binding periplasmic protein AapJ precursor
99,107176,ETNP14_120maa_PROKKA_66447,90.88,17,6,1,,37413,General L-amino acid-binding periplasmic protein AapJ precursor
60,107186,ETNP_100m_particle_PROKKA_113205,90.73,38,8,0,,18566,hypothetical protein
65,118960,ETNP_120m_particle_PROKKA_212673,90.61,21,6,2,,35564,Putative thiamine biosynthesis protein
65,118961,NP_300m_PROKKA_08587,90.61,21,6,2,,35443,Putative thiamine biosynthesis protein
100,361,ETNP14_68maa_PROKKA_99193,90.53,17,6,0,,37467,General L-amino acid-binding periplasmic protein AapJ precursor
101,118972,ETNP_120m_particle_PROKKA_90527,89.34,19,6,1,,36943,General L-amino acid-binding periplasmic protein AapJ precursor
137,95,ETNP_180m_PROKKA_81155,89.06,7,4,4,,81192,Multicopper oxidase
57,118973,ETNP14_120maa_PROKKA_115246,88.59,45,6,0,,10276,Alpha-keto acid-binding periplasmic protein TakP precursor
104,3450,ETNP_110m_PROKKA_32298,88.33,18,5,2,,24386,hypothetical protein
75,107347,NP_300m_PROKKA_09456,88.00,33,6,0,,11688,hypothetical protein
61,118979,ETNP_110m_PROKKA_40671,87.99,36,7,0,,16730,Alpha-keto acid-binding periplasmic protein TakP precursor
61,118980,ETNP14_120mab_PROKKA_80611,87.99,36,7,0,,16752,Alpha-keto acid-binding periplasmic protein TakP precursor
110,118997,ETNP_120m_PROKKA_94461,87.80,15,3,1,,32010,Taurine-binding periplasmic protein precursor
110,118998,NP_300m_PROKKA_16564,87.80,14,3,1,,34169,Taurine-binding periplasmic protein precursor
78,107396,ETNP_120m_PROKKA_200056,87.66,13,4,4,,27136,hypothetical protein
134,107325,ETNP_180m_PROKKA_172072,86.86,16,4,1,,34432,hypothetical protein
66,1489,NP_100m_PROKKA_17967,85.78,28,7,0,,26896,Taurine-binding periplasmic protein precursor
62,119026,NP_125m_PROKKA_05636,85.22,35,7,2,,21095,hypothetical protein
44,692,NP_300m_PROKKA_15288,84.98,25,10,10,,50296,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
44,693,ETNP_160m_PROKKA_38126,84.98,25,10,10,,50319,Leucine-  isoleucine-  valine-  threonine-  and alanine-binding protein precursor
95,1360,ETNP_120m_particle_PROKKA_77529,84.85,19,6,3,,34468,Bacterial extracellular solute-binding protein
95,938,ETNP_120m_PROKKA_44499,84.85,16,6,3,,40193,Bacterial extracellular solute-binding protein
95,939,ETNP14_68maa_PROKKA_154991,84.85,16,6,3,,40175,Bacterial extracellular solute-binding protein
95,937,ETNP_180m_PROKKA_181026,84.85,16,6,3,,40175,Bacterial extracellular solute-binding protein
59,119114,KHE93198,84.11,9,7,5,,75635,hydrazine synthase BC subunit Candidatus Scalindua brodae
102,140,ETNP_120m_PROKKA_239033,83.93,32,6,4,,19139,C-phycoerythrin class 1 subunit beta
102,138,ETNP_120m_free_PROKKA_147966,83.93,32,6,4,,19139,C-phycoerythrin class 1 subunit beta
102,139,ETNP_100m_particle_PROKKA_112481,83.93,32,6,4,,19139,C-phycoerythrin class 1 subunit beta
53,3729,ETNP_120m_particle_PROKKA_72855,83.73,23,7,1,,35671,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
112,4736,ETNP14_120maa_PROKKA_113456,82.86,17,5,0,,39216,Bacterial extracellular solute-binding protein
112,4735,ETNP14_68maa_PROKKA_82752,82.86,17,5,0,,39216,Bacterial extracellular solute-binding protein
54,118964,ETNP_120m_PROKKA_279895,82.54,26,6,2,,34920,Putative thiamine biosynthesis protein
54,118965,NP_300m_PROKKA_05219,82.54,25,6,2,,35492,Putative thiamine biosynthesis protein
54,118966,ETNP_140m_PROKKA_111734,82.54,25,6,2,,35434,Putative thiamine biosynthesis protein
87,1700,ETNP14_68maa_PROKKA_155360,82.36,17,6,1,,34510,Putative aliphatic sulfonates-binding protein precursor
156,100362,ETNP_300m_PROKKA_120044,82.15,13,3,3,,39133,hypothetical protein
156,119057,NP_100m_PROKKA_07401,82.15,8,3,3,,60120,flagellar basal body rod modification protein
156,119058,ETNP14_120maa_PROKKA_12653,82.15,8,3,3,,60454,flagellar basal body rod modification protein
70,107346,NP_300m_PROKKA_45804,81.67,63,5,0,,6378,hypothetical protein
67,119017,ETNP_120m_PROKKA_51846,81.19,85,6,2,,6355,hypothetical protein
67,119018,ETNP_120m_particle_PROKKA_191004,81.19,45,6,2,,11651,Alpha-keto acid-binding periplasmic protein TakP precursor
123,119153,NP_100m_PROKKA_07831,80.62,16,4,3,,34368,glycine betaine transporter periplasmic subunit
124,107315,NP_300m_PROKKA_18952,80.23,10,5,5,,29108,hypothetical protein
109,119019,NP_300m_PROKKA_27260,79.96,22,4,0,,27125,hypothetical protein
109,119027,ETNP14_120mab_PROKKA_41933,79.96,21,4,0,,27714,hypothetical protein
103,1730,ETNP_110m_PROKKA_42220,79.69,17,5,3,,33245,hypothetical protein
64,119047,ETNP_120m_particle_PROKKA_143468,79.16,49,6,6,,11301,Bacterial DNA-binding protein
64,119048,NP_100m_PROKKA_25305,79.16,49,6,6,,11301,Bacterial DNA-binding protein
64,119049,ETNP_150m_particle_PROKKA_18811,79.16,49,6,6,,11301,Bacterial DNA-binding protein
64,119050,NP_300m_PROKKA_20346,79.16,49,6,6,,11301,Bacterial DNA-binding protein
139,2679,NP_85m_PROKKA_14707,78.96,11,4,3,,58813,Bacterial extracellular solute-binding protein
139,2687,NP_100m_PROKKA_03011,78.96,10,4,3,,63992,Bacterial extracellular solute-binding protein
72,107208,ETNP_300m_PROKKA_181318,78.83,7,7,7,,134406,PA14 domain protein
93,107212,NP_85m_PROKKA_09530,78.22,17,6,0,,36415,General L-amino acid-binding periplasmic protein AapJ precursor
86,661,XP_003061104,77.61,12,6,3,,41766,actin flagellar inner arm intermediate chain  Micromonas pusilla CCMP1545
151,119358,ETNP_160m_PROKKA_93758,77.21,7,3,3,,40164,Bacterial extracellular solute-binding protein
151,119359,ETNP_120m_PROKKA_21017,77.21,6,3,3,,43346,Bacterial extracellular solute-binding protein
114,119062,ETNP_120m_PROKKA_95426,76.86,7,4,2,,82558,Formate dehydrogenase H
114,119063,ETNP_180m_PROKKA_21990,76.86,6,4,2,,99155,Formate dehydrogenase H
114,119064,ETNP_160m_PROKKA_99583,76.86,5,4,2,,106182,Formate dehydrogenase-O major subunit precursor
114,119065,ETNP_140m_PROKKA_105309,76.86,5,4,2,,106906,Formate dehydrogenase H
107,1965,ETNP_180m_PROKKA_132387,76.78,8,4,0,,57224,60 kDa chaperonin
107,119223,ETNP_160m_PROKKA_57515,76.78,8,4,0,,57224,60 kDa chaperonin
89,107232,ETNP_120m_PROKKA_24459,76.43,17,6,3,,39368,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
89,107233,ETNP_160m_PROKKA_188359,76.43,17,6,3,,39393,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
162,88006,NP_300m_PROKKA_05383,76.25,14,3,3,,36427,General L-amino acid-binding periplasmic protein AapJ precursor
162,119121,ETNP14_120maa_PROKKA_113527,76.25,14,3,3,,36427,General L-amino acid-binding periplasmic protein AapJ precursor
162,119122,ETNP_120m_PROKKA_05595,76.25,14,3,3,,36427,General L-amino acid-binding periplasmic protein AapJ precursor
162,119123,ETNP_160m_PROKKA_33848,76.25,14,3,3,,36427,General L-amino acid-binding periplasmic protein AapJ precursor
162,119124,ETNP_140m_PROKKA_123038,76.25,14,3,3,,36427,General L-amino acid-binding periplasmic protein AapJ precursor
141,119067,ETNP_180m_PROKKA_117438,75.55,8,3,3,,57660,Quinohemoprotein alcohol dehydrogenase ADH IIB precursor
141,119068,ETNP_120m_free_PROKKA_79382,75.55,8,3,3,,61453,Quinohemoprotein alcohol dehydrogenase ADH IIB precursor
141,119069,ETNP_120m_PROKKA_274492,75.55,8,3,3,,61453,Quinohemoprotein alcohol dehydrogenase ADH IIB precursor
141,119070,ETNP_160m_PROKKA_167750,75.55,8,3,3,,61439,Quinohemoprotein alcohol dehydrogenase ADH IIB precursor
141,119071,ETNP_300m_PROKKA_163281,75.55,8,3,3,,61440,Quinohemoprotein alcohol dehydrogenase ADH IIB precursor
83,118974,NP_300m_PROKKA_08375,75.02,5,5,0,,144201,Respiratory nitrate reductase 1 alpha chain
83,118975,NP_85m_PROKKA_03144,75.02,5,5,0,,144201,Respiratory nitrate reductase 1 alpha chain
83,118976,ETNP14_120maa_PROKKA_05361,75.02,5,5,0,,144201,Respiratory nitrate reductase 1 alpha chain
83,118977,NP_125m_PROKKA_01168,75.02,5,5,0,,144201,Respiratory nitrate reductase 1 alpha chain
206,119232,ETNP_120m_PROKKA_30297,74.98,10,2,2,,33137,hypothetical protein
58,107274,KHE92665,74.96,8,7,3,,90901,hydrazine synthase A subunit Candidatus Scalindua brodae
51,261,XP_003056479,74.74,14,7,0,,49615,beta tubulin  Micromonas pusilla CCMP1545
154,119006,ETNP_120m_particle_PROKKA_116865,74.61,4,3,3,,105882,Vitamin B12 transporter BtuB
154,119007,ETNP_140m_PROKKA_46989,74.61,4,3,3,,103495,Vitamin B12 transporter BtuB
154,119008,NP_300m_PROKKA_01639,74.61,4,3,3,,103915,Vitamin B12 transporter BtuB
74,119072,ETNP_120m_particle_PROKKA_175681,74.50,31,5,0,,12009,Alpha-keto acid-binding periplasmic protein TakP precursor
111,107726,ETNP14_68maa_PROKKA_126798,73.40,16,5,2,,35573,General L-amino acid-binding periplasmic protein AapJ precursor
76,119041,ETNP14_120maa_PROKKA_100467,73.35,12,7,0,,63136,Oligopeptide-binding protein AppA precursor
117,1449,NP_85m_PROKKA_11751,73.11,8,5,2,,55690,ATP synthase subunit alpha
117,1598,NP_100m_PROKKA_09000,73.11,8,5,2,,56093,ATP synthase subunit alpha
108,107721,NP_300m_PROKKA_29559,72.66,16,5,1,,35723,General L-amino acid-binding periplasmic protein AapJ precursor
108,107722,NP_300m_PROKKA_31612,72.66,16,5,1,,35624,General L-amino acid-binding periplasmic protein AapJ precursor
108,107723,ETNP14_120maa_PROKKA_145599,72.66,16,5,1,,35657,General L-amino acid-binding periplasmic protein AapJ precursor
108,107725,ETNP14_120maa_PROKKA_76715,72.66,16,5,1,,35723,General L-amino acid-binding periplasmic protein AapJ precursor
147,107373,ETNP_120m_PROKKA_200726,72.59,6,4,4,,69264,Oligopeptide-binding protein AppA precursor
84,118993,ETNP14_120maa_PROKKA_32935,72.58,5,5,1,,143282,Respiratory nitrate reductase 1 alpha chain
148,101,ETNP14_68maa_PROKKA_166963,72.45,28,4,4,,15623,Photosystem I reaction center subunit II
148,147,NP_85m_PROKKA_25020,72.45,28,4,4,,15669,Photosystem I reaction center subunit II
148,102,ETNP_90m_PROKKA_24349,72.45,28,4,4,,15726,Photosystem I reaction center subunit II
77,119059,ETNP14_120maa_PROKKA_25334,71.44,11,7,0,,63384,Oligopeptide-binding protein AppA precursor
77,119060,ETNP_120m_PROKKA_234341,71.44,11,7,0,,63384,Oligopeptide-binding protein AppA precursor
85,107316,ETNP14_120maa_PROKKA_27079,71.36,5,5,1,,142899,Respiratory nitrate reductase 1 alpha chain
