Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja01-20170410,Area etnp-ja01-20170410,#Peptides,#Unique,#Spec etnp-ja01-20170410,PTM,Avg. Mass,Description
15,35,ETNP_70m_PROKKA_13039,197.12,93,93,2.24E+07,37,4,62,Deamidation (NQ); Methylation(others); Pyro-glu from Q; Mutation,10877,10 kDa chaperonin
27,19,WP_038651072,193.81,62,62,3.84E+07,29,29,39,Carbamidomethylation; Deamidation (NQ); ISD (z+2)-series; Mutation,28325,photosystem II manganese-stabilizing polypeptide Prochlorococcus sp MIT 0801
25,45,WP_002806275,193.58,83,83,8.18E+07,31,15,52,Deamidation (NQ); Sodium adduct; Pyro-glu from Q,10761,molecular chaperone GroES Prochlorococcus
25,48,NP_30m_PROKKA_08351,193.58,83,83,8.18E+07,31,15,52,Deamidation (NQ); Sodium adduct; Pyro-glu from Q,10731,10 kDa chaperonin
20,63,ETNP14_68maa_PROKKA_81354,192.35,83,83,,31,0,51,Sodium adduct; Pyro-glu from Q; Mutation,10829,10 kDa chaperonin
19,46,WP_002807869,190.11,81,81,3.31E+07,25,9,52,Oxidation (M); Deamidation (NQ); Dethiomethyl; Sodium adduct; Dihydroxy,10586,carbon dioxide-concentrating mechanism protein CcmK Prochlorococcus
19,47,NP_30m_PROKKA_04690,190.11,81,81,3.31E+07,25,9,52,Oxidation (M); Deamidation (NQ); Dethiomethyl; Sodium adduct; Dihydroxy,10586,Major carboxysome shell protein 1A
24,26,WP_011819053,187.24,53,53,2.34E+06,42,3,57,Oxidation (M); Deamidation (NQ); Sodium adduct; Pyro-glu from Q,52183,ATP synthase subunit beta Prochlorococcus
55,348,WP_038543222,185.52,54,54,2.63E+06,17,4,29,Carbamidomethylation; Oxidation (M); Deamidation (NQ); ISD (z+2)-series; Deamidation (R); Mutation,17821,bleomycin hydrolase Synechococcus sp KORDI-100
18,41,WP_036905521,185.5,96,96,4.38E+06,32,2,53,Methylation(others); Ornithine from Arginine; Mutation,10891,chaperonin Prochlorococcus
33,218,WP_011293551,182.68,64,64,2.92E+07,22,16,41,Carbamidomethylation; Oxidation (M); Deamidation (NQ),12404,plastocyanin Prochlorococcus
40,94,WP_011128874,181.64,76,76,2.90E+07,20,6,34,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Deamidation (R); Mutation,17817,bleomycin hydrolase Synechococcus
29,260,NP_30m_PROKKA_20421,181.4,84,84,2.08E+06,15,1,42,Carbamidomethylation; Oxidation (M); Dethiomethyl; Sodium adduct; Methylation(others); 11 more,7787,Flavodoxin
26,55,ETNP_120m_PROKKA_03508,181.37,81,81,,27,0,46,Sodium adduct,10831,10 kDa chaperonin
26,56,ETNP14_68maa_PROKKA_102613,181.37,81,81,,27,0,46,Sodium adduct,10831,10 kDa chaperonin
35,27,WP_038654074,181.02,44,44,2.12E+06,37,4,50,Oxidation (M); Deamidation (NQ); Sodium adduct; Deoxy; Pyro-glu from Q,52254,ATP F0F1 synthase subunit beta Prochlorococcus sp MIT 0801
38,28,ETNP_90m_PROKKA_203807,175.93,33,33,4.17E+05,31,2,44,Deamidation (NQ); Sodium adduct; Pyro-glu from Q,52116,ATP synthase subunit beta
32,50,NP_30m_PROKKA_15443,175.85,38,38,,27,0,40,Carbamidomethylation; Oxidation (M); Sodium adduct; Mutation,26483,60 kDa chaperonin 1
31,57,ETNP_120m_free_PROKKA_36507,173.58,78,78,,26,0,43,Methylation(others); Pyro-glu from Q; Mutation,12346,10 kDa chaperonin
31,58,ETNP_90m_PROKKA_203806,173.58,78,78,,26,0,43,Methylation(others); Pyro-glu from Q; Mutation,12346,10 kDa chaperonin
31,59,ETNP_120m_PROKKA_56512,173.58,78,78,,26,0,43,Methylation(others); Pyro-glu from Q; Mutation,12346,10 kDa chaperonin
17,160,WP_038543230,173.43,57,57,4.93E+07,20,5,58,Carbamidomethylation; Oxidation (M); Dethiomethyl; Sodium adduct; Dehydration; 4 more,18716,bleomycin hydrolase Synechococcus sp KORDI-100
41,25,WP_002806605,172.58,42,42,5.43E+06,24,5,35,Oxidation (M); Deamidation (NQ); Propionaldehyde +40,43652,elongation factor Tu Prochlorococcus
21,79,ETNP_90m_PROKKA_129379,171.94,80,80,,20,0,47,Oxidation (M); Deamidation (NQ); Dethiomethyl; Sodium adduct,10571,Major carboxysome shell protein 1A
21,80,ETNP14_68maa_PROKKA_192080,171.94,80,80,,20,0,47,Oxidation (M); Deamidation (NQ); Dethiomethyl; Sodium adduct,10571,Major carboxysome shell protein 1A
22,106,WP_006169870,170.6,80,80,1.98E+04,20,1,47,Oxidation (M); Deamidation (NQ); Dethiomethyl; Sodium adduct,10584,carbon dioxide-concentrating mechanism protein CcmK Cyanobacteria
23,111,WP_011130577,170.49,80,80,4.75E+05,20,1,47,Oxidation (M); Deamidation (NQ); Dethiomethyl; Sodium adduct,10557,carbon dioxide-concentrating mechanism protein CcmK Prochlorococcus
42,99,WP_011294882,169.49,76,76,4.60E+07,19,10,35,Carbamidomethylation; Oxidation (M); Sodium adduct; Methylation(others); Deoxy; 2 more,18594,flavodoxin Prochlorococcus
44,20,WP_038651502,169,39,39,7.56E+06,24,13,33,Carbamidomethylation; Deamidation (NQ); Methylation(others); Mutation,59026,molecular chaperone GroEL Prochlorococcus sp MIT 0801
50,32,WP_011127383,168.82,32,32,5.59E+05,29,2,40,Oxidation (M); Sodium adduct; Pyro-glu from Q; Dimethylation(KR); Acetylation (Protein N-term),51965,ATP synthase subunit beta Synechococcus sp WH 8102
14,721,ETNP_100m_particle_PROKKA_00069,167.69,85,85,3.13E+08,18,18,69,Oxidation (M); Dethiomethyl; Sodium adduct; Formylation; Pyro-glu from Q; 4 more,5311,hypothetical protein
47,70,WP_011863563,165.27,30,30,5.80E+06,21,9,31,Deamidation (NQ); Carboxylation (E); Mutation,54276,ATP synthase subunit alpha Prochlorococcus
49,37,WP_038546441,165.09,34,34,,26,0,37,Oxidation (M); Sodium adduct; Pyro-glu from Q; Acetylation (Protein N-term),52050,ATP F0F1 synthase subunit beta Synechococcus sp KORDI-100
45,17,WP_038652138,164.99,41,41,3.73E+06,16,4,33,Carbamidomethylation; Deamidation (NQ); Sodium adduct; Pyro-glu from Q; Glycidamide adduct; 3-sulfanylpropanoyl,52654,glutamine synthetase Prochlorococcus sp MIT 0801
36,86,ETNP_90m_PROKKA_165094,164.11,80,80,,24,0,41,Methylation(others); Mutation,10831,10 kDa chaperonin
36,88,ETNP_110m_PROKKA_01759,164.11,80,80,,24,0,41,Methylation(others); Mutation,10831,10 kDa chaperonin
34,604,NP_30m_PROKKA_25595,163.85,54,54,4.49E+07,14,4,37,Carbamidomethylation; Sodium adduct; Deoxy; Replacement of 2 protons by calcium; Replacement of 2 protons by iron,10808,C-phycoerythrin class 2 subunit beta
59,154,WP_038653993,162.14,55,55,3.51E+06,20,8,28,Carbamidomethylation; Dehydration; Mutation,19090,hypothetical protein Prochlorococcus sp MIT 0801
62,82,NP_30m_PROKKA_05736,161.53,54,54,1.09E+07,12,10,24,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Sodium adduct; Mutation,20131,Pentapeptide repeats (8 copies)
62,81,WP_042850904,161.53,55,55,1.09E+07,12,10,24,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Sodium adduct; Mutation,19682,hypothetical protein Prochlorococcus sp MIT 0604
71,273,ETNP_70m_PROKKA_140157,159.08,61,61,5.73E+06,20,8,26,Carbamidomethylation; Deamidation (NQ); Mutation,14550,Pentapeptide repeats (8 copies)
120,91,NP_30m_PROKKA_21974,156.1,60,60,4.10E+06,11,6,15,Carbamidomethylation; Deamidation (NQ),21706,putative peroxiredoxin
120,92,WP_025881525,156.1,60,60,4.10E+06,11,6,15,Carbamidomethylation; Deamidation (NQ),21706,peroxiredoxin Prochlorococcus
52,21,WP_011127938,155.9,29,29,,14,0,32,Deamidation (NQ); Sodium adduct; Pyro-glu from Q; Propionamide (K  X@N-term); Replacement of 2 protons by calcium,52468,glutamine synthetase Synechococcus sp WH 8102
30,107,WP_002806330,153.72,68,68,7.15E+06,27,2,46,Oxidation (M); Methylation(KR); Carbamylation,9768,DNA-binding protein Prochlorococcus
39,417,ETNP_100m_particle_PROKKA_55047,153.61,26,26,2.74E+08,16,16,40,Sodium adduct; Dehydration; Pyro-glu from Q; Propionamide (K  X@N-term),9588,hypothetical protein
66,24,WP_042850092,152.9,39,39,9.76E+06,14,3,24,Oxidation (M); Methylation(others); Proline oxidation to pyrrolidinone,47897,O-acetylhomoserine aminocarboxypropyltransferase Prochlorococcus sp MIT 0604
63,127,WP_011376622,152.59,88,88,1.16E+07,16,6,28,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Deoxy,11611,thioredoxin Prochlorococcus
46,34,WP_006171953,152.38,34,34,0.00E+00,29,1,40,Oxidation (M); Sodium adduct; Pyro-glu from Q,52810,F0F1 ATP synthase subunit beta Synechococcus sp WH 5701
56,36,WP_011817694,152.04,73,73,5.86E+07,15,4,27,Sodium adduct; Replacement of 2 protons by calcium,13244,50S ribosomal protein L7L12 Prochlorococcus
125,62,WP_042850000,150.45,21,21,1.42E+06,14,3,14,Carbamidomethylation; Deamidation (NQ); Methylation(others); Methylation(KR); Mutation,82132,carboxysome shell protein Prochlorococcus sp MIT 0604
88,31,ETNP_110m_PROKKA_40292,150.37,27,27,,12,0,21,Carbamidomethylation; Deamidation (NQ); Propionamide (K  X@N-term); Mutation,45186,Glutamine synthetase
54,29,WP_042850333,149.81,40,40,1.74E+06,17,3,31,Carbamidomethylation; Sodium adduct; Pyro-glu from Q; Replacement of 2 protons by calcium,52814,glutamine synthetase Prochlorococcus sp MIT 0604
28,159,WP_011295240,149.38,68,68,1.02E+07,28,10,46,Oxidation (M); Methylation(KR); Carbamylation,9752,DNA-binding protein Prochlorococcus
61,104,WP_011128875,149.28,47,47,2.32E+07,14,7,27,Oxidation (M); Dethiomethyl; Mutation,19147,bleomycin hydrolase Synechococcus
77,72,ETNP_70m_PROKKA_103091,148.9,29,29,1.71E+07,17,14,23,Oxidation (M); Deamidation (NQ); Dethiomethyl,54351,ATP synthase subunit alpha
60,30,WP_038544987,148.74,27,27,,12,0,27,Carbamidomethylation; Deamidation (NQ); Sodium adduct; Propionamide (K  X@N-term),52680,glutamine synthetase Synechococcus sp KORDI-100
53,42,ETNP_100m_particle_PROKKA_143405,148.43,41,41,1.54E+05,29,1,36,Oxidation (M); Deamidation (NQ); Mutation,44970,ATP synthase subunit beta
37,61,ETNP_90m_PROKKA_49827,148.23,88,88,,21,0,38,Pyro-glu from Q; Mutation,10903,10 kDa chaperonin
126,74,ETNP_70m_PROKKA_57938,148.23,21,21,2.39E+05,12,1,13,Deamidation (NQ); Methylation(KR); Mutation,72315,Carboxysome shell peptide mid-region
119,246,XP_002185049,145.63,50,50,1.10E+07,9,4,13,Oxidation (M); Oxidation or Hydroxylation; Acetylation (Protein N-term),16829,calmoduline  Phaeodactylum tricornutum CCAP 1055
119,247,EJK77863,145.63,50,50,1.10E+07,9,4,13,Oxidation (M); Oxidation or Hydroxylation; Acetylation (Protein N-term),16858,hypothetical protein THAOC_00268  Thalassiosira oceanica
119,248,EJK58168,145.63,50,50,1.10E+07,9,4,13,Oxidation (M); Oxidation or Hydroxylation; Acetylation (Protein N-term),16858,hypothetical protein THAOC_21730  Thalassiosira oceanica
119,249,ETNP_90m_PROKKA_55079,145.63,45,45,1.10E+07,9,4,13,Oxidation (M); Oxidation or Hydroxylation; Acetylation (Protein N-term),18514,EF hand
91,114,WP_011129361,144.33,20,20,9.51E+04,17,1,21,Deamidation (NQ),67888,chaperone protein dnaK2 Synechococcus sp WH 8102
72,241,ETNP_60m_PROKKA_33064,143.56,53,53,6.68E+05,14,2,22,Carbamidomethylation; Oxidation (M); Dethiomethyl; Carbamylation; 2-amino-3-oxo-butanoic_acid; S-Ethylcystine from Serine,18849,Flavodoxin
114,69,ETNP_70m_PROKKA_91076,143.18,33,33,0.00E+00,11,1,14,Acetylation (Protein N-term),39203,Cell division protein FtsZ
65,292,WP_038653576,141.99,68,68,6.29E+05,12,1,26,Carbamidomethylation; Oxidation (M); Deamidation (NQ); Deoxy,11599,thioredoxin Prochlorococcus sp MIT 0801
104,97,WP_036915357,140.65,21,21,,12,0,18,Deamidation (NQ); Propionamide (K  X@N-term); Mutation,52679,glutamine synthetase Prochlorococcus sp MIT 0701
57,117,ETNP_60m_PROKKA_04448,140.34,63,63,1.94E+07,18,7,27,,12354,hypothetical protein
57,118,WP_011293945,140.34,63,63,1.94E+07,18,7,27,,12354,transcriptional regulator Prochlorococcus
73,314,ETNP_120m_particle_PROKKA_115227,140.16,70,70,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,10054,Thioredoxin-1
73,315,ETNP_110m_PROKKA_28542,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11595,Thioredoxin-1
73,316,ETNP_100m_PROKKA_06117,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11595,Thioredoxin-1
73,317,NP_100m_PROKKA_30403,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11595,Thioredoxin-1
73,318,ETNP_140m_PROKKA_156431,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11565,Thioredoxin-1
73,319,ETNP_90m_PROKKA_201449,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11595,Thioredoxin-1
73,320,ETNP14_68mB_PROKKA_48654,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11565,Thioredoxin-1
73,321,ETNP_100m_PROKKA_21464,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11565,Thioredoxin-1
73,322,ETNP_90m_PROKKA_102584,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11592,Thioredoxin-1
73,323,WP_011130499,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11592,thioredoxin Prochlorococcus
73,324,ETNP_110m_PROKKA_29592,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11565,Thioredoxin-1
73,325,ETNP_160m_PROKKA_179873,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11565,Thioredoxin-1
73,326,ETNP_140m_PROKKA_136007,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11595,Thioredoxin-1
73,327,ETNP_120m_PROKKA_69423,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11595,Thioredoxin-1
73,328,NP_85m_PROKKA_19416,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11565,Thioredoxin-1
73,329,ETNP_100m_particle_PROKKA_94903,140.16,60,60,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,11609,Thioredoxin-1
73,337,ETNP_90m_PROKKA_41164,140.16,71,71,2.12E+06,11,1,22,Carbamidomethylation; Deamidation (NQ); Deoxy,9926,Thioredoxin-1
43,161,ETNP_70m_PROKKA_32300,139.98,79,79,1.32E+05,17,1,34,Oxidation (M); Dethiomethyl; Dehydration,10572,Major carboxysome shell protein 1A
43,162,ETNP_60m_PROKKA_33131,139.98,79,79,1.32E+05,17,1,34,Oxidation (M); Dethiomethyl; Dehydration,10572,Major carboxysome shell protein 1A
98,53,ETNP_100m_particle_PROKKA_120141,139.84,23,23,5.21E+06,9,1,18,Deamidation (NQ); Propionamide (K  X@N-term),51643,Glutamine synthetase
143,112,ETNP14_68mB_PROKKA_21842,138.18,23,23,3.97E+06,7,1,11,Carbamidomethylation,33846,glycine betaine transporter periplasmic subunit
67,305,ETNP_70m_PROKKA_63275,138,83,83,3.63E+07,13,13,25,Oxidation (M); Sodium adduct,6283,hypothetical protein
74,65,ETNP_70m_PROKKA_134596,137.22,20,20,2.54E+07,20,20,24,Sodium adduct,53644,Ribulose bisphosphate carboxylase large chain
74,66,ETNP_60m_PROKKA_34876,137.22,20,20,2.54E+07,20,20,24,Sodium adduct,53644,Ribulose bisphosphate carboxylase large chain
90,1225,ETNP_70m_PROKKA_46940,136.59,45,45,1.61E+07,8,8,19,Deamidation (NQ); Pyro-glu from Q; Lysine oxidation to aminoadipic semialdehyde,8559,hypothetical protein
89,136,ETNP14_68maa_PROKKA_146019,134.95,52,52,,14,0,17,,13251,50S ribosomal protein L7/L12
89,137,ETNP_100m_PROKKA_36243,134.95,52,52,,14,0,17,,13241,50S ribosomal protein L7/L12
70,139,WP_038654094,133.56,19,19,5.34E+06,15,3,25,Deamidation (NQ),54020,ATP F0F1 synthase subunit alpha Prochlorococcus sp MIT 0801
85,943,WP_042850028,133.31,32,32,1.85E+07,10,7,20,Oxidation (M); Sodium adduct; Mutation,12308,plastocyanin Prochlorococcus sp MIT 0604
103,289,ETNP14_68maa_PROKKA_92871,132.67,17,17,,14,0,17,Deamidation (NQ),61907,Chaperone protein dnaK2
64,49,WP_038654262,132.62,39,39,2.10E+06,18,3,25,Oxidation (M),43584,elongation factor Tu Prochlorococcus sp MIT 0801
111,102,ETNP_60m_PROKKA_00635,132.12,23,23,2.07E+06,16,4,21,,50949,ATP synthase subunit beta
111,103,ETNP_70m_PROKKA_134630,130.99,23,23,2.07E+06,15,4,20,,50949,ATP synthase subunit beta
140,93,WP_052041211,130.94,26,26,2.88E+05,9,2,12,,38304,cell division protein FtsZ Prochlorococcus sp MIT 0801
84,71,NP_30m_PROKKA_11817,129.83,45,45,1.53E+04,9,1,20,Sodium adduct,27620,Glutamine synthetase
69,73,WP_011823058,129.61,76,76,5.38E+06,16,5,24,,13260,50S ribosomal protein L7L12 Prochlorococcus
51,108,ETNP_140m_PROKKA_16312,128.24,80,80,6.52E+06,19,1,32,,10815,10 kDa chaperonin
51,109,ETNP_120m_PROKKA_272803,128.24,70,70,6.52E+06,19,1,32,,12446,10 kDa chaperonin
51,110,ETNP_100m_particle_PROKKA_95343,128.24,70,70,6.52E+06,19,1,32,,12446,10 kDa chaperonin
93,178,WP_006171952,127.78,68,68,2.32E+06,12,1,19,Deamidation (NQ),10815,molecular chaperone GroES Synechococcus sp WH 5701
208,153,WP_038652002,127.02,22,22,2.09E+06,8,2,11,Oxidation (M),49037,O-acetylhomoserine aminocarboxypropyltransferase Prochlorococcus sp MIT 0801
117,432,XP_003074861,126.83,16,16,2.17E+06,11,6,13,Deamidation (NQ); Methylation(others); Methylation(KR); Mutation,73277,Bip Luminal binding protein precursor probable IC  Ostreococcus tauri
108,219,WP_011130835,126.58,15,15,,11,0,18,Deamidation (NQ),54046,ATP synthase subunit alpha Prochlorococcus marinus
100,187,WP_038547285,126.18,43,43,3.14E+05,11,1,17,,13267,50S ribosomal protein L7L12 Synechococcus sp KORDI-100
79,126,WP_006169762,125.71,59,59,1.42E+06,13,1,19,,13004,50S ribosomal protein L7L12 Synechococcus
87,146,ETNP_100m_particle_PROKKA_82300,125.07,62,62,1.03E+07,17,13,21,Carbamidomethylation,14624,Tubulin/FtsZ family  GTPase domain
220,182,WP_011128078,124.96,49,49,9.60E+05,8,4,9,Carbamidomethylation; Mutation,22174,peroxiredoxin Synechococcus
115,155,ETNP_90m_PROKKA_197311,124.83,45,45,,11,0,16,,13176,50S ribosomal protein L7/L12
115,156,ETNP14_68maa_PROKKA_119462,124.83,45,45,,11,0,16,,13176,50S ribosomal protein L7/L12
105,83,ETNP_120m_PROKKA_140115,124.65,23,23,,10,0,19,Carbamidomethylation; Sodium adduct,52707,Glutamine synthetase
105,84,ETNP_90m_PROKKA_37981,124.65,23,23,,10,0,19,Carbamidomethylation; Sodium adduct,52721,Glutamine synthetase
113,293,WP_036914087,123.74,15,15,,11,0,16,Deamidation (NQ),58891,molecular chaperone GroEL Prochlorococcus
113,294,WP_011130702,123.74,15,15,,11,0,16,Deamidation (NQ),59390,molecular chaperone GroEL Prochlorococcus marinus
68,123,ETNP14_68maa_PROKKA_177942,123.66,31,31,,17,0,23,Oxidation (M),43232,Elongation factor Tu
95,303,ETNP_120m_free_PROKKA_148170,123.64,14,14,7.96E+05,11,1,17,Deamidation (NQ),58577,60 kDa chaperonin 2
131,140,WP_042849915,123.36,18,18,5.65E+06,12,11,14,Carbamidomethylation,61330,molecular chaperone GroEL Prochlorococcus sp MIT 0604
96,67,ETNP14_120maa_PROKKA_111366,122.43,28,28,4.19E+05,11,1,18,Carbamidomethylation,37337,General L-amino acid-binding periplasmic protein AapJ precursor
97,68,ETNP14_120mab_PROKKA_36093,122.37,47,47,,11,0,18,Carbamidomethylation,22870,General L-amino acid-binding periplasmic protein AapJ precursor
99,862,ETNP14_68mB_PROKKA_18700,119.98,45,45,1.19E+07,11,5,18,Carbamidomethylation; Oxidation (M); Sodium adduct; Acetylation (N-term); Mutation,12638,Plastocyanin precursor
135,278,WP_036905772,119.18,44,44,4.99E+06,8,5,14,Carbamidomethylation; Oxidation (M); Oxidation or Hydroxylation; Mutation,17195,superoxide dismutase  partial Prochlorococcus sp MIT 0801
135,279,ETNP_70m_PROKKA_123448,119.18,42,42,4.99E+06,8,5,14,Carbamidomethylation; Oxidation (M); Oxidation or Hydroxylation; Mutation,18113,Superoxide dismutase [Ni] precursor
48,353,NP_30m_PROKKA_17563,118.07,41,41,4.04E+07,13,5,29,Carbamidomethylation; Methylation(others); Propionamide (K  X@N-term); Mutation,18380,Flavodoxin-B
78,360,XP_003061104,118,14,14,3.40E+07,14,6,21,Oxidation or Hydroxylation; Mutation,41766,actin flagellar inner arm intermediate chain  Micromonas pusilla CCMP1545
92,132,XP_003062500,117.61,29,29,3.38E+07,17,17,20,Carbamidomethylation; Oxidation (M); Propionamide (K  X@N-term),49730,alpha tubulin  Micromonas pusilla CCMP1545
92,133,XP_003058621,117.61,29,29,3.38E+07,17,17,20,Carbamidomethylation; Oxidation (M); Propionamide (K  X@N-term),49730,alpha tubulin  Micromonas pusilla CCMP1545
136,363,ETNP_100m_particle_PROKKA_44691,116.98,12,12,1.51E+06,8,1,12,,53920,ATP synthase subunit alpha
116,100,WP_011282064,116.92,26,26,4.87E+05,10,1,17,Carbamidomethylation,37685,amino acid ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
118,101,WP_042851397,115.86,25,25,3.74E+06,16,7,18,Deamidation (NQ),68108,molecular chaperone DnaK Prochlorococcus sp MIT 0604
106,105,ETNP14_120maa_PROKKA_66447,115.64,25,25,,10,0,17,Carbamidomethylation,37413,General L-amino acid-binding periplasmic protein AapJ precursor
215,814,XP_003056131,114.77,44,44,1.53E+06,7,2,7,Oxidation (M); Ethylation; Mutation,16706,calmodulin  Micromonas pusilla CCMP1545
121,183,ETNP_100m_PROKKA_37128,113.95,47,47,7.35E+05,11,1,14,,13205,50S ribosomal protein L7/L12
121,184,ETNP_100m_particle_PROKKA_79611,113.95,47,47,7.35E+05,11,1,14,,13205,50S ribosomal protein L7/L12
121,185,ETNP_120m_PROKKA_223751,113.95,47,47,7.35E+05,11,1,14,,13205,50S ribosomal protein L7/L12
121,186,ETNP_90m_PROKKA_48193,113.95,47,47,7.35E+05,11,1,14,,13205,50S ribosomal protein L7/L12
191,300,ETNP14_68maa_PROKKA_132204,113.31,23,23,,7,0,9,Carbamidomethylation; Oxidation (HW),35027,glycine betaine transporter periplasmic subunit
122,113,ETNP14_68maa_PROKKA_162902,113.26,24,24,,9,0,14,Carbamidomethylation,37294,General L-amino acid-binding periplasmic protein AapJ precursor
169,95,WP_011127716,113.12,19,19,0.00E+00,7,1,10,,47109,O-acetylhomoserine aminocarboxypropyltransferase Synechococcus sp WH 8102
172,782,ETNP_90m_PROKKA_201271,113.07,25,25,1.09E+07,8,8,13,,18492,EF hand
160,175,WP_002807290,111.62,24,24,1.27E+06,6,3,9,Carbamidomethylation,31754,50S ribosomal protein L2 Prochlorococcus
141,150,NP_30m_PROKKA_05920,111.08,54,54,1.93E+06,9,2,13,,22516,O-succinylhomoserine sulfhydrylase
