Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
13,214471,tr|Q7V2Y4|Q7V2Y4_PROMP,245.94,41,34,34,Deamidation (NQ); Formylation; Dehydration,56091,Photosystem II CP47 reaction center protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=psbB PE=3 SV=1
24,211977,tr|Q7V106|Q7V106_PROMP,241.06,64,45,43,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),93427,ClpC OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=clpC PE=3 SV=1
60,212713,tr|Q7V362|Q7V362_PROMP,236.62,50,24,20,Carbamidomethylation; Deamidation (NQ); Oxidation (M),66746,ATP-dependent zinc metalloprotease FtsH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ftsH2 PE=3 SV=1
9,214461,Q7UZY7|EFTU_PROMP,233.03,72,41,41,Carbamidomethylation; Amidation; Deamidation (NQ); Formylation; Dehydration; Oxidation (M),43622,Elongation factor Tu OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=tuf PE=3 SV=1
29,214459,tr|Q7V230|Q7V230_PROMP,232.31,55,37,37,Carbamidomethylation; Deamidation (NQ); Dehydration,90662,Ribonucleotide reductase (Class II) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=nrdJ PE=4 SV=1
16,214462,tr|Q7TU61|Q7TU61_PROMP,231.41,74,32,32,Carbamidomethylation; Amidation; Deamidation (NQ); Formylation; Dehydration; Oxidation (M),39151,Cell division protein FtsZ OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ftsZ PE=3 SV=1
25,212768,tr|Q7V1A9|Q7V1A9_PROMP,230.39,55,20,20,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),47600,Putative urea ABC transporter  substrate binding protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=urtA PE=4 SV=1
28,211998,Q7UZZ9|IF2_PROMP,229.07,49,47,46,Carbamidomethylation; Deamidation (NQ); Formylation; Oxidation (M),127148,Translation initiation factor IF-2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=infB PE=3 SV=1
31,212560,Q7V2A0|DCUP_PROMP,225.72,58,25,25,Amidation; Deamidation (NQ); Formylation; Oxidation (M),38974,Uroporphyrinogen decarboxylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=hemE PE=3 SV=1
87,212570,tr|Q7V1V9|Q7V1V9_PROMP,225.62,44,25,24,Carbamidomethylation; Oxidation (M),68885,ATP-dependent zinc metalloprotease FtsH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ftsH1 PE=3 SV=1
10,214638,tr|Q7V0B8|Q7V0B8_PROMP,224.24,70,24,24,Carbamidomethylation; Amidation; Deamidation (NQ); Formylation; Dehydration; Oxidation (M),20921,Pentapeptide repeats OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1350 PE=4 SV=1
23,211979,tr|Q7V0J2|Q7V0J2_PROMP,221.99,52,38,34,Carbamidomethylation; Amidation; Deamidation (NQ); Dehydration; Oxidation (M),67227,ATP-dependent zinc metalloprotease FtsH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ftsH3 PE=3 SV=1
20,214516,tr|Q7V1K9|Q7V1K9_PROMP,220.83,87,20,20,Carbamidomethylation; Amidation; Deamidation (NQ); Formylation; Dehydration; Oxidation (M),21758,Thioredoxin peroxidase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=tpx PE=4 SV=1
26,214467,Q7V0R5|PNP_PROMP,219.27,49,36,34,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),78668,Polyribonucleotide nucleotidyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pnp PE=3 SV=1
30,214464,Q7V0F0|ILVC_PROMP,216.05,77,24,24,Carbamidomethylation; Amidation; Deamidation (NQ); Oxidation (M),36630,Ketol-acid reductoisomerase (NADP(+)) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ilvC PE=3 SV=1
51,212366,Q7V049|ATPB_PROMP,214.91,64,24,24,Deamidation (NQ); Dehydration; Oxidation (M),51980,ATP synthase subunit beta OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=atpD PE=3 SV=1
64,214466,tr|Q7TUI0|Q7TUI0_PROMP,214.84,74,20,20,Carbamidomethylation; Deamidation (NQ); Oxidation (M),36991,Glyceraldehyde-3-phosphate dehydrogenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gap2 PE=3 SV=1
41,214483,tr|Q7V1T6|Q7V1T6_PROMP,213.31,66,33,33,Carbamidomethylation; Deamidation (NQ); Oxidation (M),48074,Glucose-1-phosphate adenylyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glgC PE=3 SV=1
38,214463,tr|Q7V0K9|Q7V0K9_PROMP,213.31,62,22,22,Carbamidomethylation; Dehydration; Oxidation (M),46454,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1247 PE=4 SV=1
53,212313,tr|Q7V001|Q7V001_PROMP,212.51,62,24,24,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),52999,Transcription termination/antitermination protein NusA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=nusA PE=3 SV=1
50,212499,tr|Q7V1F3|Q7V1F3_PROMP,212.50,49,23,23,Carbamidomethylation; Amidation; Deamidation (NQ); Dehydration,52878,Glutamine synthetase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glnA PE=3 SV=1
18,214470,Q7V390|PGK_PROMP,211.76,83,30,30,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),42964,Phosphoglycerate kinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pgk PE=3 SV=1
70,214469,tr|Q7UZF5|Q7UZF5_PROMP,211.55,46,34,34,Carbamidomethylation; Deamidation (NQ); Dehydration,105952,UvrABC system protein A OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=uvrA PE=3 SV=1
49,212310,Q7UZY6|EFG_PROMP,211.52,58,30,30,Carbamidomethylation; Deamidation (NQ); Oxidation (M),75690,Elongation factor G OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=fusA PE=3 SV=1
54,211984,tr|Q7UZY3|Q7UZY3_PROMP,210.02,27,37,37,Carbamidomethylation; Deamidation (NQ); Formylation; Dehydration; Oxidation (M),168148,Ferredoxin-dependent glutamate synthase  Fd-GOGAT OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glsF PE=4 SV=1
33,214484,tr|Q7V0H1|Q7V0H1_PROMP,208.25,53,34,34,,79939,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1287 PE=4 SV=1
103,214468,tr|Q7V125|Q7V125_PROMP,208.15,68,24,24,Carbamidomethylation; Deamidation (NQ); Oxidation (M),41000,Putative IMP dehydrogenase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=guaB PE=4 SV=1
32,212347,tr|Q7V2R4|Q7V2R4_PROMP,208.11,72,29,29,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),49186,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pdhC PE=3 SV=1
55,214482,Q7V377|ENO_PROMP,207.46,52,18,18,Carbamidomethylation; Dehydration; Oxidation (M),45899,Enolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=eno PE=3 SV=1
73,214474,tr|Q7V2Y7|Q7V2Y7_PROMP,207.12,61,23,23,Deamidation (NQ); Oxidation (M),40876,30S ribosomal protein S1  homolog A OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rps1a PE=4 SV=1
44,214487,tr|Q7UZP8|Q7UZP8_PROMP,205.89,60,29,29,Carbamidomethylation; Deamidation (NQ); Formylation; Dehydration; Oxidation (M),72988,Transketolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=cbbT PE=3 SV=1
57,214473,tr|Q7V153|Q7V153_PROMP,204.00,58,25,25,Deamidation (NQ); Oxidation (M),51156,Cobalamin synthesis protein/P47K OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1033 PE=4 SV=1
83,214488,tr|Q7V0R0|Q7V0R0_PROMP,203.89,55,24,24,Carbamidomethylation; Amidation; Deamidation (NQ),54798,GDP-mannose pyrophosphorylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=manC PE=3 SV=1
74,214472,tr|Q7V1U7|Q7V1U7_PROMP,203.74,49,26,26,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),67887,Ferredoxin-sulfite reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=sir PE=3 SV=1
65,212251,tr|Q7V3Q9|Q7V3Q9_PROMP,202.52,57,27,27,Deamidation (NQ),48441,Signal recognition particle receptor FtsY OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ftsY PE=3 SV=1
113,214485,tr|Q7TU97|Q7TU97_PROMP,202.33,70,19,18,Deamidation (NQ); Dehydration; Oxidation (M),34080,Putative Branched-chain amino acid aminotransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ilvE PE=3 SV=1
71,212180,tr|Q7V0C8|Q7V0C8_PROMP,201.79,42,29,29,Carbamidomethylation; Amidation; Deamidation (NQ),78849,Chloroplast outer envelope membrane protein homolog OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1338 PE=4 SV=1
48,214475,Q7V2J3|GSA_PROMP,201.74,62,25,25,Carbamidomethylation; Deamidation (NQ); Oxidation (M),46265,Glutamate-1-semialdehyde 2 1-aminomutase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=hemL PE=3 SV=1
11,214505,tr|Q7V2J4|Q7V2J4_PROMP,201.59,68,19,19,Amidation; Deamidation (NQ); Dehydration; Oxidation (M),29085,Band 7 protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=phb PE=4 SV=1
47,212173,tr|Q7V267|Q7V267_PROMP,200.91,51,35,35,Carbamidomethylation; Oxidation (M),74453,Acetyl-coenzyme A synthetase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=acs PE=3 SV=1
17,212441,Q7V3Q4|GRPE_PROMP,200.65,84,29,29,Deamidation (NQ); Formylation; Dehydration,27671,Protein GrpE OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=grpE PE=3 SV=1
68,214479,Q7V2Y8|METK_PROMP,200.31,60,21,21,Carbamidomethylation; Deamidation (NQ); Oxidation (M),45083,S-adenosylmethionine synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=metK PE=3 SV=1
12,214935,tr|Q7V0E5|Q7V0E5_PROMP,200.16,71,36,36,Deamidation (NQ); Formylation; Dehydration; Oxidation (M),9768,Bacterial histone-like DNA-binding protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1321 PE=3 SV=1
105,212333,tr|Q7V3R7|Q7V3R7_PROMP,199.91,70,20,20,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),42505,DNA polymerase III subunit beta OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=dnaN PE=4 SV=1
2,214694,Q7TU43|CH10_PROMP,198.98,89,42,42,Deamidation (NQ); Formylation; Dehydration,10789,10 kDa chaperonin OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=groS PE=3 SV=1
43,212048,tr|Q7V2C8|Q7V2C8_PROMP,197.97,48,32,32,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),81882,Carboxysome shell protein CsoS2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=csoS2 PE=4 SV=1
35,212618,Q7V007|RPOC1_PROMP,197.94,52,30,30,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),72380,DNA-directed RNA polymerase subunit gamma OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rpoC1 PE=3 SV=1
104,212017,tr|Q7V1N2|Q7V1N2_PROMP,197.92,34,29,29,Carbamidomethylation,150089,Protoporphyrin IX magnesium chelatase  subunit chlH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=chlH PE=4 SV=1
42,214501,tr|Q7V1S4|Q7V1S4_PROMP,197.88,61,21,21,Carbamidomethylation; Amidation; Deamidation (NQ); Dehydration; Oxidation (M),39000,Fructose-bisphosphate/sedoheptulose-1 7-bisphosph ate aldolase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=cbbA cfxA fbaA fda PE=3 SV=1
34,212136,tr|Q7V115|Q7V115_PROMP,197.61,60,22,22,Carbamidomethylation; Dehydration; Oxidation (M),41714,Ferredoxin-NADP oxidoreductase (FNR) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=petH PE=4 SV=1
27,214480,Q7V2D0|RBL_PROMP,197.44,46,24,24,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),52574,Ribulose bisphosphate carboxylase large chain OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=cbbL PE=3 SV=1
72,212298,Q7V352|SYI_PROMP,196.39,38,33,33,Carbamidomethylation; Deamidation (NQ); Dehydration,111413,Isoleucine--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ileS PE=3 SV=1
56,212141,tr|Q7V0V5|Q7V0V5_PROMP,196.39,67,20,20,Carbamidomethylation; Amidation; Deamidation (NQ); Oxidation (M),39873,Putative nicotinamide nucleotide transhydrogenase  subunit alpha 1 (A1) OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pntA-1 PE=4 SV=1
93,214476,tr|Q7TUF4|Q7TUF4_PROMP,196.32,61,22,22,Carbamidomethylation; Oxidation (M),47586,Carboxyl-terminal processing proteinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ctpA PE=3 SV=1
61,212012,Q7V335|GLYA_PROMP,196.11,63,25,25,Carbamidomethylation,46407,Serine hydroxymethyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glyA PE=3 SV=1
120,212153,tr|Q7V0J8|Q7V0J8_PROMP,195.87,61,20,20,Carbamidomethylation; Deamidation (NQ),43323,Pyridoxal-phosphate-dependent aminotransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1258 PE=3 SV=1
94,214478,tr|Q7V066|Q7V066_PROMP,195.81,51,24,24,Deamidation (NQ); Oxidation (M),75064,Conserved hypothetical OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1416 PE=4 SV=1
52,212086,tr|Q7UZM4|Q7UZM4_PROMP,194.68,52,33,33,Carbamidomethylation; Oxidation (M),73508,DNA gyrase subunit B OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gyrB PE=3 SV=1
63,214491,Q7V1D0|GATA_PROMP,194.49,67,27,27,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),52187,Glutamyl-tRNA(Gln) amidotransferase subunit A OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gatA PE=3 SV=1
117,214510,Q7UZN3|SAHH_PROMP,194.46,50,22,22,Carbamidomethylation; Deamidation (NQ); Oxidation (M),51826,Adenosylhomocysteinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ahcY PE=3 SV=1
114,214494,Q7V037|ATPA_PROMP,193.42,37,18,18,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),54340,ATP synthase subunit alpha OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=atpA PE=3 SV=1
126,214486,Q7V3N7|GUAA_PROMP,193.29,48,20,20,Carbamidomethylation; Deamidation (NQ),59598,GMP synthase [glutamine-hydrolyzing] OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=guaA PE=3 SV=1
137,212445,tr|Q7V0H2|Q7V0H2_PROMP,191.64,46,19,19,Oxidation (M),53887,Signal recognition particle protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ffh PE=3 SV=1
133,214481,Q7V0D4|AMPA_PROMP,191.24,54,20,20,Carbamidomethylation,54029,Probable cytosol aminopeptidase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pepA PE=3 SV=1
69,212068,tr|Q7V124|Q7V124_PROMP,191.23,41,30,30,Carbamidomethylation; Amidation; Deamidation (NQ),96574,DNA gyrase subunit A OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=gyrA PE=3 SV=1
142,214477,tr|Q7V1N8|Q7V1N8_PROMP,190.91,33,24,24,Carbamidomethylation; Deamidation (NQ),121483,Carbamoyl-phosphate synthase large chain OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=carB PE=3 SV=1
45,212630,tr|Q7UZJ8|Q7UZJ8_PROMP,190.67,63,21,21,Carbamidomethylation; Deamidation (NQ); Oxidation (M),44463,Sulfolipid (UDP-sulfoquinovose) biosynthesis protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=sqdB PE=4 SV=1
40,212317,Q7V2H1|PURA_PROMP,190.28,73,31,31,Carbamidomethylation; Deamidation (NQ); Oxidation (M),47868,Adenylosuccinate synthetase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=purA PE=3 SV=1
80,214493,tr|Q7UZM8|Q7UZM8_PROMP,189.69,40,17,17,Deamidation (NQ); Oxidation (M),51437,Magnesium transporter MgtE OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM1630 PE=3 SV=1
111,214497,tr|Q7TU15|Q7TU15_PROMP,189.34,56,18,18,Carbamidomethylation,40089,Threonine synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=thrC PE=3 SV=1
62,214597,tr|Q7V1Q2|Q7V1Q2_PROMP,188.74,68,16,16,Amidation; Deamidation (NQ); Dehydration; Oxidation (M),21064,Ferritin OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0804 PE=3 SV=1
88,214499,Q7V1T1|ILVD_PROMP,187.30,55,26,26,Carbamidomethylation; Oxidation (M),59461,Dihydroxy-acid dehydratase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=ilvD PE=3 SV=1
107,212003,tr|Q7V1G1|Q7V1G1_PROMP,186.28,42,20,20,Carbamidomethylation; Amidation; Deamidation (NQ); Dehydration; Oxidation (M),64877,Pyruvate kinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=pykF PE=3 SV=1
127,214525,Q7V1N1|DAPB_PROMP,186.14,76,20,20,Carbamidomethylation; Oxidation (M),30639,4-hydroxy-tetrahydrodipicolinate reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=dapB PE=3 SV=1
81,214564,Q7V1T8|FBSB_PROMP,186.12,71,17,17,Carbamidomethylation; Amidation; Deamidation (NQ); Dehydration; Oxidation (M),35150,D-fructose 1 6-bisphosphatase class 2/sedoheptulose 1 7-bisphosphatase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=PMM0767 PE=3 SV=1
138,214524,tr|Q7V3E2|Q7V3E2_PROMP,185.09,61,18,18,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),27909,Two-component response regulator OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=rpaB PE=4 SV=1
116,214492,tr|Q7V313|Q7V313_PROMP,183.91,80,18,18,Carbamidomethylation; Dehydration; Oxidation (M),27716,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=fabI PE=3 SV=1
85,212707,tr|Q7UZR2|Q7UZR2_PROMP,183.58,52,22,22,Carbamidomethylation; Deamidation (NQ); Dehydration,52630,Isocitrate dehydrogenase [NADP] OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=icd PE=4 SV=1
159,212097,Q7TUI1|ARLY_PROMP,183.52,54,20,20,Carbamidomethylation,52367,Argininosuccinate lyase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=argH PE=3 SV=1
91,212379,Q7UZU3|RECA_PROMP,183.44,62,21,21,Carbamidomethylation; Deamidation (NQ); Oxidation (M),40165,Protein RecA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=recA PE=3 SV=1
123,214489,tr|Q7UZQ2|Q7UZQ2_PROMP,183.22,39,21,21,Carbamidomethylation,69488,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=glmS PE=3 SV=1
100,212200,Q7V1I2|SYL_PROMP,182.74,42,29,29,Carbamidomethylation; Deamidation (NQ); Dehydration; Oxidation (M),99147,Leucine--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=leuS PE=3 SV=1
78,214490,tr|Q7V217|Q7V217_PROMP,182.15,57,21,21,Carbamidomethylation; Deamidation (NQ),43909,Aminotransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=aspC PE=3 SV=1
204,214539,tr|Q7V1S0|Q7V1S0_PROMP,182.13,46,15,15,Carbamidomethylation; Deamidation (NQ),33698,Phosphoribulokinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=cbbP PE=3 SV=1
152,212283,Q7V272|AROA_PROMP,181.75,55,21,21,Carbamidomethylation,46888,3-phosphoshikimate 1-carboxyvinyltransferase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=aroA PE=3 SV=1
155,214519,tr|Q7UZP9|Q7UZP9_PROMP,181.33,62,15,15,Carbamidomethylation; Amidation; Deamidation (NQ); Dehydration,43369,3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) GN=fabF PE=3 SV=1
