Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) etnp-ja04-20170410,Area etnp-ja04-20170410,#Peptides,#Unique,#Spec etnp-ja04-20170410,PTM,Avg. Mass,Description
24,152243,ETNP_100,257.22,47,47,,67,0,102,Oxidation (M),24182,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
18,134362,NP_85,257.01,49,49,,84,0,124,Carbamidomethylation; Oxidation (M),39724,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
21,134363,ETNP14_120,255.91,48,48,,83,0,121,Carbamidomethylation; Oxidation (M),39544,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
14,152238,ETNP_180,252.55,65,65,1.68E5,92,1,131,Carbamidomethylation; Oxidation (M),39779,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
17,152252,ETNP_120,250.58,60,60,,86,0,125,Carbamidomethylation; Oxidation (M),39559,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
23,134361,ETNP14_68,247.53,45,45,,68,0,103,Oxidation (M),29180,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
22,101767,54036848,237.79,11,11,6.58E8,10,5,59,,95585,RecName: Full=Chaperone protein ClpB; AltName: Full=Heat shock protein F84.1
26,152254,ETNP_160,237.16,54,54,,57,0,90,Carbamidomethylation; Oxidation (M),28182,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
25,134412,ETNP14_68,234.95,74,74,,60,0,91,Carbamidomethylation; Oxidation (M),20963,Alpha-keto acid-binding periplasmic protein TakP precursor
27,134184,ETNP14_68,231.60,46,46,,47,0,77,Carbamidomethylation; Oxidation (M),21083,Alpha-keto acid-binding periplasmic protein TakP precursor
67,134219,NP_300,220.04,29,29,2.24E7,10,5,20,Carbamidomethylation; Oxidation (M),39385,Bacterial extracellular solute-binding protein
67,134220,ETNP_120,220.04,29,29,2.24E7,10,5,20,Carbamidomethylation; Oxidation (M),39375,Bacterial extracellular solute-binding protein
67,134221,ETNP_120,220.04,29,29,2.24E7,10,5,20,Carbamidomethylation; Oxidation (M),39385,Bacterial extracellular solute-binding protein
67,134222,ETNP_140,220.04,29,29,2.24E7,10,5,20,Carbamidomethylation; Oxidation (M),39385,Bacterial extracellular solute-binding protein
45,101734,|#CONTAM#TRYP_PIG|,209.55,48,48,3.53E8,16,16,29,Carbamidomethylation; Oxidation (M),24409,sp|#CONTAM#TRYP_PIG|
68,167555,|#CONTAM#HBB_HUMAN|,200.99,84,84,4.04E7,11,11,20,Carbamidomethylation,15867,sp|#CONTAM#HBB_HUMAN|
56,134160,NP_300,197.17,52,52,8.06E6,16,7,24,Carbamidomethylation,36427,General L-amino acid-binding periplasmic protein AapJ precursor
56,134161,ETNP14_120,197.17,52,52,8.06E6,16,7,24,Carbamidomethylation,36427,General L-amino acid-binding periplasmic protein AapJ precursor
56,134162,ETNP_120,197.17,52,52,8.06E6,16,7,24,Carbamidomethylation,36427,General L-amino acid-binding periplasmic protein AapJ precursor
56,134163,ETNP_160,197.17,52,52,8.06E6,16,7,24,Carbamidomethylation,36427,General L-amino acid-binding periplasmic protein AapJ precursor
56,134164,ETNP_140,197.17,52,52,8.06E6,16,7,24,Carbamidomethylation,36427,General L-amino acid-binding periplasmic protein AapJ precursor
49,24970,WP_018047900,185.29,12,12,,23,0,27,Oxidation (M),133487,hypothetical protein Nitrospina sp AB-629-B18
46,167556,ETNP_110,180.32,79,79,3.85E6,26,7,29,,16208,Phasin protein
46,167557,NP_300,180.32,60,60,3.85E6,26,7,29,,22261,Phasin protein
46,167558,SAR11,180.32,60,60,3.85E6,26,7,29,,22375,hypothetical protein
46,167559,ETNP_120,180.32,60,60,3.85E6,26,7,29,,22375,Phasin protein
60,133916,ETNP14_68,175.78,29,29,0E0,18,1,22,Carbamidomethylation; Oxidation (M),46269,hypothetical protein
88,134600,NP_300,174.47,24,24,7.74E6,7,4,15,Carbamidomethylation,39249,Bacterial extracellular solute-binding protein
65,103157,ETNP_120,172.52,37,37,2.27E6,14,3,20,Carbamidomethylation,32779,General L-amino acid-binding periplasmic protein AapJ precursor
65,103162,ETNP_140,172.52,33,33,2.27E6,14,3,20,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
65,103159,ETNP_160,172.52,33,33,2.27E6,14,3,20,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
65,103163,NP_300,172.52,33,33,2.27E6,14,3,20,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
65,103160,ETNP_300,172.52,33,33,2.27E6,14,3,20,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
65,103164,ETNP_180,172.52,33,33,2.27E6,14,3,20,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
65,103161,ETNP_120,172.52,33,33,2.27E6,14,3,20,Carbamidomethylation,36148,General L-amino acid-binding periplasmic protein AapJ precursor
34,152245,ETNP_120,169.26,26,26,1.89E7,30,9,34,,63774,Multicopper oxidase
76,152229,NP_100,167.56,35,35,9.36E6,16,16,17,Carbamidomethylation; Oxidation (M),50268,Aliphatic amidase expression-regulating protein
76,152230,NP_125,167.56,35,35,9.36E6,16,16,17,Carbamidomethylation; Oxidation (M),50268,Aliphatic amidase expression-regulating protein
76,152228,ETNP_110,167.56,37,37,9.36E6,16,16,17,Carbamidomethylation; Oxidation (M),47623,Aliphatic amidase expression-regulating protein
78,134115,ETNP14_120,166.57,57,57,,15,0,17,Oxidation (M),21707,Selenate reductase subunit gamma precursor
82,134153,NP_300,166.47,27,27,3.76E7,11,9,17,Carbamidomethylation,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
82,134154,ETNP_120,166.47,27,27,3.76E7,11,9,17,Carbamidomethylation,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
82,134154,ETNP_120,166.47,27,27,3.76E7,11,9,17,Carbamidomethylation,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
82,134156,ETNP_110,166.47,27,27,3.76E7,11,9,17,Carbamidomethylation,39772,Alpha-keto acid-binding periplasmic protein TakP precursor
83,134380,ETNP_160,165.84,72,72,2.97E4,15,1,16,Oxidation (M),18459,Selenate reductase subunit gamma precursor
33,102144,SAR11,163.72,46,46,,23,0,34,Carbamidomethylation,38623,Putative amino-acid ABC transporter-binding protein YhdW
33,102142,SAR11,163.72,47,47,,23,0,34,Carbamidomethylation,38010,Putative amino-acid ABC transporter-binding protein YhdW
33,102143,SAR11,163.72,46,46,,23,0,34,Carbamidomethylation,38368,Putative amino-acid ABC transporter-binding protein YhdW
63,25033,WP_018047897,162.16,25,25,3.23E6,17,7,22,Oxidation (M),36029,hypothetical protein Nitrospina sp AB-629-B18
80,152255,NP_300,162.14,26,26,7.86E5,16,3,17,Carbamidomethylation,39400,Leu/Ile/Val/Thr-binding protein precursor
85,103158,ETNP_120,159.22,32,32,1.06E4,13,1,16,Carbamidomethylation,32337,General L-amino acid-binding periplasmic protein AapJ precursor
85,103166,ETNP_160,159.22,28,28,1.06E4,13,1,16,Carbamidomethylation,36178,General L-amino acid-binding periplasmic protein AapJ precursor
85,103167,NP_300,159.22,28,28,1.06E4,13,1,16,Carbamidomethylation,36188,General L-amino acid-binding periplasmic protein AapJ precursor
85,103168,ETNP_120,159.22,28,28,1.06E4,13,1,16,Carbamidomethylation,36178,General L-amino acid-binding periplasmic protein AapJ precursor
85,103169,ETNP_140,159.22,28,28,1.06E4,13,1,16,Carbamidomethylation,36178,General L-amino acid-binding periplasmic protein AapJ precursor
85,103165,ETNP_300,159.22,28,28,1.06E4,13,1,16,Carbamidomethylation,36178,General L-amino acid-binding periplasmic protein AapJ precursor
85,103170,ETNP_180,159.22,28,28,1.06E4,13,1,16,Carbamidomethylation,36178,General L-amino acid-binding periplasmic protein AapJ precursor
31,102137,ETNP14_68,157.10,45,45,,25,0,35,Carbamidomethylation,37467,General L-amino acid-binding periplasmic protein AapJ precursor
44,152281,ETNP14_120,154.48,11,11,2.87E6,27,3,29,Carbamidomethylation,181476,Multicopper oxidase
39,102130,ETNP14_120,154.37,33,33,,20,0,30,Carbamidomethylation,37502,General L-amino acid-binding periplasmic protein AapJ precursor
64,167587,NP_100,153.32,58,58,,19,0,21,,16390,Phasin protein
30,167560,ETNP14_120,152.57,40,40,3.51E5,34,3,36,Carbamidomethylation,40014,Alpha-keto acid-binding periplasmic protein TakP precursor
30,167561,NP_300,152.57,39,39,3.51E5,34,3,36,Carbamidomethylation,40155,Alpha-keto acid-binding periplasmic protein TakP precursor
53,167594,ETSP_PROKKA,151.71,53,53,,21,0,25,Carbamidomethylation; Oxidation (M),17975,Alpha-keto acid-binding periplasmic protein TakP precursor
36,133852,ETNP14_68,151.67,50,50,,20,0,32,Carbamidomethylation,32890,General L-amino acid-binding periplasmic protein AapJ precursor
50,133847,ETNP_150,150.31,58,58,,17,0,27,,22939,General L-amino acid-binding periplasmic protein AapJ precursor
74,167596,ETNP_110,149.74,72,72,5.23E6,15,11,18,,8047,hypothetical protein
74,167597,ETNP_100,149.74,72,72,5.23E6,15,11,18,,8047,hypothetical protein
74,167598,ETNP14_120,149.74,72,72,5.23E6,15,11,18,,8047,hypothetical protein
74,167599,NP_300,149.74,72,72,5.23E6,15,11,18,,8047,hypothetical protein
40,102129,ETNP14_68,148.96,32,32,,20,0,30,Carbamidomethylation,37979,General L-amino acid-binding periplasmic protein AapJ precursor
28,133855,NP_100,148.20,53,53,2.14E4,31,1,42,Carbamidomethylation,35769,General L-amino acid-binding periplasmic protein AapJ precursor
42,101938,ETNP14_68,147.59,33,33,,19,0,29,,37294,General L-amino acid-binding periplasmic protein AapJ precursor
41,101934,ETNP14_120,145.80,33,33,,20,0,30,Carbamidomethylation,37413,General L-amino acid-binding periplasmic protein AapJ precursor
29,100,WP_011282064,143.76,41,41,,26,0,37,Carbamidomethylation,37685,amino acid ABC transporter substrate-binding protein Candidatus Pelagibacter ubique
138,167581,NP_300,142.92,17,17,5.58E6,6,5,9,,54413,Periplasmic dipeptide transport protein precursor
71,25018,WP_042251421,142.61,11,11,,17,0,19,,131969,nitrate oxidoreductase subunit alpha  partial Nitrospina gracilis
48,133984,ETNP_180,142.41,21,21,4.07E6,26,8,28,,81192,Multicopper oxidase
72,167571,ETNP_180,142.38,13,13,6.06E5,17,4,19,,113871,Respiratory nitrate reductase 1 alpha chain
93,152250,NP_100,140.55,22,22,3.37E4,14,2,14,Carbamidomethylation,39587,Leu/Ile/Val/Thr-binding protein precursor
86,167591,ETNP14_120,140.01,44,44,,14,0,15,,16450,Phasin protein
199,133967,ETNP_120,138.28,12,12,,6,0,7,,39611,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
61,133871,NP_85,138.11,15,15,,19,0,22,Oxidation (M),95451,Perchlorate reductase subunit alpha precursor
61,133872,ETNP14_120,138.11,15,15,,19,0,22,Oxidation (M),96721,Perchlorate reductase subunit alpha precursor
37,133838,NP_85,137.89,40,40,,21,0,32,Carbamidomethylation,36415,General L-amino acid-binding periplasmic protein AapJ precursor
108,167575,ETNP14_120,136.54,21,21,2.58E6,11,6,12,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
108,167576,ETNP_160,136.54,21,21,2.58E6,11,6,12,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
108,167577,ETNP_180,136.54,21,21,2.58E6,11,6,12,,37084,General L-amino acid-binding periplasmic protein AapJ precursor
101,167588,ETNP14_120,136.40,53,53,,13,0,13,,16774,Phasin protein
58,133842,NP_85,135.90,26,26,1.39E7,16,7,23,Carbamidomethylation; Oxidation (M),49419,Selenate reductase subunit beta
58,133843,ETNP14_68,135.90,26,26,1.39E7,16,7,23,Carbamidomethylation; Oxidation (M),49437,Selenate reductase subunit beta
58,24976,WP_018047899,135.90,26,26,1.39E7,16,7,23,Carbamidomethylation; Oxidation (M),49419,hypothetical protein Nitrospina sp AB-629-B18
139,167592,NP_125,135.67,49,49,,9,0,9,,14330,Phasin protein
114,152290,NP_300,135.60,26,26,,9,0,11,Carbamidomethylation,35624,General L-amino acid-binding periplasmic protein AapJ precursor
152,167582,ETNP_120,135.60,16,16,2.03E6,7,7,9,,76274,putative ABC transporter-binding protein precursor
152,167583,ETNP_180,135.60,16,16,2.03E6,7,7,9,,76290,putative ABC transporter-binding protein precursor
109,167645,ETNP_300,135.59,90,90,8.56E6,9,6,12,,7330,Cold shock protein CspA
103,102472,ETNP_120,134.93,14,14,,9,0,13,,57580,60 kDa chaperonin
32,167578,ETNP_120,134.84,37,37,1.03E5,32,1,34,Carbamidomethylation,40322,Alpha-keto acid-binding periplasmic protein TakP precursor
115,152319,NP_125,134.77,28,28,,9,0,11,Carbamidomethylation,35665,General L-amino acid-binding periplasmic protein AapJ precursor
128,167574,ETNP_140,134.45,20,20,6.12E6,9,9,10,,66680,putative ABC transporter-binding protein precursor
128,167572,NP_300,134.45,17,17,6.12E6,9,9,10,,77292,putative ABC transporter-binding protein precursor
128,167573,ETNP_120,134.45,17,17,6.12E6,9,9,10,,77292,putative ABC transporter-binding protein precursor
249,134691,ETNP_120,132.61,18,18,3.65E5,5,2,5,Carbamidomethylation,34119,glycine betaine transporter periplasmic subunit
249,134692,ETNP_180,132.61,17,17,3.65E5,5,2,5,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
249,134693,ETNP_120,132.61,17,17,3.65E5,5,2,5,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
249,134694,NP_300,132.61,17,17,3.65E5,5,2,5,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
249,134695,ETNP_300,132.61,17,17,3.65E5,5,2,5,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
249,134696,ETNP_160,132.61,17,17,3.65E5,5,2,5,Carbamidomethylation,36437,glycine betaine transporter periplasmic subunit
198,25244,WP_053820550,131.83,20,20,,4,0,7,Carbamidomethylation,39362,hypothetical protein Candidatus Thioglobus singularis
66,132,XP_003062500,131.79,27,27,2.59E6,20,16,20,,49730,alpha tubulin  Micromonas pusilla CCMP1545
66,133,XP_003058621,131.79,27,27,2.59E6,20,16,20,,49730,alpha tubulin  Micromonas pusilla CCMP1545
38,152375,NP_85,129.38,54,54,,25,0,31,Carbamidomethylation; Oxidation (M),16566,Alpha-keto acid-binding periplasmic protein TakP precursor
52,102124,ETNP14_68,129.10,42,42,,16,0,26,,27000,General L-amino acid-binding periplasmic protein AapJ precursor
81,167633,ETNP14_120,128.76,8,8,,15,0,17,,142899,Respiratory nitrate reductase 1 alpha chain
105,167612,NP_85,128.76,48,48,1.93E6,12,8,13,Oxidation (M),8869,DNA-binding protein HU-beta
105,167613,ETNP_140,128.76,48,48,1.93E6,12,8,13,Oxidation (M),8905,DNA-binding protein HU-beta
105,167614,ETNP14_120,128.76,48,48,1.93E6,12,8,13,Oxidation (M),8869,DNA-binding protein HU-beta
105,167615,ETNP_120,128.76,48,48,1.93E6,12,8,13,Oxidation (M),8905,DNA-binding protein HU-beta
105,167616,NP_300,128.76,48,48,1.93E6,12,8,13,Oxidation (M),8905,DNA-binding protein HU-beta
170,134059,ETNP_180,128.52,15,15,8.7E5,8,2,8,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
170,134060,ETNP_300,128.52,15,15,8.7E5,8,2,8,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
170,134061,ETNP_160,128.52,15,15,8.7E5,8,2,8,,39732,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
43,133863,ETNP14_120,128.01,51,51,,19,0,29,,22916,General L-amino acid-binding periplasmic protein AapJ precursor
84,167604,NP_300,127.92,39,39,2.08E4,12,2,16,Carbamidomethylation; Oxidation (M),35624,General L-amino acid-binding periplasmic protein AapJ precursor
126,102485,ETNP_120,127.40,11,11,,7,0,10,,57725,60 kDa chaperonin
126,102481,ETNP_180,127.40,11,11,,7,0,10,,57711,60 kDa chaperonin
126,102483,NP_300,127.40,11,11,,7,0,10,,57679,60 kDa chaperonin
126,102484,ETNP_120,127.40,11,11,,7,0,10,,57693,60 kDa chaperonin
126,102482,ETNP_160,127.40,11,11,,7,0,10,,57723,60 kDa chaperonin
126,102503,ETNP_120,127.40,11,11,,7,0,10,,57826,60 kDa chaperonin
126,102503,ETNP_120,127.40,11,11,,7,0,10,,57826,60 kDa chaperonin
70,25102,WP_042250442,127.15,11,11,,18,0,19,,131958,nitrate oxidoreductase subunit alpha  partial Nitrospina gracilis
73,25514,WP_018048551,126.55,7,7,,19,0,19,Carbamidomethylation,181320,hypothetical protein Nitrospina sp AB-629-B18
57,167564,NP_85,125.81,28,28,3.25E6,19,12,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
57,167565,NP_125,125.81,28,28,3.25E6,19,12,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
57,167566,ETNP_120,125.81,28,28,3.25E6,19,12,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
57,167567,ETNP14_120,125.81,28,28,3.25E6,19,12,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
57,152419,NP_100,125.81,28,28,3.25E6,19,12,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
57,167568,ETNP_110,125.81,28,28,3.25E6,19,12,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
57,167569,ETNP_100,125.81,28,28,3.25E6,19,12,23,Oxidation (M),39975,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
245,152240,ETNP_120,125.09,8,8,2.08E6,5,5,5,Carbamidomethylation,79540,Isoquinoline 1-oxidoreductase subunit beta
245,152240,ETNP_120,125.09,8,8,2.08E6,5,5,5,Carbamidomethylation,79540,Isoquinoline 1-oxidoreductase subunit beta
245,152247,ETNP_160,125.09,13,13,2.08E6,5,5,5,Carbamidomethylation,46381,Isoquinoline 1-oxidoreductase subunit beta
77,134435,NP_85,124.08,35,35,2.41E6,16,12,17,Carbamidomethylation; Oxidation (M),40252,Bacterial extracellular solute-binding protein
77,134436,ETNP14_68,124.08,35,35,2.41E6,16,12,17,Carbamidomethylation; Oxidation (M),40252,Bacterial extracellular solute-binding protein
77,134437,SAR11,124.08,35,35,2.41E6,16,12,17,Carbamidomethylation; Oxidation (M),40222,hypothetical protein
77,134438,SAR11,124.08,35,35,2.41E6,16,12,17,Carbamidomethylation; Oxidation (M),40252,hypothetical protein
77,134439,NP_300,124.08,35,35,2.41E6,16,12,17,Carbamidomethylation; Oxidation (M),40252,Bacterial extracellular solute-binding protein
122,102501,ETNP14_120,123.97,11,11,,8,0,11,,57430,60 kDa chaperonin
59,1047,WP_023559773,123.76,4,4,0E0,6,1,23,,95439,protein disaggregation chaperone Alteromonas mediterranea
51,133889,ETNP14_120,123.41,47,47,0E0,16,1,26,,22868,General L-amino acid-binding periplasmic protein AapJ precursor
94,167610,NP_85,123.25,14,14,1.93E5,12,1,14,,76672,Nitrate reductase alpha subunit
54,102119,ETNP14_68,122.19,46,46,,15,0,25,,22930,General L-amino acid-binding periplasmic protein AapJ precursor
149,134227,ETNP_140,121.98,20,20,,4,0,9,Carbamidomethylation,39438,Bacterial extracellular solute-binding protein
149,134229,NP_100,121.98,20,20,,4,0,9,Carbamidomethylation,39439,Bacterial extracellular solute-binding protein
149,134230,ETNP_180,121.98,20,20,,4,0,9,Carbamidomethylation,39438,Bacterial extracellular solute-binding protein
149,134231,NP_300,121.98,20,20,,4,0,9,Carbamidomethylation,39438,Bacterial extracellular solute-binding protein
164,152322,NP_100,121.51,36,36,,7,0,8,Carbamidomethylation,22997,General L-amino acid-binding periplasmic protein AapJ precursor
89,137199,ETNP_180,120.78,10,10,,14,0,15,,86396,Multicopper oxidase
168,134228,NP_85,120.62,20,20,,4,0,8,Carbamidomethylation,39292,Bacterial extracellular solute-binding protein
167,134251,ETNP_140,119.52,10,10,3.78E4,6,1,8,,58218,60 kDa chaperonin
167,134252,ETNP_120,119.52,10,10,3.78E4,6,1,8,,58218,60 kDa chaperonin
167,134253,NP_300,119.52,10,10,3.78E4,6,1,8,,58218,60 kDa chaperonin
95,135643,ETNP_120,119.19,10,10,,14,0,14,,83161,Multicopper oxidase
165,102527,NP_300,118.73,13,13,,6,0,8,,50654,60 kDa chaperonin
62,167653,ETNP_120,118.40,33,33,3.21E6,16,2,22,,38564,Alpha-keto acid-binding periplasmic protein TakP precursor
62,167654,ETNP_180,118.40,32,32,3.21E6,16,2,22,,38986,Alpha-keto acid-binding periplasmic protein TakP precursor
62,167655,NP_300,118.40,32,32,3.21E6,16,2,22,,38986,Alpha-keto acid-binding periplasmic protein TakP precursor
203,167637,ETNP_120,118.29,13,13,3.59E6,4,2,6,Carbamidomethylation,49423,hypothetical protein
137,167586,ETNP_120,117.46,36,36,2.86E6,9,8,9,Carbamidomethylation,17587,hypothetical protein
120,167635,SAR11,117.21,9,9,,9,0,11,,86240,Nitrate reductase alpha subunit
120,167636,NP_85,117.21,8,8,,9,0,11,,89992,Nitrate reductase alpha subunit
100,152386,NP_300,116.84,26,26,1.01E6,13,5,13,,35973,Leucine-specific-binding protein precursor
100,167628,ETNP_160,116.84,32,32,1.01E6,13,5,13,,28332,hypothetical protein
100,167629,ETNP_140,116.84,31,31,1.01E6,13,5,13,,29965,hypothetical protein
295,134522,ETNP_120,116.04,39,39,,3,0,4,Carbamidomethylation,13806,hypothetical protein
35,152327,NP_85,116.00,38,38,0E0,29,2,32,Carbamidomethylation; Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
35,152328,NP_100,116.00,38,38,0E0,29,2,32,Carbamidomethylation; Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
35,152329,NP_300,116.00,38,38,0E0,29,2,32,Carbamidomethylation; Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
35,167618,ETNP_110,116.00,38,38,0E0,29,2,32,Carbamidomethylation; Oxidation (M),39471,Alpha-keto acid-binding periplasmic protein TakP precursor
104,167640,ETNP14_120,115.94,7,7,,11,0,13,,110111,Respiratory nitrate reductase 1 alpha chain
292,134586,ETNP_140,115.90,22,22,2.12E5,4,1,4,Carbamidomethylation,21057,glycine betaine transporter periplasmic subunit
292,134587,ETNP14_120,115.90,21,21,2.12E5,4,1,4,Carbamidomethylation,22211,glycine betaine transporter periplasmic subunit
292,134588,ETNP_120,115.90,15,15,2.12E5,4,1,4,Carbamidomethylation,30036,glycine betaine transporter periplasmic subunit
292,134589,ETNP_120,115.90,13,13,2.12E5,4,1,4,Carbamidomethylation,36432,glycine betaine transporter periplasmic subunit
195,267803,ETNP_160,115.86,55,55,1.73E5,7,1,7,,12987,Phasin protein
129,102487,NP_300,115.78,11,11,0E0,7,1,10,,57636,60 kDa chaperonin
47,167602,ETNP14_120,115.33,54,54,,22,0,28,Carbamidomethylation; Oxidation (M),16752,Alpha-keto acid-binding periplasmic protein TakP precursor
69,152376,NP_85,114.96,33,33,6.48E6,19,10,19,Oxidation (M),38817,Alpha-keto acid-binding periplasmic protein TakP precursor
148,152272,NP_300,114.67,36,36,5.47E6,8,8,9,Carbamidomethylation,23421,Rhodanese-like domain protein
148,152273,ETNP_120,114.67,36,36,5.47E6,8,8,9,Carbamidomethylation,23421,Rhodanese-like domain protein
148,152274,ETNP_300,114.67,36,36,5.47E6,8,8,9,Carbamidomethylation,23421,Rhodanese-like domain protein
148,152275,ETNP_180,114.67,36,36,5.47E6,8,8,9,Carbamidomethylation,23421,Rhodanese-like domain protein
148,152273,ETNP_120,114.67,36,36,5.47E6,8,8,9,Carbamidomethylation,23421,Rhodanese-like domain protein
148,152277,ETNP_160,114.67,36,36,5.47E6,8,8,9,Carbamidomethylation,23421,Rhodanese-like domain protein
118,167605,NP_300,114.50,54,54,2.1E6,11,9,11,,13544,Phasin protein
118,167606,ETNP_120,114.50,52,52,2.1E6,11,9,11,,14077,Phasin protein
98,133875,ETNP_160,113.03,28,28,3E5,10,1,13,Carbamidomethylation; Oxidation (M),39423,Dimethylsulfide dehydrogenase subunit beta
171,152291,NP_85,112.75,16,16,1.5E5,6,1,8,,44294,Monocarboxylate 2-oxoacid-binding periplasmic protein precursor
