Peptides,GO term,Name
1,GO:0031429,box H/ACA snoRNP complex
1,GO:0009341,beta-galactosidase complex
1,GO:0000228,nuclear chromosome
1,GO:1990112,RQC complex
1,GO:0042383,sarcolemma
1,GO:0016529,sarcoplasmic reticulum
1,GO:0005846,nuclear cap binding complex
1,GO:0005814,centriole
1,GO:0098536,deuterosome
1,GO:0009570,chloroplast stroma
1,GO:0030134,COPII-coated ER to Golgi transport vesicle
1,GO:0005771,multivesicular body
1,GO:0000328,fungal-type vacuole lumen
1,GO:0017119,Golgi transport complex
1,GO:0030687,"preribosome, large subunit precursor"
1,GO:0005743,mitochondrial inner membrane
1,GO:0005813,centrosome
1,GO:0005911,cell-cell junction
1,GO:0097730,non-motile cilium
1,GO:0030018,Z disc
1,GO:0015629,actin cytoskeleton
1,GO:0000148,"1,3-beta-D-glucan synthase complex"
1,GO:0019773,"proteasome core complex, alpha-subunit complex"
1,GO:0042613,MHC class II protein complex
1,GO:0045211,postsynaptic membrane
1,GO:0009941,chloroplast envelope
1,GO:0032300,mismatch repair complex
1,GO:0030289,protein phosphatase 4 complex
1,GO:0031616,spindle pole centrosome
1,GO:0016363,nuclear matrix
1,GO:1990023,mitotic spindle midzone
1,GO:1905720,cytoplasmic microtubule bundle
1,GO:0097431,mitotic spindle pole
1,GO:0036449,microtubule minus-end
1,GO:0097575,lateral cell cortex
1,GO:0035371,microtubule plus-end
1,GO:0061673,mitotic spindle astral microtubule
1,GO:0055028,cortical microtubule
1,GO:0005643,nuclear pore
1,GO:0030956,glutamyl-tRNA(Gln) amidotransferase complex
1,GO:0016593,Cdc73/Paf1 complex
1,GO:0005786,"signal recognition particle, endoplasmic reticulum targeting"
1,GO:0005782,peroxisomal matrix
1,GO:0019028,viral capsid
1,GO:0032040,small-subunit processome
1,GO:0009424,bacterial-type flagellum hook
1,GO:0009421,bacterial-type flagellum filament cap
1,GO:0009338,exodeoxyribonuclease V complex
1,GO:0042721,TIM22 mitochondrial import inner membrane insertion complex
1,GO:0048500,signal recognition particle
1,GO:0031251,PAN complex
1,GO:0005891,voltage-gated calcium channel complex
1,GO:0045252,oxoglutarate dehydrogenase complex
1,GO:0005819,spindle
1,GO:0000439,transcription factor TFIIH core complex
