Protein Group,Protein ID,Accession,-10lgP,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
9,1279,ETNP_110m_PROKKA_04004,283.48,79,26,6,Deamidation (NQ); Sodium adduct; Replacement of 2 protons by calcium; Replacement of proton with ammonium ion; Mutation,7685,Photosystem I reaction center subunit IV
26,34,ETNP_90m_PROKKA_178606,270.91,68,26,9,Deamidation (NQ); Formylation; Di-Iodination; Hypusine; Mutation,29123,Photosystem II manganese-stabilizing polypeptide precursor
14,3570,ETNP_90m_PROKKA_147777,268.74,36,20,0,Deamidation (NQ); Sodium adduct; Replacement of 2 protons by calcium; Replacement of proton with ammonium ion; Mutation,8569,Photosystem I reaction center subunit IV
22,205,ETNP_100m_PROKKA_02317,266.01,70,30,20,Deamidation (NQ); Oxidation (M); Sodium adduct; Tyrosine oxidation to 2-aminotyrosine,13019,Photosystem II 12 kDa extrinsic protein precursor
22,204,ETNP_90m_PROKKA_27133,266.01,70,30,20,Deamidation (NQ); Oxidation (M); Sodium adduct; Tyrosine oxidation to 2-aminotyrosine,13019,Photosystem II 12 kDa extrinsic protein precursor
22,203,ETNP_120m_PROKKA_126325,266.01,70,30,20,Deamidation (NQ); Oxidation (M); Sodium adduct; Tyrosine oxidation to 2-aminotyrosine,13019,Photosystem II 12 kDa extrinsic protein precursor
22,202,ETNP_100m_particle_PROKKA_12435,266.01,70,30,20,Deamidation (NQ); Oxidation (M); Sodium adduct; Tyrosine oxidation to 2-aminotyrosine,13019,Photosystem II 12 kDa extrinsic protein precursor
18,48,ETNP_100m_PROKKA_57551,259.24,64,27,7,Deamidation (NQ); Formylation; Oxidation (M); Sodium adduct; Di-Iodination; 3 more,29257,Photosystem II manganese-stabilizing polypeptide precursor
10,225,ETNP_100m_particle_PROKKA_129096,257.71,87,33,3,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Sodium adduct; Cysteine oxidation to cysteic acid; Ammonia-loss (N),12780,hypothetical protein
10,224,ETNP_140m_PROKKA_61974,257.71,87,33,3,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Sodium adduct; Cysteine oxidation to cysteic acid; Ammonia-loss (N),12780,hypothetical protein
10,223,ETNP_110m_PROKKA_10944,257.71,87,33,3,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Sodium adduct; Cysteine oxidation to cysteic acid; Ammonia-loss (N),12780,hypothetical protein
10,222,ETNP_90m_PROKKA_62874,257.71,87,33,3,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Sodium adduct; Cysteine oxidation to cysteic acid; Ammonia-loss (N),12780,hypothetical protein
28,47,ETNP_100m_particle_PROKKA_120141,256.50,38,14,1,Deamidation (NQ); Oxidation (M); Sodium adduct; Iodination; Replacement of 2 protons by calcium; Replacement of proton with ammonium ion,51643,Glutamine synthetase
13,239,ETNP_90m_PROKKA_180048,255.78,85,31,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Cysteine oxidation to cysteic acid; Ammonia-loss (N),12752,hypothetical protein
13,238,ETNP14_68maa_PROKKA_115320,255.78,85,31,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Cysteine oxidation to cysteic acid; Ammonia-loss (N),12752,hypothetical protein
13,237,NP_85m_PROKKA_07695,255.78,85,31,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Cysteine oxidation to cysteic acid; Ammonia-loss (N),12752,hypothetical protein
13,236,ETNP_100m_particle_PROKKA_13293,255.78,85,31,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Cysteine oxidation to cysteic acid; Ammonia-loss (N),12752,hypothetical protein
13,235,ETNP_110m_PROKKA_26060,255.78,85,31,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Cysteine oxidation to cysteic acid; Ammonia-loss (N),12752,hypothetical protein
13,234,ETNP_140m_PROKKA_125786,255.78,85,31,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Cysteine oxidation to cysteic acid; Ammonia-loss (N),12752,hypothetical protein
29,402,ETNP_120m_PROKKA_239032,254.79,66,22,17,Carbamidomethylation; Deamidation (NQ); Hydroxylation; Oxidation (M); Cysteine oxidation to cysteic acid; 2 more,17863,C-phycoerythrin class 1 subunit alpha
29,401,ETNP_100m_particle_PROKKA_112482,254.79,66,22,17,Carbamidomethylation; Deamidation (NQ); Hydroxylation; Oxidation (M); Cysteine oxidation to cysteic acid; 2 more,17863,C-phycoerythrin class 1 subunit alpha
29,400,ETNP_140m_PROKKA_48972,254.79,66,22,17,Carbamidomethylation; Deamidation (NQ); Hydroxylation; Oxidation (M); Cysteine oxidation to cysteic acid; 2 more,17863,C-phycoerythrin class 1 subunit alpha
29,399,ETNP_120m_free_PROKKA_147965,254.79,66,22,17,Carbamidomethylation; Deamidation (NQ); Hydroxylation; Oxidation (M); Cysteine oxidation to cysteic acid; 2 more,17863,C-phycoerythrin class 1 subunit alpha
4,102,ETNP_90m_PROKKA_24349,254.45,87,31,0,Carbamidomethylation; Deamidation (NQ); Hydroxylation; Methyl ester; Oxidation (M); 7 more,15726,Photosystem I reaction center subunit II
6,101,ETNP14_68maa_PROKKA_166963,253.50,87,28,0,Carbamidomethylation; Deamidation (NQ); Hydroxylation; Methyl ester; Oxidation (M); 7 more,15623,Photosystem I reaction center subunit II
17,2,ETNP_120m_PROKKA_272804,252.40,63,34,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Mutation,57387,60 kDa chaperonin 1
17,1,ETNP_90m_PROKKA_150918,252.40,63,34,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Mutation,57387,60 kDa chaperonin 1
34,376,ETNP_90m_PROKKA_168214,251.77,76,19,0,Deamidation (NQ); Oxidation (M); Sodium adduct,11111,Photosystem II 12 kDa extrinsic protein
34,379,ETNP_140m_PROKKA_164346,251.77,65,19,0,Deamidation (NQ); Oxidation (M); Sodium adduct,13052,Photosystem II 12 kDa extrinsic protein precursor
34,378,ETNP_120m_PROKKA_24357,251.77,65,19,0,Deamidation (NQ); Oxidation (M); Sodium adduct,13052,Photosystem II 12 kDa extrinsic protein precursor
34,377,ETNP_100m_PROKKA_52245,251.77,65,19,0,Deamidation (NQ); Oxidation (M); Sodium adduct,13052,Photosystem II 12 kDa extrinsic protein precursor
15,4,ETNP_90m_PROKKA_165095,251.67,61,33,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Mutation,57358,60 kDa chaperonin 1
15,3,ETNP_100m_PROKKA_21902,251.67,61,33,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Mutation,57358,60 kDa chaperonin 1
7,147,NP_85m_PROKKA_25020,250.35,87,25,2,Carbamidomethylation; Deamidation (NQ); Hydroxylation; Oxidation (M); Sodium adduct; 4 more,15669,Photosystem I reaction center subunit II
5,171,ETNP_100m_particle_PROKKA_155122,247.68,57,29,1,Carbamidomethylation; Deamidation (NQ); Hydroxylation; Methyl ester; Oxidation (M); 8 more,22573,Photosystem I reaction center subunit II
37,141,ETNP_110m_PROKKA_40292,247.55,42,15,1,Carbamidomethylation; Deamidation (NQ); Oxidation (M); Sodium adduct; Cysteine oxidation to cysteic acid; 3 more,45186,Glutamine synthetase
36,27,ETNP_120m_PROKKA_108746,246.36,44,23,8,Carbamidomethylation; Methyl ester; Oxidation (M); Pyro-glu from Q,53875,ATP synthase subunit alpha
8,175,ETNP_120m_free_PROKKA_147575,242.31,75,22,1,Carbamidomethylation; Deamidation (NQ); Methyl ester; Oxidation (M); Sodium adduct; 6 more,15782,Photosystem I reaction center subunit II
8,174,WP_011131077,242.31,75,22,1,Carbamidomethylation; Deamidation (NQ); Methyl ester; Oxidation (M); Sodium adduct; 6 more,15752,photosystem I protein PsaD Prochlorococcus marinus
8,173,WP_036911259,242.31,75,22,1,Carbamidomethylation; Deamidation (NQ); Methyl ester; Oxidation (M); Sodium adduct; 6 more,15782,photosystem I reaction center subunit II Prochlorococcus
20,9,WP_011130817,241.30,50,30,0,Deamidation (NQ); Oxidation (M); Phosphorylation (STY); Sodium adduct; Mutation,57397,molecular chaperone GroEL Prochlorococcus marinus
20,8,WP_036912335,241.30,50,30,0,Deamidation (NQ); Oxidation (M); Phosphorylation (STY); Sodium adduct; Mutation,57393,molecular chaperone GroEL Prochlorococcus
19,31,ETNP_90m_PROKKA_94806,241.15,32,18,3,Deamidation (NQ); Hydroxylation; Methyl ester; Oxidation (M); Oxidation (HW); 4 more,50481,Photosystem II 44 kDa reaction center protein
19,32,ETNP_120m_PROKKA_123375,241.15,31,18,3,Deamidation (NQ); Hydroxylation; Methyl ester; Oxidation (M); Oxidation (HW); 4 more,52469,Photosystem II 44 kDa reaction center protein
98,143,ETNP14_68maa_PROKKA_157355,239.93,48,16,3,Deamidation (NQ); Methyl ester; Oxidation (M); Sodium adduct; Mutation,36689,Glyceraldehyde-3-phosphate dehydrogenase 2
98,142,ETNP_90m_PROKKA_01802,239.93,48,16,3,Deamidation (NQ); Methyl ester; Oxidation (M); Sodium adduct; Mutation,36689,Glyceraldehyde-3-phosphate dehydrogenase 2
86,280,ETNP_100m_particle_PROKKA_144422,239.73,39,17,17,Deamidation (NQ); Carbamidomethylation (DHKE  X@N-term); Pyro-carbamidomethyl; Mutation,31773,Phycoerythrin class 2 subunit gamma  linker polypeptide
86,279,ETNP_120m_PROKKA_239027,239.73,39,17,17,Deamidation (NQ); Carbamidomethylation (DHKE  X@N-term); Pyro-carbamidomethyl; Mutation,31773,Phycoerythrin class 2 subunit gamma  linker polypeptide
11,303,ETNP_110m_PROKKA_33158,239.63,92,17,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Sulphone; Carbamidomethylated DTT modification; Replacement of 2 protons by calcium,10552,Major carboxysome shell protein 1A
11,300,ETNP14_68maa_PROKKA_134414,239.63,92,17,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Sulphone; Carbamidomethylated DTT modification; Replacement of 2 protons by calcium,10552,Major carboxysome shell protein 1A
11,299,ETNP_160m_PROKKA_02087,239.63,92,17,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Sulphone; Carbamidomethylated DTT modification; Replacement of 2 protons by calcium,10552,Major carboxysome shell protein 1A
11,298,ETNP_100m_PROKKA_47359,239.63,92,17,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Sulphone; Carbamidomethylated DTT modification; Replacement of 2 protons by calcium,10552,Major carboxysome shell protein 1A
11,297,ETNP_120m_PROKKA_20159,239.63,92,17,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Sulphone; Carbamidomethylated DTT modification; Replacement of 2 protons by calcium,10552,Major carboxysome shell protein 1A
11,296,ETNP_90m_PROKKA_30580,239.63,92,17,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Sulphone; Carbamidomethylated DTT modification; Replacement of 2 protons by calcium,10552,Major carboxysome shell protein 1A
35,46,ETNP14_68maa_PROKKA_112391,239.54,47,21,9,Acetylation (K); Acetylation (N-term); Carbamidomethylation; Carboxymethyl; Oxidation (M); 4 more,43606,Elongation factor Tu
35,45,NP_85m_PROKKA_06676,239.54,47,21,9,Acetylation (K); Acetylation (N-term); Carbamidomethylation; Carboxymethyl; Oxidation (M); 4 more,43606,Elongation factor Tu
35,44,ETNP_160m_PROKKA_28050,239.54,47,21,9,Acetylation (K); Acetylation (N-term); Carbamidomethylation; Carboxymethyl; Oxidation (M); 4 more,43606,Elongation factor Tu
27,10,ETNP14_68maa_PROKKA_102614,239.01,44,28,1,Deamidation (NQ); Oxidation (M); Sodium adduct; Mutation,57434,60 kDa chaperonin 1
105,187,ETNP_100m_particle_PROKKA_29654,238.80,44,14,1,Deamidation (NQ); Methyl ester; Oxidation (M); Sodium adduct,36256,Glyceraldehyde-3-phosphate dehydrogenase 2
105,188,ETNP_120m_PROKKA_342620,238.80,44,14,1,Deamidation (NQ); Methyl ester; Oxidation (M); Sodium adduct,36589,Glyceraldehyde-3-phosphate dehydrogenase 2
38,78,WP_036915357,238.40,33,15,0,Deamidation (NQ); Hydroxylation; Methyl ester; Oxidation (M); Pyro-glu from Q; 3 more,52679,glutamine synthetase Prochlorococcus sp MIT 0701
39,85,WP_011129980,238.40,33,15,0,Deamidation (NQ); Hydroxylation; Methyl ester; Oxidation (M); Pyro-glu from Q; 3 more,52689,glutamine synthetase Prochlorococcus marinus
41,21,ETNP_90m_PROKKA_107184,237.26,65,21,1,Carbamidomethylation; Carboxymethyl; Oxidation (M); Sodium adduct; Sulfation,33742,ATP synthase subunit beta
33,12,WP_038654071,235.91,40,25,0,Deamidation (NQ); Oxidation (M); Sodium adduct; Mutation,57282,molecular chaperone GroEL Prochlorococcus sp MIT 0801
12,302,ETNP_90m_PROKKA_04314,234.63,92,17,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Sulphone; Carbamidomethylated DTT modification; Replacement of 2 protons by calcium,10550,Major carboxysome shell protein 1A
12,301,ETNP_100m_particle_PROKKA_26451,234.63,92,17,2,Deamidation (NQ); Oxidation (M); Sodium adduct; Sulphone; Carbamidomethylated DTT modification; Replacement of 2 protons by calcium,10550,Major carboxysome shell protein 1A
31,1795,WP_038543228,234.37,33,13,1,Carbamidomethylation; Deamidation (NQ); Carbamidomethylation (DHKE  X@N-term); Pyro-carbamidomethyl; Cysteine oxidation to cysteic acid; Mutation,17823,bleomycin hydrolase Synechococcus sp KORDI-100
32,11,WP_038546435,234.10,42,25,0,Deamidation (NQ); Oxidation (M); Phosphorylation (STY); Sodium adduct; Mutation,57099,molecular chaperone GroEL Synechococcus sp KORDI-100
50,656,ETNP_160m_PROKKA_83311,233.93,54,14,1,Deamidation (NQ); Oxidation (M); Sodium adduct,13076,Photosystem II 12 kDa extrinsic protein precursor
50,655,ETNP_110m_PROKKA_45826,233.93,54,14,1,Deamidation (NQ); Oxidation (M); Sodium adduct,13042,Photosystem II 12 kDa extrinsic protein precursor
44,57,ETNP_100m_particle_PROKKA_87954,233.44,31,17,0,Deamidation (NQ); Oxidation (M); Oxidation (HW); Tryptophan oxidation to kynurenin; Mutation,44761,Photosystem II protein
30,15,WP_011127385,232.49,39,24,0,Deamidation (NQ); Oxidation (M); Phosphorylation (STY); Sodium adduct; Mutation,57175,molecular chaperone GroEL Synechococcus
42,951,WP_011128382,230.67,44,22,1,Deamidation (NQ); Phosphorylation (STY); Ammonia-loss (N),13024,hypothetical protein Synechococcus
46,67,ETNP_90m_PROKKA_125046,228.66,32,16,0,Deamidation (NQ); Oxidation (M); Oxidation (HW); Tryptophan oxidation to kynurenin; Mutation,43911,Photosystem II protein
56,16,WP_042850982,228.55,33,22,0,Oxidation (M),57654,molecular chaperone GroEL Prochlorococcus sp MIT 0604
75,110,ETNP_120m_PROKKA_51380,228.37,36,15,0,Carbamidomethylation; Oxidation (M); Sodium adduct; 2-amino-3-oxo-butanoic_acid,47218,Aliphatic amidase expression-regulating protein
75,109,ETNP_100m_particle_PROKKA_69298,228.37,36,15,0,Carbamidomethylation; Oxidation (M); Sodium adduct; 2-amino-3-oxo-butanoic_acid,47252,Aliphatic amidase expression-regulating protein
75,108,ETNP_90m_PROKKA_63045,228.37,36,15,0,Carbamidomethylation; Oxidation (M); Sodium adduct; 2-amino-3-oxo-butanoic_acid,47219,Aliphatic amidase expression-regulating protein
16,1612,ETNP_100m_particle_PROKKA_00069,227.35,87,21,21,Deamidation (NQ); Oxidation (M); Pyro-glu from Q; Mutation,5311,hypothetical protein
66,42,WP_036912331,227.19,43,21,1,Carboxymethyl; Oxidation (M); Pyro-glu from Q,52116,ATP F0F1 synthase subunit beta Prochlorococcus
3,93,NP_85m_PROKKA_25466,226.76,38,28,17,Carbamylation; Deamidation (NQ); Oxidation (M); Oxidation (HW); Pyro-glu from Q; 6 more,34628,Divinyl chlorophyll a/b light-harvesting protein PcbB
3,94,ETNP_90m_PROKKA_151411,226.76,34,28,17,Carbamylation; Deamidation (NQ); Oxidation (M); Oxidation (HW); Pyro-glu from Q; 6 more,38538,Divinyl chlorophyll a/b light-harvesting protein PcbB
23,304,WP_006169870,224.96,83,15,0,Oxidation (M); Sodium adduct; Sulphone,10584,carbon dioxide-concentrating mechanism protein CcmK Cyanobacteria
92,25,ETNP14_68maa_PROKKA_95644,223.09,28,16,0,Oxidation (M),67383,Polyribonucleotide nucleotidyltransferase
24,305,WP_011825471,222.74,84,15,1,Oxidation (M); Sodium adduct; Sulphone,10570,carbon dioxide-concentrating mechanism protein CcmK Prochlorococcus
51,28,ETNP14_68maa_PROKKA_81355,221.84,32,21,0,Oxidation (M),57311,60 kDa chaperonin 1
43,41,ETNP_100m_particle_PROKKA_143405,221.63,52,22,1,Carboxymethyl; Oxidation (M); Sodium adduct,44970,ATP synthase subunit beta
21,310,ETNP14_68maa_PROKKA_66725,221.45,84,16,2,Oxidation (M); Sodium adduct; Sulphone,10527,Major carboxysome shell protein 1A
55,5,ETNP_120m_PROKKA_203241,220.20,45,23,3,Oxidation (M); Mutation,59075,60 kDa chaperonin 2
40,140,ETNP_120m_PROKKA_239033,219.98,61,24,15,Oxidation (M); Sodium adduct; Sulphone; Mutation,19139,C-phycoerythrin class 1 subunit beta
40,139,ETNP_100m_particle_PROKKA_112481,219.98,61,24,15,Oxidation (M); Sodium adduct; Sulphone; Mutation,19139,C-phycoerythrin class 1 subunit beta
40,138,ETNP_120m_free_PROKKA_147966,219.98,61,24,15,Oxidation (M); Sodium adduct; Sulphone; Mutation,19139,C-phycoerythrin class 1 subunit beta
52,49,WP_011819053,219.30,39,21,0,Carboxymethyl; Oxidation (M); Pyro-glu from Q; Sodium adduct,52183,ATP synthase subunit beta Prochlorococcus
67,69,WP_011130819,218.54,38,20,0,Carboxymethyl; Oxidation (M); Pyro-glu from Q,52136,ATP synthase subunit beta Prochlorococcus marinus
25,316,ETNP_100m_particle_PROKKA_155223,218.54,84,15,1,Oxidation (M); Sodium adduct; Sulphone,10641,Major carboxysome shell protein 1A
25,315,ETNP_90m_PROKKA_99720,218.54,84,15,1,Oxidation (M); Sodium adduct; Sulphone,10641,Major carboxysome shell protein 1A
25,314,ETNP_120m_free_PROKKA_177405,218.54,84,15,1,Oxidation (M); Sodium adduct; Sulphone,10641,Major carboxysome shell protein 1A
25,313,ETNP_140m_PROKKA_36751,218.54,84,15,1,Oxidation (M); Sodium adduct; Sulphone,10641,Major carboxysome shell protein 1A
25,312,ETNP_120m_PROKKA_226248,218.54,84,15,1,Oxidation (M); Sodium adduct; Sulphone,10641,Major carboxysome shell protein 1A
25,311,ETNP_100m_PROKKA_67591,218.54,84,15,1,Oxidation (M); Sodium adduct; Sulphone,10641,Major carboxysome shell protein 1A
122,226,WP_042504522,217.16,26,12,0,Oxidation (M); 2-amino-3-oxo-butanoic_acid,46895,ABC transporter substrate-binding protein Synechococcus
47,144,ETNP_120m_free_PROKKA_60142,216.66,51,19,19,Acetylation (N-term); Deamidation (NQ); Hydroxylation; Carbamidomethylation (DHKE  X@N-term); Mutation,28624,hypothetical protein
65,6,ETNP_90m_PROKKA_50635,215.83,46,24,4,Oxidation (M); Mutation,58646,60 kDa chaperonin 2
110,318,NP_85m_PROKKA_20533,215.81,41,9,0,Deamidation (NQ); Oxidation (M); Replacement of 2 protons by calcium,30236,Glutamine synthetase
48,308,ETNP14_68maa_PROKKA_192080,215.19,83,14,0,Oxidation (M); Sodium adduct,10571,Major carboxysome shell protein 1A
48,306,ETNP_90m_PROKKA_129379,215.19,83,14,0,Oxidation (M); Sodium adduct,10571,Major carboxysome shell protein 1A
53,43,ETNP_90m_PROKKA_203807,212.47,34,19,1,Oxidation (M); Pyro-glu from Q,52116,ATP synthase subunit beta
104,65,ETNP_120m_PROKKA_170565,212.46,27,14,0,Oxidation (M),54933,Polyribonucleotide nucleotidyltransferase
123,408,ETNP_100m_particle_PROKKA_93757,209.94,52,13,3,Carbamidomethylation,28461,Aliphatic amidase expression-regulating protein
61,53,WP_006171953,209.72,35,17,0,Oxidation (M); Sodium adduct,52810,F0F1 ATP synthase subunit beta Synechococcus sp WH 5701
57,426,ETNP_110m_PROKKA_13715,208.68,54,22,6,Oxidation (M); Mutation,9826,DNA-binding protein HU
57,425,ETNP_100m_PROKKA_47820,208.68,54,22,6,Oxidation (M); Mutation,9826,DNA-binding protein HU
57,424,WP_011130763,208.68,54,22,6,Oxidation (M); Mutation,9826,DNA-binding protein Prochlorococcus
57,423,WP_011295240,208.68,54,22,6,Oxidation (M); Mutation,9752,DNA-binding protein Prochlorococcus
57,422,ETNP_140m_PROKKA_151089,208.68,54,22,6,Oxidation (M); Mutation,9826,DNA-binding protein HU
57,421,ETNP_90m_PROKKA_53889,208.68,54,22,6,Oxidation (M); Mutation,9826,DNA-binding protein HU
57,420,ETNP_160m_PROKKA_172610,208.68,54,22,6,Oxidation (M); Mutation,9826,DNA-binding protein HU
57,419,ETNP_90m_PROKKA_61191,208.68,54,22,6,Oxidation (M); Mutation,9826,DNA-binding protein HU
94,179,ETNP_120m_PROKKA_09406,208.30,64,13,9,Methyl ester; Methylation; Oxidation (M); Sodium adduct; Fucose; Mutation,18151,R-phycocyanin-2 beta chain
94,178,ETNP_100m_particle_PROKKA_54272,208.30,64,13,9,Methyl ester; Methylation; Oxidation (M); Sodium adduct; Fucose; Mutation,18151,R-phycocyanin-2 beta chain
94,177,ETNP_120m_free_PROKKA_94751,208.30,64,13,9,Methyl ester; Methylation; Oxidation (M); Sodium adduct; Fucose; Mutation,18151,R-phycocyanin-2 beta chain
94,176,ETNP_90m_PROKKA_102744,208.30,64,13,9,Methyl ester; Methylation; Oxidation (M); Sodium adduct; Fucose; Mutation,18151,R-phycocyanin-2 beta chain
89,68,WP_011130835,207.61,26,15,0,Oxidation (M); Pyro-glu from Q,54046,ATP synthase subunit alpha Prochlorococcus marinus
70,413,ETNP_90m_PROKKA_93078,207.41,53,20,4,Oxidation (M),9840,DNA-binding protein HU
70,412,ETNP_140m_PROKKA_20457,207.41,53,20,4,Oxidation (M),9840,DNA-binding protein HU
70,411,ETNP_100m_particle_PROKKA_68767,207.41,53,20,4,Oxidation (M),9840,DNA-binding protein HU
70,410,WP_028952679,207.41,53,20,4,Oxidation (M),9798,DNA-binding protein Synechococcus
45,540,NP_85m_PROKKA_09264,207.35,7,11,0,Carbamidomethylation; Carboxymethyl; Oxidation (HW); Carbamidomethylation (DHKE  X@N-term); Cysteine oxidation to cysteic acid; Mutation,83226,Photosystem I P700 chlorophyll a apoprotein A2
72,60,ETNP_140m_PROKKA_14166,207.33,28,18,2,Acetylation (N-term); Carbamidomethylation; Methyl ester; Pyro-glu from Q,52555,Ribulose bisphosphate carboxylase large chain 2
58,36,WP_038654074,207.29,40,19,0,Carboxymethyl; Oxidation (M); Pyro-glu from Q,52254,ATP F0F1 synthase subunit beta Prochlorococcus sp MIT 0801
84,62,ETNP_120m_PROKKA_157084,206.94,28,18,2,Acetylation (N-term); Carbamidomethylation; Methyl ester; Oxidation (M); Pyro-glu from Q,52559,Ribulose bisphosphate carboxylase large chain 2
84,61,ETNP_100m_PROKKA_41674,206.94,28,18,2,Acetylation (N-term); Carbamidomethylation; Methyl ester; Oxidation (M); Pyro-glu from Q,52559,Ribulose bisphosphate carboxylase large chain 2
84,63,ETNP_90m_PROKKA_04313,206.94,26,18,2,Acetylation (N-term); Carbamidomethylation; Methyl ester; Oxidation (M); Pyro-glu from Q,57169,Ribulose bisphosphate carboxylase large chain 2
79,35,ETNP_90m_PROKKA_61495,206.78,32,19,0,Carbamidomethylation (DHKE  X@N-term); Mutation,61637,Phycoerythrin class 2 subunit gamma  linker polypeptide
59,371,ETNP_120m_free_PROKKA_153271,206.23,64,20,2,Carbamidomethylation; Deamidation (NQ); Tyrosine oxidation to 2-aminotyrosine; Ammonia-loss (N),13968,hypothetical protein
59,370,ETNP_120m_PROKKA_207479,206.23,64,20,2,Carbamidomethylation; Deamidation (NQ); Tyrosine oxidation to 2-aminotyrosine; Ammonia-loss (N),13968,hypothetical protein
59,369,ETNP_90m_PROKKA_81200,206.23,64,20,2,Carbamidomethylation; Deamidation (NQ); Tyrosine oxidation to 2-aminotyrosine; Ammonia-loss (N),13968,hypothetical protein
59,368,ETNP_100m_particle_PROKKA_45033,206.23,64,20,2,Carbamidomethylation; Deamidation (NQ); Tyrosine oxidation to 2-aminotyrosine; Ammonia-loss (N),13968,hypothetical protein
91,288,ETNP14_68maa_PROKKA_182361,205.90,89,13,2,Deamidation (NQ); Pyro-glu from Q; Sodium adduct; Di-Iodination,10831,10 kDa chaperonin
91,287,ETNP_110m_PROKKA_01759,205.90,89,13,2,Deamidation (NQ); Pyro-glu from Q; Sodium adduct; Di-Iodination,10831,10 kDa chaperonin
91,286,ETNP_100m_PROKKA_21903,205.90,89,13,2,Deamidation (NQ); Pyro-glu from Q; Sodium adduct; Di-Iodination,10831,10 kDa chaperonin
91,285,ETNP_90m_PROKKA_165094,205.90,89,13,2,Deamidation (NQ); Pyro-glu from Q; Sodium adduct; Di-Iodination,10831,10 kDa chaperonin
49,418,ETNP_60m_PROKKA_33131,205.36,84,14,1,Oxidation (M); Sodium adduct,10572,Major carboxysome shell protein 1A
49,417,ETNP_70m_PROKKA_32300,205.36,84,14,1,Oxidation (M); Sodium adduct,10572,Major carboxysome shell protein 1A
129,336,ETNP_120m_PROKKA_235136,204.90,38,8,0,Deamidation (NQ); Oxidation (M); Sodium adduct,30734,Glutamine synthetase
